Facility Name,Address,Phone Number,Capacity,City,Zip Code,State,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,County,Licensee,License Number,Facility ID
Brookdale Charlotte East,6053 WILORA LAKE ROAD,(704)537-8848,50.0,Charlotte,28212,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ARC WILORA ASSISTED LIVING, LLC",HAL-060-060,980599.0
Brookdale South Charlotte,5515 REA ROAD,(704)544-2094,82.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"BROOKDALE PLACE OF SOUTH CHARLOTTE, LLC",HAL-060-101,960963.0
Brookdale South Park,5326 PARK ROAD,(704)553-8700,56.0,Charlotte,28209,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"BREA CHARLOTTE, LLC",HAL-060-085,970632.0
Brookdale Weddington Park,2404 PLANTATION CENTER DRIVE,(704)847-9477,83.0,Matthews,28105,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"SOUTHERN ASSISTED LIVING, LLC",HAL-060-042,980770.0
Cadence Huntersville,250 COMMERCE CENTER DRIVE,(704)875-6100,96.0,Huntersville,28078,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"GAHC3 HUNTERSVILLE NC TRS SUB, LLC",HAL-060-160,457.0
Cadence Senior Living At Mint Hill,5601 MARGARET WALLACE ROAD,(704)573-4000,84.0,Matthews,28105,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"GAHC3 MINT HILL NC TRS SUB, LLC",HAL-060-159,150495.0
Carmel Hills,2801 CARMEL ROAD,(704)364-8302,38.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CARMEL HILLS, INC.",HAL-060-001,920171.0
Charlotte Square,5820 CARMEL ROAD,(704)544-4979,125.0,Charlotte,28226-8106,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CSL LEASECO., INC",HAL-060-087,970658.0
Cuthbertson Village At Aldersgate,3800 SHAMROCK DRIVE,(704)532-7000,61.0,Charlotte,28215-3298,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ALDERSGATE UMRC, INC",HAL-060-059,991042.0
East Towne,4815 NORTH SHARON AMITY ROAD,(704)531-9690,120.0,Charlotte,28205,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CHARLOTTE OPCO HOLDINGS, LLC",HAL-060-149,920341.0
Elmcroft Of Little Avenue,7745 LITTLE AVENUE,(704)541-9333,62.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"EC OPCO LITTLE AVENUE, LP",HAL-060-156,971280.0
Hunter Village,111 SOUTH CHURCH STREET,(704)875-0859,68.0,Huntersville,28070,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,TOM AND JERRY MANAGEMENT LLC,HAL-060-014,930582.0
Legacy Heights Senior Living Community,11230 BALLANTYNE TRACE COURT,(704)544-7220,122.0,Charlotte,28277,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"MORNINGSIDE OF CONCORD, LLC",HAL-060-152,960608.0
Merrywood On Park,3600 PARK ROAD,(704)626-6355,20.0,Charlotte,28209,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"PARK SENIOR CARE, LLC",HAL-060-155,920469.0
Mint Hill Senior Living,10830 LAWYERS GLEN DRIVE,(704)545-9555,82.0,Charlotte,28227,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"MINT HILL HEALTH HOLDINGS, LLC",HAL-060-136,970851.0
Northlake House,9108- REAMES ROAD,(980)859-6000,48.0,Charlotte,28216,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"NORTHLAKE AL HOLDINGS, LLC",HAL-060-150,160264.0
Oakbridge Terrace @ Matthews Glen,701 PLANTATION ESTATES DRIVE,(704)815-0380,60.0,Matthews,28105-6550,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ACTS RETIREMENT LIFE COMMUNITIES, INC.",HAL-060-167,923412.0
Parker Terrace,3800 SHAMROCK DRIVE,(704)532-7000,53.0,Charlotte,28215-3298,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY, INC",HAL-060-054,991041.0
Preston House,4910 HARRIS WOODS BOULEVARD,(704)921-9279,40.0,Charlotte,28269,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"PRESTON HOUSE OF CHARLOTTE, LLC",HAL-060-154,970707.0
Queen City Assisted Living,1700 MONTANA DRIVE,(704)393-2870,120.0,Charlotte,28216-3604,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"WP-CHARLOTTE AL HOLDINGS, LLC",HAL-060-126,960558.0
Ranson Ridge At The Villages Of Mecklenburg,13910 HUNTON LANE,(704)897-2723,100.0,Huntersville,28078,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"SENIOR CARE ALF MANAGEMENT, INC.",HAL-060-147,100534.0
Summit Place Of Southpark,2101 RUNNYMEDE LANE,(704)525-5508,120.0,Charlotte,28209,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"SNH SE TENANT TRS, INC.",HAL-060-116,980186.0
Sunrise On Providence,5114 PROVIDENCE ROAD,(704)365-5252,95.0,Charlotte,28226,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"AL I/PROVIDENCE SENIOR HOUSING OPCO, LP",HAL-060-165,980794.0
The Charlotte Assisted Living,9120 WILLOW RIDGE DRIVE,(704)542-9449,119.0,Charlotte,28210,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CHARLOTTE ASSISTED LIVING, LLC",HAL-060-158,970591.0
The Haven In Highland Creek,5920 MCCHESNEY DRIVE,(704)992-1560,60.0,Charlotte,28269,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,SNH NC TENANT LLC,HAL-060-162,970716.0
The Haven In The Village At Carolina Place,13150 DORMAN ROAD,(704)540-0155,60.0,Pineville,28134,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,SNH NC TENANT LLC,HAL-060-163,971417.0
The Laurels In Highland Creek,6101 CLARKE CREEK PARKWAY,(704)947-8050,105.0,Charlotte,28269,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,SNH NC TENANT LLC,HAL-060-161,971364.0
The Laurels In The Village At Carolina Place,13180 DORMAN ROAD,(704)540-8007,104.0,Pineville,28134,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,SNH NC TENANT LLC,HAL-060-164,971517.0
The Little Flower Assisted Living,8700 LAWYERS ROAD,(704)545-7005,49.0,Charlotte,28227,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,CHARLOTTE ASSISTED LIVING (LITTLE FLOWER ) DELAWARE LLC,HAL-060-109,960601.0
The Parc At Sharon Amity,4025 N. SHARON AMITY DRIVE,(704)569-9661,64.0,Charlotte,28205-4975,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"WP-CHARLOTTE HEALTH HOLDINGS, LLC",HAL-060-125,990857.0
The Social At Cotswold,3610 RANDOLPH ROAD,(704)366-2550,104.0,Charlotte,28211,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"S-H OPCO EASTOVER, LLC",HAL-060-132,970113.0
The Terrace At Brightmore Of South Charlotte,10225 OLD ARDREY KELL ROAD,(704)557-0511,34.0,Charlotte,28277,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CHARLOTTE SC SENIOR HOUSING OPCO, LLC",HAL-060-157,100541.0
Waltonwood Cotswold,5215 RANDOLPH ROAD,(704)496-9310,125.0,Charlotte,28211,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"WALTONWOOD COTSWOLD, LLC",HAL-060-148,110877.0
Waltonwood At Providence,11945 PROVIDENCE ROAD,(704)246-8670,80.0,Charlotte,28277,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"WALTONWOOD AT PROVIDENCE, LLC",HAL-060-138,100530.0
Wickshire Steele Creek,13600 S. TRYON STREET,(704)705-2727,90.0,Charlotte,28278,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,WICKSHIRE STEELE CREEK OPCO LLC,HAL-060-166,100540.0
Willow Ridge Assisted Living,2040 MILTON ROAD,(704)405-0730,52.0,Charlotte,28215-3319,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mecklenburg,"CHARLOTTE HEALTH HOLDINGS, LLC",HAL-060-111,920521.0
Mitchell House,13681 HWY 226 SOUTH,(828)766-7771,80.0,Spruce Pine,28777-4511,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Mitchell,"MITCHELL HOUSE ONE, LLC",HAL-061-011,120180.0
Brookstone Haven Of Star Assisted Living,327 FREEMAN STREET,(910)428-2101,54.0,Star,27356,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Montgomery,"BROOKSTONE HAVEN OF STAR ASSISTED LIVING, LLC",HAL-062-014,940857.0
Poplar Springs Assisted Living,601 DOVER ROAD,(910)428-2981,12.0,Star,27356,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Montgomery,IVEY THOMPSON & SHAWN THOMPSON,HAL-062-015,920958.0
Sandy Ridge Assisted Living,326 BOWMAN ROAD,(910)974-4162,120.0,Candor,27229,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Montgomery,"SANDY RIDGE HOMES HOLDING, CORP.",HAL-062-009,960947.0
Brookdale Pinehurst,17 REGIONAL DRIVE,(910)235-0700,76.0,Pinehurst,28374,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"SOUTHERN ASSISTED LIVING, LLC",HAL-063-024,980176.0
Elmcroft Of Southern Pines,101 BRUCEWOOD ROAD,(910)692-4928,94.0,Southern Pines,28387,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"EC OPCO SOUTHERN PINES, LP",HAL-063-025,971181.0
Fox Hollow Senior Living Community,190 FOX HOLLOW ROAD,(910)695-0011,85.0,Pinehurst,28374,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"MORNINGSIDE OF CONCORD, LLC",HAL-063-022,971362.0
Magnolia Gardens,594 MURRAY HILL ROAD,(910)692-6311,110.0,Southern Pines,28387,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"MAGNOLIA GARDENS OF SOUTHERN PINES, LLC",HAL-063-007,940463.0
Seven Lakes Assisted Living,292 MCDOUGALL DRIVE,(910)673-2045,60.0,West End,27376-8300,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"WEST END HOLDINGS, LLC",HAL-063-023,920529.0
Tara Plantation Of Carthage,820 S. MCNEILL STREET,(910)947-5888,80.0,Carthage,28327,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"TARA PLANTATION OF CARTHAGE, LLC",HAL-063-011,971147.0
The Coventry,105 GOSSMAN DRIVE,(910)246-1045,60.0,Southern Pines,28387,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Moore,"ST. JOSEPH OF THE PINES, INC",HAL-063-016,960429.0
Brekenridge Retirement Center,2500 HUNTER HILL ROAD,(252)443-5400,64.0,Rocky Mount,27804,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,BREKENRIDGE RETIREMENT CENTER INC,HAL-064-004,955524.0
Brookdale Rocky Mount,650 GOLDROCK ROAD,(252)446-6005,60.0,Rocky Mount,27804,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",HAL-064-008,970906.0
Hunter Hill Senior Living,891 NOELL LANE,(252)210-3751,64.0,Rocky Mount,27804,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,"GRACA HOLDINGS, LLC",HAL-064-032,920581.0
Somerset Court Of Rocky Mount,918 WESTWOOD DRIVE,(252)443-5592,60.0,Rocky Mount,27802,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,"JFC MERIDIAN OPCO-ROCKY MOUNT, LLC",HAL-064-029,960823.0
Spring Arbor Of Rocky Mount,1251 S. WINSTEAD AVENUE,(252)443-3999,84.0,Rocky Mount,27803,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,"SPRING ARBOR OF ROCKY MOUNT II, A VIRGINA LIMITED PARTNERSHIP",HAL-064-005,955657.0
The Gardens Of Nashville,1022 EASTERN AVENUE,(252)459-3014,122.0,Nashville,27856,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,"NASHVILLE OPCO, LLC",HAL-064-031,923369.0
Trinity Retirement Villas #1,222 NORTH LUMBER STREET,(252)230-0714,12.0,Nashville,27856,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,FIRST VENTURE MANAGEMENT INC.,HAL-064-014,960515.0
Trinity Retirement Villas #2,223 NORTH LUMBER STREET,(252)459-9294,12.0,Nashville,27856,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Nash,FIRST VENTURE MANAGEMENT INC.,HAL-064-013,970462.0
Brookdale Wilmington,3501 CONVERSE DRIVE,(910)790-8664,38.0,Wilmington,28403,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",HAL-065-019,971015.0
Castle Creek Memory Care,4724 CASTLE HAYNE ROAD,(910)675-2988,84.0,Castle Hayne,28429-6403,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,"CASTLE HAYNE AL HOLDINGS, LLC",HAL-065-034,920536.0
Cedar Cove Assisted Living,4200 JASMINE COVE WAY,(910)397-7812,64.0,Wilmington,28412,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,"CEDAR COVE ASSISTED LIVING, LLC",HAL-065-035,940188.0
Champions Assisted Living,1007 PORTERS NECK ROAD,(910)686-6462,148.0,Wilmington,28411,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,CORNELIA NIXON DAVIS INC. DBA CHAMPIONS ASSISTED LIVING,HAL-065-020,275.0
Morningside Of Wilmington,2744 S 17TH STREET,(910)452-1114,101.0,Wilmington,28412,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,SNH AL WILMINGTON TENANT INC.,HAL-065-045,970703.0
New Hanover House,3915 STEDWICK COURT,(910)632-2671,61.0,Wilmington,28412-3631,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,"NEW HANOVER HOUSE, LLC",HAL-065-036,51355.0
Spring Arbor Of Wilmington,809 JOHN D. BARRY DRIVE,(910)799-4999,66.0,Wilmington,28412,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,SPRING ARBOR OF WILMINGTON A VIRGINA LTD PARTNERSHIP,HAL-065-014,970923.0
The Commons At Brightmore,2320 41ST STREET,(910)392-6899,201.0,Wilmington,28403,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,"J. A. MCNEILL & SONS, INC",HAL-065-002,920676.0
The Kempton At Brightmore,2298 S. FORTY-FIRST STREET,(910)332-6899,84.0,Wilmington,28403,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,New Hanover,KEMPTON ASSISTED LIVING  LLC,HAL-065-023,970642.0
Hampton Manor,320 BROUGHTON STREET,(252)533-0007,82.0,Gaston,27832-1097,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Northampton,"RVHI, LLC",HAL-066-012,970267.0
Pine Forest Rest Home,3277 HWY 35,(252)587-1341,24.0,Woodland,27897,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Northampton,"PINE FOREST REST, INC",HAL-066-001,940930.0
Rich Square Manor,400 NORTH MAIN STREET,(252)539-4145,32.0,Rich Square,27869-0665,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Northampton,"RV ASSISTED LIVING, LLC",HAL-066-011,970155.0
Rich Square Villa,310 NORTH MAIN STREET,(252)539-2011,38.0,Rich Square,27869-0665,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Northampton,"RV ASSISTED LIVING, LLC",HAL-066-010,921023.0
The Oaks At Pleasant Hill,4427 US HWY 301,(252)536-4919,66.0,Pleasant Hill,27866,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Northampton,"PLEASANT HILL HEALTH HOLDINGS, LLC",HAL-066-018,920954.0
Kempton Of Jacksonville,3045 HENDERSON DRIVE EXTENSION,(910)355-1996,79.0,Jacksonville,28546,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"LIBERTY COMMONS ASSISTED LIVING OF ONSLOW COUNTY, LLC",HAL-067-008,980771.0
Lighthouse Village,182 VILLAGE DRIVE,(910)353-7111,80.0,Jacksonville,28546,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"JACKSONVILLE CARE, LLC",HAL-067-013,920591.0
Onslow House,34 MCDANIEL DRIVE,(910)347-1300,120.0,Jacksonville,28546-6942,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"WP-JACKSONVILLE HEALTH HOLDINGS, LLC",HAL-067-023,970157.0
The Arc Community,1241 ONSLOW PINES ROAD,(910)347-3092,32.0,Jacksonville,28540,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"ONSLOW PINES REST HOME, INC.",HAL-067-004,920878.0
The Heritage Of Richlands,148 COX AVENUE,(910)324-1121,40.0,Richlands,28574,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"THE HERITAGE OF RICHLANDS, LLC",HAL-067-016,920274.0
The Landings Of Swansboro,280 SWANSBORO LOOP ROAD,(910)421-0140,0.0,Swansboro,28584,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Onslow,"ONSLOW OPCO HOLDINGS, LLC",HAL-067-025,150505.0
Adorable Senior Living,401 WEST QUEEN STREET,(919)732-4201,17.0,Hillsborough,27278,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"ADORABLE SENIOR LIVING, INC.",HAL-068-034,921292.0
Brookdale Meadowmont,100 LANARK ROAD,(919)918-7600,64.0,Chapel Hill,27517,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"SOUTHERN ASSISTED LIVING, LLC",HAL-068-008,971251.0
Carol Woods Retirement Community - Building 7,750 WEAVER DAIRY ROAD,(919)968-4511,12.0,Chapel Hill,27514,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"CHAPEL HILL RESIDENT RETIREMENT CENTER, INC",HAL-068-021,21134.0
Crescent Green Of Carrboro,624 JONES FERRY ROAD,(919)933-9570,120.0,Carrboro,27510,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"YOLANDA MORGAN AND ALPHONE MORGAN, JR",HAL-068-024,921349.0
Elmcroft Of Hillsborough,1911 ORANGE GROVE ROAD,(919)732-9040,96.0,Hillsborough,27278,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"EC OPCO HILLSBOROUGH, LP",HAL-068-035,1210.0
The Carol Woods Retirement Community - Building 6,750 WEAVER DAIRY ROAD,(919)968-4511,12.0,Chapel Hill,27514,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,CHAPEL HILL RESIDENTIAL RETIREMENT CENTER INC,HAL-068-020,21133.0
The Stratford,405 SMITH LEVEL ROAD,(919)929-7859,77.0,Chapel Hill,27516-9108,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Orange,"SHI-ORANGE, LLC",HAL-068-025,960565.0
The Gardens Of Pamlico,22 MAGNOLIA WAY,(252)745-8208,70.0,Grantsboro,28529,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pamlico,"GRANTSBORO OPCO HOLDINGS, LLC",HAL-069-002,970010.0
Brookdale Elizabeth City,401 HASTINGS LANE,(252)333-1171,76.0,Elizabeth City,27909,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pasquotank,"SOUTHERN ASSISTED LIVING,LLC",HAL-070-005,971006.0
Heritage Care Of Elizabeth City,100 TIMMERMAN DRIVE,(252)338-2816,60.0,Elizabeth City,27909,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pasquotank,"HERITAGE CARE OF ELIZABETH CITY, LLC",HAL-070-006,920526.0
Waterbrooke Of Elizabeth City,143 ROSEDALE DRIVE,(252)331-2149,130.0,Elizabeth City,27909,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pasquotank,"THE BROOKS SENIOR LIVING, LLC",HAL-070-008,970134.0
Arbor Landing At Hampstead,13937 US HIGHWAY 17,(336)993-7555,19.0,Hampstead,28443,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pender,"ARBOR LANDING AT HAMPSTEAD, LLC",HAL-071-016,160406.0
Ashe Gardens,300 WEST ASHE STREET,(910)259-8070,60.0,Burgaw,28425,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pender,"BURGAW HEALTH HOLDINGS, LLC",HAL-071-015,960526.0
Hertford Manor,464 TWO MILE DESERT ROAD,(252)404-0248,24.0,Hertford,27944,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Perquimans,"SOVEREIGN HEALTHCARE, LLC",HAL-072-013,920808.0
The Landings Of Albemarle,603 SOUTH CHURCH STREET,(252)319-5600,50.0,Hertford,27944,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Perquimans,"PERQUIMANS OPCO HOLDINGS, LLC",HAL-072-014,160064.0
Cambridge Hills Assisted Living,5660 DURHAM ROAD,(336)598-4697,120.0,Roxboro,27574,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Person,"CAMBRIDGE HILLS ASSISTED LIVING, INC.",HAL-073-003,990474.0
Maple Heights Assisted Living,2065 CHUB LAKE ROAD,(336)599-1255,34.0,Roxboro,27573-0279,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Person,"K.R.RAM-Z, LLC",HAL-073-010,920716.0
The Canterbury House,1284 LEASBURG ROAD,(336)330-0108,60.0,Roxboro,27574-8485,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Person,"WP-ROXBORO HEALTH HOLDINGS, LLC",HAL-073-018,970864.0
Brookdale Dickinson Avenue,2715 DICKINSON AVENUE,(252)353-2400,76.0,Greenville,27834-5059,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"SOUTHERN ASSISTED LIVING, LLC",HAL-074-011,970191.0
Brookdale W. Arlington Boulevard,2105 W. ARLINGTON BOULEVARD,(252)758-9155,60.0,Greenville,27834,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",HAL-074-012,970889.0
Care One Assisted Living Of Greenville,2060 WEST FIFTH STREET,(252)752-3402,120.0,Greenville,27834,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,CARE ONE ASSISTED LIVING OF GREENVILLE LLC,HAL-074-044,990707.0
Cypress Glen Retirement Community Memory Care Cottage,100 HICKORY STREET,(252)830-0036,12.0,Greenville,27858,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"THE UNITED METHODIST RETIREMENT HOMES, INC",HAL-074-042,40152.0
Oak Haven Assisted Living,506 MATTOX ROAD,(252)752-9210,54.0,Greenville,27834,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,OAK HAVEN ASSISTED LIVING LLC,HAL-074-036,950528.0
Red Oak Assisted Living,2920 WILLIAMS ROAD,(252)756-2242,62.0,Greenville,27834,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"RED OAK ASSISTED LIVING, LLC",HAL-074-037,940989.0
River Oak Assisted Living,716 WALL STREET,(252)524-4028,80.0,Grifton,28530,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"SIMMS ASSISTED LIVING, LLC",HAL-074-043,920475.0
Spring Arbor - Greenville,2097 WEST ARLINGTON BOULEVARD,(252)355-7003,66.0,Greenville,27834,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"SPRING ARBOR - GREENVILLE, A VIRGINIA LIMITED PARTNERSHIP",HAL-074-010,970986.0
Winterville Manor,2527 JONES STREET,(252)756-6025,29.0,Winterville,28590,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Pitt,"SOVEREIGN HEALTHCARE, LLC",HAL-074-026,960622.0
Laurelwoods,1062 WEST MILLS STREET,(828)894-3900,60.0,Columbus,28722,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Polk,CSL LAURELHURST NC LLC,HAL-075-010,990209.0
Ridge Rest Assisted Living,354 WOODLAND DRIVE,(828)894-8612,12.0,Columbus,28722,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Polk,"RIDGE REST ASSISTED LIVING, INC",HAL-075-011,941011.0
Brookdale Asheboro,514 VISION DRIVE,(336)672-6600,76.0,Asheboro,27203,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"SOUTHERN ASSISTED LIVING, LLC",HAL-076-007,970190.0
Brookstone Haven,501 POINTE SOUTH DRIVE,(336)495-2800,120.0,Randleman,27317,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"BROOKSTONE HAVEN OF RANDLEMAN, LLC",HAL-076-034,944519.0
Cross Road Retirement Community,1302 OLD COX ROAD,(336)629-7811,152.0,Asheboro,27205-9466,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"CROSS ROAD REST AND RETIREMENT CENTER, INC",HAL-076-003,940284.0
