XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
Rowan,Bethamy Retirement Center,43,"Bethamy Enterprises, Inc",909 N. Salisbury Avenue,Spencer,NC,28159,909 N. Salisbury Avenue,,Spencer,NC,28159,(704)633-1985,(704)637-1146,HAL-080-006,920093,Active,3
Rowan,Brookdale Salisbury,88,"Southern Assisted Living, LLC",2201 Statesville Boulevard,Salisbury,NC,28147,2201 Statesville Boulevard,,Salisbury,NC,28147,(704)636-0588,(704)639-1146,HAL-080-014,960849,Active,3
Rowan,Compass Assisted Living Rowan,89,"Compass Healthcare and Rehab Rowan, LLC",1404 S. Salisbury Avenue,Spencer,NC,28159,1404 S. Salisbury Avenue,,Spencer,NC,28159,(704)633-3892,(704)637-2784,HAL-080-028,921133,Active,3
Rowan,Deal Care Inn,21,C & S Adult Care LLC,1075 Deal Road,Mooresville,NC,28115,1002 Bell Ridge Ct.,,Rockwell,NC,28138,(704)857-2817,(704)856-8196,HAL-080-031,920168,Ownership Changed,4
Rowan,Elmcroft of Salisbury,128,"EC Opco Salisbury, LP",1915 Mooresville Road,Salisbury,NC,28147,"5885 Meadows Rd., Suite 500",,Lake Oswego,OR,97035,(704)633-4666,(704)633-6400,HAL-080-030,960653,Ownership Changed,3
Rowan,The Meadows of Rockwell Retirement Center,120,"The Meadows of Rockwell, LLC",612 China Grove Hwy,Rockwell,NC,28138,PO Box 26255,,Winston-Salem,NC,27114,(704)279-5300,(704)279-3651,HAL-080-026,941205,Active,3
Rowan,Trinity Oaks Continuing Care Retirement Community,38,"Lutheran Retirement Center-Salisbury, Inc.",728 Klumac Road,Salisbury,NC,28144,728 Klumac Road,,Salisbury,NC,28144,(704)633-1002,(704)636-5038,HAL-080-010,931257,Active,4
Rutherford,Brookdale Forest City,76,"Southern Assisted Living, LLC",493 Piney Ridge Road,Forest City,NC,28043,493 Piney Ridge Road,,Forest City,NC,28043,(828)288-1171,(828)288-1178,HAL-081-014,970583,Active,4
Rutherford,Cedar Creek Living,44,"Cedar Creek Living, LLC",2270 Oakland Road,Forest City,NC,28043,262 Sheriff Huskey Dr.,,Forest City,NC,28043,(828)229-3087,(828)229-3099,HAL-081-052,940543,Active,2
Rutherford,Colonial Manor Rest Home,34,Yelton & Assoc Inc,160 Health Care Drive,Rutherfordton,NC,28139,160 Health Care Drive,,Rutherfordton,NC,28139,(828)287-7353,(828)286-4890,HAL-081-001,920242,Active,4
Rutherford,Haven-N-Hills Living Center,46,"Bostic Health Holdings, LLC",2391 NC Highway 226,Bostic,NC,28018-7661,PO Box 26255,,Winston Salem,NC,27114,(828)322-5535,(828)322-3897,HAL-081-050,960970,Active,1
Rutherford,Henderson Care Center,86,"Henderson Care Center, Inc.",125 Henderson Circle,Forest City,NC,28043,PO Box 648,,Forest City,NC,28043,(828)248-3800,(828)245-3597,HAL-081-010,920522,Active,3
Rutherford,Holly Springs Senior Citizens Home,32,Holly Springs Senior Citizens Home,1881 Big Island Road,Rutherfordton,NC,28139,1881 Big Island Road,,Rutherfordton,NC,28139,(828)245-7781,(828)247-0107,HAL-081-005,920561,Active,4
Rutherford,Oakland Living Center,40,"Oakland Living Center, Inc.",704 Poors Ford Road,Rutherfordton,NC,28139-9215,704 Poors Ford Road,,Rutherfordton,NC,28139-9215,(828)286-3379,(828)288-0560,HAL-081-013,980226,Active,4
Rutherford,Restwell Home,20,"H Vanderwal, Inc",401 U.S. 221 S. Highway,Rutherfordton,NC,28139,401 U.S. 221 S. Highway,,Rutherfordton,NC,28139,(828)287-4042,(828)287-4042,HAL-081-007,940999,Active,3
Rutherford,Southern Manor Rest Home,25,Seung Kwan (Bob) Chai,390 Hardin Road,Forest City,NC,28043,521 Davenport Rd,,Rutherfordton,NC,28139,(828)980-2599,(828)288-6835,HAL-081-008,941123,Active,3
Rutherford,Sunnyside Retirement Home,34,"Sunnyside Retirement Home, Inc",1600 U.S. Highway 221 S.,Forest City,NC,28043,1600 U.S. Highway 221 S.,,Forest City,NC,28043,(828)286-3025,(828)286-9669,HAL-081-042,921161,Active,4
Sampson,Clinton Village Senior Center,60,"Higher Investments, LLC",205 Martha Lane,Clinton,NC,28328-9639,PO Box  1051,,Flat Rock,NC,28731,(910)682-1993,(910)682-1013,HAL-082-029,920524,Ownership Changed,0
Sampson,Rolling Ridge Assisted Living,61,"DePaul Adult Care Communities, Inc.",700 Mount Olive Drive,Newton Grove,NC,28366,700 Mt Olive Drive,,Newton Grove,NC,28366,(910)594-2100,(910)594-2698,HAL-082-027,960326,Active,3
Sampson,The Gardens of Roseboro,40,"Roseboro Opco, LLC",507 Pinewood Street,Roseboro,NC,28382,PO Box 26255,,Winston Salem,NC,27114,(910)525-4082,(910)525-4059,HAL-082-028,991121,Active,3
Sampson,The Magnolia,91,"WP-Clinton Health  Holdings, LLC",213 Forest Trail,Clinton,NC,28328-3353,P.O. Box 26255,,Winston Salem,NC,27114,(910)592-7506,(910)592-7604,HAL-082-022,980883,Active,3
Scotland,Prestwick Village,100,"DePaul Adult Care Communities, Inc.",1000 Johns Road,Laurinburg,NC,28352,1000 Johns Rd,,Laurinburg,NC,28352,(910)276-5950,(910)276-5935,HAL-083-018,40578,Active,3
Stanly,Spring Arbor of Albemarle,78,"Spring Arbor of Albemarle, LP",315 Park Ridge Road,Albemarle,NC,28001,315 Park Ridge Road,,Albemarle,NC,28001,(704)982-8200,(704)984-6356,HAL-084-004,971268,Active,3
Stanly,The Taylor House,30,"Baptist Retirement Home of North Carolina, Incorporated",319 Palmer Street,Albemarle,NC,28001,319 Palmer Street,,Albemarle,NC,28001,(704)982-4217,(704)982-5366,HAL-084-001,940019,Active,4
Stanly,Woodhaven Court,76,"WP-Albemarle Health Holdings, LLC",1930 Woodhaven Drive,Albemarle,NC,28001-6309,P.O. Box 26255,,Winston Salem,NC,27114,(704)983-1777,(704)983-1597,HAL-084-009,981147,Active,0
Stokes,Graceland Living Center I,12,"Danny Tuttle, Inc",1290 Denny Road,King,NC,27021,1290 Denny Road,,King,NC,27021,(336)983-2976,(336)983-8451,HAL-085-001,920449,Active,4
Stokes,Graceland Living Center II,11,"Danny Tuttle, Inc",1290 Denny Road,King,NC,27021,1290 Denny Road,,King,NC,27021,(336)983-2976,(336)983-8451,HAL-085-002,920450,Active,4
Stokes,Mountain Valley Living Center,26,"Danny Tuttle, Inc",1135 Taylor Road,Westfield,NC,27053,1025 Lamb Road,,Lexington,NC,27295,(336)853-7670,(336)853-7671,HAL-085-003,920822,Active,3
Stokes,Priddy Manor Assisted Living,79,"Priddy Manor Assisted Living, LLC",1294 Priddy Road,King,NC,27021,853 Old Winston Road,Ste 118,Kernersville,NC,27284,(336)983-3068,(336)985-6098,HAL-085-009,30406,Active,4
Stokes,Rose Tara Senior Living,65,"Rose Tara Holdings, LLC",125 Plantation Drive,King,NC,27021-9590,P.O. Box 26255,,Winston Salem,NC,27114-2568,(336)983-8929,(336)983-7424,HAL-085-008,921173,Active,2
Stokes,Walnut Ridge Assisted Living,63,Walnut Ridge Assisted Living LLC,411 Windmill Street,Walnut Cove,NC,27052,853 Old Winston Road,Suite 118,Kernersville,NC,27284,(336)591-7790,(336)591-8177,HAL-085-005,970584,Active,4
Surry,Central Care,53,"Central Care, Inc.",139 Apex Lane,Mount Airy,NC,27030,139 Apex Lane,,Mount Airy,NC,27030,(336)320-2185,(336)320-2186,HAL-086-001,920192,Active,2
Surry,Colonial Long Term Care Facility,54,"Colonial Long Term Care Facility, Incorporated",340 Snowhill Drive,Mt. Airy,NC,27030,340 Snowhill Drive,,Mt. Airy,NC,27030,(336)786-2194,(336)786-8891,HAL-086-002,920235,Active,3
Surry,Dunmore Plantation,60,"Dunmore Plantation, LLC",515 W. Kapp Street,Dobson,NC,27017,PO Box 705,,Dobson,NC,27017,(336)386-8074,(336)386-8394,HAL-086-006,921164,Active,4
Surry,Ridge Crest Retirement,28,"Ridge Crest Retirement, LLC",1000 Ridge Crest Lane,Mt. Airy,NC,27030,1000 Ridge Crest Lane,,Mt. Airy,NC,27030,(336)786-9100,(336)786-2899,HAL-086-010,971016,Active,4
Surry,Riverwood Assisted Living Facility,65,"The Adolphus Group, LLC",711 W Atkins St,Dobson,NC,27017,Riverwood ALF,PO Box 468,Dobson,NC,27017,(336)283-6935,(336)419-4842,HAL-086-014,940828,Active,3
Surry,Twelve Oaks,112,DePaul Adult Care Communties Inc,1297 Galax Trail,Mount Airy,NC,27030,1297 Galax Trail,,Mount Airy,NC,27030,(336)786-1130,(336)786-4313,HAL-086-008,970084,Active,4
Surry,Yadkin Valley Senior Living,60,"Carolinas Alliance for Residential Excellence-Elkin, LLC",500 Johnson Ridge Road,Elkin,NC,28621,"430 Pineola St, Suite 300",,Newland,NC,28657,(336)835-6672,(336)526-3518,HAL-086-015,920527,Ownership Changed,3
Swain,Bryson Senior Living,50,"Bryson City Note Holdings, LLC",314 Hughes Branch Road,Bryson City,NC,28713,P.O. Box 26255,,Winston Salem,NC,27114,(828)488-0024,(828)322-3897,HAL-087-009,160353,Active,3
Transylvania,Cedar Mountain House,64,"WP-Brevard Health Holdings I, LLC",11 Sherwood Ridge Road,Brevard,NC,28712-6558,P.O. Box 26255,,Winston Salem,NC,27114,(828)884-9510,(828)884-3920,HAL-088-014,980288,Active,4
Transylvania,Kingsbridge House,60,"WP-Brevard Health Holdings II, LLC",10 Sugar Loaf Road,Brevard,NC,28712-8424,P.O. Box 26255,,Winston Salem,NC,27114,(828)884-6137,(828)883-4625,HAL-088-015,970863,Active,0
Tyrrell,Tyrrell House,50,"East Coast AL Holdings, LLC",950 Highway 64 East,Columbia,NC,27925,PO Box 26255,,Winston Salem,NC,27114,(252)394-3145,(252)766-0209,HAL-089-002,130065,Active,0
Union,Brookdale Monroe Square 1,102,"Southern Assisted Living, LLC",918 Fitzgerald Street,Monroe,NC,28112,918 Fitzgerald Street,,Monroe,NC,28112,(704)225-9556,(704)238-9762,HAL-090-024,990238,Active,3
Union,Brookdale Monroe Square 2,65,"Southern Assisted Living, LLC",919 Fitzgerald Street,Monroe,NC,28112,919 Fitzgerald Street,,Monroe,NC,28112,(704)225-9556,(704)289-6975,HAL-090-022,1522,Active,4
Union,Brookdale Union Park,87,"Southern Assisted Living, LLC",1316 Patterson Avenue,Monroe,NC,28112,1316 Patterson Avenue,,Monroe,NC,28112,(704)282-0530,(704)296-9058,HAL-090-007,960598,Active,1
Union,Elizabethan Gardens,100,"Elizabethan Gardens Assisted Living Facility, Inc.",1812 New Town Road,Monroe,NC,28110,1812 New Town Road,,Monroe,NC,28110,(704)283-6992,(704)291-7062,HAL-090-001,920352,Active,4
Union,Hillcrest Church Rest Home,20,"Hillcrest Baptist Church Rest Home, Inc.",4123 Hillcrest Church Road,Monroe,NC,28110,4123 Hillcrest Church Road,,Monroe,NC,28110,(704)292-1145,(704)292-7565,HAL-090-004,955585,Active,3
Union,Monroe Manor Assisted Living Building I,12,"Monroe Manor Assisted Living, Inc",1101 Baucom Road,Monroe,NC,28110,1101 Baucom Road,,Monroe,NC,28110,(704)776-9327,(704)698-1188,HAL-090-034,940794,Active,4
Union,Monroe Manor Assisted Living Building II,12,"Monroe Manor Assisted Living, Inc",1101 Baucom Road,Monroe,NC,28110,1101 Baucom Road,,Monroe,NC,28110,(704)776-9327,(866)609-8952,HAL-090-033,920795,Active,4
Union,The Addison of Indian Trail,96,"GA HC Reit II Indian Trail Alf TRS Sub, LLC",5306 Secrest Short Cut Road,Monroe,NC,28110,"303 E. Wacker Dr.,",Suite 2400,Chicago,IL,60601,(704)289-4555,(704)289-4550,HAL-090-035,80125,Ownership Changed,4
Union,Woodridge Assisted Living Facility,80,"DePaul Adult Care Communities, Inc",2515 Fowler Secrest Road,Monroe,NC,28110-6947,2515 Fowler Secrest Road,,Monroe,NC,28110-6947,(704)225-0011,(704)225-0791,HAL-090-025,960984,Active,3
Wake,Brighton Gardens of Raleigh,115,"Prime Care One, LLC",3101 Duraleigh Road,Raleigh,NC,27612,3101 Duraleigh Road,,Raleigh,NC,27612,(919)571-1123,(919)571-9091,HAL-092-024,961002,Active,4
Wake,Brookdale Cary,50,"Brookdale Senior Living Communities, Inc.",7870 Chapel Hill Road,Cary,NC,27513-5428,7870 Chapel Hill Road,,Cary,NC,27513-5428,(919)852-1355,(919)852-0899,HAL-092-023,970949,Active,3
Wake,Brookdale MacArthur Park,80,"Southern Assisted Living, LLC",111 MacArthur Drive,Cary,NC,27513,111 MacArthur Drive,,Cary,NC,27513,(919)460-5959,(919)460-4505,HAL-092-027,960825,Active,4
Wake,Brookdale Wake Forest,70,"Southern Assisted Living, LLC",611 South Brooks Street,Wake Forest,NC,27587,611 South Brooks Street,,Wake Forest,NC,27587,(919)562-8400,(919)562-4687,HAL-092-032,971007,Active,3
Wake,Brookridge Assisted Living,55,"Brookridge Assisted Living, Inc.",312 Lynch Street,Apex,NC,27502,PO Box 1138,,Apex,NC,27502,(919)362-6266,(919)362-6298,HAL-092-146,920043,Active,3
Wake,Cadence Garner,84,"GAHC3 Garner NC TRS Sub, LLC",200 Minglewood Drive,Garner,NC,27529,8501 N. Scottsdale Rd.,Suite 255,Scottsdale,AZ,85253,(919)773-1550,(919)773-1650,HAL-092-215,160385,Ownership Changed,0
Wake,Cadence North Raleigh,96,"GAHC3 North Raleigh NC TRS Sub, LLC",5219 Old Wake Forest Road,Raleigh,NC,27609,8501 N. Scottsdale Rd.,Suite 255,Scottsdale,AZ,85253,(919)876-6316,(919)876-6317,HAL-092-214,20206,Ownership Changed,3
Wake,Cadence at Wake Forest,96,"GAHC3 Wake Forest NC TRS Sub, LLC",3218 Heritage Trade Drive,Wake Forest,NC,27587,8501 N.  Scottsdale Rd.,Suite 255,Scottsdale,AZ,85253,(919)569-2101,(919)569-2102,HAL-092-213,120426,Ownership Changed,3
Wake,Chatham Commons,80,"Cary Health Holdings, LLC",809 West Chatham Street,Cary,NC,27511-3136,PO Box 26255,,Winston Salem,NC,27114,(919)469-9309,(919)655-1981,HAL-092-203,920199,Active,0
Wake,Coventry House Of Zebulon,60,"Zebulon Opco, LLC",1205 W Gannon Avenue,Zebulon,NC,27597,PO Box  130,,Sanford,NC,27331,(919)375-4504,(919)269-5411,HAL-092-212,971095,Active,3
Wake,Elmcroft of Northridge,161,"EC Opco Northridge, LP",600 Newton Road,Raleigh,NC,27615,5885 Meadows Road,Suite 500,Lake Oswego,OR,97035,(919)848-4906,(919)848-6691,HAL-092-207,920861,Active,3
Wake,Falls River Court Memory Care Community,38,LSREF Golden Ops 26 (NC) LLC,1130 Falls River Avenue,Raleigh,NC,27614,1130 Falls River Avenue,,Raleigh,NC,27614,(919)844-2499,(919)844-6995,HAL-092-141,980873,Active,3
Wake,Falls River Village Assisted Living Community,60,LSREF Golden Ops 26 (NC) LLC,1110 Falls River Avenue,Raleigh,NC,27614-7772,1110 Falls River Avenue,,Raleigh,NC,27614-7772,(919)844-9747,(919)844-6995,HAL-092-142,980579,Active,3
Wake,HeartFields at Cary,97,SNH NC Tenant LLC,1050 Crescent Green Drive,Cary,NC,27518,"ATTN: Licensing, 400 Centre Street",,Newton,MA,2458,(919)852-5757,(919)852-2628,HAL-092-216,970161,Active,2
Wake,Lawndale Manor,62,"Lawndale Manor, Inc",601 Lakeside Drive,Garner,NC,27529,PO Box 1325,,Garner,NC,27529,(919)662-0099,(919)662-1166,HAL-092-017,920654,Active,2
Wake,Magnolia Glen,66,"KSL MG, ST, LLC",5215 Creedmoor Road,Raleigh,NC,27612,5970 Fleet Street Ste 300,,Carlsbad,CA,92008,(919)841-4747,(919)787-5474,HAL-092-180,10198,Active,3
Wake,Morningside of Raleigh,110,SNH NC Tenant LLC,801 Dixie Trail,Raleigh,NC,27607,400 Centre St,,Newton,MA,2458,(919)828-5557,(919)828-7252,HAL-092-217,940715,Ownership Changed,1
Wake,North Pointe Assisted Living of Garner,126,"North Pointe Assisted Living of Garner, LLC",1437 Aversboro Road,Garner,NC,27529,PO Box 814,,Randleman,NC,27317,(919)779-4560,(919)779-1035,HAL-092-186,920425,Active,0
Wake,Oliver House,100,"WP-Wendell Health Holdings, LLC",4230 Wendell Boulevard,Wendell,NC,27591-1897,P.O. Box 26255,,Winston Salem,NC,27114,(919)366-9737,(919)365-3394,HAL-092-182,920767,Active,2
Wake,Phoenix Assisted Care,120,Phoenix Assisted Care LLC,201 West High Street,Cary,NC,27513,201 West High Street,,Cary,NC,27513,(919)460-8644,(919)469-3772,HAL-092-131,920896,Active,0
Wake,Spring Arbor of Apex,76,Spring Arbor of Apex LTD Partnership,901 Spring Arbor Court,Apex,NC,27502,901 Spring Arbor Court,,Apex,NC,27502,(919)303-9990,(919)303-0520,HAL-092-037,990039,Active,2
Wake,Spring Arbor of Cary,80,"Spring Arbor of Cary, LLC",1705 Kildaire Farm Road,Cary,NC,27511,1705 Kildaire Farm Rd,,Cary,NC,27511,(919)388-9635,(919)977-1946,HAL-092-204,130543,Active,3
Wake,Spring Arbor of Raleigh,80,"Spring Arbor of East Raleigh, LP",1810 New Hope Road,Raleigh,NC,27604,1810 New Hope Road,,Raleigh,NC,27604,(919)250-0255,(910)250-0247,HAL-092-079,990961,Active,3
Wake,Sunrise at North Hills,160,SZR North Hills Opco LP,615 Spring Forest Road,Raleigh,NC,27609,615 Spring Forest Rd,,Raleigh,NC,27609,(919)981-6100,(919)981-6177,HAL-092-218,980266,Ownership Changed,2
Wake,Sunrise of Cary,85,"Welltower OpCo Group, LLC",1206 West Chatham Street,Cary,NC,27513,1206 West Chatham Street,,Cary,NC,27513,(919)462-9147,(919)462-9148,HAL-092-209,70629,Active,3
Wake,Sunrise of Raleigh,100,"HCP Raleigh NC OpCo, LLC",4801 Edwards Mill Road,Raleigh,NC,27612,4801 Edwards Mill Road,,Raleigh,NC,27612,(919)787-0777,(919)787-6105,HAL-092-211,960120,Ownership Changed,3
Wake,The Addison of Fuquay-Varina,96,"GA HC Reit II Fuquay-Varina Alf TRS Sub, LLC",6516 Johnson Pond Road,Fuquay Varina,NC,27526,"303 E. Wacker Dr.,",Suite 2400,Chicago,IL,60601,(919)577-8102,(919)577-8103,HAL-092-219,461,Ownership Changed,3
Wake,The Addison of Knightdale,96,"GA HC Reit II Knightdale Alf TRS Sub, LLC",2408 Hodge Road,Knightdale,NC,27545,"303 E. Wacker Dr.,",Suite 2400,Chicago,IL,60601,(919)266-6676,(919)266-6675,HAL-092-220,453,Ownership Changed,2
Wake,The Covington,120,"WP-Raleigh Health Holdings, LLC",4510 Duraleigh Road,Raleigh,NC,27612-3534,P.O. Box 26255,,Winston Salem,NC,27114,(919)791-1981,(919)791-1986,HAL-092-181,920766,Active,1
Wake,The Reserve at Mills Farm,35,"Carillon Mills Farm, LLC",3000 Mills Chase Loop,Apex,NC,27523,5430 Wade Park Blvd Suite 402,,Raleigh,NC,27607,(919)371-4238,(919)267-5102,HAL-092-221,200772,Active,3
Wake,Wake Assisted Living,60,Wake Assisted Living  LLC,2800 Kidd Road,Raleigh,NC,27610-1842,2800 Kidd Road,,Raleigh,NC,27610-1842,(919)231-7575,(919)231-3773,HAL-092-144,920262,Active,1
Wake,Waltonwood Cary Parkway,85,"Waltonwood at Cary, LLC",750 SE Cary Pky,Cary,NC,27511,750 SE Cary Pky,,Cary,NC,27511,(919)460-7330,(919)460-7335,HAL-092-161,970719,Active,4
Wake,Waltonwood Lake Boone,68,"Waltonwood Lake Boone II, LLC",3560 Horton Street,Raleigh,NC,27607,3560 Horton Strteet,,Raleigh,NC,27607,(984)232-0528,(984)232-0554,HAL-092-210,150152,Active,3
Wake,Woodland Terrace,84,"Welltower Kisco RIDEA Tenant, LLC",300 Kildaire Woods Drive,Cary,NC,27511,5790 Fleet Street,Suite 300,Carlsbad,CA,92008,(919)465-0356,(919)465-0360,HAL-092-206,1,Active,3
Wake,Zebulon House,60,"ZHI, LLC",551 Pony Road,Zebulon,NC,27597-2572,PO Box 26255,,Winston Salem,NC,27114,(919)269-6061,(919)269-7023,HAL-092-143,990259,Active,3
Warren,Alpha Magnolia Garden,86,Alpha Magnolia Garden LLC,930 HWY. 158 Bus. E,Warrenton,NC,27589,P.O. Box 41153,,Raleigh,NC,27589,(252)257-3106,(252)257-1076,HAL-093-010,921307,Active,2
Warren,Boyd's Rest Home #2,10,Anne B. Crawford  and Alfatir Crawford,295 Carrolltown Road,Macon,NC,27551,295 Carrolltown Road,,Macon,NC,27551,(252)257-3513,(252)257-9149,HAL-093-001,920114,Active,4
Washington,Cypress Manor,40,"Star Care Network - Cypress Manor, LLC",503 West Buncombe Street,Roper,NC,27970,42220 Sweet Court,,Chantilly,VA,20152,(252)791-0002,(252)791-0772,HAL-094-007,960559,Ownership Changed,4
Watauga,Deerfield Ridge Assisted Living,96,"Deerfield Ridge, LLC",287 Bamboo Road,Boone,NC,28607,853 Old Winston Rd,Suite 118,Kernersville,NC,27284,(828)264-0336,(828)264-0338,HAL-095-008,990258,Active,4
Watauga,Mountain Care Facilities,60,"Mountain Care Facilities, Inc",183 Graggville Road,Boone,NC,28607,P.O. Box 1040,,Boone,NC,28607,(828)264-3744,(828)264-7694,HAL-095-002,920819,Active,3
Wayne,Brookdale Berkeley Boulevard,60,"Brookdale Senior Living Communities, Inc.",1800 N. Berkeley Blvd.,Goldsboro,NC,27534,1800 N. Berkeley Blvd.,,Goldsboro,NC,27534,(919)759-1900,(919)759-1927,HAL-096-014,970654,Active,4
Wayne,Brookdale Country Day Road,104,Emeritus Corporation,380 Country Day Road,Goldsboro,NC,27530,380 Country Day Road,,Goldsboro,NC,27530,(919)735-5117,(919)735-3961,HAL-096-026,970014,Active,2
Wayne,Countryside Village,40,"Premier Operating Countryside Village, LLC",5383 US 17 North,Pikeville,NC,27863,5383 US 17 North,,Pikeville,NC,27863,(919)242-6369,(919)242-6370,HAL-096-049,970521,Active,0
Wayne,Eagle's Pointe,104,"Wayne AL Holdings, LLC",901 West New Hope Road,Goldsboro,NC,27534,P.O. Box 26255,,Winston Salem,NC,27114,(919)587-1747,(919)734-6327,HAL-096-051,140238,Active,0
Wayne,Fremont Rest Center,50,Fremont Rest Center,300 South Vance Street,Fremont,NC,27830,P.O. Box 548,,Fremont,NC,27830,(919)242-6161,(919)242-5187,HAL-096-024,920411,Active,2
Wayne,Goldsboro Assisted Living & Alzheimer's Care,56,"Goldsboro Assisted Living, LLC",2201 Royale Avenue,Goldsboro,NC,27534,2201 Royale Ave,,Goldsboro,NC,27534,(919)735-7684,(919)735-8552,HAL-096-031,951080,Active,2
Wayne,LaGrange Gardens Assisted Living,37,Birch LTC Group,167 Fussell Road,LaGrange,NC,28551,P.O. Box 1010,,garner,NC,27529-1010,(252)933-5659,(252)566-2267,HAL-096-001,920130,Active,3
Wayne,Renu Life Extended,37,"Renu Life Extended, Inc",501 Forest Hill Drive,Goldsboro,NC,27534-1817,PO Box 1017,,Goldsboro,NC,27533,(919)734-0266,(919)734-9926,HAL-096-022,11044,Active,4
Wayne,Somerset Court of Goldsboro,60,"JFC Meridian Opco-Goldsboro, LLC",603 Lockhaven Court,Goldsboro,NC,27534,P O Box 26255,,Winston Salem,NC,27114,(919)580-0590,(919)580-0545,HAL-096-047,971260,Active,0
Wayne,Sutton's Retirement Center,40,Gary Sutton,4258 HWY 13 North,Goldsboro,NC,27534,4258 HWY 13 North,,Goldsboro,NC,27534,(919)759-9695,(919)759-9697,HAL-096-029,941165,Active,4
Wayne,Wayne County Rest Villa No. 1,12,"B & J Rest Villas, Inc.",305 Vance Street,Fremont,NC,27830,PO Box 295,,Fremont,NC,27830,(919)242-6147,(919)242-6828,HAL-096-003,920413,Active,4
Wayne,Wayne County Rest Villa No. 2,12,"B & J Rest Villas, Inc.",305 Vance Street,Fremont,NC,27830,P.O. Box 295,,Fremont,NC,27830,(919)242-6100,(919)242-6828,HAL-096-004,950412,Active,4
Wayne,Woodard Care,73,"Woodard Care, Inc",2052 US 70 West Hwy,Goldsboro,NC,27530,P.O. Box 2112,,Goldsboro,NC,27533,(919)734-2889,(919)734-7995,HAL-096-008,921366,Active,2
Wilkes,Rose Glen Manor,60,"RGM AL Holdings, LLC",240 Independence Avenue,North Wilkesboro,NC,28659,PO Box 26255,,Winston Salem,NC,27114,(336)818-3411,(336)990-0783,HAL-097-015,60853,Active,3
Wilkes,Wilkesboro Assisted Living Center,102,"Wilkesboro Assisted Living Center, LLC",206 Old Brickyard Road,North Wilkesboro,NC,28659,229 Airport Rd. Suite 7-104,,Arden,NC,28704,(336)667-2211,(336)667-8199,HAL-097-016,980032,Ownership Changed,4
Wilson,Morning Star Assisted Living #5,58,J & S Care Inc.,416 North Parker Street,Elm City,NC,27822,1314 School Rd,,Fairmont,NC,28340,(252)245-3031,(252)245-5004,HAL-098-031,920415,Ownership Changed,1
Wilson,Parkwood Village,70,SNH NC Tenant LLC,1730 Parkwood Blvd.,Wilson,NC,27895,400 Centre St,,Newton,MA,2458,(252)237-9050,(252)237-9093,HAL-098-030,970990,Ownership Changed,0
Wilson,Spring Arbor of Wilson,72,"Spring Arbor -  Wilson, A Virginia Limited Partnership","2045 Ward Boulevard, NW",Wilson,NC,27893,"2045 Ward Boulevard, NW",,Wilson,NC,27893,(252)234-2100,(252)234-0001,HAL-098-006,960313,Active,4
Wilson,Wilson Assisted Living,88,"Wilson Assisted Living, LLC",3501 Senior Village Lane,Wilson,NC,27896,PO Box 188,,Wilson,NC,27896,(252)243-3186,(252)243-3187,HAL-098-027,951081,Active,0
Wilson,Wilson House,136,"Wilson House, LLC",1800 Martin Luther King Jr. Parkway SE,Wilson,NC,27893-6527,P.O. Box 26255,,Winston Salem,NC,27114,(252)237-4243,(252)237-4222,HAL-098-023,920533,Active,0
Yadkin,Patriot Living of Yadkinville,50,"Integrity-Patriot Living, LLC",409 Harrison Avenue,Yadkinville,NC,27055,3053 S Church St,,Burlington,NC,27215,(336)677-1315,(336)677-1296,HAL-099-018,941376,Active,2
Yadkin,Pinebrook Residential Center I,54,"Integrity - Pinebrook, LLC",312 Harrison Avenue,Yadkinville,NC,27055-8247,3053 S. Church Street,,Burlington,NC,27215,(336)679-8671,(336)679-7500,HAL-099-017,920167,Active,3
Yadkin,Pinebrook Residential Center II,65,"Integrity - Pinebrook, LLC",304 Harrison Avenue,Yadkinville,NC,27055,3053 S. Church Street,,Burlington,NC,27215,(336)679-8671,(336)679-7500,HAL-099-016,920165,Active,3
Yancey,"Southern Living for Seniors of Burnsville, NC",29,"Southern Living for Seniors of Burnsville, NC, LLC",270 Love Fox Road,Burnsville,NC,27814,302 WI Parkway,,Dallas,GA,30132,(850)253-5990,(   )   -,HAL-100-006,920509,Active,3
Yancey,Yancey House,70,"WP-Burnsville Health Holdings, LLC",6 Cooper Lane,Burnsville,NC,28714-2959,P.O. Box 26255,,Winston Salem,NC,27114,(828)678-9200,(828)682-9629,HAL-100-005,971508,Active,3
