County,Facility Name,Capacity,Licensee,Address,City,State,Zip Code,Phone Number,License Number,Facility ID,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
Wake,Lawndale Manor,62,"Lawndale Manor, Inc",601 Lakeside Drive,Garner,NC,27529,(919)662-0099,HAL-092-017,920654,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Magnolia Glen,66,"KSL MG, ST, LLC",5215 Creedmoor Road,Raleigh,NC,27612,(919)841-4747,HAL-092-180,10198,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Morningside of Raleigh,110,SNH NC Tenant LLC,801 Dixie Trail,Raleigh,NC,27607,(919)828-5557,HAL-092-217,940715,Assisted Living Residence,Adult Care Home,6/29/21
Wake,North Pointe Assisted Living of Garner,126,"North Pointe Assisted Living of Garner, LLC",1437 Aversboro Road,Garner,NC,27529,(919)779-4560,HAL-092-186,920425,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Oliver House,100,"WP-Wendell Health Holdings, LLC",4230 Wendell Boulevard,Wendell,NC,27591-1897,(919)366-9737,HAL-092-182,920767,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Phoenix Assisted Care,120,Phoenix Assisted Care LLC,201 West High Street,Cary,NC,27513,(919)460-8644,HAL-092-131,920896,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Spring Arbor of Apex,76,Spring Arbor of Apex LTD Partnership,901 Spring Arbor Court,Apex,NC,27502,(919)303-9990,HAL-092-037,990039,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Spring Arbor of Cary,80,"Spring Arbor of Cary, LLC",1705 Kildaire Farm Road,Cary,NC,27511,(919)388-9635,HAL-092-204,130543,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Spring Arbor of Raleigh,80,"Spring Arbor of East Raleigh, LP",1810 New Hope Road,Raleigh,NC,27604,(919)250-0255,HAL-092-079,990961,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Sunrise at North Hills,160,SZR North Hills Opco LP,615 Spring Forest Road,Raleigh,NC,27609,(919)981-6100,HAL-092-218,980266,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Sunrise of Cary,85,"Welltower OpCo Group, LLC",1206 West Chatham Street,Cary,NC,27513,(919)462-9147,HAL-092-209,70629,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Sunrise of Raleigh,100,"HCP Raleigh NC OpCo, LLC",4801 Edwards Mill Road,Raleigh,NC,27612,(919)787-0777,HAL-092-211,960120,Assisted Living Residence,Adult Care Home,6/29/21
Wake,The Addison of Fuquay-Varina,96,"GA HC Reit II Fuquay-Varina Alf TRS Sub, LLC",6516 Johnson Pond Road,Fuquay Varina,NC,27526,(919)577-8102,HAL-092-219,461,Assisted Living Residence,Adult Care Home,6/29/21
Wake,The Addison of Knightdale,96,"GA HC Reit II Knightdale Alf TRS Sub, LLC",2408 Hodge Road,Knightdale,NC,27545,(919)266-6676,HAL-092-220,453,Assisted Living Residence,Adult Care Home,6/29/21
Wake,The Covington,120,"WP-Raleigh Health Holdings, LLC",4510 Duraleigh Road,Raleigh,NC,27612-3534,(919)791-1981,HAL-092-181,920766,Assisted Living Residence,Adult Care Home,6/29/21
Wake,The Reserve at Mills Farm,35,"Carillon Mills Farm, LLC",3000 Mills Chase Loop,Apex,NC,27523,(919)371-4238,HAL-092-221,200772,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Wake Assisted Living,60,Wake Assisted Living  LLC,2800 Kidd Road,Raleigh,NC,27610-1842,(919)231-7575,HAL-092-144,920262,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Waltonwood Cary Parkway,85,"Waltonwood at Cary, LLC",750 SE Cary Pky,Cary,NC,27511,(919)460-7330,HAL-092-161,970719,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Waltonwood Lake Boone,68,"Waltonwood Lake Boone II, LLC",3560 Horton Street,Raleigh,NC,27607,(984)232-0528,HAL-092-210,150152,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Woodland Terrace,84,"Welltower Kisco RIDEA Tenant, LLC",300 Kildaire Woods Drive,Cary,NC,27511,(919)465-0356,HAL-092-206,1,Assisted Living Residence,Adult Care Home,6/29/21
Wake,Zebulon House,60,"ZHI, LLC",551 Pony Road,Zebulon,NC,27597-2572,(919)269-6061,HAL-092-143,990259,Assisted Living Residence,Adult Care Home,6/29/21
Warren,Alpha Magnolia Garden,86,Alpha Magnolia Garden LLC,930 HWY. 158 Bus. E,Warrenton,NC,27589,(252)257-3106,HAL-093-010,921307,Assisted Living Residence,Adult Care Home,6/29/21
Warren,Boyd's Rest Home #2,10,Anne B. Crawford  and Alfatir Crawford,295 Carrolltown Road,Macon,NC,27551,(252)257-3513,HAL-093-001,920114,Assisted Living Residence,Adult Care Home,6/29/21
Washington,Cypress Manor,40,"Star Care Network - Cypress Manor, LLC",503 West Buncombe Street,Roper,NC,27970,(252)791-0002,HAL-094-007,960559,Assisted Living Residence,Adult Care Home,6/29/21
Watauga,Deerfield Ridge Assisted Living,96,"Deerfield Ridge, LLC",287 Bamboo Road,Boone,NC,28607,(828)264-0336,HAL-095-008,990258,Assisted Living Residence,Adult Care Home,6/29/21
Watauga,Mountain Care Facilities,60,"Mountain Care Facilities, Inc",183 Graggville Road,Boone,NC,28607,(828)264-3744,HAL-095-002,920819,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Brookdale Berkeley Boulevard,60,"Brookdale Senior Living Communities, Inc.",1800 N. Berkeley Blvd.,Goldsboro,NC,27534,(919)759-1900,HAL-096-014,970654,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Brookdale Country Day Road,104,Emeritus Corporation,380 Country Day Road,Goldsboro,NC,27530,(919)735-5117,HAL-096-026,970014,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Countryside Village,40,"Premier Operating Countryside Village, LLC",5383 US 17 North,Pikeville,NC,27863,(919)242-6369,HAL-096-049,970521,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Eagle's Pointe,104,"Wayne AL Holdings, LLC",901 West New Hope Road,Goldsboro,NC,27534,(919)587-1747,HAL-096-051,140238,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Fremont Rest Center,50,Fremont Rest Center,300 South Vance Street,Fremont,NC,27830,(919)242-6161,HAL-096-024,920411,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Goldsboro Assisted Living & Alzheimer's Care,56,"Goldsboro Assisted Living, LLC",2201 Royale Avenue,Goldsboro,NC,27534,(919)735-7684,HAL-096-031,951080,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,LaGrange Gardens Assisted Living,37,Birch LTC Group,167 Fussell Road,LaGrange,NC,28551,(252)933-5659,HAL-096-001,920130,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Renu Life Extended,37,"Renu Life Extended, Inc",501 Forest Hill Drive,Goldsboro,NC,27534-1817,(919)734-0266,HAL-096-022,11044,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Somerset Court of Goldsboro,60,"JFC Meridian Opco-Goldsboro, LLC",603 Lockhaven Court,Goldsboro,NC,27534,(919)580-0590,HAL-096-047,971260,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Sutton's Retirement Center,40,Gary Sutton,4258 HWY 13 North,Goldsboro,NC,27534,(919)759-9695,HAL-096-029,941165,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Wayne County Rest Villa No. 1,12,"B & J Rest Villas, Inc.",305 Vance Street,Fremont,NC,27830,(919)242-6147,HAL-096-003,920413,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Wayne County Rest Villa No. 2,12,"B & J Rest Villas, Inc.",305 Vance Street,Fremont,NC,27830,(919)242-6100,HAL-096-004,950412,Assisted Living Residence,Adult Care Home,6/29/21
Wayne,Woodard Care,73,"Woodard Care, Inc",2052 US 70 West Hwy,Goldsboro,NC,27530,(919)734-2889,HAL-096-008,921366,Assisted Living Residence,Adult Care Home,6/29/21
Wilkes,Rose Glen Manor,60,"RGM AL Holdings, LLC",240 Independence Avenue,North Wilkesboro,NC,28659,(336)818-3411,HAL-097-015,60853,Assisted Living Residence,Adult Care Home,6/29/21
Wilkes,Wilkesboro Assisted Living Center,102,"Wilkesboro Assisted Living Center, LLC",206 Old Brickyard Road,North Wilkesboro,NC,28659,(336)667-2211,HAL-097-016,980032,Assisted Living Residence,Adult Care Home,6/29/21
Wilson,Morning Star Assisted Living #5,58,J & S Care Inc.,416 North Parker Street,Elm City,NC,27822,(252)245-3031,HAL-098-031,920415,Assisted Living Residence,Adult Care Home,6/29/21
Wilson,Parkwood Village,70,SNH NC Tenant LLC,1730 Parkwood Blvd.,Wilson,NC,27895,(252)237-9050,HAL-098-030,970990,Assisted Living Residence,Adult Care Home,6/29/21
Wilson,Spring Arbor of Wilson,72,"Spring Arbor -  Wilson, A Virginia Limited Partnership","2045 Ward Boulevard, NW",Wilson,NC,27893,(252)234-2100,HAL-098-006,960313,Assisted Living Residence,Adult Care Home,6/29/21
Wilson,Wilson Assisted Living,88,"Wilson Assisted Living, LLC",3501 Senior Village Lane,Wilson,NC,27896,(252)243-3186,HAL-098-027,951081,Assisted Living Residence,Adult Care Home,6/29/21
Wilson,Wilson House,136,"Wilson House, LLC",1800 Martin Luther King Jr. Parkway SE,Wilson,NC,27893-6527,(252)237-4243,HAL-098-023,920533,Assisted Living Residence,Adult Care Home,6/29/21
Yadkin,Patriot Living of Yadkinville,50,"Integrity-Patriot Living, LLC",409 Harrison Avenue,Yadkinville,NC,27055,(336)677-1315,HAL-099-018,941376,Assisted Living Residence,Adult Care Home,6/29/21
Yadkin,Pinebrook Residential Center I,54,"Integrity - Pinebrook, LLC",312 Harrison Avenue,Yadkinville,NC,27055-8247,(336)679-8671,HAL-099-017,920167,Assisted Living Residence,Adult Care Home,6/29/21
Yadkin,Pinebrook Residential Center II,65,"Integrity - Pinebrook, LLC",304 Harrison Avenue,Yadkinville,NC,27055,(336)679-8671,HAL-099-016,920165,Assisted Living Residence,Adult Care Home,6/29/21
Yancey,"Southern Living for Seniors of Burnsville, NC",29,"Southern Living for Seniors of Burnsville, NC, LLC",270 Love Fox Road,Burnsville,NC,27814,(850)253-5990,HAL-100-006,920509,Assisted Living Residence,Adult Care Home,6/29/21
Yancey,Yancey House,70,"WP-Burnsville Health Holdings, LLC",6 Cooper Lane,Burnsville,NC,28714-2959,(828)678-9200,HAL-100-005,971508,Assisted Living Residence,Adult Care Home,6/29/21
