Facility Name,Address,City,State,Zip Code,County,Phone Number,Email Address,Ownership Type,Licensee,Capacity,Longitude,Latitude,Date Accessed,State Facility Type 1 Literal,License Number
Reflections At Carolina Forest,219 MIDDLEBURG DR,Myrtle Beach,SC,29579-3409,Horry,843-903-0700,chelsea@reflectionsassistedliving.com,CORPORATION,REFLECTIONS AT CAROLINA FOREST INC,42,-78.95798294,33.7625952,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1456
Reid House,117 DODD ST,Wellford,SC,29385-9475,Spartanburg,864-949-5120,kdaniels@the-reidhouse.com,CORPORATION,REID HOUSE,42,-82.10312949,34.94627611,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1463
Reid'S Residential Care Facility,726 OLD SPARTANBURG HWY,Wellford,SC,29385-9668,Spartanburg,864-439-9238,admin@reidsrcf.com,SOLE PROPRIETORSHIP,JUDY DANIELS,23,-82.10362168,34.94578194,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0771
Renaissance,19 FRANK PRESSLEY DR,Due West,SC,29639,Abbeville,864-379-2570,dlittle3@mindspring.com,CORPORATION,RENAISSANCE LLC,20,-82.396697,34.330066,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1207
Residences At Park Place,115 GILLESPIE RD,Seneca,SC,29678-1126,Oconee,864-882-0783,khicks@msahealthcare.com,CORPORATION,AMERICAN SENIOR LIVING COMMUNITIES INC,100,-82.98719769,34.68523578,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1493
Resting Place 2,207 E SHOCKLEY FERRY RD,Anderson,SC,29624-3731,Anderson,864-905-1768,0911beautyj@gmail.com,LIMITED LIABILITY,RESTING PLACE 2 LLC,10,-82.64407,34.481302,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2176
Retreat At Carolina Bay,1340 CAROLINA BAY BLVD,Hartsville,SC,29550,Darlington,843-845-1563,yolanda.hunter@phoenixsrliving.com,LIMITED LIABILITY,PINE TREE HILL AL LLC,60,-80.10641276,34.36623947,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2043
Retreat At Easley,123 COUCH LN,Easley,SC,29642-1916,Pickens,864-859-3303,yolanda.hunter@phoenixsrliving.com,LIMITED LIABILITY,CARE RSL EASLEY OPCO LP,56,-82.55887099,34.81856972,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1274
Retreat At Gaffney,101 PARK CT,Gaffney,SC,29341,Cherokee,864-206-0006,shelly.smith@phoenixsrliving.com,LIMITED LIABILITY LIMITED PARTNERSHIP,CARE RSL GAFFNEY OPCO LP,90,-81.6574393,35.09200104,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1281
Retreat At Ladys Island,9 SUNSET BLVD,Beaufort,SC,29907,Beaufort,843-379-9502,yolanda.hunter@phoenixsrliving.com,LIMITED LIABILITY,FACTORY CREEK AL LLC,83,-80.6568186,32.41824722,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1898
Retreat At Summerville,950 TRAVELERS BLVD,Summerville,SC,29485-8213,Dorchester,843-832-8481,jackie.magnes@phoenixsrliving.com,,CARE RSL SUMMERVILLE OPCO LP,53,-80.16834349,32.9649049,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0859
Rice Estate - Assisted Living,100 FINLEY RD,Columbia,SC,29203-9264,Richland,803-691-5720,damodio@riceestate.org,NON-PROFIT CORPORATION,LUTHERAN HOMES OF SOUTH CAROLINA INC,40,-80.96480344,34.10702486,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1075
Ridgeview Community Care Homes Unit A,217 CHANDLER RD,Greer,SC,29651-1290,Greenville,864-877-8599,ridgeview1@msn.com,CORPORATION,RIDGEVIEW COMMUNITY CARE HOMES INC,11,-82.23437161,34.95716095,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0559
Ridgeview Community Care Homes Unit B,217 CHANDLER RD,Greer,SC,29651-1290,Greenville,864-877-8599,ridgeview1@msn.com,CORPORATION,RIDGEVIEW COMMUNITY CARE HOMES INC,10,-82.23437051,34.95716095,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0560
Ridgeview Community Care Homes Unit C,217 CHANDLER RD,Greer,SC,29651-1290,Greenville,864-877-8599,ridgeview1@msn.com,CORPORATION,RIDGEVIEW COMMUNITY CARE HOMES INC,11,-82.23436951,34.95716095,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0561
Ridgeview Community Care Homes Unit D,217 CHANDLER RD,Greer,SC,29651-1290,Greenville,864-877-8599,ridgeview1@msn.com,CORPORATION,RIDGEVIEW COMMUNITY CARE HOMES INC,11,-82.23436967,34.95716998,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0562
Riley'S Residential Care Home,2327 BRIAN CHRISTOPHER RD,Great Falls,SC,29055-8844,Chester,803-482-3290,bpriley09@yahoo.com,SOLE PROPRIETORSHIP,"GOODE-RILEY, BEVERLY",10,-80.93398362,34.59984869,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0900
River Park Senior Living,190 RIVER PARK DR,Little River,SC,29566,Horry,843-741-0082,dlittle3@mindspring.com,LIMITED LIABILITY,CR RIVER PARK LLC,90,-78.64787852,33.86999466,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1962
Rockhaven Community Care Home,524 ROCKHAVEN DR,Columbia,SC,29223-7805,Richland,803-699-5361,rbarnes3469@gmail.com,SOLE PROPRIETORSHIP,RICHIE D BARNES,10,-80.9419179,34.11177268,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0800
Rolling Green Village Assisted Living Facility,1 HOKE SMITH BLVD OFC,Greenville,SC,29615-5399,Greenville,864-987-9800,ryant@rollinggreenvillage.com,NON-PROFIT CORPORATION,ROLLING GREEN VILLAGE,52,-82.26442352,34.84160464,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0573
Rosecrest Community Residential Care,200 FORTRESS DR,Inman,SC,29349-9160,Spartanburg,864-599-8600,myetter@lhomes.org,NON-PROFIT CORPORATION,LUTHERAN HOMES OF SOUTH CAROLINA INC,45,-82.02765435,35.03863685,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1208
Rosewood Assisted Living,5221 HWY 215,Pauline,SC,29374-1908,Spartanburg,864-573-4060,wijg38@gmail.com,LTD. LIABILITY,ROSEWOOD ASSISTED LIVING LLC,75,-81.862549,34.825553,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1367
Rouse Community Care Home #1,102 BALLENTON RD,Columbia,SC,29203-9073,Richland,803-788-1753,matricerouse@aol.com,CORPORATION,ROUSE COMMUNITY CARE HOME INC,8,-80.96080405,34.109663,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0327
Rouse Community Care Home #2,8809 WILSON BLVD,Columbia,SC,29203-1817,Richland,803-786-9357,matricerouse@aol.com,CORPORATION,ROUSE COMMUNITY CARE HOME INC,9,-80.98722796,34.11104622,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0328
Rouse Community Care Home #3,9316 WILSON BLVD,Columbia,SC,29203-9769,Richland,803-754-5720,matricerouse@aol.com,CORPORATION,ROUSE COMMUNITY CARE HOME INC,10,-80.99178088,34.12869932,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0238
Royal Hill Community Residential Care Facility,310 E MAIN ST BLD B,Kingstree,SC,29556,Williamsburg,843-355-1300,ashcourtcompanioncare@yahoo.com,LIMITED LIABILITY,ROYAL HILL COMMUNITY RESIDENTIAL CARE FACILITY LLC,5,-79.825641,33.664828,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1946
Rudnick Crcf,629 CHESTERFIELD ST,Aiken,SC,29801-4053,Aiken,803-642-1041,rdunbar@aikentdc.org,CORPORATION,TRI-DEVELOPMENT CENTER OF AIKEN COUNTY INC,8,-81.71417825,33.57123981,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1429
Rumph'S Residential Care,574 PROGRESSIVE WAY,Denmark,SC,29042-1873,Bamberg,803-793-0068,sebrina.collins@yahoo.com,CORPORATION,RUMPH'S RESIDENTIAL CARE INC,8,-81.13860519,33.32298903,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0791
S&S Boarding Home Llc,3589 BLUFF RD,Allendale,SC,29810-4139,Allendale,803-573-7006,esabb@allendalecounty.com,SOLE PROPRIETORSHIP,"SABB, ELAINE",5,-81.31986722,33.00543152,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1923
Sanders Crcf,625 CHESTERFIELD ST,Aiken,SC,29801-4053,Aiken,803-642-1044,mhall@aikentdc.org,CORPORATION,TRI-DEVELOPMENT CENTER OF AIKEN COUNTY INC,8,-81.7143048,33.57090537,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1430
Sandpiper Courtyard Assisted Living,1047 ANNA KNAPP BLVD,Mount Pleasant,SC,29464-3133,Charleston,843-884-7977,durenastinson@sandpipercenter.com,LIMITED LIABILITY,SANDPIPER INDEPENDENT AND ASSISTED LIVING-DELAWARE LLC,64,-79.86390196,32.80954881,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1325
Savannah Hall Assisted Living,1010 LAKE HUNTER CIR,Mount Pleasant,SC,29464-5417,Charleston,843-888-2030,licensing@5ssl.com,LIMITED LIABILITY,SNH SE SG TENANT LLC,16,-79.86188389,32.81399277,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1431
Savannah Place,1501 SECESSIONVILLE RD,Charleston,SC,29412-8236,Charleston,843-762-1396,egrant@enlivant.com,LIMITED LIABILITY,SAVANNAH AID OPCO LLC,44,-79.95764677,32.71078022,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1410
Sc Episcopal Home At Still Hopes (Crcf),1 STILL HOPES DR,West Columbia,SC,29169-7164,Lexington,803-796-6490,nrobertson@stillhopes.org,CORPORATION,SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPES INC,46,-81.06182115,33.98582944,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0144
Secessionville Community Residence,1217 SECESSIONVILLE RD,Charleston,SC,29412-9749,Charleston,843-762-2134,eturner@dsncc.com,STATE,DISABILITIES BOARD OF CHARLESTON COUNTY,8,-79.95657524,32.72229006,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1287
Sedgewood Manor Assisted Living,1645 RIDGE RD,Hopkins,SC,29061-8432,Richland,803-776-3873,joe.hunt@sedgewood.com,LIMITED LIABILITY,SEDGEWOOD MANOR HEALTH CARE CENTER LLC,16,-80.844179,33.96167,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2178
Seneca Residential Care Center,126 TOKEENA RD,Seneca,SC,29678-1744,Oconee,864-882-7390,senecaresidential@gmail.com,SOLE PROPRIETORSHIP,WILBURN E HAMMERS,33,-82.9629158,34.65632314,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0337
Serenity Manor Of Holly Hill,656 GARDNER BLVD,Holly Hill,SC,29059-8450,Orangeburg,803-496-3022,luther.riley@yahoo.com,LIMITED LIABILITY,SERENITY MANOR OF HOLLY HILL LLC,5,-80.413835,33.317554,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1516
Seville'S Residential Care Facility,109 BENNETT LN,Hampton,SC,29924-1375,Hampton,803-914-0105,kamille.jenkins@gmail.com,SOLE PROPRIETORSHIP,GENORA W JENKINS,10,-81.09979684,32.86911872,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1178
Shem Creek Health Center,1400 LIBERTY MIDTOWN DR,Mount Pleasant,SC,29464,Charleston,843-936-2801,lfurlough@libertyseniorliving.com,LIMITED LIABILITY,SOUTH BAY AT MT PLEASANT LLC,110,-79.85950388,32.8180114,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1952
Shepherd'S Care Center,2100 N PLEASANTBURG DR,Greenville,SC,29609-3156,Greenville,864-322-6212,ethompso@shepherdscarecenter.com,LTD. LIABILITY,SHEPHERD'S CARE CENTER LLC,90,-82.37288901,34.8891674,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1326
Sherman Residential Care,20 MAYFIELD ST,Greenville,SC,29601-1815,Greenville,864-242-0401,0911beautyj@gmail.com,LIMITED LIABILITY,SHERMAN RESIDENTIAL CARE 2 LLC,16,-82.407969,34.852102,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2009
Six Mile Retirement Center,120 S MAIN ST,Six Mile,SC,29682-9332,Pickens,864-868-9050,sretirement@att.net,SOLE PROPRIETORSHIP,WILBURN E HAMMERS,41,-82.81816107,34.803418,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0542
Somerby Of Mount Pleasant,3100 TRADITION CIR,Mount Pleasant,SC,29466-7153,Charleston,843-849-3096,candy.cure@somerbyliving.com,LIMITED LIABILITY,TRADITION SENIOR CARE LLC,118,-79.79363751,32.89535805,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2048
South Island Living Llc,2902 S ISLAND RD,Georgetown,SC,29440-4420,Georgetown,843-545-5427,admin@southislandliving.com,LIMITED LIABILITY,SOUTH ISLAND LIVING LLC,48,-79.299648,33.327142,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2194
Southern Heritage,1713 CHARLESTON HWY,West Columbia,SC,29169-5051,Lexington,803-796-3113,jdqcsi@aol.com,CORPORATION,QUALITY CARE SERVICES INC,10,-81.07825505,33.96749131,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0993
Southern Oaks Personal Care Home,120 ROPER MOUNTAIN RD EXT,Greenville,SC,29615-4823,Greenville,864-288-3271,mholtzclaw@blueridgerx.com,LIMITED LIABILITY,PATRIOT LIVING LLC,64,-82.31881857,34.85147285,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1931
Sprenger Healthcare At Port Royal Assisted Living,1810 RICHMOND AVE,Port Royal,SC,29935,Beaufort,843-781-7700,jcoe@sprengerhealthcarecom,CORPORATION,SPRENGER HEALTHCARE OF PORT ROYAL INC,59,-80.68888,32.383536,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2016
Sprenger Healthcare Of Bluffton Assisted Living,60 OKATIE DR,Okatie,SC,29909,Beaufort,843-548-2500,equandahl@sprengerhealthcare.com,CORPORATION,SPRENGER HEALTHCARE OF BLUFFTON INC,58,-80.91117884,32.31507208,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2042
Spring Park Assisted Living,925 N MAIN ST,Travelers Rest,SC,29690-1553,Greenville,864-610-2435,lhawkins@springparktravelersrest.com,LIMITED LIABILITY,AFF18 SPRING PARK ALF LLC,80,-82.458779,34.976984,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2063
Springfield Place Residential Care,2006 SPRINGFIELD CIR,Newberry,SC,29108-3084,Newberry,803-405-1585,kmontgomery@newberryccrc.com,LIMITED LIABILITY,NEWBERRY OPERATOR LLC,50,-81.60139371,34.28594159,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1250
Springhill Assisted Living,514 S GUM ST,Pageland,SC,29728-9143,Chesterfield,843-675-2500,springhillassistedliving@yahoo.com,CORPORATION,HOSPICE OF CHESTERFIELD COUNTY INC,32,-80.38178887,34.76790362,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1171
Springs At Simpsonville,214 E CURTIS ST,Simpsonville,SC,29681-2622,Greenville,864-962-8570,peggym@caravita.com,LTD. LIABILITY,CURTIS GROUP LLC,89,-82.25237893,34.73758212,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1198
St Gabriel Of Murrells Inlet,699 PRINCE CREEK PKWY,Murrells Inlet,SC,29576,Horry,843-353-1525,jrichardson@veritashcg.com,LIMITED LIABILITY,VERITAS SENIOR LIVING LLC,110,-79.048133,33.58173,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2110
Stokes Residential Care,2525 SAINT MATTHEWS RD,Orangeburg,SC,29118-1319,Orangeburg,803-533-0070,mcakley18.com,LIMITED LIABILITY,BRIANS AND STOKES ASSISTED LIVING LLC,17,-80.846916,33.532285,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2072
Stratford Place Goose Creek - Assisted Living,97 BRIDGETOWN RD,Goose Creek,SC,29445,Berkeley,843-300-1951,gccd@stratfordplace.com,CORPORATION,SPGCAL INC,34,-80.048081,33.010661,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2096
Stratford Place Of Goose Creek Memory Care,95 BRIDGETOWN RD,Goose Creek,SC,29445,Berkeley,843-300-1952,gccd@stratfordplace.com,CORPORATION,SPGCMC INC,34,-80.049742,33.008923,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1919
Summit Hills Assisted Living Community,100 SUMMIT HILLS DR,Spartanburg,SC,29307-1532,Spartanburg,864-591-2222,licensing@summit-hills.com,LTD. LIABILITY,SUMMIT HILLS LLC,79,-81.89072293,34.98389125,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1113
Summit Place Of Anderson,107 PERPETUAL SQUARE DR,Anderson,SC,29621-1713,Anderson,864-222-9880,lcooley@capitalseniorliving.net,LIMITED LIABILITY,CSL SUMMIT PLACE SC LLC,89,-82.631676,34.552062,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1151
Summit Place Of Beaufort,1119 PICKPOCKET PLANTATION DR,Beaufort,SC,29902-3771,Beaufort,843-770-0105,licensing@5ssl.com,CORPORATION,SNH SE TENANT TRS INC,87,-80.701887,32.438699,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1375
Summit Place Of Daniel Island,320 SEVEN FARMS DR,Daniel Island,SC,29492-7532,Berkeley,843-884-4104,licensing@5ssl.com,LIMITED LIABILITY,SNH SE DANIEL ISLAND TENANT LLC,76,-79.91392874,32.85808422,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1282
Summit Place Of North Myrtle Beach,491 HWY 17,Little River,SC,29566-8082,Horry,843-399-5662,licensing@5ssl.com,CORPORATION,SNH SE N MYRTLE BEACH TENANT LLC,80,-78.64994274,33.86527278,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1360
Sunny Pines Boarding Home,108 GAPWAY RD,Andrews,SC,29510-6786,Williamsburg,843-221-7436,papion22@peoplepc.com,SOLE PROPRIETORSHIP,"DUROUSSEAU, MATTIE H.",18,-79.57217,33.467017,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0098
Sweetgrass Court Senior Living Community,1010 ANNA KNAPP BLVD,Mount Pleasant,SC,29464-5400,Charleston,843-971-7756,jbryantsingletary@5ssl.com,LIMITED LIABILITY,SNH SC TENANT LLC,38,-79.864314,32.814881,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2117
Terrabella,104 DILLON DR,Spartanburg,SC,29307-1018,Spartanburg,864-948-9300,jpearson@terrabellaseniorliving.com,LIMITED LIABILITY,SPARTANBURG AL/MC LLC,55,-81.892815,34.980805,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2193
Thorne Retirement Home,702 W 3RD AVE,Lake View,SC,29563,Dillon,843-759-9099,marie@lakefieldprop.com,LIMITED LIABILITY COMPANY (SINGLE MEMBER),LAKEFIELD PROPERTIES LLC,76,-79.17339,34.34401,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1968
Tricounty Crisis Stabilization Center,5 CHARLESTON CENTER DR STE 246,Charleston,SC,29401-1162,Charleston,843-953-2390,laura.uminski@scdmh.org,STATE,CHARLESTON DORCHESTER MENTAL HEALTH CENTER,10,-79.95098,32.783198,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1956
Trinity On Laurens,213 LAURENS ST NW,Aiken,SC,29801-3911,Aiken,803-643-4200,chenrich@trinityonlaurens.org,NON-PROFIT CORPORATION,LUTHERAN HOMES OF SOUTH CAROLINA INC,55,-81.72193079,33.56434501,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0935
Turning Point Crcf,820 TOMS CREEK RD,Hopkins,SC,29061-8798,Richland,803-647-1152,dorthea.dennis@scdmh.org,STATE,SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,15,-80.764998,33.980815,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2075
Twilite Manor Adult Residential Care,2306 FORREST ST,Cayce,SC,29033-2124,Lexington,803-794-7561,landaether@gmail.com,LIMITED LIABILITY,SEASHAR LLC,28,-81.07202012,33.95411986,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1210
Tyler Restmore Home,1681 BROUGHTON ST,Orangeburg,SC,29115-4873,Orangeburg,803-536-0740,michelleantley@att.net,LTD. LIABILITY,TYLER RESTMORE HOME LLC,10,-80.87080021,33.49443622,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0841
Tyler Restmore Home #2,195 SELLERS AVE,Orangeburg,SC,29115-6724,Orangeburg,803-531-2074,eyblack52@mail.com,LIMITED LIABILITY,TYLER RESTMORE HOME LLC,9,-80.86026754,33.48522474,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0889
Tyler Restmore Home 3,139 SEMINOLE DR,Orangeburg,SC,29115-7619,Orangeburg,803-536-0060,michelleantley@att.net,LIMITED LIABILITY,TYLER RESTMORE HOME LLC,15,-80.852908,33.473476,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2052
Upstate Residential Care,1302 S MCDUFFIE ST,Anderson,SC,29624-2745,Anderson,864-225-6901,horacealexander@mylasounds.com,SOLE PROPRIETORSHIP,"HORACE, J ALEXANDER",10,-82.64661589,34.49325914,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0233
Vanguard Residential Services I,100 E HOSPITAL ST,Manning,SC,29102-3158,Clarendon,803-435-2330,rway@ccdsnb.org,NON-PROFIT CORPORATION,VANGUARD RESIDENTIAL SERVICES INC,8,-80.20808527,33.687763,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1313
Vanguard Residential Services Ii,512 S CHURCH ST,Manning,SC,29102-3122,Clarendon,803-435-2330,rway@ccdsnb.org,CORPORATION,VANGUARD RESIDENTIAL SERVICES INC,8,-80.2090984,33.68669622,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1314
Vanwyever Residential Care Facility,2009 COSGROVE AVE,North Charleston,SC,29405-5702,Charleston,843-744-6065,vanwyever1@aol.com,SOLE PROPRIETORSHIP,AYESHA T WASHINGTON ESQUIRE AS SPECIAL ADMINISTRATOR OF THE ESTATE RHODELLE W FULTON,10,-79.97574734,32.85725305,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0638
Varnville Community Residence,266 HAMPTON RD,Varnville,SC,29944,Hampton,803-943-4818,mellissa_d_myers23@hcbdsn.org,,HAMPTON COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,8,-81.07569045,32.86103551,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1211
Village Community Care Home-Unit A,1250 SALEM CHURCH RD,Anderson,SC,29625-1310,Anderson,864-225-4336,villagecare365@gmail.com,CORPORATION,VILLAGE COMMUNITY CARE HOME INC,11,-82.69379512,34.55007547,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0563
Village Community Care Home-Unit B,1250 SALEM CHURCH RD,Anderson,SC,29625-1310,Anderson,864-225-4336,villagecare365@gmail.com,CORPORATION,VILLAGE COMMUNITY CARE HOME INC,11,-82.69379512,34.55007547,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0564
Village Community Care Home-Unit C,1250 SALEM CHURCH RD,Anderson,SC,29625-1310,Anderson,864-225-4336,villagecare365@gmail.com,CORPORATION,VILLAGE COMMUNITY CARE HOME INC,11,-82.69379512,34.55007547,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0565
Village Community Care Home-Unit D,1250 SALEM CHURCH RD,Anderson,SC,29625-1310,Anderson,864-225-4336,villagecare365@gmail.com,CORPORATION,VILLAGE COMMUNITY CARE HOME INC,11,-82.69379512,34.55007547,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0566
Village Cove Assisted Living,80 MAIN STREET OFFICE 100,Hilton Head Island,SC,29926,Beaufort,843-689-9143,jennifer.napolitano@navionsl.com,,NAVION BKE HILTON HEAD VILLAGE LLC,52,-80.719276,32.217102,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2097
Village Inn Community Care Home,112 POWELL ST,Graniteville,SC,29829-2906,Aiken,803-663-9495,villageinncch@bellsouth.net,SOLE PROPRIETORSHIP,MICHELE A HERRON,10,-81.81440319,33.5653521,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0396
Vineyard Bluffton,25 CASSIDY DR,Bluffton,SC,29910,Beaufort,843-612-0700,ksuite@valeogroupe.us,LIMITED LIABILITY,VINEYARD BLUFFTON OPERATIONS LLC,108,-80.873571,32.247804,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1988
Walters Brothers Residential Care Facility Inc,110 GEDDINGS RD,Sumter,SC,29150-8812,Sumter,803-506-2743,johnnie15@ftc-i.net,SOLE PROPRIETORSHIP,JOHNNIE L WALTERS,20,-80.35466665,33.79433297,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1080
Walters Residential Care,821 DUKE AVE,Columbia,SC,29203-5651,Richland,803-252-8918,walters1987@bellsouth.net,NON-PROFIT CORPORATION,MIPD INC,35,-81.04391231,34.04069737,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0985
Ware Shoals Manor,10 N GREENWOOD AVE,Ware Shoals,SC,29692-1239,Greenwood,864-456-7127,oskarmani@aol.com,LTD. LIABILITY,HARMONY RESIDENTIAL CARE CENTER LLC,24,-82.25471501,34.4058518,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1457
Watercrest Columbia Assisted Living And Memory Care,1951 CLEMSON RD,Columbia,SC,29229,Richland,803-771-7500,bpatterson@watercrestseniorliving.com,LIMITED LIABILITY,TSL WATERCREST OPCO LLC,118,-80.90953,34.139974,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1985
Watercrest Fort Mill Assisted Living And Memory Care,8154 ENGLISH CLOVER LN,Indian Land,SC,29707,Lancaster,803-590-7005,tlm926@outlook.com,LIMITED LIABILITY,WAYPOINT WATERCREST FORT MILL SL LLC,117,-80.862251,34.975094,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2024
Waterstone On Augusta Senior Living,1004 AUGUSTA ST,Greenville,SC,29605-3906,Greenville,864-605-7236,cynthia.fowler@waterstoneonaugusta.com,CORPORATION,CHP GREENVILLE SC TENANT CORP,126,-82.406136,34.833053,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1945
