Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
222 NORTHERN AVE.,222 NORTHERN AVE.,RCC2158,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,222 NORTHERN AVE,,,,FARMINGDALE,ME,04344-4635,23011,KENNEBEC,,+1 (207) 588-6617,+1 (207) 582-2457,,,,,,,,,,,,,,,7/8/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,THERESA M. BUCK
24 B ROCKY ROAD,24 B ROCKY ROAD,PNC38994,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,24B ROCKY RD,,,,HEBRON,ME,04238-3584,23017,OXFORD,,+1 (207) 783-3446,+1 (207) 786-8061,,,,,,,,,,,,,,,12/3/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,SCOTT A. MORRISON
240 CENTRAL - SUPPORT SOLUTIONS,240 CENTRAL - SUPPORT SOLUTIONS,RCA39244,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,240 CENTRAL AVE,,,,LEWISTON,ME,04240-4724,23001,ANDROSCOGGIN,,+1 (207) 784-2757,+1 (207) 777-1109,,,,,,,,,,,,,,,6/2/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,CHRISTINE HESKETH-CHUTE
240 GRAY ROAD,240 GRAY ROAD,RCA39006,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,240 GRAY RD,,,,FALMOUTH,ME,04105-2563,23005,CUMBERLAND,,+1 (207) 747-4115,+1 (207) 512-1478,,,,,,,,,,,,,,,3/8/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ANGIE MARQUIS
247 DINGLEY SPRINGS,247 DINGLEY SPRINGS,RCC2365,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,247 DINGLEY SPRING RD,,,,GORHAM,ME,04038-2169,23005,CUMBERLAND,,+1 (207) 828-0048,+1 (207) 772-3743,,,,,,,,,,,,,,,7/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,TAMMY L. PIKE
249 LIBBY AVENUE,249 LIBBY AVENUE,RCC1639,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,249 LIBBY AVE,,,,GORHAM,ME,04038-2617,23005,CUMBERLAND,,+1 (207) 839-6085,+1 (207) 772-3743,,,,,,,,,,,,,,,10/3/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,TAMMY L. PIKE
265 GRIFFIN GROUP HOME,265 GRIFFIN GROUP HOME,RCC39089,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,265 GRIFFIN RD,,,,BANGOR,ME,04401-2812,23019,PENOBSCOT,,+1 (800) 434-3000,+1 (207) 294-4465,,,,,,,,,,,,,,,10/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DEBRA D TAYLOR
28 PUTNAM DRIVE,28 PUTNAM DRIVE,RCC1535,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,28 PUTNAM DR,,,,FARMINGDALE,ME,04344-2818,23011,KENNEBEC,,+1 (207) 582-8021,+1 (207) 582-2457,,,,,,,,,,,,,,,5/14/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,BARBARA L. WOOD
286 HIGHLAND AVENUE,286 HIGHLAND AVENUE,RCC2154,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,286 HIGHLAND AVE,,,,GARDINER,ME,04345-6005,23011,KENNEBEC,,+1 (207) 582-8021,+1 (207) 582-2457,,,,,,,,,,,,,,,5/27/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,JASON FEATHERSON
28-A OLD MILL,28-A OLD MILL,RCA39077,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,28A OLD MILL RD,,,,SANFORD,ME,04073-4208,23031,YORK,,+1 (207) 520-1512,+1 (855) 295-5328,,,,,,,,,,,,,,,9/30/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KIMBERLY A. PELLERIN
28-B OLD MILL,28-B OLD MILL,RCA39078,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,28B OLD MILL RD,,,,SANFORD,ME,04073-4208,23031,YORK,,+1 (207) 520-1512,+1 (855) 295-5328,,,,,,,,,,,,,,,9/30/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KIMBERLY A. PELLERIN
29 A GROUP HOME,29 A GROUP HOME,RCA39143,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,29 A ST,,,,BANGOR,ME,04401-2516,23019,PENOBSCOT,,+1 (800) 434-3000,+1 (207) 294-4465,,,,,,,,,,,,,,,1/11/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBRA D TAYLOR
3 GARNETT AVE,3 GARNETT AVE,RCA39236,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,3 GARNETT AVE,,,,LEWISTON,ME,04240-6617,23001,ANDROSCOGGIN,,+1 (207) 241-2810,+1 (207) 241-7280,,,,,,,,,,,,,,,5/19/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,AMANDA KAROMBA
30 ROSEDALE ST,30 ROSEDALE ST,RCA39232,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,30 ROSEDALE ST,,,,LEWISTON,ME,04240-6134,23001,ANDROSCOGGIN,,+1 (207) 241-2810,+1 (207) 241-7280,,,,,,,,,,,,,,,6/14/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,AMANDA KAROMBA
306 PINE STREET GROUP HOME,306 PINE STREET GROUP HOME,PNC1600,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,306 PINE ST,,,,LEWISTON,ME,04240-6309,23001,ANDROSCOGGIN,,+1 (207) 783-4658,+1 (207) 786-7426,,,,,,,,,,,,,,,10/19/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,MELANIE SPARKS-IDE
31 REDWOOD LANE,31 REDWOOD LANE,RCA39007,LEVEL I RESIDENTIAL CARE FACILITY,FAILED TO RENEW,31 REDWOOD LN,,,,SANFORD,ME,04073-5270,23031,YORK,,+1 (207) 850-4058,+1 (207) 512-1478,,,,,,,,,,,,,,,2/12/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,
33 MT. PLEASANT A,33 MT. PLEASANT A,RCA39270,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,33 MOUNT PLEASANT ST,,,,BIDDEFORD,ME,04005-2111,23031,YORK,,+1 (207) 878-3224,+1 (207) 878-3019,,,,,,,,,,,,,,,7/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MELISSA TUCKER
33 PINEWOOD DRIVE,33 PINEWOOD DRIVE,RCC39127,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,33 PINEWOOD DR,,,,CUMBERLAND,ME,04021-4045,23005,CUMBERLAND,,+1 (207) 536-4937,+1 (207) 489-9040,,,,,,,,,,,,,,,1/18/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOSEPH BUTOYI
330 ALFRED A PLOURDE PARKWAY,330 ALFRED A PLOURDE PARKWAY,RCA39405,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,GRANITE BAY CARE INC,330 ALFRED A PLOURDE PKWY,,,LEWISTON,ME,04240-1033,23001,ANDROSCOGGIN,,+1 (207) 878-3221,+1 (207) 878-3019,,,,,,,,,,,,,,,6/15/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KEVIN WARD
345 PLEASANT,345 PLEASANT,RCC39222,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,345 PLEASANT ST,,,,LEWISTON,ME,04240-4534,23001,ANDROSCOGGIN,,+1 (207) 241-2810,+1 (207) 241-3712,,,,,,,,,,,,,,,6/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AMANDA KAROMBA
35 ORANGE ST,35 ORANGE ST,RCC39220,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,35 ORANGE ST,,,,LEWISTON,ME,04240-5529,23001,ANDROSCOGGIN,,+1 (207) 241-2810,+1 (207) 241-7280,,,,,,,,,,,,,,,6/15/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AMANDA KAROMBA
374 KENNEBEC ROAD,374 KENNEBEC ROAD,RCA39190,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,374 KENNEBEC RD,,,,HAMPDEN,ME,04444-2014,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/31/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
39 DOW ROAD,39 DOW ROAD,RCC39129,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,39 DOW RD,,,,GORHAM,ME,04038-2003,23005,CUMBERLAND,,+1 (207) 222-0784,+1 (207) 222-0210,,,,,,,,,,,,,,,1/3/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOSEPH BUTOYI
397 LAKE ST,397 LAKE ST,RCC39223,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,397 LAKE ST,,,,AUBURN,ME,04210-8548,23001,ANDROSCOGGIN,,+1 (207) 241-8023,+1 (207) 241-7280,,,,,,,,,,,,,,,6/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AMANDA KAROMBA
41 UNIVERSITY STREET,41 UNIVERSITY STREET,RCA39374,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,41 UNIVERSITY ST,,,,PRESQUE ISLE,ME,04769-2821,23003,AROOSTOOK,,+1 (207) 540-1416,+1 (207) 554-4535,,,,,,,,,,,,,,,5/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KIMBERLY KAY GRANT
410 MEADOW ROAD,410 MEADOW ROAD,RCA39203,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,274 WESTERN AVE,,,,HAMPDEN,ME,04444-1004,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/31/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
42 CHARLES ST,42 CHARLES ST,RCC39217,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,42 CHARLES ST,,,,LEWISTON,ME,04240-4818,23001,ANDROSCOGGIN,,+1 (207) 689-3138,+1 (207) 241-7280,,,,,,,,,,,,,,,6/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AMANDA KAROMBA
42 GLENWOOD,42 GLENWOOD,RCA39122,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,42 GLENWOOD AVE,,,,SACO,ME,04072-2943,23031,YORK,,+1 (207) 571-8021,+1 (207) 797-6398,,,,,,,,,,,,,,,11/5/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBORAH BICKFORD
42 MAGGIE LANE,42 MAGGIE LANE,RCA38922,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,42 MAGGIE LN,,,,PORTLAND,ME,04103-6502,23005,CUMBERLAND,,+1 (207) 828-0048 x155,+1 (207) 772-3743,,,,,,,,,,,,,,,11/17/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,TAMMY L. PIKE
43 MAST ROAD,43 MAST ROAD,RCC39126,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,43 MAST RD,,,,WESTBROOK,ME,04092-2516,23005,CUMBERLAND,,+1 (207) 536-4937,+1 (207) 489-9040,,,,,,,,,,,,,,,3/3/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOSEPH BUTOYI
433 SOUTH STREET,433 SOUTH STREET,RCC39125,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,433 SOUTH ST,,,,GORHAM,ME,04038-1942,23005,CUMBERLAND,,+1 (207) 536-4937,+1 (207) 489-9040,,,,,,,,,,,,,,,3/3/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOSEPH BUTOYI
44 GLENWOOD,44 GLENWOOD,RCA39121,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,44 GLENWOOD AVE,,,,SACO,ME,04072-2943,23031,YORK,,+1 (207) 571-8021,+1 (207) 797-6398,,,,,,,,,,,,,,,11/5/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBORAH BICKFORD
44 MAGGIE LANE,44 MAGGIE LANE,RCA38923,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,44 MAGGIE LN,,,,PORTLAND,ME,04103-6502,23005,CUMBERLAND,,+1 (207) 828-0048 x155,+1 (207) 772-3743,,,,,,,,,,,,,,,11/17/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,TAMMY L. PIKE
445 KENNEBEC ROAD,445 KENNEBEC ROAD,RCA39205,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,445 KENNEBEC RD,,,,HAMPDEN,ME,04444-2011,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/31/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
45 ESSEX STREET,45 ESSEX STREET,RCC1676,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,45 ESSEX ST,,,,SANFORD,ME,04073-3229,23031,YORK,,+1 (207) 324-2426,+1 (207) 324-6050,,,,,,,,,,,,,,,8/7/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,SALLY MILESON
46 GLENWOOD,46 GLENWOOD,RCA39260,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,46 GLENWOOD AVE,,,,SACO,ME,04072-2943,23031,YORK,,+1 (207) 283-0883,+1 (207) 797-6893,,,,,,,,,,,,,,,3/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBORAH BICKFORD
47 SUMMER STREET,47 SUMMER STREET,RCC2100,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,47 SUMMER ST,,,,GARDINER,ME,04345-1902,23011,KENNEBEC,,+1 (207) 588-6394,+1 (207) 582-1438,,,,,,,,,,,,,,,7/21/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,JESSICA L. HAMMOND
470 ROOSEVELT TRAIL,470 ROOSEVELT TRAIL,RCA39113,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,470 ROOSEVELT TRL,,,,WINDHAM,ME,04062-6931,23005,CUMBERLAND,,+1 (207) 572-1032,,,,,,,,,,,,,,,,12/2/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ASSUAMANI RASHINDI
5 COLBY LANE,5 COLBY LANE,RCA2379,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,5 COLBY LN,,,,KENNEBUNK,ME,04043-6116,23031,YORK,,+1 (207) 985-0916,+1 (207) 324-6050,,,,,,,,,,,,,,,9/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SALLY MILESON
5 NELSEN ROAD,5 NELSEN ROAD,RCB39135,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,5 NELSON RD,,,,WESTBROOK,ME,04092-3793,23005,CUMBERLAND,,+1 (207) 939-1009,+1 (844) 912-8589,,,,,,,,,,,,,,,1/21/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,MARK OKENY
5 RIVERSIDE,5 RIVERSIDE,RCA39233,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,5 RIVERSIDE PL,,,,LEWISTON,ME,04240-6244,23001,ANDROSCOGGIN,,+1 (207) 241-0476,+1 (207) 241-7280,,,,,,,,,,,,,,,6/15/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,AMANDA KAROMBA
5 VINE STREET,5 VINE STREET,ALP38774,ASSISTED LIVING PROGRAM,ACTIVE,5 VINE ST,,,,BIDDEFORD,ME,04005-3415,23031,YORK,,+1 (207) 571-3387,+1 (207) 602-6199,,,,,,,,,,,,,,,8/23/21,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,9,DANIELLE HUNTINGTON
50 MAYO ROAD,50 MAYO ROAD,RCA39194,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,50 MAYO RD,,,,HAMPDEN,ME,04444-1321,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/28/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
53 LONGFELLOW ROAD,53 LONGFELLOW ROAD,RCA38926,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,53 LONGFELLOW RD,,,,GORHAM,ME,04038-1883,23005,CUMBERLAND,,+1 (207) 828-0048 x155,+1 (207) 772-3743,,,,,,,,,,,,,,,11/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,TAMMY L. PIKE
53 MAPLE LANE,53 MAPLE LANE,RCA39295,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,53 MAPLE LANE,,,,MILFORD,ME,4461,,,,+1 (207) 817-0237,+1 (207) 817-0011,,,,,,,,,,,,,,,7/5/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MELANIE KIMBALL
54 UNIVERSITY WAIVER HOME,54 UNIVERSITY WAIVER HOME,RCB39214,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,54 UNIVERSITY ST,,,,PRESQUE ISLE,ME,04769-2898,23003,AROOSTOOK,,+1 (207) 764-0134,+1 (207) 554-4535,,,,,,,,,,,,,,,5/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,KIMBERLY KAY GRANT
55 PALM STREET,55 PALM STREET,RCC1575,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,55 PALM ST,,,,BANGOR,ME,04401-5403,23019,PENOBSCOT,,+1 (207) 307-7540,+1 (207) 945-9997,,,,,,,,,,,,,,,7/16/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,BRIAN Q. NOBLE
55 WINSTON WAY,55 WINSTON WAY,RCA38967,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,55 WINSTON WAY,,,,NEW GLOUCESTER,ME,04260-4246,23005,CUMBERLAND,,+1 (207) 320-2122,+1 (207) 320-2122,,,,,,,,,,,,,,,2/25/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARCIA TURCOTTE
56 ELM STREET ASSISTED LIVING,56 ELM STREET ASSISTED LIVING,RCD39153,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,56 ELM ST,,,,TOPSHAM,ME,04086-1417,23023,SAGADAHOC,,+1 (207) 725-1134,,,,,,,,,,,,,,,,1/25/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,SALLIE ALBERT
57 WINSTON WAY,57 WINSTON WAY,RCA38968,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,57 WINSTON WAY,,,,NEW GLOUCESTER,ME,04260-4246,23005,CUMBERLAND,,+1 (207) 320-2122,+1 (207) 320-2122,,,,,,,,,,,,,,,2/25/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARCIA TURCOTTE
57 WINTHROP STREET,57 WINTHROP STREET,PND38730,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,57 WINTHROP ST,,,,AUGUSTA,ME,04330-5502,23011,KENNEBEC,,+1 (207) 624-0557,+1 (207) 626-5921,,,,,,,,,,,,,,,11/16/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,SANDRA WIDERYNSKI
58 HIGHLAND AVENUE,58 HIGHLAND AVENUE,RCC1695,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,58 HIGHLAND AVE,,,,SCARBOROUGH,ME,04074-7104,23005,CUMBERLAND,,+1 (207) 883-5126,+1 (207) 883-5126,,,,,,,,,,,,,,,3/17/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ELLIS P. BAUM
6 ROOSEVELT,6 ROOSEVELT,RCD2183,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,6 ROOSEVELT AVE,,,,BREWER,ME,04412-2510,23019,PENOBSCOT,,+1 (207) 460-9303,+1 (888) 460-3866,,,,,,,,,,,,,,,8/26/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,IRENE V. JOHNSON
65 DIRIGO GROUP HOME,65 DIRIGO GROUP HOME,RCA39088,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,65 DIRIGO DR,,,,BANGOR,ME,04401-2355,23019,PENOBSCOT,,+1 (800) 434-3000,+1 (207) 294-4465,,,,,,,,,,,,,,,11/5/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBRA D TAYLOR
653 MAIN STREET,653 MAIN STREET,RCC39022,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,653 MAIN ST,,,,SPRINGVALE,ME,04083-1727,23031,YORK,,+1 (207) 490-4930,+1 (855) 290-9627,,,,,,,,,,,,,,,5/31/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,KIMBERLY A. PELLERIN
655-A MAIN STREET,655-A MAIN STREET,RCA39075,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,655 A MAIN STREET,,,,SANFORD,ME,,,,,+1 (207) 324-5042,+1 (855) 290-9672,,,,,,,,,,,,,,,9/30/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KIMBERLY A. PELLERIN
655-C MAIN STREET,655-C MAIN STREET,RCA39076,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,655 C MAIN STREET,,,,SANFORD,ME,,,,,+1 (207) 490-2435,+1 (855) 290-9672,,,,,,,,,,,,,,,12/8/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KIMBERLY A. PELLERIN
66 WINTHROP STREET PROGRAM,66 WINTHROP STREET PROGRAM,PND38632,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,66 WINTHROP ST,,,,AUGUSTA,ME,04330-5506,23011,KENNEBEC,,+1 (207) 626-3466,+1 (207) 213-2068,,,,,,,,,,,,,,,9/20/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI CHASE
7 A GROUP HOME,7 A GROUP HOME,RCA39139,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,7 A ST,,,,BANGOR,ME,04401-2505,23019,PENOBSCOT,,+1 (800) 434-3000,+1 (207) 294-4465,,,,,,,,,,,,,,,1/5/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBRA D TAYLOR
7 RIVERVIEW STREET,7 RIVERVIEW STREET,RCC2107,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,7 RIVERVIEW ST,,,,SANFORD,ME,04073-2844,23031,YORK,,+1 (207) 490-3889,+1 (855) 221-9884,,,,,,,,,,,,,,,11/19/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,KIMBERLY A. PELLERIN
725 RIVER ROAD,725 RIVER ROAD,RCA39100,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,725 RIVER RD,,,,WINDHAM,ME,04062-4750,23005,CUMBERLAND,,+1 (207) 893-8808,,,,,,,,,,,,,,,,12/2/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ASSUAMANI RASHINDI
73 BAILEY AVENUE,73 BAILEY AVENUE,RCC2084,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,73 BAILEY AVE,,,,LEWISTON,ME,04240-3304,23001,ANDROSCOGGIN,,+1 (207) 689-3424,,,,,,,,,,,,,,,,7/31/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,BENICE MARIE SSETUBA
