Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,CheckCompleteDate,CheckType,Disclosure of Services,Has Reports?,Reports Location
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",752570,40008496,42105,AF  ,Serenity Cove,OP    ,4402 S Underwood Ct,Kennewick,WA,99337,Benton,5805 Belmont Dr,Pasco,WA,99301,(509) 396-0497,(509) 585-2073,,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Rogers Jr, John A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752570,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752570
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754700,40006746,46570,AF  ,Serenity Haven,OP    ,2621 W Entiat Ave,Kennewick,WA,99336,Benton,5805 Belmont Dr,Pasco,WA,99301,(509) 460-0642,,(509) 380-0285,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Rogers Jr, John A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754700,No, 
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754937,40002910,46571,AF  ,Serenity Legacy,OP    ,2614 W Deschutes Ave,Kennewick,WA,99336,Benton,5805 Belmont Dr,Pasco,WA,99301,(509) 734-9569,,(509) 380-0285,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Rogers Jr, John A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754937,No, 
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",753104,40009474,44076,AF  ,Serenity Lodge,OP    ,2006 W 45TH AVE,KENNEWICK,WA,99337,Benton,5805 Belmont Dr,Pasco,WA,99301,(509) 396-7225,,(509) 396-7250,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Vazquez, Berzain C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753104,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753104
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754686,40007132,46572,AF  ,Serenity Manor,OP    ,2620 W Deschutes Ave,Kennewick,WA,99336,Benton,5805 Belmont Dr,Pasco,WA,99301,(509) 735-7650,,(509) 380-0285,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Rogers Jr, John A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754686,No, 
"Mental Health, Dementia",Adult Family Home,752829,40010038,42494,AF  ,Sweet Meadows Adult Family Home,OP    ,101103 E Sidibe Pr SE,Kennewick,WA,99338,Benton,101103 E Sidibe Pr SE,Kennewick,WA,99338,(509) 420-6659,(509) 582-8375,,1C,"SPMI, SPDE",1080XS-12 ,"Samake, Fatoumata ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752829,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752829
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",752426,40009743,41806,AF  ,THE CARING PLACE OF KENNEWICK,OP    ,4803 West 10th Ave,Kennewick,WA,99336,Benton,4803 West 10th Ave,Kennewick,WA,99336,(509) 987-1778,,(509) 783-5995,1C,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","MCLAIN, TRYNA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752426,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752426
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",754673,40003149,46173,AF  ,The Lighthouse AFH LLC,OP    ,607 E 31ST COURT,KENNEWICK,WA,99337,Benton,607 E 31ST COURT,KENNEWICK,WA,99337,(509) 396-5830,,(509) 396-5831,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Tennancour, Deborah L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754673,No, 
Developmental Disabilities,Adult Family Home,751621,40009231,40745,AF  ,THE SOUND OF LIVING,OP    ,1615 S Garfield St,Kennewick,WA,99337,Benton,1615 S Garfield St,Kennewick,WA,99337,(509) 396-9057,,,1C,SPDD,1080XS-12 ,"GOLPHENEE, KATHERINE ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751621,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751621
"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",751948,40009450,41144,AF  ,THE SQUIRES RESIDENCE AFH,OP    ,6127 W VICTORIA AVE,KENNEWICK,WA,99336,Benton,6127 W VICTORIA AVE,KENNEWICK,WA,99336,(509) 737-8048,,(509) 737-8048,1C,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","SQUIRES, CARIE L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751948,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751948
"Mental Health, Dementia, Developmental Disabilities",No Contract,755051,40003000,46821,AF  ,The Vineyard AFH LLC,OP    ,609 E 31ST CT,KENNEWICK,WA,99337,Benton,609 E 31ST CT,KENNEWICK,WA,99337,(509) 586-7789,,(509) 586-7789,1C,"SPMI, SPDE, SPDD",,"Johnson, Lisa ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755051,No, 
Developmental Disabilities,No Contract,751937,40009419,41097,AF  ,WINTERS HAVEN ADULT FAMILY HOME,OP    ,204705 E SCHUSTER RD,KENNEWICK,WA,99337,Benton,204705 E SCHUSTER RD,KENNEWICK,WA,99337,(509) 551-2767,,(509) 987-1645,1C,SPDD,,"WINTERS, ROBERT ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751937,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751937
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,603900,40006039,37507,AF  ,ANGELAS ADULT FAMILY HOME,OP    ,1529 CHERRY STREET,WENATCHEE,WA,98801,Chelan,1529  CHERRY ST,WENATCHEE,WA,98801,(509) 665-3479,,(509) 665-3479,1C,"SPMI, SPDE, SPDD",1080XS-12 ,"Oeck, Angela M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=603900,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=603900
"Mental Health, Dementia, Developmental Disabilities",No Contract,753306,40010419,44408,AF  ,Caring Cottage LLC,OP    ,2023 Westhaven,Wenatchee,WA,98801,Chelan,2023 Westhaven,Wenatchee,WA,98801,(509) 888-4950,(509) 888-4960,,1C,"SPMI, SPDE, SPDD",,"Shieni, Miriam ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753306,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753306
Dementia,Adult Family Home,752727,40007138,42349,AF  ,Char's Family Home,OP    ,1128 Castlerock Ave,Wenatchee,WA,98801,Chelan,1128 Castlerock Ave,Wenatchee,WA,98801,(509) 888-0348,,(509) 888-0187,1C,SPDE,1080XS-12 ,"Olsen, Charlene M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752727,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752727
Developmental Disabilities,Adult Family Home,751981,40009454,41149,AF  ,CORNERSTONE COMMUNITY,OP    ,12125 DETILLION ROAD,LEAVENWORTH,WA,98826,Chelan,PO BOX 772,LEAVENWORTH,WA,98826,(509) 888-3311,,(509) 548-7167,1C,SPDD,1080XS-12 ,"Florea, Carl J. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751981,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751981
Developmental Disabilities,"Meaningful Day, Adult Family Home",752600,40009903,42166,AF  ,Coyote House,OP    ,11864 Sunitsch Canyon Road,Leavenworth,WA,98826,Chelan,11864 Sunitsch Canyon Road,Leavenworth,WA,98826,(509) 548-1200,,(509) 344-1443,1C,SPDD,"1080XS-12 , 1080XS-12 ","Harmening, Josh ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752600,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752600
"Mental Health, Dementia",Adult Family Home,754345,40011062,45889,AF  ,Ella's Adult Family Home,OP    ,1511 Elmwood St,Wenatchee,WA,98801,Chelan,1511 Elmwood St,Wenatchee,WA,98801,(509) 888-0519,,(509) 888-2047,1C,"SPMI, SPDE",1080XS-12 ,"Russell Phillips, Layceann ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754345,No, 
Dementia,Adult Family Home,321500,40003215,34953,AF  ,ENTIAT VALLEY SENIOR HOME,OP    ,6610 ROARING CREEK ROAD,ENTIAT,WA,98822,Chelan,6610 ROARING CREEK ROAD,ENTIAT,WA,98822,(509) 784-2247,,(509) 784-8063,1C,SPDE,1080XS-12 ,"Wood, Daniel L. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=321500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=321500
"Mental Health, Dementia",Adult Family Home,754198,40010457,45597,AF  ,Golden Years,OP    ,613 Royal Anne Dr,Wenatchee,WA,98801,Chelan,613 Royal Anne Dr,Wenatchee,WA,98801,(509) 470-7154,,(509) 470-7613,1C,"SPMI, SPDE",1080XS-12 ,"Garibay, Fabiola E. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754198,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754198
Dementia,Adult Family Home,754456,40011178,46151,AF  ,Gracious Hearts Adult Family Home LLC,OP    ,33 Furney St,Wenatchee,WA,98801,Chelan,33 Furney St,Wenatchee,WA,98801,(509) 470-6683,,(509) 888-0187,1C,SPDE,1080XS-12 ,"Huereca, Alicia S. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754456,No, 
Dementia,No Contract,752350,40009740,41802,AF  ,HODGSONS HOMECARE LLC,OP    ,1010 WASHINGTON ST,WENATCHEE,WA,98801,Chelan,1010 WASHINGTON ST,WENATCHEE,WA,98801,(509) 662-3872,,(509) 662-3872,1C,SPDE,,"FOSTER, GLORIA ",3,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752350,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752350
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,457200,40004572,36308,AF  ,HOME SWEET HOME,OP    ,1127 MONROE,WENATCHEE,WA,98801,Chelan,1127 MONROE,WENATCHEE,WA,98801,(509) 663-6901,,,1C,"SPMI, SPDE, SPDD",1080XS-12 ,"Clark, Brandy M. ",2,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=457200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=457200
"Mental Health, Dementia",Adult Family Home,753015,40007385,43845,AF  ,Rosewood Cottage at Lake Chelan,OP    ,320 E NIXON,CHELAN,WA,98816,Chelan,P.O. Box 1034,CHELAN,WA,98816,(509) 682-1072,(509) 682-1072,,1C,"SPMI, SPDE",1080XS-12 ,"Hernandez, Tereasa M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753015,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753015
"Dementia, Developmental Disabilities",Adult Family Home,754907,40005364,46679,AF  ,Seniors Serenity Adult Family Home,OP    ,2519 Cordell St,Wenatchee,WA,98801,Chelan,2519 Cordell St,Wenatchee,WA,98801,(509) 662-5300,,(509) 662-5311,1C,"SPDE, SPDD",1080XS-12 ,"Velazco, Miriam ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754907,No, 
"Mental Health, Dementia",Adult Family Home,476101,40004761,36503,AF  ,SOUVE FAMILY HOME,OP    ,2710 Number 1 CANYON ROAD,WENATCHEE,WA,98801,Chelan,2710 Number 1 CANYON ROAD,WENATCHEE,WA,98801,(509) 662-3634,,,1C,"SPMI, SPDE",1080XS-12 ,"Souve, Roger ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=476101,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=476101
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",752431,40007313,42022,AF  ,Sunnyslope Adult Family Home,OP    ,828 Beacon Rd,Wenatchee,WA,98802,Chelan,828 Beacon Rd,Wenatchee,WA,98802,(509) 470-8711,(509) 470-8712,,1C,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Larsen, Shauna A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752431,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752431
Developmental Disabilities,Adult Family Home,750698,40006391,39490,AF  ,THE BANGSUND DWELLING PLACE NFP,OP    ,12686 SHORE STREET,LEAVENWORTH,WA,98826,Chelan,12686 SHORE STREET,LEAVENWORTH,WA,98826,(509) 548-7108,,,1C,SPDD,1080XS-12 ,"Owens, Brian ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750698,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750698
"Mental Health, Dementia",No Contract,752215,40009691,41696,AF  ,THE MAPLE LODGE LLC,OP    ,1738 Maple St,Wenatchee,WA,98801,Chelan,1738 MAPLE ST,WENATCHEE,WA,98801,(509) 665-9494,,(509) 888-3444,1C,"SPMI, SPDE",,"Cook, Kellie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752215,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752215
"Mental Health, Dementia",No Contract,752349,40009736,41795,AF  ,TUSCANY COTTAGE,OP    ,2490 GOLF COURSE RD,MALAGA,WA,98828,Chelan,2490 GOLF COURSE RD,MALAGA,WA,98828,(509) 888-2736,,(509) 888-4863,1C,"SPMI, SPDE",,"BIGBULL, MISTY ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752349,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752349
"Mental Health, Dementia",Adult Family Home,753747,40007092,45021,AF  ,Tuscany Cottage Cordell,OP    ,2557 Cordell St,Wenatchee,WA,98801,Chelan,2557 Cordell St,Wenatchee,WA,98801,(509) 679-0508,,(509) 667-1452,1C,"SPMI, SPDE",1080XS-12 ,"BIGBULL, MISTY ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753747,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753747
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754652,40010715,46490,AF  ,Asis,OP    ,331 W Bell St,Sequim,WA,98382,Clallam,331 W Bell St,Sequim,WA,98382,(360) 477-4391,,,3G,"SPMI, SPDE, SPDD",1080XS-12 ,"Kendagor, Naomi ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754652,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",464000,40004640,36376,AF  ,CONNECTING LINKS ADULT FAMILY HOME,OP    ,73 SPORTSMANS CLUB RD,FORKS,WA,98331,Clallam,PO BOX 1787,FORKS,WA,98331,(360) 374-2044,,(360) 374-9130,3G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Middleton, Linda ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=464000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=464000
"Mental Health, Dementia",Adult Family Home,53300,40000533,31663,AF  ,GRACELAINE ASSISTED LIVING RES,OP    ,143 Mariners Dr,Sequim,WA,98382,Clallam,143 MARINERs DR,SEQUIM,WA,98382,(360) 681-0894,,,3G,"SPMI, SPDE",1080XS-12 ,"Robinson, Grace ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=53300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=53300
Dementia,No Contract,753766,40010622,44937,AF  ,Heavenly Homes,OP    ,1826 Melody Lane,Port Angeles,WA,98362,Clallam,1826 Melody Lane,Port Angeles,WA,98362,(360) 797-1495,,(360) 797-1495,3G,SPDE,,"Kerber, Suty ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753766,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753766
"Mental Health, Dementia",No Contract,685800,40006858,38177,AF  ,THE GOOD SHEPHERDS HAVEN INC,OP    ,2314 S LINCOLN,PORT ANGELES,WA,98362,Clallam,2314 S LINCOLN,PORT ANGELES,WA,98362,(360) 452-6043,,(360) 452-9506,3G,"SPMI, SPDE",,"Vogel, Kathryn L. ",3,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=685800,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=685800
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,684100,40006841,38164,AF  ,#1 Adult Care Home,OP    ,14316 SE 13TH ST,VANCOUVER,WA,98683,Clark,14316 SE 13TH ST,VANCOUVER,WA,98683,(360) 693-1076,(360) 891-3121,,3F,"SPMI, SPDE, SPDD",1080XS-12 ,"Nikiforyan, Anzhela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=684100,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=684100
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,753983,40010755,45230,AF  ,#1 Adult Care Home,OP    ,2600 SE Bella Vista Rd,Vancouver,WA,98683,Clark,2600 SE Bella Vista Rd,Vancouver,WA,98683,(360) 597-3049,,(360) 314-2277,3F,"SPMI, SPDE, SPDD",1080XS-12 ,"Nikiforyan, Anzhela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753983,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753983
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",753350,40010382,44314,AF  ,01 Briarwood Senior Family Home LLC,OP    ,1611 SE Briarwood Dr,Vancouver,WA,98683,Clark,1611 SE Briarwood Dr,Vancouver,WA,98683,(360) 977-0553,,(360) 718-8812,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Fureyster, Kristina ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753350,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753350
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",311000,40003110,34836,AF  ,1 Afrodita's Lovely Family Home,OP    ,1114 SE 144th Ct,Vancouver,WA,98683,Clark,1114 SE 144th Ct,Vancouver,WA,98683,(360) 891-4430,,(360) 604-2155,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Asanachescu, Cristian ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=311000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=311000
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",752720,40009945,42246,AF  ,A Adult Elder Care LLC,OP    ,15710 NE 28th St,Vancouver,WA,98682,Clark,15710 NE 28th St,Vancouver,WA,98682,(360) 597-4099,,(360) 314-2670,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Kornuta, Aureliya ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752720,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752720
"Mental Health, Dementia",Adult Family Home,754886,40006672,46669,AF  ,"A Beautiful Sunset, LLC",OP    ,802 SE 123rd Ave,Vancouver,WA,98683,Clark,802 SE 123rd Ave,Vancouver,WA,98683,(360) 984-6440,,(360) 216-7933,3E,"SPMI, SPDE",1080XS-12 ,"Gawlik, Adriana ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754886,No, 
"Mental Health, Developmental Disabilities","Expanded Community Services, Adult Family Home",752210,40009566,41341,AF  ,A Caring Heart Adult Residential Home,OP    ,13508 NE 22nd St,Vancouver,WA,98684,Clark,13508 NE 22nd St,Vancouver,WA,98684,(360) 314-2599,,,3F,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Kent, James I. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752210,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752210
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754449,40011241,46259,AF  ,A Golden Dream AFH LLC,OP    ,10703 NE 68th Circle,Vancouver,WA,98662,Clark,10703 NE 68th Circle,Vancouver,WA,98662,,,(360) 882-8221,3F,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kyshka, Olga ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754449,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754064,40010835,45381,AF  ,A Haven of Hope Adult Family Home LLC,OP    ,1709 SE 158th Ave,Vancouver,WA,98683,Clark,1709 SE 158th Ave,Vancouver,WA,98683,(360) 991-0143,,(360) 991-0143,3F,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Inhumang, Arleen F. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754064,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754064
"Mental Health, Dementia",Adult Family Home,750660,40004061,39339,AF  ,A Home for Elderly,OP    ,13208 NE Village Green Dr,Vancouver,WA,98684,Clark,13208 NE Village Green Dr,Vancouver,WA,98684,(360) 254-3498,(360) 254-3498,,3F,"SPMI, SPDE",1080XS-12 ,"Lomnasan, Lavinia D. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750660,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750660
Dementia,"Meaningful Day, Adult Family Home",751732,40005219,40838,AF  ,"A Home with Hope II, LLC",OP    ,12903 NE 3rd Ave,Vancouver,WA,98685,Clark,11415 NW 34th Ct,Vancouver,WA,98685,(360) 281-3529,,,3F,SPDE,"1080XS-12 , 1080XS-12 ","Concepcion-Reffett, Maryhope B. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751732,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751732
Dementia,"Meaningful Day, Adult Family Home",751345,40008951,40292,AF  ,A Home With Hope LLC,OP    ,13005 NE 3rd Ave,Vancouver,WA,98685,Clark,11415 NW 34th Ct,Vancouver,WA,98685,(360) 859-3834,,(360) 859-3841,3F,SPDE,"1080XS-12 , 1080XS-12 ","Concepcion-Reffett, Maryhope B. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751345,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751345
"Mental Health, Dementia","Meaningful Day, Expanded Community Services, Adult Family Home",753521,40009106,44559,AF  ,A Loving Heart AFH,OP    ,12411 SE McGillivray Blvd,Vancouver,WA,98683,Clark,919 SE 119th Ave,Vancouver,WA,98683,(360) 859-3465,,(360) 859-3453,3F,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Gonzalez, Raquel ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753521,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753521
Dementia,Adult Family Home,753028,40010183,43916,AF  ,A Meadow View AFH LLC,OP    ,26502 SE 5th St,Camas,WA,98607,Clark,26502 SE 5th St,Camas,WA,98607,(360) 335-3238,(360) 369-4831,,3F,SPDE,1080XS-12 ,"Stephens, Joseph G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753028,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753028
"Mental Health, Dementia",Adult Family Home,753418,40010427,44432,AF  ,A Place For Mom Senior Care LLC,OP    ,12210 NE 105th St,Vancouver,WA,98682,Clark,12210 NE 105th St,Vancouver,WA,98682,(360) 977-9477,(360) 852-8737,,3F,"SPMI, SPDE",1080XS-12 ,"Carai, Galina A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753418,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753418
None,Adult Family Home,753090,40009385,44074,AF  ,A Place to Call Home LLC,OP    ,14802 NE 117th Circle,Vancouver,WA,98682,Clark,14802 NE 117th Circle,Vancouver,WA,98682,(360) 931-1373,(360) 828-1633,,3F,,1080XS-12 ,"Simmons, Michelle J. ",8,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753090,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753090
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,753190,40010184,43918,AF  ,A Quiet Haven AFH,OP    ,7709 NE 107th Ave Bldg 1,Vancouver,WA,98662,Clark,7709 NE 107th Ave Bldg 1,Vancouver,WA,98662,(360) 254-3998,(360) 254-3998,,3F,"SPMI, SPDE, SPDD",1080XS-12 ,"Basov, Christina T. ",2,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753190,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753190
