State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip,Phone Number,County,Capacity,Ownership Type,License Number
PERSONAL CARE HOMES,KEYSTONE HOSPICE,KEYSTONE HOSPICE,"8765 STENTON AVENUE,",WYNDMOOR,PA,19038,2158362440,MONTGOMERY,20,NON-PROFIT,127970
PERSONAL CARE HOMES,KEYSTONE HUMAN SERVICES,KEYSTONE HUMAN SERVICES,"759 CRAWFORD ROAD,",PITTSBURGH,PA,15237,4123541006,ALLEGHENY,8,NON-PROFIT,447390
PERSONAL CARE HOMES,KEYSTONE MENTAL HEALTH SERVICES - MCKINLEY ST. PCH,"KEYSTONE SERVICE SYSTEMS, INC.","1280 MCKINLEY STREET,",CHAMBERSBURG,PA,17201,7172610515,FRANKLIN,8,NON-PROFIT,320340
PERSONAL CARE HOMES,KEYSTONE VILLA AT DOUGLASSVILLE PERSONAL CARE,HSL DOUGLASSVILLE SUBTENANT LLC,"1152 BEN FRANKLIN HIGHWAY EAST,",DOUGLASSVILLE,PA,19518,6103852000,BERKS,168,PROFIT,227680
PERSONAL CARE HOMES,KEYSTONE VILLA AT EPHRATA,HSL EPHRATA SUBTENANT LLC,"100 NORTH STATE STREET,",EPHRATA,PA,17522,7174666330,LANCASTER,100,PROFIT,334660
PERSONAL CARE HOMES,KEYSTONE VILLA AT FLEETWOOD,HSL BLANDON SUBTENANT LLC,"501 HOCH ROAD,",BLANDON,PA,19510,4846378300,BERKS,65,PROFIT,227700
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES - BEAVER CREEK SCR,KEYSTONE SERVICE SYSTEMS INC,"676 BEAVER CREEK ROAD,",HANOVER,PA,17331,5702861757,ADAMS,8,NON-PROFIT,334800
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES - SCR CUMBERLAND ST,KEYSTONE SERVICE SYSTEMS INC,"341 CUMBERLAND STREET,",LEBANON,PA,17042,7176824071,LEBANON,8,NON-PROFIT,336720
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES - SCR RAGGED EDGE RD,KEYSTONE SERVICE SYSTEMS INC,"400 RAGGED EDGE ROAD,",CHAMBERSBURG,PA,17202,5702861757,FRANKLIN,8,NON-PROFIT,336460
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-CHAMBERS ST. SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"1025 CHAMBERS STREET,",HARRISBURG,PA,17113,7179391979,DAUPHIN,8,NON-PROFIT,304830
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-GARDNERS SCR,KEYSTONE SERVICE SYSTEMS INC,"221 OLD STATE ROAD,",GARDNERS,PA,17324,7174868888,CUMBERLAND,8,NON-PROFIT,315070
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-GREEN STREET SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"2900 GREEN STREET,",HARRISBURG,PA,17110,7175588450,DAUPHIN,8,NON-PROFIT,328780
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-QUEEN ST SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"2033 SOUTH QUEEN STREET,",YORK,PA,17402,7175588450,YORK,8,NON-PROFIT,329500
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-REYNOLDS LANE SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"5250 REYNOLDS LANE,",HARRISBURG,PA,17111,7175580906,DAUPHIN,8,NON-PROFIT,316580
PERSONAL CARE HOMES,KHS MENTAL HEALTH SERVICES-SILVER SPRING SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"427 HOGESTOWN ROAD,",MECHANICSBURG,PA,17050,7177665157,CUMBERLAND,8,NON-PROFIT,305710
PERSONAL CARE HOMES,KHS MENTAL HEATLTH SERVICES MARKET ST SPECIALIZED COMM RES,KEYSTONE SERVICE SYSTEMS INC,"1926 EAST MARKET STREET,",YORK,PA,17402,7177552103,YORK,8,NON-PROFIT,312380
PERSONAL CARE HOMES,KING'S PERSONAL CARE HOME,RAYALENE KING,"390 MOUNTAIN ROAD,",UNIONTOWN,PA,15401,7245649788,FAYETTE,16,PROFIT,410050
PERSONAL CARE HOMES,KINGSTON MANOR PERSONAL CARE CENTER,KINGSTON MANOR PCH LLC,"700 THIRD AVENUE,",KINGSTON,PA,18704,5702833660,LUZERNE,122,PROFIT,225570
PERSONAL CARE HOMES,KINKORA PYTHIAN HOME,KNIGHTS OF PYTHIAS,"25 COVE ROAD,",DUNCANNON,PA,17020,7178344887,PERRY,65,NON-PROFIT,342990
PERSONAL CARE HOMES,KIRKLAND VILLAGE,"PRESBYTERIAN HOMES, INC.","1 KIRKLAND VILLAGE,",BETHLEHEM,PA,18017,6106914500,NORTHAMPTON,64,NON-PROFIT,220500
PERSONAL CARE HOMES,KNICKERBOCKER VILLA,"KNICKERBOCKER ACQUISITION, LLC","304 SOUTH SECOND STREET,",CLEARFIELD,PA,16830,8147651933,CLEARFIELD,70,PROFIT,448700
PERSONAL CARE HOMES,LA CASA PERSONAL CARE HOME,LAURA B SEGERS AND JOEL W SEGERS,"1502 E. WASHINGTON STREET,",NEW CASTLE,PA,16101,7246547824,LAWRENCE,13,PROFIT,402110
PERSONAL CARE HOMES,LABOR OF LOVE - BUILDING 3,LABOR OF LOVE INC,"1140 NORTH 63RD STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,12,PROFIT,101890
PERSONAL CARE HOMES,LABOR OF LOVE-BUILDING 1,LABOR OF LOVE INC,"2029 NORTH 62ND STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,11,PROFIT,145570
PERSONAL CARE HOMES,LABOR OF LOVE-BUILDING 2,LABOR OF LOVE INC,"2037 NORTH 62ND STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,10,PROFIT,116370
PERSONAL CARE HOMES,LAKEVIEW AT TEL HAI PERSONAL CARE,TEL HAI RETIREMENT COMMUNITY,"PO BOX 190,4200 TEL HAI CIRCLE,",HONEY BROOK,PA,19344,6102739333,CHESTER,100,NON-PROFIT,173640
PERSONAL CARE HOMES,LAKEVIEW PERSONAL CARE,EMBASSY DARLINGTON LLC,"498 LISBON ROAD,",DARLINGTON,PA,16115,7244956139,BEAVER,92,PROFIT,451610
PERSONAL CARE HOMES,LAKEVIEW SENIOR LIVING,LAKEVIEW SENIOR CARE AND LIVING CENTER LLC,"15 WEST WILLOW STREET,","SMETHPORT,",PA,16749,8148875716,MCKEAN,28,PROFIT,426510
PERSONAL CARE HOMES,LANDIS HOMES RETIREMENT COMMUNITY,LANDIS HOMES RETIREMENT COMMUNITY,"1001 EAST OREGON ROAD,",LITITZ,PA,17543,7175693271,LANCASTER,124,NON-PROFIT,321770
PERSONAL CARE HOMES,LANE AVENUE PERSONAL CARE HOME,WILBRI INC,"206 LANE AVENUE,",PUNXSUTAWNEY,PA,15767,8149382572,JEFFERSON,42,PROFIT,424090
PERSONAL CARE HOMES,"LASOSKY'S PERSONAL CARE HOME, INC.",LASOSKYS PERSONAL CARE HOME INC,"23 MAIN STREET,",CLARKSVILLE,PA,15322,7243772680,WASHINGTON,25,PROFIT,418580
PERSONAL CARE HOMES,LATROBE MANOR,LATROBE MANOR LLC,"501 SOUTH ALEXANDRIA STREET,",LATROBE,PA,15650,7245373334,WESTMORELAND,38,PROFIT,451030
PERSONAL CARE HOMES,LAUREL CENTER,125 HOLLY ROAD OPERATIONS LLC,"125 HOLLY ROAD,",HAMBURG,PA,19526,6105622284,BERKS,38,PROFIT,222020
PERSONAL CARE HOMES,LAUREL VIEW VILLAGE,"ALLEGHENY CHRISTIAN MINISTRIES, INC.","2000 CAMBRIDGE DRIVE,",DAVIDSVILLE,PA,15928,8142882724,SOMERSET,107,NON-PROFIT,321350
PERSONAL CARE HOMES,LAURELBROOKE PERSONAL CARE,WRC PENNSYLVANIA MEMORIAL HOME,"133 LAURELBROOKE DRIVE,",BROOKVILLE,PA,15825,8148493615,JEFFERSON,50,NON-PROFIT,424630
PERSONAL CARE HOMES,LEAH'S VICTORIAN COTTAGE I,LEAH C ILGENFRITZ,"511 PARK AVENUE,",SCOTTDALE,PA,15683,7248873920,WESTMORELAND,30,PROFIT,429350
PERSONAL CARE HOMES,LEBANON VALLEY BRETHREN HOME,LEBANON VALLEY BRETHREN HOME,"1200 GRUBB STREET,",PALMYRA,PA,17078,7178385406,LEBANON,58,NON-PROFIT,342960
PERSONAL CARE HOMES,LEBANON VALLEY HOME,UNITED CHURCH OF CHRIST HOMES INC,"550 EAST MAIN STREET,",ANNVILLE,PA,17003,7178674467,LEBANON,40,NON-PROFIT,347800
PERSONAL CARE HOMES,LEGACY GARDENS OF BRISTOL,LEGACY AT BRISTOL INC,"2022 BATH ROAD,",BRISTOL,PA,19007,2157818700,BUCKS,26,PROFIT,131080
PERSONAL CARE HOMES,LEGACY PLACE COTTAGES,JAH-JIREH HOMES OF AMERICA - ALLENTOWN,"2051 BEVIN DRIVE,",ALLENTOWN,PA,18103,4848603900,LEHIGH,48,NON-PROFIT,225510
PERSONAL CARE HOMES,LEGEND PERSONAL CARE AND MEMORY CARE OF ALLENTOWN,ALLENTOWN PCH LLC,"6043 LOWER MACUNGIE ROAD,",MACUNGIE,PA,18062,6104260223,LEHIGH,100,PROFIT,227320
PERSONAL CARE HOMES,LEGEND PERSONAL CARE AND MEMORY CARE OF LANCASTER,LANCASTER PCH LLC,"31 MILLERSVILLE ROAD,",LANCASTER,PA,17603,7172088655,LANCASTER,100,PROFIT,333060
PERSONAL CARE HOMES,LEGEND PERSONAL CARE AND MEMORY CARE OF LITITZ,LITITZ PCH LLC,"80 WEST MILLPORT ROAD,",LITITZ,PA,17543,7172834255,LANCASTER,100,PROFIT,332980
PERSONAL CARE HOMES,LEHIGH COMMONS,1680 SPRING CREEK ROAD OPERATIONS LLC,"1680 SPRING CREEK ROAD,",MACUNGIE,PA,18062,6105308089,LEHIGH,80,PROFIT,222050
PERSONAL CARE HOMES,LEIGHTON PLACE,WILLIAMSPORT AID II OPCO LLC,"1251 RURAL AVENUE,",WILLIAMSPORT,PA,17701,5703221125,LYCOMING,65,PROFIT,226600
PERSONAL CARE HOMES,LEISURE LIVING RETIREMENT HOME,LEISURE LIVING RETIREMENT HOME LLC,"29169 GREAT COVE ROAD,",FT. LITTLETON,PA,17223,7179873082,FULTON,38,PROFIT,315520
PERSONAL CARE HOMES,LIBERTY SQUARE PERSONAL CARE,PERSONACORP INC,"86 MAIN STREET,",STOUCHSBURG,PA,19567,6105891679,BERKS,19,PROFIT,205720
PERSONAL CARE HOMES,LIFE'S PROMISE PERSONAL CARE HOME,LIFE S PROMISE PCH INC,"2053 STATE ROUTE 711,",LIGONIER,PA,15658,7243228814,WESTMORELAND,18,PROFIT,448390
PERSONAL CARE HOMES,LIGHTHOUSE PERSONAL CARE HOME,MILDRED A CALLAHAN,"1007 PARK STREET,",MCKEESPORT,PA,15132,4128961806,ALLEGHENY,19,PROFIT,433230
PERSONAL CARE HOMES,LIGONIER GARDENS,THE BETHLEN HOME OF HUNGARIAN REFORMED FEDERATION OF AMERIC,"2018 ROUTE 30 EAST,",LIGONIER,PA,15658,7242383517,WESTMORELAND,71,NON-PROFIT,428050
PERSONAL CARE HOMES,LINCOLN CHRISTIAN HOME,WEAVERLAND MENNONITE HOMES,"1307 APPLE STREET,",EPHRATA,PA,17522,7177330080,LANCASTER,93,NON-PROFIT,329380
PERSONAL CARE HOMES,LINDEN VILLAGE MANOR CARE HEALTH SERVICES,MANOR CARE LINDEN VILLAGE OF LEBANON PA LLC,"100 TUCK STREET,",LEBANON,PA,17042,7172747400,LEBANON,64,PROFIT,324270
PERSONAL CARE HOMES,LINT'S PERSONAL CARE HOME,ALWAYS CARE LLC,"697 VANDERBILT ROAD,",CONNELLSVILLE,PA,15425,7246268112,FAYETTE,41,PROFIT,443952
PERSONAL CARE HOMES,LIZA'S HOUSE,ELITE CARE GROUP LLP,"1357 BLUE MOUNTAIN DRIVE,",DANIELSVILLE,PA,18038,6107601970,NORTHAMPTON,30,PROFIT,214770
PERSONAL CARE HOMES,LOCUST GROVE PERSONAL CARE,WEST MIFFLIN OPERATING LP,"4043 IRENE STREET,",WEST MIFFLIN,PA,15122,4124617210,ALLEGHENY,120,PROFIT,443410
PERSONAL CARE HOMES,LOGAN PLACE,LOGAN AID OPCO LLC,"180 CRAIGDELL ROAD,",LOWER BURRELL,PA,15068,7243340529,WESTMORELAND,47,PROFIT,444940
PERSONAL CARE HOMES,LONGWOOD AT OAKMONT PERSONAL CARE CENTER,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",VERONA,PA,15147,4128264800,ALLEGHENY,40,NON-PROFIT,441390
PERSONAL CARE HOMES,LONGWOOD AT OAKMONT PERSONAL CARE CENTER,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",VERONA,PA,15147,4128264800,ALLEGHENY,49,NON-PROFIT,429900
PERSONAL CARE HOMES,LOWRIE PLACE,LOWRIE AID OPCO LLC,"100 STERLING VILLAGE DRIVE,",BUTLER,PA,16001,7242872171,BUTLER,47,PROFIT,444960
PERSONAL CARE HOMES,LOYALHANNA HEALTH CARE ASSOCIATES,LOYALHANNA HEALTH CARE ASSOCIATES,"543 MCFARLAND ROAD,",LATROBE,PA,15650,7245375500,WESTMORELAND,84,PROFIT,446590
PERSONAL CARE HOMES,LUTHER CREST RETIREMENT COMMUNITY,DIAKON LUTHERAN SOCIAL MINISTRIES,"COMMONS, 800 HAUSMAN ROAD,",ALLENTOWN,PA,18104,6106821262,LEHIGH,71,NON-PROFIT,216290
PERSONAL CARE HOMES,LUTHERAN COMMUNITY AT TELFORD,LUTHERAN COMMUNITY AT TELFORD,"235 NORTH WASHINGTON STREET,",TELFORD,PA,18969,2157239819,BUCKS,125,NON-PROFIT,126720
PERSONAL CARE HOMES,LUTHERAN HOME AT KANE/RESIDENTIAL CARE CENTER,LUTHERAN HOME AT KANE,"100 HIGH POINT DRIVE,",KANE,PA,16735,8148378770,MCKEAN,33,NON-PROFIT,426450
PERSONAL CARE HOMES,LUTHERAN SENIOR LIFE PASSAVANT COMMUNITY,PASSAVANT RETIREMENT AND HEALTH CENTER,"103 BURGESS DRIVE,",ZELIENOPLE,PA,16063,7244525400,BUTLER,68,NON-PROFIT,446120
PERSONAL CARE HOMES,LYNN HAVEN PERSONAL CARE HOME,RENEE STUCKICH,"119 WALNUT STREET, PO BOX 484,",BLACK LICK,PA,15716,7242489600,INDIANA,36,PROFIT,445160
PERSONAL CARE HOMES,LYTLE'S PERSONAL CARE HOME LLC,LYTLES PERSONAL CARE HOME LLC,"4508 NATIONAL PIKE,",MARKLEYSBURG,PA,15459,8142790961,FAYETTE,30,PROFIT,443910
PERSONAL CARE HOMES,M.H.A. ENHANCED PERSONAL CARE HOME,MENTAL HEALTH ASSOCIATION OF WASHINGTON COUNTY,"200 SPRING STREET,",BENTLEYVILLE,PA,15314,7242393775,WASHINGTON,12,NON-PROFIT,424150
PERSONAL CARE HOMES,MAGNOLIA MANOR,VINEYARD OF THE LORD INC,"6 REES DRIVE,",WILLOW STREET,PA,17584,7174641237,LANCASTER,16,NON-PROFIT,331340
PERSONAL CARE HOMES,MAGNOLIA PLACE OF SAXONBURG,MAGNOLIA PLACE MANAGEMENT LLC,"100 BELLA COURT,",SAXONBURG,PA,16056,7243522827,BUTLER,84,PROFIT,450900
PERSONAL CARE HOMES,MAGNOLIAS OF CHAMBERSBURG - BUILDING 1,"TITHONUS CHAMBERSBURG, LP","735 NORLAND AVENUE,",CHAMBERSBURG,PA,17201,7172646000,FRANKLIN,26,PROFIT,307670
PERSONAL CARE HOMES,MAGNOLIAS OF CHAMBERSBURG - BUILDING 2,TITHONUS CHAMBERSBURG LP,"745 NORLAND AVENUE,",CHAMBERSBURG,PA,17201,7172646000,FRANKLIN,26,PROFIT,307690
PERSONAL CARE HOMES,MAGNOLIAS OF LANCASTER,"TITHONUS LANCASTER, LP","1870 ROHRESTOWN ROAD,",LANCASTER,PA,17601,7175601100,LANCASTER,38,PROFIT,322590
PERSONAL CARE HOMES,MAHONING RIVERSIDE MANOR,MAHONING RIVERSIDE MANOR,"98 FOUNDRY STREET,",PUNXSUTAWNEY,PA,15767,8149381745,JEFFERSON,44,PROFIT,406810
PERSONAL CARE HOMES,MAIDENCREEK PLACE,READING AID II OPCO LLC,"105 DRIES ROAD,",READING,PA,19605,6109267600,BERKS,75,PROFIT,226580
PERSONAL CARE HOMES,MANATAWNY MANOR,DIAKON LUTHERAN SOCIAL MINISTRIES,"30 OLD SCHUYLKILL ROAD,",POTTSTOWN,PA,19465,6107053700,CHESTER,124,NON-PROFIT,104360
PERSONAL CARE HOMES,MANCHESTER COMMONS OF PRESBYTERIAN SENIOR CARE,THE PRESBYTERIAN HOMES IN THE PRESBY OF LAKE ERIE,"6351 WEST LAKE ROAD,",ERIE,PA,16505,8148389191,ERIE,80,NON-PROFIT,450560
PERSONAL CARE HOMES,MAPLE LEAF PERSONAL CARE HOME,GRACE CARE INC,"149 EAST SUNBURY STREET,",SHAMOKIN,PA,17872,5706483895,NORTHUMBERLAND,30,PROFIT,210790
PERSONAL CARE HOMES,MAPLE SHADE MEADOWS SENIOR LIVING,MAPLE SHADE MEADOWS LP,"50 EAST LOCUST STREET,",NESQUEHONING,PA,18240,5706695500,CARBON,104,PROFIT,204000
PERSONAL CARE HOMES,MAPLE VALLEY PERSONAL CARE HOME,MAPLE VALLEY PERSONAL CARE HOME INC,"2212 ANTHONY RUN ROAD,",INDIANA,PA,15701,7244654343,INDIANA,40,PROFIT,427690
PERSONAL CARE HOMES,MAPLE WINDS PERSONAL CARE,MAPLE WINDS HEALTHCARE AND REHABILITATION CENTER LLC,"4112 SPRINGHILL ROAD,",PORTAGE,PA,15946,8147366000,CAMBRIA,22,PROFIT,333250
PERSONAL CARE HOMES,MAPLEWOOD PERSONAL CARE HOME,MCDOWELL INC,"461 MAPLEWOOD AVENUE,",AMBRIDGE,PA,15003,7242664485,BEAVER,37,PROFIT,458370
PERSONAL CARE HOMES,MARIA HALL,"MARIA HALL, INC.","190 MARIA HALL DR., 3RD FLOOR,",DANVILLE,PA,17821,5702751120,MONTOUR,36,NON-PROFIT,215210
PERSONAL CARE HOMES,MARIA JOSEPH MANOR,SISTERS OF SAINTS CYRIL AND METHODIUS,"1707 MONTOUR BOULEVARD,",DANVILLE,PA,17821,5702754221,MONTOUR,95,NON-PROFIT,200320
PERSONAL CARE HOMES,MARIAN MANOR CORPORATION,MARIAN MANOR CORPORATION,"2695 WINCHESTER DRIVE,",PITTSBURGH,PA,15220,4124404321,ALLEGHENY,57,NON-PROFIT,429610
PERSONAL CARE HOMES,MARION MANOR SENIOR LIVING,GUARDIAN ELDER CARE AT CURWENSVILLE LLC,"1223 SCHOFIELD ST, EXTENSION,",CURWENSVILLE,PA,16833,8142368333,CLEARFIELD,40,PROFIT,448690
PERSONAL CARE HOMES,MARIS GROVE,MARIS GROVE INC,"500 MARIS GROVE WAY,",GLEN MILLS,PA,19342,6103874630,DELAWARE,66,NON-PROFIT,134660
PERSONAL CARE HOMES,MARISSA'S CORNER PERSONAL CARE,CLARENCE AND CAROL SCHMUCK,"1404 THIRD AVENUE,",YORK,PA,17403,7178552188,YORK,13,PROFIT,319260
PERSONAL CARE HOMES,MARQUIS GARDENS PLACE,MARQUIS AID OPCO LLC,"660 CHERRY TREE LANE,",UNIONTOWN,PA,15401,7244307258,FAYETTE,47,PROFIT,444950
PERSONAL CARE HOMES,"MARTHA'S MANOR, INC.",MARTHAS MANOR INC,"124 COSEY LANE,",LILLY,PA,15938,8148865180,CAMBRIA,25,PROFIT,322940
PERSONAL CARE HOMES,MARTIN'S CARE HOME,MARTINS CARE HOME INC,"522 WEST MAIN STREET,",ROCKWOOD,PA,15557,8149263062,SOMERSET,18,PROFIT,321540
PERSONAL CARE HOMES,MASONIC VILLAGE AT ELIZABETHTOWN,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"ONE MASONIC DRIVE,",ELIZABETHTOWN,PA,17022,7173671121,LANCASTER,135,NON-PROFIT,330080
PERSONAL CARE HOMES,MASONIC VILLAGE AT SEWICKLEY-STAR POINTS BUILDING,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"1000 MASONIC DRIVE,",SEWICKLEY,PA,15143,4127411400,ALLEGHENY,64,NON-PROFIT,444390
PERSONAL CARE HOMES,MASONIC VILLAGE OF LAFAYETTE HILL,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"801 RIDGE PIKE,",LAFAYETTE HILL,PA,19444,6108256100,MONTGOMERY,51,NON-PROFIT,138700
PERSONAL CARE HOMES,MASONIC VILLAGE OF WARMINSTER,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"850 NORRISTOWN ROAD,",WARMINSTER,PA,18974,2156722500,BUCKS,19,NON-PROFIT,138710
PERSONAL CARE HOMES,MCCALLUM ASSISTED LIFE,WILMATT INC,"7141 MCCALLUM STREET,",PHILADELPHIA,PA,19119,2152422991,PHILADELPHIA,48,PROFIT,144450
PERSONAL CARE HOMES,MCCLOUD'S PERSONAL CARE,SHELLEY R SMITH,"1518 WEST HAINES STREET,",PHILADELPHIA,PA,19126,2152241752,PHILADELPHIA,8,PROFIT,145660
PERSONAL CARE HOMES,MCCULLOUGH PLACE,MCCULLOUGH AID OPCO LLC,"500 CHENEY OAK DRIVE,",JOHNSTOWN,PA,15905,8142552213,CAMBRIA,55,PROFIT,330640
PERSONAL CARE HOMES,MCMAHON CARE,MCMAHON CARE LLC,"73 PINE STREET,",HILLSGROVE,PA,18619,5709244506,SULLIVAN,10,PROFIT,227480
PERSONAL CARE HOMES,MCVEY PERSONAL CARE HOME,JEAN MCVEY,"235 NORTH GALLATIN AVENUE,",UNIONTOWN,PA,15401,7244373235,FAYETTE,8,PROFIT,460240
PERSONAL CARE HOMES,MEADOW GLEN AT PHOEBE RICHLAND,PHOEBE RICHLAND HEALTH CARE CENTER,"108 SOUTH MAIN STREET,",RICHLANDTOWN,PA,18955,2673714539,BUCKS,100,NON-PROFIT,142250
PERSONAL CARE HOMES,MEADOW RIDGE AT WILLOW VALLEY,WILLOW VALLEY COMMUNITIES,"925 WILLOW VALLEY LAKES DRIVE,",WILLOW STREET,PA,17584,7174908100,LANCASTER,156,NON-PROFIT,322050
PERSONAL CARE HOMES,MEADOW VIEW AT GARDEN SPOT VILLAGE,GARDEN SPOT VILLAGE,"800 KRAYBILL AVENUE,",NEW HOLLAND,PA,17557,7173556136,LANCASTER,50,NON-PROFIT,336630
PERSONAL CARE HOMES,MEADOWOOD,MEADOWOOD CORPORATION,"P.O.BOX 670, 3205 SKIPPACK PIKE",WORCESTER,PA,19490,6105841000,MONTGOMERY,76,NON-PROFIT,127870
PERSONAL CARE HOMES,MEADOWS LIVING CENTER AT COUNTRY MEADOWS OF BETHLEHEM,COUNTRY MEADOWS OF NORTHAMPTON ASSOCIATES LP,"4005 GREEN POND ROAD,",BETHLEHEM,PA,18020,6108823190,NORTHAMPTON,64,PROFIT,237880
PERSONAL CARE HOMES,MELODY MANOR,MELODY MANOR PCH LLC,"413 NORTH MCKEAN STREET,",KITTANNING,PA,16201,7245451564,ARMSTRONG,43,PROFIT,446760
PERSONAL CARE HOMES,MEMORY MEADOWS PERSONAL CARE HOME,ROSS' MEMORY MEADOWS ASSISTED LIVING FACILITY LLC,"321 GODFREY ROAD,",LEECHBURG,PA,15656,7242360136,ARMSTRONG,8,PROFIT,447050
PERSONAL CARE HOMES,MENNO HAVEN MEMORY CARE - 1,MENNO HAVEN INC,"700 NORTH PENN HALL DRIVE,",CHAMBERSBURG,PA,17201,7172610220,FRANKLIN,15,NON-PROFIT,335120
PERSONAL CARE HOMES,MENNO HAVEN MEMORY CARE - 2,MENNO HAVEN INC,"702 NORTH PENN HALL DRIVE,",CHAMBERSBURG,PA,17201,7172610220,FRANKLIN,15,NON-PROFIT,335130
PERSONAL CARE HOMES,MERAKEY MONTGOMERY COUNTY,MERAKEY MONTGOMERY COUNTY,"478 BETHLEHEM PIKE,",FORT WASHINGTON,PA,19034,2156414935,MONTGOMERY,8,NON-PROFIT,127950
PERSONAL CARE HOMES,MERAKEY PENNSYLVANIA,MERAKEY PENNSYLVANIA,"1460 PEIFFERS LANE,",STEELTON,PA,17113,7174413700,DAUPHIN,6,NON-PROFIT,310360
PERSONAL CARE HOMES,MERAKEY PENNSYLVANIA,MERAKEY PENNSYLVANIA,"1071 PAGE ROAD,",HARRISBURG,PA,17111,7172436033,DAUPHIN,8,NON-PROFIT,321000
PERSONAL CARE HOMES,MERAKEY PENNSYLVANIA,MERAKEY PENNSYLVANIA,"515 DELAWARE AVENUE,",BETHLEHEM,PA,18015,6108668331,LEHIGH,16,NON-PROFIT,224010
PERSONAL CARE HOMES,MERAKEY PENNSYLVANIA,MERAKEY PENNSYLVANIA,"108 CEDARWOOD CIRCLE,",RUSSELLTON,PA,15076,4122471091,ALLEGHENY,10,NON-PROFIT,438420
PERSONAL CARE HOMES,MERCY BEHAVIORAL HEALTH - MUNHALL MANOR,MERCY LIFE CENTER CORPORATION,"2514 MAIN STREET,",MUNHALL,PA,15120,4124618392,ALLEGHENY,16,NON-PROFIT,434730
PERSONAL CARE HOMES,MERCY CENTER PERSONAL CARE HOME,MERCY CENTER NURSING UNIT INC,"P.O. BOX 370, LAKE STREET,",DALLAS,PA,18612,5706752131,LUZERNE,92,NON-PROFIT,237530
PERSONAL CARE HOMES,MERRILL GARDENS AT GLEN MILLS,BH GLEN MILLS MANAGEMENT PA LLC,"52 BALTIMORE PIKE,",GLEN MILLS,PA,19342,6103585220,DELAWARE,120,PROFIT,146700
PERSONAL CARE HOMES,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,MESSIAH HOME INC,"100 MT. ALLEN DRIVE,",MECHANICSBURG,PA,17055,7176974666,CUMBERLAND,238,NON-PROFIT,342910
PERSONAL CARE HOMES,MICHAUX MANOR LIVING CENTER,DALT PROPERTIES INC,"11302 SOUTH MOUNTAIN ROAD,",FAYETTEVILLE,PA,17222,7177495000,FRANKLIN,65,PROFIT,343870
PERSONAL CARE HOMES,MID-VALLEY MANOR PERSONAL CARE CENTER,MID-VALLEY MANOR PCH LLC,"65 STURGES ROAD,",PECKVILLE,PA,18452,5703839855,LACKAWANNA,90,PROFIT,225660
PERSONAL CARE HOMES,MIFFLIN COURT,450 EAST PHILADELPHIA AVENUE OPERATIONS LLC,"450 EAST PHILADELHIA AVENUE,",SHILLINGTON,PA,19607,6107961600,BERKS,67,PROFIT,222060
PERSONAL CARE HOMES,MILLER PERSONAL CARE AT 19TH AND CHEW,PHOEBE HOME INCORPORATED,"1925 TURNER STREET,",ALLENTOWN,PA,18104,6107945231,LEHIGH,60,NON-PROFIT,216170
PERSONAL CARE HOMES,MILLER PERSONAL CARE HOME,MICHAEL R. MILLER,"1216 PERKIOMEN AVENUE,",READING,PA,19602,6103749203,BERKS,18,PROFIT,205130
PERSONAL CARE HOMES,MILTON DEVELOPMENTAL SERVICES,MILTON DEVELOPMENTAL SERVICES INC,"58 WALNUT STREET, P.O. BOX 416,",MILTON,PA,17847,5707427535,NORTHUMBERLAND,18,PROFIT,213730
PERSONAL CARE HOMES,MILTON DEVELOPMENTAL SERVICES II,MILTON DEVELOPMENTAL SERVICES INC,"60 WALNUT STREET, P.O. BOX 416,",MILTON,PA,17847,5707429849,NORTHUMBERLAND,24,PROFIT,202150
