State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,Beechwood Center 5,"WOODS SERVICES, INC.","135 WEST RICHARDSON AVENUE,",Langhorne,PA,19047,2157504001.0,Bucks,7,NON-PROFIT,129670,6/30/21
PERSONAL CARE HOME,Beechwood Center 6,"WOODS SERVICES, INC.","166 BRENDWOOD DRIVE,",Langhorne,PA,19047,2157504001.0,Bucks,5,NON-PROFIT,129680,6/30/21
PERSONAL CARE HOME,Beechwood Center 7,"WOODS SERVICES, INC.","228 SOUTH BELLEVUE AVENUE,",Langhorne,PA,19047,2157504001.0,Bucks,8,NON-PROFIT,129690,6/30/21
PERSONAL CARE HOME,Beechwood Center 8,WOODS SERVICES INC,"94 OAKWOOD DRIVE,",Langhorne,PA,19047,2157504000.0,Bucks,8,NON-PROFIT,140600,6/30/21
PERSONAL CARE HOME,Beechwood Center 9,WOODS SERVICES INC,"92 OAKWOOD DRIVE,",Langhorne,PA,19047,2157504299.0,Bucks,8,NON-PROFIT,140830,6/30/21
PERSONAL CARE HOME,Beechwood Court At Lafayette Manor,LAFAYETTE MANOR INC LMI,"145 LAFAYETTE MANOR ROAD,",Uniontown,PA,15401,7244346024.0,Fayette,64,PROFIT,409610,6/30/21
PERSONAL CARE HOME,Belle Reve Senior Living Center,CARE HSL BELLE REVE OPCO LLC,"404 EAST HARFORD STREET,",Milford,PA,18337,5704099191.0,Pike,65,PROFIT,225130,6/30/21
PERSONAL CARE HOME,Berks Leisure Living,BERKS LEISURE LIVING INC,"1399 FAIRVIEW DRIVE,",Leesport,PA,19533,6109168833.0,Berks,49,PROFIT,205690,6/30/21
PERSONAL CARE HOME,"Berkshire Commons, Genesis Healthcare",5485 PERKIOMEN AVENUE OPERATIONS LLC,"5485 PERKIOMEN AVENUE,",Reading,PA,19606,6107793993.0,Berks,75,PROFIT,221990,6/30/21
PERSONAL CARE HOME,Berry'S Personal Care Center - Building I,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",Mifflintown,PA,17059,7174362170.0,Juniata,28,PROFIT,342180,6/30/21
PERSONAL CARE HOME,Berry'S Personal Care Center - Building Ii,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",Mifflintown,PA,17059,7174362170.0,Juniata,31,PROFIT,342190,6/30/21
PERSONAL CARE HOME,Berry'S Personal Care Center - Building Iii,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",Mifflintown,PA,17059,7174362170.0,Juniata,7,PROFIT,342200,6/30/21
PERSONAL CARE HOME,Best Personal Care,BETTY ANN BEST,"5646-42 BALTIMORE AVENUE,",Philadelphia,PA,19143,2157475590.0,Philadelphia,12,PROFIT,141021,6/30/21
PERSONAL CARE HOME,Bethany Place,PREMIER QUALITY ENTERPRISE INC,"1305 WAYNE AVENUE,",Indiana,PA,15701,7243490400.0,Indiana,45,PROFIT,443980,6/30/21
PERSONAL CARE HOME,Bethany Village,BETHANY VILLAGE INC,"150 NOBLE LANE,",Bethany,PA,18431,5702513463.0,Wayne,70,PROFIT,203570,6/30/21
PERSONAL CARE HOME,Bethesda Court,MT AIRY MANOR LLC,"6200 ARDLEIGH STREET,",Philadelphia,PA,19138,2158441889.0,Philadelphia,144,PROFIT,129861,6/30/21
PERSONAL CARE HOME,Bethlehem Manor,BETHLEHEM MANOR SENIOR LIVING LLC,"815 PENNSYLVANIA AVENUE,",Bethlehem,PA,18018,6108418888.0,Lehigh,75,PROFIT,226840,6/30/21
PERSONAL CARE HOME,Bethlehem Manor Memory Care,BETHLEHEM MANOR MEMORY CARE LLC,"310-316 EAST MARKET STREET,",Bethlehem,PA,18018,6109728888.0,Northampton,60,PROFIT,229720,6/30/21
PERSONAL CARE HOME,Bey'S Personal Care Home,CALLAWE BEY,"8807 BRICELYN STREET,",Pittsburgh,PA,15221,4123710992.0,Allegheny,8,PROFIT,430913,6/30/21
PERSONAL CARE HOME,Bickford Of Presque Isle Bay,BICKFORD OF ERIE LLC,"1012 WEST BAYFRONT PARKWAY,",Erie,PA,16507,9137823200.0,Erie,138,PROFIT,449200,6/30/21
PERSONAL CARE HOME,Birches At Arbour Square,CARE HSL HARLEYSVILLE OPCO LLC,"691 MAIN STREET,",Harleysville,PA,19438,2155413700.0,Montgomery,85,PROFIT,142660,6/30/21
PERSONAL CARE HOME,Birdsboro Lodge,CHANGING TRENDS R E CORP,"6740 DANIEL BOONE ROAD,",Birdsboro,PA,19508,6105750851.0,Berks,23,PROFIT,227030,6/30/21
PERSONAL CARE HOME,Bishop Morrow Home,BISHOP MORROW PERSONAL CARE HOME INC,"118 PARK ROAD,",Leechburg,PA,15656,7248452828.0,Armstrong,8,NON-PROFIT,426530,6/30/21
PERSONAL CARE HOME,Blair Personal Care Homes-Home 1,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",Beaver Falls,PA,15010,7248432209.0,Beaver,17,PROFIT,447820,6/30/21
PERSONAL CARE HOME,Blair Personal Care Homes-Home 2,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",Beaver Falls,PA,15010,7248432209.0,Beaver,15,PROFIT,447830,6/30/21
PERSONAL CARE HOME,Blair Personal Care Homes-Home 3,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",Beaver Falls,PA,15010,7248432209.0,Beaver,15,PROFIT,447840,6/30/21
PERSONAL CARE HOME,Blair Personal Care Homes-Home 4,"BLAIR PERSONAL CARE HOMES, INC.","1031 MERCER ROAD,",Beaver Falls,PA,15010,7248432209.0,Beaver,15,PROFIT,447850,6/30/21
PERSONAL CARE HOME,Blue Bell Place,WATERMARK OPERATOR LLC,"777 DEKALB PIKE,",Blue Bell,PA,19422,6102776443.0,Montgomery,99,PROFIT,132800,6/30/21
PERSONAL CARE HOME,Brandywine Living At Haverford Estates,WELL BL OPCO LLC,"731 OLD BUCK LANE,",Haverford,PA,19041,6105271800.0,Delaware,118,PROFIT,144330,6/30/21
PERSONAL CARE HOME,Brandywine Living At Longwood,WELL BL OPCO LLC,"301 VICTORIA GARDENS DRIVE,",Kennett Square,PA,19348,4847346200.0,Chester,92,PROFIT,144301,6/30/21
PERSONAL CARE HOME,Brandywine Living At Upper Providence,WELL BL OPCO LLC,"1133 BLACK ROCK ROAD,",Phoenixville,PA,19460,6109333250.0,Montgomery,132,PROFIT,144310,6/30/21
PERSONAL CARE HOME,Brandywine Senior Living At Dresher Estates,AB DRESHER OPERATOR LLC,"1405 NORTH LIMEKILN PIKE,",Dresher,PA,19025,2155914000.0,Montgomery,112,PROFIT,144240,6/30/21
PERSONAL CARE HOME,Brandywine Senior Living At Senior Suites,AB EAST NORRITON OPERATOR LLC,"2101 NEW HOPE STREET,",East Norriton,PA,19401,6102726200.0,Montgomery,245,PROFIT,144250,6/30/21
PERSONAL CARE HOME,Brereton Manor,ALVARIUM PERSONAL CARE LLC,"3028 ANCHOR ROAD,",Washington Boro,PA,17582,7178722403.0,Lancaster,35,NON-PROFIT,335150,6/30/21
PERSONAL CARE HOME,Brethren Village - Terrace Crossing,BRETHREN VILLAGE,"3001 LITITZ PIKE,",Lancaster,PA,17543,7175692657.0,Lancaster,98,NON-PROFIT,328270,6/30/21
PERSONAL CARE HOME,Brethren Village - Village Manor,BRETHREN VILLAGE,"3001 LITITZ PIKE,",Lititz,PA,17543,7175692657.0,Lancaster,114,NON-PROFIT,321750,6/30/21
PERSONAL CARE HOME,Briarwood Senior Living,GOLDENCARE AT NEWFOUNDLAND LLC,"878 MAIN STREET,",Newfoundland,PA,18445,5709557768.0,Wayne,26,PROFIT,229710,6/30/21
PERSONAL CARE HOME,Brightview Devon,BRIGHTVIEW WAYNE LLC,"301 EAST CONESTOGA ROAD,",Wayne,PA,19087,4845190097.0,Chester,95,PROFIT,144590,6/30/21
PERSONAL CARE HOME,Brightview East Norriton,BH BRIGHTVIEW EAST NORRITON OPCO LLC,"300 EAST GERMANTOWN PIKE,",East Norriton,PA,19401,6102397700.0,Montgomery,90,PROFIT,140750,6/30/21
PERSONAL CARE HOME,Bristol House Memory Care,BRISTOL HOUSE MEMORY CARE LLC,"2527 BRISTOL ROAD,",Warrington,PA,18976,2154911501.0,Bucks,48,PROFIT,144581,6/30/21
PERSONAL CARE HOME,Broad Street Residence,SHELLEY R. SMITH,"5224-26 NORTH BROAD STREET,",Philadelphia,PA,19141,2153242370.0,Philadelphia,24,PROFIT,176360,6/30/21
PERSONAL CARE HOME,Brookdale Bloomsburg,EMERITUS CORPORATION,"420 SHAFFER ROAD,",Bloomsburg,PA,17815,5703876868.0,Columbia,67,PROFIT,211200,6/30/21
PERSONAL CARE HOME,Brookdale Dublin,BROOKDALE SENIOR LIVING COMMUNITIES INC,"160 ELEPHANT ROAD,",Dublin,PA,18917,2152491700.0,Bucks,26,PROFIT,127350,6/30/21
PERSONAL CARE HOME,Brookdale Grandon Farms,EMERITUS CORPORATION,"1100 GRANDON WAY,",Mechanicsburg,PA,17055,7177304033.0,Cumberland,120,PROFIT,316120,6/30/21
PERSONAL CARE HOME,Brookdale Grayson View,EMERITUS CORPORATION,"29 GRAYSON VIEW COURT,",Selinsgrove,PA,17870,5703742923.0,Snyder,95,PROFIT,227930,6/30/21
PERSONAL CARE HOME,Brookdale Harrisburg,EMERITUS CORPORATION,"3560 NORTH PROGRESS AVENUE,",Harrisburg,PA,17110,7176714700.0,Dauphin,65,PROFIT,316110,6/30/21
PERSONAL CARE HOME,Brookdale Latrobe,EMERITUS CORPORATION,"500 BROWERS DRIVE,",Latrobe,PA,15650,7245375255.0,Westmoreland,150,PROFIT,428530,6/30/21
PERSONAL CARE HOME,Brookdale Mt. Lebanon,BROOKDALE LIVING COMMUNITIES OF PENNSYLVANIA-ML INC,"1050 MCNEILLY ROAD,",Pittsburgh,PA,15226,4123432200.0,Allegheny,80,PROFIT,432360,6/30/21
PERSONAL CARE HOME,Brookdale Murrysville,BROOKDALE SENIOR LIVING COMMUNITIES INC,"5300 OLD WILLIAM PENN HIGHWAY,",Export,PA,15632,7243273655.0,Westmoreland,42,PROFIT,428680,6/30/21
PERSONAL CARE HOME,Brookdale Northampton,BROOKDALE SENIOR LIVING COMMUNITIES INC,"65 RICHBORO-NEWTOWN ROAD,",Richboro,PA,18954,2153576565.0,Bucks,120,PROFIT,127140,6/30/21
PERSONAL CARE HOME,Brookdale Penn Hills,BROOKDALE SENIOR LIVING COMMUNITIES INC,"7151 SALTSBURG ROAD,",Pittsburgh,PA,15235,4127983400.0,Allegheny,26,PROFIT,431590,6/30/21
PERSONAL CARE HOME,Brookline Village & Cottage Senior Living,BROOKLINE AT MIFFLINTOWN LLC,"92 VILLAGE DRIVE,",Mifflintown,PA,17059,7174369312.0,Juniata,28,PROFIT,302270,6/30/21
PERSONAL CARE HOME,Brookside At Cross Keys Village,THE BRETHREN HOME COMMUNITY,"225 VILLAGE DRIVE,",New Oxford,PA,17350,7176245422.0,Adams,36,NON-PROFIT,333180,6/30/21
PERSONAL CARE HOME,Brookside Manor Personal Care Home,SHARON L MAHAN,"1026 LINE ROAD,",Portage,PA,15946,8147368505.0,Cambria,16,PROFIT,363920,6/30/21
PERSONAL CARE HOME,Brookside Senior Living,"BROOKSIDE ASSISTED LIVING, INC.","49 BROOKSIDE LANE,",Brookville,PA,15825,8148493924.0,Jefferson,50,PROFIT,411130,6/30/21
PERSONAL CARE HOME,Brookview Personal Care Center,MENNO HAVEN INC,"2075 SCOTLAND AVENUE,",Chambersburg,PA,17201,7172612322.0,Franklin,130,NON-PROFIT,336710,6/30/21
PERSONAL CARE HOME,Buffalo Valley Personal Care,DIAKON LUTHERAN SOCIAL MINISTRIES,"305 E TRESSLER BLVD,",Lewisburg,PA,17837,5705244451.0,Union,50,NON-PROFIT,202120,6/30/21
PERSONAL CARE HOME,Butler Street Senior Living,BUTLER STREET SENIOR LIVING LLC,"3251 BUTLER STREET,",Harrisburg,PA,17103,5164961505.0,Dauphin,90,PROFIT,337031,6/30/21
PERSONAL CARE HOME,Buttonwood Farm,SPIRIT OF GHEEL,"14 BUTTONWOOD LANE,P.O.BOX 610,",Kimberton,PA,19442,6104957871.0,Chester,7,NON-PROFIT,107900,6/30/21
PERSONAL CARE HOME,C A R E,ELIZABETH ROSE LOWRY,"109 WILLIAMS ROAD,",Mainesburg,PA,16932,5705498100.0,Tioga,18,PROFIT,203260,6/30/21
PERSONAL CARE HOME,C L Manor,CHERYL L. THOMAS,"P.O. BOX 237, 140 MAIN STREET,",Mcgrann,PA,16236,7247639960.0,Armstrong,8,PROFIT,426800,6/30/21
PERSONAL CARE HOME,C.A.T.C.H. Personal Care Home,"C.A.T.C.H., INC.","521-23 SNYDER AVENUE,",Philadelphia,PA,19148,2157550068.0,Philadelphia,15,NON-PROFIT,172560,6/30/21
PERSONAL CARE HOME,Calvary Fellowship Homes,CALVARY FELLOWSHIP HOMES INC,"502 ELIZABETH DRIVE,",Lancaster,PA,17601,7173930711.0,Lancaster,46,NON-PROFIT,321740,6/30/21
PERSONAL CARE HOME,Cambridge Corry,CAMBRIDGE CORRY LLC,"771 EAST COLUMBUS AVENUE,",Corry,PA,16407,8146644691.0,Erie,36,PROFIT,449270,6/30/21
PERSONAL CARE HOME,Cambridge Creekside,CAMBRIDGE CREEKSIDE LLC,"1275 LINCOLN AVENUE,",Charleroi,PA,15022,7244891562.0,Washington,30,PROFIT,449470,6/30/21
PERSONAL CARE HOME,Cambridge Ebensburg,CAMBRIDGE EBENSBURG LLC,"4848 ADMIRAL PEARY HIGHWAY,",Ebensburg,PA,15931,3024383755.0,Cambria,64,PROFIT,335340,6/30/21
PERSONAL CARE HOME,Cambridge Falls,CAMBRIDGE FALLS LLC,"599 NORWOOD DRIVE,",Wampum,PA,16175,7243121277.0,Beaver,70,PROFIT,450650,6/30/21
PERSONAL CARE HOME,Cambridge Hillside,CAMBRIDGE HILLSIDE LLC,"400 FOURTH STREET,",Charleroi,PA,15022,7244835818.0,Washington,44,PROFIT,449460,6/30/21
PERSONAL CARE HOME,Cambridge Pointe,CAMBRIDGE POINTE LLC,"160 CHAPEL ROAD,",Beaver,PA,15009,7247286257.0,Beaver,30,PROFIT,450370,6/30/21
PERSONAL CARE HOME,Cambridge Riverview,CAMBRIDGE RIVERVIEW LLC,"100 NARROWS ROAD,",Larksville,PA,18651,7243121277.0,Luzerne,52,PROFIT,228800,6/30/21
PERSONAL CARE HOME,Cambridge Village Personal Care Home,CAMBRIDGE VILLAGE ASSOCIATES,"1600 DARLINGTON ROAD,",Beaver Falls,PA,15010,7248461400.0,Beaver,100,PROFIT,401620,6/30/21
PERSONAL CARE HOME,Cambridge Warren L.L.C,CAMBRIDGE WARREN LLC,"706 PENNSYLVANIA AVENUE WEST,",Warren,PA,16365,7243121277.0,Warren,75,PROFIT,413410,6/30/21
PERSONAL CARE HOME,Canterbury Place,CANTERBURY PLACE,"310 FISK STREET,",Pittsburgh,PA,15201,4126229000.0,Allegheny,78,NON-PROFIT,429490,6/30/21
PERSONAL CARE HOME,Carelink Community Support Services-Torrey House,CARELINK COMMUNITY SUPPORT SERVICES OF PENNSYLVANIA,"3520 DARBY ROAD,",Haverford,PA,19041,6105277131.0,Delaware,17,NON-PROFIT,100070,6/30/21
PERSONAL CARE HOME,Caritas,HUMAN SERVICES CENTER,"2882 OLD PRINCETON ROAD,",New Castle,PA,16101,7249242892.0,Lawrence,11,NON-PROFIT,441330,6/30/21
PERSONAL CARE HOME,Carmella'S House,IDELLE CORPORATION,"P.O. BOX 73, CEMETERY ROAD,",Crabtree,PA,15624,7248374811.0,Westmoreland,8,PROFIT,428820,6/30/21
PERSONAL CARE HOME,Carriage Courts,PRESBYTERIAN HOMES INC,"210 BIG SPRING ROAD,",Newville,PA,17241,7177768200.0,Cumberland,64,NON-PROFIT,310220,6/30/21
PERSONAL CARE HOME,Carriage Manor Personal Care Home,CARRIAGE MANOR LLC,"3102 ELLWOOD ROAD,",Newcastle,PA,16101,7246542466.0,Lawrence,48,PROFIT,447641,6/30/21
PERSONAL CARE HOME,Cathedral Village,CATHEDRAL VILLAGE,"600 E. CATHEDRAL ROAD,",Philadelphia,PA,19128,2159848628.0,Philadelphia,50,NON-PROFIT,129530,6/30/21
PERSONAL CARE HOME,Cedar Manor,QUALITY CARING INC,"2593 BEN FRANKLIN HIGHWAY,",Edinburg,PA,16116,7246548050.0,Lawrence,32,PROFIT,450500,6/30/21
PERSONAL CARE HOME,Chambers Pointe Personal Care Center,MENNO-HAVEN INC,"1425 PHILADELPHIA AVENUE,",Chambersburg,PA,17201,7172610220.0,Franklin,133,NON-PROFIT,327690,6/30/21
PERSONAL CARE HOME,"Chandler Hall Health Services, Inc. - Hicks",CHANDLER HALL HEALTH SERVICES INC,"99 BARCLAY STREET,",Newtown,PA,18940,2158604000.0,Bucks,36,NON-PROFIT,129870,6/30/21
PERSONAL CARE HOME,"Chandler Hall Health Services, Inc. - Jordans-Phelps",CHANDLER HALL HEALTH SERVICES INC,"99 BARCLAY STREET,",Newtown,PA,18940,2158604000.0,Bucks,60,NON-PROFIT,129890,6/30/21
PERSONAL CARE HOME,Chapel Pointe At Carlisle,"THE ALLIANCE HOME OF CARLISLE, PA, INC.","770 SOUTH HANOVER STREET,",Carlisle,PA,17013,7172491363.0,Cumberland,61,NON-PROFIT,343370,6/30/21
PERSONAL CARE HOME,Chapel Ridge,BRADFORD ECUMENICAL HOME INC,"200 ST. FRANCIS DRIVE,",Bradford,PA,16701,8143688499.0,Mckean,112,NON-PROFIT,426420,6/30/21
PERSONAL CARE HOME,"Chelten Christian Crusade For All People, Inc.",CHELTEN CHRISTIAN CRUSADE FOR ALL PEOPLE INC,"3635 NORTH 22ND STREET,",Philadelphia,PA,19140,2152276423.0,Philadelphia,14,NON-PROFIT,141670,6/30/21
PERSONAL CARE HOME,Chelten Christian Crusade Ii,CHELTEN CHRISTIAN CRUSADE FOR ALL PEOPLE INC,"4518 NORTH BROAD STREET,",Philadelphia,PA,19141,2158496614.0,Philadelphia,14,NON-PROFIT,123280,6/30/21
PERSONAL CARE HOME,Chestnut Knoll,GAHC3 BOYERTOWN PA ALF TRS SUB LLC,"120 WEST FIFTH STREET,",Boyertown,PA,19512,6104738066.0,Berks,119,PROFIT,226130,6/30/21
PERSONAL CARE HOME,Chestnut Manor,CHESTNUT MANOR LLC,"4926 CHESTNUT STREET,",Philadelphia,PA,19139,2157476327.0,Philadelphia,13,PROFIT,101880,6/30/21
PERSONAL CARE HOME,Chestnut Ridge Retirement Living,VS WALLINGFORD LLC,"2700 CHESTNUT PARKWAY,",Chester,PA,19013,6104470710.0,Delaware,130,PROFIT,141410,6/30/21
PERSONAL CARE HOME,Chrissy'S Cozy Country Home,CHRISSY S COZY COUNTRY HOME LLC,"137 FAIRVIEW AVENUE,",Confluence,PA,15424,8143955121.0,Somerset,25,PROFIT,334292,6/30/21
PERSONAL CARE HOME,Christ The King Manor,CHRIST THE KING MANOR INC,"1100 WEST LONG AVENUE,",Dubois,PA,15801,8143713180.0,Clearfield,60,NON-PROFIT,448640,6/30/21
PERSONAL CARE HOME,Christ'S Home Retirement Community,CHRIST'S HOME,"1 SHEPHERD'S WAY, SUITE 100,",Warminster,PA,18974,2159562270.0,Bucks,50,NON-PROFIT,139960,6/30/21
PERSONAL CARE HOME,Christal Care Services,OBASI A CHUKWUNENYE,"4242-1B OLD YORK ROAD,",Philadelphia,PA,19140,2154569007.0,Philadelphia,30,PROFIT,137453,6/30/21
PERSONAL CARE HOME,Christian Life Services,CHRISTIAN LIFE SERVICES INC,"3408 -10 NORTH 19TH STREET,",Philadelphia,PA,19140,2152296158.0,Philadelphia,44,NON-PROFIT,132790,6/30/21
PERSONAL CARE HOME,"Christian Resi. Opp. & Social Svcs. (C.R.O.S.S., Inc.)","CHRISTIAN RESIDENTIAL OPPORTUNITIES & SOCIAL SERVICES, INC.","712 PINOLA ROAD,",Shippensburg,PA,17257,7175301788.0,Franklin,8,NON-PROFIT,344260,6/30/21
PERSONAL CARE HOME,Church Of God Home,"CHURCH OF GOD HOME, INC.","801 NORTH HANOVER STREET,",Carlisle,PA,17013,7172495322.0,Cumberland,64,NON-PROFIT,343610,6/30/21
PERSONAL CARE HOME,Clarion Senior Living,GUARDIAN ELDER CARE AT CLARION LLC,"999 HEIDRICK STREET,",Clarion,PA,16214,8142266284.0,Clarion,40,PROFIT,447970,6/30/21
PERSONAL CARE HOME,Clarises Personal Care Residence,CLARISES PERSONAL CARE RESIDENCE INC,"514 EAST ROOSEVELT BOULEVARD,",Philadelphia,PA,19120,2154578774.0,Philadelphia,9,PROFIT,134090,6/30/21
PERSONAL CARE HOME,Clarke Personal Care Home,MARJORIE CARASQUERO,"4701 NORTH 13TH STREET,",Philadelphia,PA,19141,2154553080.0,Philadelphia,12,PROFIT,114060,6/30/21
PERSONAL CARE HOME,Clarks Summit Senior Living,SNH PENN TENANT LLC,"950 MORGAN HIGHWAY,",Clarks Summit,PA,18411,5705868080.0,Lackawanna,120,PROFIT,228210,6/30/21
PERSONAL CARE HOME,Clen-Moore Place,GREER AID OPCO LLC,"22 WEST CLEN MOORE BOULEVARD,",New Castle,PA,16105,7246560132.0,Lawrence,47,PROFIT,444930,6/30/21
PERSONAL CARE HOME,Close To Home,LINDA L STULL,"P.O. BOX 46, 724 LINCOLN STREET",Bolivar,PA,15923,7246760405.0,Westmoreland,8,PROFIT,428550,6/30/21
PERSONAL CARE HOME,Cloverdale Personal Care Home,CAROL A. ASSAD AND ANDREW ASSAD,"206 WESTWOOD AVENUE,",Masontown,PA,15461,7245830620.0,Fayette,24,PROFIT,438900,6/30/21
PERSONAL CARE HOME,Cocalico Christian Home,WEAVERLAND MENNONITE HOMES,"316 NORTH FIFTH STREET,",Denver,PA,17517,7173361788.0,Lancaster,15,NON-PROFIT,322060,6/30/21
PERSONAL CARE HOME,Cole Manor,HENDORN INC,"101 MAPLE STREET,",Coudersport,PA,16915,8142747677.0,Potter,30,NON-PROFIT,242630,6/30/21
PERSONAL CARE HOME,Colonial Courtyard At Bedford,TITHONUS BEDFORD LP,"220 DONAHUE MANOR ROAD,",Bedford,PA,15522,8146240100.0,Bedford,83,PROFIT,329480,6/30/21
PERSONAL CARE HOME,Colonial Courtyard At Tyrone,TITHONUS TYRONE LP,"5546 EAST PLEASANT VALLEY BLVD,",Tyrone,PA,16686,8146865970.0,Blair,70,PROFIT,329490,6/30/21
PERSONAL CARE HOME,Colonial Gardens Guest House,R LYNN AND LINDA MUELLER,"121 STEPPLAND ROAD,",Butler,PA,16002,7245865121.0,Butler,35,PROFIT,445700,6/30/21
PERSONAL CARE HOME,Colonial Woods,WHEELER CARE CENTERS INC,"1710 CREEK ROAD,",Glenmore,PA,19343,6109424242.0,Chester,31,PROFIT,198230,6/30/21
PERSONAL CARE HOME,Comforts Of Home,THOMAS SMITH,"1619 LISTONBURG ROAD,",Confluence,PA,15424,8143955812.0,Somerset,18,PROFIT,331130,6/30/21
PERSONAL CARE HOME,Commonwealth Senior Living At Harrisburg,IVQ HARRISBURG OPCO LP,"150 KEMPTON AVENUE,",Harrisburg,PA,17111,7175587771.0,Dauphin,96,PROFIT,335050,6/30/21
PERSONAL CARE HOME,Commonwealth Senior Living At Willow Grove,MCAP WILLOW GROVE OPERATOR LLC,"1120 YORK ROAD,",Willow Grove,PA,19090,2158300433.0,Montgomery,122,PROFIT,139940,6/30/21
PERSONAL CARE HOME,Community Residential Unit,WILKES-BARRE COMMUNITY RESIDENTIAL UNIT LLC,"320 SOUTH FRANKLIN STREET,",Wilkes-Barre,PA,18702,5708294926.0,Luzerne,8,PROFIT,221790,6/30/21
PERSONAL CARE HOME,Community Services Group,COMMUNITY SERVICES GROUP INC,"532 W. SAYLOR STREET,",Atlas,PA,17851,5703392360.0,Northumberland,20,PROFIT,208130,6/30/21
PERSONAL CARE HOME,Community Services Group Personal Care Home,COMMUNITY SERVICES GROUP INC,"176 SR 901,",Coal Township,PA,17866,7172857121.0,Northumberland,16,PROFIT,226690,6/30/21
PERSONAL CARE HOME,Concordia At Rebecca Residence,REBECCA RESIDENCE,"3746 CEDAR RIDGE ROAD,",Allison Park,PA,15101,7244440600.0,Allegheny,65,NON-PROFIT,430070,6/30/21
PERSONAL CARE HOME,Concordia At Ridgewood Place,CONCORDIA LUTHERAN HEALTH & HUMAN CARE,"1460 RENTON ROAD,",Pittsburgh,PA,15239,4127981855.0,Allegheny,75,NON-PROFIT,430040,6/30/21
PERSONAL CARE HOME,Concordia At The Cedars,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"4363 NORTHERN PIKE,",Monroeville,PA,15146,4123733900.0,Allegheny,87,NON-PROFIT,446240,6/30/21
PERSONAL CARE HOME,Concordia At The Orchard,CONCORDIA LUTHERAN HEALTH & HUMAN CARE,"104 CONCORDIA WAY,",Butler,PA,16001,7242854490.0,Butler,60,NON-PROFIT,425060,6/30/21
PERSONAL CARE HOME,Concordia Lutheran Health And Human Care - Lund Building,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,"134 MARWOOD ROAD,",Cabot,PA,16023,7243521571.0,Butler,220,NON-PROFIT,447620,6/30/21
PERSONAL CARE HOME,Concordia Lutheran Ministries - Oertel Building,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,"615 NORTH PIKE ROAD,",Cabot,PA,16023,7243521571.0,Butler,60,NON-PROFIT,424070,6/30/21
PERSONAL CARE HOME,Concordia Of Cranberry,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"10 ADAMS RIDGE BOULEVARD,",Mars,PA,16046,7247794300.0,Butler,84,NON-PROFIT,442580,6/30/21
PERSONAL CARE HOME,Concordia Of Fox Chapel,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"931 ROUTE 910,",Cheswick,PA,15024,4127675808.0,Allegheny,61,NON-PROFIT,442470,6/30/21
PERSONAL CARE HOME,Concordia Of Franklin Park,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"1600 GEORGETOWN DRIVE,",Sewickley,PA,15143,7249351075.0,Allegheny,100,NON-PROFIT,443630,6/30/21
PERSONAL CARE HOME,Concordia Of The South Hills,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"1300 BOWER HILL ROAD,",Mt. Lebanon,PA,15243,4122781300.0,Allegheny,70,NON-PROFIT,441450,6/30/21
PERSONAL CARE HOME,Concordia Of Wexford,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"125 BROWN ROAD,",Wexford,PA,15090,7249351266.0,Allegheny,56,NON-PROFIT,443620,6/30/21
PERSONAL CARE HOME,Conyngham Care Center,NORTHEAST COUNSELING SERVICES,"63 S.HUNTER HIGHWAY,PO BOX 473,",Drums,PA,18222,5707357590.0,Luzerne,20,NON-PROFIT,221750,6/30/21
PERSONAL CARE HOME,Cornerstone Living,CORNERSTONE LIVING MANAGEMENT LLC,"4605 WERLEYS CORNER ROAD,",New Tripoli,PA,18066,6102983300.0,Lehigh,40,PROFIT,227910,6/30/21
PERSONAL CARE HOME,Cornerstone Of Claysburg,CORNERSTONE OF CLAYSBURG LLC,"969 BEDFORD STREET,",Claysburg,PA,16625,8143175121.0,Blair,24,PROFIT,333270,6/30/21
PERSONAL CARE HOME,Cornwall Manor,CORNWALL MANOR,"P.O. BOX 125,",Cornwall,PA,17016,7172732647.0,Lebanon,35,NON-PROFIT,342880,6/30/21
PERSONAL CARE HOME,Country Acres Personal Care Home,COUNTRY ACRES PERSONAL CARE HOME INC,"2017 MEADVILLE ROAD,",Titusville,PA,16354,8148273708.0,Venango,33,PROFIT,411770,6/30/21
