Service Type,Program Office,Facility Name,Legal Entity Name,Address,City,State,Zip,Phone,County,Region,Capacity,Type of Operation,License Status,License Number,Type of License,Inspection Summary Link,Quality Service Review Link,Waiver Link
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BARCLAY FRIENDS,BARCLAY FRIENDS,"700 NORTH FRANKLIN STREET,",WEST CHESTER,PA,19380,6106965211,CHESTER,SOUTHEAST,75,NON-PROFIT,LICENSED,146820,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BARNABAS COURT AT BREVILLIER VILLAGE,BALL PAVILION INC,"5416 EAST LAKE ROAD,",ERIE,PA,16511,8148998600,ERIE,WESTERN,120,NON-PROFIT,LICENSED,453060,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BARNES PLACE,BARNES AID OPCO LLC,"2021 JAMES STREET,",LATROBE,PA,15650,7245378005,WESTMORELAND,WESTERN,68,PROFIT,LICENSED,444880,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BAYBERRY PLACE,BAYBERRY AID OPCO LLC,"101 LITTLE DRIVE,",LOWER BURRELL,PA,15068,7243397626,WESTMORELAND,WESTERN,48,PROFIT,LICENSED,444910,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEAUMONT AT BRYN MAWR,BEAUMONT RETIREMENT COMMUNITY INC,"601 NORTH ITHAN AVENUE,",BRYN MAWR,PA,19010,6105267000,MONTGOMERY,SOUTHEAST,18,NON-PROFIT,LICENSED,127930,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEAVER FALLS PCH,BEAVER FALLS PCH LLC,"300 PINE STREET,",BEAVER FALLS,PA,15010,7248471093,BEAVER,WESTERN,81,PROFIT,LICENSED,451300,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEAVER MEADOWS,HAP SENIOR CARE,"5130 TUSCARAWAS ROAD,",BEAVER,PA,15009,7244951600,BEAVER,WESTERN,83,NON-PROFIT,LICENSED,418010,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 1,"WOODS SERVICES, INC.","585 BEECHWOOD CIRCLE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,126770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 10,WOODS SERVICES,"588 BEECHWOOD CIRCLE,",LANGHORNE,PA,19047,2157504299,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,141480,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 2,"WOODS SERVICES, INC.","589 BEECHWOOD CIRCLE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,129640,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 3,"WOODS SERVICES, INC.","587 BEECHWOOD CIRCLE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,129650,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 4,"WOODS SERVICES, INC.","586 BEECHWOOD CIRCLE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,129660,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 5,"WOODS SERVICES, INC.","135 WEST RICHARDSON AVENUE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,7,NON-PROFIT,LICENSED,129670,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 6,"WOODS SERVICES, INC.","166 BRENDWOOD DRIVE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,5,NON-PROFIT,LICENSED,129680,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 7,"WOODS SERVICES, INC.","228 SOUTH BELLEVUE AVENUE,",LANGHORNE,PA,19047,2157504001,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,129690,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 8,WOODS SERVICES INC,"94 OAKWOOD DRIVE,",LANGHORNE,PA,19047,2157504000,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,140600,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD CENTER 9,WOODS SERVICES INC,"92 OAKWOOD DRIVE,",LANGHORNE,PA,19047,2157504299,BUCKS,SOUTHEAST,8,NON-PROFIT,LICENSED,140830,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEECHWOOD COURT AT LAFAYETTE MANOR,LAFAYETTE MANOR INC LMI,"145 LAFAYETTE MANOR ROAD,",UNIONTOWN,PA,15401,7244346024,FAYETTE,WESTERN,64,PROFIT,LICENSED,409610,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BELLE REVE SENIOR LIVING CENTER,CARE HSL BELLE REVE OPCO LLC,"404 EAST HARFORD STREET,",MILFORD,PA,18337,5704099191,PIKE,NORTHEAST,65,PROFIT,LICENSED,225130,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BERKS LEISURE LIVING,BERKS LEISURE LIVING INC,"1399 FAIRVIEW DRIVE,",LEESPORT,PA,19533,6109168833,BERKS,NORTHEAST,49,PROFIT,LICENSED,205690,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"BERKSHIRE COMMONS, GENESIS HEALTHCARE",5485 PERKIOMEN AVENUE OPERATIONS LLC,"5485 PERKIOMEN AVENUE,",READING,PA,19606,6107793993,BERKS,NORTHEAST,75,PROFIT,LICENSED,221990,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BERRY'S PERSONAL CARE CENTER - BUILDING I,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",MIFFLINTOWN,PA,17059,7174362170,JUNIATA,CENTRAL,28,PROFIT,LICENSED,342180,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BERRY'S PERSONAL CARE CENTER - BUILDING II,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",MIFFLINTOWN,PA,17059,7174362170,JUNIATA,CENTRAL,31,PROFIT,LICENSED,342190,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BERRY'S PERSONAL CARE CENTER - BUILDING III,"BERRY'S PERSONAL CARE CENTER, INC.","68 LEXI STREET,",MIFFLINTOWN,PA,17059,7174362170,JUNIATA,CENTRAL,7,PROFIT,LICENSED,342200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEST PERSONAL CARE,BETTY ANN BEST,"5646-42 BALTIMORE AVENUE,",PHILADELPHIA,PA,19143,2157475590,PHILADELPHIA,SOUTHEAST,12,PROFIT,LICENSED,141021,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BETHANY PLACE,PREMIER QUALITY ENTERPRISE INC,"1305 WAYNE AVENUE,",INDIANA,PA,15701,7243490400,INDIANA,WESTERN,45,PROFIT,LICENSED,443980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BETHANY VILLAGE,BETHANY VILLAGE INC,"150 NOBLE LANE,",BETHANY,PA,18431,5702513463,WAYNE,NORTHEAST,70,PROFIT,LICENSED,203570,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BETHESDA COURT,MT AIRY MANOR LLC,"6200 ARDLEIGH STREET,",PHILADELPHIA,PA,19138,2158441889,PHILADELPHIA,SOUTHEAST,144,PROFIT,LICENSED,129861,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BETHLEHEM MANOR,BETHLEHEM MANOR SENIOR LIVING LLC,"815 PENNSYLVANIA AVENUE,",BETHLEHEM,PA,18018,6108418888,LEHIGH,NORTHEAST,75,PROFIT,LICENSED,226840,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BETHLEHEM MANOR MEMORY CARE,BETHLEHEM MANOR MEMORY CARE LLC,"310-316 EAST MARKET STREET,",BETHLEHEM,PA,18018,6109728888,NORTHAMPTON,NORTHEAST,60,PROFIT,LICENSED,229720,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BEY'S PERSONAL CARE HOME,CALLAWE BEY,"8807 BRICELYN STREET,",PITTSBURGH,PA,15221,4123710992,ALLEGHENY,WESTERN,8,PROFIT,LICENSED,430913,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BICKFORD OF PRESQUE ISLE BAY,BICKFORD OF ERIE LLC,"1012 WEST BAYFRONT PARKWAY,",ERIE,PA,16507,9137823200,ERIE,WESTERN,138,PROFIT,LICENSED,449200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BIRCHES AT ARBOUR SQUARE,CARE HSL HARLEYSVILLE OPCO LLC,"691 MAIN STREET,",HARLEYSVILLE,PA,19438,2155413700,MONTGOMERY,SOUTHEAST,85,PROFIT,LICENSED,142660,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BIRDSBORO LODGE,CHANGING TRENDS R E CORP,"6740 DANIEL BOONE ROAD,",BIRDSBORO,PA,19508,6105750851,BERKS,NORTHEAST,23,PROFIT,LICENSED,227030,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BISHOP MORROW HOME,BISHOP MORROW PERSONAL CARE HOME INC,"118 PARK ROAD,",LEECHBURG,PA,15656,7248452828,ARMSTRONG,WESTERN,8,NON-PROFIT,LICENSED,426530,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BLAIR PERSONAL CARE HOMES-HOME 1,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",BEAVER FALLS,PA,15010,7248432209,BEAVER,WESTERN,17,PROFIT,LICENSED,447820,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BLAIR PERSONAL CARE HOMES-HOME 2,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",BEAVER FALLS,PA,15010,7248432209,BEAVER,WESTERN,15,PROFIT,LICENSED,447830,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BLAIR PERSONAL CARE HOMES-HOME 3,BLAIR PERSONAL CARE HOMES INC,"1031 MERCER ROAD,",BEAVER FALLS,PA,15010,7248432209,BEAVER,WESTERN,15,PROFIT,LICENSED,447840,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BLAIR PERSONAL CARE HOMES-HOME 4,"BLAIR PERSONAL CARE HOMES, INC.","1031 MERCER ROAD,",BEAVER FALLS,PA,15010,7248432209,BEAVER,WESTERN,15,PROFIT,LICENSED,447850,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BLUE BELL PLACE,WATERMARK OPERATOR LLC,"777 DEKALB PIKE,",BLUE BELL,PA,19422,6102776443,MONTGOMERY,SOUTHEAST,99,PROFIT,LICENSED,132800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRANDYWINE LIVING AT HAVERFORD ESTATES,WELL BL OPCO LLC,"731 OLD BUCK LANE,",HAVERFORD,PA,19041,6105271800,DELAWARE,SOUTHEAST,118,PROFIT,LICENSED,144330,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRANDYWINE LIVING AT LONGWOOD,WELL BL OPCO LLC,"301 VICTORIA GARDENS DRIVE,",KENNETT SQUARE,PA,19348,4847346200,CHESTER,SOUTHEAST,92,PROFIT,LICENSED,144301,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRANDYWINE LIVING AT UPPER PROVIDENCE,WELL BL OPCO LLC,"1133 BLACK ROCK ROAD,",PHOENIXVILLE,PA,19460,6109333250,MONTGOMERY,SOUTHEAST,132,PROFIT,LICENSED,144310,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRANDYWINE SENIOR LIVING AT DRESHER ESTATES,AB DRESHER OPERATOR LLC,"1405 NORTH LIMEKILN PIKE,",DRESHER,PA,19025,2155914000,MONTGOMERY,SOUTHEAST,112,PROFIT,LICENSED,144240,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRANDYWINE SENIOR LIVING AT SENIOR SUITES,AB EAST NORRITON OPERATOR LLC,"2101 NEW HOPE STREET,",EAST NORRITON,PA,19401,6102726200,MONTGOMERY,SOUTHEAST,245,PROFIT,LICENSED,144250,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRERETON MANOR,ALVARIUM PERSONAL CARE LLC,"3028 ANCHOR ROAD,",WASHINGTON BORO,PA,17582,7178722403,LANCASTER,CENTRAL,35,NON-PROFIT,LICENSED,335150,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRETHREN VILLAGE - TERRACE CROSSING,BRETHREN VILLAGE,"3001 LITITZ PIKE,",LANCASTER,PA,17543,7175692657,LANCASTER,CENTRAL,98,NON-PROFIT,LICENSED,328270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRETHREN VILLAGE - VILLAGE MANOR,BRETHREN VILLAGE,"3001 LITITZ PIKE,",LITITZ,PA,17543,7175692657,LANCASTER,CENTRAL,114,NON-PROFIT,LICENSED,321750,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRIARWOOD SENIOR LIVING,GOLDENCARE AT NEWFOUNDLAND LLC,"878 MAIN STREET,",NEWFOUNDLAND,PA,18445,5709557768,WAYNE,NORTHEAST,26,PROFIT,LICENSED,229710,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRIGHTVIEW DEVON,BRIGHTVIEW WAYNE LLC,"301 EAST CONESTOGA ROAD,",WAYNE,PA,19087,4845190097,CHESTER,SOUTHEAST,95,PROFIT,LICENSED,144590,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRIGHTVIEW EAST NORRITON,BH BRIGHTVIEW EAST NORRITON OPCO LLC,"300 EAST GERMANTOWN PIKE,",EAST NORRITON,PA,19401,6102397700,MONTGOMERY,SOUTHEAST,90,PROFIT,LICENSED,140750,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BRISTOL HOUSE MEMORY CARE,BRISTOL HOUSE MEMORY CARE LLC,"2527 BRISTOL ROAD,",WARRINGTON,PA,18976,2154911501,BUCKS,SOUTHEAST,48,PROFIT,LICENSED,144581,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROAD STREET RESIDENCE,SHELLEY R. SMITH,"5224-26 NORTH BROAD STREET,",PHILADELPHIA,PA,19141,2153242370,PHILADELPHIA,SOUTHEAST,24,PROFIT,LICENSED,176360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE BLOOMSBURG,EMERITUS CORPORATION,"420 SHAFFER ROAD,",BLOOMSBURG,PA,17815,5703876868,COLUMBIA,NORTHEAST,67,PROFIT,LICENSED,211200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE DUBLIN,BROOKDALE SENIOR LIVING COMMUNITIES INC,"160 ELEPHANT ROAD,",DUBLIN,PA,18917,2152491700,BUCKS,SOUTHEAST,26,PROFIT,LICENSED,127350,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE GRANDON FARMS,EMERITUS CORPORATION,"1100 GRANDON WAY,",MECHANICSBURG,PA,17055,7177304033,CUMBERLAND,CENTRAL,120,PROFIT,LICENSED,316120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE GRAYSON VIEW,EMERITUS CORPORATION,"29 GRAYSON VIEW COURT,",SELINSGROVE,PA,17870,5703742923,SNYDER,NORTHEAST,95,PROFIT,LICENSED,227930,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE HARRISBURG,EMERITUS CORPORATION,"3560 NORTH PROGRESS AVENUE,",HARRISBURG,PA,17110,7176714700,DAUPHIN,CENTRAL,65,PROFIT,LICENSED,316110,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE LATROBE,EMERITUS CORPORATION,"500 BROWERS DRIVE,",LATROBE,PA,15650,7245375255,WESTMORELAND,WESTERN,150,PROFIT,LICENSED,428530,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE MT. LEBANON,BROOKDALE LIVING COMMUNITIES OF PENNSYLVANIA-ML INC,"1050 MCNEILLY ROAD,",PITTSBURGH,PA,15226,4123432200,ALLEGHENY,WESTERN,80,PROFIT,LICENSED,432360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE MURRYSVILLE,BROOKDALE SENIOR LIVING COMMUNITIES INC,"5300 OLD WILLIAM PENN HIGHWAY,",EXPORT,PA,15632,7243273655,WESTMORELAND,WESTERN,42,PROFIT,LICENSED,428680,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE NORTHAMPTON,BROOKDALE SENIOR LIVING COMMUNITIES INC,"65 RICHBORO-NEWTOWN ROAD,",RICHBORO,PA,18954,2153576565,BUCKS,SOUTHEAST,120,PROFIT,LICENSED,127140,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKDALE PENN HILLS,BROOKDALE SENIOR LIVING COMMUNITIES INC,"7151 SALTSBURG ROAD,",PITTSBURGH,PA,15235,4127983400,ALLEGHENY,WESTERN,26,PROFIT,LICENSED,431590,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKLINE VILLAGE & COTTAGE SENIOR LIVING,BROOKLINE AT MIFFLINTOWN LLC,"92 VILLAGE DRIVE,",MIFFLINTOWN,PA,17059,7174369312,JUNIATA,CENTRAL,28,PROFIT,LICENSED,302270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKSIDE AT CROSS KEYS VILLAGE,THE BRETHREN HOME COMMUNITY,"225 VILLAGE DRIVE,",NEW OXFORD,PA,17350,7176245422,ADAMS,CENTRAL,36,NON-PROFIT,LICENSED,333180,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKSIDE MANOR PERSONAL CARE HOME,SHARON L MAHAN,"1026 LINE ROAD,",PORTAGE,PA,15946,8147368505,CAMBRIA,CENTRAL,16,PROFIT,LICENSED,363920,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKSIDE SENIOR LIVING,"BROOKSIDE ASSISTED LIVING, INC.","49 BROOKSIDE LANE,",BROOKVILLE,PA,15825,8148493924,JEFFERSON,WESTERN,50,PROFIT,LICENSED,411130,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BROOKVIEW PERSONAL CARE CENTER,MENNO HAVEN INC,"2075 SCOTLAND AVENUE,",CHAMBERSBURG,PA,17201,7172612322,FRANKLIN,CENTRAL,130,NON-PROFIT,LICENSED,336710,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BUFFALO VALLEY PERSONAL CARE,DIAKON LUTHERAN SOCIAL MINISTRIES,"305 E TRESSLER BLVD,",LEWISBURG,PA,17837,5705244451,UNION,NORTHEAST,50,NON-PROFIT,LICENSED,202120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BUTLER STREET SENIOR LIVING,BUTLER STREET SENIOR LIVING LLC,"3251 BUTLER STREET,",HARRISBURG,PA,17103,5164961505,DAUPHIN,CENTRAL,90,PROFIT,LICENSED,337031,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,BUTTONWOOD FARM,SPIRIT OF GHEEL,"14 BUTTONWOOD LANE,P.O.BOX 610,",KIMBERTON,PA,19442,6104957871,CHESTER,SOUTHEAST,7,NON-PROFIT,LICENSED,107900,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,C A R E,ELIZABETH ROSE LOWRY,"109 WILLIAMS ROAD,",MAINESBURG,PA,16932,5705498100,TIOGA,NORTHEAST,18,PROFIT,LICENSED,203260,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,C L MANOR,CHERYL L. THOMAS,"P.O. BOX 237, 140 MAIN STREET,",MCGRANN,PA,16236,7247639960,ARMSTRONG,WESTERN,8,PROFIT,LICENSED,426800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,C.A.T.C.H. PERSONAL CARE HOME,"C.A.T.C.H., INC.","521-23 SNYDER AVENUE,",PHILADELPHIA,PA,19148,2157550068,PHILADELPHIA,SOUTHEAST,15,NON-PROFIT,LICENSED,172560,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CALVARY FELLOWSHIP HOMES,CALVARY FELLOWSHIP HOMES INC,"502 ELIZABETH DRIVE,",LANCASTER,PA,17601,7173930711,LANCASTER,CENTRAL,46,NON-PROFIT,LICENSED,321740,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE CORRY,CAMBRIDGE CORRY LLC,"771 EAST COLUMBUS AVENUE,",CORRY,PA,16407,8146644691,ERIE,WESTERN,36,PROFIT,LICENSED,449270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE CREEKSIDE,CAMBRIDGE CREEKSIDE LLC,"1275 LINCOLN AVENUE,",CHARLEROI,PA,15022,7244891562,WASHINGTON,WESTERN,30,PROFIT,LICENSED,449470,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE EBENSBURG,CAMBRIDGE EBENSBURG LLC,"4848 ADMIRAL PEARY HIGHWAY,",EBENSBURG,PA,15931,3024383755,CAMBRIA,CENTRAL,64,PROFIT,LICENSED,335340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE FALLS,CAMBRIDGE FALLS LLC,"599 NORWOOD DRIVE,",WAMPUM,PA,16175,7243121277,BEAVER,WESTERN,70,PROFIT,LICENSED,450650,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE HILLSIDE,CAMBRIDGE HILLSIDE LLC,"400 FOURTH STREET,",CHARLEROI,PA,15022,7244835818,WASHINGTON,WESTERN,44,PROFIT,LICENSED,449460,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE POINTE,CAMBRIDGE POINTE LLC,"160 CHAPEL ROAD,",BEAVER,PA,15009,7247286257,BEAVER,WESTERN,30,PROFIT,LICENSED,450370,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE RIVERVIEW,CAMBRIDGE RIVERVIEW LLC,"100 NARROWS ROAD,",LARKSVILLE,PA,18651,7243121277,LUZERNE,NORTHEAST,52,PROFIT,LICENSED,228800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE VILLAGE PERSONAL CARE HOME,CAMBRIDGE VILLAGE ASSOCIATES,"1600 DARLINGTON ROAD,",BEAVER FALLS,PA,15010,7248461400,BEAVER,WESTERN,100,PROFIT,LICENSED,401620,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CAMBRIDGE WARREN L.L.C,CAMBRIDGE WARREN LLC,"706 PENNSYLVANIA AVENUE WEST,",WARREN,PA,16365,7243121277,WARREN,WESTERN,75,PROFIT,LICENSED,413410,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CANTERBURY PLACE,CANTERBURY PLACE,"310 FISK STREET,",PITTSBURGH,PA,15201,4126229000,ALLEGHENY,WESTERN,78,NON-PROFIT,LICENSED,429490,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CARELINK COMMUNITY SUPPORT SERVICES-TORREY HOUSE,CARELINK COMMUNITY SUPPORT SERVICES OF PENNSYLVANIA,"3520 DARBY ROAD,",HAVERFORD,PA,19041,6105277131,DELAWARE,SOUTHEAST,17,NON-PROFIT,LICENSED,100070,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CARITAS,HUMAN SERVICES CENTER,"2882 OLD PRINCETON ROAD,",NEW CASTLE,PA,16101,7249242892,LAWRENCE,WESTERN,11,NON-PROFIT,LICENSED,441330,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CARMELLA'S HOUSE,IDELLE CORPORATION,"P.O. BOX 73, CEMETERY ROAD,",CRABTREE,PA,15624,7248374811,WESTMORELAND,WESTERN,8,PROFIT,LICENSED,428820,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CARRIAGE COURTS,PRESBYTERIAN HOMES INC,"210 BIG SPRING ROAD,",NEWVILLE,PA,17241,7177768200,CUMBERLAND,CENTRAL,64,NON-PROFIT,LICENSED,310220,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CARRIAGE MANOR PERSONAL CARE HOME,CARRIAGE MANOR LLC,"3102 ELLWOOD ROAD,",NEWCASTLE,PA,16101,7246542466,LAWRENCE,WESTERN,48,PROFIT,LICENSED,447641,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CATHEDRAL VILLAGE,CATHEDRAL VILLAGE,"600 E. CATHEDRAL ROAD,",PHILADELPHIA,PA,19128,2159848628,PHILADELPHIA,SOUTHEAST,50,NON-PROFIT,LICENSED,129530,FULL,Inspection Summary,,Waiver
