Facility Name,State Facility Type 1 Literal,Facility ID,Address,Zip Code,County,Phone Number,Capacity,Email Address,Licensee,Date Accessed,State
Valley View Residential Care Facility,RESIDENTIAL CARE FACILITY,50R479,9000 SE 190TH DRIVE,97089,Clackamas,5036743000,15,daniel@valleyviewrcf.com,VALLEY VIEW RESIDENTIAL CARE FACILITY LLC,7/6/21,OR
Valley View Senior Living,ASSISTED LIVING FACILITY,70M098,112 NW VALLEY VIEW DR,97845,Grant,5415753533,42,stephanie@valleyviewliving.net,,7/6/21,OR
Village At Keizer Ridge Memory Care  The,RESIDENTIAL CARE FACILITY,50M427,1165 MCGEE COURT,97303,Marion,5033901300,23,memorycare@villageatkeizerridge.com,"KEIZER CARE PROPERTIES, LLC",7/6/21,OR
Village At Keizer Ridge  The,ASSISTED LIVING FACILITY,70M350,1165 MCGEE COURT,97303,Marion,5033901300,119,administrator@villageatkeizerridge.com,"KEIZER CARE PROPERTIES, LLC",7/6/21,OR
Village At Valley View,RESIDENTIAL CARE FACILITY,50R450,1071 W JACKSON ROAD,97520,Jackson,5414820888,48,m.harris@villagevalleyview.com,"ASHLAND CARE ASSOCIATES, LLC",7/6/21,OR
Vineyard Heights A L & Retirement Cottages,ASSISTED LIVING FACILITY,70A267,345 SW HILL ROAD,97128,Yamhill,5034351000,96,administrator@vineyardheightsassistedliving.com,LSREF GOLDEN OPS 26 (OR) LLC,7/6/21,OR
Wallowa Valley Senior Living,ASSISTED LIVING FACILITY,70A322,605 MEDICAL PARKWAY,97828,Wallowa,5414265311,19,executivedirector@wvseniorliving.com,WALLOWA COUNTY HEALTH CARE DISTRICT,7/6/21,OR
Wallowa Valley Sr Living Memory Care,RESIDENTIAL CARE FACILITY,50R391,605 MEDICAL PARKWAY,97828,Wallowa,5414265311,10,jolson@wvseniorliving.com,WALLOWA COUNTY HEALTH CARE DISTRICT,7/6/21,OR
Washington Gardens Memory Care,RESIDENTIAL CARE FACILITY,50R382,9000 SW 91ST AVENUE,97223,Washington,5034454363,48,administrator@washingtongardensmemorycare.com,"TIGARD MEMORY ASSOCIATES, LLC",7/6/21,OR
Waterford Grand Assisted Living,ASSISTED LIVING FACILITY,70A233,600 WATERFORD WAY,97401,Lane,5416363329,101,charityb@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Waterford Grand Memory Care,RESIDENTIAL CARE FACILITY,50R411,600 WATERFORD WAY,97401,Lane,5416363329,64,melissak@cascadeliving.com,"CASCADE LIVING GROUP MANAGEMENT, LLC",7/6/21,OR
Waterhouse Ridge Memory Care Community,RESIDENTIAL CARE FACILITY,50R433,1115 NW 158TH AVENUE,97006,Washington,5037470648,68,denlow@waterhouseridge.com,"WATERHOUSE RIDGE MEMORY CARE, LLC",7/6/21,OR
Waverly Place Assisted Living,ASSISTED LIVING FACILITY,70A333,2853 SE SALEM AVE,97321,Linn,5417047789,71,administrator@waverlyplacealc.com,"WAVERLY ASSISTED LIVING, LLC",7/6/21,OR
Waverly Place Memory Care,RESIDENTIAL CARE FACILITY,50R456,2853 SE SALEM AVE,97321,Linn,5417047789,20,administrator@waverlyplacealc.com,"WAVERLY ASSISTED LIVING, LLC",7/6/21,OR
Weatherly Court Memory Care  The,RESIDENTIAL CARE FACILITY,50R487,2184 POPLAR DRIVE,97504,Jackson,4582262300,49,wced@fieldsseniorliving.com,"FIELDS WEATHERLY COURT, LLC",7/6/21,OR
Weatherly Court  The,ASSISTED LIVING FACILITY,70A344,2184 POPLAR DRIVE,97504,Jackson,4582262300,48,wced@fieldsseniorliving.com,"FIELDS WEATHERLY COURT, LLC",7/6/21,OR
Wellsprings Alf,ASSISTED LIVING FACILITY,70A102,2104 W IDAHO,97914,Malheur,5418893020,38,marlene.tinoco@wellspringsliving.com,"WELLSPRINGS OPERATIONS, LLC",7/6/21,OR
West Hills Village Senior Residence,RESIDENTIAL CARE FACILITY,50R121,5711 SW MULTNOMAH BLVD,97219,Multnomah,5032457621,150,lindsay.schroeder@westhillssenior.com,WEST HILLS VILLAGE LIMITED PARTNERSHIP,7/6/21,OR
West Wind Court,RESIDENTIAL CARE FACILITY,50R285,465 4TH ST SW,97411,Coos,5413479497,14,dpalmer.1@hotmail.com,WEST WIND COURT CORPORATION,7/6/21,OR
West Wind Ecu,RESIDENTIAL CARE FACILITY,50R326,3130 JUANIPERO ST,97504,Jackson,5418570700,16,ktrompeter@sapphiremedford.com,"SAPPHIRE AT WEST WIND, LLC",7/6/21,OR
Whitewood Gardens,RESIDENTIAL CARE FACILITY,50R392,2027 SE 174TH AVE,97233,Multnomah,5035221765,39,j.koch@whitewoodgardens.com,WHITEWOOD GROUP LLC,7/6/21,OR
Wildflower Lodge,RESIDENTIAL CARE FACILITY,5MA266,508 16TH ST,97850,Union,5416631200,30,mvega@seniorlifestyle.com,"LSREF GOLDEN OPS 14 (OR), LLC",7/6/21,OR
Wildflower Lodge Assisted Living Community,ASSISTED LIVING FACILITY,70M256,508 16TH STREET,97850,Union,5416631200,55,cbolen@seniorlifestyle.com,"LSREF GOLDEN OPS 14 (OR), LLC",7/6/21,OR
Wiley Creek Community,ASSISTED LIVING FACILITY,70A103,5050 MOUNTAIN FIR STREET,97386,Linn,5413671800,60,thenry@samhealth.org,MID-VALLEY HEALTHCARE,7/6/21,OR
Willamette Lutheran Retirement Community,RESIDENTIAL CARE FACILITY,50R200,7693 WHEATLAND RD,97303,Marion,5033931491,22,eric@willamettelutheran.com,,7/6/21,OR
Willamette Manor  Inc,ASSISTED LIVING FACILITY,70M104,176 WEST C STREET,97355,Linn,5412588178,46,willamettemanor@yahoo.com,,7/6/21,OR
Willamette Springs Memory Care,RESIDENTIAL CARE FACILITY,50M436,6000 SW MOSAIC DRIVE,97333,Benton,5414979707,72,ed@willamettesprings.com,"CORVALLIS MEMORY CARE, LLC",7/6/21,OR
Willamette View Memory Care Community,RESIDENTIAL CARE FACILITY,50R271,13145 SE RIVER ROAD,97222,Clackamas,5036526200,21,matth@willametteview.org,,7/6/21,OR
Willamette View Neighborhoods,ASSISTED LIVING FACILITY,70A259,13145 SE RIVER ROAD,97222,Clackamas,5036526200,50,matth@willametteview.org,"WILLAMETTE VIEW, INC.",7/6/21,OR
Willamette View Terrace,RESIDENTIAL CARE FACILITY,50R229,13169 SE RIVER ROAD,97222,Clackamas,5036526798,47,matth@willametteview.org,"WILLAMETTE VIEW, INC.",7/6/21,OR
Willow Creek Terrace,ASSISTED LIVING FACILITY,70A283,400 FRANK GILLIAM DR,97836,Morrow,5416760004,18,wctalf@mocohd.org,WILLOW CREEK VALLEY ASSISTED LIVING CORP.,7/6/21,OR
Willow Place,ASSISTED LIVING FACILITY,70M043,1307 N COLLEGE,97132,Yamhill,5035379100,30,director@willowplace.net,"NEWBERG ALF, LLC",7/6/21,OR
Willson House Residential Care Facility,RESIDENTIAL CARE FACILITY,50R125,1625 CENTER ST NE,97301,Marion,5035856511,60,tabbyb@willsonhouse.org,WILLSON HOUSE,7/6/21,OR
Windsong At Eola Hills,RESIDENTIAL CARE FACILITY,50R415,2030 WALLACE ROAD NW,97304,Polk,5039124551,64,hgolden@windsongmemorycare.com,WEST SALEM MEMORY CARE,7/6/21,OR
Woodland Heights Assisted Living,ASSISTED LIVING FACILITY,70M255,9355 SW MCDONALD STREET,97223,Washington,5036849696,55,woodlandheightsassistedliving@gmail.com,,7/6/21,OR
Woodside Senior Living,ASSISTED LIVING FACILITY,70M226,4851 MAIN STREET,97478,Lane,5417471887,62,shogan@woodsidesl.com,"CSL - SPRINGFIELD II, LLC",7/6/21,OR
