State,FIPS,County,Population (2010),Latitude,Longitude
NY,36045,Jefferson,"116,229",+43.995371°,–76.053522°
NY,36047,Kings [10],"2,504,700",+40.635133°,–73.950777°
NY,36049,Lewis,"27,087",+43.786397°,–75.442617°
NY,36051,Livingston,"65,393",+42.727485°,–77.769780°
NY,36053,Madison,"73,442",+42.910026°,–75.663575°
NY,36055,Monroe,"744,344",+43.464475°,–77.664656°
NY,36057,Montgomery,"50,219",+42.900891°,–74.435358°
NY,36059,Nassau,"1,339,532",+40.729687°,–73.589384°
NY,36061,New York [10],"1,585,873",+40.776557°,–73.970174°
NY,36063,Niagara,"216,469",+43.456731°,–78.792143°
NY,36065,Oneida,"234,878",+43.242727°,–75.434282°
NY,36067,Onondaga,"467,026",+43.006530°,–76.196117°
NY,36069,Ontario,"107,931",+42.856695°,–77.303277°
NY,36071,Orange,"372,813",+41.402410°,–74.306252°
NY,36073,Orleans,"42,883",+43.502287°,–78.229726°
NY,36075,Oswego,"122,109",+43.461443°,–76.209258°
NY,36077,Otsego,"62,259",+42.629776°,–75.028841°
NY,36079,Putnam,"99,710",+41.427904°,–73.743882°
NY,36081,Queens [10],"2,230,722",+40.658557°,–73.837929°
NY,36083,Rensselaer,"159,429",+42.710421°,–73.513845°
NY,36085,Richmond [10],"468,730",+40.563855°,–74.137063°
NY,36087,Rockland,"311,687",+41.154785°,–74.024772°
NY,36089,St. Lawrence,"111,944",+44.488113°,–75.074311°
NY,36091,Saratoga,"219,607",+43.106135°,–73.855387°
NY,36093,Schenectady,"154,727",+42.817542°,–74.043583°
NY,36095,Schoharie,"32,749",+42.591294°,–74.438172°
NY,36097,Schuyler,"18,343",+42.419776°,–76.938604°
NY,36099,Seneca,"35,251",+42.782294°,–76.827088°
NY,36101,Steuben,"98,990",+42.266725°,–77.385525°
NY,36103,Suffolk,"1,493,350",+40.943554°,–72.692218°
NY,36105,Sullivan,"77,547",+41.720176°,–74.764680°
NY,36107,Tioga,"51,125",+42.178057°,–76.297450°
NY,36109,Tompkins,"101,564",+42.453281°,–76.473712°
NY,36111,Ulster,"182,493",+41.947232°,–74.265447°
NY,36113,Warren,"65,707",+43.555105°,–73.838139°
NY,36115,Washington,"63,216",+43.312377°,–73.439428°
NY,36117,Wayne,"93,772",+43.458758°,–77.063164°
NY,36119,Westchester,"949,113",+41.152770°,–73.745912°
NY,36121,Wyoming,"42,155",+42.701363°,–78.228567°
NY,36123,Yates,"25,348",+42.638237°,–77.104324°
NC,37001,Alamance,"151,131",+36.041974°,–79.399935°
NC,37003,Alexander,"37,198",+35.920951°,–81.177467°
NC,37005,Alleghany,"11,155",+36.489356°,–81.132299°
NC,37007,Anson,"26,948",+34.974996°,–80.109959°
NC,37009,Ashe,"27,281",+36.436305°,–81.498770°
NC,37011,Avery,"17,797",+36.072894°,–81.920363°
NC,37013,Beaufort,"47,759",+35.482313°,–76.842014°
NC,37015,Bertie,"21,282",+36.061330°,–76.962367°
NC,37017,Bladen,"35,190",+34.591949°,–78.539513°
NC,37019,Brunswick,"107,431",+34.038708°,–78.227688°
NC,37021,Buncombe,"238,318",+35.609371°,–82.530426°
NC,37023,Burke,"90,912",+35.746182°,–81.706180°
NC,37025,Cabarrus,"178,011",+35.387845°,–80.552868°
NC,37027,Caldwell,"83,029",+35.957857°,–81.530076°
NC,37029,Camden,"9,980",+36.342344°,–76.162488°
NC,37031,Carteret,"66,469",+34.858313°,–76.526967°
NC,37033,Caswell,"23,719",+36.393097°,–79.332546°
NC,37035,Catawba,"154,358",+35.663182°,–81.214151°
NC,37037,Chatham,"63,505",+35.704994°,–79.251454°
NC,37039,Cherokee,"27,444",+35.136233°,–84.061308°
NC,37041,Chowan,"14,793",+36.127288°,–76.602070°
NC,37043,Clay,"10,587",+35.052997°,–83.752264°
NC,37045,Cleveland,"98,078",+35.334630°,–81.557115°
NC,37047,Columbus,"58,098",+34.260471°,–78.636378°
NC,37049,Craven,"103,505",+35.118179°,–77.082541°
NC,37051,Cumberland,"319,431",+35.050192°,–78.828719°
NC,37053,Currituck,"23,547",+36.372174°,–75.941224°
NC,37055,Dare,"33,920",+35.606269°,–75.767536°
NC,37057,Davidson,"162,878",+35.795123°,–80.206525°
NC,37059,Davie,"41,240",+35.929356°,–80.542542°
NC,37061,Duplin,"58,505",+34.934403°,–77.933543°
NC,37063,Durham,"267,587",+36.036589°,–78.877919°
NC,37065,Edgecombe,"56,552",+35.917055°,–77.602655°
NC,37067,Forsyth,"350,670",+36.131667°,–80.257289°
NC,37069,Franklin,"60,619",+36.088241°,–78.283090°
NC,37071,Gaston,"206,086",+35.293344°,–81.177256°
NC,37073,Gates,"12,197",+36.442135°,–76.702355°
NC,37075,Graham,"8,861",+35.348111°,–83.830909°
NC,37077,Granville,"59,916",+36.299884°,–78.657634°
NC,37079,Greene,"21,362",+35.481933°,–77.681667°
NC,37081,Guilford,"488,406",+36.079065°,–79.788665°
NC,37083,Halifax,"54,691",+36.251438°,–77.644842°
NC,37085,Harnett,"114,678",+35.368635°,–78.871610°
NC,37087,Haywood,"59,036",+35.557097°,–82.972807°
NC,37089,Henderson,"106,740",+35.336424°,–82.479634°
NC,37091,Hertford,"24,669",+36.363517°,–76.981616°
NC,37093,Hoke,"46,952",+35.017233°,–79.241964°
NC,37095,Hyde,"5,810",+35.408157°,–76.153687°
NC,37097,Iredell,"159,437",+35.806356°,–80.874545°
NC,37099,Jackson,"40,271",+35.286463°,–83.130641°
NC,37101,Johnston,"168,878",+35.513405°,–78.367267°
NC,37103,Jones,"10,153",+35.032160°,–77.356443°
NC,37105,Lee,"57,866",+35.476075°,–79.172220°
NC,37107,Lenoir,"59,495",+35.238062°,–77.639023°
NC,37109,Lincoln,"78,265",+35.487825°,–81.225176°
NC,37111,McDowell,"44,996",+35.682232°,–82.048029°
NC,37113,Macon,"33,922",+35.152959°,–83.421901°
NC,37115,Madison,"20,764",+35.864080°,–82.712731°
NC,37117,Martin,"24,505",+35.841059°,–77.112867°
NC,37119,Mecklenburg,"919,628",+35.246862°,–80.833832°
NC,37121,Mitchell,"15,579",+36.013102°,–82.163554°
NC,37123,Montgomery,"27,798",+35.338071°,–79.904196°
NC,37125,Moore,"88,247",+35.310163°,–79.480664°
NC,37127,Nash,"95,840",+35.965945°,–77.987555°
NC,37129,New Hanover,"202,667",+34.177466°,–77.871378°
NC,37131,Northampton,"22,099",+36.421774°,–77.398352°
NC,37133,Onslow,"177,772",+34.763460°,–77.503297°
NC,37135,Orange,"133,801",+36.062499°,–79.119355°
NC,37137,Pamlico,"13,144",+35.147462°,–76.665069°
NC,37139,Pasquotank,"40,661",+36.265276°,–76.260355°
NC,37141,Pender,"52,217",+34.512581°,–77.888029°
NC,37143,Perquimans,"13,453",+36.178261°,–76.404269°
NC,37145,Person,"39,464",+36.386387°,–78.965471°
NC,37147,Pitt,"168,148",+35.591065°,–77.372404°
NC,37149,Polk,"20,510",+35.278928°,–82.167667°
NC,37151,Randolph,"141,752",+35.709915°,–79.806215°
NC,37153,Richmond,"46,639",+35.001957°,–79.747809°
NC,37155,Robeson,"134,168",+34.639210°,–79.100881°
NC,37157,Rockingham,"93,643",+36.380927°,–79.782889°
NC,37159,Rowan,"138,428",+35.639218°,–80.525344°
NC,37161,Rutherford,"67,810",+35.402747°,–81.919583°
NC,37163,Sampson,"63,431",+34.990575°,–78.371382°
NC,37165,Scotland,"36,157",+34.840023°,–79.477337°
NC,37167,Stanly,"60,585",+35.310523°,–80.254355°
NC,37169,Stokes,"47,401",+36.404195°,–80.239271°
NC,37171,Surry,"73,673",+36.415416°,–80.686463°
NC,37173,Swain,"13,981",+35.568849°,–83.465614°
NC,37175,Transylvania,"33,090",+35.210095°,–82.816696°
NC,37177,Tyrrell,"4,407",+35.870420°,–76.165345°
NC,37179,Union,"201,292",+34.991501°,–80.530131°
NC,37181,Vance,"45,422",+36.365481°,–78.405434°
NC,37183,Wake,"900,993",+35.789846°,–78.650624°
NC,37185,Warren,"20,972",+36.397979°,–78.099924°
NC,37187,Washington,"13,228",+35.844589°,–76.572334°
NC,37189,Watauga,"51,079",+36.235371°,–81.709919°
NC,37191,Wayne,"122,623",+35.362741°,–78.004826°
NC,37193,Wilkes,"69,340",+36.209303°,–81.165354°
NC,37195,Wilson,"81,234",+35.704125°,–77.918982°
NC,37197,Yadkin,"38,406",+36.158765°,–80.665164°
NC,37199,Yancey,"17,818",+35.889504°,–82.303980°
ND,38001,Adams,"2,343",+46.096815°,–102.533198°
ND,38003,Barnes,"11,066",+46.942550°,–98.070195°
ND,38005,Benson,"6,660",+48.071738°,–99.361987°
ND,38007,Billings,783,+47.009283°,–103.364924°
ND,38009,Bottineau,"6,429",+48.794412°,–100.831257°
ND,38011,Bowman,"3,151",+46.107807°,–103.506586°
ND,38013,Burke,"1,968",+48.786453°,–102.520087°
ND,38015,Burleigh,"81,308",+46.971843°,–100.462001°
ND,38017,Cass,"149,778",+46.927003°,–97.252375°
ND,38019,Cavalier,"3,993",+48.768439°,–98.463790°
ND,38021,Dickey,"5,289",+46.107756°,–98.496518°
ND,38023,Divide,"2,071",+48.818142°,–103.497653°
ND,38025,Dunn,"3,536",+47.354610°,–102.612365°
ND,38027,Eddy,"2,385",+47.723436°,–98.900475°
ND,38029,Emmons,"3,550",+46.284255°,–100.237842°
ND,38031,Foster,"3,343",+47.464327°,–98.872817°
ND,38033,Golden Valley,"1,680",+46.938924°,–103.844612°
ND,38035,Grand Forks,"66,861",+47.926003°,–97.450851°
ND,38037,Grant,"2,394",+46.357827°,–101.639049°
ND,38039,Griggs,"2,420",+47.463463°,–98.232444°
ND,38041,Hettinger,"2,477",+46.434939°,–102.458385°
ND,38043,Kidder,"2,435",+46.935385°,–99.742727°
ND,38045,LaMoure,"4,139",+46.464195°,–98.526057°
ND,38047,Logan,"1,990",+46.469278°,–99.504585°
ND,38049,McHenry,"5,395",+48.233842°,–100.633267°
ND,38051,McIntosh,"2,809",+46.117034°,–99.443041°
ND,38053,McKenzie,"6,360",+47.742475°,–103.403215°
ND,38055,McLean,"8,962",+47.653055°,–101.421794°
ND,38057,Mercer,"8,424",+47.303279°,–101.820765°
ND,38059,Morton,"27,471",+46.713789°,–101.279743°
ND,38061,Mountrail,"7,673",+48.210291°,–102.364756°
ND,38063,Nelson,"3,126",+47.918667°,–98.204428°
ND,38065,Oliver,"1,846",+47.118079°,–101.331420°
ND,38067,Pembina,"7,413",+48.766896°,–97.545405°
ND,38069,Pierce,"4,357",+48.238883°,–99.966497°
ND,38071,Ramsey,"11,451",+48.265551°,–98.737329°
ND,38073,Ransom,"5,457",+46.449276°,–97.647554°
ND,38075,Renville,"2,470",+48.712782°,–101.658152°
ND,38077,Richland,"16,321",+46.265219°,–96.937960°
ND,38079,Rolette,"13,937",+48.768272°,–99.840463°
ND,38081,Sargent,"3,829",+46.108206°,–97.630030°
ND,38083,Sheridan,"1,321",+47.581373°,–100.341499°
ND,38085,Sioux,"4,153",+46.109282°,–101.047525°
ND,38087,Slope,727,+46.445834°,–103.462462°
ND,38089,Stark,"24,199",+46.817031°,–102.662026°
ND,38091,Steele,"1,975",+47.458288°,–97.718895°
ND,38093,Stutsman,"21,100",+46.971103°,–98.957592°
ND,38095,Towner,"2,246",+48.682183°,–99.248158°
ND,38097,Traill,"8,121",+47.446215°,–97.164754°
ND,38099,Walsh,"11,119",+48.376979°,–97.722230°
ND,38101,Ward,"61,675",+48.216686°,–101.540537°
ND,38103,Wells,"4,207",+47.580851°,–99.671502°
ND,38105,Williams,"22,398",+48.345867°,–103.487400°
OH,39001,Adams,"28,550",+38.841681°,–83.474173°
OH,39003,Allen,"106,331",+40.771528°,–84.106546°
OH,39005,Ashland,"53,139",+40.843274°,–82.270121°
OH,39007,Ashtabula,"101,497",+41.906644°,–80.745641°
OH,39009,Athens,"64,757",+39.333848°,–82.046008°
OH,39011,Auglaize,"45,949",+40.561309°,–84.224018°
OH,39013,Belmont,"70,400",+40.017682°,–80.967727°
OH,39015,Brown,"44,846",+38.931377°,–83.866772°
OH,39017,Butler,"368,130",+39.439915°,–84.565397°
OH,39019,Carroll,"28,836",+40.579884°,–81.090787°
OH,39021,Champaign,"40,097",+40.132759°,–83.767543°
OH,39023,Clark,"138,333",+39.917032°,–83.783676°
OH,39025,Clermont,"197,363",+39.052084°,–84.149614°
OH,39027,Clinton,"42,040",+39.414041°,–83.814542°
OH,39029,Columbiana,"107,841",+40.768462°,–80.777231°
OH,39031,Coshocton,"36,901",+40.296720°,–81.930112°
OH,39033,Crawford,"43,784",+40.848508°,–82.924771°
OH,39035,Cuyahoga,"1,280,122",+41.760392°,–81.724217°
OH,39037,Darke,"52,959",+40.132176°,–84.620438°
OH,39039,Defiance,"39,037",+41.321679°,–84.486433°
OH,39041,Delaware,"174,214",+40.278941°,–83.007462°
OH,39043,Erie,"77,079",+41.554006°,–82.525897°
OH,39045,Fairfield,"146,156",+39.752935°,–82.628276°
OH,39047,Fayette,"29,030",+39.553845°,–83.459327°
OH,39049,Franklin,"1,163,414",+39.969447°,–83.008258°
OH,39051,Fulton,"42,698",+41.597264°,–84.124267°
OH,39053,Gallia,"30,934",+38.817046°,–82.301746°
OH,39055,Geauga,"93,389",+41.499322°,–81.173505°
OH,39057,Greene,"161,573",+39.687479°,–83.894894°
OH,39059,Guernsey,"40,087",+40.056665°,–81.497875°
OH,39061,Hamilton,"802,374",+39.196927°,–84.544187°
OH,39063,Hancock,"74,782",+41.000471°,–83.666034°
OH,39065,Hardin,"32,058",+40.660415°,–83.664077°
OH,39067,Harrison,"15,864",+40.292318°,–81.091565°
OH,39069,Henry,"28,215",+41.335072°,–84.065882°
OH,39071,Highland,"43,589",+39.184488°,–83.603668°
OH,39073,Hocking,"29,380",+39.490343°,–82.483445°
OH,39075,Holmes,"42,366",+40.565309°,–81.929869°
OH,39077,Huron,"59,626",+41.145080°,–82.594641°
OH,39079,Jackson,"33,225",+39.013477°,–82.614142°
OH,39081,Jefferson,"69,709",+40.399188°,–80.761410°
OH,39083,Knox,"60,921",+40.403620°,–82.422393°
OH,39085,Lake,"230,041",+41.924116°,–81.392643°
OH,39087,Lawrence,"62,450",+38.603866°,–82.517186°
OH,39089,Licking,"166,492",+40.093609°,–82.481251°
OH,39091,Logan,"45,858",+40.387553°,–83.766343°
OH,39093,Lorain,"301,356",+41.438805°,–82.179722°
OH,39095,Lucas,"441,815",+41.682321°,–83.468867°
OH,39097,Madison,"43,435",+39.896607°,–83.400885°
OH,39099,Mahoning,"238,823",+41.010880°,–80.770396°
OH,39101,Marion,"66,501",+40.588208°,–83.172927°
OH,39103,Medina,"172,332",+41.116051°,–81.899566°
OH,39105,Meigs,"23,770",+39.089807°,–82.028397°
OH,39107,Mercer,"40,814",+40.535333°,–84.632059°
OH,39109,Miami,"102,506",+40.053326°,–84.228414°
OH,39111,Monroe,"14,642",+39.725969°,–81.090658°
OH,39113,Montgomery,"535,153",+39.755218°,–84.290546°
OH,39115,Morgan,"15,054",+39.624946°,–81.861699°
OH,39117,Morrow,"34,827",+40.525266°,–82.797729°
OH,39119,Muskingum,"86,074",+39.966046°,–81.943506°
OH,39121,Noble,"14,645",+39.767232°,–81.452604°
OH,39123,Ottawa,"41,428",+41.544467°,–83.009253°
OH,39125,Paulding,"19,614",+41.119141°,–84.576967°
OH,39127,Perry,"36,058",+39.743187°,–82.237953°
OH,39129,Pickaway,"55,698",+39.648947°,–83.052827°
OH,39131,Pike,"28,709",+39.071365°,–83.052921°
OH,39133,Portage,"161,419",+41.168640°,–81.196932°
OH,39135,Preble,"42,270",+39.737906°,–84.645358°
OH,39137,Putnam,"34,499",+41.024533°,–84.129879°
OH,39139,Richland,"124,475",+40.774167°,–82.542715°
OH,39141,Ross,"78,064",+39.323763°,–83.059585°
OH,39143,Sandusky,"60,944",+41.355291°,–83.142735°
OH,39145,Scioto,"79,499",+38.815019°,–82.999028°
OH,39147,Seneca,"56,745",+41.120008°,–83.127436°
OH,39149,Shelby,"49,423",+40.336680°,–84.204143°
OH,39151,Stark,"375,586",+40.814131°,–81.365667°
OH,39153,Summit,"541,781",+41.121851°,–81.534936°
OH,39155,Trumbull,"210,312",+41.308936°,–80.767656°
OH,39157,Tuscarawas,"92,582",+40.447441°,–81.471157°
OH,39159,Union,"52,300",+40.295901°,–83.367042°
OH,39161,Van Wert,"28,744",+40.855520°,–84.585775°
OH,39163,Vinton,"13,435",+39.252014°,–82.485961°
OH,39165,Warren,"212,693",+39.425652°,–84.169906°
OH,39167,Washington,"61,778",+39.450684°,–81.490653°
OH,39169,Wayne,"114,520",+40.829661°,–81.887194°
OH,39171,Williams,"37,642",+41.564958°,–84.584323°
OH,39173,Wood,"125,488",+41.360183°,–83.622682°
OH,39175,Wyandot,"22,615",+40.840122°,–83.313172°
OK,40001,Adair,"22,683",+35.897500°,–94.651671°
OK,40003,Alfalfa,"5,642",+36.729703°,–98.323445°
OK,40005,Atoka,"14,182",+34.374813°,–96.034705°
OK,40007,Beaver,"5,636",+36.748334°,–100.483056°
OK,40009,Beckham,"22,119",+35.273945°,–99.671638°
OK,40011,Blaine,"11,943",+35.877782°,–98.428934°
OK,40013,Bryan,"42,416",+33.964004°,–96.264137°
OK,40015,Caddo,"29,600",+35.167920°,–98.381045°
OK,40017,Canadian,"115,541",+35.543416°,–97.979836°
OK,40019,Carter,"47,557",+34.251848°,–97.287927°
OK,40021,Cherokee,"46,987",+35.904367°,–94.996796°
OK,40023,Choctaw,"15,205",+34.027645°,–95.554208°
OK,40025,Cimarron,"2,475",+36.755276°,–102.508735°
OK,40027,Cleveland,"255,755",+35.203117°,–97.328332°
OK,40029,Coal,"5,925",+34.582861°,–96.288039°
OK,40031,Comanche,"124,098",+34.662628°,–98.476597°
OK,40033,Cotton,"6,193",+34.290676°,–98.373438°
OK,40035,Craig,"15,029",+36.763890°,–95.201553°
OK,40037,Creek,"69,967",+35.907732°,–96.379793°
OK,40039,Custer,"27,469",+35.645601°,–98.997386°
OK,40041,Delaware,"41,487",+36.393369°,–94.808206°
OK,40043,Dewey,"4,810",+35.978433°,–99.014094°
OK,40045,Ellis,"4,151",+36.224258°,–99.750139°
OK,40047,Garfield,"60,580",+36.378273°,–97.787729°
OK,40049,Garvin,"27,576",+34.709350°,–97.312723°
OK,40051,Grady,"52,431",+35.021058°,–97.886890°
OK,40053,Grant,"4,527",+36.788254°,–97.788151°
OK,40055,Greer,"6,239",+34.935263°,–99.552968°
OK,40057,Harmon,"2,922",+34.745971°,–99.844194°
OK,40059,Harper,"3,685",+36.800456°,–99.662842°
OK,40061,Haskell,"12,769",+35.232294°,–95.109578°
OK,40063,Hughes,"14,003",+35.052934°,–96.251183°
OK,40065,Jackson,"26,446",+34.593949°,–99.412210°
OK,40067,Jefferson,"6,472",+34.105092°,–97.838814°
OK,40069,Johnston,"10,957",+34.313455°,–96.654255°
OK,40071,Kay,"46,562",+36.814842°,–97.143755°
OK,40073,Kingfisher,"15,034",+35.949431°,–97.934568°
OK,40075,Kiowa,"9,446",+34.921489°,–98.981617°
OK,40077,Latimer,"11,154",+34.875137°,–95.272263°
OK,40079,Le Flore,"50,384",+34.899642°,–94.703491°
OK,40081,Lincoln,"34,273",+35.703118°,–96.881392°
OK,40083,Logan,"41,848",+35.914151°,–97.450764°
OK,40085,Love,"9,423",+33.957775°,–97.245124°
OK,40087,McClain,"34,506",+35.016414°,–97.449811°
OK,40089,McCurtain,"33,151",+34.117073°,–94.766086°
OK,40091,McIntosh,"20,252",+35.369092°,–95.671764°
OK,40093,Major,"7,527",+36.313119°,–98.542015°
OK,40095,Marshall,"15,840",+34.027007°,–96.770533°
OK,40097,Mayes,"41,259",+36.303804°,–95.235638°
OK,40099,Murray,"13,488",+34.485766°,–97.071557°
OK,40101,Muskogee,"70,990",+35.617551°,–95.383911°
OK,40103,Noble,"11,561",+36.384901°,–97.236335°
OK,40105,Nowata,"10,536",+36.789615°,–95.613312°
OK,40107,Okfuskee,"12,191",+35.466804°,–96.327762°
OK,40109,Oklahoma,"718,633",+35.554611°,–97.409401°
OK,40111,Okmulgee,"40,069",+35.646879°,–95.964580°
OK,40113,Osage,"47,472",+36.624680°,–96.408385°
OK,40115,Ottawa,"31,848",+36.835764°,–94.802681°
OK,40117,Pawnee,"16,577",+36.313704°,–96.696669°
OK,40119,Payne,"77,350",+36.079225°,–96.975255°
OK,40121,Pittsburg,"45,837",+34.925540°,–95.748130°
OK,40123,Pontotoc,"37,492",+34.721071°,–96.692738°
OK,40125,Pottawatomie,"69,442",+35.211393°,–96.957007°
OK,40127,Pushmataha,"11,572",+34.377896°,–95.408085°
OK,40129,Roger Mills,"3,647",+35.708554°,–99.741572°
OK,40131,Rogers,"86,905",+36.378082°,–95.601337°
OK,40133,Seminole,"25,482",+35.158366°,–96.602858°
OK,40135,Sequoyah,"42,391",+35.502435°,–94.750757°
OK,40137,Stephens,"45,048",+34.481361°,–97.855607°
OK,40139,Texas,"20,640",+36.741964°,–101.488434°
OK,40141,Tillman,"7,992",+34.371085°,–98.931701°
OK,40143,Tulsa,"603,403",+36.120121°,–95.941731°
OK,40145,Wagoner,"73,085",+35.963479°,–95.514100°
OK,40147,Washington,"50,976",+36.704380°,–95.906155°
OK,40149,Washita,"11,629",+35.290177°,–98.991962°
OK,40151,Woods,"8,878",+36.765141°,–98.868967°
OK,40153,Woodward,"20,081",+36.425619°,–99.273661°
OR,41001,Baker,"16,134",+44.703427°,–117.691933°
OR,41003,Benton,"85,579",+44.490623°,–123.426317°
OR,41005,Clackamas,"375,992",+45.160493°,–122.195127°
OR,41007,Clatsop,"37,039",+46.024509°,–123.705014°
OR,41009,Columbia,"49,351",+45.941932°,–123.081079°
OR,41011,Coos,"63,043",+43.184193°,–124.092557°
OR,41013,Crook,"20,978",+44.163054°,–120.371585°
OR,41015,Curry,"22,364",+42.466671°,–124.211407°
OR,41017,Deschutes,"157,733",+43.915118°,–121.225575°
OR,41019,Douglas,"107,667",+43.285904°,–123.154380°
OR,41021,Gilliam,"1,871",+45.381666°,–120.211851°
OR,41023,Grant,"7,445",+44.496326°,–119.014057°
OR,41025,Harney,"7,422",+43.064355°,–118.985949°
OR,41027,Hood River,"22,346",+45.511775°,–121.655976°
OR,41029,Jackson,"203,206",+42.411782°,–122.675797°
OR,41031,Jefferson,"21,720",+44.643790°,–121.183021°
OR,41033,Josephine,"82,713",+42.385382°,–123.597245°
OR,41035,Klamath,"66,380",+42.683761°,–121.646168°
OR,41037,Lake,"7,895",+42.788401°,–120.389790°
OR,41039,Lane,"351,715",+43.928276°,–122.897678°
OR,41041,Lincoln,"46,034",+44.641076°,–123.911183°
OR,41043,Linn,"116,672",+44.494824°,–122.543756°
OR,41045,Malheur,"31,313",+43.187700°,–117.603976°
OR,41047,Marion,"315,335",+44.900898°,–122.576260°
OR,41049,Morrow,"11,173",+45.425496°,–119.602311°
OR,41051,Multnomah,"735,334",+45.547693°,–122.417173°
OR,41053,Polk,"75,403",+44.904395°,–123.397329°
OR,41055,Sherman,"1,765",+45.399216°,–120.678512°
OR,41057,Tillamook,"25,250",+45.455743°,–123.759327°
OR,41059,Umatilla,"75,889",+45.591200°,–118.733880°
OR,41061,Union,"25,748",+45.304047°,–117.999136°
OR,41063,Wallowa,"7,008",+45.593753°,–117.185580°
OR,41065,Wasco,"25,213",+45.164536°,–121.165069°
OR,41067,Washington,"529,710",+45.553542°,–123.097615°
OR,41069,Wheeler,"1,441",+44.736411°,–120.026875°
OR,41071,Yamhill,"99,193",+45.248138°,–123.316117°
PA,42001,Adams,"101,407",+39.869471°,–77.217730°
PA,42003,Allegheny,"1,223,348",+40.468920°,–79.980920°
PA,42005,Armstrong,"68,941",+40.812379°,–79.464128°
PA,42007,Beaver,"170,539",+40.684140°,–80.350721°
PA,42009,Bedford,"49,762",+39.997115°,–78.489980°
PA,42011,Berks,"411,442",+40.413957°,–75.926860°
PA,42013,Blair,"127,089",+40.497926°,–78.310640°
PA,42015,Bradford,"62,622",+41.791495°,–76.502124°
PA,42017,Bucks,"625,249",+40.336887°,–75.107060°
PA,42019,Butler,"183,862",+40.913834°,–79.918960°
PA,42021,Cambria,"143,679",+40.494127°,–78.715284°
PA,42023,Cameron,"5,085",+41.438289°,–78.198315°
PA,42025,Carbon,"65,249",+40.917833°,–75.709428°
PA,42027,Centre,"153,990",+40.909160°,–77.847830°
PA,42029,Chester,"498,886",+39.973965°,–75.749732°
PA,42031,Clarion,"39,988",+41.198239°,–79.420404°
PA,42033,Clearfield,"81,642",+41.000249°,–78.473749°
PA,42035,Clinton,"39,238",+41.245301°,–77.649141°
PA,42037,Columbia,"67,295",+41.045517°,–76.404260°
PA,42039,Crawford,"88,765",+41.686840°,–80.107811°
PA,42041,Cumberland,"235,406",+40.164782°,–77.263440°
PA,42043,Dauphin,"268,100",+40.412565°,–76.792634°
PA,42045,Delaware,"558,979",+39.916670°,–75.398786°
PA,42047,Elk,"31,946",+41.427334°,–78.653938°
PA,42049,Erie,"280,566",+42.117952°,–80.096386°
PA,42051,Fayette,"136,606",+39.914115°,–79.644586°
PA,42053,Forest,"7,716",+41.513304°,–79.249705°
PA,42055,Franklin,"149,618",+39.926686°,–77.724485°
PA,42057,Fulton,"14,845",+39.910751°,–78.122617°
PA,42059,Greene,"38,686",+39.848983°,–80.225694°
PA,42061,Huntingdon,"45,913",+40.422321°,–77.968584°
PA,42063,Indiana,"88,880",+40.651432°,–79.087545°
PA,42065,Jefferson,"45,200",+41.130287°,–78.999044°
PA,42067,Juniata,"24,636",+40.530673°,–77.400438°
PA,42069,Lackawanna,"214,437",+41.440250°,–75.609587°
PA,42071,Lancaster,"519,445",+40.041992°,–76.250198°
PA,42073,Lawrence,"91,108",+40.992735°,–80.334446°
PA,42075,Lebanon,"133,568",+40.367344°,–76.458009°
PA,42077,Lehigh,"349,497",+40.614241°,–75.590627°
PA,42079,Luzerne,"320,918",+41.172787°,–75.976035°
PA,42081,Lycoming,"116,111",+41.343624°,–77.055253°
PA,42083,McKean,"43,450",+41.814590°,–78.572463°
PA,42085,Mercer,"116,638",+41.300014°,–80.252786°
PA,42087,Mifflin,"46,682",+40.611890°,–77.620661°
PA,42089,Monroe,"169,842",+41.056233°,–75.329037°
PA,42091,Montgomery,"799,874",+40.209999°,–75.370201°
PA,42093,Montour,"18,267",+41.029261°,–76.665259°
PA,42095,Northampton,"297,735",+40.752791°,–75.307447°
PA,42097,Northumberland,"94,528",+40.851524°,–76.709877°
PA,42099,Perry,"45,969",+40.397780°,–77.266328°
PA,42101,Philadelphia,"1,526,006",+40.009376°,–75.133346°
PA,42103,Pike,"57,369",+41.325949°,–75.031514°
PA,42105,Potter,"17,457",+41.748222°,–77.894735°
PA,42107,Schuylkill,"148,289",+40.703690°,–76.217800°
PA,42109,Snyder,"39,702",+40.755348°,–77.072954°
PA,42111,Somerset,"77,742",+39.981297°,–79.028486°
PA,42113,Sullivan,"6,428",+41.439790°,–76.511525°
PA,42115,Susquehanna,"43,356",+41.819665°,–75.800969°
PA,42117,Tioga,"41,981",+41.766859°,–77.257288°
PA,42119,Union,"44,947",+40.962179°,–77.055475°
PA,42121,Venango,"54,984",+41.401980°,–79.754418°
PA,42123,Warren,"41,815",+41.843669°,–79.313173°
PA,42125,Washington,"207,820",+40.200005°,–80.252132°
PA,42127,Wayne,"52,822",+41.646589°,–75.292485°
PA,42129,Westmoreland,"365,169",+40.311068°,–79.466688°
PA,42131,Wyoming,"28,276",+41.525137°,–76.008780°
PA,42133,York,"434,972",+39.921839°,–76.728446°
RI,44001,Bristol [6],"49,875",+41.705271°,–71.285053°
RI,44003,Kent [6],"166,158",+41.677750°,–71.576314°
RI,44005,Newport [6],"82,888",+41.502732°,–71.284063°
