State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AS,AS630016142,Katzman,5425 Pond Bluff Drive,,West Bloomfield,MI,48323,2486829374,6,JARC
AS,AS300016270,West Home,430 N West Street,,Hillsdale,MI,49242,5174395690,6,"Christ Centered Homes, Inc."
AS,AS380381918,Second Street AFC,502 Second Street,,Jackson,MI,49203,5177829633,4,"Christ Centered Homes, Inc."
AS,AS380381916,Adams Street AFC,606 Adams Street,,Jackson,MI,49202,5177842142,2,"Christ Centered Homes, Inc."
AS,AS390011454,Portage Road Home,3527 Portage,,Kalamazoo,MI,49001,2693494034,6,Community Living Options
AS,AS390015350,CLO/Darmo St Home,3109 Darmo,,Kalamazoo,MI,49008,2693443634,6,Community Living Options
AS,AS390291227,Alamo,2725 Alamo Ave.,,Kalamazoo,MI,49006,2694921438,6,Community Living Options
AL,AL410095351,The Ridge,"713 N. Center Drive, NW",,Walker,MI,49544,6166472802,16,Hope Network Behavioral Health Services
AS,AS340089084,Westlake VI,11652 Grand River,,Lowell,MI,49331,6168975900,6,Hope Network Behavioral Health Services
AL,AL700092850,Harbor Point Intensive East Unit,17160 130th Avenue,,Nunica,MI,49448,6168474460,15,Hope Network Behavioral Health Services
AS,AS340379225,Westlake I,11652 Grand River Avenue,,Lowell,MI,49331,6168972956,6,Hope Network Behavioral Health Services
AS,AS340089072,Westlake IV,11652 Grand River,,Lowell,MI,49331,6168975900,6,Hope Network Behavioral Health Services
AF,AF410072173,Hazel Home,"1819 Millbrook Street, SE",,Grand Rapids,MI,495082656,6162411113,6,Carolyn and Jeffrey Norton
AL,AL030016016,LakeSide Vista Friesland Haus,346 West 40th Street,,Holland,MI,49423,6163940302,20,Leisure Living Management of Holland Inc.
AM,AM250237981,"Mid-Michigan Specialized Residential, LLC",1330 Kenneth Street,,Burton,MI,48529,8107442506,12,Timothy D Bertram
AS,AS520285004,Cedar Creek,6263 US 41 South,,Harvey,MI,49855,9062498969,5,Beres Melody Lynn
AS,AS630015668,Adams House,4094 Rouge Circle,,Troy,MI,48098,2485401450,6,Adams House Inc.
AS,AS630015687,Newport Care Center Inc,22977 Newport,,Southfield,MI,48075,2483537818,6,Newport Care Center Inc
AS,AS630015384,Maxwell Home,2809 Saddlewood,,W Bloomfield Twp,MI,48324,2483601497,6,Angels' Place Inc
AS,AS630092664,Joliat Home,3655 S. Commerce,,Commerce,MI,48390,2483661594,6,Angels' Place Inc
AS,AS630088206,Dinan Home,33130 Raphael,,Farmington Hills,MI,48338,2484772084,6,Angels' Place Inc
AS,AS630072584,Lopez Family Home,16022 Webster Ave,,Southfield,MI,48076,2485946794,6,Angels' Place Inc
AL,AL580007271,Elm House,852 W Elm,,Monroe,MI,48161,7342422177,16,H N P H  Inc
AL,AL630007298,CLC House 2,21345 Tuck Road,,Farmington Hills,MI,48336,2484763030,16,Community Living Centers Inc
AS,AS800237410,Affinity - Woodhenge,48288 22nd Street,,Mattawan,MI,49071,2696682143,6,Affinity Health Management LLC
AH,AH410236894,St. Ann's Home,"2161 Leonard Street, NW",,Grand Rapids,MI,495043829,6164537715,95,St. Ann's Home Inc.
AF,AF300002300,Powell Care Home,7531 S. Waldron Road,,Pittsford,MI,49271,5173832543,4,Clair Powell
AF,AF410003487,Andree AFC,609 Seven Mile Road NW,,Comstock Park,MI,49321,6167846012,6,"Andree, Debra and Andree, Steve"
AF,AF740005675,Elliotts Afc Home,2063 West Birch Hill,,Smiths Creek,MI,48074,8103676043,5,Anglebrandt Lois
AF,AF250288160,Ann's AFC Home,11437 Henderson Rd,,Otisville,MI,48463,8106314236,6,"Stevens, Ann L"
AM,AM080007779,Middleville Afc,307 Broadway,,Middleville,MI,49333,2697953011,12,Winter Wood Inc.
AF,AF440003589,Huntley Residence,P O Box 19,4130 Pleasant Street,North Branch,MI,48461,8106882526,6,Huntley Merelise
AL,AL410007158,Ramsdell AFC,12471 Ramsdell Drive  NE,,Rockford,MI,49341,6166964885,20,Rosalinda and Abraham Joshua
AS,AS090084054,Brookwood CLF,909 Murphy St.,,Bay City,MI,48706,9896861999,6,"Bay Human Services, Inc."
AS,AS090238706,Mason AFC,2540 Mason Street,,Bay City,MI,48708,9898940312,6,"Bay Human Services, Inc."
AM,AM730268783,Cambridge CLF,3363 Hospital Road,,Saginaw,MI,48603,9897924278,8,"Bay Human Services, Inc."
AS,AS520282703,Ontario,2262 Norwood Street,,Marquette,MI,498551340,9062285500,6,"Bay Human Services, Inc."
AS,AS770400675,Stepping Stone,240 New Delta Ave,,Manistique,MI,49854,9063416767,6,"Bay Human Services, Inc."
AS,AS770400676,New Delta,223 New Delta Ave,,Manistique,MI,49854,9063415257,6,"Bay Human Services, Inc."
AL,AL130006920,Haven AFC,148 East Michigan Avenue,,Battle Creek,MI,49014,2696606650,15,Haven Of Rest Inc
AM,AM110007843,Lanes AFC Home Inc,1629 Colfax Avenue,,Benton Harbor,MI,49022,2699256958,12,Lanes Afc Homes Inc
AS,AS210338040,Whispering Pines,3220 14th Ave,,Escanaba,MI,49829,9064975580,4,Pinecrest MCF Board
AS,AS230010627,Kemler Road Home,3138 Kemler Road,,Eaton Rapids,MI,48827,5176632556,6,Residential Options Inc.
AS,AS250010766,Summers - Linden Rd Home,12237 N Linden Road,,Clio,MI,48420,8106869660,6,Summers Living System Inc
AS,AS760014821,Austin Clf,225 Austin Street,,Sandusky,MI,48471,8106489634,4,"Resident Advancement, Inc."
AS,AS250264516,Spring Meadows,803 E. Rolston,,Linden,MI,48451,8107355883,6,"Resident Advancement, Inc."
AS,AS630067389,Foster,8531 Foster Road,,Clarkston,MI,48346,2486253253,6,"Innovative Lifestyles, Inc."
AL,AL330007013,Moore Living Connections 2,1409 Georgetown Blvd,,Lansing,MI,48911,5178876964,16,Moore Non Profit Housing Corp
AM,AM380071060,Renaissance II,262 Dettman,,Jackson,MI,49203,5177887549,12,Renaissance Community Homes Inc
AS,AS460015679,Oakwood Home,2650 Oakwood Road,,Adrian,MI,49221,5172631868,6,Renaissance Community Homes Inc
AS,AS380011364,Range Road Home,6708 Range Road,,Jackson,MI,49201,5177825154,6,Renaissance Community Homes Inc
AS,AS300079562,Steamburg Road Home,1540 Steamburg Road,,Hillsdale,MI,49242,5174391490,6,Renaissance Community Homes Inc
AS,AS810015656,North Territorial House,10865 N Territorial,,Dexter,MI,48130,7344263167,6,Renaissance Community Homes Inc
AS,AS460015725,Riverside Home,975 Riverside Ave,,Adrian,MI,49221,5172631551,6,Renaissance Community Homes Inc
AS,AS810255078,Clark Road Home,510 W. Clark Road,,Ypsilanti,MI,48197,7344824577,6,Renaissance Community Homes Inc
AS,AS300312799,Jonesville Home,7060 Dobson Road,,Jonesville,MI,49250,5178492561,5,Renaissance Community Homes Inc
AS,AS380379197,Northland Home,347 Ballmers Avenue,,Jackson,MI,49201,5177822122,6,Renaissance Community Homes Inc
AS,AS380011354,Parnall Street Home,2245 West Parnall Rd,,Jackson,MI,49201,5177873533,6,Renaissance Community Homes Inc
AM,AM480008975,Maple Ridge Afc Home,2979 County Road 413,,McMillan,MI,49853,9065863019,12,"Maple Ridge Adult Foster Care Home, LLC"
AS,AS500012027,Jewell Road,58093 Jewell Road,,Washington,MI,48094,5867810338,6,Macomb Family Services Inc
AS,AS500079579,Shores Manor,28330 Little Mack,,St Clair Shores,MI,48081,5867751608,6,"Creative Lifestyles, Inc."
AM,AM190251841,Stoll,3285 West Stoll Road,,Lansing,MI,48906,5175074855,9,"Alternative Community Living, Inc."
AS,AS500262771,Broaderick,31370 Broderick,,Chesterfield Twp,MI,48051,5867493792,6,"Alternative Community Living, Inc."
AM,AM110076805,Country Manor Care Center,11241 California Road,,Bridgman,MI,49106,2694655320,12,Debra Ruff  & Richard Ruff
AF,AF410269952,Bushnell AFC,"2845 Leonard Street, NE",,Grand Rapids,MI,495255826,6169490859,6,Bushnell Cynthia
AL,AL790238768,Northwood Meadows,6086 Beechwood Dr.,,Cass City,MI,48726,9898728131,20,Thumb Area Enterprises
AF,AF410282195,Savi-K,"3824 Walker Avenue, NW",,Grand Rapids,MI,495449705,6165700046,6,Sabri Balla
AF,AF120000818,Harmony House,563 Newton Road,,Coldwater,MI,49036,5172786833,6,Duane Hilton
AF,AF390238306,Arnold AFC,5313 Rugby,,Portage,MI,49024,2693819527,4,Vicky Arnold
AH,AH320238093,Country Gardens,203 N Caseville Road,,Pigeon,MI,48755,9894537474,61,Scheurer Community Services
AF,AF130075271,Hacienda Acres Afc,130 Marvin Street,,Battle Creek,MI,49017,2697185823,6,Teresa Guzman
AH,AH820238949,Brownstown Forest View Assisted Living,19341 Allen Rd.,,Brownstown,MI,48183,7346752700,76,Brownstown Assisted Living Center LLC
AF,AF630249565,Lidra Walker AFC,24200 Gardner,,Oak Park,MI,48237,2488185220,5,Lidra Walker
AM,AM280242412,Cass Road Adult Foster Care,3167 Cass Road,,Traverse City,MI,49684,2319418685,10,"Cass Road Adult Foster Care, Inc."
AS,AS440242673,Forget Me Not AFC Home Inc,4042 Pleasant Street,,North Branch,MI,48461,8106883325,6,Forget Me Not AFC Home Inc
AF,AF380397397,Schweikert AFC,829 Royal Dr.,,Blackman Township,MI,49202,5177876889,5,Michelle Greer AND Brian Greer
AS,AS190363648,The Chosen Vision,1111 Turner Street,,DeWitt,MI,48820,5176220574,6,The Chosen Vision
AF,AF690242643,Green AFC,586 Alexander Road,,Vanderbilt,MI,49795,9899834522,6,Michael and Tawnee Green
AS,AS090247714,Smith Street Home Assisted Living,1204 Smith Street,,Bay City,MI,48706,9896671892,6,Larry and Michelle Campau
AS,AS820269544,Rose Manor,16216 Middlebelt,,Romulus,MI,48184,2485691040,6,Allied Continuing Care Inc
AS,AS790250948,Circle Drive Home,1959 Circle Drive,,Fairgrove,MI,48733,9896936632,6,Fulton Residential Care Corp.
AL,AL630276748,Jewish Apt. & Ser. - Coville I,15100 W. Ten Mile Road,,Oak Park,MI,48237,2489674240,14,Jewish Apartments & Services
AL,AL280291584,Culver Meadows Adult Foster Care,5840 Culver Rd.,,Traverse City,MI,49684,2319439421,15,"Culver Meadows AFC, Inc"
AM,AM470287209,Meadow Lane AFC,9533 Meadow Lane,,Pinckney,MI,48169,7348780708,10,Patricia Boyne
AM,AM700257038,Harbor House Pier Place,919 Forty-fourth Street,,Jenison,MI,494289193,6167979920,12,Harbor House Ministries
AL,AL440257936,Devonshire Retirement Village,101 Devonshire Drive,,Lapeer,MI,48446,8102457646,20,"Devonshire Retirement Village, LLC"
AL,AL700289600,Georgetown Manor - East,141 Port Sheldon Road,,Grandville,MI,49418,6164573050,20,"Baruch SLS, Inc."
AL,AL280369173,Cherry Hill Haven III,4885 N Long Lake Road,,Traverse City,MI,49684,2316452341,16,"Baruch SLS, Inc."
AL,AL460398057,The Fieldstone at Tecumseh,1313 Southwestern Drive,,Tecumseh,MI,49286,5174231141,20,"Baruch SLS, Inc."
AM,AM700398466,Sierra AFC Home,16216 Mercury Drive,,Grand Haven,MI,49417,6168474242,12,"Baruch SLS, Inc."
AL,AL490369294,Cedar Cove Manor,Bldg. #1,266 South Mary L Street,Cedarville,MI,49719,9064841001,20,"Baruch SLS, Inc."
AS,AS800306200,Cornerstone,22858 West M-43,,Kalamazoo,MI,490099208,2696683175,6,Cornerstone II Inc
AS,AS800387103,Covey Hill AFC,28901 41st Street,,Paw Paw,MI,49079,2693174433,6,Cornerstone II Inc
AF,AF740257524,Squires AFC,3204 Shoreview,,Fort Gratiot,MI,48059,8103850060,6, JoAnne Squires
AF,AF390310994,Tommy's Manor,404 Velvet Ave.,,Portage,MI,49002,2695321423,3,"Carr, Gloria"
AL,AL780258989,Oliver Woods 1,1310 W. Oliver Street,,Owosso,MI,48867,9897296060,20,Oliver Woods Retirement Village LLC
AL,AL210259500,Lakeview Assisted Living,1100 N. Lakeshore Drive,,Gladstone,MI,49837,9064287000,19,"Lakeview Assisted Living, LLC"
AM,AM210386346,"Lakeview Assisted Living III, LLC",1100 N. Lake Shore Drive,,Gladstone,MI,49837,9064287000,12,"Lakeview Assisted Living, LLC"
AF,AF040255573,Victoria Home AFC,7560 M-65 South,,Lachine,MI,49753,9893793320,5,"Owens, Victoria"
AS,AS820257799,Melody Home,17403 Prairie Street,,Detroit,MI,48221,2483453662,6,"Ozi Services, Inc."
AS,AS440393071,ResCare Premier Farnsworth,1670 Woodbine Drive,,Lapeer,MI,48446,8106676152,5,"ResCare Premier, Inc."
AL,AL730079392,Brookdale Saginaw MC,2445 McCarty Road,,Saginaw,MI,48603,9892497300,20,"Brookdale Senior Living Communities, Inc."
AH,AH630236928,Brookdale Farmington Hills North I,27950 Drake Road,,Farmington Hills,MI,48331,2484899362,28,"Brookdale Senior Living Communities, Inc."
AH,AH630236929,Brookdale Farmington Hills North II,27900 Drake Road,,Farmington Hills,MI,48331,2484899362,32,"Brookdale Senior Living Communities, Inc."
AL,AL130077494,Brookdale Battle Creek MC (MI),197 Lois Drive,,Battle Creek,MI,49015,2699799511,20,"Brookdale Senior Living Communities, Inc."
AL,AL560079920,Brookdale Midland MC,4012 Waldo Avenue,,Midland,MI,48642,9898325000,20,"Brookdale Senior Living Communities, Inc."
AS,AS700398607,Georgetown Harmony Homes III,6932 High Meadow Drive,,Hudsonville,MI,49426,6163795264,6,Georgetown Harmony Homes
AS,AS750013091,MIDAS  CLF/DD,26925 Fawn River Road,,Sturgis,MI,49091,2696511696,5,"Adapt St. Joe, Inc."
AS,AS820343351,K & K Assisted Living 4,16114 Sunderland,,Detroit,MI,48219,3132313605,6,K & K Assisted Living LLC
AS,AS820296406,Helping Hands II,26609 Hopkins Street,,Inkster,MI,48141,7347405713,6,Metonic Services LTD
AS,AS410269764,Jerry's Dreams #3,"1126 W. Leonard Court, NW",,Walker,MI,495346835,6162937198,6,Jerry's Dreams Adult Homes
AS,AS250279080,Loving Care A.F.C. Home,2112 Raskob Street,,Flint,MI,48504,8104078430,5,"McGruder, Kenyatta"
AM,AM410267205,Windy Acres,7728 Lessiter Ave NE,,Belding,MI,48809,6162922837,11,"James, Mark"
AS,AS730315015,D.E.B. AFC Inc. #4,901 S. Fayette,,Saginaw,MI,48602,9897900882,6,D.E.B. AFC Inc.
AS,AS170404306,Harborview Assisted Living,200 Cunningham,,Detour Village,MI,49725,9062971251,6,Superior Health Support Systems
AS,AS330309216,Bedford House,2227 Bedford Ave.,,Lansing,MI,48910,5175808243,6,"Medhealth Suppliers & Providers, Inc."
AL,AL470275345,Constable House Inn,1014 E. Grand River,,Brighton,MI,48116,8102205222,16,"Wood Care V, Inc."
AS,AS820275065,Unlimited Home Care,5824 Crane,,Detroit,MI,48213,3137785340,5,"Unlimited Home Care, LLC"
AS,AS820273307,Kevdaco Redford,14416 Beechdaly Road,,Redford,MI,48239,3132555502,6,"Kevdaco Human Services, LLC"
AM,AM300276139,Somewhere in Time,3773 Hudson Rd.,,Osseo,MI,49266,5175232621,12,Jason and Jessica Taylor
AS,AS610385533,Families Manor,2330 Riverwood Dr.,,Twin Lake,MI,49457,2312060358,6,Paula Reames
AS,AS820295931,Kevdaco Redford II,26520 West Chicago Road,,Redford,MI,48239,3137664696,6,Kevdaco Human Services LLC
AL,AL250281706,Monet House Inn,202 S. Bridge Street,,Linden,MI,48451,8107359400,20,"Wood Care X, Inc., d/b/a Caretel Inns of Linden"
AM,AM670280009,Country Easy Living,5478 210th Avenue,,Reed City,MI,49677,2314654020,12,"Country Easy Living, LLC"
AM,AM030281708,Diana's Care,328 East Morrell,,Otsego,MI,49078,2696851163,12,"Diana's Care, L.L.C."
AL,AL330280995,"Walnut Ridge Country Estate, LLC",4077 Oakley Rd.,,Stockbridge,MI,49285,5178517501,20,"Walnut Ridge Country Estate, LLC"
AS,AS820296180,Community Care Facility,8621 Sandpiper,,Canton,MI,48187,3132050663,5,Community Care Facility LLC
AS,AS630281734,Freedom House,5575 Franklin Road,,Bloomfield Hills,MI,48301,2488652926,6,"Freedom House of Lakeland, LLC"
AM,AM320275971,Shady Acres Assisted Living,2875 E Richardson,,Bad Axe,MI,48413,9892697658,12,Shelley Langley
AH,AH390278221,Portage Bickford Cottage,4707 W. Milham Ave.,,Portage,MI,49024,2693722100,71,Portage Bickford Cottage LLC
AM,AM130281778,Reeves Adult Foster Care,20544 McAllister Rd.,,Battle Creek,MI,49016,2699623628,12,Randy and Bonnie Reeves
AS,AS800369570,Hamilton Home,518 Hamilton Street,,Bangor,MI,49013,2694276023,6,"Cornerstone AFC, LLC"
AS,AS740282833,River's Edge Assisted Living,1427 Oakland,,St. Clair,MI,48079,8103291112,6,"Scotland Manor Enterprises, LLC"
AF,AF780280506,Howard AFC #1,523 N. Hickory Street,,Owosso,MI,48867,9897234420,6,Laura Hemgesberg
AS,AS820292158,Triple J's Bettercare Inc 3,20427 Lennon Street,,Haper Woods,MI,48225,3135221421,6,Triple J's Bettercare Inc.
AS,AS090307605,Premier Care Assisted Living 3,2204 S. Farragut,,Bay City,MI,48708,9892957641,6,Donzell JR Dawkins
AS,AS820283668,"B.C. Davis, Inc. / Grandview Home",30040 Grandview,,Inkster,MI,48141,3132204577,6,"B.C. Davis, Inc."
AF,AF710290749,Wiacek Care Home,10038 Hagensville Rd.,,Posen,MI,49776,9897669956,4,"Wiacek, Gwen"
AS,AS820384586,"Central Care AFC, Home",322 Central Street,,Inkster,MI,48141,7347285680,6,Favored Group Home Inc
AS,AS630283826,Oakland Assisted Living & Respite,23161 Sussex,,Oak Park,MI,48237,3136587300,6,Oakland Assisted Living & Respite Center
AF,AF440287201,Kings Mill AFC Home,3683 Lake Pleasant Rd,,North Branch,MI,48461,8106884305,6,"Pridemore, Marjorie"
AS,AS500292912,Fresh Start Transitional Homes III,21795 Nevada,,Eastpointe,MI,48021,5863628242,5,Fresh Start Transitional Homes
AF,AF810287198,Adams AFCH,724 Dorset,,Ypsilanti,MI,48198,7342170831,5,Joyce Adams-McEaddy
AM,AM030393581,Agnus Dei AFC Home III,3445 115th Avenue,,Allegan,MI,49010,2693551009,8,Agnus Dei AFC Home Inc.
AS,AS820283796,Vinokan-Clements Residence,2633 Clements,,Detroit,MI,48238,3134083227,6,Vinokan Residence Corporation
AS,AS500287060,Elizabeth's Place,44680 Elizabeth,,Clinton Township,MI,48036,5862131802,6,"New Horizons AFC, LLC"
AF,AF030293174,Morrell's Family Home,1212 110th Ave,,Martin,MI,49070,2695476449,6,Glenda Pillars
AF,AF130294056,The Morris House,318 Richfield Ave,,Battle Creek,MI,49037,2699654645,6,"Mendenhall, Molly"
AH,AH500293047,Arden Courts of Sterling Heights,11095 14 Mile Rd,,Sterling Heights,MI,48312,5867950998,56,"Arden Courts of Sterling Heights MI, LLC"
AS,AS820284159,Lehigh Manor,27157 Lehigh Street,,Inkster,MI,48141,3139145674,6,Midwest AFC Homes Inc.
AS,AS820292181,"Caring Hands AFC, LLC",18400 Codding,,Detroit,MI,48219,3133622256,6,"Caring Hands AFC, LLC"
AS,AS130292694,Superior Care,55 Morgan Rd,,Battle Creek,MI,49017,2692708305,6,"Superior Care of Michigan, L.L.C."
AF,AF760291782,All Stars Home Care DM,175 Margaret St,,Sandusky,MI,48471,8106480088,6,Nenita Tio
AF,AF500290236,The Loving Care Foster Home,38112 Virginia Dr,,Sterling Heights,MI,48310,5869799066,6,Fely Rama
AF,AF410289111,Country Lane AFC,11300 Selah Drive SE,,Alto,MI,49302,6168686872,6,"Barry, Jill"
AS,AS630318254,Estates of Oakland,1401 E Buell Road,,Oakland,MI,48363,5862289991,6,Caring Hands Home Care;dba Attendant Care of MI
AS,AS330322210,Kalkidan AFC 2,5340 Park Lake,,East Lansing,MI,48823,5173476982,6,Elsabeth Engeda
AM,AM250298908,A & M Inc.,11328 N. Bray Rd.,,Clio,MI,48420,8102472343,12,A & M Inc.
AM,AM630378604,Orion Manor,1814 S. Lapeer Road,,Lake Orion,MI,48360,2488146713,12,"Lake Orion Assisted Living, LLC"
AF,AF290298715,Connie's Lakeside Elder Care,9201 Lakeside Drive,,Perrinton,MI,48871,9896402548,6,"Mayer, Connie"
AF,AF250365608,Genesis AFC,7142 N Bray Road,,Mt Morris,MI,48458,8106867514,4,"Marsh, Shirley"
AS,AS630315378,Woodbank,7024 Woodbank,,Bloomfield Hills,MI,48301,2487400964,6,"Mentors Of Michigan, Inc."
AS,AS820295005,Destined Place,10012 Robson Street,,Detroit,MI,48227,3134083227,6,ChiCares Assisted Living LTD
AS,AS820295443,Five C's Manor,24476 Schoolcraft,,Redford,MI,48239,3134083227,6,ChiCares Assisted Living LTD
AF,AF390381773,Bryant House,531 Bryant St.,,Kalamazoo,MI,49001,2697441158,6,Mary Branson
AF,AF300303025,Hands of Time AFC,70 Superior Street,,Hillsdale,MI,49242,5172121844,5,Kathy & Daniel Nichols
AM,AM470312758,The August Winter House,2111 North Latson Road,,Howell,MI,48855,5176187144,12,August Winter House Inc.
AF,AF630299603,Autumn Days AFC,5986 Rockcroft Blvd.,,Clarkston,MI,48346,2486232846,6,"Themm-Morrissey, Margaret"
AS,AS540318155,Heights Manor,10255 Northland Drive,,Big Rapids,MI,49307,2316291885,6,Eli Dukes
AS,AS630301760,Phillip Care LLC,23929 Philip,,Southfield,MI,48075,2482770246,4,Philip Place LLC
AF,AF820301786,Livonia Adult Gentle Care,29043 Dardanella Street,,Livonia,MI,48152,2485140772,6,"Ciobanu, Zamfira"
AH,AH810305217,Brookdale Ann Arbor,2190 Ann Arbor-Saline Rd.,,Ann Arbor,MI,48103,7343271350,82,"Brookdale Place of Ann Arbor, LLC"
AF,AF610303558,C.M.L. Homes,2424 Peck St.,,Muskegon Hts.,MI,49444,2319038555,6,Tuana Lothery
AS,AS250338095,Sugarbush Living-Beecher Circle House,4226 Beecher Rd,,Flint,MI,48532,8104960002,6,"Sugarbush Living, Inc."
AS,AS630318143,"The Gardens AFCF, LLC",2766 Renshaw Drive,,Troy,MI,48085,2486333556,6,"The Gardens AFCF, LLC"
AM,AM210303631,St. Jude's AFC Home II,509 South 22nd Street,,Escanaba,MI,49829,9067863386,11,"St. Jude's Assisted Living, Inc"
AH,AH440311638,Stonegate Health Campus,2525 DeMille Boulevard,,Lapeer,MI,48446,8102459300,39,"Trilogy Healthcare of Lapeer, LLC"
AH,AH520310674,Mill Creek Memory Care Community,Suite B,1600 Mill Creek Court,Marquette,MI,49855,9062255512,36,"Mill Creek Memory Care Community, Inc."
