Facility Number,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,First Name Administrator,Last Name Administrator,Certification,Certification,Capacity,Alzheimer's SCU,DMH Licensed,Facility Phone Number,Facility Fax Number,Region,Facility Mailing Address,Facility Mailing City,Facility Mailing Zip,Operator Name,Operator Type
01386,N,ALF**,CHATEAU GIRARDEAU,3120 INDEPENDENCE ST,CAPE GIRARDEAU,63703-5043,CAPE GIRARDEAU,CHELSIE,REAGAN,,,55,No,FALSE,(573) 335-1281,5736518169,2,3120 INDEPENDENCE ST,CAPE GIRARDEAU,63703-5043,"CAPE RETIREMENT COMMUNITY, INC",NOT FOR PROFIT CORPORATION
01386,A,SNF,CHATEAU GIRARDEAU,3120 INDEPENDENCE ST,CAPE GIRARDEAU,63703-5043,CAPE GIRARDEAU,CHELSIE,REAGAN,Medicare/Medicaid,265142,75,No,FALSE,(573) 335-1281,5736518169,2,3120 INDEPENDENCE ST,CAPE GIRARDEAU,63703-5043,"CAPE RETIREMENT COMMUNITY, INC",NOT FOR PROFIT CORPORATION
01426,A,SNF,OZARK RIVERVIEW MANOR,1200 WEST HALL ST,OZARK,65721-9103,CHRISTIAN,RUSSELL,NEWBY,Medicare/Medicaid,265464,90,No,FALSE,(417) 581-6025,4175814652,1,PO BOX 157,OZARK,65721-0157,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
01426,C,RCF*,RIVERVIEW RESIDENTIAL PLACE,1200 WEST HALL ST,OZARK,65721-9103,CHRISTIAN,RUSSELL,NEWBY,,,40,No,FALSE,(417) 581-2510,(417) 581-2606,1,PO BOX 157,OZARK,65721-0157,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
01463,A,SNF,ABBEY WOODS CENTER FOR REHABILITATION AND HEALING,5026 FARAON ST,SAINT JOSEPH,64506-3375,BUCHANAN,RYAN,PHILLIPS,Medicare/Medicaid,265657,100,No,FALSE,(816) 279-1591,8162323775,4,5026 FARAON ST,SAINT JOSEPH,64506-3375,"ABBEY WOODS OPERATIONS, LLC",LIMITED LIABILITY COMPANY
01475,A,SNF,CLARENCE CARE CENTER,111 EAST ST,CLARENCE,63437-1902,SHELBY,MARK T,WALKER,Medicare/Medicaid,265599,60,No,FALSE,(660) 699-2118,6606992127,5,111 EAST ST,CLARENCE,63437-1902,CLARENCE NURSING HOME DISTRICT,NURSING HOME DISTRICT
01480,A,SNF,CLARK COUNTY NURSING HOME,1260 N JOHNSON ST,KAHOKA,63445-1100,CLARK,TAMMY,McDANIEL-RAMSEY,Medicare/Medicaid,265485,103,No,FALSE,(660) 727-3303,6607273736,5,1260 N JOHNSON ST,KAHOKA,63445-1100,CLARK COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
01480,C,RCF*,CLARK COUNTY NURSING HOME,1260 N JOHNSON ST,KAHOKA,63445-1100,CLARK,TAMMY,McDANIEL-RAMSEY,,,22,No,FALSE,(660) 727-3303,6607273736,5,1260 N JOHNSON ST,KAHOKA,63445-1100,CLARK COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
01496,A,SNF,CLARK'S MOUNTAIN NURSING CENTER,2100 BARNES,PIEDMONT,63957-1008,WAYNE,WILLIAM,TURNER JR,Medicare/Medicaid,265416,91,No,FALSE,(573) 223-4297,5732237121,2,2100 BARNES,PIEDMONT,63957-1008,"AMERICARE AT CLARK'S MOUNTAIN NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
01508,A,SNF,TOWN AND COUNTRY HEALTH &  REHAB,13995 CLAYTON RD,TOWN AND COUNTRY,63017-8400,SAINT LOUIS COUNTY,TRACIE,LUCAS,Medicare/Medicaid,265001,282,Yes,FALSE,(636) 227-5070,6362279431,7,13995 CLAYTON RD,TOWN AND COUNTRY,63017-8400,"TANDC OP, LLC",LIMITED LIABILITY COMPANY
01515,A,SNF,DELMAR GARDENS ON THE GREEN,15197 CLAYTON RD,CHESTERFIELD,63017-7048,SAINT LOUIS COUNTY,VICTORIA,CHURCH,Medicare/Medicaid,265156,180,No,FALSE,(636) 394-7515,6363942146,7,15197 CLAYTON RD,CHESTERFIELD,63017-7048,"DELMAR GARDENS ON THE GREEN OPERATING, LLC",LIMITED LIABILITY COMPANY
01521,A,SNF,FRONTIER HEALTH & REHABILITATION,2840 WEST CLAY ST,SAINT CHARLES,63301-2536,SAINT CHARLES,MICHAEL,O DEA,Medicare/Medicaid,265118,180,No,FALSE,(636) 946-6100,6369400998,5,2840 WEST CLAY ST,SAINT CHARLES,63301-2536,"SRZ OP FRONTIER, LLC",LIMITED LIABILITY COMPANY
01532,A,SNF,"RIVERSIDE NURSING & REHABILITATION CENTER, LLC",4700 NW CLIFFVIEW DR,RIVERSIDE,64150-1237,PLATTE,RONALD,HICKS,Medicare/Medicaid,265379,180,No,FALSE,(816) 741-5105,8167461301,4,4700 NW CLIFFVIEW DR,RIVERSIDE,64150-1237,"RIVERSIDE NURSING AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
01591,C,RCF*,"COLLIER CARE HOME, INC",3001 NW VESPER ST,BLUE SPRINGS,64015-3104,JACKSON,JANICE R,STUMFOLL,,,15,No,TRUE,(816) 229-6231,(816) 229-6231,3,3001 NW VESPER ST,BLUE SPRINGS,64015-3104,"COLLIER CARE HOME, INC",PROFIT CORPORATION
01602,A,SNF,LAKEVIEW HEALTH CARE & REHABILITATION CENTER,1450 ASHLEY RD,BOONVILLE,65233-2141,COOPER,KAYLA,WARNER,Medicare/Medicaid,265522,60,No,FALSE,(660) 882-7007,6608827829,6,1450 ASHLEY RD,BOONVILLE,65233-2141,"BOONVILLE #1, INC",PROFIT CORPORATION
01602,B,ICF,LAKEVIEW HEALTH CARE & REHABILITATION CENTER,1450 ASHLEY RD,BOONVILLE,65233-2141,COOPER,KAYLA,WARNER,Medicaid,265522,19,No,FALSE,(660) 882-7007,6608827829,6,1450 ASHLEY RD,BOONVILLE,65233-2141,"BOONVILLE #1, INC",PROFIT CORPORATION
01602,C,RCF*,LAKEVIEW HEALTH CARE & REHABILITATION CENTER,1450 ASHLEY RD,BOONVILLE,65233-2141,COOPER,KAYLA,WARNER,,,17,No,FALSE,(660) 882-7007,6608827829,6,1450 ASHLEY RD,BOONVILLE,65233-2141,"BOONVILLE #1, INC",PROFIT CORPORATION
01610,N,ALF**,"COLONIAL HOME, THE",102 SUMMIT ST,DONIPHAN,63935-1328,RIPLEY,ROBERT,ADAMS,,,31,No,FALSE,(573) 996-4283,5739963063,2,102 SUMMIT ST,DONIPHAN,63935-1328,"RIPLEY COUNTY COLONIAL HOME, INC",PROFIT CORPORATION
01637,A,SNF,APPLETON CITY MANOR,600 NORTH OHIO ST,APPLETON CITY,64724-1609,SAINT CLAIR,CHARLES,CONWAY,Medicare/Medicaid,265843,60,No,FALSE,(660) 476-2128,6604765567,1,PO BOX 98,APPLETON CITY,64724-0098,"APPLETON CITY MANOR, LLC",LIMITED LIABILITY COMPANY
01659,A,SNF,GLASGOW GARDENS,100 AUDSLEY DR,GLASGOW,65254-9537,HOWARD,VICI,LITTRELL,Medicare/Medicaid,265535,59,No,FALSE,(660) 338-2297,6603382023,5,100 AUDSLEY DR,GLASGOW,65254-9537,"N & R OF GLASGOW, LLC",LIMITED LIABILITY COMPANY
01693,C,RCF*,COLONIAL RESIDENTIAL CARE FACILITY II,1162 CEDAR ST,BISMARCK,63624-8920,SAINT FRANCOIS,RONALD,CONWAY,,,48,No,TRUE,(573) 734-2846,(573) 734-2008,2,PO BOX 727,BISMARCK,63624-0727,"COLONIAL RETIREMENT CENTER, INC",PROFIT CORPORATION
01706,A,SNF,"VILLA AT BLUE RIDGE, THE",701 BLUE RIDGE ROAD,COLUMBIA,65201-3734,BOONE,WAYNE,POSTON,Medicare/Medicaid,265251,97,No,FALSE,(573) 474-6111,(573) 474-0680,6,701 BLUE RIDGE ROAD,COLUMBIA,65201-3734,"N & R OF NORTH COLUMBIA, LLC",LIMITED LIABILITY COMPANY
01715,A,SNF,COLUMBIA MANOR CARE CENTER,2012 NIFONG BLVD,COLUMBIA,65201-3874,BOONE,NICHOLAS,LAGEMAN,Medicare/Medicaid,265778,52,No,FALSE,(573) 449-1246,5738748753,6,2012 NIFONG BLVD,COLUMBIA,65201-3874,"COLUMBIA MANOR, INC",PROFIT CORPORATION
01729,D,RCF,COLUMBIA STREET RESIDENTIAL CARE CENTER LLC,208 WEST COLUMBIA ST,FARMINGTON,63640-1705,SAINT FRANCOIS,ELANE,JOHNSON,,,16,No,TRUE,(573) 756-7481,(573) 760-9386,2,PO BOX 272,FARMINGTON,63640-0675,"COLUMBIA STREET RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
01732,A,SNF,"COMMUNITY CARE CENTER OF LEMAY, INC",9353 SOUTH BROADWAY,SAINT LOUIS,63125-1600,SAINT LOUIS COUNTY,DIANE,BALMER,Medicare/Medicaid,265775,60,No,FALSE,(314) 631-0540,3146315056,7,9353 SOUTH BROADWAY,SAINT LOUIS,63125-1600,"COMMUNITY CARE CENTER OF LEMAY, INC",PROFIT CORPORATION
01740,A,SNF,COMMUNITY SPRINGS HEALTHCARE FACILITY,400 EAST HOSPITAL RD,EL DORADO SPRINGS,64744-2024,CEDAR,CHRIS,VICKERS,Medicare/Medicaid,265446,120,Yes,FALSE,(417) 876-2531,4178763459,1,400 EAST HOSPITAL RD,EL DORADO SPRINGS,64744-2024,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,NOT FOR PROFIT CORPORATION
01777,D,RCF,CONVERSE HOME,17025 OLD JAMESTOWN RD,FLORISSANT,63034-1414,SAINT LOUIS COUNTY,RICHARD F,CONVERSE,,,12,No,TRUE,(314) 355-8041,3143558436,7,17025 OLD JAMESTOWN RD,FLORISSANT,63034-1414,"R & R RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
01800,A,SNF,CORI MANOR HEALTHCARE & REHABILITATION CENTER,560 CORISANDE HILLS RD,FENTON,63026-5613,JEFFERSON,SHERRY,BROCKMEIER,Medicare/Medicaid,265395,144,No,FALSE,(636) 343-2282,6363431848,2,560 CORISANDE HILLS RD,FENTON,63026-5613,"CORI MANOR HEALTHCARE & REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
01830,A,SNF,DELMAR GARDENS OF CREVE COEUR,850 COUNTRY MANOR LN,CREVE COEUR,63141-6651,SAINT LOUIS COUNTY,JEANNA,WOODS,Medicare/Medicaid,265343,148,No,FALSE,(314) 434-5900,3144343927,7,850 COUNTRY MANOR LN,CREVE COEUR,63141-6651,"DELMAR GARDENS OF CREVE COEUR OPERATING, LLC",LIMITED LIABILITY COMPANY
01852,C,RCF*,COUNTRY VALLEY HOME,15750 COUNTY RD 2430,SAINT JAMES,65559-8211,PHELPS,MARY V,HUTCHISON,,,23,No,TRUE,(573) 265-8250,(573) 265-0554,6,15750 COUNTY RD 2430,SAINT JAMES,65559-8211,"HUTCHISON, MARY V",SOLE PROPRIETOR
01865,A,SNF,"JEFFERSON CITY NURSING AND REHABILITATION CENTER, LLC",1221 SOUTHGATE LN,JEFFERSON CITY,65109-2465,COLE,SHEILA,BARKS DISTLER,Medicare/Medicaid,265530,120,Yes,FALSE,(573) 635-3131,5736354226,6,PO BOX 104118,JEFFERSON CITY,65110-4118,"JEFFERSON CITY NURSING AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
01898,D,RCF,CRANE RESIDENTIAL CARE HOME,102 LILLIAN,CRANE,65633-9103,STONE,TROY H,"DAVIDSON, III",,,33,No,TRUE,(417) 723-5900,(417) 723-8559,1,102 LILLIAN,CRANE,65633-9103,"TD III, INC",PROFIT CORPORATION
01901,D,RCF,VALLEY RESIDENTIAL CARE,101 SOUTH KNOB ST,IRONTON,63650-1501,IRON,ANDREA,CRAWFORD,,,12,No,TRUE,(573) 546-3080,(573) 546-3080,2,PO BOX 272,FARMINGTON,63640-0272,"SCENIC VIEW, LLC",LIMITED LIABILITY COMPANY
01936,A,SNF,CRESTVIEW HOME,1313 SOUTH 25TH ST,BETHANY,64424-2634,HARRISON,KAREN,FLETCHALL,Medicare/Medicaid,265807,92,No,FALSE,(660) 425-3128,(660) 425-6922,4,PO BOX 430,BETHANY,64424-0430,"N & R OF CRESTVIEW, LLC",LIMITED LIABILITY COMPANY
01936,C,RCF*,CRESTVIEW HOME,1313 SOUTH 25TH ST,BETHANY,64424-2634,HARRISON,KAREN,FLETCHALL,,,24,No,FALSE,(660) 425-3128,(660) 425-6922,4,PO BOX 430,BETHANY,64424-0430,"N & R OF CRESTVIEW, LLC",LIMITED LIABILITY COMPANY
01961,A,SNF,ASHTON COURT CARE AND REHABILITATION CENTRE,1200 WEST COLLEGE ST,LIBERTY,64068-1036,CLAY,REBECCA,BRENNAN,Medicare/Medicaid,265437,140,NO,FALSE,(816) 781-3020,8167924043,4,1200 WEST COLLEGE ST,LIBERTY,64068-1036,"SRZ OP ASHTON, LLC",LIMITED LIABILITY COMPANY
02006,A,SNF,DADE COUNTY NURSING HOME DISTRICT,400 BROAD ST,GREENFIELD,65661-1405,DADE,SHYLA,BUXTON,Medicare/Medicaid,265572,114,No,FALSE,(417) 637-5315,4176375281,1,400 BROAD ST,GREENFIELD,65661-1405,DADE COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
02032,A,SNF,DAVIESS COUNTY NURSING AND REHABILITATION,1337 WEST GRAND,GALLATIN,64640-8320,DAVIESS,JENNIE,PANKAU,Medicare/Medicaid,265729,97,Yes,FALSE,(660) 663-2197,(660) 663-2350,4,1337 WEST GRAND,GALLATIN,64640-8320,OSBY CORPORATION,PROFIT CORPORATION
02089,A,SNF,DELHAVEN MANOR,5460 DELMAR BLVD,SAINT LOUIS,63112-3104,SAINT LOUIS CITY,MERHAWIT,TAEME,Medicare/Medicaid,265392,156,No,FALSE,(314) 361-2902,3143611437,7,5460 DELMAR BLVD,SAINT LOUIS,63112-3104,"DELHAVEN MANOR NO. 2, INC",PROFIT CORPORATION
02100,A,SNF,ACKERT PARK SKILLED NURSING & REHABILITATION CENTER,894 LELAND AVE,UNIVERSITY CITY,63130-3239,SAINT LOUIS COUNTY,MARK,BRENCICK,Medicare/Medicaid,265831,130,No,FALSE,(314) 726-4767,3147261308,7,894 LELAND AVE,UNIVERSITY CITY,63130-3239,"JPAM CONSULTING, INC",PROFIT CORPORATION
02111,A,SNF,DELMAR GARDENS OF CHESTERFIELD,14855 NORTH OUTER 40 RD,CHESTERFIELD,63017-2026,SAINT LOUIS COUNTY,KAVITHA,NALLABELLI,Medicare/Medicaid,265170,237,Yes,FALSE,(636) 532-0150,6365327153,7,14855 NORTH OUTER 40 RD,CHESTERFIELD,63017-2026,"DELMAR GARDENS OF CHESTERFIELD OPERATING, LLC",LIMITED LIABILITY COMPANY
02120,A,SNF,DELMAR GARDENS WEST,13550 SOUTH OUTER 40 RD,TOWN AND COUNTRY,63017-5812,SAINT LOUIS COUNTY,RICHARD,TAYLOR,Medicare/Medicaid,265105,321,No,FALSE,(314) 878-1330,3148781357,7,13550 SOUTH OUTER 40 RD,TOWN AND COUNTRY,63017-5812,"DELMAR GARDENS WEST OPERATING, LLC",LIMITED LIABILITY COMPANY
02143,A,SNF,"NHC HEALTHCARE, DESLOGE",801 BRIM ST,DESLOGE,63601-3441,SAINT FRANCOIS,ZACH,ANDERSON,Medicare/Medicaid,265158,120,Yes,FALSE,(573) 431-0223,5734310251,2,PO BOX AA,DESLOGE,63601-0568,"NHC HEALTHCARE / DESLOGE, LLC",LIMITED LIABILITY COMPANY
02156,A,SNF,DEXTER LIVING CENTER,415 S CATALPA STREET,DEXTER,63841-2017,STODDARD,DARREN,COLLINS,Medicare/Medicaid,265382,73,No,FALSE,(573) 624-7491,5736242061,2,415 S CATALPA ST,DEXTER,63841-2017,"DEXTER N & R, LLC",LIMITED LIABILITY COMPANY
02160,D,RCF,ANNA DODSON HOME,4616 HIGHWAY D,FARMINGTON,63640-7241,SAINT FRANCOIS,PENNY,McDOWELL,,,17,No,TRUE,(573) 756-5530,5737565530,2,4616 HWY D,FARMINGTON,63640-7241,"ANNA DODSON HOME, LLC",LIMITED LIABILITY COMPANY
02160,C,RCF*,ANNA DODSON HOME,4616 HIGHWAY D,FARMINGTON,63640-7241,SAINT FRANCOIS,PENNY,McDOWELL,,,20,No,TRUE,(573) 756-5530,5737565530,2,4616 HWY D,FARMINGTON,63640-7241,"ANNA DODSON HOME, LLC",LIMITED LIABILITY COMPANY
02238,D,RCF,PREMIER RESIDENTIAL CARE,109 EAST CROWDER RD,TRENTON,64683-1802,GRUNDY,HEATHER SUE JO,BAUCOM,,,12,No,TRUE,(660) 359-4292,(660) 359-3998,4,109 EAST CROWDER RD,TRENTON,64683-1802,"PREMIER RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
02256,C,RCF*,HARRIS RESIDENTIAL CARE CENTER LLC,401 SOUTH HENRY,FARMINGTON,63640-1823,SAINT FRANCOIS,ELANE I,JOHNSON,,,37,No,TRUE,(573) 756-5376,(573) 760-9386,2,PO BOX 675,FARMINGTON,63640-0675,"HARRIS RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
02273,A,SNF,"RIVERVIEW, THE",5500 SOUTH BROADWAY,SAINT LOUIS,63111-2025,SAINT LOUIS CITY,DONNA,COOPER,Medicare/Medicaid,265751,130,No,FALSE,(314) 353-5900,3143535907,7,5500 S BROADWAY,SAINT LOUIS,63111-2025,"RIVERVIEW NURSING FACILITY, LLC THE",LIMITED LIABILITY COMPANY
02273,C,RCF*,"RIVERVIEW, THE",5500 SOUTH BROADWAY,SAINT LOUIS,63111-2025,SAINT LOUIS CITY,DONNA,COOPER,,,11,No,FALSE,(314) 353-5900,3143535907,7,5500 S BROADWAY,SAINT LOUIS,63111-2025,"RIVERVIEW NURSING FACILITY, LLC THE",LIMITED LIABILITY COMPANY
02336,A,SNF,ELSBERRY MISSOURI HEALTH CARE CENTER,1827 HIGHWAY B,ELSBERRY,63343-3126,LINCOLN,LINDA,HAAKE,Medicare/Medicaid,265825,56,No,FALSE,(573) 898-2880,5738985004,5,1827 HWY B,ELSBERRY,63343-3126,"ELSBERRY MISSOURI HEALTH CARE CENTER, INC",NOT FOR PROFIT CORPORATION
02354,A,SNF,SALEM CARE CENTER,1203 NORTH JACKSON,SALEM,65560-1076,DENT,JEREMY,SCHUMACHER,Medicaid,26A206,60,No,FALSE,(573) 729-6649,5737297694,6,PO BOX 29,SALEM,65560-0029,"TENDA GROUP, INC",PROFIT CORPORATION
02389,C,RCF*,"WOOD OAKS, INC",1804 SOUTH STERLING AVE,INDEPENDENCE,64052-3845,JACKSON,JEANETTE,McCAMIS,,,30,No,TRUE,(816) 254-5400,(816) 254-4426,3,PO BOX 520049,INDEPENDENCE,64052-0049,"WOOD OAKS, INC",PROFIT CORPORATION
02417,A,SNF,CREVE COEUR MANOR,1127 TIMBER RUN DR,SAINT LOUIS,63146-4482,SAINT LOUIS COUNTY,JEANNE,DIRSCHUWEIT,Medicare/Medicaid,265720,149,No,FALSE,(314) 434-8361,3144347785,7,1127 TIMBER RUN DR,SAINT LOUIS,63146-4482,CCM OPERATIONS LLC,LIMITED LIABILITY COMPANY
02425,A,SNF,VALLEY MANOR AND REHABILITATION CENTER,1410 HOSPITAL DR,EXCELSIOR SPRINGS,64024-1168,CLAY,DOREEN,HASENBECK,Medicare/Medicaid,265356,120,No,FALSE,(816) 637-1010,8166378234,4,1410 HOSPITAL DR,EXCELSIOR SPRINGS,64024-1168,"EXCELSIOR SPRINGS #1, INC",PROFIT CORPORATION
02469,A,SNF,FAIR VIEW NURSING HOME,1714 WEST 16TH ST,SEDALIA,65301-5273,PETTIS,MARIANNE,STOCKING,Medicare/Medicaid,265856,75,No,FALSE,(660) 827-1594,6608271595,6,1714 WEST 16TH ST,SEDALIA,65301-5273,SEDALIA NURSING HOME CO,PROFIT CORPORATION
02471,A,SNF,PARKWOOD SKILLED NURSING AND REHABILITATION CENTER,3201 PARKWOOD LN,MARYLAND HEIGHTS,63043-1334,SAINT LOUIS COUNTY,PAUL,CAUWENBERGH,Medicare/Medicaid,265523,130,No,FALSE,(314) 291-5911,3142913576,7,3201 PARKWOOD LN,MARYLAND HEIGHTS,63043-1334,"WOODLANDS OF MARYLAND HEIGHTS LLC, THE",LIMITED LIABILITY COMPANY
02491,D,RCF,"HEARTLAND RESIDENTIAL CARE FACILITY, INC",1311 FRANCIS ST,SAINT JOSEPH,64501-2318,BUCHANAN,LINDSEY D,WRIGHT,,,20,No,TRUE,(816) 233-5779,8162335779,4,1311 FRANCIS ST,SAINT JOSEPH,64501-2318,"HEARTLAND RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION
02505,A,SNF,WARRENTON MANOR,65 STATE HIGHWAY AA,WRIGHT CITY,63383-3301,WARREN,LAWRENCE,BOSCHERT,Medicare/Medicaid,265181,120,No,FALSE,(636) 456-8700,6364564103,6,65 STATE HIGHWAY AA,WRIGHT CITY,63390-3301,"N & R OF WARRENTON, INC",PROFIT CORPORATION
02526,M,ALF,"FERNDALE, INC",15677 COUNTY RD 2430,SAINT JAMES,65559-8210,PHELPS,JANET,DOUGLAS,,,32,No,TRUE,(573) 265-3344,5732651119,6,15677 COUNTY RD 2430,SAINT JAMES,65559-8210,"FERNDALE, INC",PROFIT CORPORATION
02546,A,SNF,FESTUS MANOR,627 WESTWOOD DR S,FESTUS,63028-2062,JEFFERSON,MELISSA,SCHUETTLER,Medicare/Medicaid,265401,150,No,FALSE,(636) 931-9066,6369372019,2,627 WESTWOOD DR S,FESTUS,63028-2062,"OPCO FESTUS, MO, LLC",LIMITED LIABILITY COMPANY
02569,A,SNF,FIESER NURSING CENTER,404 MAIN ST,FENTON,63026-4107,SAINT LOUIS COUNTY,CECELIA,BATES,Medicaid,26A490,60,No,FALSE,(636) 343-4344,6363494536,7,404 MAIN ST,FENTON,63026-4107,"FIESER NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
02577,A,SNF,SOUTHBROOK - SKILLED NURSING BY AMERICARE,1108 WEST LIBERTY,FARMINGTON,63640-1922,SAINT FRANCOIS,JOHN,CLAUSER,Medicare/Medicaid,265389,104,No,FALSE,(573) 756-6658,5737568663,2,1108 WEST LIBERTY,FARMINGTON,63640-1922,"AMERICARE AT SOUTHBROOK NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
02585,A,SNF,RANCHO MANOR HEALTHCARE & REHABILITATION CENTER,615 RANCHO LN,FLORISSANT,63031-1717,SAINT LOUIS COUNTY,DANIELLE,YOUNG,Medicare/Medicaid,265402,120,No,FALSE,(314) 839-2150,3148398736,7,615 RANCHO LN,FLORISSANT,63031-1717,"RANCHO MANOR HEALTHCARE AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
02598,A,SNF,BELLEFONTAINE GARDENS NURSING & REHAB,9500 BELLEFONTAINE RD,SAINT LOUIS,63137-1336,SAINT LOUIS COUNTY,BETTY,EDWARDS,Medicare/Medicaid,265709,96,No,FALSE,(314) 388-0796,3143888654,7,9500 BELLEFONTAINE RD,SAINT LOUIS,63137-1336,"BELLEFONTAINE GARDENS NURSING & REHAB, INC",PROFIT CORPORATION
02624,M,ALF,FOUR SEASONS ASSISTED LIVING,230 RAILROAD ST,MOSCOW MILLS,63362-1600,LINCOLN,BARBARA,HOWARD,,,30,No,TRUE,(636) 366-4231,(636) 356-4321,5,230 RAILROAD ST,MOSCOW MILLS,63362-1600,FOUR SEASONS CARE CORP,PROFIT CORPORATION
02624,D,RCF,FOUR SEASONS RCF I,220 RAILROAD ST,MOSCOW MILLS,63362-1600,LINCOLN,BARBARA,HOWARD,,,23,No,TRUE,(636) 366-4231,(636) 356-4321,5,230 RAILROAD ST,MOSCOW MILLS,63362-1600,FOUR SEASONS CARE CORP,PROFIT CORPORATION
02649,A,SNF,FOXWOOD SPRINGS LIVING CENTER,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,CASS,JOYCE,LEFFERT,Medicare/Medicaid,265803,108,Yes,FALSE,(816) 331-3111,8163312490,3,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,"CCRC OPCO-FOXWOOD SPRINGS, LLC",LIMITED LIABILITY COMPANY
02649,N,ALF**,FOXWOOD SPRINGS LIVING CENTER,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,CASS,JOYCE,LEFFERT,,,62,No,FALSE,(816) 331-3111,8163312490,3,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,"CCRC OPCO-FOXWOOD SPRINGS, LLC",LIMITED LIABILITY COMPANY
02662,C,RCF*,FREDERICK STREET MANOR,429 NORTH FREDERICK ST,CAPE GIRARDEAU,63701-4834,CAPE GIRARDEAU,ANNA,WAGGANER,,,32,No,TRUE,(573) 334-2662,(573) 339-7541,2,429 N FREDERICK ST,CAPE GIRARDEAU,63701-4834,"GLENDALE ASSISTED LIVING, INC",PROFIT CORPORATION
02690,A,SNF,STONEBRIDGE HERMANN,1800 WEIN ST,HERMANN,65041-1601,GASCONADE,THERESA,WILLIMANN,Medicare/Medicaid,265651,118,No,FALSE,(573) 486-3155,5734865631,6,PO BOX 468,HERMANN,65041-0468,"ELDERCARE OF MID-MISSOURI XIII, INC",PROFIT CORPORATION
02690,M,ALF,STONEBRIDGE HERMANN,1800 WEIN ST,HERMANN,65041-1601,GASCONADE,THERESA,WILLIMANN,,,18,No,FALSE,(573) 486-3155,5734865631,6,PO BOX 468,HERMANN,65041-0468,"ELDERCARE OF MID-MISSOURI XIII, INC",PROFIT CORPORATION
02703,N,ALF**,FRIENDSHIP VILLAGE ASSISTED LIVING & MEMORY CARE,12777 POINTE DR,SAINT LOUIS,63127-1757,SAINT LOUIS COUNTY,NICOLE,SUMMERS,,,78,Yes,FALSE,(314) 270-7111,3145257500,7,12777 POINTE DR,SAINT LOUIS,63127-1757,FRIENDSHIP VILLAGE OF SOUTH COUNTY,NOT FOR PROFIT CORPORATION
02703,A,SNF,FRIENDSHIP VILLAGE SUNSET HILLS,12651 VILLAGE CIRCLE DR,SAINT LOUIS,63127-1778,SAINT LOUIS COUNTY,STACEY,ZERBAN,Medicare/Medicaid,265136,144,No,FALSE,(314) 270-7777,(314) 270-7681,7,12651 VILLAGE CIRCLE DR,SAINT LOUIS,63127-1778,FRIENDSHIP VILLAGE OF SOUTH COUNTY,NOT FOR PROFIT CORPORATION
02715,A,SNF,FRIENDSHIP VILLAGE CHESTERFIELD,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,SAINT LOUIS COUNTY,KENNETH,KLUMP,Medicare/Medicaid,265121,90,No,FALSE,(636) 733-0199,(636) 733-0196,7,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,FRIENDSHIP VILLAGE OF WEST COUNTY,NOT FOR PROFIT CORPORATION
02715,N,ALF**,FRIENDSHIP VILLAGE ASSISTED LIVING & MEMORY CARE,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,SAINT LOUIS COUNTY,KENNETH,KLUMP,,,60,YES,TRUE,(636) 733-0199,6367330196,7,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,FRIENDSHIP VILLAGE OF WEST COUNTY,NOT FOR PROFIT CORPORATION
02725,A,SNF,FULTON MANOR CARE CENTER,520 MANOR DR,FULTON,65251-2429,CALLAWAY,CLARA,CANNELL,Medicare/Medicaid,265760,52,No,FALSE,(573) 642-6834,5736425767,6,520 MANOR DR,FULTON,65251-2429,"FULTON MANOR, INC",PROFIT CORPORATION
