Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal,State
24302,C,Licking Residential Care,225 WEST HIGHWAY 32,Licking,65542-9832,Texas,34,(573) 674-2207,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24318,D,"Essex Of Ozark, The",5173 NORTH 22ND,Ozark,65721-7637,Christian,12,(417) 485-4185,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
24336,C,Southaven,612 SOUTH BYPASS EAST,Kennett,63857-3240,Dunklin,36,(573) 888-9213,"SOUTHAVEN, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24395,N,Crab Apple Village Senior Estates,"214 HARTMAN PL, SUITE 100",Saint Clair,63077-2458,Franklin,65,(636) 629-6161,"HARTMAN INVESTMENT PROPERTIES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
24408,N,"Victorian Place Of Union, Assisted Living  By Americare",1320 W MAIN,Union,63084-1084,Franklin,48,(636) 584-0085,"AMERICARE AT VICTORIAN MANOR OF UNION, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
24425,D,"Essex Of Mexico, The",1109 OLD FARM RD WEST,Mexico,65265-3250,Audrain,12,(573) 581-5223,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
24461,D,"Essex Of Concordia, The",402 REDBUD,Concordia,64020-8358,Lafayette,12,(660) 463-0200,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
24475,D,"Essex Of Grain Valley, The",401 SOUTHWEST ROCK CREEK LN,Grain Valley,64029-8460,Jackson,12,(816) 443-3992,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
24668,M,Pineview Heights Alf,515 GARST,Cabool,65689-9139,Texas,16,(417) 962-3713,"KABUL NURSING HOMES, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
24698,C,Blue Castle Llc,1830 E LAVERNE ST,Bolivar,65613-1488,Polk,30,(417) 777-2583,BLUE CASTLE LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24731,C,Albany Place Llc,520 S ALBANY,Bolivar,65613-2116,Polk,16,(417) 777-8040,"ALBANY PLACE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24748,N,Leona House,5000 NW OLD TRAIL ROAD,Kansas City,64151-1946,Platte,7,(816) 584-1033,"GALWAY HOMES OF KANSAS, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
24912,C,"Winchester Residential Care, Inc",404 WINCHESTER ROAD,Bernie,63822-0000,Stoddard,26,(573) 293-6705,"WINCHESTER RESIDENTIAL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24959,C,Mingo Residential Care Of Puxico Llc,24080 STATE HWY 51,Puxico,63960-8114,Stoddard,36,(573) 222-3086,"MINGO RESIDENTIAL CARE OF PUXICO, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
24982,D,"Victorian Place Of Hermann, Residential Care By Americare",2120 VILLAGE LN,Hermann,65041-1600,Gasconade,48,(573) 486-5060,"AMERICARE AT VICTORIAN MANOR OF HERMANN, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
25045,N,Oak Pointe Of Warrenton,700 FORREST AVE,Warrenton,63383-7040,Warren,71,(636) 456-6464,"GAHC4 WARRENTON MO TRS SUB, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
25162,N,Dolan Memory Care At Frontier,11566 FRONTIER DR,Saint Louis,63146-4873,Saint Louis County,20,(314) 995-5331,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
25245,D,Castleparke,319 PIONEER TRAIL DR,Jefferson City,65109-1508,Cole,36,(573) 636-5300,"CASTLEPARKE PROPERTIES, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
25266,D,Sunshine Home Care - Winfield,499 WALNUT ST,Winfield,63389-1138,Lincoln,49,(636) 668-8500,"SUNSHINE HOME CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
25358,N,Pleasant View,641 EUCLID AVE,Hannibal,63401-2959,Marion,41,(573) 406-1090,"MENNONITE HOME ASSOCIATION, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
25379,N,Park Place,2004 BOARDWALK PLACE DR,O'Fallon,63368-3900,Saint Charles,44,(636) 625-2900,CHP O'FALLON MO TENANT CORP,PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
25428,N,Foxberry Terrace - Assisted Living By Americare,4316 NORTH ST LOUIS AVE,Webb City,64870-9550,Jasper,46,(417) 625-1000,"CARTHAGE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
25446,N,Chestnut Glenn - Assisted Living By Americare,121 KLONDIKE CROSSING,Saint Peters,63376-5394,Saint Charles,74,(636) 928-4200,"ST CHARLES ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
25463,D,"Victorian Place Of Cuba, Residential Care By Americare",901 HIGHWAY DD,Cuba,65453-8089,Crawford,48,(573) 885-0551,"AMERICARE AT VICTORIAN MANOR OF CUBA, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
25482,N,Carnegie Village Senior Living Community,103 BERNARD DR,Belton,64012-6182,Cass,85,(816) 322-8444,"TI-CARNEGIE VILLAGE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
25563,D,Pine Lodge Residential Care,967 N MAPLE ST,Buffalo,65622-7568,Dallas,20,(417) 345-0310,"PREMIER RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
25709,N,"Villages Of Jackson Creek, The",3980 SOUTH JACKSON DR,Independence,64057-2205,Jackson,62,(816) 795-1433,"VILLAGES OF JACKSON CREEK, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
25731,D,Bluegrass Terrace,102 REDTAIL DR,Ashland,65010-1179,Boone,16,(573) 657-0899,"TERRACE GROUP, INC, THE",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
25934,M,Country Place,28601 US HIGHWAY 61,Scott City,63780-9143,Scott,24,(573) 264-1555,"SCOTT NO. 1, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
25967,N,Cedarhurst Of Sedalia,3761 WEST 10TH ST,Sedalia,65301-2524,Pettis,90,(660) 827-8900,WM SEDALIA MANAGEMENT MO LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26005,N,"Victorian Place Of St Clair, Assisted Living By Americare",160 CHARLES DR,Saint Clair,63077-1936,Franklin,48,(636) 322-0003,"AMERICARE AT VICTORIAN MANOR OF ST CLAIR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26014,N,"Villages Of St Peters, The",5400 EXECUTIVE CENTRE PKWY,Saint Peters,63376-2594,Saint Charles,62,(636) 922-7600,"VILLAGES OF ST PETERS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26026,N,Hartmann Village - Assisted Living By Americare,615 RANKIN MILL LN,Boonville,65233-2873,Cooper,42,(660) 882-9933,"BOONVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26178,N,Brookdale Creve Coeur,ONE NEW BALLAS PLACE,Creve Coeur,63146-8700,Saint Louis County,46,(314) 432-5200,"BROOKDALE LIVING COMMUNITIES OF MISSOURI - CC, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26313,D,Ambrose Park Residential Care,517 NORTH OAK,Cole Camp,65325-1264,Benton,30,(660) 668-3140,"AMBROSE PARK, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
26324,N,"Victorian Place Of Sullivan, Assisted Living  By Americare",1250 EAST SPRINGFIELD RD,Sullivan,63080-1358,Franklin,48,(573) 468-5217,"AMERICARE AT VICTORIAN MANOR OF SULLIVAN, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26349,N,Sugar Creek - Assisted Living By Americare,161 PROFESSIONAL PARKWAY,Troy,63379-2829,Lincoln,60,(636) 528-3136,"TROY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26475,N,Assisted Living At The Meadowlands,135 MEADOWLANDS ESTATES LN,O'Fallon,63366-4591,Saint Charles,86,(636) 978-3600,"WP-ARC O'FALLON HOLDINGS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26877,N,Twin Oaks At Heritage Pointe,228 SAVANNAH TERRACE,Wentzville,63385-3741,Saint Charles,70,(636) 542-5400,"HERITAGE POINTE PARTNERS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26902,N,Barathaven Alzheimer'S Special Care Center,1030 BARATHAVEN DR,Dardenne Prairie,63368-8606,Saint Charles,66,(636) 329-9160,"O'FALLON CARE GROUP, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
26939,D,Rosewood Manor,101 EAST PULASKI ST,Richland,65556-7404,Pulaski,12,(573) 765-4200,"ROSEWOOD MANOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
27071,N,"Arbors At Victorian Place Of Cuba, Memory Care Assisted Living By Americare, The",903 HWY DD,Cuba,65453-8089,Crawford,32,(573) 885-0379,"AMERICARE AT VICTORIAN MANOR OF CUBA, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
27122,N,Lutheran Good Shepherd Home,202 S WEST ST,Concordia,64020-9643,Lafayette,53,(660) 463-2267,LUTHERAN GOOD SHEPHERD HOME,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
27175,D,Blessed Homes,305 E 63RD ST,Kansas City,64113-2225,Jackson,11,(816) 678-8061,BLESSED HOMES,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
27358,N,The Oaks Retirement Community,127 HAMLET ROAD,Branson,65616-7746,Taney,30,(417) 239-1112,PEAK SENIOR LIVING LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
27548,M,Country Living Assisted Living,2820 NORTH MAIN ST,Mountain Grove,65711-1403,Wright,40,(417) 926-1955,COUNTRY LIVING CARE HOMES LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
27570,N,Aberdeen Heights,505 COUCH AVE,Kirkwood,63122-5536,Saint Louis County,36,(314) 909-6000,"ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
27620,C,"Haven, The",614 SOUTH BY-PASS,Kennett,63857-3240,Dunklin,64,(573) 888-1201,"KENNETT RESIDENTIAL CARE FACILITY II, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
27659,N,"Victorian Place Of Washington, Residential Care By Americare",2800 RABBIT TRAIL DR,Washington,63090-6737,Franklin,48,(636) 390-9500,"AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
27755,N,Dolan Memory Care At Calais,1225 TENNANT RD,Saint Louis,63146-5523,Saint Louis City,44,(314) 569-9060,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
27793,M,Garden Villas Of O'Fallon,7092 SOUTH OUTER 364 ROAD,O'Fallon,63368-7757,Saint Charles,95,(636) 240-5560,"GARDEN VILLAS OF O'FALLON, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
27826,N,Garden Plaza Of Florissant,1101 GARDEN PLAZA DR,Florissant,63033-2269,Saint Louis County,102,(314) 831-0988,"FLORISSANT RETIREMENT INVESTORS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
27914,N,Arbors At Westbrook Terrace-Alzheimer'S Assisted Living By Americare,3409 NORTH 10 MILE DR,Jefferson City,65109-0530,Cole,26,(573) 556-5648,"JEFFERSON CITY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
27986,D,Valley Park Retirement Center,355 KAREN DR,Holts Summit,65043-2519,Callaway,22,(573) 896-0208,"PCH MANAGEMENT, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
28019,N,Meadow Ridge Senior Living,521 MEADOW RIDGE LN,Moberly,65270-4550,Randolph,57,(660) 263-0550,"CSL-MOBERLY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28026,N,Village Center Care Of Wentzville,909 E PITMAN AVE,Wentzville,63385-1818,Saint Charles,22,(636) 219-3114,"VILLAGE CENTER CARE OF WENTZVILLE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28065,N,"Arbors At Victorian Place Of Washington, Memory Care Assisted Living By Americare, The",2701 RABBIT TRAIL DR,Washington,63090-6711,Franklin,32,(636) 390-0011,"AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28129,N,Addington Place Of Shoal Creek,9601 NORTH TULLIS DR,Kansas City,64157-7890,Clay,88,(816) 407-9667,"ARHC SCKCYMO01 TRS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28136,N,Addington Place Of Lee'S Summit,2160 SE BLUE PARKWAY,Lee'S Summit,64063-1007,Jackson,88,(816) 554-0101,"ARHC LSSMTMO01 TRS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28149,N,Brookdale West County,785 HENRY AVE,Ballwin,63011-2736,Saint Louis County,98,(636) 527-5700,"VB BALLWIN SH, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28184,N,Westview At Ellisville Assisted Living,27 REINKE RD,Ellisville,63021-4734,Saint Louis County,99,(636) 527-5554,"S-K ELLISVILLE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28191,N,Colony Pointe-Assisted Living By Americare,1510 CHAPEL HILL RD,Columbia,65203-5457,Boone,59,(573) 234-1193,"AMERICARE AT COLONY POINTE ASSISTED LIVING, LLC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
28242,N,Sunrise Of Webster Groves,45 EAST LOCKWOOD,Saint Louis,63119-3050,Saint Louis County,90,(314) 918-7300,WELLTOWER OPCO GROUP LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28295,N,Cedarhurst Of Springfield,1146 EAST LAKEWOOD ST,Springfield,65810-2614,Greene,66,(417) 885-9050,"MAPLE WOOD MANAGEMENT MO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28426,M,Advance Assisted Living,252 PAYTON PLACE,Advance,63730-7251,Stoddard,44,(573) 722-5200,"ADVANCE MISSOURI HEALTH CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
28446,N,Southview Assisted Living,9916 REAVIS ROAD,Affton,63123-5314,Saint Louis County,116,(314) 544-4440,"REAVIS SL OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28451,D,"Wagner Residential Care, Inc",320 N CHAMBER DR,Fredericktown,63645-7947,Madison,40,(573) 783-4511,"WAGNER RESIDENTIAL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
28552,N,Spring Manor,3610 PALM ST,Saint Louis,63107-2505,Saint Louis City,94,(314) 533-3111,"NEELUM, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28635,N,Maplebrook-Assisted Living By Americare,520 MAPLE VALLEY DR,Farmington,63640-1981,Saint Francois,61,(573) 756-2777,"AMERICARE AT MAPLEBROOK ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28782,N,"Fremont Senior Living, The",1520 EAST BATES ST,Springfield,65804-8401,Greene,72,(417) 881-0500,"HS FUND FREMONT TRS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28804,N,La Bonne Maison-Assisted Living By Americare,226 PLAZA DR,Sikeston,63801-5105,Scott,30,(573) 472-2546,"AMERICARE AT LABONNE MAISON ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28815,N,"Lodge, The",542 STATE ROAD DD,Fayette,65248-9658,Howard,40,(660) 248-2277,"HANK VENTURES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
28861,N,Wexford Place Assisted Living And Memory Support By Senior Star,6460 NORTH COSBY AVE,Kansas City,64151-2377,Platte,98,(816) 587-5400,"GEMINI KC LAND, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28930,N,Garden Villas North,4505 PARKER ROAD,Black Jack,63033-4268,Saint Louis County,90,(314) 355-6100,"GARDEN VILLAS NORTH, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28964,M,Garden Villas South,13457 TESSON FERRY RD,Saint Louis,63128-4010,Saint Louis County,76,(314) 843-7788,"GARDEN VILLAS OF SOUTH COUNTY, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
28978,N,Garden Villas,13590 SOUTH OUTER 40 RD,Town And Country,63017-5823,Saint Louis County,46,(314) 434-2520,"DOUBLE G LAND CO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
28997,N,Lake George Assisted Living,5000 EAST RICHLAND ROAD,Columbia,65201-9606,Boone,10,(573) 442-0577,"LAKE GEORGE ESTATES, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29016,N,Park Place Ii,2000 BOARDWALK PLACE DR,O'Fallon,63368-3901,Saint Charles,80,(636) 695-4360,CHP O'FALLON MO TENANT CORP,PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
29020,N,Primrose Retirement Community Of Kansas City,8559 NORTH LINE CREEK PARKWAY,Kansas City,64154-2100,Platte,44,(816) 468-8282,"PRIMROSE SENIOR HOLDINGS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29067,M,Chesterfield Villas,14901 N OUTER 40 RD,Chesterfield,63017-6034,Saint Louis County,52,(636) 532-9296,"CHESTERFIELD VILLAS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
29084,N,Mccrite Plaza At Briarcliff Assisted Living,1201 NW TULLISON RD,Kansas City,64116-2639,Clay,138,(816) 888-7930,"MCCRITE PLAZA AT BRIARCLIFF, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29258,N,Village Assisted Living,1701 NW O'BRIEN RD,Lee'S Summit,64081-1559,Jackson,50,(816) 347-2700,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
29304,N,Brookdale Wornall Place,501 WEST 107TH ST,Kansas City,64114-5919,Jackson,68,(816) 941-7777,"BLC KANSAS CITY-GC, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29396,N,"Arbors At Mount Carmel, The",723 FIRST CAPITOL DR,Saint Charles,63301-2729,Saint Charles,30,(636) 946-4140,"MOUNT CARMEL COMMUNITIES, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29435,N,"Fountains Of West County Al, Llc  The",15822 CLAYTON RD,Ellisville,63011-2240,Saint Louis County,80,(636) 220-1660,"FOUNTAINS OF WEST COUNTY AL, LLC (THE)",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29440,N,Creve Coeur Assisted Living And Memory Care,693 DECKER LN,Creve Coeur,63141-7127,Saint Louis County,110,(314) 997-4532,"CREVE COEUR OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29519,N,Benton House Of Tiffany Springs,5901 NW 88TH ST,Kansas City,64154-1607,Platte,80,(816) 505-4555,"TIFFANY SLP, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29544,N,Oak Pointe Of Maryville,817 SOUTH COUNTRY CLUB DR,Maryville,64468-1477,Nodaway,55,(660) 562-2799,"MARYVILLE, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29639,N,Harold And Louise Assisted Living,135 COMMUNICATION DR,Hannibal,63401-3670,Marion,47,(573) 221-1189,"HRW, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
29674,N,Sunnyhill Independence Center,3343 ARMBRUSTER ROAD,De Soto,63020-4506,Jefferson,32,(636) 586-2188,"SUNNY HILL, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
29697,N,Primrose Retirement Community Of Jefferson City,1214 FREEDOM BLVD,Jefferson City,65109-0082,Cole,45,(573) 634-5408,"JEFFERSON CITY RETIREMENT, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29711,N,Oak Ridge Assisted Living,403 CRISPIN ST,Richmond,64085-1212,Ray,55,(816) 776-3435,SENIOR CITIZENS NURSING HOME DISTRICT OF RAY COUNTY,NURSING HOME DISTRICT,6/29/21,ASSISTED LIVING FACILITY**,MO
29729,N,Benton House Of Blue Springs,1701 NW JEFFERSON ST,Blue Springs,64015-7229,Jackson,95,(816) 224-2727,"CENTERPOINT SLP, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29803,N,Oak Pointe Of Kearney,200 MEADOWBROOK DR,Kearney,64060-8788,Clay,55,(816) 628-0075,"KEARNEY, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29874,N,Cedarhurst Of Columbia,2333 CHAPEL HILL RD,Columbia,65203-1537,Boone,127,(573) 234-1091,"CH COLUMBIA MANAGEMENT MO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29889,N,Villages Of St Peters Memory Care,5300 EXECUTIVE CENTER PARKWAY,Saint Peters,63376-3182,Saint Charles,60,(636) 477-6955,"ST PETERS MEMORY CARE OPERATIONS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29896,N,Benton House Of Raymore,2100 JOHNSTON DR,Raymore,64083-8122,Cass,95,(816) 322-2111,"RAYMORE SLP, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29917,N,"Parkway Senior Living, The",550 NE NAPOLEON DR,Blue Springs,64014-5403,Jackson,72,(816) 228-8866,"BLUE SPRINGS SENIOR HOUSING I OPCO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29947,N,Skyline Assisted Living Llc,100 HARD ROCK RD DR,Van Buren,63965-,Carter,24,(573) 323-2108,SKYLINE ASSISTED LIVING LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29972,N,Oak Pointe Of Neosho,2601 OAK RIDGE EXTENSION,Neosho,64850-7765,Newton,55,(417) 451-8872,"NEOSHO, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
29982,D,Valley Park North,2631 FAIRWAY DR,Fulton,65251-3936,Callaway,19,(573) 592-4995,"PCH MANAGEMENT, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
30034,N,Dougherty Ferry Assisted Living & Memory Care,2929 DOUGHERTY FERRY RD,Saint Louis,63122-3368,Saint Louis County,110,(636) 825-6665,"DOUGHERTY FERRY OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30048,N,"Gables At Brady Circle, Llc  The",11 BRADY CIRCLE,Saint Louis,63114-1110,Saint Louis County,32,(314) 890-2230,"THE GABLES AT BRADY CIRCLE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30084,D,Lake Parke Senior Living,145 4TH ST,Camdenton,65020-7138,Camden,48,(573) 745-0874,"CAMDEN PROJECTS, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
30107,N,Mill Creek Village-Assisted Living By Americare,1990 W SOUTHAMPTON DR,Columbia,65203-6238,Boone,50,(573) 381-2510,"AMERICARE AT MILL CREEK VILLAGE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30112,N,"Pettis County Assisted Living, Llc",3017 BROOKING PARK AVENUE,Sedalia,65301-9327,Pettis,139,(660) 851-7118,"PETTIS COUNTY ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30136,D,"Superior Manor Of Downtown, Llc",1501 CLINTON STREET,Saint Louis,63106-4100,Saint Louis County,40,(314) 376-5000,"SUPERIOR MANOR OF DOWNTOWN, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
30144,D,Harton Senior Living,1054 SOUTH HWY 47,Warrenton,63383-2625,Warren,36,(636) 377-4444,"HARLYNN, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
30156,N,Linden Woods Village,2901 NE 72ND STREET,Gladstone,64119-7400,Clay,40,(816) 268-4000,"CCRC OF GLADSTONE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30168,N,Oak Pointe Of Carthage,300 W AIRPORT DR,Carthage,64836-3511,Jasper,55,(417) 358-3355,"CARTHAGE, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
