Facility ID,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type
2238,D,RCF,PREMIER RESIDENTIAL CARE,109 EAST CROWDER RD,TRENTON,64683-1802,GRUNDY,12,(660) 359-4292,"PREMIER RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
2256,C,RCF*,HARRIS RESIDENTIAL CARE CENTER LLC,401 SOUTH HENRY,FARMINGTON,63640-1823,SAINT FRANCOIS,37,(573) 756-5376,"HARRIS RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
2273,A,SNF,"RIVERVIEW, THE",5500 SOUTH BROADWAY,SAINT LOUIS,63111-2025,SAINT LOUIS CITY,130,(314) 353-5900,"RIVERVIEW NURSING FACILITY, LLC THE",LIMITED LIABILITY COMPANY
2273,C,RCF*,"RIVERVIEW, THE",5500 SOUTH BROADWAY,SAINT LOUIS,63111-2025,SAINT LOUIS CITY,11,(314) 353-5900,"RIVERVIEW NURSING FACILITY, LLC THE",LIMITED LIABILITY COMPANY
2336,A,SNF,ELSBERRY MISSOURI HEALTH CARE CENTER,1827 HIGHWAY B,ELSBERRY,63343-3126,LINCOLN,56,(573) 898-2880,"ELSBERRY MISSOURI HEALTH CARE CENTER, INC",NOT FOR PROFIT CORPORATION
2354,A,SNF,SALEM CARE CENTER,1203 NORTH JACKSON,SALEM,65560-1076,DENT,60,(573) 729-6649,"TENDA GROUP, INC",PROFIT CORPORATION
2389,C,RCF*,"WOOD OAKS, INC",1804 SOUTH STERLING AVE,INDEPENDENCE,64052-3845,JACKSON,30,(816) 254-5400,"WOOD OAKS, INC",PROFIT CORPORATION
2417,A,SNF,CREVE COEUR MANOR,1127 TIMBER RUN DR,SAINT LOUIS,63146-4482,SAINT LOUIS COUNTY,149,(314) 434-8361,CCM OPERATIONS LLC,LIMITED LIABILITY COMPANY
2425,A,SNF,VALLEY MANOR AND REHABILITATION CENTER,1410 HOSPITAL DR,EXCELSIOR SPRINGS,64024-1168,CLAY,120,(816) 637-1010,"EXCELSIOR SPRINGS #1, INC",PROFIT CORPORATION
2469,A,SNF,FAIR VIEW NURSING HOME,1714 WEST 16TH ST,SEDALIA,65301-5273,PETTIS,75,(660) 827-1594,SEDALIA NURSING HOME CO,PROFIT CORPORATION
2471,A,SNF,PARKWOOD SKILLED NURSING AND REHABILITATION CENTER,3201 PARKWOOD LN,MARYLAND HEIGHTS,63043-1334,SAINT LOUIS COUNTY,130,(314) 291-5911,"WOODLANDS OF MARYLAND HEIGHTS LLC, THE",LIMITED LIABILITY COMPANY
2491,D,RCF,"HEARTLAND RESIDENTIAL CARE FACILITY, INC",1311 FRANCIS ST,SAINT JOSEPH,64501-2318,BUCHANAN,20,(816) 233-5779,"HEARTLAND RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION
2505,A,SNF,WARRENTON MANOR,65 STATE HIGHWAY AA,WRIGHT CITY,63383-3301,WARREN,120,(636) 456-8700,"N & R OF WARRENTON, INC",PROFIT CORPORATION
2526,M,ALF,"FERNDALE, INC",15677 COUNTY RD 2430,SAINT JAMES,65559-8210,PHELPS,32,(573) 265-3344,"FERNDALE, INC",PROFIT CORPORATION
2546,A,SNF,FESTUS MANOR,627 WESTWOOD DR S,FESTUS,63028-2062,JEFFERSON,150,(636) 931-9066,"OPCO FESTUS, MO, LLC",LIMITED LIABILITY COMPANY
2569,A,SNF,FIESER NURSING CENTER,404 MAIN ST,FENTON,63026-4107,SAINT LOUIS COUNTY,60,(636) 343-4344,"FIESER NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
2577,A,SNF,SOUTHBROOK - SKILLED NURSING BY AMERICARE,1108 WEST LIBERTY,FARMINGTON,63640-1922,SAINT FRANCOIS,104,(573) 756-6658,"AMERICARE AT SOUTHBROOK NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
2585,A,SNF,RANCHO MANOR HEALTHCARE & REHABILITATION CENTER,615 RANCHO LN,FLORISSANT,63031-1717,SAINT LOUIS COUNTY,120,(314) 839-2150,"RANCHO MANOR HEALTHCARE AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
2598,A,SNF,BELLEFONTAINE GARDENS NURSING & REHAB,9500 BELLEFONTAINE RD,SAINT LOUIS,63137-1336,SAINT LOUIS COUNTY,96,(314) 388-0796,"BELLEFONTAINE GARDENS NURSING & REHAB, INC",PROFIT CORPORATION
2624,M,ALF,FOUR SEASONS ASSISTED LIVING,230 RAILROAD ST,MOSCOW MILLS,63362-1600,LINCOLN,30,(636) 366-4231,FOUR SEASONS CARE CORP,PROFIT CORPORATION
2624,D,RCF,FOUR SEASONS RCF I,220 RAILROAD ST,MOSCOW MILLS,63362-1600,LINCOLN,23,(636) 366-4231,FOUR SEASONS CARE CORP,PROFIT CORPORATION
2649,A,SNF,FOXWOOD SPRINGS LIVING CENTER,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,CASS,108,(816) 331-3111,"CCRC OPCO-FOXWOOD SPRINGS, LLC",LIMITED LIABILITY COMPANY
2649,N,ALF**,FOXWOOD SPRINGS LIVING CENTER,1500 WEST FOXWOOD DR,RAYMORE,64083-9347,CASS,62,(816) 331-3111,"CCRC OPCO-FOXWOOD SPRINGS, LLC",LIMITED LIABILITY COMPANY
2662,C,RCF*,FREDERICK STREET MANOR,429 NORTH FREDERICK ST,CAPE GIRARDEAU,63701-4834,CAPE GIRARDEAU,32,(573) 334-2662,"GLENDALE ASSISTED LIVING, INC",PROFIT CORPORATION
2690,A,SNF,STONEBRIDGE HERMANN,1800 WEIN ST,HERMANN,65041-1601,GASCONADE,118,(573) 486-3155,"ELDERCARE OF MID-MISSOURI XIII, INC",PROFIT CORPORATION
2690,M,ALF,STONEBRIDGE HERMANN,1800 WEIN ST,HERMANN,65041-1601,GASCONADE,18,(573) 486-3155,"ELDERCARE OF MID-MISSOURI XIII, INC",PROFIT CORPORATION
2703,N,ALF**,FRIENDSHIP VILLAGE ASSISTED LIVING & MEMORY CARE,12777 POINTE DR,SAINT LOUIS,63127-1757,SAINT LOUIS COUNTY,78,(314) 270-7111,FRIENDSHIP VILLAGE OF SOUTH COUNTY,NOT FOR PROFIT CORPORATION
2703,A,SNF,FRIENDSHIP VILLAGE SUNSET HILLS,12651 VILLAGE CIRCLE DR,SAINT LOUIS,63127-1778,SAINT LOUIS COUNTY,144,(314) 270-7777,FRIENDSHIP VILLAGE OF SOUTH COUNTY,NOT FOR PROFIT CORPORATION
2715,A,SNF,FRIENDSHIP VILLAGE CHESTERFIELD,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,SAINT LOUIS COUNTY,90,(636) 733-0199,FRIENDSHIP VILLAGE OF WEST COUNTY,NOT FOR PROFIT CORPORATION
2715,N,ALF**,FRIENDSHIP VILLAGE ASSISTED LIVING & MEMORY CARE,15250 VILLAGE VIEW DRIVE,CHESTERFIELD,63017-,SAINT LOUIS COUNTY,60,(636) 733-0199,FRIENDSHIP VILLAGE OF WEST COUNTY,NOT FOR PROFIT CORPORATION
2725,A,SNF,FULTON MANOR CARE CENTER,520 MANOR DR,FULTON,65251-2429,CALLAWAY,52,(573) 642-6834,"FULTON MANOR, INC",PROFIT CORPORATION
2740,A,SNF,GAMMA ROAD LODGE,250 E LOCUST,WELLSVILLE,63384-1422,MONTGOMERY,112,(573) 684-2002,"N & R OF WELLSVILLE, LLC",LIMITED LIABILITY COMPANY
2785,C,RCF*,"CENTRAL RESIDENCE, THE",5143 WATERMAN BLVD,SAINT LOUIS,63108-1103,SAINT LOUIS CITY,41,(314) 367-5620,"GARCIAS CENTRAL RESIDENCE, LLC",LIMITED LIABILITY COMPANY
2804,A,SNF,GASCONADE MANOR NURSING HOME,1910 NURSING HOME RD,OWENSVILLE,65066-2844,GASCONADE,79,(573) 437-4101,GASCONADE MANOR NURSING HOME DISTRICT,NURSING HOME DISTRICT
2820,A,SNF,GENERAL BAPTIST NURSING HOME,17108 US HIGHWAY 62,CAMPBELL,63933-6383,DUNKLIN,90,(573) 246-2155,GENERAL BAPTIST NURSING HOME,NOT FOR PROFIT CORPORATION
2830,A,SNF,GEORGIAN GARDENS CENTER FOR REHAB AND HEALTHCARE,1 GEORGIAN GARDENS DR,POTOSI,63664-1436,WASHINGTON,120,(573) 438-6261,"GEORGIAN GARDENS OPCO, LLC",LIMITED LIABILITY COMPANY
2860,M,ALF,STEELVILLE SENIOR LIVING,311 NORTH SPRING ST,STEELVILLE,65565-5089,CRAWFORD,21,(573) 775-5815,"STEELVILLE SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY
2860,A,SNF,STEELVILLE SENIOR LIVING,311 NORTH SPRING ST,STEELVILLE,65565-5089,CRAWFORD,72,(573) 775-5815,"STEELVILLE SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY
2877,A,SNF,CARRIE ELLIGSON GIETNER HOME,5000 SOUTH BROADWAY,SAINT LOUIS,63111-2015,SAINT LOUIS CITY,130,(314) 752-0000,"NAUFEL, INC",PROFIT CORPORATION
2928,A,SNF,PARKVIEW HEALTHCARE,128 NORTH HARDESTY,KANSAS CITY,64123-1404,JACKSON,120,(816) 241-2020,GLENNON PLACE MANAGEMENT LLC,LIMITED LIABILITY COMPANY
2937,D,RCF,GOGGIN BOARDING HOME LLC,620 COUNTY ROAD 40,CALEDONIA,63631-9133,IRON,12,(573) 697-5894,"GOGGIN BOARDING HOME, LLC",LIMITED LIABILITY COMPANY
2949,A,SNF,GOLDEN AGE LIVING CENTER,404 E THIRD ST,STOVER,65078-0947,MORGAN,61,(573) 377-4521,GOLDEN AGE NURSING HOME DISTRICT #1,NURSING HOME DISTRICT
2957,A,SNF,GOLDEN AGE NURSING HOME,12498 SE HWY 116,BRAYMER,64624-9107,CALDWELL,83,(660) 645-2243,GOLDEN AGE NURSING HOME DISTRICT,NURSING HOME DISTRICT
2984,C,RCF*,GOLDEN ESTATE RESIDENTIAL CARE,1134 WEST NORTON RD,SPRINGFIELD,65803-1070,GREENE,31,(417) 833-4440,"MITCHELL'S CARE CENTER, LLC",LIMITED LIABILITY COMPANY
3002,D,RCF,PORTIA'S RESIDENTIAL CARE,307 NORTH BROADWAY,POPLAR BLUFF,63901-5103,BUTLER,20,(573) 686-3446,"PORTIA'S RCF, LLC",LIMITED LIABILITY COMPANY
3039,A,SNF,GOOD SAMARITAN CARE CENTER,403 WEST MAIN ST,COLE CAMP,65325-1144,BENTON,72,(660) 668-4515,GOOD SAMARITAN NURSING HOME DISTRICT,NURSING HOME DISTRICT
3051,C,RCF*,GOOD SHEPHERD RESIDENTIAL CARE FACILITY,200 WEST 12TH,LOCKWOOD,65682-8337,DADE,20,(417) 232-4571,GOOD SHEPHERD NURSING HOME DISTRICT,NURSING HOME DISTRICT
3051,A,SNF,GOOD SHEPHERD COMMUNITY CARE AND REHABILITATION,200 WEST 12TH ST,LOCKWOOD,65682-8337,DADE,69,(417) 232-4571,GOOD SHEPHERD NURSING HOME DISTRICT,NURSING HOME DISTRICT
3069,A,SNF,HERITAGE HALL NURSING CENTER,750 EAST HIGHWAY 22,CENTRALIA,65240-1146,BOONE,60,(573) 682-5551,"AMERICARE AT HERITAGE HALL NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
3107,A,SNF,"GOWER CONVALESCENT CENTER, INC",323 SOUTH HIGHWAY 169,GOWER,64454-9116,CLINTON,82,(816) 424-6483,"GOWER CONVALESCENT CENTER, INC",NOT FOR PROFIT CORPORATION
3123,A,SNF,BRUNSWICK NURSING & REHAB,721 W HARRISON ST,BRUNSWICK,65236-1096,CHARITON,60,(660) 548-3182,"LIGHTNING CREEK INVESTMENT GROUP, INC",PROFIT CORPORATION
3157,B,ICF,"VILLAGE AT CARROLL PARK, THE",5301 HARRY TRUMAN DR,GRANDVIEW,64030-1708,JACKSON,93,(816) 761-6838,"CARROLL CARE CENTERS, INC",PROFIT CORPORATION
3163,A,SNF,PUXICO NURSING & REHABILIATION CENTER,540 NORTH HIGHWAY 51,PUXICO,63960-9117,STODDARD,60,(573) 222-3125,"PUXICO #1, INC",PROFIT CORPORATION
3182,A,SNF,CHESTNUT REHAB AND NURSING,10954 KENNERLY RD,SAINT LOUIS,63128-2018,SAINT LOUIS COUNTY,167,(314) 843-4242,CHESTNUT REHAB AND NURSING LLC,LIMITED LIABILITY COMPANY
3229,M,ALF,"BIG PRAIRIE ASSISTED LIVING, LLC",411 NORTH KINGSHIGHWAY,SIKESTON,63801-,SCOTT,66,(573) 471-5503,"BIG PRAIRIE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
3245,A,SNF,JORDAN CREEK NURSING & REHAB,910 SOUTH WEST AVE,SPRINGFIELD,65802-4950,GREENE,120,(417) 865-8741,"N & R OF GREENE HAVEN, LLC",LIMITED LIABILITY COMPANY
3254,A,SNF,"ST GENEVIEVE CARE CENTER, INC",1010 STE GENEVIEVE DR,SAINTE GENEVIEVE,63670-1447,SAINTE GENEVIEVE,90,(573) 883-5725,"STE GENEVIEVE CARE CENTER, INC",PROFIT CORPORATION
3315,D,RCF,HILL CREST MANOR,801 SOUTH COLBY,HAMILTON,64644-8287,CALDWELL,24,(816) 583-2119,"HAMILTON #1, INC",PROFIT CORPORATION
3315,A,SNF,HILL CREST MANOR,801 SOUTH COLBY,HAMILTON,64644-8287,CALDWELL,90,(816) 583-2119,"HAMILTON #1, INC",PROFIT CORPORATION
3331,C,RCF*,"HAMPTON HOUSE OF MALDEN, INC",201 NORTH DECATUR,MALDEN,63863-2017,DUNKLIN,22,(573) 276-6054,"HAMPTON HOUSE OF MALDEN, INC",PROFIT CORPORATION
3340,A,SNF,WILLOW CARE REHABILITATION & HEALTH CARE CENTER,328 MUNGER LN,HANNIBAL,63401-2361,MARION,111,(573) 221-9122,"TUTERA ACQUIRERS, INC",PROFIT CORPORATION
3411,C,RCF*,HARVESTER RESIDENTIAL CARE,35 LILLIAN DR,SAINT CHARLES,63304-7032,SAINT CHARLES,38,(636) 939-3833,"GERIATRIC CARE SOLUTIONS, INC",PROFIT CORPORATION
3438,A,SNF,JACKSON MANOR NURSING HOME,710 BROADRIDGE DR,JACKSON,63755-3042,CAPE GIRARDEAU,90,(573) 243-3101,"BUCKEYE J, LLC",LIMITED LIABILITY COMPANY
3479,N,ALF**,HEISINGER LUTHERAN HOME,1002 WEST MAIN ST,JEFFERSON CITY,65109-6901,COLE,111,(573) 636-6288,"COLE COUNTY LUTHERAN HOME ASSOCIATION, THE",NOT FOR PROFIT CORPORATION
3479,A,SNF,HEISINGER LUTHERAN HOME,1002 WEST MAIN ST,JEFFERSON CITY,65109-6901,COLE,60,(573) 636-6288,"COLE COUNTY LUTHERAN HOME ASSOCIATION, THE",NOT FOR PROFIT CORPORATION
3492,A,SNF,FULTON NURSING & REHAB,1510 BLUFF ST,FULTON,65251-2345,CALLAWAY,100,(573) 642-0202,"N & R OF FULTON, INC",PROFIT CORPORATION
3540,D,RCF,SUNSHINE ACRES,541 ROCK ROAD,BOURBON,65441-6324,CRAWFORD,20,(573) 732-5366,PATAKY ENTERPRISES LLC,LIMITED LIABILITY COMPANY
3572,M,ALF,"HILLCREST RESIDENTIAL CARE, INC",9415 NORTH BROWN STATION RD,COLUMBIA,65202-8671,BOONE,33,(573) 696-3201,"HILLCREST RESIDENTIAL CARE, INC",PROFIT CORPORATION
3615,D,RCF,HILLTOP HAVEN RESIDENTIAL CARE FACILITY,18941 CR 305A,EMINENCE,65466-9702,SHANNON,20,(573) 226-5426,"SKELTON, LACEY",SOLE PROPRIETOR
3628,C,RCF*,MAPLE CREST MANOR,430 NORTH FREDERICK ST,CAPE GIRARDEAU,63701-4835,CAPE GIRARDEAU,48,(573) 334-2662,"GLENDALE ASSISTED LIVING, INC",PROFIT CORPORATION
3650,A,SNF,"SOUTH COUNTY NURSING HOME, INC",1101 WEST OUTER 21 RD,ARNOLD,63010-4644,JEFFERSON,153,(636) 296-5455,"SOUTH COUNTY NURSING HOME, INC",PROFIT CORPORATION
3678,C,RCF*,HOLLY HILLS RETIREMENT HOME,6421 MINNESOTA,SAINT LOUIS,63111-2808,SAINT LOUIS CITY,15,(314) 351-0767,"MISSOURI RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
3680,A,SNF,REDWOOD OF KANSAS CITY SOUTH,8033 HOLMES ROAD,KANSAS CITY,64131-2115,JACKSON,100,(816) 363-6222,KANSAS CITY SOUTH MO CONSULTING LLC,LIMITED LIABILITY COMPANY
3728,C,RCF*,"BLESSING CENTER, THE",302  NORTH MAIN,EDINA,63537-1353,KNOX,51,(660) 397-2293,"HRW, INC",PROFIT CORPORATION
3763,D,RCF,"TWIN CITY RESIDENTIAL CARE, INC",#1 HOLDING LN,CRYSTAL CITY,63019-1122,JEFFERSON,48,(636) 937-3851,"TWIN CITY RESIDENTIAL CARE, INC",PROFIT CORPORATION
3782,A,SNF,TRUMAN GARDENS,17451 MEDICAL CENTER PARKWAY,INDEPENDENCE,64057-1805,JACKSON,118,(816) 373-7795,"N & R OF INDEPENDENCE, LLC",LIMITED LIABILITY COMPANY
3807,A,SNF,INDEPENDENCE MANOR CARE CENTER,1600 SOUTH KINGS HIGHWAY,INDEPENDENCE,64055-1853,JACKSON,99,(816) 833-4777,"INDEPENDENCE MANOR, INC",PROFIT CORPORATION
3829,A,SNF,QUAIL RUN HEALTH CARE CENTER,1405 WEST GRAND AVE,CAMERON,64429-1118,DEKALB,84,(816) 632-2151,"CAMERON #1, INC",PROFIT CORPORATION
3833,C,RCF*,STONEBRIDGE CHILLICOTHE,2601 FAIR ST,CHILLICOTHE,64601-3525,LIVINGSTON,40,(660) 646-4123,"ELDERCARE OF MID-MISSOURI IX, INC",PROFIT CORPORATION
3833,A,SNF,STONEBRIDGE CHILLICOTHE,2601 FAIR ST,CHILLICOTHE,64601-3525,LIVINGSTON,75,(660) 646-4123,"ELDERCARE OF MID-MISSOURI IX, INC",PROFIT CORPORATION
3870,A,SNF,JEFFERSON CITY MANOR CARE CENTER,1720 VIETH DR,JEFFERSON CITY,65109-2522,COLE,102,(573) 635-6193,"JEFFERSON CITY MANOR, INC",PROFIT CORPORATION
3948,C,RCF*,MAYWOOD MANOR,1041 WEST TRUMAN RD,INDEPENDENCE,64050-3447,JACKSON,24,(816) 254-6789,"SMITH CARE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
3957,A,SNF,MASON POINTE CARE CENTER,13190 SOUTH OUTER 40 RD,CHESTERFIELD,63017-5917,SAINT LOUIS COUNTY,256,(314) 434-3300,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
3957,N,ALF**,MASON POINTE CARE CENTER,13190 SOUTH OUTER 40 RD,CHESTERFIELD,63017-5917,SAINT LOUIS COUNTY,62,(314) 434-3300,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
3982,D,RCF,JOLET HOME,3920 FOREST,KANSAS CITY,64110-1220,JACKSON,17,(816) 531-5308,"JOLET II, INC",NOT FOR PROFIT CORPORATION
4044,A,SNF,"NHC HEALTHCARE, JOPLIN",2700 EAST 34TH ST,JOPLIN,64804-4310,NEWTON,126,(417) 781-1737,"NHC HEALTHCARE / JOPLIN, LLC",LIMITED LIABILITY COMPANY
4078,D,RCF,SMILEY MANOR LLC,5415 THEKLA AVE,SAINT LOUIS,63120-2513,SAINT LOUIS CITY,20,(314) 932-1360,"SMILEY MANOR, LLC",LIMITED LIABILITY COMPANY
4085,A,SNF,"KABUL NURSING HOMES, INC",1000 MAIN ST,CABOOL,65689-9125,TEXAS,99,(417) 962-3713,"KABUL NURSING HOMES, INC",NOT FOR PROFIT CORPORATION
4085,M,ALF,LANDMARK VILLA ALF,1101 OZARK AVE,CABOOL,65689-7362,TEXAS,44,(417) 962-3700,"KABUL NURSING HOMES, INC",NOT FOR PROFIT CORPORATION
4109,A,SNF,GREGORY RIDGE HEALTH CARE CENTER,7001 CLEVELAND AVE,KANSAS CITY,64132-1622,JACKSON,116,(816) 333-0700,"GREGORY RIDGE HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
4146,C,RCF*,"KING'S DAUGHTERS HOME, THE",620 WEST BOULEVARD ST,MEXICO,65265-2199,AUDRAIN,12,(573) 581-1577,"MO BRANCH OF THE INTERNATIONAL ORDER OF THE KING'S DAUGHTERS & SONS, INC",NOT FOR PROFIT CORPORATION
4146,B,ICF,"KING'S DAUGHTERS HOME, THE",620 WEST BOULEVARD ST,MEXICO,65265-2199,AUDRAIN,33,(573) 581-1577,"MO BRANCH OF THE INTERNATIONAL ORDER OF THE KING'S DAUGHTERS & SONS, INC",NOT FOR PROFIT CORPORATION
4152,N,ALF**,KINGSWOOD,10000 WORNALL RD,KANSAS CITY,64114-4359,JACKSON,67,(816) 942-0994,"KANSAS CITY UNITED METHODIST RETIREMENT HOME, INC",NOT FOR PROFIT CORPORATION
4152,A,SNF,KINGSWOOD,10000 WORNALL RD,KANSAS CITY,64114-4359,JACKSON,86,(816) 942-0994,"KANSAS CITY UNITED METHODIST RETIREMENT HOME, INC",NOT FOR PROFIT CORPORATION
4161,A,SNF,KIRKSVILLE MANOR CARE CENTER,1705 EAST LAHARPE,KIRKSVILLE,63501-3927,ADAIR,132,(660) 665-3774,"KIRKSVILLE MANOR, INC",PROFIT CORPORATION
4173,A,SNF,KNOX COUNTY NURSING HOME DISTRICT,55774 STATE HIGHWAY 6,EDINA,63537-4253,KNOX,60,(660) 397-2282,KNOX COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4212,A,SNF,LA BELLE MANOR CARE CENTER,1002 CENTRAL,LA BELLE,63447-2092,LEWIS,94,(660) 213-3234,"LA BELLE MANOR, INC",PROFIT CORPORATION
4268,A,SNF,"NHC HEALTHCARE, KENNETT",1120 FALCON,KENNETT,63857-3825,DUNKLIN,170,(573) 888-1150,"NHC HEALTHCARE / KENNETT, LLC",LIMITED LIABILITY COMPANY
4315,A,SNF,"LACOBA HOMES, INC",850 HIGHWAY 60,MONETT,65708-9376,BARRY,79,(417) 235-7895,"LACOBA HOMES, INC",NOT FOR PROFIT CORPORATION
4333,A,SNF,RIVERBEND HEIGHTS HEALTH & REHABILITATION,1221 HIGHWAY 13 SOUTH,LEXINGTON,64067-7187,LAFAYETTE,154,(660) 259-4695,"SRZ OP RIVERBEND, LLC",LIMITED LIABILITY COMPANY
4349,C,RCF*,LAWRENCE COUNTY RESIDENTIAL CARE CENTER,915 CARL ALLEN ST,MT VERNON,65712-1612,LAWRENCE,30,(417) 466-2183,LAWRENCE COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4349,A,SNF,LAWRENCE COUNTY MANOR,915 CARL ALLEN ST,MT VERNON,65712-1612,LAWRENCE,90,(417) 466-2183,LAWRENCE COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4369,A,SNF,LEBANON NORTH NURSING & REHAB,596 MORTON RD,LEBANON,65536-3648,LACLEDE,180,(417) 532-9173,"N & R OF LEBANON NORTH, LLC",LIMITED LIABILITY COMPANY
4395,A,SNF,LA PLATA NURSING HOME,100 OLD STAGECOACH RD,LA PLATA,63549-1362,MACON,52,(660) 332-4315,LA PLATA NURSING HOME DISTRICT,NURSING HOME DISTRICT
4415,A,SNF,JEFFERSON HEALTH CARE,615 SW OLDHAM PARKWAY,LEE'S SUMMIT,64081-2602,JACKSON,120,(816) 524-3328,"JEFFERSON HEALTH CARE, INC",PROFIT CORPORATION
4449,A,SNF,LAURIE CARE CENTER,610 HWY O,LAURIE,65038-1068,MORGAN,108,(573) 374-8263,GOOD SHEPHERD NURSING HOME DISTRICT #1,NURSING HOME DISTRICT
4478,A,SNF,LAVERNA SENIOR LIVING,904 HALL AVE,SAVANNAH,64485-1952,ANDREW,120,(816) 324-3185,"LAVERNA SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY
4529,C,RCF*,BOLIVAR MANOR HOUSE,404 EAST BROADWAY,BOLIVAR,65613-2019,POLK,20,(417) 326-7873,"MICHELE VINSON INVESTMENTS, LLC",LIMITED LIABILITY COMPANY
4563,A,SNF,SISTERS MISSION,3225 NORTH FLORISSANT AVE,SAINT LOUIS,63107-3521,SAINT LOUIS CITY,47,(314) 374-7419,"JPAM CARE & REHABILITATION CENTER, INC",PROFIT CORPORATION
4592,A,SNF,LIFE CARE CENTER OF WAYNESVILLE,700 BIRCH LN,WAYNESVILLE,65583-2275,PULASKI,120,(573) 774-6456,"WAYNESVILLE MEDICAL INVESTORS, LLC",LIMITED LIABILITY COMPANY
4628,D,RCF,GRANITE HOUSE RCF LLC,321 SOUTH MAIN ST,IRONTON,63650-1406,IRON,60,(573) 546-7283,"GRANITE HOUSE RCF, LLC",LIMITED LIABILITY COMPANY
4632,C,RCF*,"BARNABAS HOME, THE",1301 MONROE ST,CHILLICOTHE,64601-1345,LIVINGSTON,64,(660) 646-5180,"BARNABAS OPERATIONS, INC",PROFIT CORPORATION
4650,M,ALF,KASEY PAIGE ASSISTED LIVING,3715 JAMIESON AVE,SAINT LOUIS,63109-1109,SAINT LOUIS CITY,111,(314) 781-0222,"KASEY PAIGE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
4673,A,SNF,LUTHER MANOR RETIREMENT & NURSING CENTER,3170 HIGHWAY 61 NORTH,HANNIBAL,63401-6571,MARION,64,(573) 221-5533,LUTHER MANOR ASSOCIATION,NOT FOR PROFIT CORPORATION
4687,A,SNF,HILLSIDE MANOR HEALTHCARE AND REHAB CENTER,1265 MCLARAN AVE,SAINT LOUIS,63147-1606,SAINT LOUIS CITY,208,(314) 388-4121,"HILLSIDE MANOR HEALTHCARE AND REHAB CENTER, LLC",LIMITED LIABILITY COMPANY
4695,A,SNF,LUTHERAN CONVALESCENT HOME,723 SOUTH LACLEDE STATION RD,WEBSTER GROVES,63119-4911,SAINT LOUIS COUNTY,286,(314) 968-5570,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
4705,A,SNF,LUTHERAN NURSING HOME,202 S WEST ST,CONCORDIA,64020-9643,LAFAYETTE,113,(660) 463-2267,LUTHERAN NURSING HOME,NOT FOR PROFIT CORPORATION
4739,A,SNF,LOCH HAVEN,701 SUNSET HILLS DR,MACON,63552-2165,MACON,160,(660) 385-3113,MACON COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4739,C,RCF*,LOCH HAVEN,701 SUNSET HILLS DR,MACON,63552-2165,MACON,26,(660) 385-3113,MACON COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4750,A,SNF,LENOIR HEALTH CARE CENTER,3850 CARTWRIGHT LANE,COLUMBIA,65201-,BOONE,100,(573) 876-5800,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
4750,N,ALF**,LENOIR MANOR,3850 CARTWRIGHT LANE,COLUMBIA,65201-,BOONE,92,(573) 876-5800,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
4790,A,SNF,LEWIS COUNTY NURSING HOME DISTRICT,17528 STATE HIGHWAY 81 N,CANTON,63435-3463,LEWIS,120,(573) 288-4454,LEWIS COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4803,M,ALF,LAKESIDE SUITES,205 TIMBERLINE DR,LINCOLN,65338-2007,BENTON,14,(660) 547-3322,LINCOLN COMMUNITY NURSING HOME DISTRICT,NURSING HOME DISTRICT
4803,A,SNF,LINCOLN COMMUNITY CARE CENTER,205 TIMBERLINE DR,LINCOLN,65338-2007,BENTON,66,(660) 547-3322,LINCOLN COMMUNITY NURSING HOME DISTRICT,NURSING HOME DISTRICT
