State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Date Accessed
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197602345,Villa Gardens,FRONT PORCH COMMUNITIES AND SERVICES,pdigerness@frontporch.net,(626) 796-8162,842 EAST VILLA STREET,Pasadena,CA,91101,Los Angeles,340,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210108102,Villa Marin Ambulatory Care Unit,VILLA MARIN HOMEOWNERS ASSOCIATION,pauld@villa-marin.com,(415) 499-8711,100 THORNDALE DRIVE,San Rafael,CA,94903,Marin,28,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336403573,"Village, The","FREEDOM PROPERTIES HEMET, LLC.",mcasino@thevillagehemet.com,(951) 766-5116,2200 WEST ACACIA,Hemet,CA,92545,Riverside,452,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,425800464,Vista Del Monte,"FRONT PORCH COMMUNITIES AND SERVICES, INC.",dtucker@frontporch.net,(805) 687-0793,3775 MODOC ROAD,Santa Barbara,CA,93105,Santa Barbara,266,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000961,Walnut Village,FRONT PORCH COMMUNITIES AND SERVICES,nroisman@frontporch.net,(714) 776-7150,891 WALNUT STREET,Anaheim,CA,92802,Orange,300,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435202504,Webster House,COVIA COMMUNITIES,lhibbs@covia.org,(650) 327-4333,401 WEBSTER STREET,Palo Alto,CA,94301,Santa Clara,54,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197605591,Westminster Gardens,HUMANGOOD & HUMANGOOD SOCAL,louise.rankin@humangood.org,(626) 358-2569,1420 SANTO DOMINGO AVENUE,Duarte,CA,91010,Los Angeles,200,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,372000641,White Sands La Jolla,HUMANGOOD & HUMANGOOD SOCAL,shelly.smart@humangood.org,(858) 454-4201,7450 OLIVETAS AVE,La Jolla,CA,92037,San Diego,299,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191202190,Windsor,HUMANGOOD & HUMANGOOD SOCAL,yvette.duarte@humangood.org,(818) 244-7219,1230 EAST WINDSOR ROAD,Glendale,CA,91205,Los Angeles,175,7/13/21
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,405800361,Wyndham Residence,"COMPASS HEALTH, INC.",jodi@wyndhamresidence.com,(805) 474-7260,222 S. ELM STREET,Arroyo Grande,CA,93420,San Luis Obispo,72,7/13/21
RESIDENTIAL CARE ELDERLY,565850189,143 West Sidlee Llc,143 WEST SIDLEE LLC,,(805) 807-0663,143 WEST SIDLEE STREET,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,415600833,1St Pacific Coast Homes Ii,DEBORAH M. DAHLEN,dahlendeborah@gmail.com,(650) 873-8635,2585 ARDEE LANE,South San Francisco,CA,94080,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,435294219,2 All About Seniors,"HALL, PATRICK & DEBRA",hall.debra@gmail.com,(408) 483-2433,1474 POMPEY DRIVE,San Jose,CA,95128,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,157206652,24/7 Residential Care Home,"ALBANDIA, MYRNA",albandia.myrna@gmail.com,(661) 398-9394,612 JUMBUCK LANE,Bakersfield,CA,93307,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,565850198,254 East Sidlee Llc,254 EAST SIDLEE LLC,,(818) 300-1401,254 EAST SIDLEE STREET,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,565850188,2592 Ciro Llc,2592 CIRO LLC,,(805) 807-0663,2592 CIRO AVE,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603018,"3 Sisters Hacienda, Llc","3 SISTERS HACIENDA, LLC",info@eldercaresd.com,(760) 294-7996,1911 BEAR VALLEY OAKS,Escondido,CA,92025,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005655,3Jean'S Home Care,CHARM RESIDENTIAL CARE INC.,mjalvarado3798@yahoo.com,(714) 534-3388,8552 BARR LANE,Garden Grove,CA,92840,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306000638,3K Home Care,"MANIMBO, MARIA NELLY G.",3kplushomecare@gmail.com,(714) 774-8653,700 S. PLYMOUTH PLACE,Anaheim,CA,92806,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607735,4219 W. 162Nd Street Home,G & C ADULT RESIDENTIAL FACILITY INC.,gandres2@aol.com,(424) 247-8936,4219 W. 162ND STREET,Lawndale,CA,90260,Los Angeles,3,7/13/21
RESIDENTIAL CARE ELDERLY,565850187,451 Columbia Llc,451 COLUMBIA LLC,,(805) 807-0663,451 COLUMBIA ROAD,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,336427431,4J'S Elderly Care Inc,4J'S ELDERLY CARE INC,joniegatus@yahoo.com,(760) 656-1715,69272 TACOMA CT,Cathedral City,CA,92234,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,361880978,4Mp'S Residential Care For The Elderly,"PANALIGAN, H. MARILOU",mariloup65@icloud.com,(909) 258-2085,1155 N. GLENWOOD AVE.,Rialto,CA,92376,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609882,4Th Generation Senior Living Inc.,4TH GENERATION SENIOR LIVING INC.,rashita24@gmail.com,(209) 505-7922,23259 VICTORY BLVD,West Hills,CA,91307,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609759,7 Hills Senior Living,7 HILLS SENIOR LIVING INC,amy.7hillsseniorliving@yahoo.com,(818) 438-8613,7112 OWENS ST,Tujunga,CA,91042,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700783,"7117 Main, Llc","PLC 7117 MAIN, LLC",amoretcare@gmail.com,(707) 592-4004,7117 MAIN AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700782,"7121 Main, Llc","7121 MAIN, LLC",amoretcare@gmail.com,(707) 592-4004,7121 MAIN AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700785,"7125 Main, Llc","7125 MAIN, LLC",amoretcare@gmail.com,(707) 592-4004,7125 MAIN AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,565850195,9 West Sidlee Llc,9 WEST SIDLEE LLC,,(818) 300-1404,9 WEST SIDLEE STREET,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,385600167,9Th Avenue Community Care Home,COMMUNITY WORKS FOR CREATIVE LIVING,remelee_so@yahoo.com,(415) 759-5825,1730 - 9TH AVENUE,San Francisco,CA,94122,San Francisco,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609109,A'Morecare Home Assisted Living,A'MORECARE HOME ASSISTED LIVING,henry@amorecarehome.com,(818) 642-8585,23511 BERDON STREET,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,195850173,A'Morecare Home Assisted Living,A'MORE CARE HOME ASSISTED LIVING,smmagiorealty@gmail.com,(818) 635-3500,25311 BERDON STREET,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609876,A-1 Ascended Senior Care,A-1 ASCENDED SENIOR CARE INC.,haruttopchyan15@gmail.com,(818) 667-4915,16444 GERMAIN STREET,Granada Hills,CA,91344,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,195850075,A-1 Boarding Care,"A-1 BOARDING CARE, INC.",a1boardingcare@yahoo.com,(818) 691-3146,6511 BONNER AVE.,N. Hollywood,CA,91606,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700763,A-1 Elderly Care,"TIF, ROBERT",robitif@yahoo.com,(916) 996-4763,5210 ROBERTSON AVE,Carmichael,CA,95608,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,317005454,A-1 Elderly Care,"FLORADALE VILLA, INC.",a1elderlycare@gmail.com,(916) 472-6432,103 MCLAREN COURT,Roseville,CA,95661,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608879,A-Grace Home Care,"A-GRACE HOME CARE, INC.",agracehomecare@gmail.com,(661) 607-4964,23029 FRISCA DRIVE,Valencia,CA,91354,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200693,A-N-D Care Homes,"HAMZA, ADE & MORENIKE",nikky@andcarehomes.com,(510) 574-9305,3284 COURTHOUSE PLACE,Union City,CA,94587,Alameda,3,7/13/21
RESIDENTIAL CARE ELDERLY,312700794,A-Plus Senior Care,"BALINT, CARMENUTA CARMEN",balintcarmen@gmail.com,(916) 742-4073,6540 ROSE BRIDGE DRIVE,Roseville,CA,95678,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,15600467,A-R Residential Care For Elderly,"BAUTISTA, ROMULO S.",rabautista58@gmail.com,(510) 475-9058,4733 DARLENE COURT,Union City,CA,94587,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,15600563,A - R Residential Care Home For Elderly #2,"BAUTISTA, ROMULO S.",rabautista58@gmail.com,(510) 324-4478,32322 JEAN DRIVE,Union City,CA,94587,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,315002795,A Always Loving Care Home,A ALWAYS LOVING CARE HOME INC,lovingcarercfe@gmail.com,(360) 560-1818,1422 ORWELL DR.,Roseville,CA,95747,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,75601154,A And D Residential Care,"CUENCO CARE HOMES, INC",abbycuenco7@gmail.com,(925) 757-1538,5108 DEERSPRINGS WAY,Antioch,CA,94531,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,361881005,"A And E Loving Senior Home Care, Inc.","A AND E LOVING SENIOR HOME, INC.",aandeseniorhomecare@gmail.com,(909) 320-7888,14931 OAKSPRING DRIVE,Fontana,CA,92336,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601400,"A And M Board&Care,Innovative Assis.Home For Elder","EROLIN, MARIA LINDA",maria.linda.erolin.rn.616@gmail.com,(510) 429-8630,2480 ALMADEN BLVD.,Union City,CA,94587,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,336407272,A And S Senior Quality Care,"A AND S SENIOR QUALITY CARE, INC.",susana_sims@yahoo.com,(951) 353-1612,17764 ROBUSTA DR.,Riverside,CA,92503,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,331800058,A B Caring Senior Living,"XU, BAISHENG AND CARRASCO, REBECCA",rebecca.carrasco@yahoo.com,(951) 928-0004,1698 ALBERHILL STREET,Perris,CA,92571,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,331800108,A B Caring Senior Living 2,BAISHENG XU REBECCA CARRASCO,rebecca.carrasco@yahoo.com,(951) 435-7592,470 MEADOWLARK LANE,Perris,CA,92570,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200543,"A Blissful Retreat, Llc","A BLISSFUL RETREAT, LLC",blissfulretreatllc@gmail.com,(925) 726-8888,4200 COWELL ROAD,Concord,CA,94518,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200881,"A Blissful Retreat, Llc-Wilson","A BLISSFUL RETREAT, LLC-WILSON",blissfulretreatllc@gmail.com,(925) 375-1581,4248 WILSON LANE,Concord,CA,94521,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,565800622,A Bradley House,"BRADLEY, CHARISSE",dcbradley2@msn.com,(805) 578-1933,4031 APRICOT ROAD,Simi Valley,CA,93065,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,565801788,A Bradley House Ii,"BRADLEY, CHARISSE",dcbradley2@msn.com,(805) 404-6516,805 ERRINGER ROAD,Simi Valley,CA,93065,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,455001567,A Brand New Day,"KELTY ENTERPRISES, INC.",mary@abrandnewday-redding.com,(530) 223-1538,779 KERRY-JEN COURT,Redding,CA,96002,Shasta,26,7/13/21
RESIDENTIAL CARE ELDERLY,342700014,A Bright Future,MOIA INC,2016brightfuture@gmail.com,(916) 390-9367,4136 SINGING TREE WAY,Antelope,CA,95843,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607871,A Burbank Residential Care,"A BURBANK RESIDENTIAL CARE, INC.",levonchalabyan@gmail.com,(818) 588-3916,2020 SCOTT ROAD,Burbank,CA,91504,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700118,A Caring Hand,PRIORITY CARE LLC,amy_gallardo@yahoo.com,(916) 685-3093,6813 ELVORA WAY,Elk Grove,CA,95757,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603888,A Caring Heart Residence,"A CARING HEART RESIDENCE, INC.",achseniorcare@gmail.com,(619) 585-4778,371 E. MILLAN STREET,Chula Vista,CA,91910,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609961,A Caring Touch Board And Care,LONGEVITY BOARD AND CARE LLC,mickeyshell01@yahoo.com,(818) 477-2990,10348 LARAMIE STREET,Chatsworth,CA,91311,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320082,A Caring Touch Board And Care Ii,A CARING TOUCH BOARD AND CARE II LLC,wells.nicholas23@gmail.com,(510) 384-3431,2108 OAK ST,Santa Monica,CA,90405,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320215,A Caring Touch Board And Care Iii,A CARING TOUCH BOARD AND CARE III LLC,wells.nicholas23@gmail.com,(510) 384-3431,2110 OAK STREET,Santa Monica,CA,90405,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609996,A Caring Villa,"A CARING VILLA, INC.",lilycabanban@yahoo.com,(661) 254-6666,25421 VIA GRACIOSO,Valencia,CA,91355,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,425802109,A Casa Rhoda 2,HOMECARE CASA RHODA 123 INC,casarhoda@yahoo.com,(805) 964-4236,165 SANTA ANA AVENUE,Santa Barbara,CA,93111,Santa Barbara,6,7/13/21
RESIDENTIAL CARE ELDERLY,425802110,A Casa Rhoda 3,HOMECARE CASA RHODA 123 INC,casarhoda@yahoo.com,(805) 683-0980,126 SANTA ANA AVENUE,Santa Barbara,CA,93111,Santa Barbara,6,7/13/21
RESIDENTIAL CARE ELDERLY,425802112,A Casa Rhoda 4,HOMECARE CASA RHODA 123 INC,casarhoda@yahoo.com,(805) 967-1461,112 SANTA ANA AVENUE,Santa Barbara,CA,93111,Santa Barbara,6,7/13/21
RESIDENTIAL CARE ELDERLY,157206689,A Comfort Care Home,EVANGELINE SCHISSLER,acomfortcarehome@yahoo.com,(323) 237-4781,12409 ANDES AVE,Bakersfield,CA,93312,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,195850143,A Compassion Valley,"A COMPASSION VALLEY, INC..",compassionvalley@yahoo.com,(818) 983-9165,7460 MAMMOTH AVE.,Van Nuys,CA,91405,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880571,A Dreamland Care Villa,A DREAMLAND CARE VILLA INC,sagaramal@yahoo.com,(951) 751-5875,12029 DRESSAGE LN,Riverside,CA,92503,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004810,A Faithful Home,"A FAITHFUL HOME, LLC",tkholoma@flagship-global.com,(949) 382-2818,26642 SALAMANCA DRIVE,Mission Viejo,CA,92691,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005962,A Faithful Home Of Anaheim,A FAITHFUL HOME LLC,tkholoma@yahoo.com,(714) 699-1930,710 S. NEWCASTLE DRIVE,Anaheim,CA,92804,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602923,A Faithful Home Of Cerritos,A FAITHFUL HOME LLC,afaithfulhome@yahoo.com,(714) 300-8055,11213 AGNES ST,Cerritos,CA,90703,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198603328,A Faithful Home Of Covina,MDC FACILITY INC.,kazafsteven@hotmail.com,(626) 244-9999,1084 W GROVECENTER ST.,Covina,CA,91722,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,415201983,A Family Affair,NADINE BAGNAROL & CAROLINA C. BAGNAROL,bizmanage@sbcglobal.net,(650) 299-1057,817 CANYON ROAD,Redwood City,CA,94062,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,347000711,A Family Affair Care,"MITCHELL, CAROLYN",kmlafamilyaffair@gmail.com,(916) 421-0467,1917 O'NEIL WAY,Sacramento,CA,95822,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700974,A Family Affair Care I,A FAMILY AFFAIR INC.,kmlafamilyaffair@gmail.com,(916) 919-4590,1917 ONEIL WAY,Sacramento,CA,95822,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700456,A Family Affair Care Ii,A FAMILY AFFAIR INC,kmlafamilyaffair@gmail.com,(916) 919-4590,7526 21ST STREET,Sacramneto,CA,95822,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200921,A Family Of Care,MK PROPERTY VENTURES LLC,afamilyofcare@gmail.com,(510) 755-7810,1945 ST MARTIN PLACE,Brentwood,CA,94513,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,79201067,A Family Of Care No. 2,B3F VENTURES LLC,friedelbj@gmail.com,(925) 626-4726,2410 SMITH RD,Brentwood,CA,94513,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601270,A Gabriela'S Villa-Livermore,"C.J.L. JOINT VENTURES, INC.",dumitela@gmail.com,(925) 998-4316,1051 LYNN STREET,Livermore,CA,94550,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,347004242,A Garden Of Paradise Care Home,OKSANA DOLDIER,agardenofparadise@yahoo.com,(916) 878-9811,7789 SPENCER LANE,Citrus Heights,CA,95610,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342701039,A Golden Dove,A GOLDEN DOVE CORP.,agoldendove@gmail.com,(916) 541-1534,3339 GLENMOOR DR.,Sacramento,CA,95827,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,157206942,A Golden Heart,JMJ LIGON MEDICAL SERVICES,mbligonrn@yahoo.com,(661) 368-2213,13209 INDURAN DRIVE,Bakersfield,CA,93314,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,157208828,A Golden Heart Family Care,JMJ LIGON MEDICAL SERVICES,mbligonrn@yahoo.com,(661) 368-2333,13402 GIRO DRIVE,Bakersfield,CA,93314,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,157208939,A Golden Heart Family Care I,ICARE MEDICAL SERVICES CORPORATION,mbligonrn@yahoo.com,(661) 679-6410,13400 INDURAN DR,Bakersfield,CA,93314,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607644,A Golden Horizon,GOLDEN HORIZON,lilian@agoldenhorizon.com,(310) 357-5239,28009 GOLDEN MEADOW DR.,Rancho Palos Verdes,CA,90275,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,336423700,A Good Samaritan,"TUPOU FAMILY, INC",agoodsamaritanrcfe@gmail.com,(951) 742-5188,3839 STRONG STREET,Riverside,CA,92501,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,397005245,A Good Samaritan Home-Barbados,GOOD SAMARITAN CARE CHOICE & COMPLIANCE GROUP,billdemesa@yahoo.com,(209) 406-6610,5315 BARBADOS CIRCLE,Stockton,CA,95210,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,397005708,A Good Samaritan Home Olivia,GOOD SAMARITAN CARE PROVIDER LLC,billdemesa@yahoo.com,(209) 242-6023,10599 DAVIS ROAD,Stockton,CA,95209,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320019,A Grand Home Care,A GRAND HOME CARE INC,grandhome1132@gmail.com,(424) 271-7095,1132 LEVINSON ST,Torrance,CA,90502,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,502700849,A Happy Home,"MARTINEZ, NATALEY MARIE",nataley.martinez2020@gmail.com,(714) 948-0381,4225 PASSAGES LANE,Modesto,CA,95356,Stanislaus,5,7/13/21
RESIDENTIAL CARE ELDERLY,336407002,A Heartfelt Home Ii,"S & L CONSULTING, INC",heartfelthomes@yahoo.com,(951) 304-0086,42165 PATTON,Murrieta,CA,92562,Riverside,9,7/13/21
RESIDENTIAL CARE ELDERLY,342700704,A Hearty Care Home I,"MJP CARE HOMES,LLC",cmaribill@yahoo.com,(916) 339-6440,5794 SPENLOW WAY,Sacramento,CA,95835,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700487,A Hearty Care Home Ii,MJP CARE HOMES LLC,cmaribill@yahoo.com,(916) 664-3180,5712 HERBAL WAY,Sacramento,CA,95835,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700607,A Hearty Care Home Iii,"MJP CARE HOMES, LLC",maria@mjpcarehomes.com,(916) 333-4619,3915 NORRIS AVE,Sacramento,CA,95821,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700856,A Hearty Care Home Iv,"MJP CARE HOMES, LLC",maribill@yahoo.com,(916) 267-5275,8734 SOTHEBY CT.,Fair Oaks,CA,95628,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,435201493,A Heavenly Care Home,"FONTANILLA, DIANA",dlfontanilla79@gmail.com,(408) 926-3285,259 CHECKERS DRIVE,San Jose,CA,95116,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,405802304,A Heavenly Communities A,MARCO JIMENEZ AND JENNIFER JIMENEZ,info@heavenlyhomepaso.com,(805) 296-3239,2025 UNION ROAD,Paso Robles,CA,93446,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,197605522,"A Heavenly Haven, Inc.","A HEAVENLY HAVEN, INC.",aheavenlyhaven@sbcglobal.net,(818) 713-0447,5504 FALLBROOK AVENUE,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197606737,"A Heavenly Haven, Inc. Ii","A HEAVENLY HAVEN, INC.",aheavenlyhaven@sbcglobal.net,(818) 775-9397,20000 LASSEN STREET,Chatsworth,CA,91311,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,405802303,A Heavenly Home Communities B,MARCO AND JENNIFER JIMENEZ,info@aheavenlyhomepaso.com,(310) 889-8586,2027 UNION ROAD,Paso Robles,CA,93446,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405802301,A Heavenly Home Communities C,MARCO JIMENEZ,info@aheavenlyhomepaso.com,(310) 889-8586,2029 UNION ROAD,Paso Robles,CA,93446,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405802302,A Heavenly Home Communitites D,MARCO AND JENNIFER JIMENEZ,info@aheavenlyhomepaso.com,(310) 889-8586,2031 UNION ROAD,Paso Robles,CA,93446,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405801856,"A Heavenly Home, Llc","A HEAVENLY HOME, LLC.",info@aheavenlyhomepaso.com,(805) 296-3239,1920 PROSPECT AVENUE,Paso Robles,CA,93446,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607231,A Helping Hand South Bay,"A HELPING HAND SOUTH BAY, LLC",suecooper2015@gmail.com,(310) 973-1315,4848 134TH PL.,Hawthorne,CA,90250,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,435294192,A Home At Shaw,"BELTRAN, SERAPIA D.",jona@bonhomiegroup.com,(408) 960-8847,1545 SHAW DRIVE,San Jose,CA,95118,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,197610193,A Home For Mom & Dad,"A HOME FOR MOM & DAD, LLC",emmaapolinario@gmail.com,(661) 436-4666,44856 33RD STREET W,Lancaster,CA,93536,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005715,A Home For You,"YRIS COMPANY, INC",iris@westcoastcare.us,(949) 421-9747,28901 LA LITA LANE,Mission Viejo,CA,92692,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609821,A Home For You,MERTON LLC,mertonllc2019@gmail.com,(818) 357-8667,43845 GENERATION AVE,Lancaster,CA,93536,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,15600554,A Home Of Our Own,"FEKETE, EMILY",feketeemily@gmail.com,(925) 443-6218,2268 MARINA AVENUE,Livermore,CA,94550,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,15600722,A Home Of Our Own Ii,"FEKETE, EMILY",emily@ahomeofourown.us.com,(925) 292-4848,2162 HAMPTON ROAD,Livermore,CA,94550,Alameda,2,7/13/21
RESIDENTIAL CARE ELDERLY,331880719,A Love To Last Board And Care,J28 HOME CARE CORP.,mercedesdemonteverde@gmail.com,(714) 658-1528,28789 TUPELO RD,Menifee,CA,92584,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,312700901,A Loving And Joyful Home Rcfe,A LOVING AND JOYFUL HOME RCFE LLC,anitapratap47@yahoo.com,(916) 200-8447,609 HERNANDEZ LANE,Roseville,CA,95678,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,565802448,A Loving Care Villa,A LOVING CARE VILLA INC,alovingcarevilla@gmail.com,(805) 285-0483,6217 ANASTASIA STREET,Simi Valley,CA,93063,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,565801597,A Loving Heart Senior Care,"BANTAY RESIDENTIAL CARE, INC.",rocky@alovingheart.com,(805) 230-3818,28 WALES STREET,Thousand Oaks,CA,91360,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,197604456,A Loving Heart Senior Care,"BANTAY RESIDENTIAL CARE, INC.",rocky@alovingheart.com,(818) 363-2560,10541 DEBRA AVE.,Granada Hills,CA,91344,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,486803912,A Loving Living Home Care,"HOJILLA, LOVELYN G.",alovinglivinghomecare@gmail.com,(707) 469-9029,224 LOCH LOMOND DRIVE,Vacaville,CA,95687,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,502700876,A Loving Place,"MARTINEZ, NATALEY MARIE",nataley.martinez2020@gmail.com,(714) 948-0381,2800 CATALA WAY,Modesto,CA,95356,Stanislaus,6,7/13/21
RESIDENTIAL CARE ELDERLY,392700814,A Loving Place For Your Parents,"MARTINEZ, NATALEY MARIE",nataley.martinez2020@gmail.com,(714) 948-0381,488 POELSTRA COURT,Ripon,CA,95366,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,312700944,A Loving Senior Care Home I Llc,A LOVING SENIOR CARE HOME I LLC,jramos712@hotmail.com,(510) 427-9904,501 HEATHMORE CT.,Lincoln,CA,95648,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,312700943,A Loving Senior Care Home Ii,A LOVING SENIOR CARE HOME II LLC,qreyes75@hotmail.com,(510) 427-5165,1190 EARLTON LN.,Lincoln,CA,95648,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,216803246,A Loving Touch Care Home Ii,"EDG HEALTHCARE OF CORTE MADERA, INC.",elviragazal@yahoo.com,(415) 891-8083,310 GOLDEN HIND PASSAGE,Corte Madera,CA,94925,Marin,6,7/13/21
