State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000889,SENIOR LIVING COMMUNITY FOR THE EASTERN STAR IN CA,EASTERN STAR HOMES OF CALIFORNIA INC.,JGIBSON@EASTERNSTARHOMES.ORG,(714) 577-9281,16850 E. BASTANCHURY ROAD,YORBA LINDA,CA,92886,ORANGE,76,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,410500567,"SEQUOIAS-PORTOLA VALLEY, THE","SEQUOIA LIVING, INC.",CCARTNEY@SEQUOIALIVING.ORG,(650) 851-1501,501 PORTOLA ROAD,PORTOLA VALLEY,CA,94028,SAN MATEO,328,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,380500593,SEQUOIAS SAN FRANCISCO (THE),"SEQUOIA LIVING, INC.",GGODDARD@SEQUIOALIVING.ORG,(415) 922-9700,1400 GEARY BLVD,SAN FRANCISCO,CA,94109,SAN FRANCISCO,400,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,198602870,SERENTO CASA,"BRE KNIGHT SH CA OWNER LLC; GENERATIONS-CA, LLC",SSESAY@SERENTOCASA.COM,(909) 394-0304,1740 SAN DIMAS AVENUE,SAN DIMAS,CA,91773,LOS ANGELES,131,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306005410,SERENTO ROSA,"BRE KNIGHT SH CA OWNER LLC; GENERATIONS-CA, LLC",LOQUINN@SERENTOROSA.COM,(714) 777-9666,17803 IMPERIAL HIGHWAY,YORBA LINDA,CA,92886,ORANGE,135,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100406684,SIERRA VIEW HOMES RESIDENTIAL CARE,"SIERRA VIEW HOMES, INC.",VGENNA@SIERRAVIEW.ORG,(559) 638-9226,1155 E. SPRINGFIELD,REEDLEY,CA,93654,FRESNO,78,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191802082,SOLHEIM SENIOR COMMUNITY,SOLHEIM LUTHERAN HOME,CMAUNG@SOLHEIMSENIOR.ORG,(323) 257-7518,2236 MERTON AVENUE,LOS ANGELES,CA,90041,LOS ANGELES,126,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,490107656,SPRING LAKE VILLAGE,COVIA COMMUNITIES,MCATALDO@COVIA.ORG,(707) 538-8400,5555 MONTGOMERY DRIVE,SANTA ROSA,CA,95409,SONOMA,679,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,415600689,"STRATFORD, THE",SUNRISE STRATFORD GP & LP; SUNRISE SENIOR LVG MGT,STRATFORD.ED@SUNRISESENIORLIVING.COM,(650) 342-4106,601 LAUREL AVE,SAN MATEO,CA,94401,SAN MATEO,96,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,11400627,ST. PAUL'S TOWERS,COVIA COMMUNITIES,MLINDE@COVIA.ORG,(510) 835-4700,100 BAY PLACE,OAKLAND,CA,94610,ALAMEDA,320,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435201317,SUNNY VIEW RETIREMENT COMMUNITY,FRONT PORCH COMMUNITIES AND SERVICES,NRODRIGUES@FRONTPORCH.NET,(408) 454-5600,22445 CUPERTINO ROAD,CUPERTINO,CA,95014,SANTA CLARA,190,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210102761,TAMALPAIS,"SEQUOIA LIVING, INC.",WBARD@SEQUOIALIVING.ORG,(415) 461-2300,501 VIA CASITAS,GREENBRAE,CA,94904,MARIN,341,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708050,"TERRACES AT LOS ALTOS, THE",HUMANGOOD & HUMANGOOD NORCAL,DEBBY.GONZALES@HUMANGOOD.ORG,(650) 948-8291,373 PINE LANE,LOS ALTOS,CA,94022,SANTA CLARA,250,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100400544,"TERRACES AT SAN JOAQUIN GARDENS, THE",HUMANGOOD & HUMANGOOD NORCAL & HUMANGOOD FRESNO,jlopez@abhow.com,(559) 439-4770,5555 NORTH FRESNO STREET,FRESNO,CA,93710,FRESNO,652,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708817,"TERRACES OF LOS GATOS, THE",HUMANGOOD & HUMANGOOD NORCAL,bflores@abhow.com,(408) 356-1006,800 BLOSSOM HILL ROAD,LOS GATOS,CA,95032,SANTA CLARA,458,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374603617,TORREY PINES SENIOR LIVING,"S-H OPCO CARMEL VALLEY;CPA-CARMEL VALLEY MGMT, LLC",ECASTILE@STELLARLIVING.COM,(858) 259-2222,13101 HARTFIELD AVE,SAN DIEGO,CA,92130,SAN DIEGO,125,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300600977,TOWN & COUNTRY,CHRISTIAN AND MISSIONARY ALLIANCE,SJUKIC@TCMANOR.COM,(714) 547-7581,555 E. MEMORY LANE,SANTA ANA,CA,92706,ORANGE,240,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,577001215,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,UNIVER RETIRE COM AT DAVIS/PACIFIC RETIRE SERVICES,MFBURTON@RETIREMENT.ORG,(530) 747-7000,1515 SHASTA DRIVE,DAVIS,CA,95616,YOLO,500,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,565800978,UNIVERSITY VILLAGE THOUSAND OAKS,"UNIV. VLG. T. OAKS CCRC LLC, & LIFE CARE SVCS LLC.",ESTRIND@UVTO.COM,(805) 241-3000,3415 CAMPUS DRIVE,THOUSAND OAKS,CA,91360,VENTURA,514,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,421700411,VALLE VERDE,HUMANGOOD & HUMANGOOD NORCAL,SUSIE.PONCE@HUMANGOOD.ORG,(805) 883-4000,900 CALLE DE LOS AMIGOS,SANTA BARBARA,CA,93105,SANTA BARBARA,547,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,496803049,VARENNA AT FOUNTAINGROVE,"VARENNA LLC, OAKMONT SR LVG; OAKMONT MGT GROUP",FERDINAND.BUOT@OAKMONTMG.COM,(707) 526-1226,1401 FOUNTAINGROVE PKWY,SANTA ROSA,CA,95403,SONOMA,322,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374600675,VI AT LA JOLLA VILLAGE,"CCW LA JOLLA LLC, CC-LA JOLLA INC, CLASSIC RES MGM",SBOUDREAU@VILIVING.COM,(858) 646-7700,8515 COSTA VERDE BLVD,SAN DIEGO,CA,92122,SAN DIEGO,783,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435200930,VI AT PALO ALTO,"CC-PALO ALTO,INC. & CLASSIC RES.MGMT. LTD. PARTNER",JKOSELAK@VILIVING.COM,(650) 853-5000,620 SAND HILL ROAD,PALO ALTO,CA,94304,SANTA CLARA,876,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,79201006,VIAMONTE AT WALNUT CREEK,SEQUOIA LIVING INC; VIAMONTE SENIOR LIVING 1 INC,MMITCHELL@SEQUOIALIVING.ORG,(925) 954-2621,2801 SHADELANDS DRIVE,WALNUT CREEK,CA,94598,CONTRA COSTA,300,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197602345,VILLA GARDENS,FRONT PORCH COMMUNITIES AND SERVICES,PDIGERNESS@FRONTPORCH.NET,(626) 796-8162,842 EAST VILLA STREET,PASADENA,CA,91101,LOS ANGELES,340,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210108102,VILLA MARIN AMBULATORY CARE UNIT,VILLA MARIN HOMEOWNERS ASSOCIATION,PAULD@VILLA-MARIN.COM,(415) 499-8711,100 THORNDALE DRIVE,SAN RAFAEL,CA,94903,MARIN,28,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336403573,"VILLAGE, THE","FREEDOM PROPERTIES HEMET, LLC.",MCASINO@THEVILLAGEHEMET.COM,(951) 766-5116,2200 WEST ACACIA,HEMET,CA,92545,RIVERSIDE,452,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,425800464,VISTA DEL MONTE,"FRONT PORCH COMMUNITIES AND SERVICES, INC.",DTUCKER@FRONTPORCH.NET,(805) 687-0793,3775 MODOC ROAD,SANTA BARBARA,CA,93105,SANTA BARBARA,266,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000961,WALNUT VILLAGE,FRONT PORCH COMMUNITIES AND SERVICES,NROISMAN@FRONTPORCH.NET,(714) 776-7150,891 WALNUT STREET,ANAHEIM,CA,92802,ORANGE,300,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435202504,WEBSTER HOUSE,COVIA COMMUNITIES,LHIBBS@COVIA.ORG,(650) 327-4333,401 WEBSTER STREET,PALO ALTO,CA,94301,SANTA CLARA,54,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197605591,WESTMINSTER GARDENS,HUMANGOOD & HUMANGOOD SOCAL,LOUISE.RANKIN@HUMANGOOD.ORG,(626) 358-2569,1420 SANTO DOMINGO AVENUE,DUARTE,CA,91010,LOS ANGELES,200,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,372000641,WHITE SANDS LA JOLLA,HUMANGOOD & HUMANGOOD SOCAL,SHELLY.SMART@HUMANGOOD.ORG,(858) 454-4201,7450 OLIVETAS AVE,LA JOLLA,CA,92037,SAN DIEGO,299,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191202190,WINDSOR,HUMANGOOD & HUMANGOOD SOCAL,YVETTE.DUARTE@HUMANGOOD.ORG,(818) 244-7219,1230 EAST WINDSOR ROAD,GLENDALE,CA,91205,LOS ANGELES,175,LICENSED
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,405800361,WYNDHAM RESIDENCE,"COMPASS HEALTH, INC.",JODI@WYNDHAMRESIDENCE.COM,(805) 474-7260,222 S. ELM STREET,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,72,LICENSED
RESIDENTIAL CARE ELDERLY,565850189,143 WEST SIDLEE LLC,143 WEST SIDLEE LLC,,(805) 807-0663,143 WEST SIDLEE STREET,THOUSAND OAKS,CA,91360,VENTURA,6,PENDING
RESIDENTIAL CARE ELDERLY,197608880,17201 LAHEY STREET,"17201 LAHEY STREET, CORPORATION",GRANADAGOLDENYEARS@GMAIL.COM,(818) 203-7779,17201 LAHEY STREET,GRANADA HILLS,CA,91344,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,331880995,1LOVE SENIOR LIVING,"MOJICA, FLORENCE A & DY, KHAREN",BREEMOJICA101@GMAIL.COM,(310) 592-5338,1672 GOLDEN WAY,BEAUMONT,CA,92223,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,415600833,1ST PACIFIC COAST HOMES II,DEBORAH M. DAHLEN,DAHLENDEBORAH@GMAIL.COM,(650) 873-8635,2585 ARDEE LANE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,435294219,2 ALL ABOUT SENIORS,"HALL, PATRICK & DEBRA",HALL.DEBRA@GMAIL.COM,(408) 483-2433,1474 POMPEY DRIVE,SAN JOSE,CA,95128,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,157206652,24/7 RESIDENTIAL CARE HOME,"ALBANDIA, MYRNA",ALBANDIA.MYRNA@GMAIL.COM,(661) 398-9394,612 JUMBUCK LANE,BAKERSFIELD,CA,93307,KERN,6,LICENSED
RESIDENTIAL CARE ELDERLY,565850198,254 EAST SIDLEE LLC,254 EAST SIDLEE LLC,,(818) 300-1401,254 EAST SIDLEE STREET,THOUSAND OAKS,CA,91360,VENTURA,6,PENDING
RESIDENTIAL CARE ELDERLY,565850188,2592 CIRO LLC,2592 CIRO LLC,,(805) 807-0663,2592 CIRO AVE,THOUSAND OAKS,CA,91360,VENTURA,6,PENDING
RESIDENTIAL CARE ELDERLY,374603018,"3 SISTERS HACIENDA, LLC","3 SISTERS HACIENDA, LLC",INFO@ELDERCARESD.COM,(760) 294-7996,1911 BEAR VALLEY OAKS,ESCONDIDO,CA,92025,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,361880688,3039 COTTAGE,SHAWNARIEL INTERNATIONAL INC,NOMI_CYF@HOTMAIL.COM,(626) 841-9413,3039 CEDAR ST,SAN BERNARDINO,CA,92404,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,361880673,3313 COTTAGE,SHAWNARIEL INTERNATIONAL INC,NOMI_CYF@HOTMAIL.COM,(626) 841-9413,3313 CONEJO DR,SAN BERNADINO,CA,92404,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,361800468,3313 COTTAGE,SHAWNARIEL INTERNATIONAL INC,,(760) 472-8544,3313 CONEJO DR,SAN BERNARDINO,CA,92404,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,306005655,3JEAN'S HOME CARE,CHARM RESIDENTIAL CARE INC.,MJALVARADO3798@YAHOO.COM,(714) 534-3388,8552 BARR LANE,GARDEN GROVE,CA,92840,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306000638,3K HOME CARE,"MANIMBO, MARIA NELLY G.",3KPLUSHOMECARE@GMAIL.COM,(714) 774-8653,700 S. PLYMOUTH PLACE,ANAHEIM,CA,92806,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607735,4219 W. 162ND STREET HOME,G & C ADULT RESIDENTIAL FACILITY INC.,GANDRES2@AOL.COM,(424) 247-8936,4219 W. 162ND STREET,LAWNDALE,CA,90260,LOS ANGELES,3,LICENSED
RESIDENTIAL CARE ELDERLY,565850187,451 COLUMBIA LLC,451 COLUMBIA LLC,,(805) 807-0663,451 COLUMBIA ROAD,THOUSAND OAKS,CA,91360,VENTURA,6,PENDING
RESIDENTIAL CARE ELDERLY,336427431,4J'S ELDERLY CARE INC,4J'S ELDERLY CARE INC,JONIEGATUS@YAHOO.COM,(760) 656-1715,69272 TACOMA CT,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,361880978,4MP'S RESIDENTIAL CARE FOR THE ELDERLY,"PANALIGAN, H. MARILOU",MARILOUP65@ICLOUD.COM,(909) 258-2085,1155 N. GLENWOOD AVE.,RIALTO,CA,92376,SAN BERNARDINO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609310,4TH GENERATION PLACE INC,4TH GENERATION PLACE INC,NEIGLER52@GMAIL.COM,(747) 226-0923,23259 VICTORY BLVD,WEST HILLS,CA,91307,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609882,4TH GENERATION SENIOR LIVING INC.,4TH GENERATION SENIOR LIVING INC.,RASHITA24@GMAIL.COM,(209) 505-7922,23259 VICTORY BLVD,WEST HILLS,CA,91307,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609759,7 HILLS SENIOR LIVING,7 HILLS SENIOR LIVING INC,AMY.7HILLSSENIORLIVING@YAHOO.COM,(818) 438-8613,7112 OWENS ST,TUJUNGA,CA,91042,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700783,"7117 MAIN, LLC","PLC 7117 MAIN, LLC",AMORETCARE@GMAIL.COM,(707) 592-4004,7117 MAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700782,"7121 MAIN, LLC","7121 MAIN, LLC",AMORETCARE@GMAIL.COM,(707) 592-4004,7121 MAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700785,"7125 MAIN, LLC","7125 MAIN, LLC",AMORETCARE@GMAIL.COM,(707) 592-4004,7125 MAIN AVE,ORANGEVALE,CA,95662,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,347005362,77 ASSISTED LIVING,YAKKO CHANG AND RUDY WU,,(916) 388-8328,7730 LORIN AVE,SACRAMENTO,CA,95828,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,565850195,9 WEST SIDLEE LLC,9 WEST SIDLEE LLC,,(818) 300-1404,9 WEST SIDLEE STREET,THOUSAND OAKS,CA,91360,VENTURA,6,PENDING
RESIDENTIAL CARE ELDERLY,198602416,9410 SOUTH 3RD AVE LLC,9410 SOUTH 3RD AVENUE LLCC/O INGRAM,IDAIGS@YAHOO.COM,(310) 698-2326,9410 S 3RD AVE,INGLEWOOD,CA,90305,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197608671,9617 FOR CARE,"STANWIN BOARD & CARE, INC.",ANDY.TERNER@YAHOO.COM,(818) 302-6344,9617 STANWIN AVENUE,ARLETA,CA,91331,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609530,9617 FOR CARE,STANWIN BOARD & CARE,N/A,(818) 665-9631,9617 STANWIN AVE,ARLETA,CA,91331,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,385600167,9TH AVENUE COMMUNITY CARE HOME,COMMUNITY WORKS FOR CREATIVE LIVING,REMELEE_SO@YAHOO.COM,(415) 759-5825,1730 - 9TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609109,A'MORECARE HOME ASSISTED LIVING,A'MORECARE HOME ASSISTED LIVING,HENRY@AMORECAREHOME.COM,(818) 642-8585,23511 BERDON STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,195850173,A'MORECARE HOME ASSISTED LIVING,A'MORE CARE HOME ASSISTED LIVING,SMMAGIOREALTY@GMAIL.COM,(818) 635-3500,25311 BERDON STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,6,PENDING
RESIDENTIAL CARE ELDERLY,197609876,A-1 ASCENDED SENIOR CARE,A-1 ASCENDED SENIOR CARE INC.,HARUTTOPCHYAN15@GMAIL.COM,(818) 667-4915,16444 GERMAIN STREET,GRANADA HILLS,CA,91344,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,195850075,A-1 BOARDING CARE,"A-1 BOARDING CARE, INC.",A1BOARDINGCARE@YAHOO.COM,(818) 691-3146,6511 BONNER AVE.,N. HOLLYWOOD,CA,91606,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609104,A-1 BOARDING CARE FACILITY,A-1 BOARDING CARE INC,A1BOARDINGCARE@YAHOO.COM,(818) 395-3262,6511 BONNER AVE,NORTH HOLLYWOOD,CA,91606,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,342700763,A-1 ELDERLY CARE,"TIF, ROBERT",ROBITIF@YAHOO.COM,(916) 996-4763,5210 ROBERTSON AVE,CARMICHAEL,CA,95608,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,317005454,A-1 ELDERLY CARE,"FLORADALE VILLA, INC.",A1ELDERLYCARE@GMAIL.COM,(916) 472-6432,103 MCLAREN COURT,ROSEVILLE,CA,95661,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,336426472,A-CLASS HOME CARE SERVICES,MERCEDES DEMONTEVERDE,,(951) 208-2556,13247 SUNBIRD DRIVE,MORENO VALLEY,CA,92553,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,197608879,A-GRACE HOME CARE,"A-GRACE HOME CARE, INC.",AGRACEHOMECARE@GMAIL.COM,(661) 607-4964,23029 FRISCA DRIVE,VALENCIA,CA,91354,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,19200693,A-N-D CARE HOMES,"HAMZA, ADE & MORENIKE",NIKKY@ANDCAREHOMES.COM,(510) 574-9305,3284 COURTHOUSE PLACE,UNION CITY,CA,94587,ALAMEDA,3,LICENSED
RESIDENTIAL CARE ELDERLY,317005684,A-PLUS SENIOR CARE,"BALINT, CARMENUTA",BALINTCARMEN@GMAIL.COM,(916) 740-3122,6403 MENDEZ CREEK COURT,ROCKLIN,CA,95765,PLACER,6,CLOSED
RESIDENTIAL CARE ELDERLY,312700794,A-PLUS SENIOR CARE,"BALINT, CARMENUTA CARMEN",BALINTCARMEN@GMAIL.COM,(916) 742-4073,6540 ROSE BRIDGE DRIVE,ROSEVILLE,CA,95678,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,15600467,A-R RESIDENTIAL CARE FOR ELDERLY,"BAUTISTA, ROMULO S.",RABAUTISTA58@GMAIL.COM,(510) 475-9058,4733 DARLENE COURT,UNION CITY,CA,94587,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,11441121,A-SUNSET EAST VILLA,"NATIVIDAD, MARIBEC& JESUS",,(925) 484-3006,1278 ASTI COURT,LIVERMORE,CA,94550,ALAMEDA,6,CLOSED
RESIDENTIAL CARE ELDERLY,15600563,A - R RESIDENTIAL CARE HOME FOR ELDERLY #2,"BAUTISTA, ROMULO S.",RABAUTISTA58@GMAIL.COM,(510) 324-4478,32322 JEAN DRIVE,UNION CITY,CA,94587,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,374604026,A 1 PRIME ASSISTED LIVING HAVEN,PRIME ASSISTED LIVING LLC,N/A,(619) 621-6216,1811 KNIGHTS FERRY DRIVE,CHULA VISTA,CA,91913,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,315002795,A ALWAYS LOVING CARE HOME,A ALWAYS LOVING CARE HOME INC,LOVINGCARERCFE@GMAIL.COM,(360) 560-1818,1422 ORWELL DR.,ROSEVILLE,CA,95747,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601154,A AND D RESIDENTIAL CARE,"CUENCO CARE HOMES, INC",ABBYCUENCO7@GMAIL.COM,(925) 757-1538,5108 DEERSPRINGS WAY,ANTIOCH,CA,94531,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,361881005,"A AND E LOVING SENIOR HOME CARE, INC.","A AND E LOVING SENIOR HOME, INC.",AANDESENIORHOMECARE@GMAIL.COM,(909) 320-7888,14931 OAKSPRING DRIVE,FONTANA,CA,92336,SAN BERNARDINO,6,LICENSED
RESIDENTIAL CARE ELDERLY,15601400,"A AND M BOARD&CARE,INNOVATIVE ASSIS.HOME FOR ELDER","EROLIN, MARIA LINDA",MARIA.LINDA.EROLIN.RN.616@GMAIL.COM,(510) 429-8630,2480 ALMADEN BLVD.,UNION CITY,CA,94587,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,336407272,A AND S SENIOR QUALITY CARE,"A AND S SENIOR QUALITY CARE, INC.",SUSANA_SIMS@YAHOO.COM,(951) 353-1612,17764 ROBUSTA DR.,RIVERSIDE,CA,92503,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,331800058,A B CARING SENIOR LIVING,"XU, BAISHENG AND CARRASCO, REBECCA",REBECCA.CARRASCO@YAHOO.COM,(951) 928-0004,1698 ALBERHILL STREET,PERRIS,CA,92571,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,331800108,A B CARING SENIOR LIVING 2,BAISHENG XU REBECCA CARRASCO,REBECCA.CARRASCO@YAHOO.COM,(951) 435-7592,470 MEADOWLARK LANE,PERRIS,CA,92570,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,331880985,A B CARING SENIOR LIVING #3,"XU, BAISHENG","REBECCA,CARRASCO@YAHOO.COM",(951) 224-1247,18183 HAINES STREET,PERRIS,CA,92570,RIVERSIDE,15,CLOSED
RESIDENTIAL CARE ELDERLY,197609349,A BETTER LOVE BOARD AND CARE,E MAC CARE SERVICES INC,EMACCARESERVICESINC@GMAIL.COM,(747) 226-0439,6108 SADRING AVE,WOODLAND HILLS,CA,91367,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,374603685,A BETTER SOLUTION BOARD AND CARE JAMUL HOUSE,"SMITH, LILLIA",LSMITH@ABSIHC.COM,(619) 303-8519,13773 WHISPERING MEADOWS LANE,JAMUL,CA,91935,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,79200543,"A BLISSFUL RETREAT, LLC","A BLISSFUL RETREAT, LLC",BLISSFULRETREATLLC@GMAIL.COM,(925) 726-8888,4200 COWELL ROAD,CONCORD,CA,94518,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,79200881,"A BLISSFUL RETREAT, LLC-WILSON","A BLISSFUL RETREAT, LLC-WILSON",BLISSFULRETREATLLC@GMAIL.COM,(925) 375-1581,4248 WILSON LANE,CONCORD,CA,94521,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,565800622,A BRADLEY HOUSE,"BRADLEY, CHARISSE",DCBRADLEY2@MSN.COM,(805) 578-1933,4031 APRICOT ROAD,SIMI VALLEY,CA,93065,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,565801788,A BRADLEY HOUSE II,"BRADLEY, CHARISSE",DCBRADLEY2@MSN.COM,(805) 404-6516,805 ERRINGER ROAD,SIMI VALLEY,CA,93065,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,455001567,A BRAND NEW DAY,"KELTY ENTERPRISES, INC.",MARY@ABRANDNEWDAY-REDDING.COM,(530) 223-1538,779 KERRY-JEN COURT,REDDING,CA,96002,SHASTA,26,LICENSED
RESIDENTIAL CARE ELDERLY,347005169,A BRIGHT FUTURE,"MULDER, DOUGLAS",,(916) 728-4936,4136 SINGING TREE WAY,ANTELOPE,CA,95843,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,342700014,A BRIGHT FUTURE,MOIA INC,2016BRIGHTFUTURE@GMAIL.COM,(916) 390-9367,4136 SINGING TREE WAY,ANTELOPE,CA,95843,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607871,A BURBANK RESIDENTIAL CARE,"A BURBANK RESIDENTIAL CARE, INC.",LEVONCHALABYAN@GMAIL.COM,(818) 588-3916,2020 SCOTT ROAD,BURBANK,CA,91504,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700118,A CARING HAND,PRIORITY CARE LLC,AMY_GALLARDO@YAHOO.COM,(916) 685-3093,6813 ELVORA WAY,ELK GROVE,CA,95757,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603888,A CARING HEART RESIDENCE,"A CARING HEART RESIDENCE, INC.",ACHSENIORCARE@GMAIL.COM,(619) 585-4778,371 E. MILLAN STREET,CHULA VISTA,CA,91910,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609961,A CARING TOUCH BOARD AND CARE,LONGEVITY BOARD AND CARE LLC,MICKEYSHELL01@YAHOO.COM,(818) 477-2990,10348 LARAMIE STREET,CHATSWORTH,CA,91311,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,198320082,A CARING TOUCH BOARD AND CARE II,A CARING TOUCH BOARD AND CARE II LLC,WELLS.NICHOLAS23@GMAIL.COM,(510) 384-3431,2108 OAK ST,SANTA MONICA,CA,90405,LOS ANGELES,6,LICENSED
