Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
"Better Home Care, A",PERSONAL CARE HOME,2700 STANCIL BOULEVARD,Jonesboro,GA,30236,Clayton,5,6784893939,abetterhomecare@gmail.com,6/24/21
Betty'S Personal Care Home,PERSONAL CARE HOME,17 ARABIAN TRAIL,Swainsboro,GA,30401,Emanuel,4,4782896351,bschoen_60@yahoo.com,6/24/21
Betty'S Personal Care Home,PERSONAL CARE HOME,"1288 LORENZO DRIVE, S.W.",Atlanta,GA,30310,Fulton,5,4047525875,,6/24/21
Big Springs Place,PERSONAL CARE HOME,131 MELISSA LANE,Cedartown,GA,30125,Polk,50,7707490905,speter@enlivant.com,6/24/21
Bilmisd Loving Care Home,PERSONAL CARE HOME,5318 POST ROAD PASS,Stone Mountain,GA,30088,Dekalb,5,6786153549,bilmisdlovingcare@gmail.com,6/24/21
Blackshear Retirement Villas,PERSONAL CARE HOME,1110 BLACKSHEAR ROAD,Cordele,GA,31015,Crisp,24,2292732405,,6/24/21
Bld Personal Home Care,PERSONAL CARE HOME,564 GLENNHAVEN DRIVE,Marietta,GA,30064,Cobb,3,6787428383,brendadaniel1126@yahoo.com,6/24/21
Bless Child R3 Oasis,PERSONAL CARE HOME,9212 GA HWY 57,Mc Intyre,GA,31054,Wilkinson,6,4789461619,care@bttmhome.com,6/24/21
Bless To The Max,PERSONAL CARE HOME,5870 GA HIGHWAY 57,Gordon,GA,31031,Wilkinson,6,4786282299,care@bttmhome.com,6/24/21
Blessed Gardenz,PERSONAL CARE HOME,1161 HACKNEE COURT,Lawrenceville,GA,30044,Gwinnett,3,6783733900,blessedgardenz@gmail.com,6/24/21
"Blessing To You Llc, A",PERSONAL CARE HOME,1009 D'ANTIGNAC STREET,Augusta,GA,30901,Richmond,8,7068334877,,6/24/21
"Blue Garnet Pch, The",PERSONAL CARE HOME,466 MANGET STREET,Marietta,GA,30060,Cobb,12,6782904136,omusiele@live.com,6/24/21
Blue Grass Personal Care Home,PERSONAL CARE HOME,2660 WHISPER TRAIL,Douglasville,GA,30135,Douglas,3,6782326207,maxine@maxinemoney.com,6/24/21
Blue Horizons Personal Care Home,PERSONAL CARE HOME,1760 SHILLINGS ROAD,Kennesaw,GA,30152,Cobb,4,6782024682,susan@bluehorizonspch.com,6/24/21
Blue Ridge Assisted Living And Memory Care,ASSISTED LIVING COMMUNITY,1600 BALLETOWN ROAD,Blue Ridge,GA,30513,Fannin,134,7069466000,info@blueridgeassistedliving.com,6/24/21
Blue Stream Residential Home,PERSONAL CARE HOME,4266 RIDGEFIELD COURT,Columbus,GA,31907,Muscogee,4,7066107886,eba@bluestreamhomes.com,6/24/21
Blue Willow Personal Care Home,PERSONAL CARE HOME,1585 LONGWOOD DRIVE,Marietta,GA,30008,Cobb,6,6785405862,mattyc173@gmail.com,6/24/21
Blyther Comforting Home,PERSONAL CARE HOME,2458 WEDGEWOOD COURT,Decatur,GA,30035,Dekalb,3,7707975664,blythercomfort@yahoo.com,6/24/21
Bobbi Personal Care Home Ii,PERSONAL CARE HOME,112 JEFFERSON PARKWAY #714,Newnan,GA,30263,Coweta,2,7707556669,,6/24/21
Bobbi Personal Care Home Iv,PERSONAL CARE HOME,118 JEFFERSON PARKWAY  APT 1016,Newnan,GA,30263,Coweta,2,7706834588,,6/24/21
Boswell Personal Care Home,PERSONAL CARE HOME,4365 EATONTON ROAD,Madison,GA,30650,Morgan,6,7067170757,anitaboswell81@yahoo.com,6/24/21
"Botany Personal Care Home, Ii",PERSONAL CARE HOME,5319 MADISON ST,Forest Park,GA,30297,Clayton,6,4044586915,botanycl@yahoo.com,6/24/21
Bountiful Hills,PERSONAL CARE HOME,200 BOLTON DRIVE,Commerce,GA,30529,Jackson,52,7063355152,"cheri@bountifulhills,com",6/24/21
Bradley Place,PERSONAL CARE HOME,418 NORTH PARK AVENUE,Tifton,GA,31794,Tift,24,2293869789,wcbyrd@mail.com,6/24/21
"Brantley - Cauley, Ovie The",PERSONAL CARE HOME,1628 COLLEGE STREET,Soperton,GA,30457,Treutlen,14,9125294131,,6/24/21
Brasstown Manor,ASSISTED LIVING COMMUNITY,108 CHURCH STREET,Hiawassee,GA,30546,Towns,48,7068964285,priscilla.bmanor@brmemc.net,6/24/21
Brave Pch,PERSONAL CARE HOME,9189 BRAVE COURT,Jonesboro,GA,30236,Clayton,4,7704783306,bristerjohn@belllsouth.net,6/24/21
Brewer Personal Care Home,PERSONAL CARE HOME,1481 BREWER AVENUE,Columbus,GA,31903,Muscogee,6,7066108385,monacopersonalcare@gmail.com,6/24/21
"Brickmont Acworth Spe, Llc",ASSISTED LIVING COMMUNITY,3114 COBB PARKWAY,Acworth,GA,30101,Cobb,144,7708864074,cheryl.kochensparger@brickmont.com,6/24/21
Brickmont Assisted Living,ASSISTED LIVING COMMUNITY,2925 WEBB ROAD,Milton,GA,30004,Fulton,124,4047027275,cheryl.kochensparger@brickmont.com,6/24/21
"Brickmont Johns Creek Spe, Llc",ASSISTED LIVING COMMUNITY,2305 PEACHTREE PARK,Cumming,GA,30041,Forsyth,144,4047027275,cheryl.kochensparger@brickmont.com,6/24/21
Brickmont Woodstock Spe,ASSISTED LIVING COMMUNITY,13291 HIGHWAY 92,Woodstock,GA,30188,Cherokee,144,4047027275,cheryl.kochensparger@brickmont.com,6/24/21
"Bridge At Lawrenceville, The",PERSONAL CARE HOME,220 COLLINS INDUSTRIAL WAY,Lawrenceville,GA,30045,Gwinnett,85,6783778191,cdquador@centurypa.com,6/24/21
"Bridge Of Floyd County, The",PERSONAL CARE HOME,48 HONEYSUCKLE RIDGE ROAD,Rome,GA,30161,Floyd,4,7065060782,yashika26@hotmail.com,6/24/21
"Bright Hope Personal Care Home, Llc",PERSONAL CARE HOME,586 FORT STREET,Marietta,GA,30060,Cobb,12,6786538310,brighthopepch@gmail.com,6/24/21
Bright Rose Personal Care Home,PERSONAL CARE HOME,1425 KINCAID ROAD,Marietta,GA,30066,Cobb,6,7709714305,lollacole@yahoo.com,6/24/21
Bright Way Pch,PERSONAL CARE HOME,8829 HAMILTON ROAD,Pine Mountain,GA,31822,Troup,6,7064893038,jessierlanders@bellsouth.net,6/24/21
Brighter Beginning Pch,PERSONAL CARE HOME,800 CHAPEL HILL DRIVE,Lawrenceville,GA,30045,Gwinnett,6,7702772450,normaclarke781@yahoo.com,6/24/21
Brighter Day Pch,PERSONAL CARE HOME,2720 COLORADO STREET,Columbus,GA,31906,Muscogee,5,7065961177,,6/24/21
Brighter Mornings At The Shoals,PERSONAL CARE HOME,7456 HWY 82 SPUR,Maysville,GA,30558,Jackson,6,7066522730,brightermorning@aol.com,6/24/21
Brightmoor Senior Living,PERSONAL CARE HOME,3223 NEWNAN ROAD,Griffin,GA,30223,Spalding,69,7702279950,tpvirden@bellsouth.net,6/24/21
Brighton Gardens Of Buckhead,ASSISTED LIVING COMMUNITY,3088 LENOX ROAD,Atlanta,GA,30324,Fulton,125,4048468335,buckheadbg.ed@sunriseseniorliving.com,6/24/21
Brighton Gardens Of Dunwoody,ASSISTED LIVING COMMUNITY,1240 ASHFORD CENTER PARKWAY,Dunwoody,GA,30338,Dekalb,125,7707309333,licensing@sunriseseniorliving.com,6/24/21
Brittany'S Angels Personal Care Home,PERSONAL CARE HOME,15 SIDNEY DRIVE,Savannah,GA,31406,Chatham,3,9124413763,temekaearly@yahoo.com,6/24/21
Brittany'S Angels Personal Care Home 2,PERSONAL CARE HOME,25 N PARKWOOD DRIVE,Savannah,GA,31404,Chatham,4,9124413763,temekaearly@yahoo.com,6/24/21
Brittany'S Place,PERSONAL CARE HOME,141 DENIS DRIVE,Jeffersonville,GA,31044,Twiggs,20,4789456594,,6/24/21
Broad Street Pch,PERSONAL CARE HOME,227 BROAD STREET,Tallapoosa,GA,30176,Haralson,4,7705745477,,6/24/21
Broderick Personal Care,PERSONAL CARE HOME,114 CHAPEL ST,Greensboro,GA,30642,Greene,6,7064534519,yoosheeb@yahoo.com,6/24/21
Broken Horn Ct,PERSONAL CARE HOME,3926 BROKEN HORN COURT,Douglasville,GA,30135,Douglas,5,5086158849,hgyimah54@gmail.com,6/24/21
Brookdale Augusta,PERSONAL CARE HOME,326 BOY SCOUT ROAD,Augusta,GA,30909,Richmond,48,7067386003,sewest@brookdale.com,6/24/21
Brookdale Buford,PERSONAL CARE HOME,4450 OLD HAMILTON ROAD,Buford,GA,30518,Gwinnett,64,6783412338,lisa.lewis@brookdale.com,6/24/21
Brookdale Carrollton,ASSISTED LIVING COMMUNITY,530 NORTHSIDE DRIVE,Carrollton,GA,30117,Carroll,100,7702141988,cdingler@brookdale.com,6/24/21
Brookdale Chambrel Roswell,PERSONAL CARE HOME,1000 APPLEWOOD DRIVE,Roswell,GA,30076,Fulton,30,7705944600,jlotz@brookdaleliving.com,6/24/21
Brookdale Chambrel Roswell Mc,ASSISTED LIVING COMMUNITY,2000 APPLEWOOD DRIVE,Roswell,GA,30076,Fulton,36,6787811631,rstriakland1@brookdale.com,6/24/21
Brookdale Columbus,PERSONAL CARE HOME,3607 WEEMS ROAD,Columbus,GA,31909,Muscogee,56,7065764811,david.denton@brookdale.com,6/24/21
Brookdale Hartwell,PERSONAL CARE HOME,45 WALNUT STREET,Hartwell,GA,30643,Hart,50,7063766166,kathy.o'brien@brookdale.com,6/24/21
Brookdale Lawrenceville,PERSONAL CARE HOME,1000 RIVER CENTRE PLACE,Lawrenceville,GA,30043,Gwinnett,72,7709639934,anita.khan@brookdale.com,6/24/21
Brookdale Newnan,ASSISTED LIVING COMMUNITY,355 MILLARD FARMER INDUSTRIAL BOULEVARD,Newnan,GA,30263,Coweta,28,7702529007,splunkettwuerger@brookdale.com,6/24/21
Brookdale Rome,ASSISTED LIVING COMMUNITY,180 WOODROW WILSON WAY,Rome,GA,30165,Floyd,100,7062341655,carol.flowers@brookdale.com,6/24/21
Brookdale Sweetwater Creek,PERSONAL CARE HOME,1600 LEE ROAD,Lithia Springs,GA,30122,Douglas,67,7708196777,jadams@brookdale.com,6/24/21
Brooks Home Care,PERSONAL CARE HOME,2408 MIMS ROAD,Hephzibah,GA,30815,Richmond,4,7067512483,,6/24/21
"Brookside Commerce, Llc",PERSONAL CARE HOME,199 WEST W GARY ROAD,Commerce,GA,30529,Jackson,50,7063365818,scott@cedarlp.com,6/24/21
Brookside Glen,ASSISTED LIVING COMMUNITY,400 BRADLEY PARK DR,Columbus,GA,31904,Muscogee,48,7063223040,ed@brooksideglenal.com,6/24/21
"Brookside Stone Mountain, Llc",PERSONAL CARE HOME,1745 PARKE PLAZA CIRCLE,Stone Mountain,GA,30087,Gwinnett,60,7704698800,rich@cedarlp.com,6/24/21
Brookwood Personal Care Home,PERSONAL CARE HOME,1800 BUENA VISTA ROAD,Columbus,GA,31906,Muscogee,23,7062215173,patbmanuel2@gmail.com,6/24/21
Brown Personal Care Home,PERSONAL CARE HOME,554 IDLEWOOD ROAD,Waynesboro,GA,30830,Burke,6,7064378486,brownpersonalcar@bellsouth.net,6/24/21
Buckingham South,ASSISTED LIVING COMMUNITY,5450 ABERCORN STREET,Savannah,GA,31405,Chatham,92,9123555550,juliepatt13@yahoo.com,6/24/21
Burnt Hickory Residences,PERSONAL CARE HOME,89 BURNT HICKORY ROAD,Cartersville,GA,30120,Bartow,30,7703864202,dwannall@yahoo.com,6/24/21
Burst Of Joy,PERSONAL CARE HOME,396 7TH AVE SE,Cairo,GA,39828,Grady,6,2293970819,,6/24/21
C & G Care Whispers,PERSONAL CARE HOME,5520 HIGHWAY 20,Loganville,GA,30052,Walton,5,6788888888,carol.barnes66@gmail.com,6/24/21
C & M Personal Care Home,PERSONAL CARE HOME,36 COCHRAN RD,Marietta,GA,30060,Cobb,3,7704290884,cleatricemcgregor@yahoo.com,6/24/21
C And L Personal Care Home,PERSONAL CARE HOME,503 ELM AVENUE,Americus,GA,31709,Sumter,6,2293800294,leslie90@bellsouth.net,6/24/21
C R Neeley,PERSONAL CARE HOME,1142 COLVIN KENNEDY ROAD,Lincolnton,GA,30817,Lincoln,5,7063595034,,6/24/21
Cadence At Mt Zion,ASSISTED LIVING COMMUNITY,7493 MT ZION BLVD,Jonesboro,GA,30236,Clayton,133,7702106433,tcolburn@cadencesl.com,6/24/21
Cadence Marietta,ASSISTED LIVING COMMUNITY,1345 MILFORD CHURCH ROAD,Marietta,GA,30008,Cobb,133,6783667700,tcolburn@cadencesl.com,6/24/21
Camden Place,PERSONAL CARE HOME,115 DODD CIRCLE,Statesboro,GA,30458,Bulloch,20,9124892007,mlaidler@helpathome.com,6/24/21
Camellia Place,ASSISTED LIVING COMMUNITY,294 ROPE MILL ROAD,Woodstock,GA,30188,Cherokee,110,7702961513,amcfall@camelliaplace.com,6/24/21
Camellia Walk Assisted Living And Memory Care,ASSISTED LIVING COMMUNITY,3949 EVANS TO LOCKS ROAD,Evans,GA,30809,Columbia,95,7063969255,info@camillawalk.com,6/24/21
Camelot Court,PERSONAL CARE HOME,611 SOUTH APRICOT STREET,Ocilla,GA,31774,Irwin,4,2294689395,sunnydale@windstream.net,6/24/21
Camelot House,PERSONAL CARE HOME,6270 KIMBERLY MILLS ROAD,College Park,GA,30349,Fulton,4,4047961626,camelothouseinc@yahoo.com,6/24/21
Cameron Hall Of Ellijay,PERSONAL CARE HOME,114 PENLAND STREET,Ellijay,GA,30540,Gilmer,70,7065154100,licensing@5sqc.com,6/24/21
Cameron Hall Senior Living Communities,ASSISTED LIVING COMMUNITY,240 MARIETTA HIGHWAY,Canton,GA,30114,Cherokee,105,7707200290,ayoung2@5ssl.com   and licensing@5sqc.com (corporate e-mail),6/24/21
Campbell - Stone North Personal Care,PERSONAL CARE HOME,"350 CARPENTER DRIVE, NE",Atlanta,GA,30328,Fulton,24,4042562612,cpepper@campbellstone.org,6/24/21
Candler Ridge Ii,PERSONAL CARE HOME,1205 NUNNALLY DRIVE,Monroe,GA,30655,Walton,6,7707860499,sgrant13@earthlink.net,6/24/21
Candler Ridge Iii Pch,PERSONAL CARE HOME,4053 CHEMAWA DRIVE,Stone Mountain,GA,30083,Dekalb,3,4042991748,,6/24/21
Cannon Wood Village,PERSONAL CARE HOME,2834 OLD US HIGHWAY 441,Tiger,GA,30576,Rabun,32,7067826570,info@cannonwoodvillage.com,6/24/21
"Canopy At Azalea Grove, The",ASSISTED LIVING COMMUNITY,6002 N OAK STREET,Valdosta,GA,31605,Lowndes,75,2292627370,scarlett.holt@thecanopyatazaleagrove.com,6/24/21
"Canopy At Boynton Ridge, The",ASSISTED LIVING COMMUNITY,54 BATTLEFIELD CANOPY CIRCLE,Ringgold,GA,30736,Catoosa,80,7064710910,allie.hill@the canopyatboyntonridge.com,6/24/21
"Canopy At Warner Robins, The",ASSISTED LIVING COMMUNITY,120 LATHAM DRIVE,Warner Robins,GA,31088,Houston,72,4783135501,administration@srimgt.com,6/24/21
Canterbury Court,PERSONAL CARE HOME,"3750 PEACHTREE ROAD, NE",Atlanta,GA,30319,Fulton,22,4042616611,julieparker@canterburyccrc.org,6/24/21
Canterfield Of Kennesaw,ASSISTED LIVING COMMUNITY,4381 BELLS FERRY,Kennesaw,GA,30144,Cobb,99,4703085260,mike@canterfieldofkennesaw.com,6/24/21
Care & Comfort Extended Stay,PERSONAL CARE HOME,3417 RIDGECREST DRIVE,Powder Springs,GA,30127,Cobb,3,7704398643,gwendwilliams@gmail.com,6/24/21
Care And Respect Home Care,PERSONAL CARE HOME,1204 CROSSBOW TERRACE,Hampton,GA,30228,Clayton,2,7708978094,k.okonkwo@hotmail.com,6/24/21
Care Connect Residential Living Services,PERSONAL CARE HOME,2475 MEREDITH WALK,Ellenwood,GA,30294,Dekalb,3,4047489481,noahark2019@gmail.com,6/24/21
Care One At Jamerson,PERSONAL CARE HOME,1076 JAMERSON ROAD,Marietta,GA,30066,Cobb,3,4047070370,careonehome@yahoo.com,6/24/21
Care One Pch,PERSONAL CARE HOME,6074 GREAT OAKS DRIVE,Lithonia,GA,30058,Dekalb,3,6783957536,byronj63@yahoo.com,6/24/21
Cared By Sisters,PERSONAL CARE HOME,582 ROCKBRIDGE RD SW,Lilburn,GA,30047,Gwinnett,6,4702756500,caredbysisters@gmail.com,6/24/21
Carefree Maison,PERSONAL CARE HOME,4055 WILL LEE ROAD,College Park,GA,30349,Fulton,6,4047678160,veb64@aol.com,6/24/21
Caring 4 You Personal Care Home,PERSONAL CARE HOME,4945 GOLDEN CIRCLE,Mableton,GA,30126,Cobb,3,4043688938,msreneika@gmail.com,6/24/21
"Caring Hand Personal Care Home, A",PERSONAL CARE HOME,2228 ROSIER ROAD SUITE A,Augusta,GA,30906,Richmond,4,7622242986,edwinforeman@yahoo.com,6/24/21
Caring Hands Adult Care,PERSONAL CARE HOME,"2000 AUSTELL ROAD, SUITES 406-410, 416-420",Marietta,GA,30008,Cobb,18,6785080273,caringhandsadultcare@gmail.com,6/24/21
Caring Hands Adult Care I,PERSONAL CARE HOME,"2000 AUSTELL ROAD BUILDING 400, SUITE 426-430",Marietta,GA,30008,Cobb,6,4045740018,caringhandsadultcare@gmail.com,6/24/21
Caring Hands Personal Care Home,PERSONAL CARE HOME,1741 HIGHWAY 138,Riverdale,GA,30296,Clayton,9,7709965552,caringhands01@hotmail.com,6/24/21
Caring Hearts Personal Care Home,PERSONAL CARE HOME,430 SOUTH BROAD STREET,Monroe,GA,30655,Walton,6,6786358789,caringhearts@windstream.net,6/24/21
Caritas Ii Pch,PERSONAL CARE HOME,4392 YELLOW ROSE DRIVE,Austell,GA,30106,Cobb,3,6783246664,281caritas@gmail.com,6/24/21
Caritas Iii Pch,PERSONAL CARE HOME,301 DILLARD DRIVE NE,Kennesaw,GA,30144,Cobb,3,6785038775,281caritas@gmail.com,6/24/21
Caritas Pch,PERSONAL CARE HOME,281 DILLARD DRIVE NE,Kennesaw,GA,30144,Cobb,3,4703086170,281caritas@gmail.com,6/24/21
Carlisle House,PERSONAL CARE HOME,220 N SCOTT STREET,Camilla,GA,31730,Mitchell,3,2294397061,mhatcher@swga-easterseals.org,6/24/21
Carlyle Place Retirement Commu,PERSONAL CARE HOME,5300 ZEBULON ROAD,Macon,GA,31210,Bibb,66,4784054500,hart.brian@navicenthealth.org,6/24/21
Caroline'S Care Center Llc,PERSONAL CARE HOME,8505 PEACHTREE LANE,Riverdale,GA,30274,Clayton,3,6785865630,carolinescarecenterllc@gmail.com,6/24/21
Carolyn'S Ii,PERSONAL CARE HOME,202 EAST ADAIR STREET,Valdosta,GA,31601,Lowndes,6,2293339796,,6/24/21
Carousel House Ii,PERSONAL CARE HOME,173 SOUTH LEE STREET,Forsyth,GA,31029,Monroe,12,4789943694,carouselhouse@forsythcable.com,6/24/21
Carrington Personal Care Home,PERSONAL CARE HOME,512 HODGES STREET,Loganville,GA,30052,Gwinnett,12,4044282749,sgrant13@earthlink.net,6/24/21
Catering To Care Personal Care Home,PERSONAL CARE HOME,405 BARNHILL DRIVE,Savannah,GA,31406,Chatham,4,9122579346,shantia.pond@comcast.net,6/24/21
Cave Spring Manor,PERSONAL CARE HOME,44 ALABAMA STREET,Cave Spring,GA,30124,Floyd,24,7067773533,cavespringmanor@gmail.com,6/24/21
Cave Spring Manor Ii,PERSONAL CARE HOME,42 ALABAMA ST,Cave Spring,GA,30124,Floyd,4,7067773533,cavespringmanor@gmail.com,6/24/21
Cecil B Day Home,PERSONAL CARE HOME,1135 HIGHWAY 42 NORTH,Forsyth,GA,31029,Monroe,4,4789946580,marymays@bellsouth.net,6/24/21
Cedar Grove Personal Care Home,PERSONAL CARE HOME,245 SOUTH WOODLAWN DRIVE,Crawford,GA,30630,Oglethorpe,6,7067496133,cedargrovepch@gmail.com,6/24/21
Cedar Hill Senior Living Community,PERSONAL CARE HOME,402 EAST ELLAWOOD AVENUE,Cedartown,GA,30125,Polk,60,7707482284,sbowen@mmmlaw.com,6/24/21
Cedar Plantation Senior Living,PERSONAL CARE HOME,46637 HIGHWAY 46 EAST,Metter,GA,30439,Candler,36,9126854700,jonathan.short@integrityspillc.com,6/24/21
Celebration Village Acworth,ASSISTED LIVING COMMUNITY,4460 CELEBRATION BOULEVARD,Acworth,GA,30101,Cobb,100,6785943570,keith@cvillage.com,6/24/21
Celebration Village Forsyth,ASSISTED LIVING COMMUNITY,3000 CELEBRATION BOULEVARD,Suwanee,GA,30024,Forsyth,100,7708866565,jim@cvillage.com,6/24/21
Cg Home Care,PERSONAL CARE HOME,233 JOE NAIA RD,Jesup,GA,31545,Wayne,6,9125867856,cgehomecare@gmail.com,6/24/21
Cg Home Care Ii,PERSONAL CARE HOME,255 JOE NAIA RD,Jesup,GA,31545,Wayne,6,9126023322,cgehomecare@gmail.com,6/24/21
Champion Personal Care Home,PERSONAL CARE HOME,15 AVERY DRIVE,Covington,GA,30016,Newton,2,7703775119,championcare@ymail.com,6/24/21
Chandler Place,PERSONAL CARE HOME,61 ANNIE CHANDLER TRAIL,Lawrenceville,GA,30046,Gwinnett,8,6786157389,david.crews@vphealth.org,6/24/21
Changes Of Choice,PERSONAL CARE HOME,2223 STARLINE DRIVE,Decatur,GA,30032,Dekalb,3,4043281418,cocpch1@yahoo.com,6/24/21
Charis Loving Care Home,PERSONAL CARE HOME,2000 AUSTELL ROAD UNITS 411-415,Marietta,GA,30008,Cobb,6,6784836733,charispch@gmail.com,6/24/21
Charis Loving Care Home #2,PERSONAL CARE HOME,"2000 AUSTELL ROAD, UNITS 401-405",Marietta,GA,30008,Cobb,5,6784836733,charispch@gmail.com,6/24/21
Charis Personal Care Homes,PERSONAL CARE HOME,1914 SKIDAWAY ROAD,Savannah,GA,31404,Chatham,6,9126042144,care@charisassistedliving.com,6/24/21
Charms Personal Care Home,PERSONAL CARE HOME,900 WEST RESIDENCE P.O. BOX 5345,Albany,GA,31706,Dougherty,18,2298887741,chrmspersonalcare@yahoo.com,6/24/21
Charter Senior Living At Southern Pines,PERSONAL CARE HOME,423 COVINGTON AVENUE,Thomasville,GA,31792,Thomas,130,9128093174,kevenb@charterseniorliving.com,6/24/21
Chase Estates Pch,PERSONAL CARE HOME,983 OLD GREYSTONE DRIVE,Lithonia,GA,30058,Dekalb,3,6789230839,chase.estates@yahoo.com,6/24/21
"Chatham, J Howard Home",PERSONAL CARE HOME,14600 PROVIDENCE ROAD,Milton,GA,30004,Fulton,4,7707519970,scrowe@ddmga.org,6/24/21
Chelsea House,PERSONAL CARE HOME,515 CARR STREET,Augusta,GA,30904,Richmond,6,7063641168,bsaxonpch@comcast.net,6/24/21
Cherokee Angel Pch 2,PERSONAL CARE HOME,3132 MARIETTA HIGHWAY,Canton,GA,30114,Cherokee,4,4708635563,midelynl@yahoo.com,6/24/21
Cherokee Home,PERSONAL CARE HOME,311 BRICKMILL ROAD (P.O. BOX 1335),Canton,GA,30115,Cherokee,4,7707202317,,6/24/21
Cherokee'S Angel Pch 3,PERSONAL CARE HOME,326 HEIGHTS PLACE,Canton,GA,30114,Cherokee,10,6784939922,midelyn1@yahoo.com,6/24/21
Chestnut Manor,PERSONAL CARE HOME,13 CHESTNUT STREET,Griffin,GA,30223,Spalding,6,7702288034,musgrovemanorpch@comcast.net,6/24/21
Chi'S,PERSONAL CARE HOME,2023 HIGHWAY 138,Riverdale,GA,30296,Clayton,3,4704243783,chidinmafaithx4164@gmail.com,6/24/21
Choice Care Senior Home,PERSONAL CARE HOME,278 CS FLOYD ROAD,Loganville,GA,30052,Walton,6,7705548600,angelaperry495@msn.com,6/24/21
Choice Personal Care Home,PERSONAL CARE HOME,135 LATA TERRACE,Milledgeville,GA,31061,Baldwin,5,4788049924,dichoice@yahoo.com,6/24/21
Christian Care Home #2,PERSONAL CARE HOME,114 JACQUELINE TERRACE,Milledgeville,GA,31061,Baldwin,6,4784534337,battlelinda@yahoo.com,6/24/21
"Christmas, Johnnie E Manor",PERSONAL CARE HOME,3891 MANOR HOUSE DRIVE,Marietta,GA,30062,Cobb,6,7705221646,glovelace@bellsouth.net,6/24/21
Chumani Personal Care Home,PERSONAL CARE HOME,164 RAMBLE HILLS DR,Athens,GA,30606,Clarke,3,7062159028,2019chumani@gmail.com,6/24/21
Chumani Personal Care Home Llc,PERSONAL CARE HOME,1178 COLLEGE STREET,Monticello,GA,31064,Jasper,16,7062968255,2019chumani@gmail.com,6/24/21
Church Street Manor,PERSONAL CARE HOME,425 WEST CHURCH STREET,Swainsboro,GA,30401,Emanuel,15,4782376763,ricky.thompson@snapon.com,6/24/21
"Claiborne At Newan Lakes, The",ASSISTED LIVING COMMUNITY,461 NEWNAN LAKES BOULEVARD,Newnan,GA,30263,Coweta,65,4706866080,cory rogers,6/24/21
Claiborne At West Lake (The),ASSISTED LIVING COMMUNITY,557 FURYS FERRY RD,Martinez,GA,30907,Columbia,111,7069554549,infocwl@theclaiborne.com,6/24/21
Clara'S Heart Personal Care Home,PERSONAL CARE HOME,4969 ROCKBRIDGE ROAD,Stone Mountain,GA,30088,Dekalb,6,7704690416,,6/24/21
Clare House Living I,PERSONAL CARE HOME,3144 MACEDONIA ROAD,Powder Springs,GA,30127,Cobb,12,7704392596,clarehouseliving@gmail.com,6/24/21
Clare House Living Ii,PERSONAL CARE HOME,3948 FLINT HILL ROAD,Powder Springs,GA,30127,Cobb,3,6785045622,rhemapch@yahoo.com,6/24/21
Clark Residency,PERSONAL CARE HOME,2269 LESLIE BROOK DRIVE,Decatur,GA,30035,Dekalb,2,6782660614,campbellevet@yahoo.com,6/24/21
Clary Care Center & Wilkinson,PERSONAL CARE HOME,249 HOSPITAL DRIVE,Toccoa,GA,30577,Stephens,104,7062821197,hknight@stephenscountyhospital.com,6/24/21
Coastal Senior Living Of Saint Mary'S,PERSONAL CARE HOME,1020 MCDOWELL STREET,Saint Marys,GA,31558,Camden,24,9128826353,,6/24/21
Cobblestone Assisted Living At Park Springs,ASSISTED LIVING COMMUNITY,600 SPRINGHOUSE CIRCLE,Stone Mountain,GA,30087,Dekalb,94,6786843800,tknight@parksprings.com,6/24/21
Cofer Group Home,PERSONAL CARE HOME,4316 SMITHSONIA DRIVE,Tucker,GA,30084,Dekalb,4,7709383578,garyr@dekcsb.org,6/24/21
"Cohen Home, The",ASSISTED LIVING COMMUNITY,10485 JONES BRIDGE ROAD,Johns Creek,GA,30022,Fulton,47,7704758787,mhyatt@cohenhome.org,6/24/21
Colonial Gardens At Warner Robins #1,PERSONAL CARE HOME,903 HIGHWAY 96,Warner Robins,GA,31088,Houston,23,4789878988,fawadkhan1947@hotmail.com,6/24/21
Colonial Gardens At Warner Robins #2,PERSONAL CARE HOME,903 HIGHWAY 96,Warner Robins,GA,31088,Houston,23,4789878988,fawadkhan1947@hotmail.com,6/24/21
Colonnade,PERSONAL CARE HOME,4275 OWENS ROAD,Evans,GA,30809,Columbia,40,7068689800,benjaminguest@uh.org,6/24/21
Colquitt Alternative Living Care,PERSONAL CARE HOME,258 E. COLLEGE STREET,Colquitt,GA,39837,Miller,15,2297582000,colquittalternat@bellsouth.net,6/24/21
Colquitt Garden Manor,PERSONAL CARE HOME,"498 5TH STREET, SE",Moultrie,GA,31768,Colquitt,24,2298913336,wcbyrd@mail.com,6/24/21
Columbus Personal Care Home,PERSONAL CARE HOME,2940 9TH STREET,Columbus,GA,31906,Muscogee,6,7065051590,sjackson68@att.net,6/24/21
Comfort Care Personal Care Home,PERSONAL CARE HOME,5383 BROWN LEE ROAD,Stone Mountain,GA,30087,Gwinnett,3,7705645962,,6/24/21
Comfort Personal Care Home,PERSONAL CARE HOME,11612 FLEMMING COVE DRIVE,Hampton,GA,30228,Clayton,6,7707310641,comfortpc13@yahoo.com,6/24/21
