Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,2026 WOMACK ROAD,ATLANTA,GA,30338,DEKALB,120,6782227500,jgopen@jewishhomelife.org
"BERNICE BELL HOUSE PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,392 PECAN STREET,DAWSON,GA,39842,TERRELL,6,2299381528,bernicebellpch@gmail.com
BESTCARE SENIOR HOME,PERSONAL CARE HOME,"2775 CRUSE ROAD, BUILDING 1401",LAWRENCEVILLE,GA,30044,GWINNETT,10,7707178588,yanniepei@yahoo.com
BESTCARE SENIOR HOME 2,PERSONAL CARE HOME,2775 CRUSE ROAD #1501,LAWRENCEVILLE,GA,30044,GWINNETT,12,7707178588,yanniepei@yahoo.com
BETHEL GARDENS,PERSONAL CARE HOME,3805 JACKSON WAY EXT,POWDER SPRINGS,GA,30127,COBB,48,7709433620,lara@bethelgardens.com
BETTER DAYS,PERSONAL CARE HOME,3190 SMOKE RIDGE CT,FAIRBURN,GA,30213,FULTON,4,6788465344,martinclaudia71@yahoo.com
"BETTER HOME CARE, A",PERSONAL CARE HOME,2700 STANCIL BOULEVARD,JONESBORO,GA,30236,CLAYTON,5,6784893939,abetterhomecare@gmail.com
BETTY'S PERSONAL CARE HOME,PERSONAL CARE HOME,17 ARABIAN TRAIL,SWAINSBORO,GA,30401,EMANUEL,4,4782896351,Bschoen_60@yahoo.com
BETTY'S PERSONAL CARE HOME,PERSONAL CARE HOME,"1288 LORENZO DRIVE, S.W.",ATLANTA,GA,30310,FULTON,5,4047525875,
BIG SPRINGS PLACE,PERSONAL CARE HOME,131 MELISSA LANE,CEDARTOWN,GA,30125,POLK,50,7707490905,speter@enlivant.com
BILMISD LOVING CARE HOME,PERSONAL CARE HOME,5318 POST ROAD PASS,STONE MOUNTAIN,GA,30088,DEKALB,5,6786153549,bilmisdlovingcare@gmail.com
BLACKSHEAR RETIREMENT VILLAS,PERSONAL CARE HOME,1110 BLACKSHEAR ROAD,CORDELE,GA,31015,CRISP,24,2292732405,
BLD PERSONAL HOME CARE,PERSONAL CARE HOME,564 GLENNHAVEN DRIVE,MARIETTA,GA,30064,COBB,3,6787428383,brendadaniel1126@yahoo.com
BLESS CHILD R3 OASIS,PERSONAL CARE HOME,9212 GA HWY 57,MC INTYRE,GA,31054,WILKINSON,6,4789461619,care@bttmhome.com
BLESS TO THE MAX,PERSONAL CARE HOME,5870 GA HIGHWAY 57,GORDON,GA,31031,WILKINSON,6,4786282299,care@bttmhome.com
BLESSED GARDENZ,PERSONAL CARE HOME,1161 HACKNEE COURT,LAWRENCEVILLE,GA,30044,GWINNETT,3,6783733900,blessedgardenz@gmail.com
"BLESSING TO YOU LLC, A",PERSONAL CARE HOME,1009 D'ANTIGNAC STREET,AUGUSTA,GA,30901,RICHMOND,8,7068334877,
"BLUE GARNET PCH, THE",PERSONAL CARE HOME,466 MANGET STREET,MARIETTA,GA,30060,COBB,12,6782904136,omusiele@live.com
BLUE GRASS PERSONAL CARE HOME,PERSONAL CARE HOME,2660 WHISPER TRAIL,DOUGLASVILLE,GA,30135,DOUGLAS,3,6782326207,maxine@maxinemoney.com
BLUE HORIZONS PERSONAL CARE HOME,PERSONAL CARE HOME,1760 SHILLINGS ROAD,KENNESAW,GA,30152,COBB,4,6782024682,susan@bluehorizonspch.com
BLUE RIDGE ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,1600 BALLETOWN ROAD,BLUE RIDGE,GA,30513,FANNIN,134,7069466000,info@blueridgeassistedliving.com
BLUE STREAM RESIDENTIAL HOME,PERSONAL CARE HOME,4266 RIDGEFIELD COURT,COLUMBUS,GA,31907,MUSCOGEE,4,7066107886,eba@bluestreamhomes.com
BLUE WILLOW PERSONAL CARE HOME,PERSONAL CARE HOME,1585 LONGWOOD DRIVE,MARIETTA,GA,30008,COBB,6,6785405862,mattyc173@gmail.com
BLYTHER COMFORTING HOME,PERSONAL CARE HOME,2458 WEDGEWOOD COURT,DECATUR,GA,30035,DEKALB,3,7707975664,blythercomfort@yahoo.com
BOBBI PERSONAL CARE HOME II,PERSONAL CARE HOME,112 JEFFERSON PARKWAY #714,NEWNAN,GA,30263,COWETA,2,7707556669,
BOBBI PERSONAL CARE HOME IV,PERSONAL CARE HOME,118 JEFFERSON PARKWAY  APT 1016,NEWNAN,GA,30263,COWETA,2,7706834588,
BOSWELL PERSONAL CARE HOME,PERSONAL CARE HOME,4365 EATONTON ROAD,MADISON,GA,30650,MORGAN,6,7067170757,anitaboswell81@yahoo.com
"BOTANY PERSONAL CARE HOME, II",PERSONAL CARE HOME,5319 MADISON ST,FOREST PARK,GA,30297,CLAYTON,6,4044586915,BOTANYCL@YAHOO.COM
BOUNTIFUL HILLS,PERSONAL CARE HOME,200 BOLTON DRIVE,COMMERCE,GA,30529,JACKSON,52,7063355152,"cheri@bountifulhills,com"
BRADLEY PLACE,PERSONAL CARE HOME,418 NORTH PARK AVENUE,TIFTON,GA,31794,TIFT,24,2293869789,wcbyrd@mail.com
"BRANTLEY - CAULEY, OVIE THE",PERSONAL CARE HOME,1628 COLLEGE STREET,SOPERTON,GA,30457,TREUTLEN,14,9125294131,
BRASSTOWN MANOR,ASSISTED LIVING COMMUNITY,108 CHURCH STREET,HIAWASSEE,GA,30546,TOWNS,48,7068964285,priscilla.bmanor@brmemc.net
BRAVE PCH,PERSONAL CARE HOME,9189 BRAVE COURT,JONESBORO,GA,30236,CLAYTON,4,7704783306,bristerjohn@belllsouth.net
BREWER PERSONAL CARE HOME,PERSONAL CARE HOME,1481 BREWER AVENUE,COLUMBUS,GA,31903,MUSCOGEE,6,7066108385,monacopersonalcare@gmail.com
"BRICKMONT ACWORTH SPE, LLC",ASSISTED LIVING COMMUNITY,3114 COBB PARKWAY,ACWORTH,GA,30101,COBB,144,7708864074,cheryl.kochensparger@brickmont.com
BRICKMONT ASSISTED LIVING,ASSISTED LIVING COMMUNITY,2925 WEBB ROAD,MILTON,GA,30004,FULTON,124,4047027275,cheryl.kochensparger@brickmont.com
"BRICKMONT JOHNS CREEK SPE, LLC",ASSISTED LIVING COMMUNITY,2305 PEACHTREE PARK,CUMMING,GA,30041,FORSYTH,144,4047027275,cheryl.kochensparger@brickmont.com
BRICKMONT WOODSTOCK SPE,ASSISTED LIVING COMMUNITY,13291 HIGHWAY 92,WOODSTOCK,GA,30188,CHEROKEE,144,4047027275,cheryl.kochensparger@brickmont.com
"BRIDGE AT LAWRENCEVILLE, THE",PERSONAL CARE HOME,220 COLLINS INDUSTRIAL WAY,LAWRENCEVILLE,GA,30045,GWINNETT,85,6783778191,cdquador@centurypa.com
"BRIDGE OF FLOYD COUNTY, THE",PERSONAL CARE HOME,48 HONEYSUCKLE RIDGE ROAD,ROME,GA,30161,FLOYD,4,7065060782,yashika26@hotmail.com
"BRIGHT HOPE PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,586 FORT STREET,MARIETTA,GA,30060,COBB,12,6786538310,brighthopepch@gmail.com
BRIGHT ROSE PERSONAL CARE HOME,PERSONAL CARE HOME,1425 KINCAID ROAD,MARIETTA,GA,30066,COBB,6,7709714305,lollacole@yahoo.com
BRIGHT WAY PCH,PERSONAL CARE HOME,8829 HAMILTON ROAD,PINE MOUNTAIN,GA,31822,TROUP,6,7064893038,jessierlanders@bellsouth.net
BRIGHTER BEGINNING PCH,PERSONAL CARE HOME,800 CHAPEL HILL DRIVE,LAWRENCEVILLE,GA,30045,GWINNETT,6,7702772450,normaclarke781@yahoo.com
BRIGHTER DAY PCH,PERSONAL CARE HOME,2720 COLORADO STREET,COLUMBUS,GA,31906,MUSCOGEE,5,7065961177,
BRIGHTER MORNINGS AT THE SHOALS,PERSONAL CARE HOME,7456 HWY 82 SPUR,MAYSVILLE,GA,30558,JACKSON,6,7066522730,brightermorning@aol.com
BRIGHTMOOR SENIOR LIVING,PERSONAL CARE HOME,3223 NEWNAN ROAD,GRIFFIN,GA,30223,SPALDING,69,7702279950,tpvirden@bellsouth.net
BRIGHTON GARDENS OF BUCKHEAD,ASSISTED LIVING COMMUNITY,3088 LENOX ROAD,ATLANTA,GA,30324,FULTON,125,4048468335,buckheadbg.ed@sunriseseniorliving.com
BRIGHTON GARDENS OF DUNWOODY,ASSISTED LIVING COMMUNITY,1240 ASHFORD CENTER PARKWAY,DUNWOODY,GA,30338,DEKALB,125,7707309333,licensing@sunriseseniorliving.com
BRITTANY'S ANGELS PERSONAL CARE HOME,PERSONAL CARE HOME,15 SIDNEY DRIVE,SAVANNAH,GA,31406,CHATHAM,3,9124413763,temekaearly@yahoo.com
BRITTANY'S ANGELS PERSONAL CARE HOME 2,PERSONAL CARE HOME,25 N PARKWOOD DRIVE,SAVANNAH,GA,31404,CHATHAM,4,9124413763,temekaearly@yahoo.com
BRITTANY'S PLACE,PERSONAL CARE HOME,141 DENIS DRIVE,JEFFERSONVILLE,GA,31044,TWIGGS,20,4789456594,
BROAD STREET PCH,PERSONAL CARE HOME,227 BROAD STREET,TALLAPOOSA,GA,30176,HARALSON,4,7705745477,
BRODERICK PERSONAL CARE,PERSONAL CARE HOME,114 CHAPEL ST,GREENSBORO,GA,30642,GREENE,6,7064534519,yoosheeb@yahoo.com
BROKEN HORN CT,PERSONAL CARE HOME,3926 BROKEN HORN COURT,DOUGLASVILLE,GA,30135,DOUGLAS,5,5086158849,hgyimah54@gmail.com
BROOKDALE AUGUSTA,PERSONAL CARE HOME,326 BOY SCOUT ROAD,AUGUSTA,GA,30909,RICHMOND,48,7067386003,sewest@brookdale.com
BROOKDALE BUFORD,PERSONAL CARE HOME,4450 OLD HAMILTON ROAD,BUFORD,GA,30518,GWINNETT,64,6783412338,lisa.lewis@brookdale.com
BROOKDALE CARROLLTON,ASSISTED LIVING COMMUNITY,530 NORTHSIDE DRIVE,CARROLLTON,GA,30117,CARROLL,100,7702141988,cdingler@brookdale.com
BROOKDALE CHAMBREL ROSWELL,PERSONAL CARE HOME,1000 APPLEWOOD DRIVE,ROSWELL,GA,30076,FULTON,30,7705944600,jlotz@brookdaleliving.com
BROOKDALE CHAMBREL ROSWELL MC,ASSISTED LIVING COMMUNITY,2000 APPLEWOOD DRIVE,ROSWELL,GA,30076,FULTON,36,6787811631,rstriakland1@brookdale.com
BROOKDALE COLUMBUS,PERSONAL CARE HOME,3607 WEEMS ROAD,COLUMBUS,GA,31909,MUSCOGEE,56,7065764811,david.denton@brookdale.com
BROOKDALE HARTWELL,PERSONAL CARE HOME,45 WALNUT STREET,HARTWELL,GA,30643,HART,50,7063766166,kathy.O'Brien@brookdale.com
BROOKDALE LAWRENCEVILLE,PERSONAL CARE HOME,1000 RIVER CENTRE PLACE,LAWRENCEVILLE,GA,30043,GWINNETT,72,7709639934,anita.khan@brookdale.com
BROOKDALE NEWNAN,ASSISTED LIVING COMMUNITY,355 MILLARD FARMER INDUSTRIAL BOULEVARD,NEWNAN,GA,30263,COWETA,28,7702529007,splunkettwuerger@brookdale.com
BROOKDALE ROME,ASSISTED LIVING COMMUNITY,180 WOODROW WILSON WAY,ROME,GA,30165,FLOYD,100,7062341655,carol.flowers@brookdale.com
BROOKDALE SWEETWATER CREEK,PERSONAL CARE HOME,1600 LEE ROAD,LITHIA SPRINGS,GA,30122,DOUGLAS,67,7708196777,jadams@brookdale.com
BROOKS HOME CARE,PERSONAL CARE HOME,2408 MIMS ROAD,HEPHZIBAH,GA,30815,RICHMOND,4,7067512483,
"BROOKSIDE COMMERCE, LLC",PERSONAL CARE HOME,199 WEST W GARY ROAD,COMMERCE,GA,30529,JACKSON,50,7063365818,scott@cedarlp.com
BROOKSIDE GLEN,ASSISTED LIVING COMMUNITY,400 BRADLEY PARK DR,COLUMBUS,GA,31904,MUSCOGEE,48,7063223040,ed@brooksideglenal.com
"BROOKSIDE STONE MOUNTAIN, LLC",PERSONAL CARE HOME,1745 PARKE PLAZA CIRCLE,STONE MOUNTAIN,GA,30087,GWINNETT,60,7704698800,rich@cedarlp.com
BROOKWOOD PERSONAL CARE HOME,PERSONAL CARE HOME,1800 BUENA VISTA ROAD,COLUMBUS,GA,31906,MUSCOGEE,23,7062215173,patbmanuel2@gmail.com
BROWN PERSONAL CARE HOME,PERSONAL CARE HOME,554 IDLEWOOD ROAD,WAYNESBORO,GA,30830,BURKE,6,7064378486,brownpersonalcar@bellsouth.net
BUCKINGHAM SOUTH,ASSISTED LIVING COMMUNITY,5450 ABERCORN STREET,SAVANNAH,GA,31405,CHATHAM,92,9123555550,juliepatt13@yahoo.com
BURNT HICKORY RESIDENCES,PERSONAL CARE HOME,89 BURNT HICKORY ROAD,CARTERSVILLE,GA,30120,BARTOW,30,7703864202,dwannall@yahoo.com
BURST OF JOY,PERSONAL CARE HOME,396 7TH AVE SE,CAIRO,GA,39828,GRADY,6,2293970819,
C & G CARE WHISPERS,PERSONAL CARE HOME,5520 HIGHWAY 20,LOGANVILLE,GA,30052,WALTON,5,6788888888,carol.barnes66@gmail.com
C & M PERSONAL CARE HOME,PERSONAL CARE HOME,36 COCHRAN RD,MARIETTA,GA,30060,COBB,3,7704290884,cleatricemcgregor@yahoo.com
C AND L PERSONAL CARE HOME,PERSONAL CARE HOME,503 ELM AVENUE,AMERICUS,GA,31709,SUMTER,6,2293800294,leslie90@bellsouth.net
C R NEELEY,PERSONAL CARE HOME,1142 COLVIN KENNEDY ROAD,LINCOLNTON,GA,30817,LINCOLN,5,7063595034,
CADENCE AT MT ZION,ASSISTED LIVING COMMUNITY,7493 MT ZION BLVD,JONESBORO,GA,30236,CLAYTON,133,7702106433,tcolburn@cadencesl.com
CADENCE MARIETTA,ASSISTED LIVING COMMUNITY,1345 MILFORD CHURCH ROAD,MARIETTA,GA,30008,COBB,133,6783667700,tcolburn@cadencesl.com
CAMDEN PLACE,PERSONAL CARE HOME,115 DODD CIRCLE,STATESBORO,GA,30458,BULLOCH,20,9124892007,mlaidler@helpathome.com
CAMELLIA PLACE,ASSISTED LIVING COMMUNITY,294 ROPE MILL ROAD,WOODSTOCK,GA,30188,CHEROKEE,110,7702961513,amcfall@camelliaplace.com
CAMELLIA WALK ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,3949 EVANS TO LOCKS ROAD,EVANS,GA,30809,COLUMBIA,95,7063969255,info@camillawalk.com
CAMELOT COURT,PERSONAL CARE HOME,611 SOUTH APRICOT STREET,OCILLA,GA,31774,IRWIN,4,2294689395,sunnydale@windstream.net
CAMELOT HOUSE,PERSONAL CARE HOME,6270 KIMBERLY MILLS ROAD,COLLEGE PARK,GA,30349,FULTON,4,4047961626,camelothouseinc@yahoo.com
CAMERON HALL OF ELLIJAY,PERSONAL CARE HOME,114 PENLAND STREET,ELLIJAY,GA,30540,GILMER,70,7065154100,licensing@5sqc.com
CAMERON HALL SENIOR LIVING COMMUNITIES,ASSISTED LIVING COMMUNITY,240 MARIETTA HIGHWAY,CANTON,GA,30114,CHEROKEE,105,7707200290,ayoung2@5ssl.com   and licensing@5sqc.com (corporate e-mail)
CAMPBELL - STONE NORTH PERSONAL CARE,PERSONAL CARE HOME,"350 CARPENTER DRIVE, NE",ATLANTA,GA,30328,FULTON,24,4042562612,cpepper@campbellstone.org
CANDLER RIDGE II,PERSONAL CARE HOME,1205 NUNNALLY DRIVE,MONROE,GA,30655,WALTON,6,7707860499,sgrant13@earthlink.net
CANDLER RIDGE III PCH,PERSONAL CARE HOME,4053 CHEMAWA DRIVE,STONE MOUNTAIN,GA,30083,DEKALB,3,4042991748,
CANNON WOOD VILLAGE,PERSONAL CARE HOME,2834 OLD US HIGHWAY 441,TIGER,GA,30576,RABUN,32,7067826570,info@cannonwoodvillage.com
"CANOPY AT AZALEA GROVE, THE",ASSISTED LIVING COMMUNITY,6002 N OAK STREET,VALDOSTA,GA,31605,LOWNDES,75,2292627370,Scarlett.holt@thecanopyatazaleagrove.com
"CANOPY AT BOYNTON RIDGE, THE",ASSISTED LIVING COMMUNITY,54 BATTLEFIELD CANOPY CIRCLE,RINGGOLD,GA,30736,CATOOSA,80,7064710910,ALLIE.HILL@THE CANOPYATBOYNTONRIDGE.COM
"CANOPY AT WARNER ROBINS, THE",ASSISTED LIVING COMMUNITY,120 LATHAM DRIVE,WARNER ROBINS,GA,31088,HOUSTON,72,4783135501,ADMINISTRATION@SRIMGT.COM
CANTERBURY COURT,PERSONAL CARE HOME,"3750 PEACHTREE ROAD, NE",ATLANTA,GA,30319,FULTON,22,4042616611,julieparker@canterburyccrc.org
CANTERFIELD OF KENNESAW,ASSISTED LIVING COMMUNITY,4381 BELLS FERRY,KENNESAW,GA,30144,COBB,99,4703085260,mike@canterfieldofkennesaw.com
CARE & COMFORT EXTENDED STAY,PERSONAL CARE HOME,3417 RIDGECREST DRIVE,POWDER SPRINGS,GA,30127,COBB,3,7704398643,gwendwilliams@gmail.com
CARE AND RESPECT HOME CARE,PERSONAL CARE HOME,1204 CROSSBOW TERRACE,HAMPTON,GA,30228,CLAYTON,2,7708978094,K.OKONKWO@HOTMAIL.COM
CARE CONNECT RESIDENTIAL LIVING SERVICES,PERSONAL CARE HOME,2475 MEREDITH WALK,ELLENWOOD,GA,30294,DEKALB,3,4047489481,noahark2019@gmail.com
CARE ONE AT JAMERSON,PERSONAL CARE HOME,1076 JAMERSON ROAD,MARIETTA,GA,30066,COBB,3,4047070370,careonehome@yahoo.com
CARE ONE PCH,PERSONAL CARE HOME,6074 GREAT OAKS DRIVE,LITHONIA,GA,30058,DEKALB,3,6783957536,byronj63@yahoo.com
CARED BY SISTERS,PERSONAL CARE HOME,582 ROCKBRIDGE RD SW,LILBURN,GA,30047,GWINNETT,6,4702756500,caredbysisters@gmail.com
CAREFREE MAISON,PERSONAL CARE HOME,4055 WILL LEE ROAD,COLLEGE PARK,GA,30349,FULTON,6,4047678160,veb64@aol.com
CARING 4 YOU PERSONAL CARE HOME,PERSONAL CARE HOME,4945 GOLDEN CIRCLE,MABLETON,GA,30126,COBB,3,4043688938,msreneika@gmail.com
"CARING HAND PERSONAL CARE HOME, A",PERSONAL CARE HOME,2228 ROSIER ROAD SUITE A,AUGUSTA,GA,30906,RICHMOND,4,7622242986,edwinforeman@yahoo.com
CARING HANDS ADULT CARE,PERSONAL CARE HOME,"2000 AUSTELL ROAD, SUITES 406-410, 416-420",MARIETTA,GA,30008,COBB,18,6785080273,caringhandsadultcare@gmail.com
CARING HANDS ADULT CARE I,PERSONAL CARE HOME,"2000 AUSTELL ROAD BUILDING 400, SUITE 426-430",MARIETTA,GA,30008,COBB,6,4045740018,caringhandsadultcare@gmail.com
CARING HANDS PERSONAL CARE HOME,PERSONAL CARE HOME,1741 HIGHWAY 138,RIVERDALE,GA,30296,CLAYTON,9,7709965552,caringhands01@hotmail.com
CARING HEARTS PERSONAL CARE HOME,PERSONAL CARE HOME,430 SOUTH BROAD STREET,MONROE,GA,30655,WALTON,6,6786358789,caringhearts@windstream.net
CARITAS II PCH,PERSONAL CARE HOME,4392 YELLOW ROSE DRIVE,AUSTELL,GA,30106,COBB,3,6783246664,281caritas@gmail.com
CARITAS III PCH,PERSONAL CARE HOME,301 DILLARD DRIVE NE,KENNESAW,GA,30144,COBB,3,6785038775,281caritas@gmail.com
CARITAS PCH,PERSONAL CARE HOME,281 DILLARD DRIVE NE,KENNESAW,GA,30144,COBB,3,4703086170,281caritas@gmail.com
CARLISLE HOUSE,PERSONAL CARE HOME,220 N SCOTT STREET,CAMILLA,GA,31730,MITCHELL,3,2294397061,mhatcher@swga-easterseals.org
CARLYLE PLACE RETIREMENT COMMU,PERSONAL CARE HOME,5300 ZEBULON ROAD,MACON,GA,31210,BIBB,66,4784054500,hart.brian@navicenthealth.org
CAROLINE'S CARE CENTER LLC,PERSONAL CARE HOME,8505 PEACHTREE LANE,RIVERDALE,GA,30274,CLAYTON,3,6785865630,carolinescarecenterllc@gmail.com
CAROLYN'S II,PERSONAL CARE HOME,202 EAST ADAIR STREET,VALDOSTA,GA,31601,LOWNDES,6,2293339796,
CAROUSEL HOUSE II,PERSONAL CARE HOME,173 SOUTH LEE STREET,FORSYTH,GA,31029,MONROE,12,4789943694,CAROUSELHOUSE@FORSYTHCABLE.COM
CARRINGTON PERSONAL CARE HOME,PERSONAL CARE HOME,512 HODGES STREET,LOGANVILLE,GA,30052,GWINNETT,12,4044282749,sgrant13@earthlink.net
CATERING TO CARE PERSONAL CARE HOME,PERSONAL CARE HOME,405 BARNHILL DRIVE,SAVANNAH,GA,31406,CHATHAM,4,9122579346,shantia.pond@comcast.net
CAVE SPRING MANOR,PERSONAL CARE HOME,44 ALABAMA STREET,CAVE SPRING,GA,30124,FLOYD,24,7067773533,cavespringmanor@gmail.com
CAVE SPRING MANOR II,PERSONAL CARE HOME,42 ALABAMA ST,CAVE SPRING,GA,30124,FLOYD,4,7067773533,cavespringmanor@gmail.com
CECIL B DAY HOME,PERSONAL CARE HOME,1135 HIGHWAY 42 NORTH,FORSYTH,GA,31029,MONROE,4,4789946580,marymays@bellsouth.net
CEDAR GROVE PERSONAL CARE HOME,PERSONAL CARE HOME,245 SOUTH WOODLAWN DRIVE,CRAWFORD,GA,30630,OGLETHORPE,6,7067496133,cedargrovepch@gmail.com
CEDAR HILL SENIOR LIVING COMMUNITY,PERSONAL CARE HOME,402 EAST ELLAWOOD AVENUE,CEDARTOWN,GA,30125,POLK,60,7707482284,sbowen@mmmlaw.com
CEDAR PLANTATION SENIOR LIVING,PERSONAL CARE HOME,46637 HIGHWAY 46 EAST,METTER,GA,30439,CANDLER,36,9126854700,jonathan.short@integrityspillc.com
CELEBRATION VILLAGE ACWORTH,ASSISTED LIVING COMMUNITY,4460 CELEBRATION BOULEVARD,ACWORTH,GA,30101,COBB,100,6785943570,keith@cvillage.com
CELEBRATION VILLAGE FORSYTH,ASSISTED LIVING COMMUNITY,3000 CELEBRATION BOULEVARD,SUWANEE,GA,30024,FORSYTH,100,7708866565,JIM@CVILLAGE.COM
CG HOME CARE,PERSONAL CARE HOME,233 JOE NAIA RD,JESUP,GA,31545,WAYNE,6,9125867856,cgehomecare@gmail.com
CG HOME CARE II,PERSONAL CARE HOME,255 JOE NAIA RD,JESUP,GA,31545,WAYNE,6,9126023322,cgehomecare@gmail.com
CHAMPION PERSONAL CARE HOME,PERSONAL CARE HOME,15 AVERY DRIVE,COVINGTON,GA,30016,NEWTON,2,7703775119,championcare@ymail.com
CHANDLER PLACE,PERSONAL CARE HOME,61 ANNIE CHANDLER TRAIL,LAWRENCEVILLE,GA,30046,GWINNETT,8,6786157389,david.crews@vphealth.org
CHANGES OF CHOICE,PERSONAL CARE HOME,2223 STARLINE DRIVE,DECATUR,GA,30032,DEKALB,3,4043281418,COCPCH1@yahoo.com
CHARIS LOVING CARE HOME,PERSONAL CARE HOME,2000 AUSTELL ROAD UNITS 411-415,MARIETTA,GA,30008,COBB,6,6784836733,charispch@gmail.com
CHARIS LOVING CARE HOME #2,PERSONAL CARE HOME,"2000 AUSTELL ROAD, UNITS 401-405",MARIETTA,GA,30008,COBB,5,6784836733,charispch@gmail.com
CHARIS PERSONAL CARE HOMES,PERSONAL CARE HOME,1914 SKIDAWAY ROAD,SAVANNAH,GA,31404,CHATHAM,6,9126042144,care@charisassistedliving.com
CHARMS PERSONAL CARE HOME,PERSONAL CARE HOME,900 WEST RESIDENCE P.O. BOX 5345,ALBANY,GA,31706,DOUGHERTY,18,2298887741,chrmspersonalcare@yahoo.com
CHARTER SENIOR LIVING AT SOUTHERN PINES,PERSONAL CARE HOME,423 COVINGTON AVENUE,THOMASVILLE,GA,31792,THOMAS,130,9128093174,kevenb@charterseniorliving.com
CHASE ESTATES PCH,PERSONAL CARE HOME,983 OLD GREYSTONE DRIVE,LITHONIA,GA,30058,DEKALB,3,6789230839,chase.estates@yahoo.com
"CHATHAM, J HOWARD HOME",PERSONAL CARE HOME,14600 PROVIDENCE ROAD,MILTON,GA,30004,FULTON,4,7707519970,scrowe@ddmga.org
CHELSEA HOUSE,PERSONAL CARE HOME,515 CARR STREET,AUGUSTA,GA,30904,RICHMOND,6,7063641168,bsaxonpch@comcast.net
CHEROKEE ANGEL PCH 2,PERSONAL CARE HOME,3132 MARIETTA HIGHWAY,CANTON,GA,30114,CHEROKEE,4,4708635563,MIDELYNL@YAHOO.COM
CHEROKEE HOME,PERSONAL CARE HOME,311 BRICKMILL ROAD (P.O. BOX 1335),CANTON,GA,30115,CHEROKEE,4,7707202317,
CHEROKEE'S ANGEL PCH 3,PERSONAL CARE HOME,326 HEIGHTS PLACE,CANTON,GA,30114,CHEROKEE,10,6784939922,midelyn1@yahoo.com
CHESTNUT MANOR,PERSONAL CARE HOME,13 CHESTNUT STREET,GRIFFIN,GA,30223,SPALDING,6,7702288034,musgrovemanorpch@comcast.net
CHI'S,PERSONAL CARE HOME,2023 HIGHWAY 138,RIVERDALE,GA,30296,CLAYTON,3,4704243783,chidinmafaithx4164@gmail.com
CHOICE CARE SENIOR HOME,PERSONAL CARE HOME,278 CS FLOYD ROAD,LOGANVILLE,GA,30052,WALTON,6,7705548600,angelaperry495@msn.com
CHOICE PERSONAL CARE HOME,PERSONAL CARE HOME,135 LATA TERRACE,MILLEDGEVILLE,GA,31061,BALDWIN,5,4788049924,dichoice@yahoo.com
CHRISTIAN CARE HOME #2,PERSONAL CARE HOME,114 JACQUELINE TERRACE,MILLEDGEVILLE,GA,31061,BALDWIN,6,4784534337,battlelinda@yahoo.com
"CHRISTMAS, JOHNNIE E MANOR",PERSONAL CARE HOME,3891 MANOR HOUSE DRIVE,MARIETTA,GA,30062,COBB,6,7705221646,glovelace@bellsouth.net
CHUMANI PERSONAL CARE HOME,PERSONAL CARE HOME,164 RAMBLE HILLS DR,ATHENS,GA,30606,CLARKE,3,7062159028,2019CHUMANI@GMAIL.COM
CHUMANI PERSONAL CARE HOME LLC,PERSONAL CARE HOME,1178 COLLEGE STREET,MONTICELLO,GA,31064,JASPER,16,7062968255,2019chumani@gmail.com
CHURCH STREET MANOR,PERSONAL CARE HOME,425 WEST CHURCH STREET,SWAINSBORO,GA,30401,EMANUEL,15,4782376763,ricky.thompson@snapon.com
"CLAIBORNE AT NEWAN LAKES, THE",ASSISTED LIVING COMMUNITY,461 NEWNAN LAKES BOULEVARD,NEWNAN,GA,30263,COWETA,65,4706866080,Cory Rogers
CLAIBORNE AT WEST LAKE (THE),ASSISTED LIVING COMMUNITY,557 FURYS FERRY RD,MARTINEZ,GA,30907,COLUMBIA,111,7069554549,infocwl@theclaiborne.com
CLARA'S HEART PERSONAL CARE HOME,PERSONAL CARE HOME,4969 ROCKBRIDGE ROAD,STONE MOUNTAIN,GA,30088,DEKALB,6,7704690416,
CLARE HOUSE LIVING I,PERSONAL CARE HOME,3144 MACEDONIA ROAD,POWDER SPRINGS,GA,30127,COBB,12,7704392596,clarehouseliving@gmail.com
CLARE HOUSE LIVING II,PERSONAL CARE HOME,3948 FLINT HILL ROAD,POWDER SPRINGS,GA,30127,COBB,3,6785045622,rhemapch@yahoo.com
CLARK RESIDENCY,PERSONAL CARE HOME,2269 LESLIE BROOK DRIVE,DECATUR,GA,30035,DEKALB,2,6782660614,campbellevet@yahoo.com
CLARY CARE CENTER & WILKINSON,PERSONAL CARE HOME,249 HOSPITAL DRIVE,TOCCOA,GA,30577,STEPHENS,104,7062821197,hknight@stephenscountyhospital.com
COASTAL SENIOR LIVING OF SAINT MARY'S,PERSONAL CARE HOME,1020 MCDOWELL STREET,SAINT MARYS,GA,31558,CAMDEN,24,9128826353,
