HFR Facility Finder,,,,,,,,,,,,
 ,Name,Facility Type,Address,City,State,Zip,County,Bed Capacity,Telephone,Effective Date of License,Administrator,Email
,AZALEA HOUSE,PERSONAL CARE HOME,1896 LUDOVIE LANE,DECATUR,GA,30033,DEKALB,19,4046346956,05/14/2015,,infoassistedliving@gmail.com
,AZALEA MANOR PERSONAL CARE HOME,PERSONAL CARE HOME,557 EAST WATERMAN STREET,MARIETTA,GA,30060,COBB,42,7704280331,01/17/2017,,gm.hiexyork@gmail.com
,AZALEA WAY,PERSONAL CARE HOME,125 HAMBLETON STREET,THOMASVILLE,GA,31792,THOMAS,6,2295510717,11/16/2005,Mr JAMES BROWN,williamsaccountn@bellsouth.net
,AZARIA PERSONAL CARE HOME,PERSONAL CARE HOME,1753 AZALEA DRIVE,LAWRENCEVILLE,GA,30043,GWINNETT,5,7706823753,02/05/2009,Ms STELUTA PERTEA,stela5pertea@yahoo
,BAPTIST VILLAGE DBA VILLAGE LK,PERSONAL CARE HOME,715 VILLAGE LAKE DRIVE,WAYCROSS,GA,31503,WARE,28,9122879977,08/16/2003,Ms LISA TAYLOR,lisataylor@baptistvillage.com
,BARNA PERSONAL CARE HOME,PERSONAL CARE HOME,490 JERRY HUMPHRIES ROAD,PELHAM,GA,31779,MITCHELL,2,2292948115,02/01/2018,Ms NANCY BEALL,barnahom@bellsouth.net
,BEASLEY'S PERSONAL CARE HOME,PERSONAL CARE HOME,310 SOUTH 3RD STREET,STILLMORE,GA,30464,EMANUEL,3,9125624429,10/26/2004,Ms PHYLLIS BEASLEY,beasleyspch@gmail.com
,BEAVER RUN PERSONAL CARE HOME,PERSONAL CARE HOME,8000 BEAVER RUN ROAD,MIDLAND,GA,31820,MUSCOGEE,6,7066101978,09/01/2020,,patbmanuel@yahoo.com
,BEBE'S COTTAGE,PERSONAL CARE HOME,290 MEADOW DRIVE,ALPHARETTA,GA,30004,FULTON,8,7706199989,05/03/2007,Ms CARIM CHARLES,carimcharles@comcast.net
,BEEHIVE HOMES OF GAINESVILLE,PERSONAL CARE HOME,1073 SOUTH ENOTA,GAINESVILLE,GA,30501,HALL,23,4047866036,10/13/2016,,beehivegainesville@gmail.com
,BELL'S PLACE,PERSONAL CARE HOME,230 NEW OAK RIDGE TRAIL,FAYETTEVILLE,GA,30214,FAYETTE,3,4049401400,05/14/2019,Ms LESHUNDRA GREEN,careconsultantsrn@gmail.com
,"BELL, FRANCES B PERSONAL CARE",PERSONAL CARE HOME,106 JOYNER OGLESBY ROAD,SARDIS,GA,30456,BURKE,6,7065544758,10/03/2007,Ms FELICIA BELL,prinb.fb@gmail.com
,BELLE VISTA PEACOCK RESIDENCE,PERSONAL CARE HOME,62 WORTHINGTON ROAD,KINGSTON,GA,30145,BARTOW,6,7703825771,05/29/2003,Ms SONIA VIERA,
,BELLVIEW PCH,PERSONAL CARE HOME,1906 FORT MORRIS ROAD,MIDWAY,GA,31320,LIBERTY,4,9128846898,05/23/2017,Ms OLIVIA FULLER,bellviewpch@centurytel.net
,BELMONT VILLAGE BUCKHEAD,PERSONAL CARE HOME,"5455 GLENRIDGE DRIVE, NE",ATLANTA,GA,30342,FULTON,100,4042526271,01/31/2012,Mr KEVIN HOLYFIELD,kboese@belmontvillage.com
,BELMONT VILLAGE JOHNS CREEK,PERSONAL CARE HOME,4315 JOHNS CREEK PARKWAY,SUWANEE,GA,30024,FORSYTH,110,7708139505,01/31/2012,Ms JAN BOATRIGHT,jboatright@belmontvillage.com
,BELOVED PCH,PERSONAL CARE HOME,3012 LIBBY DRIVE,AUGUSTA,GA,30906,RICHMOND,3,7064967332,10/04/2019,Ms IRISH JOHNSON,irish.johnson@yahoo.com
,BENJAMIN'S PERSONAL CARE HOME,PERSONAL CARE HOME,2897 SUMMIT DR,JONESBORO,GA,30236,CLAYTON,3,4042591533,05/20/2021,,benhyll2000@gmail.com
,BENT FAITH HOME,PERSONAL CARE HOME,3525 RICHMOND HILL ROAD,AUGUSTA,GA,30906,RICHMOND,3,7626856145,11/05/2014,Ms ANASTACIA BENT,anastaciabent@ymail.com
,BENTLEY SQUARE,PERSONAL CARE HOME,3884 LAVISTA ROAD,TUCKER,GA,30084,DEKALB,24,7709387260,11/01/2016,Ms DESIREE ROBERSON,desiree.roberson@goldenliving.com
,BENTON HOUSE OF AUGUSTA,ASSISTED LIVING COMMUNITY,204 FRAZIER COURT,AUGUSTA,GA,30909,RICHMOND,95,7068690999,12/28/2018,Ms NATASHA ROBERTS,augustadirector@bentonhouse.com
,BENTON HOUSE OF COVINGTON,ASSISTED LIVING COMMUNITY,7155 DEARING ROAD,COVINGTON,GA,30014,NEWTON,72,7707886660,09/10/2018,,covingtondirector@bentonhouse.com
,BENTON HOUSE OF DECATUR,ASSISTED LIVING COMMUNITY,2711 LAWRENCEVILLE HWY,DECATUR,GA,30033,DEKALB,90,4043863773,11/21/2019,Ms HOLLIE CURFMAN,decaturdirector@bentonhouse.com
,BENTON HOUSE OF DOUGLASVILLE,ASSISTED LIVING COMMUNITY,4999 PRESTLEY MILL ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,72,7709429449,01/25/2017,Ms SHELLY EALEY,douglasvilledirector@bentonhouse.com
,BENTON HOUSE OF GRAYSON,ASSISTED LIVING COMMUNITY,2270 LOGANVILLE HIGHWAY,GRAYSON,GA,30017,GWINNETT,80,7706827777,12/28/2018,Ms CHRISTINE SOKOL,graysondirector@bentonhouse.com
,BENTON HOUSE OF NEWNAN,ASSISTED LIVING COMMUNITY,25 NEWNAN LAKES BOULEVARD,NEWNAN,GA,30263,COWETA,80,7702538444,04/16/2019,Mr PHILIP RAMSAMMY,LICENSING@PRINCIPALSENIORLIVING.COM.
,BENTON HOUSE OF STOCKBRIDGE,ASSISTED LIVING COMMUNITY,201 EVERGREEN TERRACE,STOCKBRIDGE,GA,30281,HENRY,64,7703893889,06/28/2018,Ms SHARONDA BETHEL,licensing@principalseniorliving.com
,BENTON HOUSE OF SUGAR HILL,ASSISTED LIVING COMMUNITY,6009 SUWANEE DAM ROAD,SUGAR HILL,GA,30518,GWINNETT,72,7709040099,02/01/2017,Ms JULIANNE CUSTER,sugarhilldirector@bentonhouse.com
,BENTON HOUSE OF WOODSTOCK,ASSISTED LIVING COMMUNITY,3385 TRICKUM ROAD,WOODSTOCK,GA,30188,CHEROKEE,72,6784944500,12/28/2018,Ms SUZANNE KERLEY,woodstockdirector@bentonhouse.com
,BENTON MANOR OF STOCKBRIDGE,ASSISTED LIVING COMMUNITY,195 EVERGREEN TERRACE,STOCKBRIDGE,GA,30281,HENRY,80,7703893889,06/10/2019,Ms SHARONDA BETHEL,licensing@principalseniorliving.com
,BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,2026 WOMACK ROAD,ATLANTA,GA,30338,DEKALB,120,6782227500,02/09/2015,Mr. RHETT SCIRCLE,jgopen@jewishhomelife.org
,"BERNICE BELL HOUSE PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,392 PECAN STREET,DAWSON,GA,39842,TERRELL,6,2299381528,07/16/2020,Ms CIERA RAVEN,bernicebellpch@gmail.com
,BESTCARE SENIOR HOME,PERSONAL CARE HOME,"2775 CRUSE ROAD, BUILDING 1401",LAWRENCEVILLE,GA,30044,GWINNETT,10,7707178588,04/24/2013,Ms YANMING PEI,yanniepei@yahoo.com
,BESTCARE SENIOR HOME 2,PERSONAL CARE HOME,2775 CRUSE ROAD #1501,LAWRENCEVILLE,GA,30044,GWINNETT,12,7707178588,04/24/2013,Ms YANMING PEI,yanniepei@yahoo.com
,BETHEL GARDENS,PERSONAL CARE HOME,3805 JACKSON WAY EXT,POWDER SPRINGS,GA,30127,COBB,48,7709433620,08/01/2017,Ms LARA LEMLEY,lara@bethelgardens.com
,BETTER DAYS,PERSONAL CARE HOME,3190 SMOKE RIDGE CT,FAIRBURN,GA,30213,FULTON,4,6788465344,04/07/2014,Ms MILDRED HARRELL,martinclaudia71@yahoo.com
,"BETTER HOME CARE, A",PERSONAL CARE HOME,2700 STANCIL BOULEVARD,JONESBORO,GA,30236,CLAYTON,5,6784893939,04/21/2017,Ms TEEKEWA ROUNDTREE,abetterhomecare@gmail.com
,BETTY'S PERSONAL CARE HOME,PERSONAL CARE HOME,17 ARABIAN TRAIL,SWAINSBORO,GA,30401,EMANUEL,4,4782896351,04/26/2018,Ms BETTY SCHOEN,Bschoen_60@yahoo.com
,BETTY'S PERSONAL CARE HOME,PERSONAL CARE HOME,"1288 LORENZO DRIVE, S.W.",ATLANTA,GA,30310,FULTON,5,4047525875,01/05/2004,Ms BETTY FAVORS,
,BIG SPRINGS PLACE,PERSONAL CARE HOME,131 MELISSA LANE,CEDARTOWN,GA,30125,POLK,50,7707490905,03/22/2016,Ms ANGIE ASHMORE,speter@enlivant.com
,BILMISD LOVING CARE HOME,PERSONAL CARE HOME,5318 POST ROAD PASS,STONE MOUNTAIN,GA,30088,DEKALB,5,6786153549,03/25/2011,,bilmisdlovingcare@gmail.com
,BLACKSHEAR RETIREMENT VILLAS,PERSONAL CARE HOME,1110 BLACKSHEAR ROAD,CORDELE,GA,31015,CRISP,24,2292732405,04/15/2004,Ms STACEY PEAVY,
,BLD PERSONAL HOME CARE,PERSONAL CARE HOME,564 GLENNHAVEN DRIVE,MARIETTA,GA,30064,COBB,3,6787428383,08/31/2016,Ms BRENDA DANIEL,brendadaniel1126@yahoo.com
,BLESS CHILD R3 OASIS,PERSONAL CARE HOME,9212 GA HWY 57,MC INTYRE,GA,31054,WILKINSON,6,4789461619,05/20/2021,,care@bttmhome.com
,BLESS TO THE MAX,PERSONAL CARE HOME,5870 GA HIGHWAY 57,GORDON,GA,31031,WILKINSON,6,4786282299,11/02/2017,Ms FERN WILLIAMS,care@bttmhome.com
,BLESSED GARDENZ,PERSONAL CARE HOME,1161 HACKNEE COURT,LAWRENCEVILLE,GA,30044,GWINNETT,3,6783733900,08/12/2009,Ms AUGUSTINE AWUAH,blessedgardenz@gmail.com
,"BLESSING TO YOU LLC, A",PERSONAL CARE HOME,1009 D'ANTIGNAC STREET,AUGUSTA,GA,30901,RICHMOND,8,7068334877,02/05/2020,Ms FELICIA MCCLADDIE,
,"BLUE GARNET PCH, THE",PERSONAL CARE HOME,466 MANGET STREET,MARIETTA,GA,30060,COBB,12,6782904136,11/08/2012,,omusiele@live.com
,BLUE GRASS PERSONAL CARE HOME,PERSONAL CARE HOME,2660 WHISPER TRAIL,DOUGLASVILLE,GA,30135,DOUGLAS,3,6782326207,03/08/2017,Mrs MAXINE MOONEY,maxine@maxinemoney.com
,BLUE HORIZONS PERSONAL CARE HOME,PERSONAL CARE HOME,1760 SHILLINGS ROAD,KENNESAW,GA,30152,COBB,4,6782024682,04/24/2019,Ms SUSAN MAJOR,susan@bluehorizonspch.com
,BLUE RIDGE ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,1600 BALLETOWN ROAD,BLUE RIDGE,GA,30513,FANNIN,134,7069466000,06/30/2017,Ms ELIZABETH ZYLSTRA,info@blueridgeassistedliving.com
,BLUE STREAM RESIDENTIAL HOME,PERSONAL CARE HOME,4266 RIDGEFIELD COURT,COLUMBUS,GA,31907,MUSCOGEE,4,7066107886,08/08/2018,Mr BRANDON AVERETT,eba@bluestreamhomes.com
,BLUE WILLOW PERSONAL CARE HOME,PERSONAL CARE HOME,1585 LONGWOOD DRIVE,MARIETTA,GA,30008,COBB,6,6785405862,09/22/2015,Mr MATT COX,mattyc173@gmail.com
,BLYTHER COMFORTING HOME,PERSONAL CARE HOME,2458 WEDGEWOOD COURT,DECATUR,GA,30035,DEKALB,3,7707975664,09/14/2011,Ms DOLLETTE BLYTHER,blythercomfort@yahoo.com
,BOBBI PERSONAL CARE HOME II,PERSONAL CARE HOME,112 JEFFERSON PARKWAY #714,NEWNAN,GA,30263,COWETA,2,7707556669,06/21/2007,Mr LAWRENCE ENENMUO,
,BOBBI PERSONAL CARE HOME IV,PERSONAL CARE HOME,118 JEFFERSON PARKWAY  APT 1016,NEWNAN,GA,30263,COWETA,2,7706834588,10/17/2007,Ms GLORY BRIDGES,
,BOSWELL PERSONAL CARE HOME,PERSONAL CARE HOME,4365 EATONTON ROAD,MADISON,GA,30650,MORGAN,6,7067170757,03/11/2020,Ms ANITA BOSWELL,anitaboswell81@yahoo.com
,"BOTANY PERSONAL CARE HOME, II",PERSONAL CARE HOME,5319 MADISON ST,FOREST PARK,GA,30297,CLAYTON,6,4044586915,03/05/2020,Ms BERNADETTE PHILLIPS,BOTANYCL@YAHOO.COM
,BOUNTIFUL HILLS,PERSONAL CARE HOME,200 BOLTON DRIVE,COMMERCE,GA,30529,JACKSON,52,7063355152,09/16/2020,,"cheri@bountifulhills,com"
,BRADLEY PLACE,PERSONAL CARE HOME,418 NORTH PARK AVENUE,TIFTON,GA,31794,TIFT,24,2293869789,04/28/2004,Ms PEGGY LEE,wcbyrd@mail.com
,"BRANTLEY - CAULEY, OVIE THE",PERSONAL CARE HOME,1628 COLLEGE STREET,SOPERTON,GA,30457,TREUTLEN,14,9125294131,09/08/2010,Ms HEATHER BROOKS,
,BRASSTOWN MANOR,ASSISTED LIVING COMMUNITY,108 CHURCH STREET,HIAWASSEE,GA,30546,TOWNS,48,7068964285,12/31/2014,Ms. PRISCILLA STRINGFELLOW,priscilla.bmanor@brmemc.net
,BRAVE PCH,PERSONAL CARE HOME,9189 BRAVE COURT,JONESBORO,GA,30236,CLAYTON,4,7704783306,09/04/2007,Mr JOHNNY BRISTOL,bristerjohn@belllsouth.net
,BREWER PERSONAL CARE HOME,PERSONAL CARE HOME,1481 BREWER AVENUE,COLUMBUS,GA,31903,MUSCOGEE,6,7066108385,07/18/2019,Mr TRENISE HOLLOWAY,monacopersonalcare@gmail.com
,"BRICKMONT ACWORTH SPE, LLC",ASSISTED LIVING COMMUNITY,3114 COBB PARKWAY,ACWORTH,GA,30101,COBB,144,7708864074,12/16/2019,Ms CHERYL KOCHENSPARGER,cheryl.kochensparger@brickmont.com
,BRICKMONT ASSISTED LIVING,ASSISTED LIVING COMMUNITY,2925 WEBB ROAD,MILTON,GA,30004,FULTON,124,4047027275,02/10/2017,Ms KIMBERLY TAYLOR,cheryl.kochensparger@brickmont.com
,"BRICKMONT JOHNS CREEK SPE, LLC",ASSISTED LIVING COMMUNITY,2305 PEACHTREE PARK,CUMMING,GA,30041,FORSYTH,144,4047027275,10/01/2020,Ms DEB OSTERHAUDT,cheryl.kochensparger@brickmont.com
,BRICKMONT WOODSTOCK SPE,ASSISTED LIVING COMMUNITY,13291 HIGHWAY 92,WOODSTOCK,GA,30188,CHEROKEE,144,4047027275,02/27/2019,Mrs KRISTEN RICKARD-URRARO,cheryl.kochensparger@brickmont.com
,"BRIDGE AT LAWRENCEVILLE, THE",PERSONAL CARE HOME,220 COLLINS INDUSTRIAL WAY,LAWRENCEVILLE,GA,30045,GWINNETT,85,6783778191,04/29/2014,Ms RUBYONA WHITWORTH,cdquador@centurypa.com
,"BRIDGE OF FLOYD COUNTY, THE",PERSONAL CARE HOME,48 HONEYSUCKLE RIDGE ROAD,ROME,GA,30161,FLOYD,4,7065060782,01/02/2019,Ms YASHIKA PITTS,yashika26@hotmail.com
,"BRIGHT HOPE PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,586 FORT STREET,MARIETTA,GA,30060,COBB,12,6786538310,04/30/2021,Ms ANNE CHAVANNE,brighthopepch@gmail.com
,BRIGHT ROSE PERSONAL CARE HOME,PERSONAL CARE HOME,1425 KINCAID ROAD,MARIETTA,GA,30066,COBB,6,7709714305,05/31/2018,Ms OMOLOLA COLE,lollacole@yahoo.com
,BRIGHT WAY PCH,PERSONAL CARE HOME,8829 HAMILTON ROAD,PINE MOUNTAIN,GA,31822,TROUP,6,7064893038,02/08/2013,Ms JESSIE LANDERS,jessierlanders@bellsouth.net
,BRIGHTER BEGINNING PCH,PERSONAL CARE HOME,800 CHAPEL HILL DRIVE,LAWRENCEVILLE,GA,30045,GWINNETT,6,7702772450,04/17/2008,Ms NORMA CLARKE,normaclarke781@yahoo.com
,BRIGHTER DAY PCH,PERSONAL CARE HOME,2720 COLORADO STREET,COLUMBUS,GA,31906,MUSCOGEE,5,7065961177,01/01/2004,Ms BETTY CAMPBELL,
,BRIGHTER MORNINGS AT THE SHOALS,PERSONAL CARE HOME,7456 HWY 82 SPUR,MAYSVILLE,GA,30558,JACKSON,6,7066522730,04/10/2015,Mrs KATHY LEE,brightermorning@aol.com
,BRIGHTMOOR SENIOR LIVING,PERSONAL CARE HOME,3223 NEWNAN ROAD,GRIFFIN,GA,30223,SPALDING,69,7702279950,05/09/2013,Ms DEBORAH CRAFT,tpvirden@bellsouth.net
,BRIGHTON GARDENS OF BUCKHEAD,ASSISTED LIVING COMMUNITY,3088 LENOX ROAD,ATLANTA,GA,30324,FULTON,125,4048468335,08/07/2013,,buckheadbg.ed@sunriseseniorliving.com
,BRIGHTON GARDENS OF DUNWOODY,ASSISTED LIVING COMMUNITY,1240 ASHFORD CENTER PARKWAY,DUNWOODY,GA,30338,DEKALB,125,7707309333,03/15/2021,Ms RUBYONA WHITWORTH,licensing@sunriseseniorliving.com
,BRITTANY'S ANGELS PERSONAL CARE HOME,PERSONAL CARE HOME,15 SIDNEY DRIVE,SAVANNAH,GA,31406,CHATHAM,3,9124413763,10/10/2018,Mrs TEMEKA EARLY,temekaearly@yahoo.com
,BRITTANY'S ANGELS PERSONAL CARE HOME 2,PERSONAL CARE HOME,25 N PARKWOOD DRIVE,SAVANNAH,GA,31404,CHATHAM,4,9124413763,03/06/2020,Mrs TEMEKA EARLY,temekaearly@yahoo.com
,BRITTANY'S PLACE,PERSONAL CARE HOME,141 DENIS DRIVE,JEFFERSONVILLE,GA,31044,TWIGGS,20,4789456594,06/04/2013,Ms JILL OBRIEN,
,BROAD STREET PCH,PERSONAL CARE HOME,227 BROAD STREET,TALLAPOOSA,GA,30176,HARALSON,4,7705745477,06/16/2004,Ms DENISE MCCLURE,
,BRODERICK PERSONAL CARE,PERSONAL CARE HOME,114 CHAPEL ST,GREENSBORO,GA,30642,GREENE,6,7064534519,08/13/2013,Ms YOOSHEE BRODERICK,yoosheeb@yahoo.com
,BROKEN HORN CT,PERSONAL CARE HOME,3926 BROKEN HORN COURT,DOUGLASVILLE,GA,30135,DOUGLAS,5,5086158849,04/29/2020,Ms AMANDA GYIMAH,hgyimah54@gmail.com
,BROOKDALE AUGUSTA,PERSONAL CARE HOME,326 BOY SCOUT ROAD,AUGUSTA,GA,30909,RICHMOND,48,7067386003,01/26/2015,Ms PRISCILLA BULLUCK,sewest@brookdale.com
,BROOKDALE BUFORD,PERSONAL CARE HOME,4450 OLD HAMILTON ROAD,BUFORD,GA,30518,GWINNETT,64,6783412338,01/26/2015,,lisa.lewis@brookdale.com
,BROOKDALE CARROLLTON,ASSISTED LIVING COMMUNITY,530 NORTHSIDE DRIVE,CARROLLTON,GA,30117,CARROLL,100,7702141988,05/23/2017,Ms CARLA DINGLER,cdingler@brookdale.com
,BROOKDALE CHAMBREL ROSWELL,PERSONAL CARE HOME,1000 APPLEWOOD DRIVE,ROSWELL,GA,30076,FULTON,30,7705944600,01/26/2015,,jlotz@brookdaleliving.com
,BROOKDALE CHAMBREL ROSWELL MC,ASSISTED LIVING COMMUNITY,2000 APPLEWOOD DRIVE,ROSWELL,GA,30076,FULTON,36,6787811631,09/22/2016,Mr REGINALD STRICKLAND,rstriakland1@brookdale.com
,BROOKDALE COLUMBUS,PERSONAL CARE HOME,3607 WEEMS ROAD,COLUMBUS,GA,31909,MUSCOGEE,56,7065764811,04/13/2015,Ms CYNDI ADAMS,david.denton@brookdale.com
,BROOKDALE HARTWELL,PERSONAL CARE HOME,45 WALNUT STREET,HARTWELL,GA,30643,HART,50,7063766166,04/13/2015,Ms KATHY O'BRIEN,kathy.O'Brien@brookdale.com
,BROOKDALE LAWRENCEVILLE,PERSONAL CARE HOME,1000 RIVER CENTRE PLACE,LAWRENCEVILLE,GA,30043,GWINNETT,72,7709639934,04/30/2015,Mr REGINALD STRICKLAND,anita.khan@brookdale.com
,BROOKDALE NEWNAN,ASSISTED LIVING COMMUNITY,355 MILLARD FARMER INDUSTRIAL BOULEVARD,NEWNAN,GA,30263,COWETA,28,7702529007,06/24/2019,,splunkettwuerger@brookdale.com
,BROOKDALE ROME,ASSISTED LIVING COMMUNITY,180 WOODROW WILSON WAY,ROME,GA,30165,FLOYD,100,7062341655,04/27/2017,Ms CAROL FLOWERS,carol.flowers@brookdale.com
,BROOKDALE SWEETWATER CREEK,PERSONAL CARE HOME,1600 LEE ROAD,LITHIA SPRINGS,GA,30122,DOUGLAS,67,7708196777,04/30/2015,Mr JOSEPH ADAMS,jadams@brookdale.com
,BROOKS HOME CARE,PERSONAL CARE HOME,2408 MIMS ROAD,HEPHZIBAH,GA,30815,RICHMOND,4,7067512483,06/22/2015,,
,"BROOKSIDE COMMERCE, LLC",PERSONAL CARE HOME,199 WEST W GARY ROAD,COMMERCE,GA,30529,JACKSON,50,7063365818,12/19/2019,Ms KAITLYN RAPER,scott@cedarlp.com
,BROOKSIDE GLEN,ASSISTED LIVING COMMUNITY,400 BRADLEY PARK DR,COLUMBUS,GA,31904,MUSCOGEE,48,7063223040,11/29/2018,Ms LAURA DECOTEAU,ed@brooksideglenal.com
,"BROOKSIDE STONE MOUNTAIN, LLC",PERSONAL CARE HOME,1745 PARKE PLAZA CIRCLE,STONE MOUNTAIN,GA,30087,GWINNETT,60,7704698800,01/29/2020,Ms MINA SHARIFI,rich@cedarlp.com
,BROOKWOOD PERSONAL CARE HOME,PERSONAL CARE HOME,1800 BUENA VISTA ROAD,COLUMBUS,GA,31906,MUSCOGEE,23,7062215173,02/15/2021,,patbmanuel2@gmail.com
,BROWN PERSONAL CARE HOME,PERSONAL CARE HOME,554 IDLEWOOD ROAD,WAYNESBORO,GA,30830,BURKE,6,7064378486,09/09/2003,Ms SHARON BROWN,brownpersonalcar@bellsouth.net
,BUCKINGHAM SOUTH,ASSISTED LIVING COMMUNITY,5450 ABERCORN STREET,SAVANNAH,GA,31405,CHATHAM,92,9123555550,07/11/2014,Mr SHLOMO SLATUS,juliepatt13@yahoo.com
,BURNT HICKORY RESIDENCES,PERSONAL CARE HOME,89 BURNT HICKORY ROAD,CARTERSVILLE,GA,30120,BARTOW,30,7703864202,08/10/2015,Mr DANIEL WANNALL,dwannall@yahoo.com
,BURST OF JOY,PERSONAL CARE HOME,396 7TH AVE SE,CAIRO,GA,39828,GRADY,6,2293970819,10/20/2009,Ms VENTRISHA MOLLINS,
,C & G CARE WHISPERS,PERSONAL CARE HOME,5520 HIGHWAY 20,LOGANVILLE,GA,30052,WALTON,5,6788888888,03/31/2014,Ms CAROL BARNES,carol.barnes66@gmail.com
,C & M PERSONAL CARE HOME,PERSONAL CARE HOME,36 COCHRAN RD,MARIETTA,GA,30060,COBB,3,7704290884,07/23/2014,Ms CLEATRICE MCGREGOR,cleatricemcgregor@yahoo.com
,C AND L PERSONAL CARE HOME,PERSONAL CARE HOME,503 ELM AVENUE,AMERICUS,GA,31709,SUMTER,6,2293800294,08/20/2018,Ms ZANDRA STEWART,leslie90@bellsouth.net
,C R NEELEY,PERSONAL CARE HOME,1142 COLVIN KENNEDY ROAD,LINCOLNTON,GA,30817,LINCOLN,5,7063595034,09/14/2011,Ms RENEE NEELEY,
,CADENCE AT MT ZION,ASSISTED LIVING COMMUNITY,7493 MT ZION BLVD,JONESBORO,GA,30236,CLAYTON,133,7702106433,11/01/2018,Ms SHARON FULLER,tcolburn@cadencesl.com
,CADENCE MARIETTA,ASSISTED LIVING COMMUNITY,1345 MILFORD CHURCH ROAD,MARIETTA,GA,30008,COBB,133,6783667700,11/01/2018,Ms CASSANDRA JENKINS,tcolburn@cadencesl.com
,CAMDEN PLACE,PERSONAL CARE HOME,115 DODD CIRCLE,STATESBORO,GA,30458,BULLOCH,20,9124892007,02/04/2019,,mlaidler@helpathome.com
,CAMELLIA PLACE,ASSISTED LIVING COMMUNITY,294 ROPE MILL ROAD,WOODSTOCK,GA,30188,CHEROKEE,110,7702961513,12/13/2016,Mr ANDREW MCFALL,amcfall@camelliaplace.com
,CAMELLIA WALK ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,3949 EVANS TO LOCKS ROAD,EVANS,GA,30809,COLUMBIA,95,7063969255,09/28/2017,,info@camillawalk.com
,CAMELOT COURT,PERSONAL CARE HOME,611 SOUTH APRICOT STREET,OCILLA,GA,31774,IRWIN,4,2294689395,05/27/2004,Mr NOAH GRIFFITH,sunnydale@windstream.net
,CAMELOT HOUSE,PERSONAL CARE HOME,6270 KIMBERLY MILLS ROAD,COLLEGE PARK,GA,30349,FULTON,4,4047961626,07/02/2018,,camelothouseinc@yahoo.com
,CAMERON HALL OF ELLIJAY,PERSONAL CARE HOME,114 PENLAND STREET,ELLIJAY,GA,30540,GILMER,70,7065154100,10/01/2013,Mr JAKE OSAER,licensing@5sqc.com
,CAMERON HALL SENIOR LIVING COMMUNITIES,ASSISTED LIVING COMMUNITY,240 MARIETTA HIGHWAY,CANTON,GA,30114,CHEROKEE,105,7707200290,05/13/2015,,ayoung2@5ssl.com   and licensing@5sqc.com (corporate e-mail)
,CAMPBELL - STONE NORTH PERSONAL CARE,PERSONAL CARE HOME,"350 CARPENTER DRIVE, NE",ATLANTA,GA,30328,FULTON,24,4042562612,02/15/2018,Ms CHERYL LIETZ,cpepper@campbellstone.org
,CANDLER RIDGE II,PERSONAL CARE HOME,1205 NUNNALLY DRIVE,MONROE,GA,30655,WALTON,6,7707860499,07/30/2007,Ms SHIRLEY WORTHY,sgrant13@earthlink.net
,CANDLER RIDGE III PCH,PERSONAL CARE HOME,4053 CHEMAWA DRIVE,STONE MOUNTAIN,GA,30083,DEKALB,3,4042991748,07/31/2008,Ms SHIRLEY WORTHY,
,CANNON WOOD VILLAGE,PERSONAL CARE HOME,2834 OLD US HIGHWAY 441,TIGER,GA,30576,RABUN,32,7067826570,06/05/2008,Ms THOMAS MAJOR,info@cannonwoodvillage.com
,"CANOPY AT AZALEA GROVE, THE",ASSISTED LIVING COMMUNITY,6002 N OAK STREET,VALDOSTA,GA,31605,LOWNDES,75,2292627370,05/22/2020,,Scarlett.holt@thecanopyatazaleagrove.com
,"CANOPY AT BOYNTON RIDGE, THE",ASSISTED LIVING COMMUNITY,54 BATTLEFIELD CANOPY CIRCLE,RINGGOLD,GA,30736,CATOOSA,80,7064710910,04/02/2021,Ms ALLIE HILL,ALLIE.HILL@THE CANOPYATBOYNTONRIDGE.COM
,"CANOPY AT WARNER ROBINS, THE",ASSISTED LIVING COMMUNITY,120 LATHAM DRIVE,WARNER ROBINS,GA,31088,HOUSTON,72,4783135501,03/26/2020,Mr ROB GOODMAN,ADMINISTRATION@SRIMGT.COM
,CANTERBURY COURT,PERSONAL CARE HOME,"3750 PEACHTREE ROAD, NE",ATLANTA,GA,30319,FULTON,22,4042616611,03/10/2004,Ms GLADYS JONES,julieparker@canterburyccrc.org
,CANTERFIELD OF KENNESAW,ASSISTED LIVING COMMUNITY,4381 BELLS FERRY,KENNESAW,GA,30144,COBB,99,4703085260,10/13/2017,Mr MIKE SIZEMORE,mike@canterfieldofkennesaw.com
,CARE & COMFORT EXTENDED STAY,PERSONAL CARE HOME,3417 RIDGECREST DRIVE,POWDER SPRINGS,GA,30127,COBB,3,7704398643,04/14/2015,Ms GWEN WILLIAMS,gwendwilliams@gmail.com
,CARE AND RESPECT HOME CARE,PERSONAL CARE HOME,1204 CROSSBOW TERRACE,HAMPTON,GA,30228,CLAYTON,2,7708978094,10/31/2017,,K.OKONKWO@HOTMAIL.COM
