AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11968333,12270,2/12/19,5/12/21,Assisted Living Facility,ADDINGTON PLACE JUPITER,1031 COMMUNITY DR,,JUPITER,FL,33458,Palm Beach,(561) 253-8161,1031 COMMUNITY DR,,JUPITER,FL,33458,Palm Beach,IN REVIEW,ARHC ALJUPFL01 TRS  LLC,2/12/15,EDWARD TROTTA,80,For-Profit,www.cedarhurstliving.com
11966055,10331,5/28/19,8/25/21,Assisted Living Facility,ADDINGTON PLACE OF EAST LAKE,1755 E LAKE RD S,,TARPON SPGS,FL,34688-9129,Pinellas,(727) 943-8878,1755 E LAKE RD S,,TARPON SPRINGS,FL,34688-9129,Pinellas,LICENSED,ARHC ALTSPFL01 TRS LLC,5/28/15,CARIE L. SARGENT,130,For-Profit,http://www.eastlakealf.com
11967569,11575,2/12/19,5/12/21,Assisted Living Facility,ADDINGTON PLACE OF TITUSVILLE,497 N WASHINGTON AVE,,TITUSVILLE,FL,32796,Brevard,(321) 383-2112,497 N WASHINGTON AVE,,TITUSVILLE,FL,32796,Brevard,IN REVIEW,ARHC TVTITFL01 TRS  LLC,2/12/15,SARAH ANN MILLER,90,For-Profit,www.addingtonplaceoftitusville.com
11968004,11983,5/13/21,5/12/23,Assisted Living Facility,ADDINGTON PLACE STUART,3400 SE ASTER LN,,STUART,FL,34994,Martin,(772) 223-0883,3400 SE ASTER LN,,STUART,FL,34994,Martin,LICENSED,ARHC ALSTUFL01 TRS  LLC,2/12/15,ANNA SORRENTINO,104,For-Profit,www.Cedarhurstliving.com
11967529,11982,12/8/19,3/7/22,Assisted Living Facility,ADELA'S GARDENS ALF INC,12732 SW 93RD STREET,,MIAMI,FL,33186,Miami-Dade,(305) 385-0953,12732 SW 93RD STREET,,MIAMI,FL,33186,Miami-Dade,LICENSED,ADELA'S GARDENS ALF INC,12/8/15,LADISBEL HERNANDEZ,6,For-Profit,
11964414,9019,8/18/19,11/15/21,Assisted Living Facility,ADORING RANCHES,14450 STIRLING RD,,SW RANCHES,FL,33330-2908,Broward,(954) 680-2293,14450 STIRLING RD,,SW RANCHES,FL,33330-2908,Broward,LICENSED,JANINA STELLA TOKARZ,4/17/97,JANINA STELLA TOKARZ,6,For-Profit,
11965959,10247,1/6/19,4/5/21,Assisted Living Facility,ADULT CARE OF MIAMI  INC,9833 SW 27 TERRACE,,MIAMI,FL,33165,Miami-Dade,(305) 559-8159,9833 SW 27 TERRACE,,MIAMI,FL,33165,Miami-Dade,IN REVIEW,ADULT CARE OF MIAMI  INC,11/1/02,MARIA J MACHADO,6,For-Profit,
11968598,12475,7/23/21,7/22/23,Assisted Living Facility,ADULT HOME CARE LLC,4760 8TH AVE SO,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 321-7446,4760 8TH AVE SO,,SAINT PETERSBURG,FL,33711,Pinellas,LICENSED,ADULT HOME CARE LLC,1/24/14,TAPANKUMAR PATEL,16,For-Profit,
11968122,12063,9/9/19,12/7/21,Assisted Living Facility,ADULT LEISURE LIVING INC,15650 W BUNCHE PARK DR,,MIAMI GARDENS,FL,33054-6965,Miami-Dade,(305) 705-2347,15650 W BUNCHE PARK DR,,MIAMI GARDENS,FL,33054-6965,Miami-Dade,LICENSED,ADULT LEISURE LIVING  INC.,6/13/11,JOANN BUSH TRUSS,6,Not-For-Profit,
11966229,10472,4/10/19,7/8/21,Assisted Living Facility,ADVANTAGE SENIOR LIVING FACILITY LLC,1701 SW 47TH AVENUE,,FORT LAUDERDALE,FL,33317,Broward,(954) 581-1084,1701 SW 47TH AVENUE,,FORT LAUDERDALE,FL,33317,Broward,LICENSED,ADVANTAGE SENIOR LIVING FACILITY  LLC,4/10/15,YONAYVIS RAMOS,6,For-Profit,
11967989,11947,4/20/21,4/19/23,Assisted Living Facility,ADVENT SQUARE,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,(954) 867-4902,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,LICENSED,TRUSTEES OF ADVENT LUTHERAN CHURCH  INC. (THE),11/17/10,JOANNE TAYLOR,16,Not-For-Profit,www.adventsquare.org
11969018,12865,7/8/18,10/5/20,Assisted Living Facility,AGING HOME PARADISE LLC,110 ZACALO WAY,,KISSIMMEE,FL,34743,Osceola,(407) 201-2513,110 ZACALO WAY,,KISSIMMEE,FL,34743,Osceola,IN REVIEW,AGING HOME PARADISE LLC,4/14/16,SAYRENY BAEZ,6,For-Profit,
11969305,13121,12/29/19,3/28/22,Assisted Living Facility,AGING WORLD ALF  LLC,12201 SW 93RD ST,,MIAMI,FL,33186,Miami-Dade,(786) 717-7081,12201 SW 93RD ST,,MIAMI,FL,33186,Miami-Dade,LICENSED,AGING WORLD ALF  LLC,11/2/17,YITSY RODRIGUEZ,6,For-Profit,
11969765,13512,9/16/20,9/15/22,Assisted Living Facility,AGING WORLD OF WESTCHESTER ALF LLC,4141 SW 99 CT,,MIAMI,FL,33165,Miami-Dade,(786) 558-4747,4141 SW 99 CT,,MIAMI,FL,33165,Miami-Dade,LICENSED,Aging World of Westchester ALF  LLC,8/11/20,JORGE BORROTO,6,For-Profit,
11910002,7228,10/23/20,10/22/22,Assisted Living Facility,AGUILA ADULT CARE CENTER,503 N MATANZAS,,TAMPA,FL,33609,Hillsborough,(813) 872-8000,503 N MATANZAS,,TAMPA,FL,33609,Hillsborough,LICENSED,AGUILA ENTERPRISES INC,11/20/92,ANUPAMA CHAPALAMADUGU,10,For-Profit,
11953588,8768,11/12/20,11/11/22,Assisted Living Facility,AGUILA ADULT CARE CENTER II,4011 N HABANA AVE,,TAMPA,FL,33607-6730,Hillsborough,(813) 872-8000,503 N. MATANZAS AVENUE,,TAMPA,FL,33609,Hillsborough,LICENSED,AGUILA ENTERPRISES INC,9/5/96,ANUPAMA CHAPALAMADUGU,16,For-Profit,
11969701,13465,5/19/20,5/18/22,Assisted Living Facility,AGUILA ASSISTED LIVING FACILITY,4009 N HABANA AVE,,TAMPA,FL,33607,Hillsborough,(813) 872-8000,503 N MATANZAS AVE,,TAMPA,FL,33609,Hillsborough,LICENSED,AGUILA ENTERPRISES INC,5/19/20,ANUPAMA CHAPALAMADUGU,16,For-Profit,
11942983,8419,4/18/21,4/17/23,Assisted Living Facility,AIDEN SPRINGS,5520 HOWELL BRANCH ROAD,,WINTER PARK,FL,32792,Seminole,(407) 679-1116,1179 OAK CREEK COURT,,WINTER SPRINGS,FL,32708,Seminole,LICENSED,ALTA HEALTHCARE GROUP  INC,1/18/07,ALBERT L GREEN,25,For-Profit,Aidensprings.com
11969533,13325,8/19/19,11/16/21,Assisted Living Facility,AJR LOVING CARE ALF INC,1554 DODD RD,,WINTER PARK,FL,32792,Orange,(407) 483-2546,638 WHITE CRANE CT,,CHULUOTA,FL,32766,Seminole,LICENSED,,8/19/19,ROSELINE CARLINE CLERGE,6,For-Profit,
11911313,37,4/11/19,7/9/21,Assisted Living Facility,ALABAMA OAKS OF WINTER PARK,1759 ALABAMA DRIVE,,WINTER PARK,FL,32789,Orange,4076225076,1759 ALABAMA DRIVE,,WINTER PARK,FL,32789,Orange,LICENSED,WINTER PARK ELDERLY SERVICES LLC,9/1/08,JENNIFER BROWN,19,For-Profit,www.alabamaoaks.com
11965303,9774,2/20/20,2/21/22,Assisted Living Facility,ALBINA MANOR,820 15TH ST N,,SAINT PETERSBURG,FL,33705-1235,Pinellas,(727) 418-0015,820 15TH ST N,,SAINT PETERSBURG,FL,33705,Pinellas,LICENSED,ALBINA MANOR LLC,2/22/00,ALBINA WILLIAMS,22,For-Profit,http://albinamanor.com/
11966869,11005,7/24/21,7/23/23,Assisted Living Facility,ALBORADA ALF INC,6006 N COOLIDGE AVE,,TAMPA,FL,33614-5502,Hillsborough,(813) 454-6327,6006 N COOLIDGE AVE,,TAMPA,FL,33614-5502,Hillsborough,LICENSED,ALBORADA ALF INC.,1/22/07,YANET ARMAS,6,For-Profit,
11967878,11877,12/2/20,12/1/22,Assisted Living Facility,ALBORADA ALF INC,2114 W BURKE ST,,TAMPA,FL,33604-5740,Hillsborough,(813) 454-6327,2114 W BURKE ST,,TAMPA,FL,33604-5740,Hillsborough,LICENSED,ALBORADA ALF INC.,5/13/10,YANET ARMAS,6,For-Profit,
11953397,8549,11/2/19,1/30/22,Assisted Living Facility,ALBORADA FAMILY HOME ALF LLC,5524 SW 5 STREET,,MIAMI,FL,33134,Miami-Dade,(305) 261-4976,5524 SW 5 STREET,,MIAMI,FL,33134,Miami-Dade,LICENSED,ALBORADA FAMILY HOME ALF,11/2/09,ELIZABETH MUNIZ,6,For-Profit,
11964715,9268,4/15/20,4/14/22,Assisted Living Facility,ALDARA HOME INC,12810 SW 18TH ST,,MIAMI,FL,33175-1233,Miami-Dade,(786) 262-1994,12810 SW 18TH ST,,MIAMI,FL,33175-1233,Miami-Dade,LICENSED,ALDARA HOME  INC.,4/15/08,YAIMI ALVAREZ,6,For-Profit,
11963945,7656,3/20/21,3/19/23,Assisted Living Facility,ALDEA GREEN,700 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,(813) 662-0255,700 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,LICENSED,AMERICAN EAGLE BRANDON LLC,12/20/18,ODALYS RODRIGUEZ,120,Not-For-Profit,http://eagleseniorliving.org/
11953263,8481,3/1/19,5/29/21,Assisted Living Facility,ALDER TERRACE ADULT CARE CENTER,26563 SANDHILL BLVD,,PUNTA GORDA,FL,33983,Charlotte,(941) 629-4417,26563 SANDHILL BLVD,,PUNTA GORDA,FL,33983,Charlotte,IN REVIEW,ASSISTED 2 LIVE INC,3/1/19,,32,For-Profit,https://www.alderterrace.org/
11964447,8979,7/11/19,10/8/21,Assisted Living Facility,ALDERMAN OAKS RETIREMENT CENTER INC,727 HUDSON AVENUE,,SARASOTA,FL,34236,Sarasota,(941) 955-9099,727 HUDSON AVE.,,SARASOTA,FL,34236,Sarasota,LICENSED,ALDERMAN OAKS RETIREMENT CENTER INC.,7/11/97,FRED GRADY,50,For-Profit,aldermanoaks.com
11965060,9465,5/29/19,8/26/21,Assisted Living Facility,ALEA ASSISTED LIVING FACILITIES  LLC,5304 NW 16TH ST,,LAUDERHILL,FL,33313-5490,Broward,(954) 731-4863,5304 NW 16TH ST,,LAUDERHILL,FL,33313-5490,Broward,LICENSED,ALEA ASSISTED LIVING FACILITIES LLC,5/29/09,BEVERLEY ELIZABETH ROACHE,8,For-Profit,
11969655,13425,3/3/20,5/31/22,Assisted Living Facility,ALEGRIA ALF LLC,1150 SW 103RD CT,,MIAMI,FL,33174,Miami-Dade,(786) 376-7722,1150 SW 103RD CT,,MIAMI,FL,33174,Miami-Dade,LICENSED,Alegria ALF LLC,12/18/19,MARLENE R RUIZ,6,For-Profit,
11968983,12853,9/14/20,9/13/22,Assisted Living Facility,ALELEA ALF INC,13444 SW 22 TERR,,MIAMI,FL,33175,Miami-Dade,(786) 409-5736,13444 SW 22 TERR,,MIAMI,FL,33175,Miami-Dade,LICENSED,ALELEA ALF  INC.,6/16/16,LEANET GOMEZ,6,For-Profit,
11965736,10084,3/16/19,6/13/21,Assisted Living Facility,ALEMAN'S FAMILY HOME CORP,8735 SW 132ND CT,,MIAMI,FL,33183-4170,Miami-Dade,(305) 388-6519,8735 SW 132ND CT,,MIAMI,FL,33183-4170,Miami-Dade,IN REVIEW,ALEMAN'S FAMILY HOME CORP,7/1/01,RUBEN BENITEZ,6,For-Profit,
11942752,8264,10/25/20,10/24/22,Assisted Living Facility,ALEXA INC (THE),8615 HULSEY ROAD,,TAMPA,FL,33634,Hillsborough,(813) 887-5683,2626 NORTH DUNDEE STREET,,TAMPA,FL,33629,Hillsborough,LICENSED,THE ALEXA ASSISTED LIVING FACILITY,7/25/08,KAREN BARCIA RODRIGUEZ,11,For-Profit,www.sweetwatermanor.com
11967019,11118,1/23/20,4/22/22,Assisted Living Facility,ALF FAMILY CARE CORP,14381 SW 159TH TER,,MIAMI,FL,33177-6869,Miami-Dade,(786) 293-7955,14381 SW 159TH TER,,MIAMI,FL,33177-6869,Miami-Dade,LICENSED,ALF FAMILY CARE CORP,7/20/07,ELSA SANCHEZ ASTRAY,6,For-Profit,
11967763,11768,3/26/20,3/25/22,Assisted Living Facility,ALF FAMILY CARE II CORP,13480 SW 89TH TER,,MIAMI,FL,33186-1571,Miami-Dade,(305) 383-7119,13480 SW 89TH TER,,MIAMI,FL,33186-1571,Miami-Dade,LICENSED,ALF FAMILY CARE II  CORP.,12/4/09,LOIDA A. REIG,6,For-Profit,
11965431,9785,12/6/19,3/5/22,Assisted Living Facility,ALF FAMILY PALACE CORP.,7521 W 30TH LN,,HIALEAH,FL,33018-5245,Miami-Dade,(786) 953-4512,7521 W 30TH LN,,HIALEAH,FL,33018-5245,Miami-Dade,LICENSED,ALF FAMILY PALACE CORP,12/6/13,YAMIR MENENDEZ,6,For-Profit,
11967226,11312,11/20/18,2/17/21,Assisted Living Facility,ALF FAMILY SOLUTION CORP,7235 SOUTH  WATER WAY  DRIVE,,MIAMI,FL,33155,Miami-Dade,(305) 763-8098,7235 SOUTH  WATER WAY DRIVE,,MIAMI,FL,33155,Miami-Dade,IN REVIEW,ALF FAMILY SOLUTION CORP,1/29/08,YAMIR MENENDEZ,6,For-Profit,
11966784,10926,2/28/21,2/27/23,Assisted Living Facility,ALF HOME ASSISTED LIVING PLUS MORE,4941 PINE CONE LANE,,WEST PALM BEACH,FL,33417,Palm Beach,(561) 712-0913,4941 PINE CONE LANE,,WEST PALM BEACH,FL,33417,Palm Beach,LICENSED,ALF HOME ASSISTED LIVING PLUS MORE  LLC,8/2/10,MICHELLE PRASHAD,6,For-Profit,
11966896,11027,5/22/19,8/19/21,Assisted Living Facility,ALF KAYLA'S PLACE INC,3122 S W 151 COURT,,MIAMI,FL,33185,Miami-Dade,(305) 220-6449,3122 S W 151 COURT,,MIAMI,FL,33185,Miami-Dade,LICENSED,ALF KAYLA'S PLACE INC,2/28/07,GEMA ROSSELLO,6,For-Profit,
11969440,13238,11/19/18,2/18/21,Assisted Living Facility,ALF LUCIA LLC,5317 SW 92ND AVE,,MIAMI,FL,33165,Miami-Dade,(786) 597-3618,5317 SW 92ND AVE,,MIAMI,FL,33165,Miami-Dade,IN REVIEW,ALF LUCIA  LLC,10/3/18,GIRALDO GARCIA,6,For-Profit,
11911830,5902,10/20/18,1/17/21,Assisted Living Facility,ALF MANAGEMENT AND PROFESSIONAL SERVICES  INC,21 SW 75 AVENUE,,MIAMI,FL,33144,Miami-Dade,(305) 264-2051,2423 SW 147 AVENUE,#347,MIAMI,FL,33185,Miami-Dade,IN REVIEW,ALF MANAGEMENT AND PROFESSIONAL SERVICES  INC,10/20/14,CARLOS PEREZ,14,For-Profit,
11968603,12505,5/19/20,5/18/22,Assisted Living Facility,ALF MORNING DEW,3501 E KNOLLWOOD ST,,TAMPA,FL,33610-1627,Hillsborough,(813) 252-9182,3501 E KNOLLWOOD ST,,TAMPA,FL,33610-1627,Hillsborough,LICENSED,ALF MORNING DEW  INCORPORATED,1/6/14,OSIEL LIMA,6,For-Profit,
11963871,8761,12/4/19,3/3/22,Assisted Living Facility,ALF PHILLIPPE RIDGE,1055 PHILLIPPE PKWY,,SAFETY HARBOR,FL,34695-2620,Pinellas,(727) 726-3632,1055 PHILLIPPE PKWY,,SAFETY HARBOR,FL,34695-2620,Pinellas,LICENSED,ALF PHILLIPPE RIDGE INC.,11/18/13,MICHELLE BLEVIN COLEMAN,19,For-Profit,
11969266,13079,3/31/21,9/30/21,Assisted Living Facility,ALF SUNSET PALACE LLC,7400 SW 82ND AVE,,MIAMI,FL,33173,Miami-Dade,(305) 613-3625,7400 SW 82ND AVE,,MIAMI,FL,33173,Miami-Dade,PROVISIONAL,ALF SUNSET PALACE  LLC,7/26/17,REINA APARICIO,6,For-Profit,
11969088,12978,5/24/21,6/4/21,Assisted Living Facility,ALF SWEET HOME  LLC,9700 SW 15TH ST,,MIAMI,FL,33174,Miami-Dade,(786) 254-7128,9700 SW 15TH ST,,MIAMI,FL,33174,Miami-Dade,IN REVIEW,ALF SWEET HOME  LLC,8/23/16,TATIANA RONDON,6,For-Profit,
11966809,10934,12/13/18,3/12/21,Assisted Living Facility,ALF VILLA FRANCISCO HOME CARE CORP,16832 S.W. 110 COURT,,MIAMI,FL,33157,Miami-Dade,(305) 234-7787,16832 S.W. 110 COURT,,MIAMI,FL,33157,Miami-Dade,IN REVIEW,ALF VILLA FRANCISCO HOME CARE CORP.,10/17/06,ROSA LILIA HERRERA,6,For-Profit,
11967824,11816,8/20/20,8/19/22,Assisted Living Facility,ALFONSO'S ALF  INC,17010 SW 100 AVENUE,,MIAMI,FL,33157,Miami-Dade,(305) 251-4089,17010 SW 100 AVENUE,,MIAMI,FL,33157,Miami-Dade,LICENSED,ALFONSO'S ALF  INC.,2/24/10,ANA ALFONSO,6,For-Profit,
11911674,7844,3/22/20,3/21/22,Assisted Living Facility,ALICE'S HOME CORP,12795 NW 10TH LN,,MIAMI,FL,33182-1839,Miami-Dade,(305) 223-6443,12795 NW 10 LANE,,MIAMI,FL,33182,Miami-Dade,LICENSED,ALICE'S HOME CORP,12/17/99,LUIS REYES,6,For-Profit,
11964960,9440,4/1/20,6/29/22,Assisted Living Facility,ALIMAR ASSISTED LIVING,2933 WEST COLUMBUS DRIVE,,TAMPA,FL,33607,Hillsborough,(813) 350-9040,2933 WEST COLUMBUS DRIVE,,TAMPA,FL,33607,Hillsborough,LICENSED,ALIMAR PROPERTY MANAGEMENT,6/3/04,MARISELA ROZAS,56,For-Profit,www.alimarassistedliving.com
11969618,13384,12/27/19,3/26/22,Assisted Living Facility,ALIS SWEET HOME INC,6400 SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,(305) 803-2763,6400 SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,LICENSED,ALIS SWEET HOME INC,10/14/19,TAIMI PEREZ-BARQUERO,6,For-Profit,
11968583,12471,2/26/20,5/26/22,Assisted Living Facility,ALL CARE ALF INC,646 NW 129TH PL,,MIAMI,FL,33182-1173,Miami-Dade,(786) 334-6425,646 NW 129TH PL,,MIAMI,FL,33182-1173,Miami-Dade,LICENSED,ALL CARE ALF INC,11/4/13,ELVIRA JAUREGUI,6,For-Profit,
11969041,12902,12/13/20,12/12/22,Assisted Living Facility,ALL DUNN ASSISTANT LIVING FACILITY #2,9920 NW 3RD STREET,,PEMBROKE PINES,FL,33025,Broward,(954) 806-7951,9920 NW 3RD STREET,,PEMBROKE PINES,FL,33025,Broward,LICENSED,ALL DUNN ASSISTANT LIVING  INC.,5/19/16,DAVE A DUNN,6,For-Profit,
11968676,12606,4/6/21,4/5/23,Assisted Living Facility,ALL DUNN ASSISTANT LIVING  INC.,5726-28 LINCOLN STREET,,HOLLYWOOD,FL,33021,Broward,(954) 374-9427,6971 SW 27TH STREET,,MIRAMAR,FL,33023,Broward,LICENSED,ALL DUNN ASSISTANT LIVING  INC.,5/28/14,VENESS H DUNN,6,For-Profit,
11969278,13141,3/22/20,3/21/22,Assisted Living Facility,ALL SEASONS IN NAPLES LLC,15450 TAMIAMI TRL N,,NAPLES,FL,34110,Collier,(239) 316-4400,15450 TAMIAMI TRL N,,NAPLES,FL,34110,Collier,LICENSED,All Seasons in Naples LLC,3/21/20,LAURA KATHERINE HARVEY,102,For-Profit,www.allseasonsnaples.com
11967903,11853,10/20/20,10/19/22,Assisted Living Facility,ALL SENIORS ASSISTED LIVING,2706 PIONEER RD,,ORLANDO,FL,32808,Orange,(407) 440-4046,2706 PIONEER RD,,ORLANDO,FL,32808,Orange,LICENSED,ALL SENIORS ASSISTED LIVING  INC,6/28/10,MARY SINGH,21,For-Profit,
11965628,9972,3/2/21,3/1/23,Assisted Living Facility,ALL STARS ASSISTED LIVING  INC,1131 W LAKE BRANTLEY ROAD,,ALTAMONTE SPRINGS,FL,32714,Seminole,(407) 389-9930,1131 W LAKE BRANTLEY ROAD,,ALTAMONTE SPRINGS,FL,32714,Seminole,LICENSED,ALL STARS ASSISTED LIVING INC,12/2/04,MARY SINGH,13,For-Profit,Na
11967365,11431,11/30/20,12/17/20,Assisted Living Facility,ALL USA HOMES  INC,4214 SW 3 STREET,,MIAMI,FL,33134,Miami-Dade,(305) 448-9836,4214 SW 3 STREET,,MIAMI,FL,33134,Miami-Dade,IN REVIEW,ALL USA HOMES INC,6/25/08,JOESIDA CORREDERA,6,For-Profit,
11965421,9746,3/11/20,3/10/22,Assisted Living Facility,ALLEGRO,4501 SHANNON LAKES DRIVE WEST,,TALLAHASSEE,FL,32309,Leon,(850) 668-4004,212 S CENTRAL AVE,STE 301,SAINT LOUIS,MO,63105-3500,,LICENSED,KAPG Tallahassee Senior Housing OPCO  LLC,3/11/20,LORI HENDERSON,60,For-Profit,www.allegroliving.com
11966027,10313,3/18/20,3/17/22,Assisted Living Facility,ALLEGRO,3651 US HIGHWAY 17,,FLEMING ISLAND,FL,32003,Clay,(904) 278-4442,ONE TOWN CENTER ROAD,SUITE 300,BOCA RATON,FL,33486,Palm Beach,LICENSED,KAPG Fleming Island Senior Housing OPCO LLC,3/18/20,AMANDA KING,112,For-Profit,https://www.allegroliving.com
11967230,11297,3/17/20,3/16/22,Assisted Living Facility,ALLEGRO,1101 PLANTATION ISLAND DRIVE,,SAINT AUGUSTINE,FL,32080,St. Johns,(904) 460-9100,ONE TOWN CENTER ROAD  SUITE 300,,BOCA RATON,FL,33486,Palm Beach,LICENSED,KAPG St  Augustine Senior Housing OPCO LLC,3/17/20,MICHELLE D MUELLER,46,For-Profit,www.allegroliving.com
11967961,11942,2/16/21,2/15/23,Assisted Living Facility,ALLEGRO,800 WEST AZEELE ST,,TAMPA,FL,33606,Hillsborough,(813) 254-1069,212 S CENTRAL AVE,STE 301,SAINT LOUIS,MO,63105-3500,,LICENSED,SHP V HYDE PARK LLC,11/18/16,JENNIFER ASTUTO ROTUNDA,156,For-Profit,www.allegroliving.com
11968814,12706,3/26/21,3/11/22,Assisted Living Facility,ALLEGRO,11450 HAGEN RANCH RD,,BOYNTON BEACH,FL,33437,Palm Beach,(561) 733-1300,ONE TOWN CENTER ROAD,SUITE 300,BOCA RATON,FL,33486,Palm Beach,LICENSED,KAPG BOYNTON BEACH SENIOR HOUSING OPCO LLC,3/12/20,PETER COWLEY,85,For-Profit,www.allegroliving.com
11969314,13128,2/5/20,2/4/22,Assisted Living Facility,ALLEGRO,2701 HOWELL BRANCH RD,,WINTER PARK,FL,32792,Seminole,(407) 622-2648,212 S CENTRAL AVE SUITE 301,,ST LOUIS,MO,63105,,LICENSED,HSRE-ASL CASSELBERRY TRS  LLC,6/16/16,KELLEIGH KLEIN,105,For-Profit,
11969665,13438,4/30/21,10/30/21,Assisted Living Facility,ALLEGRO,5901 LOXAHATCHEE ROAD,,PARKLAND,FL,33067,Broward,(954) 752-3450,212 S CENTRAL AVE SUITE 301,,ST LOUIS,MO,63105,,PROVISIONAL,HSRE-ASL Parkland TRS  LLC,5/21/21,LESLIE CASTANEDA,120,For-Profit,
11969794,13576,3/30/21,3/22/23,Assisted Living Facility,ALLEGRO,7400 SW 88TH ST,,MIAMI,FL,33156,Miami-Dade,(786) 500-5500,212 S CENTRAL AVE  STE 301,C/O ALLEGRO MANAGEMENT COMPANY,ST LOUIS,MO,63105,,LICENSED,CRP-GREP Overture Dadeland Owner  L.L.C.,11/17/20,LINDA PRICE,65,For-Profit,
11969666,13418,2/18/20,5/18/22,Assisted Living Facility,ALLURE LIVING CARE,13692 CARLTON STREET,,WELLINGTON,FL,33414,Palm Beach,(754) 707-1766,13692 CARLTON STREET,,WELLINGTON,FL,33414,Palm Beach,LICENSED,ALLURE A & L INC,12/23/19,GUERLINE VEILLARD,5,For-Profit,
11912070,7872,10/5/20,10/4/22,Assisted Living Facility,ALMOST HOME,9664 HOOD RD,,JACKSONVILLE,FL,32257-1141,Duval,(904) 292-9600,9664 HOOD RD,,JACKSONVILLE,FL,32257-1141,Duval,LICENSED,ALMOST HOME SENIOR SERVICES  INC.,7/13/92,JAMIE L. GLAVICH,14,For-Profit,www.almosthomeseniorservices.com
11965381,9793,1/30/21,1/29/23,Assisted Living Facility,ALMOST HOME AT NORTH SPRINGS  INC.,7506 NW 42ND STREET,,CORAL SPRINGS,FL,33065,Broward,(954) 255-1811,P. O. BOX 772058,,CORAL SPRINGS,FL,33077,Broward,LICENSED,ALMOST HOME AT NORTH SPRINGS INC,7/7/16,MICHAEL J CHERILL,6,For-Profit,
11965113,9590,7/9/19,10/6/21,Assisted Living Facility,ALMOST HOME BEACHES,100 WEST FIRST STREET,,ATLANTIC BEACH,FL,32233,Duval,(904) 249-3233,100 WEST FIRST STREET,,ATLANTIC BEACH,FL,32233,Duval,LICENSED,ALMOST HOME MANAGEMENT FOUNDATION  INC.,4/11/05,TONI PIERI,14,For-Profit,www.almosthomeseniorservices.com
11968665,12538,10/19/20,10/18/22,Assisted Living Facility,ALMOST HOME  ALF  INC,14303 SPRING HILL DR,,SPRING HILL,FL,34609-5234,Hernando,(727) 410-7966,14303 SPRING HILL DR,,SPRING HILL,FL,34609-5234,Hernando,LICENSED,ALMOST HOME  ALF  INC.,4/28/14,JENNIFER V GUNN,6,For-Profit,
11969085,12909,12/27/20,12/26/22,Assisted Living Facility,ALONDRA'S ALF LLC,1804 W FLORA ST,,TAMPA,FL,33604,Hillsborough,(813) 407-2971,1804 W FLORA ST,,TAMPA,FL,33604,Hillsborough,LICENSED,ALONDRA'S ALF LLC,9/28/16,ALINA FELIX,5,For-Profit,
11965004,9526,5/27/20,5/26/22,Assisted Living Facility,ALPHA & OMEGA RESIDENTIAL  INC,410- 418 & 426 EAST 24 STREET,,HIALEAH,FL,33013,Miami-Dade,(305) 691-6335,410;418;426 EAST 24 STREET,,HIALEAH,FL,33013,Miami-Dade,LICENSED,ALPHA AND OMEGA RESIDENTIAL  INC,7/13/06,MARIA OLIVELLA,48,For-Profit,
11969657,13417,2/18/20,5/18/22,Assisted Living Facility,ALSINA CORPORATION,5501 SW 144 CT,,MIAMI,FL,33175,Miami-Dade,(786) 803-8654,5501 SW 144 CT,,MIAMI,FL,33175,Miami-Dade,LICENSED,Alsina Corporation,12/20/19,JORGE RAMIREZ,6,For-Profit,
11953314,8582,1/4/20,4/3/22,Assisted Living Facility,ALTON ACLF HOME,2090 NW 115TH ST,,MIAMI,FL,33167-2710,Miami-Dade,(305) 687-7142,2090 NW 115TH ST,,MIAMI,FL,33167-2710,Miami-Dade,LICENSED,LEROY PROPERTIES OF FLORIDA INC,4/13/95,ALTON LATTERY,6,For-Profit,
11967492,11522,1/28/19,4/27/21,Assisted Living Facility,ALWAYS LOVING FAMILY CORP,4394 SW 151ST PL,,MIAMI,FL,33185-4396,Miami-Dade,(305) 487-9938,4394 SW 151ST PL,,MIAMI,FL,33185-4396,Miami-Dade,IN REVIEW,ALWAYS LOVING FAMILY  CORP,11/20/08,CARLOS ORUNA,6,For-Profit,
11967870,11828,9/12/20,9/11/22,Assisted Living Facility,ALWAYS THERE ASSISTED LIVING LLC,9368 N GENTLE BREEZE LOOP,,CITRUS SPRINGS,FL,34434,Citrus,(352) 586-9497,9418 N GENTLE BREEZE LOOP,,CITRUS SPRINGS,FL,34434,Citrus,LICENSED,ALWAYS THERE ASSISTED LIVING  LLC,3/16/06,DENISE RUFF,25,For-Profit,www.AlwaysThereCitrusSprings.com
