Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women/Counselling,Physically Disabled,Irreversible Dementia/Alzeimers,Emotionally Disturbed/Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug/Dependent,Advanced Aged,HCBS Compliant
0009605,NEMETZ ADULT FAMILY HOME,1124 KELLOGG ST,GREEN BAY,WI,54303-,(920) 498-3446,BROWN,NEMETZ,CHRISTINA,NEMETZ ADULT FAMILY HOME,NEMETZ,CHRIS & STEVE,NEMETZ,CHRISTINA,1124 KELLOGG ST,,WI,54303-,(920) 498-3446,AFH,F,4,"$1,500.00","$3,000.00",,16-Apr-02,,,,,,,,,X,,,,X
0013855,NEW BEGINNINGS,3208 LIBAL ST,GREEN BAY,WI,54301-,(920) 819-0546,BROWN,PARMENTIER,PATRICK,,PARMENTIER PATRICK,HAUGEN MARTHA,PARMENTIER,PATRICK,3208 LIBAL ST,,WI,54301-,(920) 819-0546,AFH,B,4,"$1,600.00","$2,800.00",,26-Sep-11,,X,,,,,,X,X,,,,X
0012223,NEWBERRY HILL,420 MENLO PARK RD,GREEN BAY,WI,54302-,(920) 593-2856,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS A,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54302-,(920) 431-0962,AFH,B,4,"$6,500.65","$6,926.00",,22-Feb-08,,X,X,X,,X,X,X,X,,,X,X
0008867,NORTHERN AVENUE HOME,302 NORTHERN AVE,GREEN BAY,WI,54303-,(920) 544-4325,BROWN,BRUSS,RONALD,BRUSS SUPPORTIVE COMMUNITY LIVING INC,BRUSS,RONALD,BRUSS,RONALD,3501 DELAHAUT ST,,WI,54303-1203,(920) 606-0588,AFH,B,4,"$3,182.00","$3,182.00",,22-Mar-00,,,,X,,,,,X,,,,X
0015370,OAKWOOD,2407 OAKWOOD DR,GREEN BAY,WI,54303,(920) 593-2836,BROWN,HAMEISTER,BARBARA,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,424 WASHINGTON AVE,,WI,54901,(920) 236-6560,AFH,B,4,"$5,249.00","$5,249.00",,30-Dec-14,,X,,X,,X,X,X,X,,,X,X
0011272,ONTARIO HOME,1838 ONTARIO RD,GREEN BAY,WI,54311-,(920) 593-2802,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,ALLEN D,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54311-,(920) 431-0962,AFH,B,4,"$5,726.85","$6,479.66",,27-Dec-05,,X,X,X,,X,X,X,X,,,X,X
0012121,ONTARIO II,1852 ONTARIO RD,GREEN BAY,WI,54311-,(920) 465-9750,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS A,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54311-,(920) 431-0962,AFH,B,4,"$6,546.58","$6,700.18",,18-Sep-07,,,,X,,X,,,X,,,,X
0010451,OUR FAMILY HOME,425 ABRAMS ST,GREEN BAY,WI,54302-3209,(920) 465-9248,BROWN,ADAMS,LLOYD,LLOYD ADAMS,ADAMS,LLOYD,ADAMS,LLOYD,425 ABRAMS ST,,WI,54302-3209,(920) 465-9248,AFH,B,4,"$1,450.00","$2,900.00",,27-Apr-04,,,,X,,,,X,X,,X,,X
0017028,PECAN HOUSE,2406 PECAN STREET,GREEN BAY,WI,54311,(920) 544-9293,BROWN,DANA,MARGUERITE,BETTYS HELPING HANDS LLC,DANA,MARGUERITE,DEKEYSER,CHARLENE,2406 PECAN STREET,,WI,54311,(920) 544-9293,AMBULATORY,M,4,"$5,500.00","$7,000.00",,1-Mar-18,,,,X,,,,X,X,,,X,
0017567,RELIABLE PERSEVERING PROVIDERS LLC,821 MATHER ST,GREEN BAY,WI,54303,(920) 391-5717,BROWN,JACKSON/RYAN,RANETT/PATRICA,RELIABLE PERSEVERING PROVIDERS LLC,JACKSON/RYAN,RANETT/PATRICIA,JACKSON,RANETT,821 MATHER ST,,WI,54303,(920) 471-5987,AMBULATORY,B,4,"$4,000.00","$4,500.00",,16-Oct-19,,X,,,,,,X,X,,,,X
0014291,REM ONTARIO,2439 ONTARIO,GREEN BAY,WI,54311-,(920) 434-5352,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$6,045.00","$7,130.00",,21-Sep-12,,X,,X,,X,,X,X,,,,X
0013642,REM WISCONSIN CORMIER,1006 CORMIER,GREEN BAY,WI,54304-,(920) 429-1121,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,,,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$7,099.00","$9,455.00",,15-Mar-11,,,,X,,,,,X,,,,X
0011067,REM WISCONSIN II - GLORY,778 GLORY RD,GREEN BAY,WI,54304-,(920) 983-9819,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$7,187.66","$7,312.59",,30-Aug-05,,X,,X,,,,X,X,,,,X
0014791,REM WISCONSIN II BLACKBERRY,3400 BLACKBERRY LN,GREEN BAY,WI,54313,(920) 662-7552,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 327-5945,AFH,B,4,"$5,890.00","$6,386.00",,20-Sep-13,,X,,X,,,,X,X,,,,X
0014792,REM WISCONSIN II DANBAR,2805 DANBAR,GREEN BAY,WI,54313-,(608) 276-1191,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 327-5945,AFH,B,4,"$8,370.00","$8,370.00",,20-Sep-13,,,X,X,,,,X,X,,,,X
0011105,REM WISCONSIN II INC DIVISION,1294 DIVISION ST,GREEN BAY,WI,54303-,(920) 494-7226,BROWN,WRIGHT,LORI,REM WISCONSIN II INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd ST, STE A",,WI,54729,(608) 327-5945,AFH,B,4,"$6,758.00","$8,065.89",,27-Oct-05,,,,X,,,,X,X,,,,X
0011944,SANCTUARY AFH (THE),3385 BAY SETTLEMENT RD,GREEN BAY,WI,54311-,(920) 468-4864,BROWN,BRUNETTE,MICHAEL J,,BRUNETTE,MICHAEL J,BRUNETTE,MICHAEL J,3385 BAY SETTLEMENT RD,,WI,54311-,(920) 468-0793,AFH,M,4,"$2,280.00","$2,330.00",,28-Sep-07,,,,X,,,,X,X,,X,,X
0012109,SANDIA AFH,2923 SANDIA DR,GREEN BAY,WI,54313-,(920) 884-5018,BROWN,LAPOINTE,KEVIN,COMPASS DEVELOPMENT LLC,LAPOINTE,KEVIN,LAPOINTE,KEVIN,2029 TRUE LN,,WI,54304,(920) 405-9010,AFH,B,4,"$5,000.00","$5,700.00",,24-Oct-07,,X,,X,,,,X,X,,,,X
0012896,SCHULTZ ADULT FAMILY HOME (THE),130 BROADVIEW DR,GREEN BAY,WI,54301-,(920) 338-0781,BROWN,SCHULTZ,STEVEN,GREENER ACRES/STEVEN M SCHULTZ,SCHULTZ,STEVEN M,SCHULTZ,STEVEN,130 BROADVIEW DR,,WI,54301-,(920) 338-0781,AFH,B,4,"$1,790.00","$2,410.00",,1-Aug-09,,X,,X,,,,X,X,,,,X
0018296,SHADY OAK,2465 SHADY OAK DRIVE,GREEN BAY,WI,54303,(920) 393-4112,BROWN,REED,DAQUET,CREEKSIDE FAMILY CARE LLC,REED,DAQUET,REED,DAQUET,1345 WEST MASON ST STE 202,,WI,54303,(920) 301-3907,NONAMBULATORY,B,4,"$12,000.00","$30,000.00",,4-Nov-20,,X,,,,X,,,X,,,X,X
0016463,STEPPING STONES ADULT FAMILY HOME,1738 JUNIPER DRIVE,GREEN BAY,WI,54302,(920) 965-6112,BROWN,SCHUYLER,SHANNON,STEPPING STONES ADULT FAMILY HOME LLC,MORROW SCHUYLER,SHANNON,SCHUYLER,SHANNON,1738 JUNIPER DRIVE,,WI,54302,(920) 360-7965,AMBULATORY,B,4,"$4,813.20","$5,500.08",,3-May-17,,X,,X,,,,X,X,,,,X
0012195,SUPERIOR ROAD ADULT FAMILY HOME,620 SUPERIOR ROAD,GREEN BAY,WI,54311-,(920) 884-1256,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLAC,,WI,54311-,(920) 431-0962,AFH,B,4,"$6,886.64","$6,884.64",,15-Nov-07,,X,X,X,,X,X,X,X,,,X,X
0017744,UNIVERSITY HOME,1931 UNIVERSITY AVE,GREEN BAY,WI,54302,(920) 857-3645,BROWN,DANA,MARGUERITE,BETTYS HELPING HANDS LLC,DANA,MARGUERITE,DEKEYSER,CHARLENE,2406 PECAN ST,,WI,54311,(920) 857-3645,AMBULATORY,B,4,"$4,000.00","$7,000.00",,1-Jul-19,,,,,,,,,X,,,X,X
0010941,WINDSOR HOME,819 S RIDGE RD,GREEN BAY,WI,54304-,(920) 497-6236,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54304-,(920) 431-0902,AFH,B,4,"$4,865.75","$6,243.93",,28-Apr-05,,X,X,X,,X,X,X,X,,,X,X
0010237,ILS DEUSTER HOME,6630 DEUSTER ST,GREENLEAF,WI,54126-,(920) 532-0605,BROWN,JONES,WILLIAM,IMPROVED LIVING SERVICES LLC,SIMON,MICHAEL J,SIMON,MICHAEL SR,999 N MILITARY AVE,,WI,54126-,(920) 430-7392,AFH,B,4,"$6,390.00","$7,470.00",,27-Nov-03,,X,,,,,,X,X,,,,X
0010958,CARDINAL LANE,1473 CARDINAL LANE,HOWARD,WI,54313-,(920) 434-5991,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54313-,(920) 431-0962,AFH,B,4,"$5,215.00","$5,624.00",,27-May-05,,X,X,X,,X,X,X,X,,,X,X
0017891,HIL SANDRA ROSE,2633 SANDRA ROSE LN,NEW FRANKEN,WI,54229,(920) 438-9791,BROWN,BURESH,SHERRI,HOMES FOR INDEPENDENT LIVING OF WI LLC,MATZKE,LYNN,WILLIAMS,ASHLEY,1249 RUSSETT COURT,,WI,54313,(920) 499-2688,AMBULATORY,B,3,"$14,570.00","$14,570.00",,20-Feb-20,,X,,,,X,,X,X,,,,X
0017463,RJS RIVER FOREST HILLS RETREAT,3048 RIVER FOREST HILLS DR,PULASKI,WI,54162,(920) 865-1886,BROWN,KLARKOWSKI,JULIE,RJS RIVER FOREST HILLS RETREAT,KLARKOWSKI,JULIE,KLARKOWSKI,JULIE,3048 RIVER FOREST HILLS DR,,WI,54162,(920) 562-7642,AMBULATORY,B,4,"$5,000.00","$8,000.00",,15-Apr-19,,X,,X,,,,X,X,,,,X
0011371,BROTOLOC WILDWOOD AFH,2004 WILDWOOD,SUAMICO,WI,54173-,(920) 434-3632,BROWN,FARRELL-GOVEK,LINDSAY,BROTOLOC HEALTH CARE SYSTEMS INC DBA BROTOLOC NORTH,BREED,JOEL,FARRELL-GOVEK,LINDSAY,PO BOX 400,,WI,54944,(715) 832-5085,AFH,B,4,"$6,309.00","$6,309.00",,20-Mar-06,,X,,X,,X,,X,X,,,,X
0011932,EAGLE VIEW AFH,1640 1642 GABERTFIELD CT,SUAMICO,WI,54173-8157,(920) 434-4161,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLACE,,WI,54173-,(920) 431-0962,AFH,B,4,"$5,636.00","$6,244.00",,27-Apr-07,,X,X,X,,X,X,X,X,,,X,X
0018421,DAR MAR LLC Country Corner AFH,W2289 Stai Coulee Road,Durand,WI,54736,(715) 672-3536,BUFFALO,Putz,Bonnie,DAR-MAR LLC,PUTZ,BONNIE,Putz,Bonnie,W2289 Stai Coulee Road,,WI,54736,(715) 672-3536,AFH,F,4,"$3,100.00","$4,000.00",,1-Mar-21,,,,X,,,,,X,,,,
0014801,GARLICKS,539 N EAU CLAIRE STREET,MONDOVI,WI,54755-,(715) 926-5818,BUFFALO,LABAIR,MARY JO,GARLICKS CBRF INC,,,LABAIR,MARY JO,W949 COUNTY ROAD A,,WI,54755-,(715) 926-5013,AFH,F,4,"$6,000.00","$100,000.00",,15-Jan-14,,,,X,,,,X,X,,,,X
590084,STEP BY STEP ADULT FAMILY HOME,637 WEST HUDSON STREET,MONDOVI,WI,54755-,(715) 926-5898,BUFFALO,LABAIR,MARY JO,GARLICKS CBRF INC,LABAIR,MARY JO,LABAIR,MARY JO,W949 COUNTY ROAD A,,WI,54755-,(715) 926-5013,AFH,B,4,"$5,069.60","$8,000.00",,28-May-96,,,,,,,,,X,,,,
0008515,TROYS ADULT FAMILY HOME,649 NORTH EAU CLAIRE STREET,MONDOVI,WI,54755-,(715) 926-5828,BUFFALO,LABAIR,MARY JO,GARLICKS CBRF INC,LABAIR,GARNOLD/MARY JO,LABAIR,MARY JO,W949 CTY RD A,,WI,54755-,(715) 926-5013,AFH,B,4,"$5,500.00","$9,000.00",,11-Jan-99,,,,,,,,,X,,,,
590177,BETHANY HOME I,21856 AGATE RD,FREDERIC,WI,54837-,(715) 488-2328,BURNETT,BENNETT,KATHI,KATHI BENNETT,BENNETT,KATHI,BENNETT,KATHI,21562 AGATE ROAD,,WI,54837-9655,(715) 222-6150,AFH,B,4,"$2,100.00","$2,690.00",,17-Dec-98,,,,X,,,,X,X,,,,X
0009190,BETHANY HOME II,21941 AGATE ROAD,FREDERIC,WI,54837-,(715) 488-3943,BURNETT,BENNETT,KATHI,,BENNETT,KATHI,BENNETT,KATHI,21562 AGATE ROAD,,WI,54837-,(715) 222-6150,AFH,B,4,"$2,250.00","$2,550.00",,9-Apr-01,,,,X,,,,X,X,,,,X
0012590,BETHANY HOME III,21568 AGATE RD,FREDERIC,WI,54837-,(715) 327-4890,BURNETT,BENNETT,KATHI,,BENNETT,KATHI,BENNETT,KATHI,21562 AGATE RD,,WI,54837-,(715) 222-6150,AFH,B,4,"$3,000.00","$3,750.00",,12-Dec-08,,,,X,,,,X,X,,,,X
0017798,BETHANY HOME IV,21561 AGATE RD,FREDERIC,WI,54837,(715) 760-4640,BURNETT,BENNETT,ERIN and GARRET,,BENNETT,ERIN and GARRET,BENNETT,ERIN and GARRET,21561 AGATE RD,,WI,54837,(715) 222-6156,AMBULATORY,B,4,"$2,700.00","$4,000.00",,16-Sep-19,,,,X,,,X,X,X,,,,X
0013711,HARMONY HOME,22364 COUNTY RD Y,GRANTSBURG,WI,54840-,(715) 488-2804,BURNETT,BENNETT,KATHI,,BENNETT,KATHI,BENNETT,KATHI,21562 AGATE RD,,WI,54840-,(715) 222-6150,AFH,B,4,"$2,100.00","$3,100.00",,10-May-11,,,,X,,,,X,X,,,,X
0017387,SERENITY ADULT FAMILY HOME,23470 STOLTZ ROAD,GRANTSBURG,WI,54840,(715) 222-2413,BURNETT,FOLK,SUSAN,,FOLK,SUSAN,FOLK,SUSAN,23470 STOLTZ ROAD,,WI,54840,(715) 222-2413,AMBULATORY,F,4,"$2,000.00","$4,800.00",,5-Sep-19,,,,,,,,X,X,,,,
0018047,BELLA VISTA,7298 NORTH SHORE DRIVE,SIREN,WI,54872,(715) 349-2814,BURNETT,BENNETT,GARRETT & ERIN,GEM IN THE WOODS LLC,BENNETT,GARRETT & ERIN,BENNETT,GARRETT & ERIN,10788 ZETTERBURG ROAD,,WI,54840,(715) 222-5444,AMBULATORY,F,4,"$2,500.00","$4,000.00",,8-Jun-20,,,,,,,X,X,X,,,,
0014308,BIRCHVIEW HOME,7754 RASMUSSEN STREET,SIREN,WI,54872-,(715) 349-5871,BURNETT,JENSEN,WANDA,ALTERNATIVES TO HOME INC,,,JENSEN,WANDA,201 S MAPLE STREET,,WI,54872-,(651) 278-0789,AFH,B,4,"$2,400.00","$5,900.00",,23-Aug-12,,,,X,,,,X,X,,,,X
0014677,CASCADING WILLOWS,24158 4TH AVE,SIREN,WI,54872-,(715) 410-7514,BURNETT,BERGERON,FAITH/TAYLOR,BERGERON HOME CARE,BERGERON,FAITH/TAYLOR,BERGERON,FAITH,7746 TEWALT RD,,WI,54872-,(715) 410-7514,AFH,F,4,"$3,600.00","$7,500.00",,1-Sep-13,,X,,X,,,,X,X,,,,X
0017664,PLANE VIEW,7715 AIRPORT RD,SIREN,WI,54872,(715) 410-7514,BURNETT,BERGERON,FAITH,BERGERON HOME CARE LLC,BERGERON,FAITH,BERGERON,FAITH,PO BOX 546,,WI,54872,(715) 410-7514,AMBULATORY,B,4,"$5,250.00","$12,000.00",,20-Jun-19,,,,X,,,,X,X,,,,X
0014619,WELCOME HOME QUALITY CARE LLC,24134 DANIEL JOHNSON RD,SIREN,WI,54872-,(715) 349-4663,BURNETT,KINCH,LINDA,WELCOME HOME QUALITY CARE LLC,,,KINCH,LINDA,24134 DANIEL JOHNSON ROAD,,WI,54872-,(715) 349-4663,AFH,B,4,"$4,300.00","$5,500.00",,1-Jul-13,,,X,X,,X,,,X,,,X,X
0017735,BLIZZARD HOUSE,2601 S EAST ST,APPLETON,WI,54915,(920) 358-7228,CALUMET,BURGESS,JENNIFER,EMPOWERMENT LIVING SERVICES,BURGESS,JENNIFER,BURGESS,JENNIFER,PO BOX 585,,WI,54957,(920) 851-2084,AMBULATORY,B,4,"$7,440.00","$17,825.00",,18-Mar-20,,X,,,,,,X,X,,,,X
0017985,LIMITLESS POSSIBILITIES N9444 COUNTY ROAD N,N9444 COUNTY ROAD N,APPLETON,WI,54915,(920) 750-9905,CALUMET,DIHEL,KEVIN,LIMITLESS POSSIBILITIES LLC,GUDWER,BILLY,GUDWER,BILLY,302 SOUTH BLUEMOUND DRIVE,,WI,54915,(920) 230-2550,AMBULATORY,B,4,"$8,880.00","$15,872.00",,5-Mar-20,,X,,,,,,X,X,,,,X
0017297,HEARTS AT HOME,610 S MAIN ST,BRILLION,WI,54110,(920) 809-9225,CALUMET,VAN DAALWYK,BRENDA,HEARTS AT HOME,VAN DAALWYK,BRENDA,VAN DAALWYK,BRENDA,N6939 IRISH RD,,WI,54129,(920) 858-4942,NONAMBULATORY,B,4,"$4,714.58","$6,083.33",,30-Aug-18,,,,X,,X,X,,X,,,X,X
0015253,LIMITLESS POSSIBILITIES W2025 RICH COURT,W2025 RICH CT,BRILLION,WI,54110,(920) 507-0205,CALUMET,JOPKE,ANGELINA,LIMITLESS POSSIBILITIES LLC,GUDWER,BILL,GUDWER,BILL,302 S BLUEMOUND DR,,WI,54914,(920) 230-2550,AFH,B,4,"$9,885.00","$12,896.00",,1-Oct-14,,X,,,,,,X,X,,,,X
0015356,NATIONAL HOUSE,319 E NATIONAL AVE,BRILLION,WI,54110,(920) 849-9351,CALUMET,HELLENDRUNG,ROBIN,NEW HOPE CENTER INC,LOGEMANN,GREG,LOGEMANN,GREG,P O BOX 189,,WI,53014,(920) 849-9351,AFH,B,3,$792.00,"$8,143.00",,24-Nov-14,,X,,,,X,,,X,,,,X
0011748,BROOKLYN HOUSE,69 E BROOKLYN ST,CHILTON,WI,53014,(920) 849-4779,CALUMET,LOGEMANN,GREG,NEW HOPE CENTER INC,ENGLER,MIKE,LOGEMANN,GREG,PO BOX 189,,WI,53014-0189,(920) 849-9351,AFH,B,4,"$4,980.00","$4,980.00",,25-Jan-07,,,,X,,,,,X,,,,X
0015184,CASS HOUSE,137 CASS ST,CHILTON,WI,53014,(920) 849-9351,CALUMET,MONTEITH,JENNIFER,NEW HOPE CENTER INC,LOGEMANN,GREG,MONTEITH,JENNIFER,PO BOX 189,,WI,53014,(920) 849-9351,AFH,B,4,$793.00,"$5,948.00",,11-Sep-14,,X,,,,,,,X,,,,X
0017014,STEENPORT HOME,1024 STEENPORT LANE,CHILTON,WI,53014,(920) 849-4431,CALUMET,MONTEITH,JENNIFER,NEW HOPE CENTER INC,LOGEMANN,GREG,MONTEITH,JENNIFER,443 MANHATTAN ST PO BOX 189,,WI,53014,(920) 849-9351,NONAMBULATORY,B,4,$793.00,"$5,948.00",,26-Feb-18,,X,,,,X,,,X,,,,X
0017000,4 SEASONS ADULT FAMILY HOME,1404 THOMPSON ST,BLOOMER,WI,54724,(715) 829-3363,CHIPPEWA,WINFIELD,EMILY,4 SEASONS ADULT FAMILY LIVING LLC,WINFIELD,EMILY,WINFIELD,EMILY,1404 THOMPSON STREET,,WI,54724,(715) 568-2219,AMBULATORY,B,4,"$6,200.00","$31,000.00",,8-Jan-18,,X,,,,X,,X,X,,,,
0018361,EZ VIEW GROUP HOME 3,8342 HWY 64,BLOOMER,WI,54724,(715) 827-0355,CHIPPEWA,HETKE,BETTE,EZ VIEW GROUP HOME INC,HETKE,BETTE,HETKE,BETTE,20958 190TH ST,,WI,54732,(715) 827-0355,AMBULATORY,B,4,"$6,000.00","$25,000.00",,5-May-21,,,,,,,,,X,,,,
0017228,HOME AGAIN HILL TOP,18706 HWY Q,BLOOMER,WI,54724,(715) 559-9830,CHIPPEWA,BENSON,RANDY,HOME AGAIN ADULT FAMILY HOME INC,BENSON,RANDY,BENSON,JASON,21290 100TH ST,,WI,54724,(715) 829-7994,AMBULATORY,B,4,"$5,500.00","$10,000.00",,11-Oct-18,,X,,,,,,X,X,,,X,
0017347,HOME AGAIN HILL TOP WEST,18706 HWY Q,BLOOMER,WI,54724,(715) 254-1877,CHIPPEWA,BENSON,JASON,HOME AGAIN ADULT FAMILY HOME INC,BENSON,RANDY,BENSON,JASON,21290 100TH ST,,WI,54724,(715) 829-7994,NONAMBULATORY,B,4,"$4,500.00","$12,000.00",,8-Apr-19,,X,,,,X,,X,X,,X,X,X
0015891,SHINE REM WISCONSIN III INC,6975 158TH AVE,BLOOMER,WI,54724,(715) 568-9220,CHIPPEWA,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123RD ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$5,322.91","$12,470.83",,3-Feb-16,,,,X,,,,X,X,,,,X
0014803,CLIENTS CHOICE BOYD STREET,213 N BOYD STREET,BOYD,WI,54726-,(715) 829-2849,CHIPPEWA,SMITH,NATHAN,CLIENTS CHOICE LLC,,,SMITH,NATHAN,805 EMERY STREET,,WI,54726-,(715) 579-0961,AFH,B,4,"$3,041.00","$9,500.00",,18-Sep-13,,X,,X,,X,,,X,,,,X
0014382,CLIENTS CHOICE ROSE STREET,106 ROSE STREET,BOYD,WI,54726-,(715) 703-1022,CHIPPEWA,ESLINGER,DARYL,CLIENTS CHOICE LLC,,,ESLINGER,DARYL,PO BOX 73,,WI,54726-,(715) 709-0200,AFH,B,4,"$3,000.00","$9,138.60",,1-Dec-12,,X,,,,X,,,X,,,,X
0014564,HOPES AND DREAMS III,29732 125TH AVE,BOYD,WI,54726-,(715) 313-0287,CHIPPEWA,POZARSKI,THERESA,HOPES & DREAMS LLC,POZARSKI,THERESA,POZARSKI,THERESA,121 N PINE STREET,,WI,54726-,(715) 313-0287,AFH,B,4,"$6,050.00","$18,050.00",,18-Apr-13,,,,X,,X,,,X,,,X,X
0016765,PARADISE LIVING LLC,125 WEBSTER STREET,BOYD,WI,54726,(715) 667-3418,CHIPPEWA,ROSHELL,TIMOTHY,PARADISE LIVING LLC,ROSHELL,TIMOTHY,ROSHELL,TIMOTHY,26723 COUNTY HIGHWAY X,,WI,54727,(715) 644-8051,NONAMBULATORY,B,4,"$3,900.00","$6,750.00",,22-Nov-17,,X,X,,,X,X,X,X,,X,X,
0016766,PARADISE LIVING LLC II,435 WEBSTER STREET,BOYD,WI,54726,(715) 667-3429,CHIPPEWA,ROSHELL,TIMOTHY,PARADISE LIVING LLC,ROSHELL,TIMOTHY,ROSHELL,TIMOTHY,26723 COUNTY HIGHWAY X,,WI,54726,(715) 644-8051,NONAMBULATORY,B,4,"$3,900.00","$6,750.00",,22-Nov-17,,X,X,,,X,X,X,X,,X,X,
0013946,SCHEIDLER ADULT FAMILY HOME,30898 130TH AVE,BOYD,WI,54726,(715) 667-3242,CHIPPEWA,SCHEIDLER,DEB/CASSIE,SCHEIDLER ADULT FAMILY HOME,,,SCHEIDLER,DEBRA,30898 130TH AVENUE,,WI,54726,(715) 667-3242,AFH,M,4,"$3,308.00","$3,436.96",,10-Sep-12,,,,,,,,,X,,,X,X
0017145,BISCHEL ADULT FAMILY HOME LLC,214 N MAIN ST,CADOTT,WI,54727,(715) 559-8521,CHIPPEWA,BISCHEL,TRACY,BISCHEL ADULT FAMILY HOME LLC,BISCHEL,TRACY,BISCHEL,TRACY,214 N MAIN ST,,WI,54727,(715) 559-8521,AMBULATORY,,4,"$1,900.00","$8,000.00",,27-Dec-18,,,,,,,,,X,,,,
0012448,COUNTRY WOODS LIVING INC,10194 - 190TH STREET,CADOTT,WI,54727-,(715) 382-4289,CHIPPEWA,MCNAMARA,TRAVIS,COUNTRY WOODS LIVING INC,MCNAMARA,TRAVIS,MCNAMARA,AMY,10194 - 190TH STREET,,WI,54727-,(715) 382-4961,AFH,B,4,"$8,000.00","$30,000.00",,20-Aug-08,,,,,,,,X,X,,,,X
0013167,HOPES & DREAMS,121 N PINE,CADOTT,WI,54727-,(715) 289-5300,CHIPPEWA,POZARSKI,THERESA,HOPES & DREAMS LLC,POZARSKI,THERESA,POZARSKI,THERESA,121 N PINE ST,,WI,54727-,(715) 313-0287,AFH,B,3,"$6,500.00","$11,167.00",,4-Nov-10,,,,X,,,X,X,X,,,,X
0013988,HOPES & DREAMS II,123 N MAIN ST,CADOTT,WI,54727-,(715) 313-0287,CHIPPEWA,POZARSKI,THERESA,HOPES & DREAMS LLC,POZARSKI,THERESA,POZARSKI,THERESA,28678 120TH AVE,,WI,54727-,(715) 313-0287,AFH,B,4,"$6,500.00","$10,450.00",,13-Feb-12,,,,X,,,X,,X,,,X,X
0018082,REM BIRCH,456 BIRCH STREET,CADOTT,WI,54727,(715) 289-3278,CHIPPEWA,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,WRIGHT,LORI,4033 123RD STREET SUITE A,,WI,54729,(715) 563-4023,AMBULATORY,B,3,"$12,510.00","$15,035.00",,17-Apr-20,,,,,,,,X,X,,,,X
0013440,REM WISCONSIN III INC CADOTT B 2,234 E OAK ST,CADOTT,WI,54727-,(715) 289-4062,CHIPPEWA,WRIGHT,LORI,REM WISCONSIN INC,,,WRIGHT,LORI,"4033 123RD ST, STE A",,WI,54729,(608) 276-1191,AFH,B,3,"$5,273.40","$14,405.70",,22-Jun-10,,X,,X,,X,,X,X,,,,X
0010846,REM WISCONSIN III INC OAK STREET A,232 E OAK STREET,CADOTT,WI,54727-,(715) 289-4061,CHIPPEWA,Wright,Lori,REM WISCONSIN INC,,,Wright,Lori,4033 123rd Street,,WI,54729,(715) 861-7377,AFH,B,3,"$6,502.00","$13,990.00",,18-May-05,,X,,X,,,,X,X,,,,X
