Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women Counselling,Physically Disabled,Irreversible Dementia Alzeimers,Emotionally Disturbed Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug Dependent,Advanced Aged,HCBS Compliant
18275,CLARITY CARE MANETTE,1796 CABINET MAKER COURT,GREEN BAY,WI,54303,(920) 236-6560,BROWN,HAMEISTER,BARBARA,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,424 WEST WASHINGTON AVENUE,OSHKOSH,WI,54901,(920) 236-6560,CLASS ANA (NONAMBULATORY),F,5,6087,6134,1-Nov-20,,NORTHEASTERN REGION,,X,,,,X,X,X,X,,,X,X
410443,CLARITY CARE SHAWANO AVENUE APARTMENTS,1297 SHAWANO AVE,GREEN BAY,WI,54303-,(920) 490-4581,BROWN,HAMEISTER,BARBARA,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,424 WASHINGTON AVE,OSHKOSH,WI,54901,(920) 236-6560,CLASS CNA (NONAMBULATORY),B,7,5154,5154,,29-Jan-96,NORTHEASTERN REGION,,X,,X,,X,,X,X,,,,X
15625,COTTONWOOD MANOR ASSISTED LIVING,1450 S MILITARY AVE,GREEN BAY,WI,54304,(920) 499-8838,BROWN,MERKLEY,DAVE,GREEN BAY SENIOR LIVING INC,Oberhofer,Jessie,JOHNSON,LEE,1675 E RIVERSIDE DR STE 150,EAGLE,ID,83616,(920) 499-8838,CLASS CNA (NONAMBULATORY),B,35,3500,4900,1-Aug-15,1-Aug-16,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
14170,DURHAM,2671-2673 DURHAM RD,GREEN BAY,WI,54311-,(920) 884-3160,BROWN,HAMEISTER,BARBARA,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,424 WASHINGTON AVE,OSHKOSH,WI,54901,(920) 236-6560,CLASS CNA (NONAMBULATORY),B,6,5480,5938,,13-Aug-12,NORTHEASTERN REGION,,X,,X,,X,X,X,X,,,X,X
12738,GRANCARE GARDENS,1551 DOUSMAN ST,GREEN BAY,WI,54303-,(920) 494-3050,BROWN,CARPENTER,BRENDA LEE,,ZUNKER,DONALD & DONNA,CARPENTER,BRENDA,1555 DOUSMAN ST,GREEN BAY,WI,54303-,(920) 494-4525,CLASS CNA (NONAMBULATORY),B,20,3475,5150,1-May-09,1-May-10,NORTHEASTERN REGION,,,,,,,,,,,,X,
410565,HAMPTON MANOR,1265 ROCKWELL RD,GREEN BAY,WI,54313-,(920) 434-9666,BROWN,NEWLUN,JANE,ADULT CARE LIVING OF NE WI LLC,NEWLUN,JANE,NEWLUN,JANE,1265 ROCKWELL RD,GREEN BAY,WI,54313-,(920) 434-9666,CLASS AS (SEMIAMBULATORY),B,8,2235,3500,3-Nov-98,1-May-99,NORTHEASTERN REGION,,,,,,,,,X,,,X,X
13593,HIL ORIOLE,503 PLATTEN ST,GREEN BAY,WI,54303-,(920) 857-9718,BROWN,ZIEMENDORF,DAWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,BALESTRIERI,JAMES G,WILLIAMS,ASHLEY,1249 RUSSETT COURT,GREEN BAY,WI,54313,(262) 569-5515,CLASS CNA (NONAMBULATORY),B,6,6242,6242,,21-Dec-10,NORTHEASTERN REGION,,X,,X,,,,,X,,,,X
9812,HIL ROCKWOOD HEIGHTS,2744 ROCKWOOD HEIGHTS,GREEN BAY,WI,54313-,(920) 662-1203,BROWN,MCABEE,DAWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,BALESTRIERI,JAMES G,WILLIAMS,ASHLEY,1249 RUSSETT COURT,GREEN BAY,WI,54313,(262) 569-5515,CLASS CNA (NONAMBULATORY),B,7,6205,6205,,1-Jan-02,NORTHEASTERN REGION,,X,,X,,X,,,X,,,,X
14177,HIL WESTPLAIN,335-339 WESTPLAIN DR,GREEN BAY,WI,54303-,(920) 857-3734,BROWN,SCHWENDEMAN,LISA,HOMES FOR INDEPENDENT LIVING OF WI LLC,BALESTRIERI,JAMES G,WILLIAMS,ASHLEY,1249 RUSSETT COURT,GREEN BAY,WI,54313,(262) 569-5515,CLASS AA (AMBULATORY),B,5,9380,9380,,13-Jun-12,NORTHEASTERN REGION,,X,,X,,,,X,X,,,,X
13206,INNOVATIVE SERVICES INC DIVERSION FACILITY,1311 N DANZ AVE,GREEN BAY,WI,54302-,(920) 435-3750,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLACE,GREEN BAY,WI,54302-,(920) 431-0962,CLASS CNA (NONAMBULATORY),B,20,3330,3330,,22-Sep-10,NORTHEASTERN REGION,,,,X,,,X,X,X,,X,X,
14492,LAFRANK CBRF,1713 FRANK ST,GREEN BAY,WI,54304-,(920) 405-0712,BROWN,LAPOINTE,KEVIN,COMPASS DEVELOPMENT LLC,LAPOINTE,KEVIN,LAPOINTE,KEVIN,2029 TRUE LN,GREEN BAY,WI,54304,(920) 405-9010,CLASS AS (SEMIAMBULATORY),B,5,5300,5850,,13-May-13,NORTHEASTERN REGION,,X,,X,,,,,X,,,,X
11145,LIBAL STREET HOME,3500 LIBAL ST,GREEN BAY,WI,54301-,(920) 347-4624,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,,,ROWLAND,JILL,2321 SAN LUIS PLACE,GREEN BAY,WI,54301-,(920) 431-0962,CLASS CNA (NONAMBULATORY),B,5,5331,5963,,16-Dec-05,NORTHEASTERN REGION,,X,X,X,,X,X,X,X,,,X,X
410213,LSS NORTH VIEW HOUSE,2517-19 N VIEW CT,GREEN BAY,WI,54303-,(920) 494-5454,BROWN,HANSON,DENNIS,LUTHERAN SOC SERV OF WI & UPPER MI INC,,,UPP,PAULA,3003 N RICHMOND ST,APPLETON,WI,54911,(920) 730-1326,CLASS AA (AMBULATORY),B,8,5152,5152,8-Dec-89,8-Apr-90,NORTHEASTERN REGION,,,,X,,,,X,,,,,X
410202,LSS PREBLE HOUSE,830-832 EDGEWOOD DR,GREEN BAY,WI,54311-,(920) 465-9977,BROWN,HANSON,DENNIS,LUTHERAN SOC SERV OF WI & UPPER MI INC,,,UPP,PAULA,3003-A N RICHMOND ST,APPLETON,WI,54911,(920) 730-1326,CLASS AA (AMBULATORY),B,8,5152,5152,6-Nov-89,7-Mar-90,NORTHEASTERN REGION,,,,X,,,,X,,,,,X
18100,MARLA VISTA ASSISTED LIVING,1006 NORTH MILITARY AVENUE,GREEN BAY,WI,54303,(920) 499-1119,BROWN,HOLMES,FRANCISCA,ARMH LEASECO 1 LLC,RUSSELL,KEVIN,SCHACHT,KAREN,328 NATURE PL,JOHNSON CREEK,WI,53038,(858) 500-6793,CLASS CNA (NONAMBULATORY),B,40,4295,6295,27-May-20,,NORTHEASTERN REGION,,,,,,,X,,,,,X,X
18111,MARLA VISTA GARDENS,1016 NORTH MILITARY AVENUE,GREEN BAY,WI,54303,(920) 499-1119,BROWN,HOLMES,FRANCISCA,ARMH LEASECO 1 LLC,RUSSELL,KEVIN,SCHACHT,KAREN,328 NATURE PL,JOHNSON CREEK,WI,53038,(858) 500-6793,CLASS CNA (NONAMBULATORY),B,20,4295,6295,27-May-20,,NORTHEASTERN REGION,,,,,,,X,,,,,X,X
17398,MCCORMICK ASSISTED LIVING,212 IROQUOIS AVENUE,GREEN BAY,WI,54301,(920) 437-0883,BROWN,SCHAD,HANNAH,ST PAUL ELDER SERVICES INC,NORDER,SONDRA,SCHAD,HANNAH,316 E 14TH STREET,KAUKAUNA,WI,54130,(920) 766-6020,CLASS CNA (NONAMBULATORY),B,56,3575,5775,,8-Feb-19,NORTHEASTERN REGION,,,,,,,,,,,,X,X
16397,OAK PARK PLACE OF GREEN BAY,421 ERIE RD,GREEN BAY,WI,54311,(920) 301-4200,BROWN,CORPUS,JOHN,OAK PARK PLACE OF GREEN BAY LLC,FRANK,SCOTT,FRANK,SCOTT,719 JUPITER DR,MADISON,WI,53718,(608) 729-2981,CLASS CNA (NONAMBULATORY),B,45,4650,5850,17-Apr-17,1-May-18,NORTHEASTERN REGION,,,X,,,X,X,,,,,X,
410014,OAKS FAM CARE CTR CARI HOUSE,1485 PLYMOUTH LN,GREEN BAY,WI,54303-,(920) 497-2477,BROWN,WANEK,LISA,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,GARBISCH,CYNDI,GARBISCH,CYNDI,550 N MILITARY AVE #13,GREEN BAY,WI,54303-,(920) 497-0194,CLASS AA (AMBULATORY),M,6,3020,3020,3-Oct-80,1-May-81,NORTHEASTERN REGION,,,,X,,,,,X,,,,X
410158,OAKS FAM CARE CTR CHRISTIANA,1643 CHRISTIANA ST,GREEN BAY,WI,54303-,(920) 499-8641,BROWN,WICKMAN,DAVID,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,GARBISCH,CYNTHIA,GARBISCH,CYNTHIA,550 N MILITARY AVE STE 13,GREEN BAY,WI,54303-,(920) 497-0194,CLASS CS (SEMIAMBULATORY),M,8,3245,3245,1-Jul-86,1-Jul-86,NORTHEASTERN REGION,,,,X,,,,,X,,,,X
410097,OAKS FAM CARE CTR DAMIAN HOUSE,1481 PLYMOUTH LANE,GREEN BAY,WI,54303-,(920) 494-3804,BROWN,WANEK,LISA,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,GARBISCH,CYNDI,GARBISCH,CYNDI,550 N MILITARY AVE #13,GREEN BAY,WI,54303-,(920) 497-0194,CLASS AS (SEMIAMBULATORY),F,7,3387,3387,2-Oct-80,31-Oct-80,NORTHEASTERN REGION,,,,X,,,,,X,,,,X
410156,OAKS FAM CARE CTR OAKLAND HOUSE,126 N OAKLAND AVE,GREEN BAY,WI,54303-,(920) 432-1555,BROWN,GARBISCH,CYNDI,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,GARBISCH,CYNDI,GARBISCH,CYNDI,550 N MILITARY AVE #13,GREEN BAY,WI,54303-,(920) 497-0194,CLASS AA (AMBULATORY),M,7,3291,3695,1-Sep-88,1-Jan-89,NORTHEASTERN REGION,,,,X,,,,,X,,,,X
9922,OUR PLACE,1501 N IRWIN ST,GREEN BAY,WI,54302-,(920) 438-7146,BROWN,KOSS,TANA,FAMILY SERVICES OF NE WIS INC,MISCHLER,LOIS,MISCHLER,LOIS,300 CROOKS ST,GREEN BAY,WI,54301,(920) 436-6800,CLASS AA (AMBULATORY),B,18,3010,3332,17-Dec-02,1-Jul-03,NORTHEASTERN REGION,,,,X,,,,X,,,,,X
13896,PATIENT PINES ASSISTED LIVING INC 1715,1715 WESTMINSTER DR,GREEN BAY,WI,54302-5431,(920) 884-2273,BROWN,CARTER,TONI,,CARTER,TONI,CARTER,TONI,1715 WESTMINSTER DR,GREEN BAY,WI,54302-5431,(920) 737-8664,CLASS CNA (NONAMBULATORY),B,8,3000,5900,2-Nov-11,1-Nov-12,NORTHEASTERN REGION,,,X,X,,X,X,X,X,,,X,X
13897,PATIENT PINES ASSISTED LIVING INC 1721,1721 WESTMINSTER DR,GREEN BAY,WI,54302-5431,(920) 884-2273,BROWN,CARTER,TONI,,CARTER,TONI,CARTER,TONI,1715 WESTMINSTER DR,GREEN BAY,WI,54302,(920) 737-8664,CLASS CNA (NONAMBULATORY),B,8,3000,5900,8-Nov-11,1-Nov-12,NORTHEASTERN REGION,,,X,X,,X,X,X,X,,,X,X
16822,REFLECTIONS AT MORAINE RIDGE,2919 ST ANTHONY DR,GREEN BAY,WI,54311,(920) 468-3111,BROWN,RYCZEK,LORRIE,MORAINE RIDGE LLC,KLEIN,MICHAEL,RYCZEK,LORRIE,2919 ST ANTHONY DR,GREEN BAY,WI,54311,(920) 468-3111,CLASS CNA (NONAMBULATORY),B,30,5000,5200,9-Oct-17,,NORTHEASTERN REGION,,,X,,,,X,,,,,X,
12658,RIDGE POINTE CBRF,204 S ONEIDA ST,GREEN BAY,WI,54303-,(920) 884-3192,BROWN,LAPOINTE,KEVIN,COMPASS DEVELOPMENT LLC,LAPOINTE,KEVIN,LAPOINTE,KEVIN,2029 TRUE LN,GREEN BAY,WI,54304,(920) 405-9010,CLASS CS (SEMIAMBULATORY),B,5,5000,,,25-Mar-09,NORTHEASTERN REGION,,X,,X,,,,,X,,,,X
10929,SCHUMACHER HOUSE,2831 FERNDALE DRIVE,GREEN BAY,WI,54313-,(920) 497-9110,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,RAY,DENNIS ALLEN,ROWLAND,JILL,2321 SAN LUIS PLACE,GREEN BAY,WI,54313-,(920) 431-0962,CLASS CNA (NONAMBULATORY),B,5,5854,5854,,31-Mar-05,NORTHEASTERN REGION,,X,X,,,X,X,X,X,,,X,X
13912,SERVAIS POINTE CBRF,1398 SERVAIS ST,GREEN BAY,WI,54304-,(920) 884-2366,BROWN,LAPOINTE,KEVIN,COMPASS DEVELOPMENT LLC,LAPOINTE,KEVIN,LAPOINTE,KEVIN,2029 TRUE LANE,GREEN BAY,WI,54304,(920) 405-9010,CLASS CA (AMBULATORY),B,5,4700,5400,10-Oct-11,,NORTHEASTERN REGION,,X,,X,,,,,X,,,,X
10552,SHERWOOD PLACE,4893 FINGER RD,GREEN BAY,WI,54311-,(920) 863-3665,BROWN,MAYVILLE,JENNY,PRODUCTIVE LIVING SYSTEMS INC,SCHROEDER,JAMES C,MAYVILLE,JENNY,619 N LYNNDALE DR,APPLETON,WI,54311-,(715) 831-3910,CLASS AA (AMBULATORY),B,8,6037,6037,,15-Jun-04,NORTHEASTERN REGION,,X,,,,,,X,X,,,,X
18272,TENDER HEARTS ASSISTED LIVING BLDNG 1,300 CARDINAL LANE,GREEN BAY,WI,54313,(920) 857-9881,BROWN,VANDINTER,ASHLEY,OPCO THAL LLC,ALMQUIST,GREGORY,DORO,AMY,1889 COMMERCE SRIVE,DE PERE,WI,54115,(678) 445-2300,CLASS CNA (NONAMBULATORY),B,20,4900,6400,14-Jan-21,,NORTHEASTERN REGION,,,X,,,X,X,,,,,X,X
18271,TENDER HEARTS ASSISTED LIVING BLDNG 2,320 CARDINAL LANE,GREEN BAY,WI,54313,(920) 857-9881,BROWN,VANDINTER,ASHLEY,OPCO THAL LLC,ALMQUIST,GREGORY,DORO,AMY,1889 COMMERCE DRIVE,DE PERE,WI,54415,(678) 445-2300,CLASS CNA (NONAMBULATORY),B,30,4900,6400,14-Jan-21,,NORTHEASTERN REGION,,,X,,,X,X,,,,,X,X
16454,VERLIN ROAD,2149 VERLIN RD,GREEN BAY,WI,54311,(920) 465-4779,BROWN,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC,ROWLAND,JILL,ROWLAND,JILL,2321 SAN LUIS PLACE,GREEN BAY,WI,54304,(920) 431-0962,CLASS CNA (NONAMBULATORY),B,8,5076,5076,,6-Jun-17,NORTHEASTERN REGION,,X,X,X,,X,X,X,X,,,X,X
410168,WOODSIDE MANOR I II III IV,1060 PILGRIM WAY,GREEN BAY,WI,54304-,(920) 499-7560,BROWN,ATKINSON,JESSICA,BAY AREA LUTHERAN HOMES INC,,,ROSS,SCOTT,1060 PILGRIM WAY,GREEN BAY,WI,54304,(920) 499-1481,CLASS CNA (NONAMBULATORY),B,140,3000,5750,12-Sep-88,1-Jan-89,NORTHEASTERN REGION,,,X,X,,X,X,,,,,X,
16472,WYNDEMERE ASPEN HOUSE,3001 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,OWENS,JENNIFER,CSL- WYNDEMERE LLC,FORSYTH,WILL,FORSYTH,WILL,1580 VALLEY RIVER DR STE 260,EUGENE,OR,97401,(541) 636-3460,CLASS CNA (NONAMBULATORY),B,20,4212,4600,15-Feb-17,1-Mar-18,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
16473,WYNDEMERE BIRCH HOUSE,2999 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,OWENS,JENNIFER,CSL  WYNDEMERE LLC,FORSYTH,WILL,FORSYTH,WILL,1580 VALLEY RIVER DR STE 260,EUGENE,OR,97401,(541) 636-3460,CLASS CNA (NONAMBULATORY),B,16,4305,4600,15-Feb-17,1-Mar-18,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
16474,WYNDEMERE CEDAR HOUSE,2995 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,OWENS,JENNIFER,CSL  WYNDEMERE LLC,FORSYTH,WILL,FORSYTH,WILL,360 E 10TH AVE STE 104,EUGENE,OR,97401,(541) 636-3460,CLASS CNA (NONAMBULATORY),B,14,6109,6109,15-Feb-17,1-Mar-18,NORTHEASTERN REGION,,,,,,X,X,,X,,,X,X
16808,EMERALD BAY MEMORY CARE,650 CENTENNIAL CENTRE BLVD,HOBART,WI,54155,(920) 544-5041,BROWN,RAMIREZ,SHAWN,SCAL OF HOBART LLC,TEGEN,KATHERINE   R,TEGEN,KATHERINE,5555 GRANDE MARKET DRIVE STE A,APPLETON,WI,54913,(920) 574-3833,CLASS CNA (NONAMBULATORY),B,24,5000,6000,26-Sep-17,1-Oct-18,NORTHEASTERN REGION,,,X,,,X,X,,,,,X,
17539,CLARITY CARE CARDINAL,1410 CARDINAL LANE,HOWARD,WI,54313,(920) 434-1433,BROWN,HAMEISTER,BARBARA,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,2649 MANITOWOC RD,GREEN BAY,WI,54311,(920) 469-5240,CLASS CNA (NONAMBULATORY),B,5,5380,5745,21-Jul-20,1-Aug-21,NORTHEASTERN REGION,,X,,X,,X,X,X,X,,,X,X
16149,NEW PERSPECTIVE-HOWARD,2790 ELM TREE HILL,HOWARD,WI,54313,(920) 489-8600,BROWN,DUVALL,DARIN,HOWARD OPS LLC,NOVACZYK,RYAN,DUVALL,DARIN,2790 ELM TREE HILL,HOWARD,WI,54313,(952) 241-8211,CLASS CNA (NONAMBULATORY),,60,3200,4900,27-Jun-16,1-Jul-17,NORTHEASTERN REGION,,,X,,,,X,,X,,,X,X
17500,ANNAS HOUSE ASSISTED LIVING 2,5449 CTY HWY K,NEW FRANKEN,WI,54229,(920) 866-2903,BROWN,DOPUCH,ANDY,IVY LANE LLC,DOPUCH,ANDREW,DOPUCH,ANDREW,25615 91ST STREET,SALEM,WI,53168,(262) 914-0246,CLASS CNA (NONAMBULATORY),B,36,3700,5500,,15-Apr-19,NORTHEASTERN REGION,,,X,,,X,X,X,X,,X,X,X
17499,ANNAS HOUSE ASSISTED LIVING I,5449 CTY HWY K,NEW FRANKEN,WI,54229,(920) 866-2903,BROWN,DOPUCH,ANDY,IVY LANE LLC,DOPUCH,ANDREW,DOPUCH,ANDREW,25615 91ST STREET,SALEM,WI,53168,(262) 914-0246,CLASS CNA (NONAMBULATORY),B,16,3700,5500,,15-Apr-19,NORTHEASTERN REGION,,,X,,,X,X,X,X,,X,X,X
16346,HIL MEADOW RIDGE,2657 SANDRA ROSE LANE,NEW FRANKEN,WI,54229,,BROWN,SCHWENDEMAN,LISA,HOMES FOR INDEPENDENT LIVING OF WI LLC,BALESTRIERI,JAMES,WILLIAMS,ASHLEY,1249 RUSSETT COURT,GREEN BAY,WI,54313,(920) 499-2688,CLASS CNA (NONAMBULATORY),B,8,6607,6607,,27-Feb-17,NORTHEASTERN REGION,,X,,X,,X,,,X,,,,X
16105,COUNTRY VILLA ASSISTED LIVING PULASKI,830 CREST DR,PULASKI,WI,54162,(920) 422-4629,BROWN,BARKER,MELISSA,COUNTRY VILLA ASSISTED LIVING LLC,READER,CHAD,READER,CHAD,W2015 INDUSTRIAL DR,KAUKAUNA,WI,54130,(920) 422-4629,CLASS CNA (NONAMBULATORY),B,38,4000,7000,25-Apr-16,16-Mar-17,NORTHEASTERN REGION,,,X,X,,X,X,X,,,,X,X
11664,HIL MAPLE CREST,825 GOLDEN EAGLE CT,PULASKI,WI,54162-,(920) 822-1571,BROWN,MCABEE,DAWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,BALESTRIERI,JAMES G,WILLIAMS,ASHLEY,1249 RUSSETT COURT,GREEN BAY,WI,54313,(262) 569-5515,CLASS CNA (NONAMBULATORY),B,6,6472,6472,,2-Oct-06,NORTHEASTERN REGION,,,,X,,,,,X,,,,X
15697,ALPHA SENIOR CONCEPTS SUAMICO,13320 VELP AVE,SUAMICO,WI,54313,(920) 770-4601,BROWN,WEIGELT,COURTNEY,ALPHA SENIOR CONCEPTS SUAMICO INC,HOWARD,JEAN,WEIGELT,COURTNEY,13320 VELP AVE,SUAMICO,WI,54173,(920) 770-4601,CLASS CNA (NONAMBULATORY),B,25,4600,6500,,29-Jul-15,NORTHEASTERN REGION,,X,X,X,,X,X,,,,,X,X
15398,BAY HARBOR ASSISTED LIVING SUAMICO I,3136 LONGVIEW LN,SUAMICO,WI,54173,(920) 434-8650,BROWN,MOYER,DELORES,BAY HARBOR ASSISTED LIVING LLC,MOYER,DELORES,MOYER,DELORES,PO BOX 190,SUAMICO,WI,54173,(608) 371-9292,CLASS CNA (NONAMBULATORY),,20,4500,7000,1-Mar-16,13-Feb-17,NORTHEASTERN REGION,,X,X,,,X,X,X,X,,X,X,
8920,BAY HARBOR II,3136 LONGVIEW LN BLDG B,SUAMICO,WI,54173,(920) 662-0470,BROWN,MOYER,DELORES,HARBOR SENIOR LIVING INC,TEGGE,DEBRA,TEGGE,DEBRA,PO BOX 190,SUAMICO,WI,54173,(920) 621-5935,CLASS CNA (NONAMBULATORY),B,14,3900,6900,30-Dec-99,1-Jul-00,NORTHEASTERN REGION,,,,,,X,X,X,,,X,X,X
14162,MATTHEWS OF WRIGHTSTOWN,510 MEADOW LN,WRIGHTSTOWN,WI,54180-,(920) 532-0375,BROWN,HINTZ,HEATHER,MATTHEWS SENIOR HOUSING LLC,OSTROM,THOMAS,OSTROM,THOMAS,101 N WACKER DR STE 616,CHICAGO,IL,54180-,(312) 623-0884,CLASS CNA (NONAMBULATORY),B,16,3000,6000,15-Jun-12,1-Jul-13,NORTHEASTERN REGION,,,X,X,,X,X,X,,,,X,X
14018,ST MICHAELS ASSISTED LIVING,270 NORTH STREET,FOUNTAIN CITY,WI,54629-,(608) 687-7721,BUFFALO,OLSON,TIFFANY,ST. MICHAELS ASSISTED LIVING,,,OLSON,TIFFANY,270 NORTH STREET,FOUNTAIN CITY,WI,54629-,(608) 687-7721,CLASS CNA (NONAMBULATORY),B,30,4809,5454,17-Apr-12,1-May-13,NORTHWESTERN REGION,,,X,X,,X,X,,,,,X,X
14061,HILLVIEW SENIOR LIVING,210 MEMORIAL DRIVE,MONDOVI,WI,54755-,(715) 926-4962,BUFFALO,LISOWSKI,TONYA,"AMERICAN LUTHERAN HOMES, INC",LISOWSKI,TONYA,LISOWSKI,TONYA,210 MEMORIAL DRIVE,MONDOVI,WI,54755-,(715) 926-4962,CLASS CNA (NONAMBULATORY),B,38,3575,5225,18-Apr-12,1-May-13,NORTHWESTERN REGION,,,,,,X,,,,,,X,
16995,HOMEPLACE OF MONDOVI (THE),158 E MAIN ST,MONDOVI,WI,54755,(715) 926-4777,BUFFALO,ROHWEDDER,KELLY,HOMEPLACE OF MONDOVI LLC (THE),TALLMAN,JILL,HAZUGA,JASON,225 E 4TH AVE,STANLEY,WI,54768,(715) 644-2136,CLASS CNA (NONAMBULATORY),B,10,4250,4550,,6-Feb-18,NORTHWESTERN REGION,,,,,,,X,,X,,,X,
10021,SHADY KNOLL HOME,240 W BROADWAY AVE,GRANTSBURG,WI,54840-,(715) 463-5425,BURNETT,PEER,GREGORY,GSP OF GRANTSBURG INC,,,PEER,GREGORY,P O BOX 468,GRANTSBURG,WI,54840-,(715) 463-2587,CLASS AA (AMBULATORY),B,8,2025,2609,4-Apr-03,1-Jun-04,NORTHWESTERN REGION,,,,X,,,,,X,,,X,X
16775,KAPES LAKESIDE ASSISTED LIVING & MEMORY CARE,23926 4TH AVE,SIREN,WI,54872,(715) 349-5273,BURNETT,STADLER,SARA,KAPES LAKESIDE ASSISTED LIVING and MEMORY CARE LLC,STADLER,SARA JO,STADLER,SARA,23926 4TH AVE,SIREN,WI,54872,(715) 371-0548,CLASS CNA (NONAMBULATORY),B,50,2000,6000,25-Sep-17,,NORTHWESTERN REGION,,,X,,,X,X,,X,,,X,
13811,COUNTRYSIDE ACRES ASSISTED LIVING LLC,5788 COUNTY ROAD C,WEBSTER,WI,54893-,(715) 866-4411,BURNETT,ROSSOW,THERESA,,STADLER/ROSSOW,SARA/THERESA,ROSSOW,THERESA,5788 COUNTY ROAD C,WEBSTER,WI,54893-,(715) 866-4411,CLASS CA (AMBULATORY),B,8,1500,8000,14-Oct-11,1-Oct-12,NORTHWESTERN REGION,,X,,X,,X,,,X,,,X,
14907,ACS CLINICAL SERVICES LLC APPLETON,2 BRIGHTON CIRCLE,APPLETON,WI,54915-,(920) 364-9335,CALUMET,MOREIN,LANE,ACS CLINICAL SERVICES LLC,TREBIAN,VICKI,MOREIN,LANE,2 BRIGHTON CIRCLE,APPLETON,WI,54915-,(608) 223-0017,CLASS AS (SEMIAMBULATORY),F,10,3500,3500,13-Mar-15,,NORTHEASTERN REGION,,,,,X,,,,,X,X,,
15847,DARBOY ASSISTED LIVING,N9520 SILVER CT,APPLETON,WI,54915,(920) 832-9290,CALUMET,PACKETT,MICHELE,B A ISRAEL LLC,AMUDOAGHAN,BRIGHT,AMUDOAGHAN,BRIGHT,N9520 SILVER CT,APPLETON,WI,54915,(773) 416-8534,CLASS CNA (NONAMBULATORY),B,8,4000,5000,3-Mar-16,20-Feb-17,NORTHEASTERN REGION,,X,X,X,,X,X,X,X,,,X,X
12537,BRILLION WEST HAVEN,220 ACHIEVEMENT DR,BRILLION,WI,54110-,(920) 756-9100,CALUMET,DEY,JACKIE,BRILLION SENIOR MANAGEMENT LLC,,,DEY,JACKIE,220 ACHIEVEMENT DR,BRILLION,WI,54110-,(920) 784-0195,CLASS CNA (NONAMBULATORY),B,60,3150,4635,28-Oct-08,1-Nov-09,NORTHEASTERN REGION,,,X,X,,X,X,,,,,X,X
410344,GARROW VILLA,210 S PARKWAY DR,BRILLION,WI,54110,(920) 756-3389,CALUMET,SCHRUBBE,APRIL,CITY OF BRILLION HOUSING AUTHORITY,,,SCHRUBBE,APRIL,210 S PARKWAY DR,BRILLION,WI,54110,(920) 756-3041,CLASS CNA (NONAMBULATORY),B,20,4500,9000,1-Mar-94,1-Mar-95,NORTHEASTERN REGION,,,X,X,,X,X,,,,,X,X
16779,CENTURY RIDGE  I,533 E CALUMET STREET,CHILTON,WI,53014,(920) 849-2640,CALUMET,RACINE,ERICA,SHANTHI LIVING LLC,SHAH,ANIK,SHAH,ANIK,10129 PACIFIC AVE,FRANKLIN PARK,IL,60131,(312) 388-0330,CLASS CNA (NONAMBULATORY),B,21,3900,5300,15-Sep-17,1-Oct-18,NORTHEASTERN REGION,,,X,,,,X,,,,,X,X
16780,CENTURY RIDGE II,531 E CALUMET ST,CHILTON,WI,53014,(920) 849-2640,CALUMET,RACINE,ERICA,SHANTHI LIVING LLC,SHAH,ANIK,SHAH,ANIK,10129 PACIFIC AVE,FRANKLIN PARK,IL,60131,(312) 388-0330,CLASS CNA (NONAMBULATORY),B,21,3900,5300,15-Sep-17,1-Oct-18,NORTHEASTERN REGION,,,,,,,X,,X,,,X,X
