State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Email Address,Phone Number,License Number
Adult Residential Care,St. Michael''s Assisted Living - Level 1,314 Transcontinental Drive,METAIRIE,LA,70001,JEFFERSON,jwright@assistedlivingsm.com,(504) 644-4324,2203783535
Adult Residential Care,Stonebridge Place-Level 3 ,1511 South Huntington Street ,SULPHUR,LA,70663,CALCASIEU,sbdirector@paramounthcla.com,(337) 527-4433,2203784179
Adult Residential Care,Stoney Brook - Level 2,308 Norris Lane ,WEST MONROE,LA,71291,OUACHITA,stoneybrookmc@comcast.net,(318) 396-3130,8316
Adult Residential Care,Summerfield Retirement Community - Level 3,4104 Dauphine Street ,SLIDELL,LA,70458,ST. TAMMANY,francine@lifeatsummerfield.com,(985) 646-4676,14879
Adult Residential Care,Summerfield Senior Living of Hammond - Level 3,16170 E. Minnesota Park Road,HAMMOND,LA,70403,TANGIPAHOA,administrator.hammond@lifeatsummerfield.com,(985) 345-6300,2203782979
Adult Residential Care,Sunrise at Siegen-Level 2,9351 Siegen Lane ,BATON ROUGE,LA,70810,EAST BATON ROUGE,siegen.ed@sunriseseniorliving.com,(225) 765-7538,14438
Adult Residential Care,Sunrise of Metairie-Level 3 ,3732 West Esplanade Ave. ,METAIRIE,LA,70002,JEFFERSON,Metairie.ED@sunriseseniorliving.com,(504) 889-9777,14242
Adult Residential Care,Sunrise Second Baton Rouge Assisted Living-Level 3 ,8502 Jefferson Highway ,BATON ROUGE,LA,70809,EAST BATON ROUGE,BatonRouge.ed@sunriseseniorliving.com,(225) 932-9400,13392
Adult Residential Care,Terrebonne Place - Level 3,1163 Museum Drive ,HOUMA,LA,70360,TERREBONNE,LegalHelp@enlivant.com,(985) 580-0620,2203781720
Adult Residential Care,The Arbor and Terrace Senior Center of Ruston-Level 3,4518 Highway 80 East ,RUSTON,LA,71270,LINCOLN,muriel.ryder@klic.com,(318) 251-3116,2111
Adult Residential Care,The Azaleas Assisted Living At Woldenberg Village - Level 3,3701 Behrman Place ,NEW ORLEANS,LA,70114,ORLEANS,bob.laster@LCMCHealth.org,(504) 367-5640,8610
Adult Residential Care,The Blake At Bossier City - Level 3,2000 Blake Boulevard,BOSSIER CITY,LA,71111,BOSSIER,renee.matheny@blakeliving.com,(318) 752-6611,2203784004
Adult Residential Care,The Blake at Colonial Club - Level 3,7904 Jefferson Highway,HARAHAN,LA,70123,JEFFERSON,rebecca.jeffries@blakeseniorliving.com,(504) 737-7770,2203784794
Adult Residential Care,The Blake at Lafayette -Level 3,400 Polly Lane,LAFAYETTE,LA,70508,LAFAYETTE,Monah.folse@blakeliving.com,(337) 993-8898,2203782867
Adult Residential Care,The Blake at the Grove - Level 3,9511 Creekview Drive,BATON ROUGE,LA,70836,EAST BATON ROUGE,Rick.Watkins@blakeliving.com,(225) 424-6714,2203783426
Adult Residential Care,The Chateaus At Montclaire-Level 3 ,9200 East Kings Highway,SHREVEPORT,LA,71115,CADDO,jordan@montclair-park.com,(318) 213-0790,2203781600
Adult Residential Care,"The Claiborne at Shoe Creek, LLC - Level 3",9750 Couret Drive,CENTRAL,LA,70818,EAST BATON ROUGE,mcrawford@theclaiborne.com,(225) 465-3769,2203784674
Adult Residential Care,The Claiborne at Thibodaux-Level 3 ,2495 Talbot Avenue,THIBODAUX,LA,70301,LAFOURCHE,rtalbot@theclaiborne.com,(985) 387-8088,2203782674
Adult Residential Care,The Cottages at The Glen - Level 3 ,425 East Flournoy Lucas Road ,SHREVEPORT,LA,71115,CADDO,creese@theglen.org,(318) 629-3596,13349
Adult Residential Care,THE GABLES AT SPRINGLAKE - Level 3,8622 Line Avenue ,SHREVEPORT,LA,71106,CADDO,tlarimer@springlakenursinghome.com,(318) 426-1668,2203784289
Adult Residential Care,The Gardens and Guardian - Level 3,1401 Country Club Rd.,LAKE CHARLES,LA,70605,CALCASIEU,Tonya.estes@gandgcare.com,(337) 480-1550,2203784078
Adult Residential Care,The Gardens at Georgia Tucker - Level 3,405 Stubbs Avenue,MONROE,LA,71201,OUACHITA,info@georgiatucker.com,(318) 538-0040,2203784025
Adult Residential Care,The Jefferson - Level 1,224 Central Ave,JEFFERSON,LA,70121,JEFFERSON,jasonhemel@gmail.com,(504) 259-0326,2203784849
Adult Residential Care,The Pearl at Jamestown - Level 3,14443 Perkins Rd.,BATON ROUGE,LA,70810,EAST BATON ROUGE,pam.misenheimer@phoenixsrliving.com,(225) 443-8090,2203783718
Adult Residential Care,The Stiles Apartments- Level 4 ,403 East Flournoy Lucas Road ,SHREVEPORT,LA,71115,CADDO,creese@theglen.org,(318) 797-6810,2120
Adult Residential Care,The Suites at Algiers Point - Level 3,813 Pelican Avenue,NEW ORLEANS,LA,70114,ORLEANS,monique@algierspointsuites.com,(504) 362-7166,2203784318
Adult Residential Care,The Suites At Sugar Mill Point - Level 2 ,220 Valhi Boulevard ,HOUMA,LA,70360,TERREBONNE,amanda@sugarmillpoint.net ,(985) 868-8400,9409
Adult Residential Care,The Trace Senior Community- Level 3,19432 Crawford Road ,COVINGTON,LA,70433,ST. TAMMANY,sfairley@thetraceseniorliving.com,(985) 249-7676,2203782759
Adult Residential Care,The Village at St. Bernard - Level 3,1422 East LA Highway 46,ST BERNARD,LA,70085,ST. BERNARD,thevillagetammy@gmail.com,(504) 309-7999,2203783968
Adult Residential Care,The Windsor Senior Living Community- Level 3  ,1770 North Causeway Boulevard ,MANDEVILLE,LA,70471,ST. TAMMANY,jsaucier@windsorseniorliving.com,(985) 624-8040,5733
Adult Residential Care,"Tranquil Living II, LLC - Level 1 ",613 Avenue E,MARRERO,LA,70072,JEFFERSON,brigette.gaudet@gmail.com,(504) 301-0690,2203784036
Adult Residential Care,Tranquil Living-Level 2 ,4500 Leo Street,MARRERO,LA,70072,JEFFERSON,brigette.gaudet@gmail.com,(504) 615-4665,2203781790
Adult Residential Care,Trinity House-Level 1 ,1422 Kerlerec Street ,NEW ORLEANS,LA,70116,ORLEANS,vmagee@brotherhoodinc.org,(504) 947-4100,14368
Adult Residential Care,Villa Maria Retirement Center-Level 3 ,3905 Kingston Place ,LAKE CHARLES,LA,70605,CALCASIEU,Becky.see@lcdiocese.org,(337) 478-4780,2197
Adult Residential Care,"Village in the Oaks Apt., LLC - Level 3",75520 Highway 1081 ,COVINGTON,LA,70435,ST. TAMMANY,villagecov@aol.com,(985) 871-0111,9108
Adult Residential Care,Ville Ste. Marie Senior Living Community-Level 3 ,4112 Jefferson Hwy ,JEFFERSON,LA,70121,JEFFERSON,vsmseniorssanford@att.net,(504) 834-3164,8191
Adult Residential Care,Vista Shores-Level 2 ,5958 Saint Bernard Ave. ,NEW ORLEANS,LA,70122,ORLEANS,courtney@vistashores.com,(504) 288-3737,2119
Adult Residential Care,"Westbank Lighthouse, L.L.C. - Level 2",1712 Holiday Drive,NEW ORLEANS,LA,70114,ORLEANS,westbanklighthouse@gmail.com,(504) 931-6048,2203781100
Adult Residential Care,Williamsburg Senior Living Community-Level 3,5445 Government Street ,BATON ROUGE,LA,70806,EAST BATON ROUGE,cheri@williamsburgbr.com,(225) 929-8917,7135
Adult Residential Care,Women''s Community Rehabilitation Center(WCRC),855 St. Ferdinand Street ,BATON ROUGE,LA,70802,EAST BATON ROUGE,kbourgeois@upliftd.org,(225) 336-0000,2104
Adult Residential Care,Woodbriar Assisted Living & Memory Care - Level 3,213 E Etienne St,MAURICE,LA,70555,VERMILION,dianne@woodbriarseniorliving.com,(337) 740-9663,2203784790
Adult Residential Care,Woodys Home for Veterans - Level 2,442 Jordan Street,SHREVEPORT,LA,71101,CADDO,woodyshome@bellsouth.net,(318) 425-1928,2203782831
Adult Residential Care,Woodys Home for Veterans - Level 2,448 Jordon Street,SHREVEPORT,LA,71101,CADDO,woodyshome@bellsouth.net,(318) 425-1928,2203782833
Ambulatory Surgical Centers,"Acadiana Endoscopy Center, Inc.",443 Heymann Boulevard ,LAFAYETTE,LA,70503,LAFAYETTE,kchanks@acadianagastro.com,(337) 269-1126,173
Ambulatory Surgical Centers,Advanced Heart and Vascular Center,"1453 East Bert Kouns Industrial Loop, Suite 220",SHREVEPORT,LA,71105,CADDO,sgermany@acsdoctors.com,(318) 629-3170,2203783964
Ambulatory Surgical Centers,"Advanced Pain Institute Treatment Center, LLC","42131 Veterans Ave, Suite 200 ",HAMMOND,LA,70403,TANGIPAHOA,cpolito@surgerypartners.com,(985) 310-1420,2203783457
Ambulatory Surgical Centers,"Advanced Surgery Center of Metairie, LLC",720 Veterans Blvd. Suite 100 ,METAIRIE,LA,70005,JEFFERSON,sdesalvo@ascmetairie.com,(504) 293-4955,180
Ambulatory Surgical Centers,"Advanced Surgery Center of Northern Louisiana, LLC",1601 Louisville Avenue,MONROE,LA,71201,OUACHITA,bwallace@ascnorthernla.com,(318) 998-5555,2203781475
Ambulatory Surgical Centers,Advanced Surgical Care of Baton Rouge,7310 Perkins Road ,BATON ROUGE,LA,70808,EAST BATON ROUGE,bdison@ascbatonrouge.com,(225) 236-3100,161
Ambulatory Surgical Centers,"Advanced Surgical Concepts, LLC",9118 Bluebonnet Centre Blvd. ,BATON ROUGE,LA,70809,EAST BATON ROUGE,briwilliams@uspi.com,(225) 368-2330,2203782314
Ambulatory Surgical Centers,Alexandria Heart & Vascular Surgery Center,"224 Pecan Park, Suite E",ALEXANDRIA,LA,71303,RAPIDES,khall@alexandriaheart.com,(318) 704-6182,2203782755
Ambulatory Surgical Centers,Alliance Endoscopy Center,3717 Houma Boulevard Ste 200 ,METAIRIE,LA,70006,JEFFERSON,mcortez@allianceendo.com,(504) 885-7676,137
Ambulatory Surgical Centers,Ambulatory Eye Surgery Center of Louisiana,"3900 Veterans Memorial Blvd.,Suite 100 ",METAIRIE,LA,70002,JEFFERSON,jcarleton@aescla.com,(504) 455-1550,2203783720
Ambulatory Surgical Centers,Ambulatory Surgery Center of Opelousas,187 Ventre Blvd. ,OPELOUSAS,LA,70570,ST. LANDRY,nguidry@ascola.net,(337) 407-0050,114
Ambulatory Surgical Centers,"ArkLaMiss Surgery Center, LLC","210 Layton Avenue, Suite 10 ",MONROE,LA,71201,OUACHITA,hgordon@lapaincare.com,(318) 807-0206,142
Ambulatory Surgical Centers,B.R.A.S.S. Surgery Center,5328 Didesse Drive ,BATON ROUGE,LA,70808,EAST BATON ROUGE,kimi.hart@scasurgery.com,(225) 766-1718,153
Ambulatory Surgical Centers,"Baton Rouge Vascular Access ASC, LLC",505 East Airport Avenue,BATON ROUGE,LA,70806,EAST BATON ROUGE,Karen.Mouch@azuracare.com,(225) 769-2572,2203784129
Ambulatory Surgical Centers,Bayou Region Surgical Center,"604 North Acadia Road, Suite 300 ",THIBODAUX,LA,70301,LAFOURCHE,serena.ledet@bayouregionsurgical.com,(985) 449-1244,151
Ambulatory Surgical Centers,Broussard Surgery Institute Inc.,1250 Pecanland Rd. Suite E1 ,MONROE,LA,71203,OUACHITA,danica@broussardeye.com,(318) 387-2015,124
Ambulatory Surgical Centers,"CARDIOVASCULAR INSTITUTE OF THE SOUTH ASC, LLC","191 INNOVATION COURT, SUITE B",GRAY,LA,70359,TERREBONNE,Carley.Prejean@cardio.com,(985) 303-4050,2203784847
Ambulatory Surgical Centers,Cardiovascular Outpatient Surgery Center of Southw,"401 Dr. Michael Debakey Drive, Suite 310",LAKE CHARLES,LA,70601,CALCASIEU,tgeorge@lakecharlescathlab.com,(337) 602-9991,2203782980
Ambulatory Surgical Centers,Cardiovascular Surgery Center,"901 Wilson St., Suite A",LAFAYETTE,LA,70503,LAFAYETTE,stevenm@arisevascular.com,(337) 534-0608,2203784825
Ambulatory Surgical Centers,Christus Cabrini Surgery Center LLC,3436 Masonic Drive ,ALEXANDRIA,LA,71301,RAPIDES,sfunk@uspi.com,(318) 427-6500,152
Ambulatory Surgical Centers,Christus Imperial Calcasieu Surgical Center,1757 Imperial Boulevard ,LAKE CHARLES,LA,70605,CALCASIEU,pquinn@icsurg.com,(337) 310-2832,167
Ambulatory Surgical Centers,CHRISTUS Surgery Center-Shreveport,"385 Bert Kouns Industrial Loop, Ste 300 ",SHREVEPORT,LA,71106,BOSSIER,jroark@oscshreveport.com,(318) 212-0552,2203784816
Ambulatory Surgical Centers,Colonnade Endoscopy Center,"555 Dr. Michael DeBakey Drive, Suite 102",LAKE CHARLES,LA,70601,CALCASIEU,sabra.brown@christushealth.org,(337) 439-6226,2203783923
Ambulatory Surgical Centers,Crescent View Surgery Center,3434 Houma Blvd. Suite 300 ,METAIRIE,LA,70006,JEFFERSON,ESonnier@surgerypartners.com ,(504) 609-2330,2203783299
Ambulatory Surgical Centers,"Day Surgery, Inc.",151 Frontage Road - A ,GRAY,LA,70359,TERREBONNE,jimmyponder@theheadacheandpaincenter.com,(985) 580-1598,82
Ambulatory Surgical Centers,Doctors Same Day Surgery Center,"4633 Wichers Drive, Suite 200 ",MARRERO,LA,70072,JEFFERSON,lissette@dsdsc.com,(504) 328-0000,105
Ambulatory Surgical Centers,East Jefferson Ambulatory Surgery Center LLC,4320 Houma Boulevard #500 ,METAIRIE,LA,70006,JEFFERSON,atarvella@ejasc.net,(504) 274-2200,143
Ambulatory Surgical Centers,EndoCenter LLC,58515 Pearl Acres Road ,SLIDELL,LA,70461,ST. TAMMANY,sallison@gastrogroupamc.com,(985) 641-9942,2203782541
Ambulatory Surgical Centers,"EndoCenter, LLC",131-A Cherokee Rose Lane ,COVINGTON,LA,70433,ST. TAMMANY,sallison@gastrogroupamc.com,(985) 809-8068,2203782540
Ambulatory Surgical Centers,"Endoscopy Center of Monroe, Inc.",316 South Sixth Street ,MONROE,LA,71201,OUACHITA,awaldo@gastromds.com,(318) 327-3107,2203782534
Ambulatory Surgical Centers,Eye Care Surgery Center,10423 Old Hammond Highway ,BATON ROUGE,LA,70816,EAST BATON ROUGE,rwj70@yahoo.com,(225) 932-0070,92
Ambulatory Surgical Centers,Eye Surgery Center,445 Ashley Ridge Blvd. ,SHREVEPORT,LA,71106,CADDO,dmorrisesc@outlook.com,(318) 869-1130,122
Ambulatory Surgical Centers,Foot Surgery Center of Shreveport,"9308 Mansfield Road, Suite 300 ",SHREVEPORT,LA,71118,CADDO,Southsideclinic@yahoo.com,(318) 686-9622,33
Ambulatory Surgical Centers,Gamma Radiosurgery Center of New Orleans,"3434 Prytania Street, Suite 120 ",NEW ORLEANS,LA,70115,ORLEANS,abye@grcno.com ,(504) 891-2173,2203783118
Ambulatory Surgical Centers,GI Diagnostic Center LLC,1100 Andre Street Suite 300 ,NEW IBERIA,LA,70563,IBERIA,shelveston@bellsouth.net,(337) 365-6591,130
Ambulatory Surgical Centers,"Gulf Coast Surgical Center, LLC",402 Dunn Street ,HOUMA,LA,70360,TERREBONNE,Allison.Porretto@surgerypartners.com,(985) 872-1661,2203783892
Ambulatory Surgical Centers,Harvard Surgery Center LLC,"2520 Harvard Avenue, Suite 2A ",METAIRIE,LA,70001,JEFFERSON,scalame@gulfsouthmedicalgroup.com,(504) 378-3668,165
Ambulatory Surgical Centers,Hedgewood Surgical Center,2427 St.Charles Avenue ,NEW ORLEANS,LA,70130,ORLEANS,maryjo.cmj@gmail.com,(504) 895-8610,45
Ambulatory Surgical Centers,Helios Outpatient Center,1850 Gause Blvd. Suite 201 ,SLIDELL,LA,70461,ST. TAMMANY,Gulfcoastpain@bellsouth.net,(985) 649-5825,119
Ambulatory Surgical Centers,"Houma Outpatient Surgery Center, Ltd.","3717 Houma Blvd., Ste. 300 ",METAIRIE,LA,70006,JEFFERSON,landont@houmaoutpatientsurgery.com,(504) 456-1515,110
Ambulatory Surgical Centers,Imperial Health Endoscopy Surgical Center,501 Dr. Michael DeBakey Drive ,LAKE CHARLES,LA,70601,CALCASIEU,Kguillory@imperialhealth.com,(337) 433-5813,53
Ambulatory Surgical Centers,Interventional Pain Management Center,8748 Bluebonnet Blvd. ,BATON ROUGE,LA,70810,EAST BATON ROUGE,Aseely@surgerypartners.com,(225) 329-2900,160
Ambulatory Surgical Centers,Jefferson Ambulatory Surgery Center LLC,2701 Lake Villa Drive ,METAIRIE,LA,70002,JEFFERSON,jcashio@JASURGERY.COM,(504) 274-3100,139
Ambulatory Surgical Centers,Lafayette General Endoscopy Center Inc.,"1211 Coolidge Blvd, Ste 302 ",LAFAYETTE,LA,70503,LAFAYETTE,marsha@gastroclinic.com,(337) 289-8249,166
Ambulatory Surgical Centers,Lafayette Surgicare,4630 Ambassador Caffery Pkwy Ste 101 ,LAFAYETTE,LA,70508,LAFAYETTE,Sandi.Hernandez@fmolhs.org,(337) 993-1193,121
Ambulatory Surgical Centers,LaHaye Center for Advanced Eye Care @ Lafayette,"201 Rue Iberville, Suite 800 ",LAFAYETTE,LA,70508,LAFAYETTE,Bridget.ray@lahayesight.com ,(337) 235-2149,59
Ambulatory Surgical Centers,LaHaye Center for Advanced Eye Care @ Opelousas,4313 I-49 South Service Rd. ,OPELOUSAS,LA,70570,ST. LANDRY,Bridget.ray@lahayesight.com,(337) 942-2024,34
Ambulatory Surgical Centers,Lake Surgery Center,7145 Perkins Road ,BATON ROUGE,LA,70808,EAST BATON ROUGE,ann.heine@sscbr.com,(225) 765-3111,2203783469
Ambulatory Surgical Centers,Laser and Surgery Center of Acadiana,514 St. Landry Street,LAFAYETTE,LA,70506,LAFAYETTE,kdupuis@azareye.com,(337) 234-2020,2203784052
Ambulatory Surgical Centers,"Louisiana Endoscopy Center, Inc.",9103 Jefferson Highway ,BATON ROUGE,LA,70809,EAST BATON ROUGE,jdottolo@dhcla.com,(225) 927-0970,2203783582
Ambulatory Surgical Centers,MGA GI Diagnostic & Therapeutic Center,"2820 Napoleon Ave., Suite 700",NEW ORLEANS,LA,70115,ORLEANS,L&C@amsurg.com ,(504) 896-8680,2203783496
Ambulatory Surgical Centers,MGA GI Diagnostic & Therapeutic Center - Metairie,"3333 Kingman Street, Suite 202 ",METAIRIE,LA,70006,JEFFERSON,L&C@amsurg.com ,(504) 885-3245,2203783405
Ambulatory Surgical Centers,"MGA GI Diagnostic & Therapeutic Center, Inc.","1111 Medical Center Blvd., Ste. S-460 ",MARRERO,LA,70072,JEFFERSON,L&C@amsurg.com ,(504) 349-6310,2203783365
Ambulatory Surgical Centers,Mid City Specialty Center,"3600 Florida Blvd, Suite 2000",BATON ROUGE,LA,70806,EAST BATON ROUGE,nnelson@brvsc.com,(225) 381-6701,2203783895
Ambulatory Surgical Centers,New Iberia Surgery Center,2309 E. Main Street Suite 300 ,NEW IBERIA,LA,70560,IBERIA,tmencacci@iberiasurgery.com,(337) 560-9622,97
Ambulatory Surgical Centers,NGA Endoscopy Center,"7015 Hwy 190, East Service Rd, Suite 103",COVINGTON,LA,70433,ST. TAMMANY,cindy@ngaendoscopy.com,(985) 273-3915,2203784450
Ambulatory Surgical Centers,Northlake Endoscopy,16061 Doctors Blvd Suite A ,HAMMOND,LA,70403,TANGIPAHOA,michellew@northlakegastro.com,(985) 345-6090,108
Ambulatory Surgical Centers,Northshore Ambulatory Surgery Center LLC,17174 South I-12 Service Road ,HAMMOND,LA,70403,TANGIPAHOA,laurie@northshoreeye.net ,(985) 375-1120,163
Ambulatory Surgical Centers,NORTHSHORE SURGICAL CENTER LLC,71207 HIGHWAY 21,COVINGTON,LA,70433,ST. TAMMANY,northshoresurgical@gmail.com,(985) 867-5310,141
Ambulatory Surgical Centers,Ochsner Outpatient Surgery Suite,103 Medical Center Drive ,SLIDELL,LA,70461,ST. TAMMANY,john.herman@ochsner.org,(985) 646-4466,172
Ambulatory Surgical Centers,"Oil Center Surgical Plaza, LLC",1000 West Pinhook Rd. Suite 204,LAFAYETTE,LA,70503,LAFAYETTE,kmlebaron@lgh.org,(337) 289-8216,2203782181
Ambulatory Surgical Centers,"OLOL Pontchartrain Surgery Center, LLC","4407 Highway 190 Service Road, Ste 200 ",COVINGTON,LA,70433,ST. TAMMANY,lsalmon@ololpsc.com,(985) 234-9700,2203781625
Ambulatory Surgical Centers,One Day Surgery LLC,531-B Jefferson Terrace Blvd. ,NEW IBERIA,LA,70560,IBERIA,jdelange@theheadacheandpaincenter.com,(337) 560-1977,159
Ambulatory Surgical Centers,Orthopedic Surgery Center LLC,7301 Hennessy Boulevard Suite 100 ,BATON ROUGE,LA,70808,EAST BATON ROUGE,abergeron@oscbr.com,(225) 763-6011,144
Ambulatory Surgical Centers,Out Patient Surgery & Cosmetic Center,"6550 Main Street, Suite 2600 ",ZACHARY,LA,70791,EAST BATON ROUGE,michelle@oscczachary.com,(225) 570-6357,174
Ambulatory Surgical Centers,Outpatient Eye Surgery Center,"4324 Veterans Boulevard, Suite 101 ",METAIRIE,LA,70006,JEFFERSON,tcheramie@eyecareneworleans.com,(504) 455-4046,35
Ambulatory Surgical Centers,Outpatient Surgery Center for Sight,550 Connell's Park Lane ,BATON ROUGE,LA,70806,EAST BATON ROUGE,jbacot@weceye.com,(225) 490-5324,129
Ambulatory Surgical Centers,Park Plaza Surgical Specialists,"8731 Park Plaza Dr, Ste B",SHREVEPORT,LA,71105,CADDO,radams@rivercities.net,(318) 703-2643,2203784660
Ambulatory Surgical Centers,Red River Surgery Center ,"708 North Ashley Ridge Loop, Bldg 400 ",SHREVEPORT,LA,71106,CADDO,katie.boyd@amsurg.com,(318) 698-7000,2203783352
Ambulatory Surgical Centers,"Regional Eye Surgery Center, L.L.C.","7777 Hennessey Blvd, Suite 5000 ",BATON ROUGE,LA,70808,EAST BATON ROUGE,ashlee@resc.brcoxmail.com,(225) 214-6688,175
Ambulatory Surgical Centers,Regional Urology Ambulatory Surgery Center,255 Bert Kouns Industrial Loop ,SHREVEPORT,LA,71106,CADDO,dmurphy@regionalurology.com,(318) 683-0411,100
Ambulatory Surgical Centers,Riverpark Ambulatory Surgery Center,107 Front Street ,VIDALIA,LA,71373,CONCORDIA,sketchings@riverparkmedical.com,(318) 336-2218,128
Ambulatory Surgical Centers,Selim Surgery Center,215 W. Prien Lake Road,LAKE CHARLES,LA,70601,CALCASIEU,selimsurgerycenter@gmail.com,(337) 502-8706,2203784668
Ambulatory Surgical Centers,"Shreveport Endoscopy Center, A.M.C.",3217 Mabel Street ,SHREVEPORT,LA,71103,CADDO,rrossi@gis.md,(318) 631-0072,50
Ambulatory Surgical Centers,Shreveport Surgery Center,"745 Olive Street, Suite 100 ",SHREVEPORT,LA,71104,CADDO,maryjones@shptsurg.com,(318) 227-1163,14
Ambulatory Surgical Centers,SLENT Surgery Center,"1420 North Causeway Blvd, Suite B",MANDEVILLE,LA,70471,ST. TAMMANY,jcruz@southlouisianamd.com,(985) 951-3200,2203783541
Ambulatory Surgical Centers,Southlake Surgery Center,694 Belle Terre Boulevard ,LAPLACE,LA,70068,ST. JOHN THE BAPTIST,slsckrm@gmail.com,(504) 274-1102,176
Ambulatory Surgical Centers,"Spring Lake Surgery Center,LLC ",8711 LIne Ave,SHREVEPORT,LA,71106,CADDO,springlakesc@gmail.com ,(318) 841-4488,2203782303
Ambulatory Surgical Centers,Summit Surgery Center,7015 Highway 190 E. Service Rd.Ste101B ,COVINGTON,LA,70433,ST. TAMMANY,cbarthe@alparr.com,(985) 809-1997,136
