Facility Address,Facility ID,Facility Name,Administrator,Telephone,Type,County Name,Facility has Secured Bed?,address,fac_city,fac_st,fac_zip,Facility Email,Open Date,Owner Address,Owner Category,Owner Company,Owner Phone,Cert Beds,Licensed Beds,securebeds
"2510 S HOLLY PLACE DENVER, CO 80222",23B942,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,Ms CAROL EIBER,3034788174,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2510 S HOLLY PLACE,DENVER,CO,80222,,1/25/11,"7781 S GLENCOE CT CENTENNIAL, CO 80122", PROFIT-CORPORA,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,303-478-8174,0,8,0
"9232 WEST TEXAS DRIVE LAKEWOOD, CO 80232",23C440,FLOURISH SUPPORTIVE LIVING AT TEXAS, MARISA DURAN (OLSON),3038036977,ASSISTED LIVING RESIDENCE,JEFFERSON,No,9232 WEST TEXAS DRIVE,LAKEWOOD,CO,80232,tdeshano@cqlhomes.com,10/28/02,"2437 W 36TH AVE DENVER, CO 80211", LIMITED LIABIL,DESHANO CARE CENTERS LLC,720-601-1404,10,10,0
"14691 E LEHIGH AVE AURORA, CO 80014",23C491,MEADOW HILLS MAKARIOS ASSISTED LIVING,Mr SUYATNO FNU,3037362837,ASSISTED LIVING RESIDENCE,ADAMS,No,14691 E LEHIGH AVE,AURORA,CO,80014,,5/18/18,"14691 E LEHIGH AVE AURORA, CO 80014", LIMITED LIABIL,MEADOW HILLS MAKARIOS ASSISTED LIVING LLC,720-404-1445,0,15,0
"2473 WOODHOUSE LANE CASTLE ROCK, CO 80109",23C498,CASTLE ROCK ASSISTED LIVING III,Ms GINA SEPULVEDA,3038159347,ASSISTED LIVING RESIDENCE,DOUGLAS,No,2473 WOODHOUSE LANE,CASTLE ROCK,CO,80109,,5/14/15,"2473 WOODHOUSE LANE CASTLE ROCK, CO 80109", LIMITED LIABIL,CASTLE ROCK ASSISTED LIVING III LLC,303-815-9347,9,9,0
"2535 BRADY DRIVE COLORADO SPRINGS, CO 80917",23C703,SPRUCE HOUSE,Ms LINDA DRAAYERS,7195745894,ASSISTED LIVING RESIDENCES,EL PASO,No,2535 BRADY DRIVE,COLORADO SPRINGS,CO,80917,,11/13/18,"6243 SOARING DR COLORADO SPRINGS, CO 80918", LIMITED LIABIL,BRAINCARE LLC,719-272-4246,8,8,0
"1355 AMMONS STREET LAKEWOOD, CO 80214",23C876,HARMONY ASSISTED LIVING INC,Mr SERGEY GIDENKO,3032333076,ASSISTED LIVING RESIDENCE,JEFFERSON,No,1355 AMMONS STREET,LAKEWOOD,CO,80214,info@livingatharmony.com,8/15/18,"11255 IOLA ST HENDERSON, CO 80640", PROFIT-CORPORA,HARMONY ASSISTED LIVING INC,720-261-9104,9,9,0
"7850 WEST 44TH AVENUE WHEAT RIDGE, CO 80033",23C959,ROCKY MOUNTAIN ASSISTED LIVING 44TH AVE AL,Ms MEGHANN ZIEGLER,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,No,7850 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,,3/10/17,"6143 SOUTH WILLOW DRIVE, SUITE 401 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,303-996-6886,0,18,0
"5010 S DUQUESNE STREET AURORA, CO 80016",23D456,HAVEN OF CARE ASSISTED LIVING AT TOLLGATE CROSSING,Ms MEG WIRANTONO,3039477392,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,5010 S DUQUESNE STREET,AURORA,CO,80016,mwrthoc@yahoo.com,6/21/10,"659 S. ROBERTSDALE WAY AURORA, CO 80016", LIMITED LIABIL,HAVEN OF CARE ASSISTED LIVING AT TOLLGATE CROSSING,303-947-7392,12,12,0
"11975 W 22ND PLACE LAKEWOOD, CO 80215",23D971,SERENITY HOUSE ASSISTED LIVING APPLEWOOD,Ms SONIA IDNANI,3034621096,ASSISTED LIVING RESIDENCE,JEFFERSON,No,11975 W 22ND PLACE,LAKEWOOD,CO,80215,michael.zislis@serenityhouse .net,3/28/11,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,8,0
"1085 VIVIAN ST LAKEWOOD, CO 80401",23E900,SEVENS RESIDENTIAL MEMORY CARE,Mr FRANCIS LEGASSE,7204771727,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,1085 VIVIAN ST,LAKEWOOD,CO,80401,francisl@sevensrc.com,5/12/15,"501 S CHERRY ST, 11TH FLOOR DENVER, CO 80246", LIMITED LIABIL,L & M ALO 1 LLC,303-470-1921,0,12,12
"833 N JERSEY STREET DENVER, CO 80220",23E998,ROSEMARK AT MAYFAIR PARK,Mr DENNIS VEEN,3037707673,ASSISTED LIVING RESIDENCE,DENVER,Yes,833 N JERSEY STREET,DENVER,CO,80220,,3/15/16,"1459 SOUTH PERL STREET DENVER, CO 80210", LIMITED LIABIL,ROSEMARK MAYFAIR LLC,303-777-2444,0,98,31
"1409 E BUENA VENTURA ST COLORADO SPRINGS, CO 80909",23F100,ORCHARDS AT CRESTVIEW,Mr RICK SIMPSON,7194736339,ASSISTED LIVING RESIDENCE,EL PASO,No,1409 E BUENA VENTURA ST,COLORADO SPRINGS,CO,80909,,1/12/15,"1414 N HANCOCK AVENUE COLORADO SPRINGS, CO 80903", PROFIT-CORPORA,PARENT CARE LIFE INC,719-473-6339,0,11,0
"6021 SOUTH LIVERPOOL STREET AURORA, CO 80016",23F490,PEAKVIEW ASSISTED LIVING AND MEMORY CARE,Ms AUDRA PICCINI,3035899962,ASSISTED LIVING RESIDENCE,ARAPAHOE,Yes,6021 SOUTH LIVERPOOL STREET,AURORA,CO,80016,jdavidson@spectrumretirement.com,9/10/15,"4600 S SYRACUSE ST, 11TH FL DENVER, CO 80237", LIMITED LIABIL,PEAKVIEW OPERATOR LLC,303-360-8812,0,85,24
"1875 FALL RIVER DRIVE LOVELAND, CO 80538",23F492,PARK REGENCY LOVELAND,Ms KRISTEN VASQUEZ,9704611100,ASSISTED LIVING RESIDENCE,LARIMER,No,1875 FALL RIVER DRIVE,LOVELAND,CO,80538,kvasquez@ba.org,10/5/07,"15475 GLENEAGLE DR COLORADO SPRINGS, CO 80921", LIMITED LIABIL,BSLC LOVELAND LLC,719-481-0100,129,129,0
"2509 N CASCADE AVE COLORADO SPRINGS, CO 80907",23G116,COLORADO CAREASSIST CASCADE HOME,Ms BONNIE HART,7193513573,ASSISTED LIVING RESIDENCE,EL PASO,No,2509 N CASCADE AVE,COLORADO SPRINGS,CO,80907,bonnie@coloradocareassist.com,3/15/17,"1641 GOLDPEAK CT COLORADO SPRINGS, CO 80921", LIMITED LIABIL,CCA CASCADE HOUSE LLC,719-428-3999,0,8,0
"12363 W 65TH AVENUE ARVADA, CO 80004",23G499,TEMENOS ASSISTED LIVING,Ms VICTORINA SUPIT,7204292355,ASSISTED LIVING RESIDENCE,JEFFERSON,No,12363 W 65TH AVENUE,ARVADA,CO,80004,temenosarvada@gmail.com,2/12/08,"12363 W 65TH AVENUE ARVADA, CO 80004", LIMITED LIABIL,"TEMENOS ASSISTED LIVING, LLC",303-993-6265,7,7,0
"3150 ROCK CREEK DRIVE FORT COLLINS, CO 80528",23G501,ASPYRE AT ROCK CREEK,Ms NICOLE RUSSELL,9703725838,ASSISTED LIVING RESIDENCE,LARIMER,Yes,3150 ROCK CREEK DRIVE,FORT COLLINS,CO,80528,,12/6/17,"2440 S WABASH ST DENVER, CO 80231", LIMITED LIABIL,FORT COLLINS MEMORY CARE LLC,312-402-5589,0,64,64
"1417 E BUENA VENTURA STREET COLORADO SPRINGS, CO 80909",23G509,MAPLE GROVE EAST AT CRESTVIEW ASSISTED LIVING,Mr RICK SIMPSON,7194736339,ASSISTED LIVING RESIDENCE,EL PASO,No,1417 E BUENA VENTURA STREET,COLORADO SPRINGS,CO,80909,,1/4/10,"1414 N HANCOCK AVENUE COLORADO SPRINGS, CO 80903", PROFIT-CORPORA,PARENT CARE LIFE INC,719-473-6339,11,11,0
"8395 CLIFTON DRIVE COLORADO SPRINGS, CO 80920",23G551,FREEDOM HOME CLIFTON,Ms LAURA RUSSELL,7204363995,ASSISTED LIVING RESIDENCE,EL PASO,No,8395 CLIFTON DRIVE,COLORADO SPRINGS,CO,80920,,7/1/19,"6007 VALLECITO DRIVE COLORADO SPRINGS, CO 80923", PROFIT-CORPORA,FREEDOM HOME ASSISTED LIVING INC,720-436-3995,0,8,0
"9970 SILVER MAPLE ROAD HIGHLANDS RANCH, CO 80129",23G933,ROCKY MOUNTAIN ASSISTED LIVING,Ms JESSICA HARMON,3034711914,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,9970 SILVER MAPLE ROAD,HIGHLANDS RANCH,CO,80129,,5/19/11,"6143 SOUTH WILLOW DRIVE, SUITE 401 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,303-996-6886,4,10,0
"8352 E HUNTERS HILL DRIVE CENTENNIAL, CO 80112",23G942,SERENITY HOUSE ASSISTED LIVING HUNTERS HILL,Mr MICHAEL ZISLIS,3035848926,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,8352 E HUNTERS HILL DRIVE,CENTENNIAL,CO,80112,,9/16/09,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,8,0
"9085 RANCH RIVER CIRCLE HIGHLANDS RANCH, CO 80126",23H132,VI AT HIGHLANDS RANCH ASSISTED LIVING,Ms MARY GRACE SMIGIEL,7203487900,ASSISTED LIVING RESIDENCE,DOUGLAS,Yes,9085 RANCH RIVER CIRCLE,HIGHLANDS RANCH,CO,80126,mgsmigiel@viliving.com,5/18/09,"233 S WACKER DR STE 8400 CHICAGO, IL 60606", PROFIT-CORPORA,"CC-DENVER, INC",312-803-8800,0,36,12
"4837 WAGON TRAIL COURT PARKER, CO 80134",23H517,ASSURED ASSISTED LIVING 6,Mr FRANCIS LEGASSE,3038410470,ASSISTED LIVING RESIDENCE,DOUGLAS,Yes,4837 WAGON TRAIL COURT,PARKER,CO,80134,francis@assuredal.com,7/3/07,"599 TOPEKA WAY STE 303 6073 W 44TH AVE SUITE 202 WHEAT RIDGE, CO 80033", LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,303-814-2688,0,8,8
"11150 IRVING DRIVE WESTMINSTER, CO 80031",23H523,KEYSTONE PLACE AT LEGACY RIDGE ASSISTED LIVING,Ms MELISSA WARD,3034655600,ASSISTED LIVING RESIDENCE,ADAMS,No,11150 IRVING DRIVE,WESTMINSTER,CO,80031,mward@keystonesenior.com,9/21/10,"11150 IRVING DRIVE WESTMINSTER, CO 80031", LIMITED LIABIL,KEYSTONE FEDERAL LLC,303-465-5600,12,100,0
"12099 E LOUISIANA AVENUE AURORA, CO 80012",23H948,GOSHEN ASSISTED LIVING LLC,Mr HARIJANTO SUGIARSO,3033539041,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,12099 E LOUISIANA AVENUE,AURORA,CO,80012,,11/23/11,"12099 E LOUISIANA AVENUE AURORA, CO 80012", LIMITED LIABIL,GOSHEN ASSISTED LIVING LLC,720-341-7920,7,7,0
"2979 UINTA STREET DENVER, CO 80238",23H949,BALFOUR AT STAPLETON,Mr TYLER NITTA,7204920712,ASSISTED LIVING RESIDENCE,DENVER,Yes,2979 UINTA STREET,DENVER,CO,80238,tnitta@balfourcare.com,7/21/17,"C/O WELLTOWER INC., 4500 DORR ST TOLEDO, OH 43615", LIMITED LIABIL,WELL BALFOUR TENANT LLC,419-247-2800,0,85,17
"3235 S HIGH STREET ENGLEWOOD, CO 80113",23I144,SERENITY HOUSE ASSISTED LIVING VI,Mr MICHAEL ZISLIS,3037619336,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,3235 S HIGH STREET,ENGLEWOOD,CO,80113,zislis@msn.com,12/23/05,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,STRAUSS PROPERTIES,303-584-8926,4,8,0
"13901 E QUINCY AVENUE AURORA, CO 80015",23I154,ST ANNA'S HOME, HYUN SOOK SOH,3036272986,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,13901 E QUINCY AVENUE,AURORA,CO,80015,st.annashome@hotmail.com,9/2/03,"3147 S. PAGOSA STREET AURORA, CO 80013", CORPORATE NON-,"CONG. OF SISTERS/CHARITY/ST. VINCENT DE PAUL, CO",303-627-2986,10,10,0
"16495 W. 63RD PLACE GOLDEN, CO 80403",23I969,JAXPOINTE AT 63RD PLACE ASSISTED LIVING,Mr RUSSELL UDELHOFEN,3034209910,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,16495 W. 63RD PLACE,GOLDEN,CO,80403,info@jaxpointe.com,8/28/15,"12650 W 64TH UNIT E219 ARVADA, CO 80004", LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,303-420-5590,0,8,8
"10527 IRMA DRIVE NORTHGLENN, CO 80234",23J169,ASHLEY MANOR IRMA 1,Ms DEBBY CDEBACA,3032807019,ASSISTED LIVING RESIDENCE,ADAMS,No,10527 IRMA DRIVE,NORTHGLENN,CO,80234,,12/20/16,"4334 NORTH BRIGHT ANGEL AVENUE MERIDIAN, ID 83646", LIMITED LIABIL,ASHLEY MANOR LLC,208-376-7298,0,15,0
"1768 ROSE PETAL LANE CASTLE ROCK, CO 80109",23J544,CASTLE ROCK ASSISTED LIVING II,Ms GINA SEPULVEDA,3036630853,ASSISTED LIVING RESIDENCE,DOUGLAS,No,1768 ROSE PETAL LANE,CASTLE ROCK,CO,80109,,5/5/11,"2034 AVERY WAY CASTLE ROCK, CO 80109", PROFIT-CORPORA,CASTLE ROCK ASSISTED LIVING II LLC,303-815-9347,13,13,0
"2948 ROUTT CIRCLE LAKEWOOD, CO 80215",23J545,PEAK GARDENS ASSISTED LIVING INC,Ms RACHEL VAZQUEZ,3039974876,ASSISTED LIVING RESIDENCE,JEFFERSON,No,2948 ROUTT CIRCLE,LAKEWOOD,CO,80215,,10/22/09,"P O BOX 1979 COLORADO SPRINGS, CO 80901", PROFIT-CORPORA,PEAK GARDENS ASSISTED LIVING INC,719-375-9754,0,10,0
"6563 S CLERMONT COURT CENTENNIAL, CO 80121",23J795,CLERMONT ASSISTED LIVING LLC,Mr WILLIAM HENSEN,3038625602,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6563 S CLERMONT COURT,CENTENNIAL,CO,80121,bhensen@msn.com,3/9/15,"16092 AZALEA WAY PARKER, CO 80134", LIMITED LIABIL,HC 2013 LLC,303-919-4143,12,12,0
"2212 EAST 11TH STREET LOVELAND, CO 80537",23J976,ASPEN HOUSE 1, COURTNEY TODD,9706359800,ASSISTED LIVING RESIDENCE,LARIMER,Yes,2212 EAST 11TH STREET,LOVELAND,CO,80537,,2/5/10,"PO BOX 3492 LOGAN, UT 84323", LIMITED LIABIL,MRSC CO ASPEN HOUSE MASTER TENANT LLC,435-753-7297,0,40,40
"2866 IRONWOOD CIRCLE ERIE, CO 80516",23K101,CHARLESTON ASSISTED LIVING,Ms LISA FOSTER,7208835661,ASSISTED LIVING RESIDENCE,BOULDER,No,2866 IRONWOOD CIRCLE,ERIE,CO,80516,lisa.charlestonal@gmail.com,10/31/18,"2866 IRONWOOD CIRCLE ERIE, CO 80516",LIMITED LIABILITY,,720-883-5661,0,8,0
"6325 SOUTH UNIVERSITY BOULEVARD CENTENNIAL, CO 80121",23K182,CHERRY HILLS ASSISTED LIVING AND MEMORY CARE,Ms MELIA SHARKEY,7203985692,ASSISTED LIVING RESIDENCE,ARAPAHOE,Yes,6325 SOUTH UNIVERSITY BOULEVARD,CENTENNIAL,CO,80121,,6/21/17,"5450 GREENWOOD PLAZA SUITE 200 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,CHAL LLC,720-398-5690,0,94,30
"8154 DOWNING DRIVE DENVER, CO 80229",23K558,KRAFT HOME INC,Ms JULIA KRAFT,3032882851,ASSISTED LIVING RESIDENCE,ADAMS,No,8154 DOWNING DRIVE,DENVER,CO,80229,jkraft35@yahoo.com,8/16/13,"8154 DOWNING DR DENVER, CO 80229", PROFIT-CORPORA,KRAFT HOME INC.,303-288-2851,8,8,0
"6700 SOUTH STEELE STREET CENTENNIAL, CO 80122",23K560,LIGHTHOUSE ASSISTED LIVING INC-STEELE HOUSE,Ms ELISABETH LITTLETON,7204890864,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6700 SOUTH STEELE STREET,CENTENNIAL,CO,80122,tom@lighthouseassistedliving.com,6/13/07,"P. O. BOX 631395 HIGHLANDS RANCH, CO 80163", PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,720-635-1951,0,8,0
"10706 FLAGLER DR PARKER, CO 80134",23L106,SLP COLORADO,Mr JASON MARCOTTE,7204125730,ASSISTED LIVING RESIDENCE,DOUGLAS,No,10706 FLAGLER DR,PARKER,CO,80134,,6/3/16,"3315 STUART ST DENVER, CO 80212", LIMITED LIABIL,TBI COLORADO LLC,720-943-0804,8,8,0
"1850 S HOVER ST LONGMONT, CO 80501",23L108,BALFOUR AT LONGMONT,Ms JULIE LYNN NASH,7208307480,ASSISTED LIVING RESIDENCE,BOULDER,Yes,1850 S HOVER ST,LONGMONT,CO,80501,,12/16/20,"1836 S TAYLOR AVE UNIT 155 LOUISVILLE, CO 80027", LIMITED LIABIL,"BSL LONGMONT MANAGEMENT CO, LLC",,0,160,32
"1901 PTARMIGAN TRAIL ESTES PARK, CO 80517",23L115,GOOD SAMARITAN SOCIETY ESTES PARK VILLAGE,Ms JULIE LEE,9705777700,ASSISTED LIVING RESIDENCE,LARIMER,No,1901 PTARMIGAN TRAIL,ESTES PARK,CO,80517,jlee1@good-sam.com,7/15/03,"4800 WEST 57TH STREET SIOUX FALLS, SD 57108", CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",605-362-3100,0,30,0
"2310 9TH AVENUE LONGMONT, CO 80503",23L190,ATRIA LONGMONT,Mr SCOTT WOOD,3036785050,ASSISTED LIVING RESIDENCE,BOULDER,Yes,2310 9TH AVENUE,LONGMONT,CO,80503,,11/13/09,"300 EAST MARKET STREET SUITE 100 LOUISVILLE, KY 40202", LIMITED LIABIL,WG VISTAS LONGMONT LLC,502-779-4700,0,100,22
"6767 S BROADWAY LITTLETON, CO 80122",23L199,HIGHLINE PLACE,Ms TRACI COLVIN,3037033499,ASSISTED LIVING RESIDENCE,ARAPAHOE,Yes,6767 S BROADWAY,LITTLETON,CO,80122,tcolvin@anthemmemorycare.com,7/12/13,"5335 MEADOWS RD LAKE OSWEGO, OR 97068", LIMITED LIABIL,ANTHEM LITTLETON MANGEMENT LLC,503-924-8770,0,76,76
"1687 PAONIA COURT CASTLE ROCK, CO 80109",23L202,ASSURED ASSISTED LIVING 1,Mr FRANCIS LEGASSE,3036634881,ASSISTED LIVING RESIDENCE,DOUGLAS,Yes,1687 PAONIA COURT,CASTLE ROCK,CO,80109,francis@assuredal.com,4/4/05,"599 TOPEKA WAY STE 303 6073 W 44TH AVE SUITE 202 WHEAT RIDGE, CO 80033", LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,303-814-2688,0,9,9
"5235 S LIVERPOOL WAY CENTENNIAL, CO 80015",23L573,GABRIEL ASSISTED LIVING,Ms ERLIN SIREGAR,3039540531,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,5235 S LIVERPOOL WAY,CENTENNIAL,CO,80015,gomgom_siregar@yahoo.com,2/13/13,"5235 S LIVERPOOL WAY CENTENNIAL, CO 80015", LIMITED LIABIL,GABRIEL ASSISTED LIVING,303-954-0531,7,7,0
"7475 S SHAWNEE STREET AURORA, CO 80016",23L575,RENEW SADDLE ROCK,Ms ALEXIS MUNRO,3037668867,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7475 S SHAWNEE STREET,AURORA,CO,80016,,2/6/17,"730 COLORADO BLVD DENVER, CO 80206", LIMITED LIABIL,FIRST PHOENIX-AURORA LLC,970-945-1121,0,64,0
"1750 CIRCLE LANE LIMON, CO 80828",23L627,ASPEN LEAF ASSISTED LVG RESIDENCE CIRCLE LANE INC,Ms KATHY DYER,7197759031,ASSISTED LIVING RESIDENCE,LINCOLN,No,1750 CIRCLE LANE,LIMON,CO,80828,,12/10/08,"4565 W HIGHWAY 24 FLORISSANT, CO 80816", PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE CIRCLE LANE I,757-572-2805,28,28,0
"10706 FLAGLER DR PARKER, CO 80134",23M128,SLP COLORADO,Mr JASON MARCOTTE,7204125730,ASSISTED LIVING RESIDENCES,DOUGLAS,No,10706 FLAGLER DR,PARKER,CO,80134,,9/13/16,,NO VALUE ENTERED,,,8,8,0
"2936 S YAMPA WAY AURORA, CO 80013",23M211,YAMPA MAKARIOS ASSISTED LIVING,Mr SUYATNO FNU,7204041445,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2936 S YAMPA WAY,AURORA,CO,80013,,7/1/14,"11541 W TEMPLE AVENUE LITTLETON, CO 80127", LIMITED LIABIL,MAKARIOS ASSISTED LIVING LLC,303-933-4807,0,8,0
"1182 S VAN GORDON CT LAKEWOOD, CO 80228",23M589,APPLEWOOD OUR HOUSE 4 LLC,Ms SHERRIE BONHAM,3032486966,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,1182 S VAN GORDON CT,LAKEWOOD,CO,80228,,4/26/16,"PO BOX 325 WHEAT RIDGE, CO 80034", LIMITED LIABIL,APPLEWOOD OUR HOUSE 4 LLC,303-956-9037,0,16,16
"2400 OAKSHIRE LANE PUEBLO, CO 81001",23M641,OAKSHIRE COMMONS,Mr DALE QUINTANA,7195443001,ASSISTED LIVING RESIDENCE,PUEBLO,No,2400 OAKSHIRE LANE,PUEBLO,CO,81001,krissprado1@gmail.com,3/4/08,"2400 OAKSHIRE PUEBLO, CO 81001", LIMITED LIABIL,OAKSHIRE GARDENS,719-542-2223,151,151,0
"11765 NEWLIN GULCH BLVD PARKER, CO 80138",23N140,BEEHIVE HOMES OF PARKER,Ms EVELYN SHOULTZ,7203909668,ASSISTED LIVING RESIDENCE,DOUGLAS,No,11765 NEWLIN GULCH BLVD,PARKER,CO,80138,,11/27/20,"4480 DUSTY PINE TRAIL CASTLE ROCK, CO 80109", LIMITED LIABIL,DAWSON 1 LLC,505-615-5613,0,24,0
"14055 E QUINCY AVENUE AURORA, CO 80015",23N217,CHELSEA PLACE,Mr BRIAN ERICKSON,3039293709,ASSISTED LIVING RESIDENCE,ARAPAHOE,Yes,14055 E QUINCY AVENUE,AURORA,CO,80015,berickson@anthemmemorycare.com,12/12/14,"5335 MEADOWS ROAD SUITE 140 LAKE OSWEGO, OR 97035", PROFIT-CORPORA,ANTHEM AURORA MANAGEMENT LLC,503-924-8768,0,64,64
"1605 WHITETAIL DR CASTLE ROCK, CO 80104",23N220,SOLANGE AT THE WOODLANDS,Mr BRYAN VILLARINO,7192821155,ASSISTED LIVING RESIDENCE,DOUGLAS,No,1605 WHITETAIL DR,CASTLE ROCK,CO,80104,,9/11/17,, PROFIT-CORPORA,SOLANGE AT THE WOODLANDS,,9,9,0
"2501 BENNETT AVE COLORADO SPRINGS, CO 80909",23N521,HOME CARE AT MOMA'S ASSISTED LIVING,Ms ELIZABETH LEE,7196302231,ASSISTED LIVING RESIDENCE,EL PASO,No,2501 BENNETT AVE,COLORADO SPRINGS,CO,80909,eflee1432@yahoo.com,1/8/14,"PO BOX 88393 COLORADO SPRINGS, CO 80908", LIMITED LIABIL,HOME CARE LLC,719-330-6882,8,8,0
"3455 S CORONA ST ENGLEWOOD, CO 80113",23N600,BROOKDALE MERIDIAN ENGLEWOOD,Ms LINDSEY DOIEL,3037610300,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,3455 S CORONA ST,ENGLEWOOD,CO,80113,,4/23/20,"6737 W WASHINGTON STREET, #2300 MILWAUKEE, TN 53214", LIMITED LIABIL,BKD ENGLEWOOD COLORADO LLC,615-221-2250,0,45,0
"2947 E DRYCREEK PLACE CENTENNIAL, CO 80122",23N602,SERENITY HOUSE ASSISTED LIVING CENTENNIAL,Mr MICHAEL ZISLIS,3035848926,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2947 E DRYCREEK PLACE,CENTENNIAL,CO,80122,MICHAEL.ZISLIS@SERENITYHOUSE.NET,5/21/08,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,3,8,0
"2818 - 2820 13TH STREET BOULDER, CO 80304",23N606,BALSAM HOUSE,Ms SUSANNA MANDICS,3034405140,ASSISTED LIVING RESIDENCE,BOULDER,No,2818 - 2820 13TH STREET,BOULDER,CO,80304,,9/8/06,"2818 13TH STREET BOULDER, CO 80304", LIMITED LIABIL,COLORADO RECOVERY LLC,303-463-8236,0,8,0
"4301 MARTIN LUTHER KING BLVD DENVER, CO 80207",23N608,"BELLAIRE HOUSE ASSISTED LIVING, LLC",Ms KIMBERLY BAIYEE-CADY,3033217692,ASSISTED LIVING RESIDENCE,DENVER,No,4301 MARTIN LUTHER KING BLVD,DENVER,CO,80207,bellairehousealf@gmail.com,7/13/16,, LIMITED LIABIL,BELLAIRE HOUSE ASSISTED LIVING LLC,,0,10,0
"1716 N READING AVENUE PUEBLO, CO 81001",23O158,HEATHERWOOD VILLAGE ASSISTED LIVING,Ms JOANNA TRUJILLO,7195429400,ASSISTED LIVING RESIDENCE,PUEBLO,No,1716 N READING AVENUE,PUEBLO,CO,81001,jtrujillo.heatherwoodvillage@gmail.com,5/30/14,"PO BOX 2081 PARKER, CO 80134", LIMITED LIABIL,UNITED ASSISTED LIVING COMMUNITIES LLC,303-960-9586,0,48,
"9896 KEENAN STREET HIGHLANDS RANCH, CO 80130",23O235,SOLANGE AT KEENAN LLC,Mr BRYAN VILLARINO,7206487454,ASSISTED LIVING RESIDENCE,ADAMS,No,9896 KEENAN STREET,HIGHLANDS RANCH,CO,80130,,3/18/15,"9896 KEENAN ST HIGHLANDS RANCH, CO 80130", LIMITED LIABIL,SOLANGE AT KEENAN LLC,720-648-7454,0,8,0
"1744 S PUBLIC ROAD LAFAYETTE, CO 80026",23O239,TRU LANDMARK MEMORY CARE,Ms HEATHER BOWIE,7205379355,ASSISTED LIVING RESIDENCE,BOULDER,Yes,1744 S PUBLIC ROAD,LAFAYETTE,CO,80026,,12/5/16,"2594 TRAILRIDGE DRIVE EAST #A LAFAYETTE, CO 80026", CORPORATE NON-,TRU COMMUNITY CARE,303-449-7740,0,18,18
"1900 UPHAM STREET LAKEWOOD, CO 80214",23O617,"APPLEWOOD OUR HOUSE ASST LVG FACILITIES II, LLC",Ms SHERRIE BONHAM,3032051900,ASSISTED LIVING RESIDENCE,JEFFERSON,Yes,1900 UPHAM STREET,LAKEWOOD,CO,80214,sherriebonham@gmail.com,8/14/12,"8900 W 35TH AVENUE WHEAT RIDGE, CO 80033", LIMITED LIABIL,APPLEWOOD OUR HOUSE ASSISTED LVG FACILITIES II LLC,303-956-9037,0,16,16
"7600 SANDY ROCK POINT COLORADO SPRINGS, CO 80924",23P166,MELODY LIVING OF COLORADO SPRINGS,Mr TERRY LAMANTIA,7199604005,ASSISTED LIVING RESIDENCE,EL PASO,Yes,7600 SANDY ROCK POINT,COLORADO SPRINGS,CO,80924,,11/13/18,"2334 WASHINGTON AVENUE SUITE A REDDING, CA 96001", LIMITED LIABIL,"MELODY LIVING ASSOCIATES - CO, LLC",530-242-8300,0,102,28
