Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
23C967,Friendship House At The Home,7192757451,ASSISTED LIVING RESIDENCE,Fremont,1020 NORTH 15TH STREET,Canon City,CO,81212,, CORPORATE NON-,GRAND LODGE OF THE IND. ORDER OF ODD FELLOWS OF CO,36,7/6/21
23082E,Mesa Vista Assisted Living Residence,9702851844,ASSISTED LIVING RESIDENCE,Garfield,72 E SIPPRELLE DR,Parachute,CO,81635,mesavista@seniorhousingoptions.org, CORPORATE NON-,SENIOR HOUSING OPTIONS,32,7/6/21
23080R,Cliffview Assisted Living Center,9707243530,ASSISTED LIVING RESIDENCE,Grand,710 EAGLE AVENUE,Kremmling,CO,80459,, CORPORATE NON-,GRAND COUNTY HOUSING AUTHORITY,28,7/6/21
2304PZ,Rocky Mountain Solstice Ii,3039734003,ASSISTED LIVING RESIDENCE,Jefferson,12057 W QUINCY PL,Morrison,CO,80465,ldrcare@comcast.net, CORPORATE NON-,ROCKY MOUNTAIN SOLSTICE INC,8,7/6/21
23A122,Karens House,3034244136,ASSISTED LIVING RESIDENCE,Jefferson,12751 W 56TH PLACE,Arvada,CO,80002,maryse@jcmh.org, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,8,7/6/21
2311QA,"Fountains Of Hilltop, The",9702438800,ASSISTED LIVING RESIDENCE,Mesa,3203 N 15TH ST,Grand Junction,CO,81506,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,110,7/6/21
231133,"Oaks, The",9708582178,ASSISTED LIVING RESIDENCE,Mesa,805 WEST OTTLEY AVE,Fruita,CO,81521,jdavis@familyhealthwest.org, CORPORATE NON-,LOWER VALLEY HOSPITAL ASSOCIATION,70,7/6/21
231211,Madison House,9705652047,ASSISTED LIVING RESIDENCE,Montezuma,120 S MADISON ST,Cortez,CO,81321,madison@seniorhousingoptions.org, CORPORATE NON-,SENIOR HOUSING OPTIONS INC,32,7/6/21
23X372,Cottonwood Ridge,7192543667,ASSISTED LIVING RESIDENCE,Otero,1122 SOUTH 12TH ST,Rocky Ford,CO,81067,atanabe@phoenixmanagementinc.com, CORPORATE NON-,"COMMUNITY ASSISTED LIVING, INC",32,7/6/21
2308Z8,"Haven, The",9708751888,ASSISTED LIVING RESIDENCE,Routt,300 S SHELTON LANE,Hayden,CO,81639,aidsal@northwestcoloradohealth.org, CORPORATE NON-,"WEST ROUTT RURAL HEALTH COUNCIL, INC",20,7/6/21
23V723,Maxwell Center Assisted Living Residence,9703531956,ASSISTED LIVING RESIDENCE,Weld,1700 7TH AVENUE,Greeley,CO,80631,sherry.meyer@northrange.org, CORPORATE NON-,NORTH RANGE BEHAVIORAL HEALTH,14,7/6/21
230327,Bonell Good Samaritan Center,9703526082,ASSISTED LIVING RESIDENCE,Weld,708 - 22ND STREET,Greeley,CO,80631,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",41,7/6/21
23R904,"Towers, The",9703324856,ASSISTED LIVING RESIDENCE,Yuma,360 CANYON RIDGE DR,Wray,CO,80758,ginger.williams@bannerhealth.com, CORPORATE NON-,WRAY COMMUNITY LONG TERM CARE INC,24,7/6/21
2304HP,Robert Russell Eastern Star-Masonic Ctr Of Colorad,3037569489,ASSISTED LIVING RESIDENCE,Denver,2445 S QUEBEC STREET,Denver,CO,80231,larryl@esmrc.com, CORPORATE NON-,ROBERT RUSSELL EASTERN STAR-MASONIC CENTER,111,7/6/21
230109,Eben Ezer Lutheran Care Center,9708422861,ASSISTED LIVING RESIDENCE,Morgan,1910 EDISON STREET,Brush,CO,80723,lynelle.phillips@ebenezer-cares.org, CORPORATE NON-,EBEN EZER LUTHERAN CARE CENTER,86,7/6/21
2304SY,Mountain Vista Assisted Living & Memory Care,3034204192,ASSISTED LIVING RESIDENCE,Jefferson,11800 AND 11830 W 49TH AVE,Wheat Ridge,CO,80033,hwheat@abhomes.org, CORPORATE NON-,"BAPTIST HOME ASSN. OF THE ROCKY MOUNTAINS, INC.",76,7/6/21
23T695,"Commons Of Hilltop, The",9702433333,ASSISTED LIVING RESIDENCE,Mesa,625 27 1/2 RD,Grand Junction,CO,81506,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,185,7/6/21
23Y775,Casey'S Pond Senior Living,9708798855,ASSISTED LIVING RESIDENCE,Routt,2855 OWL HOOT TRAIL,Steamboat Springs,CO,80487,, CORPORATE NON-,"COLORADO SENIOR RESIDENCES, INC",114,7/6/21
2303UO,Collinwood Assisted Living,9702233552,ASSISTED LIVING RESIDENCE,Larimer,5055 S LEMAY AVE,Fort Collins,CO,80525,kjacoby@ba.org, CORPORATE NON-,BSLC II,107,7/6/21
2302C5,Maplewood Homes,7193245282,ASSISTED LIVING RESIDENCE,Baca,150 NORTH NEVADA,Walsh,CO,81090,marmills@centurytel.net, DISTRICT,WALSH HOSPITAL DISTRICT,20,7/6/21
230901,Whitcomb Terrace,9705441530,ASSISTED LIVING RESIDENCE,Pitkin,0275 CASTLE CREEK ROAD,Aspen,CO,81611,mgerardi@aspenhospital.org, DISTRICT,ASPEN VALLEY HOSPITAL DISTRICT,15,7/6/21
230357,Aloha Care Assisted Living,7203694335,ASSISTED LIVING RESIDENCE,Adams,1594 WALNUT DRIVE,Brighton,CO,80601,, INDIVIDUAL,CHERYL ANN H PADAKEN,13,7/6/21
23P172,Auburn View Assisted Living,7209495869,ASSISTED LIVING RESIDENCE,Arapahoe,19543 E ARKANSAS AVE,Aurora,CO,80017,kahsa12@yahoo.com, INDIVIDUAL,KASHA GEBEYEHU,8,7/6/21
230614,Pease Guest Home,7195460104,ASSISTED LIVING RESIDENCE,Pueblo,401 W 13TH STREET,Pueblo,CO,81003,cpease1@comcast.net, INDIVIDUAL,CAREN PEASE,4,7/6/21
23M127,Haven Of Care Assisted Living At Argonne,3039477392,ASSISTED LIVING RESIDENCE,Arapahoe,3920 S ARGONNE WAY,Aurora,CO,80013,mwrt@msn.com, LIMITED LIABIL,"HAVEN OF CARE ASSISTED LIVING AT ARGONNE, LLC",8,7/6/21
23V349,Lakewood Terrace Affordable Assisted Living,7204841760,ASSISTED LIVING RESIDENCE,Jefferson,13969 W WARREN AVENUE,Lakewood,CO,80228,lakewoodterracealf@gmail.com, LIMITED LIABIL,LAKEWOOD TERRACE ASSISTED LIVING LLC,8,7/6/21
23I538,Rustic Rose Assisted Living Llc,3039235253,ASSISTED LIVING RESIDENCE,Adams,6666 S PINEY CREEK CIRCLE,Centennial,CO,80016,rusticroseassistedliving@protonmail.com, LIMITED LIABIL,RUSTIC ROSE ASSISTED LIVING LLC,8,7/6/21
23I963,St Petro Laurel Haus,3037700600,ASSISTED LIVING RESIDENCE,Adams,7032  S FRANKLIN ST,Centennial,CO,80122,stpetro2012@gmail.com, LIMITED LIABIL,ST PETRO LLC,7,7/6/21
23R280,Grace Assisted Living Llc,3033670632,ASSISTED LIVING RESIDENCE,Adams,15011 E MONTVIEW BLVD,Aurora,CO,80011,, LIMITED LIABIL,GRACE ASSISTED LIVING LLC,8,7/6/21
23A468,Slp Colorado Wellington,7204125730,ASSISTED LIVING RESIDENCE,Adams,7681 WELLINGTON STREET,Centennial,CO,80122,, LIMITED LIABIL,TBI COLORADO LLC,8,7/6/21
23O620,Care Group Of Northglenn Llc,7203288229,ASSISTED LIVING RESIDENCE,Adams,9777 FRED DRIVE,Northglenn,CO,80260,rossevelt.collierjr@gmail.com, LIMITED LIABIL,CARE GROUP OF NORTHGLENN LLC,16,7/6/21
23R281,Randolph Cottage Llc,7202726398,ASSISTED LIVING RESIDENCE,Arapahoe,18929 E KENT CIRCLE,Aurora,CO,80013,, LIMITED LIABIL,RANDOLPH COTTAGE LLC,4,7/6/21
23V720,Penny Lane Assisted Living Residence,3036940136,ASSISTED LIVING RESIDENCE,Arapahoe,7463 E COSTILLA PLACE,Centennial,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,8,7/6/21
23W788,Aurora Makarios Assisted Living,3036969177,ASSISTED LIVING RESIDENCE,Arapahoe,17003 E PACIFIC PLACE,Aurora,CO,80013,, LIMITED LIABIL,MAKARIOS ASSISTED LIVING LLC,8,7/6/21
23U630,Aurora Evergreen Assisted Living Llc,3033680888,ASSISTED LIVING RESIDENCE,Arapahoe,12311 E ARKANSAS AVE,Aurora,CO,80012,auroraevergreen@outlook.com, LIMITED LIABIL,AURORA EVERGREEN ASSISTED LIVING LLC,8,7/6/21
23V259,East Orchard Manor Cares Llc,3038345646,ASSISTED LIVING RESIDENCE,Arapahoe,290 EAST ORCHARD ROAD,Centennial,CO,80121,, LIMITED LIABIL,EAST ORCHARD MANOR CARES LLC,8,7/6/21
2304ZS,A Loving Hand Llc,7203011369,ASSISTED LIVING RESIDENCE,Arapahoe,3079 S HOLLY PLACE,Denver,CO,80222,, LIMITED LIABIL,DKD CARE LLC,8,7/6/21
23Q270,Rocky Mountain Care And Consulting Llc,7204125730,ASSISTED LIVING RESIDENCE,Arapahoe,5130 W PLYMOUTH DR,Littleton,CO,80128,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8,7/6/21
23V263,Rock Creek Assisted Living At Somerset Village,3035963300,ASSISTED LIVING RESIDENCE,Arapahoe,1109 S RIFLE STREET,Aurora,CO,80017,neal.price@gmail.com, LIMITED LIABIL,ROCK CREEK INVESTMENTS LLC,10,7/6/21
2304AW,Abbey Road Assisted Living-Newport,7205296772,ASSISTED LIVING RESIDENCE,Arapahoe,8155 S NEWPORT WAY,Centennial,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,9,7/6/21
2304BG,Graceful Hearts Assisted Living Llc,3095584725,ASSISTED LIVING RESIDENCE,Arapahoe,6780 E LAKE CIRCLE,Centennial,CO,80111,, LIMITED LIABIL,GRACEFUL HEARTS ASSISTED LIVING LLC,9,7/6/21
23Z309,Flourish Supportive Living At Floyd,3038036977,ASSISTED LIVING RESIDENCE,Arapahoe,2330 E FLOYD AVE,Englewood,CO,80113,, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23U322,Rock Creek Assisted Living On Kenton,3036328393,ASSISTED LIVING RESIDENCE,Arapahoe,1994 S KENTON COURT,Aurora,CO,80014,, LIMITED LIABIL,ROCK CREEK INVESTMENTS LLC,10,7/6/21
23V262,"Manor On Sycamore Street, The",7202838326,ASSISTED LIVING RESIDENCE,Arapahoe,6365 S SYCAMORE STREET,Littleton,CO,80120,laurenkanizay@hotmail.com, LIMITED LIABIL,SOUTH SYCAMORE MANOR CARES LLC,10,7/6/21
23M119,"Ivory Assisted Living, Llc",3036904150,ASSISTED LIVING RESIDENCE,Arapahoe,4633 S IVORY CIR,Aurora,CO,80015,jlee789@msn.com, LIMITED LIABIL,IVORY ASSISTED LIVING LLC,11,7/6/21
23H572,"Village Assisted Living Llc, The",3033670700,ASSISTED LIVING RESIDENCE,Arapahoe,209 SOUTH REVERE STREET,Aurora,CO,80012,datir.marini@gmail.com, LIMITED LIABIL,THE VILLAGE ASSISTED LIVING LLC,11,7/6/21
23H133,Montage Heights,3032830400,ASSISTED LIVING RESIDENCE,Arapahoe,1640 S QUEBEC WAY,Denver,CO,80231,, LIMITED LIABIL,GENHIGHLINE LLC,80,7/6/21
230322,"Legacy At Lafayette, The",3036660691,ASSISTED LIVING RESIDENCE,Boulder,225 WANEKA PARKWAY,Lafayette,CO,80026,, LIMITED LIABIL,LAFAYETTE LEASING LLC,75,7/6/21
2304UN,Harvey Park Assisted Living,3039221472,ASSISTED LIVING RESIDENCE,Denver,1999 S RALEIGH ST,Denver,CO,80219,rebecca@crpcolorado.com, LIMITED LIABIL,HARVEY PARK ASSISTED LIVING LLC,6,7/6/21
23049P,Apex Assisted Living Llc,4236763210,ASSISTED LIVING RESIDENCE,Denver,3071 S ROSEMARY STREET,Denver,CO,80231,, LIMITED LIABIL,APEX ASSISTED LIVING LLC,8,7/6/21
2304A3,Meadow Vista Assisted Living Llc,3037566589,ASSISTED LIVING RESIDENCE,Denver,3901 E DARTMOUTH AVE,Denver,CO,80210,kanchana aryal - (720)530-8679 kay@meadowvistas.com, LIMITED LIABIL,"MEADOW VISTA ASSISTED LIVING, LLC",8,7/6/21
23T697,Jerusalem Assisted Living Facility,3036681397,ASSISTED LIVING RESIDENCE,Denver,4783  CHANDLER CT,Denver,CO,80239,, LIMITED LIABIL,JERUSALEM ASSISTED LIVING FACILITY,8,7/6/21
23K615,Hawkeye Care Home Llc,3039352822,ASSISTED LIVING RESIDENCE,Denver,2710 S JAY ST,Denver,CO,80227,wheels7@comcast.net, LIMITED LIABIL,HAWKEYE CARE HOME LLC,8,7/6/21
23S302,Acorn House C Llc,7209418839,ASSISTED LIVING RESIDENCE,Denver,4949 E 9TH AVENUE,Denver,CO,80220,rc@acornhouse.info, LIMITED LIABIL,ACORN HOUSE @ 4949 E 9TH AVENUE LLC,8,7/6/21
23Z312,Assisted Living Of Denver Ne Llc,3033710106,ASSISTED LIVING RESIDENCE,Denver,4827 LISBON STREET,Denver,CO,80249,aldenver@q.com, LIMITED LIABIL,"ASSISTED LIVING OF DENVER NE, LLC",10,7/6/21
23W780,Aspin Wall Residential Assisted Living,3033411192,ASSISTED LIVING RESIDENCE,Denver,8263 EAST MANSFIELD AVE,Denver,CO,80237,, LIMITED LIABIL,ASPINWALL LIMITED LIABILITY COMPANY,10,7/6/21
2304IX,Dayspring Villa,3034555066,ASSISTED LIVING RESIDENCE,Denver,3777 W 26TH AVE,Denver,CO,80211,lgarcia@clcmail.org, LIMITED LIABIL,CLC DAYSPRING VILLA LLC,71,7/6/21
23R713,Castle Rock Assisted Living 1,3036603827,ASSISTED LIVING RESIDENCE,Douglas,1640 WILD RYE COURT,Castle Rock,CO,80109,cral@comcast.net, LIMITED LIABIL,"CASTLE ROCK ASSISTED LIVING, LLC",11,7/6/21
23T320,Solange At Clairton,3032845018,ASSISTED LIVING RESIDENCE,Douglas,2951 CLAIRTON DR,Highlands Ranch,CO,80126,, LIMITED LIABIL,SOLANGE AT CLAIRTON LLC,8,7/6/21
23W266,Senior Living At The Pinery  Llc,3038412136,ASSISTED LIVING RESIDENCE,Douglas,6875 N WINDVIEW CIRCLE,Parker,CO,80134,, LIMITED LIABIL,SENIOR LIVING AT THE PINERY LLC,8,7/6/21
23I155,Assured Assisted Living 5,3036609769,ASSISTED LIVING RESIDENCE,Douglas,1671 THATCH CIRCLE,Castle Rock,CO,80109,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9,7/6/21
23M206,Home Care At Popa'S Assisted Living,7194957453,ASSISTED LIVING RESIDENCE,El Paso,9340 BURGESS ROAD,Colorado Springs,CO,80908,2flee1532@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8,7/6/21
2305F2,Columbine House,7195971402,ASSISTED LIVING RESIDENCE,El Paso,5523 S BUCKSKIN PASS DR,Colorado Springs,CO,80917,dryers4@comcast.net, LIMITED LIABIL,BRAINCARE LLC,8,7/6/21
23G941,A Doctor'S Touch Llc,7196388198,ASSISTED LIVING RESIDENCE,El Paso,1550 HIAWATHA DRIVE,Colorado Springs,CO,80915,info@adoctorstouch.com, LIMITED LIABIL,A DOCTORS TOUCH LLC,8,7/6/21
23R687,Spruce House,7195745894,ASSISTED LIVING RESIDENCE,El Paso,2535 BRADY DRIVE,Colorado Springs,CO,80917,, LIMITED LIABIL,BRAINCARE LLC,8,7/6/21
23U759,Home Care At Kettles Assisted Living,7196332166,ASSISTED LIVING RESIDENCE,El Paso,1929 MEYERS AVENUE,Colorado Springs,CO,80909,eflee1432@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8,7/6/21
23D512,Assisted Living At Spring Llc,7194347042,ASSISTED LIVING RESIDENCE,El Paso,1605 JET WING DRIVE,Colorado Springs,CO,80916,, LIMITED LIABIL,ASSISTED LIVING AT SPRINGS,30,7/6/21
230518,"Colorado Springs Senior Homes, Inc",7196362731,ASSISTED LIVING RESIDENCE,El Paso,3106 N PROSPECT STREET,Colorado Springs,CO,80907,, LIMITED LIABIL,TRUSTCARE OPERATORCO LLC,40,7/6/21
23S681,"Residence At Skyway Park Llc, The",7192277340,ASSISTED LIVING RESIDENCE,El Paso,886 ARCTURUS DRIVE,Colorado Springs,CO,80905,, LIMITED LIABIL,"RESIDENCE AT SKYWAY PARK, LLC",68,7/6/21
23H136,"Residence At Village Green Llc, The",7199995744,ASSISTED LIVING RESIDENCE,El Paso,3455 N CAREFREE CIRCLE,Colorado Springs,CO,80917,rmatrazzo@nhaconsulting.com, LIMITED LIABIL,"RESIDENCE AT VILLAGE GREEN LLC, THE",68,7/6/21
23B948,Point Of The Pines Gardens Assisted Living,7192650030,ASSISTED LIVING RESIDENCE,El Paso,330 ELKTON DRIVE,Colorado Springs,CO,80907,rdarosenbach@gmail.com, LIMITED LIABIL,POINT OF THE PINES GARDENS LLC,115,7/6/21
23D458,Pine Ridge Terrace Manor Llc,7203989787,ASSISTED LIVING RESIDENCE,Elbert,378 S PEARL ST,Elizabeth,CO,80107,altris1001@gmail.com, LIMITED LIABIL,PINE RIDGE TERRACE MANOR,8,7/6/21
23040Q,Country Home,3038401986,ASSISTED LIVING RESIDENCE,Elbert,1425 DEBBI CIRCLE,Parker,CO,80138,lmelbardis@yahoo.com, LIMITED LIABIL,COUNTRY HOME ASSISTED LIVING LLC,8,7/6/21
2308EI,Chateau At Rifle,9706254343,ASSISTED LIVING RESIDENCE,Garfield,375 W 24TH ST,Rifle,CO,81650,, LIMITED LIABIL,"TCO RIFLE,LLC",32,7/6/21
23M595,Colorado Assisted Living Homes Llc-Lamar,3039042506,ASSISTED LIVING RESIDENCE,Jefferson,6952 S LAMAR STREET,Littleton,CO,80128,twkinrade@msn.com, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",6,7/6/21
23U705,Colorado Assisted Living Homes Llc House 7,3039481628,ASSISTED LIVING RESIDENCE,Jefferson,5984 W ROWLAND PL,Littleton,CO,80128,twkinrade@msn.com, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",7,7/6/21
23Z833,Our Family Care Home Assisted Living Llc,3035873909,ASSISTED LIVING RESIDENCE,Jefferson,1169 JOHNSON STREET,Lakewood,CO,80215,, LIMITED LIABIL,OUR FAMILY CARE HOME ASSISTED LIVING LLC,8,7/6/21
2.30E+06,Helping Hands Homecare Ltd Liability Co,3039726466,ASSISTED LIVING RESIDENCE,Jefferson,11503 W BERRY PLACE,Littleton,CO,80127,omoobabeyu53@yahoo.com, LIMITED LIABIL,HELPING HANDS HOMECARE LTD LIABILITY CO.,8,7/6/21
2304I7,Bright Sun Assisted Living Llc,3039334807,ASSISTED LIVING RESIDENCE,Jefferson,11541 W TEMPLE AVE,Littleton,CO,80127,, LIMITED LIABIL,BRIGHT SUN ASSISTED LIVING LLC,8,7/6/21
23Q272,Colorado Assisted Living Homes - Brandt,3039484873,ASSISTED LIVING RESIDENCE,Jefferson,11965 W BRANDT PL,Littleton,CO,80127,, LIMITED LIABIL,CALHOMES-BRANDT LLC,8,7/6/21
230414,Tender Care Assisted Living Llc,3032332808,ASSISTED LIVING RESIDENCE,Jefferson,3113 TELLER STREET,Wheat Ridge,CO,80033,, LIMITED LIABIL,TENDER CARE ASSISTED LIVING LLC,8,7/6/21
2304A9,Your Second Home Llc,3034241266,ASSISTED LIVING RESIDENCE,Jefferson,3880 DOVER ST,Wheat Ridge,CO,80033,julieannwolfe01@gmail.com, LIMITED LIABIL,YOUR SECOND HOME LLC,8,7/6/21
2304KB,Flourish Supportive Living At Reed,3038036977,ASSISTED LIVING RESIDENCE,Jefferson,3225 S REED COURT,Lakewood,CO,80227,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23C879,Flourish Supportive Living At Owens,3038036977,ASSISTED LIVING RESIDENCE,Jefferson,1975 OWENS COURT,Lakewood,CO,80215,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9,7/6/21
23Q702,Tcal 2 Llc,3036676890,ASSISTED LIVING RESIDENCE,Jefferson,1069 S TELLER ST,Lakewood,CO,80226,, LIMITED LIABIL,TCAL 2 LLC,10,7/6/21
23S685,Tcal 2 Llc,3036676890,ASSISTED LIVING RESIDENCE,Jefferson,6419 W MEXICO AVENUE,Lakewood,CO,80232,, LIMITED LIABIL,TCAL 2 LLC,10,7/6/21
23F112,Aspen Cares Assisted Living Llc,3033599990,ASSISTED LIVING RESIDENCE,Jefferson,1030 JAY STREET,Lakewood,CO,80214,leeannefaulkner17@gmail.com, LIMITED LIABIL,ASPEN CARES ASSISTED LIVING LLC,12,7/6/21
23043K,Manto Homes Llc,3034316575,ASSISTED LIVING RESIDENCE,Jefferson,7465 W 69TH PL,Arvada,CO,80003,, LIMITED LIABIL,MANTO HOMES LLC,12,7/6/21
230406,Gardens Care Homestead,3034216539,ASSISTED LIVING RESIDENCE,Jefferson,2121 WADSWORTH BLVD,Lakewood,CO,80214,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",49,7/6/21
2304C7,"Oberon House, The",3034207258,ASSISTED LIVING RESIDENCE,Jefferson,9160 W 64TH AVENUE,Arvada,CO,80004,g.dirks@comcast.net, LIMITED LIABIL,WESTCARE LLC,66,7/6/21
2304RB,Verandas Assisted Lvg At Wheat Ridge,3034256328,ASSISTED LIVING RESIDENCE,Jefferson,9495 W 49TH AVE,Wheat Ridge,CO,80033,, LIMITED LIABIL,VERANDA'S COLORADO SENIOR LIVING LEASING LLC,32,7/6/21
23O618,Retreat At Highlands The,3034620934,ASSISTED LIVING RESIDENCE,Jefferson,3315 SHERIDAN BLVD,Wheat Ridge,CO,80212,cparenteau@scoptions.com; psanchezrn@outlook.com, LIMITED LIABIL,WHEAT RIDGE ASSISTED LIVING CORP,46,7/6/21
23R962,Augustana Elk Run Assisted Living,3036798777,ASSISTED LIVING RESIDENCE,Jefferson,31383 FROST WAY,Evergreen,CO,80439,, LIMITED LIABIL,"AUGUSTANA ELK RUN, LLC",68,7/6/21
2301PN,"Legacy At Burlington, The",7193467403,ASSISTED LIVING RESIDENCE,Kit Carson,233 S 9TH ST,Burlington,CO,80807,assisted@plains.net, LIMITED LIABIL,"BURLINGTON ASSISTED LIVING, LLC",24,7/6/21
2312W2,Sunshine Gardens West Assisted Living,9703854090,ASSISTED LIVING RESIDENCE,La Plata,25 SUNSHINE COURT,Durango,CO,81301,, LIMITED LIABIL,SUNSHINE GARDENS WEST LLC,70,7/6/21
230344,Loveland House Assisted Living,9706632223,ASSISTED LIVING RESIDENCE,Larimer,2115 EAGLE DR,Loveland,CO,80537,pstrozzi59@peoplepc.com 970-667-7511, LIMITED LIABIL,LOVELAND HOUSE,8,7/6/21
2303BK,Lakeview Commons Llc,9702784000,ASSISTED LIVING RESIDENCE,Larimer,1422 W 29TH ST,Loveland,CO,80538,janel.baily@columbinehealth.com, LIMITED LIABIL,"LAKEVIEW COMMONS, LLC",54,7/6/21
230369,"Courtyard Of Loveland, The",9706673342,ASSISTED LIVING RESIDENCE,Larimer,605 CALIFORNIA AVE,Loveland,CO,80537,jean.mendez@courtyardofloveland.com, LIMITED LIABIL,THE COURTYARD OF LOVELAND LEASING LLC,44,7/6/21
230320,Garden Square At Spring Creek,9704943253,ASSISTED LIVING RESIDENCE,Larimer,1000 E STUART ST,Fort Collins,CO,80525,, LIMITED LIABIL,SSC FORT COLLINS SPRING CREEK OPERATING CO LLC,62,7/6/21
23Z790,"Legacy At Trinidad, The",7198468662,ASSISTED LIVING RESIDENCE,Las Animas,33 LEGACY LANE,Trinidad,CO,81082,trinidad@hhmsi.com, LIMITED LIABIL,TRINIDAD ASSISTED LIVING LLC,28,7/6/21
2301FB,Lincoln Park Living Center,7197432421,ASSISTED LIVING RESIDENCE,Lincoln,323 SEVENTH STREET,Hugo,CO,80821,jweeks@lchnh.com, LIMITED LIABIL,LINCOLN COMMUNITY HOSPITAL LINCOLN PARK LIVING CTR,12,7/6/21
2301FP,"Harmony Homes Llc, The",9705227335,ASSISTED LIVING RESIDENCE,Logan,604 JAY DR,Sterling,CO,80751,, LIMITED LIABIL,"HARMONY HOME, LLC, THE",10,7/6/21
230106,Devonshire Acres,9705224888,ASSISTED LIVING RESIDENCE,Logan,1330 N SIDNEY AVE,Sterling,CO,80751,, LIMITED LIABIL,CHANCELLOR HEALTH CARE OF COLORADO LLC,24,7/6/21
2311A0,Aspen Meadows Assisted Living Llc,9704337385,ASSISTED LIVING RESIDENCE,Mesa,476 GUNNISON WAY,Grand Junction,CO,81504,, LIMITED LIABIL,ASPEN MEADOWS ASSISTED LIVING LLC,8,7/6/21
230238,Monument Assisted Living Care Center Llc,9702416562,ASSISTED LIVING RESIDENCE,Mesa,2194 MCKINLEY DRIVE,Grand Junction,CO,81507,, LIMITED LIABIL,MONUMENT ASSISTED LIVING CARE CENTER LLC,8,7/6/21
23118Q,Pilgrim House Assisted Living Llc,9702558345,ASSISTED LIVING RESIDENCE,Mesa,405 W MAYFIELD DR,Grand Junction,CO,81507,, LIMITED LIABIL,PILGRIM HOUSE ASSISTED LIVING LLC,9,7/6/21
23111U,Family Care Assisted Living Llc,9702416379,ASSISTED LIVING RESIDENCE,Mesa,174 EDLUN RD,Grand Junction,CO,81503,samhan@msn.com, LIMITED LIABIL,FAMILY CARE ASSISTED LIVING LLC,10,7/6/21
231123,Peachtree Assisted Living Llc #2,9704347062,ASSISTED LIVING RESIDENCE,Mesa,3452 F ROAD,Clifton,CO,81520,ptacc1@aol.com, LIMITED LIABIL,PEACHTREE ASSISTED LIVING LLC,15,7/6/21
231117,Peachtree Assisted Living Llc #1,9704347062,ASSISTED LIVING RESIDENCE,Mesa,3450 F ROAD,Clifton,CO,81520,ptacc1@aol.com, LIMITED LIABIL,PEACHTREE ASSISTED LIVING LLC,16,7/6/21
23G929,High Desert Assisted Living-House 2 Llc,9704343888,ASSISTED LIVING RESIDENCE,Mesa,3291 LOMBARDY LANE,Clifton,CO,81520,highdesertal@gmail.com, LIMITED LIABIL,HIGH DESERT ASSISTED LIVING - HOUSE 2 LLC,16,7/6/21
23U321,High Desert Assisted Living-House 1 Llc,9704347036,ASSISTED LIVING RESIDENCE,Mesa,3293 LOMBARDY LANE,Clifton,CO,81520,, LIMITED LIABIL,HIGH DESERT ASSISTED LIVING LLC,16,7/6/21
231118,Bookcliff Manor Assisted Living,9702450788,ASSISTED LIVING RESIDENCE,Mesa,2897 ORCHARD AVENUE,Grand Junction,CO,81501,baburrough@aol.com, LIMITED LIABIL,L.L.B. -- L.L.C.,25,7/6/21
231132,Grand Villa,9702618739,ASSISTED LIVING RESIDENCE,Mesa,2680 N 15TH STREET,Grand Junction,CO,81506,vseiferd@ba.org, LIMITED LIABIL,"BETHESDA GARDENS GRAND JUNCTION, LLC",64,7/6/21
231214,Golden Years Retirement Home Ii,9708827438,ASSISTED LIVING RESIDENCE,Montezuma,103 N 18TH STREET,Dolores,CO,81323,goldenyearsreturementhomeii@gmail.com, LIMITED LIABIL,T&H LLC,16,7/6/21
2311S4,Heidi'S Chateau,9702528228,ASSISTED LIVING RESIDENCE,Montrose,2720 SUNNYSIDE RD,Montrose,CO,81401,, LIMITED LIABIL,"TCO MONTROSE,LLC",30,7/6/21
2301IS,Aladdin At Brush The,9708425463,ASSISTED LIVING RESIDENCE,Morgan,428 WESTERN AVE,Brush,CO,80723,garnold@drivemgmt.com, LIMITED LIABIL,MADISON SENIOR LIVING MANAGEMENT LLC,15,7/6/21
