Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity
2304MZ,CROSSROADS AT NORTHGLENN ALF,3032521118,ASSISTED LIVING RESIDENCE,ADAMS,451 MALLEY DR,NORTHGLENN,CO,80233,michele.strauch@crossroadsalc.org, CORPORATE NON-,CROSSROADS AT NORTHGLENN ALF,100
23M636,DOROTHYS SOFT TOUCH II,3033411120,ASSISTED LIVING RESIDENCE,ARAPAHOE,716 URSULA STREET,AURORA,CO,80011,chinyerejoiner@q.com, CORPORATE NON-,DOROTHY'S SOFT TOUCH,6
23K179,DOROTHY'S SOFT TOUCH,3037392700,ASSISTED LIVING RESIDENCE,ARAPAHOE,1139 TUCSON STREET,AURORA,CO,80011,cjoiner@dsstouch.org, CORPORATE NON-,DOROTHY'S SOFT TOUCH,8
230354,"MARY SANDOE HOUSE, THE",3034947317,ASSISTED LIVING RESIDENCE,BOULDER,1244 GILLASPIE DR,BOULDER,CO,80305,dotti@themarysandoehouse.com, CORPORATE NON-,"BOULDER GRAY PANTHERS SERVICE PROJECT, INC.",24
230379,"MEZZANINE-ASSISTED LIVING AT GOLDEN WEST, THE",3034443967,ASSISTED LIVING RESIDENCE,BOULDER,1055 ADAMS CIRCLE,BOULDER,CO,80303,jgiovanetto@gwboulder.org, CORPORATE NON-,"GOLDEN WEST COMMUNITIES, INC",56
23R567,CROSSROADS AT DELTA ALF,9708741421,ASSISTED LIVING RESIDENCE,DELTA,1380 ASPEN WAY,DELTA,CO,81416,, CORPORATE NON-,CROSSROADS AT DELTA ALF,49
2.30E+05,JUST FOR SENIORS LIVING CENTER I,3038935356,ASSISTED LIVING RESIDENCE,DENVER,1395 VRAIN ST,DENVER,CO,80204,, CORPORATE NON-,"JUST FOR SENIORS, INC.",8
23045S,INN BETWEEN,3039804082,ASSISTED LIVING RESIDENCE,DENVER,10295 W KEENE AVE,DENVER,CO,80235,, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,8
23HIDN,OPEN ARMS ASSISTED LIVING SUITE A,7204528006,ASSISTED LIVING RESIDENCE,DENVER,12150 E ANDREWS DR SUITE A,DENVER,CO,80239,, CORPORATE NON-,OPEN ARMS ASSISTED LIVING,16
230445,KAVOD SENIOR LIFE,3033991146,ASSISTED LIVING RESIDENCE,DENVER,11 S ADAMS ST,DENVER,CO,80209,sbedell@ajsh.org, CORPORATE NON-,"ALLIED HOUSING, INC.",35
230477,"BARTH HOTEL, THE",3035347142,ASSISTED LIVING RESIDENCE,DENVER,1514 17TH ST,DENVER,CO,80202,, CORPORATE NON-,SENIOR HOUSING OPTIONS,62
2304ST,MARYCREST ASSISTED LIVING,3034330282,ASSISTED LIVING RESIDENCE,DENVER,2800/2850 COLUMBINE RD,DENVER,CO,80221,, CORPORATE NON-,LSS OF MARYCREST LLC,138
23048Y,VICTORIAN HOUSE ASSISTED LIVING,3038140668,ASSISTED LIVING RESIDENCE,DOUGLAS,19600 VICTORIAN DR,PARKER,CO,80138,patlogue@castlecountryassistedliving.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,26
230561,CANTRIL HOUSE ASSISTED LIVING,3036888186,ASSISTED LIVING RESIDENCE,DOUGLAS,221 CANTRIL ST,CASTLE ROCK,CO,80104,bom@castlecountry.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,16
2305HL,VALLEY HOUSE ASSISTED LIVING,3038140668,ASSISTED LIVING RESIDENCE,DOUGLAS,255 S VALLEY DRIVE,CASTLE ROCK,CO,80104,dennisscott@castlecountryassistedliving.org, CORPORATE NON-,CASTLE COUNTRY ASSISTED LIVING INC,22
230505,"CRESCENT HOME ADULT CARE FACILITY, INC",7196342237,ASSISTED LIVING RESIDENCE,EL PASO,812 W COLORADO AVENUE,COLORADO SPRINGS,CO,80905,rs308@comcast.net, CORPORATE NON-,"CRESCENT HOME ADULT CARE FACILITY, INC.",20
2306W8,"LEGACY CENTER, INCORPORATED",7192752917,ASSISTED LIVING RESIDENCE,FREMONT,1335 BAUER LANE,CANON CITY,CO,81212,legacycenter@piopc.net, CORPORATE NON-,"LEGACY CENTER, INC",40
23C967,FRIENDSHIP HOUSE AT THE HOME,7192757451,ASSISTED LIVING RESIDENCE,FREMONT,1020 NORTH 15TH STREET,CANON CITY,CO,81212,, CORPORATE NON-,GRAND LODGE OF THE IND. ORDER OF ODD FELLOWS OF CO,36
23082E,MESA VISTA ASSISTED LIVING RESIDENCE,9702851844,ASSISTED LIVING RESIDENCE,GARFIELD,72 E SIPPRELLE DR,PARACHUTE,CO,81635,mesavista@seniorhousingoptions.org, CORPORATE NON-,SENIOR HOUSING OPTIONS,32
23080R,CLIFFVIEW ASSISTED LIVING CENTER,9707243530,ASSISTED LIVING RESIDENCE,GRAND,710 EAGLE AVENUE,KREMMLING,CO,80459,, CORPORATE NON-,GRAND COUNTY HOUSING AUTHORITY,28
2304PZ,ROCKY MOUNTAIN SOLSTICE II,3039734003,ASSISTED LIVING RESIDENCE,JEFFERSON,12057 W QUINCY PL,MORRISON,CO,80465,ldrcare@comcast.net, CORPORATE NON-,ROCKY MOUNTAIN SOLSTICE INC,8
23A122,KARENS HOUSE,3034244136,ASSISTED LIVING RESIDENCE,JEFFERSON,12751 W 56TH PLACE,ARVADA,CO,80002,maryse@jcmh.org, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,8
2311QA,"FOUNTAINS OF HILLTOP, THE",9702438800,ASSISTED LIVING RESIDENCE,MESA,3203 N 15TH ST,GRAND JUNCTION,CO,81506,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,110
231133,"OAKS, THE",9708582178,ASSISTED LIVING RESIDENCE,MESA,805 WEST OTTLEY AVE,FRUITA,CO,81521,jdavis@familyhealthwest.org, CORPORATE NON-,LOWER VALLEY HOSPITAL ASSOCIATION,70
231211,MADISON HOUSE,9705652047,ASSISTED LIVING RESIDENCE,MONTEZUMA,120 S MADISON ST,CORTEZ,CO,81321,madison@seniorhousingoptions.org, CORPORATE NON-,SENIOR HOUSING OPTIONS INC,32
23X372,COTTONWOOD RIDGE,7192543667,ASSISTED LIVING RESIDENCE,OTERO,1122 SOUTH 12TH ST,ROCKY FORD,CO,81067,atanabe@phoenixmanagementinc.com, CORPORATE NON-,"COMMUNITY ASSISTED LIVING, INC",32
2308Z8,"HAVEN, THE",9708751888,ASSISTED LIVING RESIDENCE,ROUTT,300 S SHELTON LANE,HAYDEN,CO,81639,aidsal@northwestcoloradohealth.org, CORPORATE NON-,"WEST ROUTT RURAL HEALTH COUNCIL, INC",20
23V723,MAXWELL CENTER ASSISTED LIVING RESIDENCE,9703531956,ASSISTED LIVING RESIDENCE,WELD,1700 7TH AVENUE,GREELEY,CO,80631,sherry.meyer@northrange.org, CORPORATE NON-,NORTH RANGE BEHAVIORAL HEALTH,14
230327,BONELL GOOD SAMARITAN CENTER,9703526082,ASSISTED LIVING RESIDENCE,WELD,708 - 22ND STREET,GREELEY,CO,80631,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",41
23R904,"TOWERS, THE",9703324856,ASSISTED LIVING RESIDENCE,YUMA,360 CANYON RIDGE DR,WRAY,CO,80758,ginger.williams@bannerhealth.com, CORPORATE NON-,WRAY COMMUNITY LONG TERM CARE INC,24
2304HP,ROBERT RUSSELL EASTERN STAR-MASONIC CTR OF COLORAD,3037569489,ASSISTED LIVING RESIDENCE,DENVER,2445 S QUEBEC STREET,DENVER,CO,80231,larryl@esmrc.com, CORPORATE NON-,ROBERT RUSSELL EASTERN STAR-MASONIC CENTER,111
230109,EBEN EZER LUTHERAN CARE CENTER,9708422861,ASSISTED LIVING RESIDENCE,MORGAN,1910 EDISON STREET,BRUSH,CO,80723,lynelle.phillips@ebenezer-cares.org, CORPORATE NON-,EBEN EZER LUTHERAN CARE CENTER,86
2304SY,MOUNTAIN VISTA ASSISTED LIVING & MEMORY CARE,3034204192,ASSISTED LIVING RESIDENCE,JEFFERSON,11800 AND 11830 W 49TH AVE,WHEAT RIDGE,CO,80033,hwheat@abhomes.org, CORPORATE NON-,"BAPTIST HOME ASSN. OF THE ROCKY MOUNTAINS, INC.",76
23T695,"COMMONS OF HILLTOP, THE",9702433333,ASSISTED LIVING RESIDENCE,MESA,625 27 1/2 RD,GRAND JUNCTION,CO,81506,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,185
23Y775,CASEY'S POND SENIOR LIVING,9708798855,ASSISTED LIVING RESIDENCE,ROUTT,2855 OWL HOOT TRAIL,STEAMBOAT SPRINGS,CO,80487,, CORPORATE NON-,"COLORADO SENIOR RESIDENCES, INC",114
2303UO,COLLINWOOD ASSISTED LIVING,9702233552,ASSISTED LIVING RESIDENCE,LARIMER,5055 S LEMAY AVE,FORT COLLINS,CO,80525,kjacoby@ba.org, CORPORATE NON-,BSLC II,107
2302C5,MAPLEWOOD HOMES,7193245282,ASSISTED LIVING RESIDENCE,BACA,150 NORTH NEVADA,WALSH,CO,81090,marmills@centurytel.net, DISTRICT,WALSH HOSPITAL DISTRICT,20
230901,WHITCOMB TERRACE,9705441530,ASSISTED LIVING RESIDENCE,PITKIN,0275 CASTLE CREEK ROAD,ASPEN,CO,81611,mgerardi@aspenhospital.org, DISTRICT,ASPEN VALLEY HOSPITAL DISTRICT,15
230357,ALOHA CARE ASSISTED LIVING,7203694335,ASSISTED LIVING RESIDENCE,ADAMS,1594 WALNUT DRIVE,BRIGHTON,CO,80601,, INDIVIDUAL,CHERYL ANN H PADAKEN,13
23P172,AUBURN VIEW ASSISTED LIVING,7209495869,ASSISTED LIVING RESIDENCE,ARAPAHOE,19543 E ARKANSAS AVE,AURORA,CO,80017,kahsa12@yahoo.com, INDIVIDUAL,KASHA GEBEYEHU,8
230614,PEASE GUEST HOME,7195460104,ASSISTED LIVING RESIDENCE,PUEBLO,401 W 13TH STREET,PUEBLO,CO,81003,cpease1@comcast.net, INDIVIDUAL,CAREN PEASE,4
23M127,HAVEN OF CARE ASSISTED LIVING AT ARGONNE,3039477392,ASSISTED LIVING RESIDENCE,ARAPAHOE,3920 S ARGONNE WAY,AURORA,CO,80013,mwrt@msn.com, LIMITED LIABIL,"HAVEN OF CARE ASSISTED LIVING AT ARGONNE, LLC",8
23V349,LAKEWOOD TERRACE AFFORDABLE ASSISTED LIVING,7204841760,ASSISTED LIVING RESIDENCE,JEFFERSON,13969 W WARREN AVENUE,LAKEWOOD,CO,80228,lakewoodterracealf@gmail.com, LIMITED LIABIL,LAKEWOOD TERRACE ASSISTED LIVING LLC,8
23I538,RUSTIC ROSE ASSISTED LIVING LLC,3039235253,ASSISTED LIVING RESIDENCE,ADAMS,6666 S PINEY CREEK CIRCLE,CENTENNIAL,CO,80016,rusticroseassistedliving@protonmail.com, LIMITED LIABIL,RUSTIC ROSE ASSISTED LIVING LLC,8
23I963,ST PETRO LAUREL HAUS,3037700600,ASSISTED LIVING RESIDENCE,ADAMS,7032  S FRANKLIN ST,CENTENNIAL,CO,80122,stpetro2012@gmail.com, LIMITED LIABIL,ST PETRO LLC,7
23R280,GRACE ASSISTED LIVING LLC,3033670632,ASSISTED LIVING RESIDENCE,ADAMS,15011 E MONTVIEW BLVD,AURORA,CO,80011,, LIMITED LIABIL,GRACE ASSISTED LIVING LLC,8
23A468,SLP COLORADO WELLINGTON,7204125730,ASSISTED LIVING RESIDENCE,ADAMS,7681 WELLINGTON STREET,CENTENNIAL,CO,80122,, LIMITED LIABIL,TBI COLORADO LLC,8
23O620,CARE GROUP OF NORTHGLENN LLC,7203288229,ASSISTED LIVING RESIDENCE,ADAMS,9777 FRED DRIVE,NORTHGLENN,CO,80260,rossevelt.collierjr@gmail.com, LIMITED LIABIL,CARE GROUP OF NORTHGLENN LLC,16
23R281,RANDOLPH COTTAGE LLC,7202726398,ASSISTED LIVING RESIDENCE,ARAPAHOE,18929 E KENT CIRCLE,AURORA,CO,80013,, LIMITED LIABIL,RANDOLPH COTTAGE LLC,4
23V720,PENNY LANE ASSISTED LIVING RESIDENCE,3036940136,ASSISTED LIVING RESIDENCE,ARAPAHOE,7463 E COSTILLA PLACE,CENTENNIAL,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,8
23W788,AURORA MAKARIOS ASSISTED LIVING,3036969177,ASSISTED LIVING RESIDENCE,ARAPAHOE,17003 E PACIFIC PLACE,AURORA,CO,80013,, LIMITED LIABIL,MAKARIOS ASSISTED LIVING LLC,8
23U630,AURORA EVERGREEN ASSISTED LIVING LLC,3033680888,ASSISTED LIVING RESIDENCE,ARAPAHOE,12311 E ARKANSAS AVE,AURORA,CO,80012,auroraevergreen@outlook.com, LIMITED LIABIL,AURORA EVERGREEN ASSISTED LIVING LLC,8
23V259,EAST ORCHARD MANOR CARES LLC,3038345646,ASSISTED LIVING RESIDENCE,ARAPAHOE,290 EAST ORCHARD ROAD,CENTENNIAL,CO,80121,, LIMITED LIABIL,EAST ORCHARD MANOR CARES LLC,8
2304ZS,A LOVING HAND LLC,7203011369,ASSISTED LIVING RESIDENCE,ARAPAHOE,3079 S HOLLY PLACE,DENVER,CO,80222,, LIMITED LIABIL,DKD CARE LLC,8
23Q270,ROCKY MOUNTAIN CARE AND CONSULTING LLC,7204125730,ASSISTED LIVING RESIDENCE,ARAPAHOE,5130 W PLYMOUTH DR,LITTLETON,CO,80128,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8
23V263,ROCK CREEK ASSISTED LIVING AT SOMERSET VILLAGE,3035963300,ASSISTED LIVING RESIDENCE,ARAPAHOE,1109 S RIFLE STREET,AURORA,CO,80017,Neal.Price@gmail.com, LIMITED LIABIL,ROCK CREEK INVESTMENTS LLC,10
2304AW,ABBEY ROAD ASSISTED LIVING-NEWPORT,7205296772,ASSISTED LIVING RESIDENCE,ARAPAHOE,8155 S NEWPORT WAY,CENTENNIAL,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,9
2304BG,GRACEFUL HEARTS ASSISTED LIVING LLC,3095584725,ASSISTED LIVING RESIDENCE,ARAPAHOE,6780 E LAKE CIRCLE,CENTENNIAL,CO,80111,, LIMITED LIABIL,GRACEFUL HEARTS ASSISTED LIVING LLC,9
23Z309,FLOURISH SUPPORTIVE LIVING AT FLOYD,3038036977,ASSISTED LIVING RESIDENCE,ARAPAHOE,2330 E FLOYD AVE,ENGLEWOOD,CO,80113,, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9
23U322,ROCK CREEK ASSISTED LIVING ON KENTON,3036328393,ASSISTED LIVING RESIDENCE,ARAPAHOE,1994 S KENTON COURT,AURORA,CO,80014,, LIMITED LIABIL,ROCK CREEK INVESTMENTS LLC,10
23V262,"MANOR ON SYCAMORE STREET, THE",7202838326,ASSISTED LIVING RESIDENCE,ARAPAHOE,6365 S SYCAMORE STREET,LITTLETON,CO,80120,laurenkanizay@hotmail.com, LIMITED LIABIL,SOUTH SYCAMORE MANOR CARES LLC,10
23M119,"IVORY ASSISTED LIVING, LLC",3036904150,ASSISTED LIVING RESIDENCE,ARAPAHOE,4633 S IVORY CIR,AURORA,CO,80015,jlee789@msn.com, LIMITED LIABIL,IVORY ASSISTED LIVING LLC,11
23H572,"VILLAGE ASSISTED LIVING LLC, THE",3033670700,ASSISTED LIVING RESIDENCE,ARAPAHOE,209 SOUTH REVERE STREET,AURORA,CO,80012,datir.marini@gmail.com, LIMITED LIABIL,THE VILLAGE ASSISTED LIVING LLC,11
23H133,MONTAGE HEIGHTS,3032830400,ASSISTED LIVING RESIDENCE,ARAPAHOE,1640 S QUEBEC WAY,DENVER,CO,80231,, LIMITED LIABIL,GENHIGHLINE LLC,80
230322,"LEGACY AT LAFAYETTE, THE",3036660691,ASSISTED LIVING RESIDENCE,BOULDER,225 WANEKA PARKWAY,LAFAYETTE,CO,80026,, LIMITED LIABIL,LAFAYETTE LEASING LLC,75
2304UN,HARVEY PARK ASSISTED LIVING,3039221472,ASSISTED LIVING RESIDENCE,DENVER,1999 S RALEIGH ST,DENVER,CO,80219,rebecca@crpcolorado.com, LIMITED LIABIL,HARVEY PARK ASSISTED LIVING LLC,6
23049P,APEX ASSISTED LIVING LLC,4236763210,ASSISTED LIVING RESIDENCE,DENVER,3071 S ROSEMARY STREET,DENVER,CO,80231,, LIMITED LIABIL,APEX ASSISTED LIVING LLC,8
2304A3,MEADOW VISTA ASSISTED LIVING LLC,3037566589,ASSISTED LIVING RESIDENCE,DENVER,3901 E DARTMOUTH AVE,DENVER,CO,80210,Kanchana Aryal - (720)530-8679 kay@meadowvistas.com, LIMITED LIABIL,"MEADOW VISTA ASSISTED LIVING, LLC",8
23T697,JERUSALEM ASSISTED LIVING FACILITY,3036681397,ASSISTED LIVING RESIDENCE,DENVER,4783  CHANDLER CT,DENVER,CO,80239,, LIMITED LIABIL,JERUSALEM ASSISTED LIVING FACILITY,8
23K615,HAWKEYE CARE HOME LLC,3039352822,ASSISTED LIVING RESIDENCE,DENVER,2710 S JAY ST,DENVER,CO,80227,wheels7@comcast.net, LIMITED LIABIL,HAWKEYE CARE HOME LLC,8
23S302,ACORN HOUSE C LLC,7209418839,ASSISTED LIVING RESIDENCE,DENVER,4949 E 9TH AVENUE,DENVER,CO,80220,rc@acornhouse.info, LIMITED LIABIL,ACORN HOUSE @ 4949 E 9TH AVENUE LLC,8
23Z312,ASSISTED LIVING OF DENVER NE LLC,3033710106,ASSISTED LIVING RESIDENCE,DENVER,4827 LISBON STREET,DENVER,CO,80249,aldenver@q.com, LIMITED LIABIL,"ASSISTED LIVING OF DENVER NE, LLC",10
23W780,ASPIN WALL RESIDENTIAL ASSISTED LIVING,3033411192,ASSISTED LIVING RESIDENCE,DENVER,8263 EAST MANSFIELD AVE,DENVER,CO,80237,, LIMITED LIABIL,ASPINWALL LIMITED LIABILITY COMPANY,10
2304IX,DAYSPRING VILLA,3034555066,ASSISTED LIVING RESIDENCE,DENVER,3777 W 26TH AVE,DENVER,CO,80211,lgarcia@clcmail.org, LIMITED LIABIL,CLC DAYSPRING VILLA LLC,71
23R713,CASTLE ROCK ASSISTED LIVING 1,3036603827,ASSISTED LIVING RESIDENCE,DOUGLAS,1640 WILD RYE COURT,CASTLE ROCK,CO,80109,cral@comcast.net, LIMITED LIABIL,"CASTLE ROCK ASSISTED LIVING, LLC",11
23T320,SOLANGE AT CLAIRTON,3032845018,ASSISTED LIVING RESIDENCE,DOUGLAS,2951 CLAIRTON DR,HIGHLANDS RANCH,CO,80126,, LIMITED LIABIL,SOLANGE AT CLAIRTON LLC,8
23W266,SENIOR LIVING AT THE PINERY  LLC,3038412136,ASSISTED LIVING RESIDENCE,DOUGLAS,6875 N WINDVIEW CIRCLE,PARKER,CO,80134,, LIMITED LIABIL,SENIOR LIVING AT THE PINERY LLC,8
23I155,ASSURED ASSISTED LIVING 5,3036609769,ASSISTED LIVING RESIDENCE,DOUGLAS,1671 THATCH CIRCLE,CASTLE ROCK,CO,80109,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9
23M206,HOME CARE AT POPA'S ASSISTED LIVING,7194957453,ASSISTED LIVING RESIDENCE,EL PASO,9340 BURGESS ROAD,COLORADO SPRINGS,CO,80908,2flee1532@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8
2305F2,COLUMBINE HOUSE,7195971402,ASSISTED LIVING RESIDENCE,EL PASO,5523 S BUCKSKIN PASS DR,COLORADO SPRINGS,CO,80917,DRYERS4@COMCAST.NET, LIMITED LIABIL,BRAINCARE LLC,8
23G941,A DOCTOR'S TOUCH LLC,7196388198,ASSISTED LIVING RESIDENCE,EL PASO,1550 HIAWATHA DRIVE,COLORADO SPRINGS,CO,80915,info@adoctorstouch.com, LIMITED LIABIL,A DOCTORS TOUCH LLC,8
23R687,SPRUCE HOUSE,7195745894,ASSISTED LIVING RESIDENCE,EL PASO,2535 BRADY DRIVE,COLORADO SPRINGS,CO,80917,, LIMITED LIABIL,BRAINCARE LLC,8
23U759,HOME CARE AT KETTLES ASSISTED LIVING,7196332166,ASSISTED LIVING RESIDENCE,EL PASO,1929 MEYERS AVENUE,COLORADO SPRINGS,CO,80909,eflee1432@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8
23D512,ASSISTED LIVING AT SPRING LLC,7194347042,ASSISTED LIVING RESIDENCE,EL PASO,1605 JET WING DRIVE,COLORADO SPRINGS,CO,80916,, LIMITED LIABIL,ASSISTED LIVING AT SPRINGS,30
230518,"COLORADO SPRINGS SENIOR HOMES, INC",7196362731,ASSISTED LIVING RESIDENCE,EL PASO,3106 N PROSPECT STREET,COLORADO SPRINGS,CO,80907,, LIMITED LIABIL,TRUSTCARE OPERATORCO LLC,40
23S681,"RESIDENCE AT SKYWAY PARK LLC, THE",7192277340,ASSISTED LIVING RESIDENCE,EL PASO,886 ARCTURUS DRIVE,COLORADO SPRINGS,CO,80905,, LIMITED LIABIL,"RESIDENCE AT SKYWAY PARK, LLC",68
23H136,"RESIDENCE AT VILLAGE GREEN LLC, THE",7199995744,ASSISTED LIVING RESIDENCE,EL PASO,3455 N CAREFREE CIRCLE,COLORADO SPRINGS,CO,80917,rmatrazzo@nhaconsulting.com, LIMITED LIABIL,"RESIDENCE AT VILLAGE GREEN LLC, THE",68
23B948,POINT OF THE PINES GARDENS ASSISTED LIVING,7192650030,ASSISTED LIVING RESIDENCE,EL PASO,330 ELKTON DRIVE,COLORADO SPRINGS,CO,80907,rdarosenbach@gmail.com, LIMITED LIABIL,POINT OF THE PINES GARDENS LLC,115
23D458,PINE RIDGE TERRACE MANOR LLC,7203989787,ASSISTED LIVING RESIDENCE,ELBERT,378 S PEARL ST,ELIZABETH,CO,80107,altris1001@gmail.com, LIMITED LIABIL,PINE RIDGE TERRACE MANOR,8
23040Q,COUNTRY HOME,3038401986,ASSISTED LIVING RESIDENCE,ELBERT,1425 DEBBI CIRCLE,PARKER,CO,80138,lmelbardis@yahoo.com, LIMITED LIABIL,COUNTRY HOME ASSISTED LIVING LLC,8
2308EI,CHATEAU AT RIFLE,9706254343,ASSISTED LIVING RESIDENCE,GARFIELD,375 W 24TH ST,RIFLE,CO,81650,, LIMITED LIABIL,"TCO RIFLE,LLC",32
23M595,COLORADO ASSISTED LIVING HOMES LLC-LAMAR,3039042506,ASSISTED LIVING RESIDENCE,JEFFERSON,6952 S LAMAR STREET,LITTLETON,CO,80128,twkinrade@msn.com, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",6
23U705,COLORADO ASSISTED LIVING HOMES LLC HOUSE 7,3039481628,ASSISTED LIVING RESIDENCE,JEFFERSON,5984 W ROWLAND PL,LITTLETON,CO,80128,twkinrade@msn.com, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",7
23Z833,OUR FAMILY CARE HOME ASSISTED LIVING LLC,3035873909,ASSISTED LIVING RESIDENCE,JEFFERSON,1169 JOHNSON STREET,LAKEWOOD,CO,80215,, LIMITED LIABIL,OUR FAMILY CARE HOME ASSISTED LIVING LLC,8
2.30E+06,HELPING HANDS HOMECARE LTD LIABILITY CO,3039726466,ASSISTED LIVING RESIDENCE,JEFFERSON,11503 W BERRY PLACE,LITTLETON,CO,80127,omoobabeyu53@yahoo.com, LIMITED LIABIL,HELPING HANDS HOMECARE LTD LIABILITY CO.,8
2304I7,BRIGHT SUN ASSISTED LIVING LLC,3039334807,ASSISTED LIVING RESIDENCE,JEFFERSON,11541 W TEMPLE AVE,LITTLETON,CO,80127,, LIMITED LIABIL,BRIGHT SUN ASSISTED LIVING LLC,8
23Q272,COLORADO ASSISTED LIVING HOMES - BRANDT,3039484873,ASSISTED LIVING RESIDENCE,JEFFERSON,11965 W BRANDT PL,LITTLETON,CO,80127,, LIMITED LIABIL,CALHOMES-BRANDT LLC,8
230414,TENDER CARE ASSISTED LIVING LLC,3032332808,ASSISTED LIVING RESIDENCE,JEFFERSON,3113 TELLER STREET,WHEAT RIDGE,CO,80033,, LIMITED LIABIL,TENDER CARE ASSISTED LIVING LLC,8
2304A9,YOUR SECOND HOME LLC,3034241266,ASSISTED LIVING RESIDENCE,JEFFERSON,3880 DOVER ST,WHEAT RIDGE,CO,80033,julieannwolfe01@gmail.com, LIMITED LIABIL,YOUR SECOND HOME LLC,8
2304KB,FLOURISH SUPPORTIVE LIVING AT REED,3038036977,ASSISTED LIVING RESIDENCE,JEFFERSON,3225 S REED COURT,LAKEWOOD,CO,80227,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9
23C879,FLOURISH SUPPORTIVE LIVING AT OWENS,3038036977,ASSISTED LIVING RESIDENCE,JEFFERSON,1975 OWENS COURT,LAKEWOOD,CO,80215,tdeshano@cqlhomes.com, LIMITED LIABIL,DESHANO CARE CENTERS LLC,9
23Q702,TCAL 2 LLC,3036676890,ASSISTED LIVING RESIDENCE,JEFFERSON,1069 S TELLER ST,LAKEWOOD,CO,80226,, LIMITED LIABIL,TCAL 2 LLC,10
23S685,TCAL 2 LLC,3036676890,ASSISTED LIVING RESIDENCE,JEFFERSON,6419 W MEXICO AVENUE,LAKEWOOD,CO,80232,, LIMITED LIABIL,TCAL 2 LLC,10
23F112,ASPEN CARES ASSISTED LIVING LLC,3033599990,ASSISTED LIVING RESIDENCE,JEFFERSON,1030 JAY STREET,LAKEWOOD,CO,80214,leeannefaulkner17@gmail.com, LIMITED LIABIL,ASPEN CARES ASSISTED LIVING LLC,12
23043K,MANTO HOMES LLC,3034316575,ASSISTED LIVING RESIDENCE,JEFFERSON,7465 W 69TH PL,ARVADA,CO,80003,, LIMITED LIABIL,MANTO HOMES LLC,12
230406,GARDENS CARE HOMESTEAD,3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,2121 WADSWORTH BLVD,LAKEWOOD,CO,80214,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",49
2304C7,"OBERON HOUSE, THE",3034207258,ASSISTED LIVING RESIDENCE,JEFFERSON,9160 W 64TH AVENUE,ARVADA,CO,80004,g.dirks@comcast.net, LIMITED LIABIL,WESTCARE LLC,66
2304RB,VERANDAS ASSISTED LVG AT WHEAT RIDGE,3034256328,ASSISTED LIVING RESIDENCE,JEFFERSON,9495 W 49TH AVE,WHEAT RIDGE,CO,80033,, LIMITED LIABIL,VERANDA'S COLORADO SENIOR LIVING LEASING LLC,32
23O618,RETREAT AT HIGHLANDS THE,3034620934,ASSISTED LIVING RESIDENCE,JEFFERSON,3315 SHERIDAN BLVD,WHEAT RIDGE,CO,80212,cparenteau@scoptions.com; psanchezrn@outlook.com, LIMITED LIABIL,WHEAT RIDGE ASSISTED LIVING CORP,46
23R962,AUGUSTANA ELK RUN ASSISTED LIVING,3036798777,ASSISTED LIVING RESIDENCE,JEFFERSON,31383 FROST WAY,EVERGREEN,CO,80439,, LIMITED LIABIL,"AUGUSTANA ELK RUN, LLC",68
2301PN,"LEGACY AT BURLINGTON, THE",7193467403,ASSISTED LIVING RESIDENCE,KIT CARSON,233 S 9TH ST,BURLINGTON,CO,80807,assisted@plains.net, LIMITED LIABIL,"BURLINGTON ASSISTED LIVING, LLC",24
2312W2,SUNSHINE GARDENS WEST ASSISTED LIVING,9703854090,ASSISTED LIVING RESIDENCE,LA PLATA,25 SUNSHINE COURT,DURANGO,CO,81301,, LIMITED LIABIL,SUNSHINE GARDENS WEST LLC,70
