FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
ADULT DAY HEALTH CARE SERVICES,NJNZDOUG,NZDOUG,"Circle Of Friends, LLC","CIRCLE OF FRIENDS, LLC",40 STERN AVENUE, ,SPRINGFIELD,NJ,07081,"SPRINGFIELD, NJ  07081",UNION,(973) 376-4004,(973) 376-8060,circleoffriends5@yahoo.com,2/28/22,120,Ms. IRINA RIVKIN,CIRCLE OF FRIENDS,40 STERN AVENUE,"SPRINGFIELD, NJ  07081",Profit - Corporation,6/15/21,40.6901,-74.3175
ADULT DAY HEALTH CARE SERVICES,NJ12021,12021,Circle of Life Adult Day Services,CIRCLE OF LIFE ADULT DAY SERVICES,3000 HADLEY ROAD, ,SOUTH PLAINFIELD,NJ,07080,"SOUTH PLAINFIELD, NJ  07080",MIDDLESEX,(732) 839-3333,(732) 839-3332,dasondis@gmail.com,12/31/21,150,Ms. JAZ-MIN TAYLOR,SOUTH PLAINFIELD DAY CARE LLC,3000 HADLEY ROAD,"SOUTH PLAINFIELD, NJ  07080",Profit - LLC,6/15/21,40.5519771,-74.4209752
ADULT DAY HEALTH CARE SERVICES,NJ07020,07020,Circle Of Life At Belleville Adult Day Center,CIRCLE OF LIFE AT BELLEVILLE ADULT DAY CENTER,250 MILL STREET, ,BELLEVILLE,NJ,07109,"BELLEVILLE, NJ  07109",ESSEX,(973) 751-7600,          ,geera@adultdaycarenj.com,12/31/21,88,Mr. SHANTILAL DOBARIA,ELDERCARE OF BELLEVILLE LLC,250 MILL STREET,"BELLEVILLE, NJ  07109",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ83014,83014,Communicare Adult Day Health Center,COMMUNICARE ADULT DAY HEALTH C,309 FRIES MILL ROAD, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 589-7723,(856) 589-9835,commjdcare@aol.com,5/31/22,80,Ms. ELISSA D'ALLEVA,"COMMUNICARE ADULT DAY CENTER, INC.",309 FRIES MILL ROAD,"SEWELL, NJ  08080",Profit - Corporation,6/15/21,39.723045,-75.051354
ADULT DAY HEALTH CARE SERVICES,NJ80671,080671,Community Medical Day Care Center,COMMUNITY MEDICAL DAY CARE CEN,423 W LANDIS AVE, ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 696-4442,(856) 696-8276,lcarlin531@comcast.net,2/28/22,125,Mr. LAWRENCE CARLIN,"COMMUNITY PROGRAMS, INC.",423 LANDIS AVENUE,"VINELAND, NJ  08360",Profit - Corporation,6/15/21,39.4862501,-75.0275807
ADULT DAY HEALTH CARE SERVICES,NJ658334,658334,Complete Care at Whiting,COMPLETE CARE AT WHITING,3000 HILLTOP ROAD, ,WHITING,NJ,08759,"WHITING, NJ  08759",OCEAN,(732) 849-4969,(732) 849-0918,mstern@ccwhiting.com,11/30/21,35,Ms. ALICE SHANNON,COMPLETE CARE AT WHITING LLC,101 E. STATE STREET,"WHITING, NJ  08759",,6/15/21,39.961561,-74.378343
ADULT DAY HEALTH CARE SERVICES,NJAD12004,AD12004,Dawn to Dusk Wellbeing Center,DAWN TO DUSK  WELLBEING CENTER,"12 STULTS ROAD, SUITE 125", ,DAYTON,NJ,08810,"DAYTON, NJ  08810",MIDDLESEX,(732) 447-9420,          ,Michelle@dawntoduskwellbeing.com,8/31/21,140,Ms. JOAN MARIE GRANATO,"PARR ENTERPRISES, LLC","1 ROSSMOOR DRIVE, SUITE 125","MONROE, NJ  08831",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ908113,908113,Daybreak Adult Daycare At Elizabeth,DAYBREAK ADULT DAYCARE AT ELIZABETH,712 NEWARK AVENUE, ,ELIZABETH,NJ,07208,"ELIZABETH, NJ  07208",UNION,(908) 353-3530,(908) 353-3529,gfuster1@gmail.com,4/30/22,61,Ms. ILIA FUSTER,DAYBREAK ADULT DAYCARE AT ELIZABETH LLC,142 W SCOTT AVENUE,"RAHWAY, NJ  07065",Profit - LLC,6/15/21,40.6792921,-74.2101288
ADULT DAY HEALTH CARE SERVICES,NJ16014,16014,"Diamond Years Adult Medical Day Care Center, LLC",DIAMOND YEARS ADULT MEDICAL DAY CARE CENTER,360 WEST CLINTON STREET, ,HALEDON,NJ,07508,"HALEDON, NJ  07508",PASSAIC,(973) 942-4111,          ,Lourdes@diamondyearsadc.com,3/31/22,160,. LOURDES MATIAS,"DIAMOND YEARS ADULT MEDICAL DAY CARE CENTER, LLC",360 W CLINTON STREET,"HALEDON, NJ  07508",,6/15/21,40.93277,-74.182032
ADULT DAY HEALTH CARE SERVICES,NJ12010,12010,"Edison Adult Day Care Center, LLC","EDISON ADULT DAY CARE CENTER, LLC",1655-150 OAK TREE ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 494-1001,(732) 947-3001,edisonadultdaycare@gmail.com,3/31/22,148,Ms. ANURITA CHITALE,"EDISON ADULT DAY CARE CENTER, LLC",1655-150 OAK TREE ROAD,"EDISON, NJ  08820",Profit - LLC,6/15/21,40.5728883,-74.3392954
ADULT DAY HEALTH CARE SERVICES,NJ11002,11002,Elite Caring,ELITE CARING,80 WEST UPPER FERRY ROAD, ,EWING,NJ,08628,"EWING, NJ  08628",MERCER,(609) 883-0020,(609) 883-7770,cbrand@elitecaring.com,2/28/22,125,Mr. CHAIM BRAND,"RGS OPERATING, LLC",80 WEST UPPER FERRY ROAD,"EWING, NJ  08628",,6/15/21,40.265097,-74.8208078
ADULT DAY HEALTH CARE SERVICES,NJQX8PC0,QX8PC0,Evergreen Court Adult Day Services,EVERGREEN COURT ADULT DAY SERV,551 N EVERGREEN AVENUE, ,WOODBURY,NJ,08096,"WOODBURY, NJ  08096",GLOUCESTER,(856) 845-1976,(856) 845-3743,evergreencourtnj@comcast.net,10/31/21,50,Ms. NADINE SIBILA,"CARECONNECTION, INC.",227 ALVINE ROAD,"PITTSGROVE, NJ  08318",Profit - Corporation,6/15/21,39.8432718,-75.1446714
ADULT DAY HEALTH CARE SERVICES,NJ908112,908112,Five Star Adult Medical Day Care Center,FIVE STAR ADULT MEDICAL DAY CARE CENTER,1201 DEERFIELD TERRACE, ,LINDEN,NJ,07036,"LINDEN, NJ  07036",UNION,(908) 486-5750,(908) 486-3325,5staramdc@gmail.com,11/30/21,110,. DIONNE CLARK,FIVE STAR ADULT MEDICAL DAY CARE CENTER LLC,537 EUGENE LANE,"WYCOFF, NJ  07481",Profit - LLC,6/15/21,40.6325675,-74.2719164
ADULT DAY HEALTH CARE SERVICES,NJ10103,10103AD,Flemington Adult Day Care Center,FLEMINGTON ADULT DAY CARE CENTER,3 WALTER E FORAN BLVD, ,FLEMINGTON,NJ,08822,"FLEMINGTON, NJ  08822",HUNTERDON,(732) 800-0027,(908) 237-3496,bhulku.sameer@gmail.com,6/30/22,120,. MILAN PATTANI,FLEMINGTON ADULT DAY CARE CENTER LLC,3 WALTER E FORAN BLVD,"FLEMINGTON, NJ  08822",Profit - LLC,6/15/21,40.521106,-74.856656
ADULT DAY HEALTH CARE SERVICES,NJ808310,808310,"Forever Young Medical Day Care, L.L.C.","FOREVER YOUNG MEDICAL DAY CARE, LLC",18 WORLDS FAIR DRIVE, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(732) 271-8010,(732) 271-8116,mtolcheva@gmail.com,4/30/22,200,Mr. SERGEY GEROUTA,"FOREVER YOUNG MEDICAL DAY CARE, L.L.C.",18 WORLDS FAIR DRIVE,"SOMERSET, NJ  08873",Profit - LLC,6/15/21,40.5337435,-74.5148949
ADULT DAY HEALTH CARE SERVICES,NJT2TMR2,T2TMR2,The Gallen Adult Day Health Care Center at The Jewish Home at Home,GALLEN ADULT DAY HEALTH CARE CTR AT THE JEWISH HOM,10 LINK DRIVE, ,ROCKLEIGH,NJ,07647,"ROCKLEIGH, NJ  07647",BERGEN,(201) 784-1414,(201) 750-4257,cvannucci@jewishhomefamily.org,11/30/21,55,Ms. CHARLENE VANNUCCI,JEWISH HOME AT ROCKLEIGH,10 LINK DRIVE,"ROCKLEIGH, NJ  07647",NonProfit - Corporation,6/15/21,41.007277,-73.932014
ADULT DAY HEALTH CARE SERVICES,NJ158224,158224,Generations Plus,GENERATIONS PLUS,"7905 BROWNING ROAD, SUITE 220-222", ,PENNSAUKEN,NJ,08109,"PENNSAUKEN, NJ  08109",CAMDEN,(856) 317-1910,          ,mculang@generations-plus.com,3/31/22,100,Mr. MOSHE CULANG,"WELLSPRINGS FOR SENIORS, LLC",1116 SOMERSET AVENUE,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,39.9274703,-75.0729592
ADULT DAY HEALTH CARE SERVICES,NJ02015,02015,Golden Adult Day Care,GOLDEN ADULT DAY CARE,53-57 WEST FORT LEE ROAD, ,BOGOTA,NJ,07603,"BOGOTA, NJ  07603",BERGEN,(201) 457-1007,(201) 457-1005,goldenadultdaycare@gmail.com,11/30/21,0,Ms. ELIZABETH HALL,GOLDEN ADULT DAY CARE INC.,53-57 WEST FORT LEE ROAD,"BOGOTA, NJ  07603",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ558113,558113,Golden Age Care,GOLDEN AGE CARE,209 COMMERCIAL COURT, ,MORGANVILLE,NJ,07751,"MORGANVILLE, NJ  07751",MONMOUTH,(732) 583-9999,(732) 583-3883,cheval.cynthia@outlook.com,6/30/22,99,Ms. CYNTHIA CHEVAL,"GOLDEN AGE CARE, LLC",209 COMMERCIAL COURT,"MARGANVILLE, NJ  07751",Profit - LLC,6/15/21,40.35523,-74.281735
ADULT DAY HEALTH CARE SERVICES,NJ12009,12009,Golden Era Medical Adult Day Care,GOLDEN ERA MEDICAL ADULT DAY CARE,36 MERIDIAN ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 549-2273,(732) 549-2277,bimaljoshi11@gmail.com,4/30/22,90,Ms. KYEISHA CARTER REEVES,"GOLDEN ERA MEDICAL ADULT DAY CARE, LLC",36 MERIDIAN ROAD,"EDISON, NJ  08820",Profit - LLC,6/15/21,40.5752618,-74.347172
ADULT DAY HEALTH CARE SERVICES,NJ018253,018253,Golden Heart Adult Day Care Inc,GOLDEN HEART ADULT DAY CARE INC,101 SHORE ROAD, ,SOMERS POINT,NJ,08244,"SOMERS POINT, NJ  08244",ATLANTIC,(609) 788-0067,(609) 788-0068,Administrator@goldenheartdaycare.com,6/30/21,64,. AJAYPURI GOSWAMI,"GOLDEN HEART ADULT DAY CARE, INC.",101 SHORE ROAD,"SOMERS POINT, NJ  08244",Profit - Corporation,6/15/21,39.326836,-74.586275
ADULT DAY HEALTH CARE SERVICES,NJ12011,12011,"Golden Path Adult Day Health Care, Inc","GOLDEN PATH ADULT DAY HEALTH CARE, INC",50-52 CHARLES STREET, ,NEW BRUNSWICK,NJ,08901,"NEW BRUNSWICK, NJ  08901",MIDDLESEX,(732) 640-1122,(732) 640-1118,goldenpathnj@gmail.com,5/31/22,140,Ms. NATALIA HANDOGA,"GOLDEN PATH ADULT DAY HEALTH CARE, INC",50-52 CHARLES STREET,"NEW BRUNSWICK, NJ  08901",Profit - Corporation,6/15/21,40.4796008,-74.4609104
ADULT DAY HEALTH CARE SERVICES,NJPQGG17,PQGG17,Golden Years Adult Day Care Center,GOLDEN YEARS ADULT DAY CARE CENTER,1225 MCBRIDE AVENUE, ,WOODLAND PARK,NJ,07424,"WOODLAND PARK, NJ  07424",PASSAIC,(973) 782-4112,(973) 782-4116,gldnvip@gmail.com,8/31/21,135,Ms. YELENA YANOVSKY,"GOLDEN YEARS ADULT DAY CARE CENTER, LLC","1225 MCBRIDE AVENUE, #208","WOODLAND PARK, NJ  07424",Profit - LLC,6/15/21,40.9182536,-74.1444686
ADULT DAY HEALTH CARE SERVICES,NJ13001,13001,Golden Years Care,GOLDEN YEARS CARE,108 WOODWARD ROAD, ,MANALAPAN,NJ,07726,"MANALAPAN, NJ  07726",MONMOUTH,(732) 851-6640,(732) 446-6898,goldenyearscarellc@gmail.com,6/30/22,200,Ms. LARISA BUBEL,"GOLDEN YEARS CARE, LLC",108 WOODWARD ROAD,"MANALAPAN, NJ  07726",Profit - LLC,6/15/21,40.259437,-74.269112
ADULT DAY HEALTH CARE SERVICES,NJ02007,02007,Good Shepard Adult Day Care Llc,GOOD SHEPARD ADULT DAY CARE LLC,725 VALLEY BROOK AVENUE, ,LYNDHURST,NJ,07071,"LYNDHURST, NJ  07071",BERGEN,(201) 933-0711,(201) 933-0611,ragaewassef@yahoo.com,5/31/22,120,Mr. JORGE GOMEZ,GOOD SHEPARD ADULT DAY CARE LLC,725 VALLEY BROOK AVENUE,"LYNDHURST, NJ  07071",Profit - Partnership,6/15/21,40.8061976,-74.1143559
ADULT DAY HEALTH CARE SERVICES,NJ308336,308336,Goodlife Adult Day Care,GOODLIFE ADULT DAY CARE,515 NORTH ARLINGTON AVENUE, ,EAST ORANGE,NJ,07017,"EAST ORANGE, NJ  07017",ESSEX,(973) 674-5100,(973) 674-6300,goodlifedaycare@comcast.net,2/28/22,125,Mr. UMA KALU,"APOLLO HEALTHCARE, LLC",485 RIVER AVENUE,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.776659,-74.1982596
ADULT DAY HEALTH CARE SERVICES,NJ12057,12057,Grace Senior Care,GRACE SENIOR CARE,217-225 DURHAM AVENUE, ,SOUTH PLAINFIELD,NJ,07080,"SOUTH PLAINFIELD, NJ  07080",MIDDLESEX,(732) 791-4888,          ,tejas70@yahoo.com,10/31/21,60,Mr. TEJAS PATEL,"SATYANARAYAN HEALTHCARE, LLC",217 DURHAM AVENUE,"SOUTH PLAINFIELD, NJ  07080",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ12020,12020,Graceland Adult Medical Day Care,GRACELAND ADULT MEDICAL DAY CARE,316 MADISON AVENUE, ,PERTH AMBOY,NJ,08861,"PERTH AMBOY, NJ  08861",MIDDLESEX,(732) 826-0680,(732) 826-0684,gracelandamdc@gmail.com,9/30/21,170,Ms. LOVINA ONWUBUYA,"GRACELAND ADULT MEDICAL DAY CARE, INC",316 MADISON AVENUE,"PERTH AMBOY, NJ  08861",Profit - Corporation,6/15/21,40.5097287,-74.2698568
ADULT DAY HEALTH CARE SERVICES,NJ408110,408110,"Happy Days 3 Adult Healthcare Center, L.L.C.",HAPPY DAYS 3 ADULT HEALTHCARE ,591 MONTGOMERY STREET, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 938-0300,          ,bk@happydayshealthcare.com,5/31/22,48,Mr. BENJAMIN MAYER,HD HEALTHCARE SERVICES,15 TEABERRY COURT,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.723014,-74.0618528
ADULT DAY HEALTH CARE SERVICES,NJ82453,082453,"Happy Days Adult Day Healthcare Center, L.L.C.",HAPPY DAYS ADULT DAY HEALTH CARE,67 SO MUNN AVE, ,EAST ORANGE,NJ,07018,"EAST ORANGE, NJ  07018",ESSEX,(973) 678-0755,(732) 905-0944,bk@happydayshealthcare.com,10/31/21,50,Ms. MARIA ORTIZ,HAPPY DAYS HEALTHCARE LLC,1153 BUCKWALD COURT,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.755769,-74.212988
ADULT DAY HEALTH CARE SERVICES,NJ308100,308100,"Happy Days I I Adult Day Healthcare, L.L.C.",HAPPY DAYS I I ADULT DAY HEALTH,1060 BROAD STREET, ,NEWARK,NJ,07102,"NEWARK, NJ  07102",ESSEX,(973) 643-3500,          ,bk@happydayshealthcare.com,7/31/21,96,Ms. ROYLICE BRACK,HAPPY DAYS II ADULT MEDICAL DAY,1153 BUCKWALD COURT,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.7262863,-74.1773342
ADULT DAY HEALTH CARE SERVICES,NJ16019,16019,Happy Home Adult Day Care,HAPPY HOME ADULT DAY CARE,"680 BROADWAY, SUITE 601", ,PATERSON,NJ,07514,"PATERSON, NJ  07514",PASSAIC,(862) 336-1701,(862) 336-1712,mlee@happyhomesnj.com,4/30/22,130,Ms. MYOUNG LEE,"FREEHOLD HEALTHCARE, LLC","40 VREELAND AVENUE, SUITE 107","TOTOWA, NJ  07512",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ12015,12015,Harmony Adult Medical Day Care Center,HARMONY ADULT MEDICAL DAY CARE CENTER,220 CENTENNIAL AVENUE, ,PISCATAWAY,NJ,08854,"PISCATAWAY, NJ  08854",MIDDLESEX,(732) 667-5527,(732) 667-5528,jenny@harmonyamdcc.com,3/31/22,120,Ms. YULIYA SHUPER,"HARMONY ADULT MEDICAL DAY CARE CENTER, INC",220 CENTENNIAL AVENUE,"PISCATAWAY, NJ  08854",Profit - Corporation,6/15/21,40.5444473,-74.4944516
ADULT DAY HEALTH CARE SERVICES,NJ07025,07025,Heritage Adult Enrichment Center,HERITAGE ADULT ENRICHMENT CENTER,440 WASHINGTON STREET, ,ORANGE,NJ,07050,"ORANGE, NJ  07050",ESSEX,(973) 677-2273,(862) 233-6450,rmalts68@aol.com,2/28/22,0,Ms. RENEE MALTS,"HERITAGE ADULT ENRICHMENT CENTE, LLC",335 S. PINE AVENUE,"MAPLE SHADE, NJ  08052",,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ10205,10205AD,Holy Name Medical Center,HOLY NAME MEDICAL CENTER,718 TEANECK ROAD, ,TEANECK,NJ,07666,"TEANECK, NJ  07666",BERGEN,(201) 833-3756,(201) 227-6063,webmaster@holyname.org,9/30/21,21,. MICHELE ACITO,HOLY NAME MEDICAL CENTER,718 TEANECK ROAD,"TEANECK, NJ  07666",NonProfit - Religious Affiliation,6/15/21,40.88275,-74.010206
ADULT DAY HEALTH CARE SERVICES,NJ308120,308120,Home Away From Home Adult Day Care Center Of Nutley,HOME AWAY FROM HOME ADULT DAY CARE CENTER OF NUT,263 HILLSIDE AVENUE, ,NUTLEY,NJ,07110,"NUTLEY, NJ  07110",ESSEX,(973) 662-9191,(973) 662-1112,hmo@njadultdaycare.com,11/30/21,140,Mr. ROMAN RUBIN,"ESSEX MEDICAL DAY CARE, LLC",781 ONEIDA TRAIL,"FRANKLIN LAKES, NJ  07417",Profit - LLC,6/15/21,40.8275692,-74.1538405
ADULT DAY HEALTH CARE SERVICES,NJ08002,08002,Home Sweet Home Adult Medical Day Care,HOME SWEET HOME ADULT MEDICAL DAY CARE,"860 ROUTE 168, SUITE 100", , TURNERSVILLE,NJ,08012," TURNERSVILLE, NJ  08012",GLOUCESTER,(856) 481-4066,(856) 481-4068,homesweethome860@gmail.com,1/31/22,40,Ms. PAULA BOYD,"HSH HOLDING, LLC","860 ROUTE 163, SUITE 100","TURNERSVILLE, NJ  08012",Profit - LLC,6/15/21,39.7896436,-75.0588083
ADULT DAY HEALTH CARE SERVICES,NJ09004,09004,Hudson View Adult Medical Day Care Center,HUDSON VIEW ADULT MEDICAL DAY CARE CENTER,"9020 WALL STREET, 10TH FLOOR", ,NORTH BERGEN,NJ,07047,"NORTH BERGEN, NJ  07047",HUDSON,(201) 624-2750,(201) 624-2746,acatral@hudsonview.org,1/31/22,80,Ms. AURORA CATRAL,"NORTH BERGEN HEALTH CARE, LLC","505 MARLBORO ROAD, SUITE 5","WOOD-RIDGE, NJ  07075",Profit - LLC,6/15/21,40.8046156,-73.9953793
ADULT DAY HEALTH CARE SERVICES,NJ12025,12025,Iselin Adult Day Care Center,ISELIN ADULT DAY CARE CENTER,477 LINCOLN HIGHWAY 27, ,ISELIN,NJ,08830,"ISELIN, NJ  08830",MIDDLESEX,(732) 283-1373,(732) 283-1379,nimishp1@gmail.com,5/31/22,97,Ms. PEARL ABRAHAM,"ISELIN ADULT DAY CARE CENTER, LLC",477 LINCOLN HIGHWAY 27,"ISELIN, NJ  08830",,6/15/21,40.5748543,-74.3192222
ADULT DAY HEALTH CARE SERVICES,NJ558100,558100,Jersey Shore Adult Day Health Care Center,JERSEY SHORE ADULT DAY HEALTH CARE CENTER,600 MAIN STREET, ,ASBURY PARK,NJ,07712,"ASBURY PARK, NJ  07712",MONMOUTH,(732) 869-9090,(732) 988-2803,bp@firsthc.com,2/28/22,112,Ms. ANEDRIS DE LAROSA,FIRST HEALTHCARE ASBURY PARK LLC,"4557 ROUTE 9 NORTH, SUITE 203","HOWELL, NJ  07731",Profit - LLC,6/15/21,40.219016,-74.011801
ADULT DAY HEALTH CARE SERVICES,NJ12004,12004d,JFK Adult Medical Day Program,JFK ADULT MEDICAL DAY PROGRAM,"3 PROGRESS STREET, SUITE 103", ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(908) 912-1910,(908) 791-2754,mary.buglio@hmhn.org,12/31/21,90,Ms. MARY BUGLIO,"THE COMMUNITY HOSPITAL GROUP, INC JFK MEDICAL CTR",65 JAMES STREET,"EDISON, NJ  08820",Non-Profit - Hospital,6/15/21,40.5977079,-74.359422
ADULT DAY HEALTH CARE SERVICES,NJ14011,14011,Jianyang & Kangerhouse Llc,JIANYANG & KANGERHOUSE LLC,48 HORSEHILL ROAD, ,CEDAR KNOLLS,NJ,07927,"CEDAR KNOLLS, NJ  07927",MORRIS,(201) 947-2135,          ,Debpeterse@aol.com,10/31/21,200,Ms. DEBORAH PETERSEN,JIANYANG & KANGERHOUSE LLC,48 HORSEHILL ROAD,"CEDAR KNOLLS, NJ  07927",,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ06002,06002,Joy Of Life Adult Day Care Center,JOY OF LIFE ADULT DAY CARE CENTER,1701 NORTH SECOND STREET, ,MILLVILLE,NJ,08332,"MILLVILLE, NJ  08332",CUMBERLAND,(856) 440-5990,(856) 440-5987,millvilleadc@gmail.com,9/30/21,134,Mr. KETAN SHAH,"JOY OF LIFE ADULT DAY CARE CENTER, LLC",71 HEATHER LANE,"COLONIA, NJ  07067",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,2CPTS8,2CPTS8,Just Home Medical Adult Day,JUST HOME MEDICAL ADULT DAY,7 EDGEBORO ROAD, ,EAST BRUNSWICK,NJ,08816,"EAST BRUNSWICK, NJ  08816",MIDDLESEX,(732) 432-9990,(732) 432-9993,svetlana.senyo@jhcare.com,10/31/21,200,Ms. SVETLANA SENYO,"JUST HOME, INC.",7 EDGEBORO ROAD,"EAST BRUNSWICK, NJ  08816",Profit - Corporation,6/15/21,40.4637158,-74.4019608
ADULT DAY HEALTH CARE SERVICES,NJ12012,12012,Just Like Home,JUST LIKE HOME,"426 RARITAN STREET, RARITAN CENTER", ,SAYREVILLE,NJ,08872,"SAYREVILLE, NJ  08872",MIDDLESEX,(732) 721-9200,(888) 843-6925,justlikehomeadc@gmail.com,9/30/21,110,Mr. NILESHKUMAR PATEL,"RELIANCE HEALTHCARE (NJ), INC",426 RARITAN STREET,"SAYREVILLE, NJ  08872",Profit - Corporation,6/15/21,40.465024,-74.3528822
ADULT DAY HEALTH CARE SERVICES,NJ58100,58100,"Long Life Adult Day Care, LLC","LONG LIFE ADULT DAY CARE, LLC","596 ANDERSON AVENUE, SUITE 110", ,CLIFFSIDE PARK,NJ,07010,"CLIFFSIDE PARK, NJ  07010",BERGEN,(201) 943-7111,(201) 943-8859,efmanella@gmail.com,1/31/22,80,Ms. ELLA EFMAN,"LONG LIFE ADULT DAY CARE, LLC",596 ANDERSON AVENUE SUITE 110,"CLIFFSIDE PARK, NJ  07010",Profit - LLC,6/15/21,40.824169,-73.9881149
ADULT DAY HEALTH CARE SERVICES,NJ13022,13022,Matawan Adult Day Care,MATAWAN ADULT DAY CARE,3996 COUNTY ROAD 516, ,MATAWAN,NJ,07747,"MATAWAN, NJ  07747",MONMOUTH,(732) 391-8100,(732) 810-0291,matawanadc@gmail.com,6/30/22,160,. JAMES RAPHAEL,MATAWAN ADULT DAY CARE LLC,3996 COUNTY ROAD 516,"MATAWAN, NJ  07747",,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ708110,708110,Mi Casa Es Su Casa  Inc,MI CASA ES SU CASA  INC,911 E 23RD ST, ,PATERSON,NJ,07543,"PATERSON, NJ  07543",PASSAIC,(973) 345-4300,(973) 345-8811,diana.lozano@thementornetwork.com,12/31/21,120,Mrs. DIANA LOZANO,"ADULT DAY HEALTH, INC.","225 FOXBOROUGH BLVD, SUITE 103","FOXBOROUGH, MA  02035",,6/15/21,40.9099611,-74.1531011
ADULT DAY HEALTH CARE SERVICES,NJ09001,09001,"Mi Casa Es Su Casa II, Inc","MI CASA ES SU CASA II, INC",6120 BUCHANAN PLACE   (PO BOX 4074), ,WEST NEW YORK,NJ,07093,"WEST NEW YORK, NJ  07093",HUDSON,(201) 537-2211,(201) 537-2209,SRODRIGUEZ.MICASAMGMT@GMAIL.COM,7/31/21,200,. SUECHET RODRIGUEZ,"MI CASA ES SU CASA II, INC.",38 MOHEGAN TRAIL,"SADDLE RIVER, NJ  07458",Profit - Corporation,6/15/21,40.7883769,-74.009209
ADULT DAY HEALTH CARE SERVICES,NJ13009,13009,Monroe Adult Day Care,MONROE ADULT DAY CARE,24 DUGANS GROVE ROAD, ,MILLSTONE TWP,NJ,08535,"MILLSTONE TWP, NJ  08535",MONMOUTH,(732) 851-6720,(732) 851-7925,rahulkshah66@yahoo.com,3/31/22,170,. WILLIAM ZENGERLE,24 DUGANS GROVE LLC,7 MAKAYLA COURT,"MONROE, NJ  08831",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ02034,02034,Morning Sun Adult Medical Day Center,MORNING SUN ADULT MEDICAL DAY CENTER,"248 BROAD AVENUE, 2ND FLOOR", ,PALISADES PARK,NJ,07650,"PALISADES PARK, NJ  07650",BERGEN,(201) 669-1050,          ,office@broadamdc.com,11/30/21,114,Mr. JAMES CHANG,BROAD AMDC INC.,248 BROAD AVENUE,"PALISADES PARK, NJ  07650",,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ14007,14007,Morris Adult Day Care,MORRIS ADULT DAY CARE,784 ROUTE 46, ,PARSIPPANY,NJ,07054,"PARSIPPANY, NJ  07054",MORRIS,(973) 794-4455,(973) 794-4373,morrisadc@gmail.com,9/30/21,140,Ms. ELEANOR BARNES,"MORRIS ADULT DAY CARE, LLC",3 BRIGHTON COURT,"LIVINGSTON, NJ  07035",Profit - LLC,6/15/21,,
ADULT DAY HEALTH CARE SERVICES,NJ02006,02006,My Home Adult Day Care Center Inc,MY HOME ADULT DAY CARE CENTER INC,37 BROOK AVENUE, ,MAYWOOD,NJ,07607,"MAYWOOD, NJ  07607",BERGEN,(201) 291-8811,(201) 291-8833,jkabaria@myhomeadc.com,9/30/21,200,Ms. MELISSA FRISOLI,"MY HOME ADULT DAY CARE CENTER, INC",37 BROOK AVENUE,"MAYWOOD, NJ  07607",Profit - Corporation,6/15/21,40.900789,-74.070223
ADULT DAY HEALTH CARE SERVICES,NJ13018,13018AD,"Neptune Adult Day Health Center, Inc","NEPTUNE ADULT DAY HEALTH CENTER, INC",3405 ROUTE 33, ,NEPTUNE,NJ,07753,"NEPTUNE, NJ  07753",MONMOUTH,(732) 918-0663,(732) 922-0759,neptuneadhc@gmail.com,12/31/21,180,Ms. ULYANA KATS,"NEPTUNE ADULT DAY HEALTH CENTER, INC.",3405 ROUTE 33,"NEPTUNE, NJ  07753",,6/15/21,,
