Facid,Mcare ID,Mcaid ID,Type,Name,Address,Address2,City,State,Zip,County,Beds,Certified Beds,Medicare Beds,Medicaid Beds,Dually Certified Beds,ICFID Beds,License Expires,License,Administrator,Telephone,Email,CCN,Parent Company,Type,License Issued
UT0095,465094,8.70E+11,SNF/NF,WOODLAND PARK REHABILITATION AND CARE CENTER,3855 SOUTH 700 EAST,,SALT LAKE CITY,UT,84106,SALT LAKE,184,184,0,0,184,0,7/31/21,2021-NCF-UT0095,"MR ERIC ELLSWORTH, Administrator",(801) 268-4766,106_Administrator@avalonhealthcare.com,465094,GUNNISON VALLEY HOSPITAL,FOR PROFIT - C,1/1/89
UT000811,465189,8.15E+11,SNF,ADVANCED HEALTH CARE OF SALEM,555 WEST SR 164,,SALEM,UT,84653,UTAH,16,16,16,0,0,0,8/31/22,2020-NCF-UT000811,"MR. D. SCOTT ALLISON, Administrator",(801) 754-7200,salem@ahcfacilities.com,465189,"AHC OF SALEM, LLC",FOR PROFIT - C,8/10/17
UT000844,465190,,SNF,ADVANCED HEALTH CARE OF ST GEORGE,1934 EAST RIVERSIDE DRIVE,,ST GEORGE,UT,84790,WASHINGTON,100,100,100,0,0,0,4/30/21,2019-NCF-UT000844,"MR BRIGHAM CHURCH, Administrator",(435) 522-2100,stgeorge@ahcfacilities.com,465190,"AHC OF ST. GEORGE, LLC",FOR PROFIT - C,4/24/18
UT207180,465191,8.70E+11,SNF,ALPINE MEADOW REHABILITATION AND NURSING,2520 SOUTH REDWOOD ROAD,,WEST VALLEY CITY,UT,84119,SALT LAKE,38,38,0,38,0,0,8/31/21,2021-NCF-UT207180,"MR MAX KIRSCHMAN, Administrator",(801) 972-1050,administrator@alpinemeadowrehab.com,465191,BEAVER VALLEY HOSPITAL,GOVERNMENT-HOS,6/1/82
UT000371,465170,,SNF,ASPEN RIDGE OF UTAH VALLEY,1992 SOUTH COLUMBIA LANE,,OREM,UT,84097,UTAH,24,24,24,0,0,0,9/30/22,2020-NCF-91318,"MR FRED ROBERTS, Administrator",(801) 724-6500,froberts@ahc.us,465170,"AHC OF OREM, LLC",FOR PROFIT - C,9/9/09
UT000128,465159,,SNF,ASPEN RIDGE TRANSITIONAL REHAB,963 EAST 6600 SOUTH,,MURRAY,UT,84121,SALT LAKE,38,38,38,0,0,0,10/31/21,2019-NCF-63674,"MR KENNY FRASURE, Administrator",(801) 713-3100,aspenridge@ahcfacilities.com kfrasure@ahcfacilities.com,465159,"AHC OF MURRAY, LLC",FOR PROFIT - C,10/20/04
UT000291,465166,,SNF,ASPEN RIDGE WEST TRANSITIONAL REHAB,5323 SOUTH MURRAY BOULEVARD,,MURRAY,UT,84123,SALT LAKE,38,38,38,0,0,0,1/31/23,2021-NCF-83851,"MR JOSEPH NATTRESS, Administrator",(801) 713-3200,jnattress@ahcfacilites.com,465166,"AHC OF MURRAY II, LLC",FOR PROFIT - C,1/14/08
UT0000145,465160,,SNF,CORAL DESERT REHABILITATION AND CARE,"1490 EAST FOREMASTER DRIVE, BUILDING B",,ST GEORGE,UT,84790,WASHINGTON,60,60,32,0,28,0,4/30/22,2020-NCF-UT000145,"MR CLINTON NIELSON, Administrator",(435) 674-5195,FAC_coraldesert-ED@ensignservices.net,465160,"RED CLIFFS HEALTHCARE, INC.",FOR PROFIT - C,12/21/04
UT000437,465174,,SNF,FAIRFIELD VILLAGE REHABILITATION,1203 NORTH FAIRFIELD ROAD,,LAYTON,UT,84041,DAVIS,40,40,40,0,0,0,11/30/21,2019-NCF-UT000437,"MS KRISTIN PORM, Administrator",(801) 807-0113,administrator@fairfieldvillagelayton.com,465174,CHP LAYTON UT TENANT CORP.,FOR PROFIT - C,11/8/10
UT000384,465171,,SNF,LEGACY VILLAGE REHABILITATION,3251 WEST 5400 SOUTH,,TAYLORSVILLE,UT,84129,SALT LAKE,40,40,40,0,0,0,10/31/22,2021-NCF-92164,"MR DAVID MAHRT, Administrator",(801) 613-4600,davidm1@wslm.biz,465171,"LEGACY VILLAGE HEALTHCARE, LLC",FOR PROFIT - C,10/27/09
UT0049,465123,,SNF,LOGAN REGIONAL HOSPITAL TRANSITIONAL CARE UNIT,500 EAST 1400 NORTH,,LOGAN,UT,84341,CACHE,11,11,11,0,0,0,8/31/22,2020-NCF-446,"MR SCOTT BISHOP, Administrator",(435) 716-5450,scott.bishop@imail.org,465123,"IHC HEALTH SERVICES, INC.",NON PROFIT-COR,8/21/90
UT000776,465186,,SNF,MAPLE SPRINGS SENIOR LIVING,350 EAST 2200 NORTH,,NORTH LOGAN,UT,84341,CACHE,100,100,100,0,0,0,2/28/22,2020-NCF-UT000776,"MS JESSICA TARBET, Administrator",(435) 753-9400,northlogan@maplespringsliving.com,465186,"MAPLE SPRINGS MANAGEMENT, LLC",FOR PROFIT - C,2/28/17
UT000978,,,SNF,MEADOW PEAK REHABILITATION,6084 SOUTH SUMMIT VISTA BOULEVARD,,TAYLORSVILLE,UT,84129,SALT LAKE,69,0,0,0,0,0,10/15/21,2021-NCF-UT000978,"MR TIM NEEDLES, Administrator",(385) 255-1105,tim.needles@missionhealthservices.org,,MEADOW PEAK SV LLC,,4/15/21
UT000104,465155,,SNF,PINE VIEW TRANSITIONAL REHAB,1497 EAST SKYLINE DRIVE,,OGDEN,UT,84405,WEBER,30,30,30,0,0,0,3/31/23,2021-NCF-56264,"MS STEPHANIE TILLEY, Administrator",(801) 689-1600,stilley@ahcfacilities.com,465155,AHC OGDEN LLC,FOR PROFIT - C,3/2/04
UT000340,465167,2.61E+11,SNF,STONEHENGE OF OREM,435 WEST CENTER STREET,,OREM,UT,84057,UTAH,34,34,34,0,0,0,12/31/21,2020-NCF-87997,"MR EATHYN MANUMALEUNA, Administrator",(801) 850-5454,SHORadministrator@stonehengeofutah.com,465167,"STONEHENGE OF OREM, LLC",FOR PROFIT-PAR,12/18/08
UT000469,465176,,SNF,"STONEHENGE OF SOUTH JORDAN, LLC",1371 WEST SOUTH JORDAN PARKWAY,,SOUTH JORDAN,UT,84095,SALT LAKE,32,32,32,0,0,0,5/31/22,2020-NCF-100887,"MR ERIC EMBLEY, Administrator",(801) 253-1370,SHSJadministrator@stonehengeofutah.com,465176,"STONEHENGE OF SOUTH JORDAN, LLC",FOR PROFIT - C,5/11/11
UT000345,465169,,SNF,THATCHER BROOK REHABILITATION & CARE CENTER,1795 SOUTH CHELEMES WAY,,CLEARFIELD,UT,84015,DAVIS,30,30,30,0,0,0,2/28/22,2020-NCF-88783,"MR DEVEN PETTIT, Administrator",(801) 614-5700,dpettit@tbrehab.com,465169,"THATCHER BROOK REHABILITATION & CARE CENTER, LLC",FOR PROFIT - C,2/18/09
UT207274,,,SHC-N,ELDERBERRY CARE,43 NORTH 1250 WEST,,ST GEORGE,UT,84770,WASHINGTON,3,0,0,0,0,0,6/30/21,2019-SHCF - TYPE N-35458,"MS MENDY STUCKI, Administrator",(435) 632-1424,mjsnurse@msn.com,,DAVID AND MENDY STUCKI,,6/21/02
UT000432,,,SHC-N,MEMORY LANE CARE HOME,1295 NORTH 1700 WEST,,FARR WEST,UT,84404,WEBER,3,0,0,0,0,0,9/30/22,2020-SHCF - TYPE N-UT000432,"MS HANNAH ANDERSON, Administrator",(435) 720-7295,hannah@memorylanecarehomeutah.com,,"ANDERSON CARE HOME, INC.",,9/27/10
UT000664,465184,4.61E+11,S/NF DP,CASCADES AT RIVERWALK,1012 WEST JORDAN RIVER BOULEVARD,,MIDVALE,UT,84047,SALT LAKE,120,120,66,0,54,0,6/30/22,2020-NCF-UT000664,"MR JEREMY MELDRUM, Administrator",(801) 565-0800,administrator@cascadesrehab.com,465184,BEAVER VALLEY HOSPITAL,GOVERNMENT-HOS,3/19/15
UT000390,465172,2.70E+11,S/NF DP,GEORGE E WAHLEN OGDEN VETERANS HOME,1102 NORTH 1200 WEST,,OGDEN,UT,84404,WEBER,120,120,98,0,22,0,1/31/23,2021-NCF-93708,"MR CARL HUGIE, Administrator",(801) 334-4300,116_administrator@avalonhealthcare.com,465172,"AVALON CARE CENTER - VA OGDEN, L.L.C.",FOR PROFIT - C,1/19/10
UT0040,465078,2.65E+11,S/NF DP,HIGHLAND CARE CENTER,4285 SOUTH HIGHLAND DRIVE,,HOLLADAY,UT,84124,SALT LAKE,103,103,13,0,90,0,6/30/22,2020-NCF-UT0040,"MR MICHAEL FENDER, Administrator",(801) 278-2839,michael.fender@edurohc.com,465078,BEAVER VALLEY HOSPITAL,GOVERNMENT-HOS,3/15/81
UT0031,465139,6.21E+11,S/NF DP,LIFE CARE CENTER OF SALT LAKE CITY,1201 EAST 4500 SOUTH,,SALT LAKE CITY,UT,84117,SALT LAKE,120,120,106,0,14,0,1/31/23,2021-NCF-83622,"MR CRAIG ULIBARRI, Administrator",(801) 261-3664,craig_ulibarri@lcca.com,465139,"SALT LAKE OPERATIONS, LLC",FOR PROFIT-PAR,5/23/94
UT000603,465181,8.01E+11,S/NF DP,MERVYN SHARP BENNION CENTRAL UTAH VETERANS HOME,1551 NORTH MAIN STREET,,PAYSON,UT,84651,UTAH,108,108,98,0,10,0,8/31/22,2020-NCF-UT000603,"MR WESTON PARSONS, Administrator",(801) 465-5400,118_Administrator@avalonhealthcare.com,465181,"AVALON CARE CENTER - VA PAYSON, L.L.C.",FOR PROFIT - C,8/2/13
UT0053,465124,2.65E+11,S/NF DP,MIDTOWN MANOR,125 SOUTH 900 WEST,,SALT LAKE CITY,UT,84104,SALT LAKE,82,82,4,78,0,0,8/31/22,2020-NCF-90938,"MR ROBERT ADAMS, Administrator",(801) 363-6340,radams.midtown@gmail.com,465124,"ADAMS AND ADAMS ENTERPRISES, INC.",FOR PROFIT - C,10/1/88
UT000346,465168,,S/NF DP,ROCKY MOUNTAIN CARE - RIVERTON,3419 WEST 12600 SOUTH,,RIVERTON,UT,84065,SALT LAKE,40,40,30,0,10,0,7/31/22,2021-NCF-UT000346,"MS KRISTY REHFELDT, Administrator",(801) 693-3900,rivertonadministrator@rmcare.com,465168,BEAVER VALLEY HOSPITAL,GOVERNMENT-HOS,2/4/09
UT000598,465180,3.20E+11,S/NF DP,SOUTHERN UTAH VETERANS HOME - IVINS,160 NORTH 200 EAST,,IVINS,UT,84738,WASHINGTON,108,108,98,0,10,0,7/31/22,2020-NCF-UT000598,"MR JERALD OLSON, Administrator",(435) 634-5220,119_administrator@avalonhealthcare.com,465180,"AVALON CARE CENTER - VA IVINS, L.L.C.",NON PROFIT-COR,7/15/13
UT000545,465178,2.73E+11,S/NF DP,STONEHENGE OF AMERICAN FORK,538 SOUTH 500 EAST,,AMERICAN FORK,UT,84003,UTAH,119,119,38,0,81,0,12/31/22,2021-NCF-UT000545,"MR MATTHEW THOMPSON, Administrator",(801) 642-2000,shafadministrator@stonehengeofutah.com,465178,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DIS,GOVERNMENT-HOS,8/15/12
UT0043,465153,8.71E+11,S/NF DP,STONEHENGE OF CEDAR CITY,333 WEST 1425 NORTH,,CEDAR CITY,UT,84721,IRON,50,50,6,0,44,0,1/31/23,2021-NCF-UT0043,"MR KENT STEMMONS, Administrator",(435) 267-1700,SHCCadministrator@stonehengeofutah.com,465153,KANE COUNTY HUMAN RESOURCES SPECIAL SERVICE DIS,FOR PROFIT-IND,6/1/88
UT000417,465173,2.63E+11,S/NF DP,STONEHENGE OF RICHFIELD,125 EAST 600 NORTH,,RICHFIELD,UT,84701,SEVIER,30,30,22,0,8,0,12/31/22,2021-NCF-UT000417,"MR TYLER JULUSON, Administrator",(435) 896-2000,SHRIadministrator@stonehengeofrichfield.com,465173,KANE COUNTY HUMAN RESOURCES SPECIAL SERVICE DIS,GOVERNMENT-HOS,6/3/10
UT113486,465150,2.63E+11,S/NF DP,WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,700 SOUTH FOOTHILL DRIVE,,SALT LAKE CITY,UT,84113,SALT LAKE,81,81,76,0,5,0,9/30/22,2020-NCF-933,"MS NORALYN SNOW, Administrator",(801) 584-1900,114_administrator@avalonhealthcare.com,465150,"AVALON CARE CENTER - VA SALT LAKE II, LLC",NON PROFIT-COR,9/11/99
UT463810,463810,8.70E+11,RHC,BEAVER MEDICAL CLINIC,1059 NORTH 100 WEST,,BEAVER,UT,84713,BEAVER,0,0,0,0,0,0,,,"DR. B. NOAL ROBINSON, M. D., Administrator",(435) 438-7280,jchristensen@beaverclinic.net,463810,BEAVER MEDICAL CLINIC,FOR PROFIT PAR,
UT776393,463991,8.70E+11,RHC,BEAVER/ MILFORD MEDICAL CLINIC,850 NORTH MAIN,,MILFORD,UT,84751,BEAVER,0,0,0,0,0,0,,,"MS JULIE CHRISTENSEN, Administrator",(435) 387-2471,jchristensen@beaverclinic.net,463991,"BEAVER MEDICAL, LLC",FOR PROFIT PAR,
UT463981,463981,87600060908,RHC,BRYCE VALLEY CLINIC,25 SOUTH REDROCK DRIVE,,CANNONVILLE,UT,84718,GARFIELD,0,0,0,0,0,0,,,"MR ALBERTO VASQUEZ, Administrator",(435) 679-8545,alberto.vasquez@imail.org,463981,GARFIELD COUNTY,LOCAL GOVERNME,
UT463980,463980,8.76E+11,RHC,CIRCLEVILLE CLINIC,110 SOUTH 100 EAST,,CIRCLEVILLE,UT,84723,PIUTE,0,0,0,0,0,0,,11631,"MR ALBERTO VASQUEZ, Administrator",(435) 577-2958,alberto.vasquez@imail.org,463980,GARFIELD COUNTY,LOCAL GOVERNME,1/1/97
UT463816,463816,2.72E+11,RHC,COALVILLE HEALTH CENTER,142 SOUTH 50 EAST,,COALVILLE,UT,84017,SUMMIT,0,0,0,0,0,0,,,"DR GREGORY IVERSON, Administrator",(435) 336-4403,greg@ckdocs.com,463816,"GREGORY IVERSON FAMILY MEDICINE, PLLC",FOR PROFIT COR,
UT463985,463985,6.22E+11,RHC,EMERY MEDICAL CENTER,90 WEST MAIN STREET,,CASTLE DALE,UT,84513,EMERY,0,0,0,0,0,0,,,"MR KELLY HALL, Administrator",(435) 381-2305,Kelly.hall@lpnt.net,463985,LIFEPOINT HOSPITALS INC.,FOR PROFIT COR,
UT463984,463984,,RHC,GARFIELD MEMORIAL CLINIC,200 NORTH 400 EAST,,PANGUITCH,UT,84759,GARFIELD,0,0,0,0,0,0,,11631,"MR ALBERTO VASQUEZ, Administrator",(435) 676-8842,alberto.vasquez@imail.org,463984,GARFIELD COUNTY,LOCAL GOVERNME,
UT463815,463815,8.70E+11,RHC,KAMAS HEALTH CENTER,228 WEST 200 SOUTH,,KAMAS,UT,84036,SUMMIT,0,0,0,0,0,0,,,"DR GREGORY IVERSON, Administrator",(435) 783-4385,greg@ckdocs.com,463815,,,
UT641587,463818,8.70E+11,RHC,MONUMENT VALLEY HEALTH CENTER,30 W MEDICAL DRIVE,,MONUMENT VALLEY,UT,84536,SAN JUAN,0,0,0,0,0,0,,,"MR CLEAL BRADFORD, Administrator",(435) 727-3000,donbenally@unhsinc.org,463818,"UTAH NAVAJO HEALTH SYSTEMS, INC.",NON PROFIT-COR,
UT222222,463813,,RHC,MOUNTAIN UTAH FAMILY MEDICINE,879 NORTH MAIN,,RICHFIELD,UT,84701,SEVIER,0,0,0,0,0,0,,,"DR JEFFREY CHAPPEL, Administrator",(435) 896-9561,cbarney@mufamilymed.com,463813,MOUNTAIN UTAH FAMILY MEDICINE,FOR PROFIT COR,
UT000215,463820,,RHC,PAROWAN MEDICAL CLINIC,450 EAST CLINIC WAY,,PAROWAN,UT,84761,IRON,0,0,0,0,0,0,,,"MS JULIE CHRISTENSEN, Administrator",(435) 477-3344,nrowley@parowanclinic.net,463820,"BEAVER MEDICAL, LLC",FOR PROFIT PAR,
UT000522,463993,,RHC,SAN JUAN CLINIC,"380 WEST 100 NORTH, SUITE A",,MONTICELLO,UT,84535,SAN JUAN,0,0,0,0,0,0,,,"MR CLAYTON HOLT, Administrator",(435) 587-5054,cholt@sanjuanhealth.org,463993,SAN JUAN COUNTY,LOCAL GOVERNME,
UT989672,463989,8.76E+11,RHC,SAN JUAN CLINIC BLANDING,"735 SOUTH 200 WEST, SUITE 3",,BLANDING,UT,84511,SAN JUAN,0,0,0,0,0,0,,#NAME?,"MR CLAYTON HOLT, Administrator",(435) 678-2254,cholt@sanjuanhealth.org,463989,SAN JUAN COUNTY,NON PROFIT-PAR,12/16/99
UT000974,463994,,RHC,UBMC CLINIC,250 WEST 300 NORTH,,ROOSEVELT,UT,84066,DUCHESNE,0,0,0,0,0,0,,,"MR JAMES MARSHALL, Administrator",(435) 722-4691,james_marshall@ubh.org,463994,UINTAH BASIN MEDICAL CENTER,,
UT000972,463995,,RHC,UBMC CLINIC DUCHESNE,50 EAST 200 SOUTH,,DUCHESNE,UT,84021,DUCHESNE,0,0,0,0,0,0,,,"MR JAMES MARSHALL, Administrator",(435) 738-2426,james_marshall@ubh.org,463995,,,
UT46L004,46L004,,PRTF,BENCHMARK BEHAVIORAL HEALTH SYSTEMS,592 WEST 1350 SOUTH,,WOODS CROSS,UT,84087,DAVIS,0,84,0,84,0,0,,,"MR CRAIG SCHOLNICK, Administrator",(801) 299-5300,craig.scholnick@uhsinc.com,46L004,WYOMING STATE MEDICAID AGENCY,,
UT46L002,46L002,,PRTF,COPPER HILLS YOUTH CENTER,5899 WEST RIVENDELL DRIVE,,WEST JORDAN,UT,84088,SALT LAKE,0,153,0,153,0,0,,,"MR DAVE ANDERTON, Administrator",(801) 561-3377,barry.woodward@psysolutions.com,46L002,WYOMING STATE MEDICAID AGENCY,,
UT46L001,46L001,,PRTF,PROVO CANYON SCHOOL,763 NORTH 1650 WEST,,SPRINGVILLE,UT,84663,UTAH,0,61,0,61,0,0,,,"MR ADAM MCLAIN, Administrator",(801) 227-2000,tim.marshall@uhsinc.com,46L001,WYOMING - PROVO,,
UT000875,,,PCA,1 ASSIST CARE OF UTAH VALLEY,180 NORTH UNIVERSITY AVENUE SUITE 270,,PROVO,UT,84601,UTAH,0,0,0,0,0,0,12/31/21,2020-PCA-UT000875,"ANDREW RAIL, Administrator",(801) 852-0072,UtahValley@1AssistCare.com,,,,12/7/18
UT000269,,,PCA,A GENTLE TOUCH HOME CARE,1173 SOUTH 250 WEST SUITE 401B,,ST GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,5/31/22,2020-PCA-UT000269,"MR ANDREW RIDER, Administrator",(435) 674-3640,arider@cornerstonehhh.com,,"VIRGIN RIVER HEALTHCARE, INC.",,6/27/07
UT000964,,,PCA,ACASA SENIOR CARE,3 EAST ORCHARD LANE,,WASHINGTON,UT,84780,WASHINGTON,0,0,0,0,0,0,8/8/21,2021-PCA-UT000964,"BRITTANY GARCIA, Administrator",(435) 313-4196,brittany@utahacasa.com,,,,2/8/21
UT000935,,,PCA,"ACTIVE PERSONAL CARE, LLC","9138 SOUTH STATE STREET, SUITE 102",,SANDY,UT,84070,SALT LAKE,0,0,0,0,0,0,5/31/21,2020-PCA-UT000935,"MICHAEL NIELSON, Administrator",(801) 438-6285,michaeln@activehhh.com,,,,5/21/20
UT000333,,,PCA,ALIS ANGELS INC,740 SOUTH 400 WEST,,BRIGHAM CITY,UT,84302,BOX ELDER,0,0,0,0,0,0,9/30/21,2019-PCA-86908,"MS ALISON JOHNSON, Administrator",(435) 734-2472,bjohnson14409@gmail.com,,ALI S ANGELS INC,PROPRIETARY,9/11/08
UT000938,,,PCA,ALWAYS BEST CARE,"1079 EAST RIVERSIDE DRIVE, SUITE 202",,SAINT GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,5/31/21,2020-PCA-UT000938,"HENRY LEE, Administrator",(805) 264-0645,hlee@abc-seniors.com,,,,5/29/20
UT000661,,,PCA,AMADA SENIOR CARE,"10421 SOUTH JORDAN GATEWAY, SUITE 600",,SOUTH JORDAN,UT,84095,SALT LAKE,0,0,0,0,0,0,8/31/21,2019-PCA-UT000661,"MR PHILLIP JACOBSON, Administrator",(801) 893-3877,phil.j@amadaseniorcare.com,,"HEART MOUNTAIN HEALTH, INC",,8/12/14
UT000768,,,PCA,AMADA SENIOR CARE OF SOUTHERN UTAH,"1031 SOUTH BLUFF STREET, SUITE 118",,ST GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,10/31/21,2019-PCA-UT000768,"MR CORTLAND TY TIPPETS, Administrator",(435) 248-0800,tytippets@gmail.com,,"NEXUS SENIOR CARE, LLC",,10/14/16
UT000918,,,PCA,AMADA SENIOR CARE OGDEN,"1133 NORTH MAIN STREET, SUITE 212",,LAYTON,UT,84041,DAVIS,0,0,0,0,0,0,10/31/22,2020-PCA-UT000918,"DAVE BEAN, Administrator",(801) 758-7900,dave.b@amadaseniorcare.com,,APEX HEALTH SOLUTIONS,,10/24/19
UT000880,,,PCA,"ANNIE'S ELDER CARE, LLC",203 EAST 1300 SOUTH,,SALT LAKE CITY,UT,84115,SALT LAKE,0,0,0,0,0,0,5/31/22,2020-PCA-UT000880,"KANTHI ALLES, Administrator",(801) 797-1107,annieseldercareservices@gmail.com,,"ANNIE'S ELDER CARE, LLC",,5/24/19
UT00141,,,PCA,"ASPEN SENIOR CARE, LC",1385 SOUTH 740 EAST,,OREM,UT,84097,UTAH,0,0,0,0,0,0,10/31/21,2019-PCA-63774,"MR GARY STAPLES, Administrator",(801) 224-5910,gary@aspenseniorcare.com,,"ASPEN SENIOR CARE, L.C.",,10/25/04
UT000780,,,PCA,AT HOME CARE AND HEALTH SERVICES,639 SOUTH 315 EAST,,IVINS,UT,84738,WASHINGTON,0,0,0,0,0,0,11/30/21,2019-PCA-UT000780,"MS ASHLYN TEED, Administrator",(435) 494-6775,athomecarehealthservices@gmail.com,,AT HOME CARE AND HEALTH SERVICES,,11/14/16
UT000885,,,PCA,AT HOME CARE UTAH,1012 CAMBRIDGE ROAD,,KAYSVILLE,UT,84037,DAVIS,0,0,0,0,0,0,2/28/22,2020-PCA-UT000885,"LAURIE HAUETER, Administrator",(801) 837-2695,laurie@athomecareutah.com,,,,2/13/19
UT000693,,,PCA,AUTUMN CARE IN-HOME,290 EAST 4000 NORTH,,HYDE PARK,UT,84318,CACHE,0,0,0,0,0,0,6/30/22,2020-PCA-UT000693,"MS HOLLY PARKER, Administrator",(435) 563-3333,autumncare1@gmail.com,,AUTUMN CARE LLC,,6/23/15
UT000553,,,PCA,BEEHIVE SENIOR CARE,"4511 SOUTH 600 EAST, SUITE 13",,MURRAY,UT,84107,SALT LAKE,0,0,0,0,0,0,11/30/22,2020-PCA-UT000553,"MR MATT PACE, Administrator",(801) 207-7979,matt@beehiveseniorcare.com,,"BEEHIVE SENIOR CARE, LLC",,11/8/12
UT000940,,,PCA,BLUE TERN HOME CARE,46 EAST MAIN STREET,,CASTLE DALE,UT,84513,EMERY,0,0,0,0,0,0,7/31/21,2021-PCA-UT000940,"BRETT JENSEN, Administrator",(435) 650-3733,blueternhc@gmail.com,,"BLUE TERN HOME CARE, LLC",,7/1/20
UT000628,,,PCA,BRIGHTSTAR CARE OF SANDY-DRAPER,"5320 SOUTH 900 EAST, SUITE 280",,MURRAY,UT,84117,SALT LAKE,0,0,0,0,0,0,1/31/23,2021-PCA-UT000628,"MS TAMMARA BROWN, Administrator",(801) 559-3999,tammara.brown@brightstarcare.com,,"UTAH HOME HEALTH CARE, LLC",,1/22/14
UT000607,,,PCA,CANYON BREEZE SENIOR CARE SERVICES,380 EAST 240 NORTH,,OREM,UT,84057,UTAH,0,0,0,0,0,0,8/31/22,2020-PCA-UT000607,"MR PAUL SORENSON, Administrator",(801) 226-8338,canyonbreezeseniorliving@gmail.com,,CANYON BREEZE SENIOR CARE SERVICES,,8/22/13
UT000897,,,PCA,CARE CHOICE UTAH LLC,913 MURDOCK DRIVE,,AMERICAN FORK,UT,84003,UTAH,0,0,0,0,0,0,5/31/20,2019-PCA-UT000897,"BRADLEY TOVEY, Administrator",(801) 232-6222,info@carechoiceutah.com,,CARE CHOICE UTAH LLC,,5/7/19
UT000290,,,PCA,CARE TO STAY HOME,"720 SOUTH RIVER ROAD, SUITE B100",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,11/30/22,2020-PCA-82886,"MS SUSAN FRAZIER, Administrator",(435) 652-4888,jvoran@caretsh.com,,"CAREGIVERS, INC",PROPRIETARY,11/15/07
UT000461,,,PCA,CAREGIVING SERVICES,"6905 SOUTH 1300 EAST, SUITE 121",,MIDVALE,UT,84047,SALT LAKE,0,0,0,0,0,0,3/31/22,2020-PCA-100304,"MS NAOMI STROUD, Administrator",(801) 870-3155,nstroud@bestcgservices.com,,"STROUD ENTERPRISES, LLC",,3/23/11
UT000152,,,PCA,CARING HANDS,"1190 NORTH MAIN STREET, #3",,SPRINGVILLE,UT,84663,UTAH,0,0,0,0,0,0,5/31/22,2020-PCA-101011,"MICHAEL AND ALICA MCDONALD, Administrator",(801) 704-0785,caringhandsofutah@gmail.com,,SENIOR SOLUTIONS GROUP INC.,PROPRIETARY,12/7/04
UT000922,,,PCA,CARING HEARTS OF CACHE VALLEY,1755 EAST 1500 NORTH,,LOGAN,UT,84341,CACHE,0,0,0,0,0,0,12/31/20,2020-PCA-UT000922,"ROBERT RATLIFF, Administrator",(435) 881-9891,rob@caringheartscv.com,,CARING HEARTS OF CACHE VALLEY LLC,,12/16/19
UT000942,,,PCA,CARING HEARTS OF UTAH,4963 WEST RIVER CHASE ROAD,,HERRIMAN,UT,84096,SALT LAKE,0,0,0,0,0,0,7/31/21,2021-PCA-UT000942,"JUDY TOLMAN, Administrator",(801) 574-6598,caring.utah@gmail.com,,,,7/14/20
UT000468,,,PCA,CARING HEARTS WASATCH IN-HOME CARE,4963 WEST RIVER CHASE ROAD,,HERRIMAN,UT,84096,SALT LAKE,0,0,0,0,0,0,2/28/23,2021-PCA-UT000468,"MR JARED TOLMAN, Administrator",(801) 574-4420,caringhearts.ut@gmail.com,,CARING HEARTS OF WASATCH IN-HOME CARE,,4/26/11
UT000735,,,PCA,CARING SENIOR SERVICE OF WASATCH,75 EAST FORT UNION BLVD SUITE 103,,MIDVALE,UT,84047,SALT LAKE,0,0,0,0,0,0,3/31/23,2021-PCA-UT000735,"MS BRANDY ANDERSEN, Administrator",(385) 255-7595,bandersen@caringinc.com,,CARING SENIOR SERVICE OF WASATCH,,3/3/16
UT207253,,,PCA,CEDARWOOD AT SANDY,10970 SOUTH 700 EAST,,SANDY,UT,84070,SALT LAKE,0,0,0,0,0,0,1/31/23,2021-PCA-UT207253,"MR AUSTIN SORENSON, Administrator",(801) 572-4456,austin.sorenson@kiscosl.com,,"KC SANDY, LLC",,8/31/99
UT000725,,,PCA,CLOSE COMPANIONS LLC,132 WEST 300 NORTH,,LOGAN,UT,84321,CACHE,0,0,0,0,0,0,1/31/23,2021-PCA-UT000725,"MS MARIA MENDEZ, Administrator",(435) 753-5502,maria@salmg.com,,CLOSE COMPANIONS LLC,,1/14/16
UT000967,,,PCA,COMFORCARE OF EAST SALT LAKE,7069 HIGHLAND DRIVE,,COTTONWOOD,UT,84121,SALT LAKE,0,0,0,0,0,0,7/21/21,2021-PCA-UT000967,"DEVIN LARSEN, Administrator",(801) 447-5353,n-utah@comforcare.com,,,,1/21/21
UT000728,,,PCA,COMFORCARE OF NORTHERN UTAH,2057 NORTH 200 EAST,,NORTH LOGAN,UT,84341,CACHE,0,0,0,0,0,0,1/31/23,2021-PCA-UT000728,"MR BRUCE LEE, Administrator",(435) 754-7676,bwlee@comforcare.com,,"BWL FAMILY HOLDINGS, LLC",,1/26/16
UT000592,,,PCA,"COMFORT AT HOME CARE, LLC",210 N SHIRTTAIL WAY,,BLANDING,UT,84511,SAN JUAN,0,0,0,0,0,0,7/31/22,2020-PCA-UT000592,"MS JANA BAILEY, Administrator",(435) 678-3627,jmbailey@frontiernet.net,,RIGHT AT HOME CARE LLC,,7/5/13
