LICENSE #,TYPE,SUBTYPE,FACILITY,ADDRESS,CITY,STATE,ZIP,ADMINISTRATOR,PHONE,EFFECTIVE,EXPIRATION,BEDS,COUNTY
02790,Hospital,Critical Access,LITTLETON REGIONAL HEALTHCARE,600 ST. JOHNSBURY ROAD,LITTLETON,NH,03561,ROBERT NUTTER,(603) 444-9000,01/01/21,12/31/21,25,GRAFTON
01799,Hospital,General,MARY HITCHCOCK MEMORIAL HOSPITAL,ONE MEDICAL CENTER DRIVE,LEBANON,NH,03756,"JOANNE CONROY, MD",(603) 650-5000,10/01/21,09/30/22,396,GRAFTON
00009,Hospital,Critical Access,MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,03860,ARTHUR MATHISEN,(603) 356-5461,09/01/21,08/31/22,25,CARROLL
02507,Hospital,Critical Access,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,03458,CYNTHIA MCGUIRE,(603) 924-7191,10/01/21,09/30/22,25,HILLSBOROUGH
02407,Hospital,Critical Access,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,03257,M THOMAS MANION,(603) 526-2911,01/01/21,12/31/21,25,MERRIMACK
03733,Hospital,Special Hospital Rehab.,NORTHEAST REHAB HOSPITAL @ PEASE,105 CORPORATE DRIVE,PORTSMOUTH,NH,03801,JOHN PROCHILO,(603) 501-5500,07/01/21,06/30/22,33,ROCKINGHAM
03102,Hospital,Special Hospital Rehab.,"NORTHEAST REHAB. HOSP. @ SNHMC, WEST",29 NORTHWEST BLVD,NASHUA,NH,03062,JOHN F PROCHILO,(603) 689-2400,12/01/21,11/30/22,20,HILLSBOROUGH
02362,Hospital,Special Hospital Rehab.,NORTHEAST REHABILITATION HOSPITAL,70 BUTLER STREET,SALEM,NH,03079,JOHN PROCHILO,(603) 893-2900,06/01/21,05/31/22,67,ROCKINGHAM
04079,Hospital,Special Hospital Rehab.,NORTHEAST REHABILITATION HOSPITAL@ELLIOT HOSPITAL,1 ELLIOT WY,MANCHESTER,NH,03103,JOHN F PROCHILO,(603) 893-2900,02/01/21,01/31/22,15,Hillsborough
00902,Hospital,General,PARKLAND MEDICAL CENTER,ONE PARKLAND DRIVE,DERRY,NH,03038,"JOHN A SKEVINGTON, II",(603) 421-2100,01/01/21,12/31/21,86,ROCKINGHAM
01349,Hospital,General,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,03801,DEAN CARUCCI,(603) 436-5110,02/01/21,01/31/22,220,ROCKINGHAM
04214,Hospital,Free-Standing Emergency Room,SEABROOK EMERGENCY ROOM,603 LAFAYETTE RD,SEABROOK,NH,03874,DEAN CARUCCI,(603) 474-6400,05/01/21,04/30/22,,Belknap
02496,Hospital,General,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,03061,SCOTT A WOLF,(603) 577-2000,04/01/21,03/31/22,188,Hillsborough
01300,Hospital,Critical Access,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,03264,MICHELLE MCEWEN,(603) 536-1120,10/01/21,09/30/22,25,GRAFTON
00023,Hospital,General,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,03060,JOHN JURCZYK,(603) 882-3000,04/01/21,03/31/22,208,Hillsborough
00592,Hospital,Critical Access,UPPER CT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,03576,SCOTT COLBY,(603) 388-4299,09/01/21,08/31/22,16,COOS
00007,Hospital,Critical Access,"VALLEY REGIONAL HOSPITAL, INC",243 ELM STREET,CLAREMONT,NH,03743,JOCELYN F CAPLE,(603) 542-7771,01/01/21,12/31/21,25,SULLIVAN
00015,Hospital,Critical Access,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,03584,MICHAEL LEE,(603) 788-4911,01/01/21,12/31/21,25,COOS
00010,Hospital,General,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVENUE,DOVER,NH,03820,JEFFREY B HUGHES,(603) 742-5252,04/01/21,03/31/22,178,STRAFFORD
01709,ICF/IID,,CEDARCREST INC,91 MAPLE AVENUE,KEENE,NH,03431,"CATHERINE GRAY, NHA",(603) 358-3384,08/01/21,07/31/22,26,CHESHIRE
I0063,Individual Home Care Service Provider,,ALICE EWALT,41 JERICHO ROAD,BERLIN,NH,03570,ALICE EWALT,(603) 348-2916,01/01/21,12/31/21,,Belknap
I0105,Individual Home Care Service Provider,,AMY E PARSLOW,446 COLBURN ROAD,TEMPLE,NH,03084,AMY E PARSLOW,(603) 291-0024,12/01/20,11/30/21,,HILLSBOROUGH
I0307,Individual Home Care Service Provider,,ANGELA V TUPICK,17 HEMLOCK LANE APT 1,BERLIN,NH,03570,ANGELA TUPICK,(603) 723-6082,03/01/21,02/28/22,,Coos
I0012,Individual Home Care Service Provider,,ANN MARIE PATRICK,9 CEDAR LANE,LEE,NH,03861,ANN MARIE PATRICK,(603) 915-1832,10/01/20,09/30/21,,Strafford
I0085,Individual Home Care Service Provider,,BEVERLY A CARPENTER,4648 RTE 113,THETFORD CTR,VT,05075,BEVERLY A CARPENTER,(802) 785-4960,10/01/20,09/30/21,,UNKNOWN
I0200,Individual Home Care Service Provider,,BEVERLY WESTON,60 FROST RD,DERRY,NH,03038,BEVERLY WESTON,(603) 475-4879,12/01/21,11/30/22,,Rockingham
I0309,Individual Home Care Service Provider,,BRANDIE GREELEY,136 TEMPLE RD,WILTON,NH,03086,BRANDIE GREELEY,(781) 584-2982,04/01/21,03/31/22,,Hillsborough
I0086,Individual Home Care Service Provider,,BRIDGET CUSSON,8 JODRIE LN,MILAN,NH,03588,BRIDGET CUSSON,(603) 723-0915,10/01/20,09/30/21,,Belknap
I0318,Individual Home Care Service Provider,,CANE & ABLE HOME HEALTH CARE SERVICES,726 VALLEY RD,Randolph,NH,03593,TANNA M FALL,(603) 915-9202,12/08/20,11/30/21,,Coos
I0305,Individual Home Care Service Provider,,CAROL A LAFLAMME,506 SWEDEN ST,Berlin,NH,03570,CAROL A LAFLAMME,(603) 723-6472,03/01/21,02/28/22,,Coos
I0292,Individual Home Care Service Provider,,CATHERINE TIBBITS,61 HELL HOLLOW RD,PLAINFIELD,NH,03781,CATHERINE TIBBITS,(603) 812-7881,05/01/21,04/30/22,,Sullivan
I0300,Individual Home Care Service Provider,,CHANTAL M BEDARD,30 WEST MILAN RD,Berlin,NH,03570,CHANTAL BEDARD,(603) 723-9993,01/01/21,12/31/21,,Coos
I0283,Individual Home Care Service Provider,,CHERYL ZINDULKA,86 US RT 4A,LEBANON,NH,03766,CHERYL ZINDULKA,(703) 850-1454,01/01/21,12/31/21,,Grafton
I0076,Individual Home Care Service Provider,,CINDY L STOCKTON,3240 PROVICE LAKE RD,East Wakefield,NH,03830,CINDY L STOCKTON,(603) 581-4791,10/01/20,09/30/21,,Carroll
I0083,Individual Home Care Service Provider,,CLAIRE FRENETTE,107 STRAFFORD ROAD,BERLIN,NH,03570,CLAIRE FRENETTE,(603) 752-0011,02/01/21,01/31/22,,COOS
I0279,Individual Home Care Service Provider,,CLAUDIA SIMARD,5 GILE DR UNIT TA,HANOVER,NH,03755,CLAUDIA SIMARD,(603) 663-1658,10/01/21,09/30/22,,Grafton
I0284,Individual Home Care Service Provider,,COLLINE COOK,56 HILLTOP DR,KEENE,NH,03431,COLLINE COOK,(603) 852-0710,01/01/21,12/31/21,,Cheshire
I0238,Individual Home Care Service Provider,,COMPASSIONATE COMPANIONS,14 RIVERSIDE FARM DR,LEE,NH,03861,BERNADETTE PARADIS,(603) 978-0211,03/01/21,02/28/22,,Strafford
I0330,Individual Home Care Service Provider,,CORRINA ARBOGAST,17 PINE TOP RD,Amherst,NH,03031,CORRINA ARBOGAST,(603) 345-0171,07/08/21,06/30/22,,Hillsborough
I0015,Individual Home Care Service Provider,,CRYSTAL ARSENAULT,163 NORWAY ST,BERLIN,NH,03570,CRYSTAL ARSENAULT,(603) 728-5845,10/01/21,09/30/22,,Coos
I0016,Individual Home Care Service Provider,,DEBORAH BACHAND,461 HILL ROAD,DUMMER,NH,03588,DEBORAH BACHAND,(603) 449-2000,10/01/21,09/30/22,,COOS
I0315,Individual Home Care Service Provider,,DEBRA A CHENEY,61 PICKEREL POND RD,Laconia,NH,03246,DEBRA CHENEY,(603) 387-1367,08/25/20,07/31/21,,Belknap
I0119,Individual Home Care Service Provider,,DENISE THIBODEAU,20 BRET STREET,BERLIN,NH,03570,DENISE THIBODEAU,(603) 752-4257,05/01/21,04/30/22,,COOS
I0139,Individual Home Care Service Provider,,FAE A MOORE,7 BASSETT ROAD,WOLFEBORO,NH,03894,FAE A MOORE,(603) 833-0644,07/01/21,06/30/22,,CARROLL
I0324,Individual Home Care Service Provider,,GABRIELLE ISABELLE,968 LACONIA RD,Tilton,NH,03276,GABRIELLE ISABELLE,(603) 533-1300,03/19/21,02/28/22,,Belknap
I0103,Individual Home Care Service Provider,,GAIL LAMONTAGNE,21 LIBBY ST,GORHAM,NH,03581,GAIL LAMONTAGNE,(603) 915-9135,04/01/21,03/31/22,,Coos
I0017,Individual Home Care Service Provider,,GAIL VILLNAVE,249 SWEDEN STREET,BERLIN,NH,03570,GAIL VILLNAVE,(603) 723-1497,10/01/20,09/30/21,,COOS
I0018,Individual Home Care Service Provider,,GUYLAINE DONOVAN,771 3RD AVENUE,BERLIN,NH,03570,GUYLAINE DONOVAN,(603) 915-6308,10/01/20,09/30/21,,COOS
I0304,Individual Home Care Service Provider,,HILARY A ALANDER,311 WILLARD ST,BERLIN,NH,03570,HILARY A ALANDER,(603) 991-8929,02/01/21,01/31/22,,Coos
I0310,Individual Home Care Service Provider,,HOPE SUPRY,312 COOS ST,BERLIN,NH,03570,HOPE SUPRY,(603) 915-0515,04/01/21,03/31/22,,Coos
I0175,Individual Home Care Service Provider,,JACQUELINE GRASSO,33 FIELDSTONE RD,WOLFEBORO,NH,03894,JACQUELINE GRASSO,(603) 986-1254,03/01/21,02/28/22,,Carroll
I0251,Individual Home Care Service Provider,,JAMES H FREDRICKSON,161 CANAAN ST,CANAAN,NH,03741,JAMES H FREDRICKSON,(603) 523-9960,01/01/21,12/31/21,,Grafton
I0265,Individual Home Care Service Provider,,JANET CHAMBERLAIN,36 WEBSTER AVE,CLAREMONT,NH,03743,JANET CHAMBERLAIN,(603) 542-9374,11/01/20,10/31/21,,Belknap
I0313,Individual Home Care Service Provider,,JENNA ARGUIN,40 HAVEN AVE,Berlin,NH,03570,JENNA ARGUIN,(603) 723-7118,05/22/20,04/30/21,,Coos
I0236,Individual Home Care Service Provider,,KAREN G PERKINS,128 MOUNTAIN RD,Center Tuftonboro,NH,03816,KAREN PERKINS,(603) 707-2034,12/01/20,11/30/21,,Carroll
I0125,Individual Home Care Service Provider,,KAREN SUPRY,312 COOS STREET,BERLIN,NH,03570,KAREN SUPRY,(603) 915-0704,05/01/21,04/30/22,,COOS
I0314,Individual Home Care Service Provider,,KENDRA DISILVA,29 FOX RUN RD,WEST OSSIPEE,NH,03890,KENDRA DISILVA,(603) 662-6436,08/01/21,07/31/22,,Carroll
I0172,Individual Home Care Service Provider,,KIMBERLY BARTENHAGEN,88 LYFORD RD,BROOKFIELD,NH,03872,KIMBERLY BARTENHAGEN,(603) 522-6558,02/01/21,01/31/22,,Carroll
I0323,Individual Home Care Service Provider,,KIMBERLY COLE,52 FRONT ST,Pembroke,NH,03275,KIMBERLY COLE,(603) 674-8258,03/19/21,02/28/22,,Merrimack
I0253,Individual Home Care Service Provider,,L. ELIZABETH WALLER,2245 CONNECTICUT RIVER RD,SPRINGFIELD,VT,05156,L. ELIZABETH WALLER,(802) 338-1383,04/01/21,03/31/22,,Windsor
I0047,Individual Home Care Service Provider,,LESLIE ANN ELLIOTT,5 JOHNSON ROAD,MIRROR LAKE,NH,03853,LESLIE A ELLIOTT,(603) 569-3412,06/01/21,05/31/22,,CARROLL
I0326,Individual Home Care Service Provider,,LILY CUMMINGS,660 KENT ST,Berlin,NH,03570,LILY CUMMINGS,(207) 924-4755,03/31/21,02/28/22,,Coos
I0064,Individual Home Care Service Provider,,LINDA A GUAY,776 CAPE MOONSHINE ROAD,PIERMONT,NH,03779,LINDA A GUAY,(603) 764-9210,09/01/21,08/31/22,,Belknap
I0102,Individual Home Care Service Provider,,LINDA A VAILLANCOURT,19 JASPER ST,BERLIN,NH,03570,LINDA VAILLANCOURT,(603) 215-6154,12/01/20,11/30/21,,Belknap
I0131,Individual Home Care Service Provider,,LINDA S POSNER,28 STARLING STREET,KEENE,NH,03431,LINDA S POSNER,(603) 209-1335,03/01/21,02/28/22,,CHESHIRE
I0302,Individual Home Care Service Provider,,LOUISE DION,100 JASPER ST,Berlin,NH,03570,LOUISE DION,(603) 752-4087,02/01/21,01/31/22,,Coos
I0174,Individual Home Care Service Provider,,MARCELLA A HOULE,774 HILLSIDE AVE,BERLIN,NH,03570,MARCELLA HOULE,(603) 752-5529,03/01/21,02/28/22,,Coos
I0048,Individual Home Care Service Provider,,MARGUERITE A SCANLON,136 SUMMITVIEW DRIVE,TAMWORTH,NH,03886,MARGUERITE A SCANLON,(603) 960-2231,06/01/21,05/31/22,,CARROLL
I0274,Individual Home Care Service Provider,,MARIA ARISTEGUI-BURKE,163 MADISON AVE,BERLIN,NH,03570,MARIA ARISTEGUI-BURKE,(603) 387-0583,05/01/21,04/30/22,,Belknap
I0049,Individual Home Care Service Provider,,MARLENE A FRENCH,141 DOOE ROAD,DUBLIN,NH,03444,MARLENE A FRENCH,(603) 563-8876,06/01/21,05/31/22,,CHESHIRE
I0120,Individual Home Care Service Provider,,MARY A ST. AUBIN,21 ACHORN HILL ROAD,DALTON,NH,03598,MARY A ST AUBIN,(603) 616-1709,05/01/21,04/30/22,,Coos
I0186,Individual Home Care Service Provider,,MAUREEN D ELDRIDGE,21 ELDRIDGE RD,Freedom,NH,03836,MAUREEN ELDRIDGE,(603) 539-9570,06/01/21,05/31/22,,Carroll
I0058,Individual Home Care Service Provider,,MAUREEN ROBICHAUD,63 DEAN FARM ROAD,JAFFREY,NH,03452,MAUREEN ROBICHAUD,(603) 532-4511,,08/31/13,,CHESHIRE
I0285,Individual Home Care Service Provider,,MICHELE HOGUE,5 ROWELL DR,STRAFFORD,NH,03884,MICHELE HOGUE,(603) 343-6839,01/01/21,12/31/21,,Strafford
I0024,Individual Home Care Service Provider,,MYSTIE PEARE,393 WESTERN AVENUE,BERLIN,NH,03570,MYSTIE PEARE,(603) 723-8523,10/01/21,09/30/22,,COOS
I0322,Individual Home Care Service Provider,,NORMA HERNANDEZ,19 CHURCH  ST #3,Belmont,NH,03220,NORMA HERNANDEZ,(603) 832-1711,03/19/21,02/28/22,,Belknap
I0293,Individual Home Care Service Provider,,PAMELA J LURVEY,159 PRESIDENTIAL HWY,Jefferson,NH,03583,PAMELA J LURVEY,(603) 631-6479,10/01/20,09/30/21,,Coos
I0327,Individual Home Care Service Provider,,PAMELA MICHAUD,114 N VILLAGE RD,Loudon,NH,03307,PAMELA MICHAUD,(603) 229-7036,04/29/21,03/31/22,,Merrimack
I0135,Individual Home Care Service Provider,,PAMELA VILLENEUVE,2 MASON DRIVE,MILAN,NH,03588,PAMELA VILLENEUVE,(603) 723-7566,06/01/21,05/31/22,,COOS
I0115,Individual Home Care Service Provider,,PATRICIA A GOOD,2702 CHINOOK TRAIL,WONALANCET,NH,03897,PATRICIA A GOOD,(603) 986-3328,01/01/21,12/31/21,,CARROLL
I0124,Individual Home Care Service Provider,,PAULA LITTLETON,3 MARISUE TERRACE,MELVIN VILLAGE,NH,03850,PAULA LITTLETON,(603) 544-2059,05/01/21,04/30/22,,Carroll
I0258,Individual Home Care Service Provider,,PRISCILLA BREAULT,112 STATE ST,BERLIN,NH,03570,PRISCILLA BREAULT,(603) 752-5137,06/01/21,05/31/22,,Coos
I0050,Individual Home Care Service Provider,,RACHEL A DONNELLY,59 MAPLE AVENUE APT. 20,KEENE,NH,03431,RACHEL A DONNELLY,(603) 376-9614,06/01/21,05/31/22,,CHESHIRE
I0329,Individual Home Care Service Provider,,RACHEL A YAEGER,290 RTE 10,Piermont,NH,03779,RACHEL YAEGER,(603) 272-9444,05/25/21,04/30/22,,Grafton
I0056,Individual Home Care Service Provider,,REBECCA CIARDELLI,8 CURRIER AVENUE,PETERBOROUGH,NH,03458,REBECCA CIARDELLI,(603) 924-7385,,07/31/13,,HILLSBOROUGH
I0308,Individual Home Care Service Provider,,REBECCA R TRAFFIE,5 HUNTEE LOOP,NEW IPSWICH,NH,03071,REBECCA R TRAFFIE,(603) 562-6642,04/01/21,03/31/22,,Hillsborough
I0317,Individual Home Care Service Provider,,RESILIENT HEALTHCARE LLC,63 LITTLE RIVER RD,Hampton,NH,03842,MARTHA M CHICHESTER,(603) 474-7601,10/26/20,09/30/21,,Rockingham
I0062,Individual Home Care Service Provider,,RIDGE SATTERTHWAITE,287 W FAIRLEE ROAD,FAIRLEE,VT,05045,RIDGE SATTERTHWAITE,(802) 333-3629,09/01/21,08/31/22,,Addison
I0026,Individual Home Care Service Provider,,ROXANNE BOUCHER,32 HAVEN AVENUE,BERLIN,NH,03570,ROXANNE C BOUCHER,(603) 752-2498,10/01/21,09/30/22,,COOS
I0319,Individual Home Care Service Provider,,"SAFE AT HOME, HOME CARE SERVICE",208 2ND NH TPKE SO,Francestown,NH,03043,SHERYL RICHARDSON,(603) 548-3856,01/22/21,12/31/21,,Hillsborough
I0321,Individual Home Care Service Provider,,SARAH DICKINSON,249 BAPTIST RD,Canterbury,NH,03224,SARAH DICKINSON,(603) 520-7905,03/17/21,02/28/22,,Merrimack
I0325,Individual Home Care Service Provider,,SARAH FLYNN,40 TIOGA DR,Belmont,NH,03220,SARAH FLYNN,(603) 393-5866,03/23/21,02/28/22,,Belknap
I0027,Individual Home Care Service Provider,,SHIRLEY DUPONT,745 LANCASTER STREET,BERLIN,NH,03570,SHIRLEY DUPONT,(603) 752-2335,10/01/20,09/30/21,,COOS
I0156,Individual Home Care Service Provider,,SIMPLY SENIORS,130 OAK HILL RD,CONCORD,NH,03301,LISA MARIE CRISAFULLI,(603) 224-5716,12/01/20,11/30/21,,MERRIMACK
I0286,Individual Home Care Service Provider,,SOLACE MAREK,8 CONTOOCOOK AVE,JAFFREY,NH,03452,SOLACE MAREK,(603) 703-7353,02/01/21,01/31/22,,Cheshire
I0122,Individual Home Care Service Provider,,SUNNY CARE BY BETH LLC,44 WARFIELD ROAD,CHESTER,NH,03036,BETH KEDDY,(603) 490-5741,02/01/21,01/31/22,,ROCKINGHAM
I0028,Individual Home Care Service Provider,,SUSAN BISSON,800 SECOND AVENUE,BERLIN,NH,03570,SUSAN BISSON,(603) 723-0126,10/01/21,09/30/22,,COOS
I0030,Individual Home Care Service Provider,,SUSAN C FRENETTE,104 PINE ISLAND AVENUE,BERLIN,NH,03570,SUSAN C FRENETTE,(603) 723-4070,10/01/20,09/30/21,,COOS
I0033,Individual Home Care Service Provider,,SUSAN FLANDERS,10 FLANDERS ROAD,MEREDITH,NH,03253,SUSAN FLANDERS,(603) 279-4913,08/01/21,07/31/22,,BELKNAP
I0328,Individual Home Care Service Provider,,TAMMY ST AMANT,5 BRUNSWICK ST,Berlin,NH,03570,TAMMY ST AMANT,(603) 723-1642,05/05/21,04/30/22,,Coos
I0331,Individual Home Care Service Provider,,THRIVE AT HOME LLC,10 PINEWOOD DR,Stratham,NH,03885,CHRISTINE EATON,,07/19/21,06/30/22,,Rockingham
I0320,Individual Home Care Service Provider,,VALERIE MORIN,500 MAIN ST TRLR 4,Gorham,NH,03581,VALERIE MORIN,(603) 315-7858,01/29/21,12/31/21,,Coos
I0316,Individual Home Care Service Provider,,VERONICA JEAN SAY,22 STRAFFORD ST #30C,Laconia,NH,03246,VERONICA JEAN SAY,(603) 892-5175,10/19/20,09/30/21,,Belknap
I0080,Individual Home Care Service Provider,,WENDY THORNTON,159 CROSIER LANE,LYNDONVILLE,VT,05851,WENDY THORNTON,(603) 359-0697,10/01/20,09/30/21,,Caledonia
I0075,Individual Home Care Service Provider,,YVETTE MERCIER,11 COTTAGE STREET,GORHAM,NH,03581,YVETTE MERCIER,(603) 723-0556,10/01/21,09/30/22,,COOS
04084,Laboratory,,21 HAMPTON ROAD LAB,21 HAMPTON RD BLD 3,EXETER,NH,03833,CANDY GARDNER,(603) 580-8446,03/01/21,02/28/22,,Rockingham
04003,Laboratory,,AMERICAN PAIN INSTITUTE LLC,14 MANCHESTER SQ STE 290,PORTSMOUTH,NH,03801,JOSHUA GREENSPAN MD,(603) 766-8500,03/01/21,02/28/22,,Rockingham
02747,Laboratory,,AVH LABORATORY-GORHAM,2 BROADWAY ST,GORHAM,NH,03581,RUTH GALLAGHER,(603) 466-2615,06/01/21,05/31/22,,COOS
03276,Laboratory,,AVH LABORATORY-PLEASANT STREET,133 PLEASANT STREET,BERLIN,NH,03570,"RUTH GALLAGHER MS,MT (ASCP)",(603) 752-4861,07/01/21,06/30/22,,COOS
04134,Laboratory,,CARRIAGE HILL ASSISTED LIVING,306 KNOX MARSH ROAD,MADBURY,NH,03823,SARA NADEAU,(603) 343-4475,02/01/21,01/31/22,,Strafford
04451,Laboratory,,CEDX LABS INC,"200 INNOVATIVE WY, STE 1305",Nashua,NH,03062,KEVEN ARNOLD,(978) 712-0843,11/03/20,10/31/21,,Hillsborough
04007,Laboratory,,CH ANTICOAGULATION CLINIC @ CFM,18 FOUNDRY ST,CONCORD,NH,03301,"WENDY TAYLOR, RN",(603) 228-0071,04/01/21,03/31/22,,Merrimack
04436,Laboratory,,CH ANTICOAGULATION CLINIC AT MEMORIAL WEST,"MEMORIAL BLDG WEST, FL 2 246 PLEASANT ST",Concord,NH,03301,LISA M TREMBLAY,(603) 224-4003,08/20/20,07/31/21,,Merrimack
04262,Laboratory,,CMC VEIN AND VASCULAR SPECIALIST,160 SOUTH RIVER RD STE 100,BEDFORD,NH,03110,LORRIE WOODWARD,(603) 655-5150,04/01/21,03/31/22,,Hillsborough
04501,Laboratory,,CONCORD HOSPITAL - LACONIA LABORATORY COLLECTING STATION,724 MAIN STREET,Laconia,NH,03246,JAN KIMBALL,(603) 524-5151,05/01/21,04/30/22,,Belknap
04502,Laboratory,,CONCORD HOSPITAL - MEREDITH PRIMARY CARE LABORATORY COLLECTION STATION,238 DANIEL WEBSTER HIGHWAY,Meredith,NH,03253,JAN KIMBALL,(603) 279-7464,05/01/21,04/30/22,,Belknap
04378,Laboratory,,CONVENIENT MD URGENT CARE - BELMONT,73 DANIEL WEBSTER HIGHWAY,Belmont,NH,03220,ALLURA NOYES,(603) 737-0550,12/01/20,11/30/21,,Belknap
04376,Laboratory,,CONVENIENTMD URGENT CARE - LITTLETON,551 MEADOW STREET,Littleton,NH,03561,JOANNA M ALDRICH,(603) 761-3660,12/01/20,11/30/21,,Grafton
03973,Laboratory,,CONVENIENTMD URGENT CARE LAB,8 LOUDON ROAD,CONCORD,NH,03301,SOLANYI A RODRIGUEZ,(603) 226-9000,11/01/21,10/31/22,,MERRIMACK
03974,Laboratory,,CONVENIENTMD URGENT CARE LAB WINDHAM,125 INDIAN ROCK ROAD,WINDHAM,NH,03087,JILL E ROBERTSON,(603) 890-6330,11/01/21,10/31/22,,ROCKINGHAM
04051,Laboratory,,CONVENIENTMD URGENT CARE-BEDFORD LAB,3 NASHUA RD,BEDFORD,NH,03110,MICHELLE H MACDONALD,(603) 472-6700,11/01/21,10/31/22,,Hillsborough
04035,Laboratory,,CONVENIENTMD URGENT CARE-EXETER,1 PORTSMOUTH AVE,STRATHAM,NH,03885,ALEXANDRIA N BOUCHER,(603) 942-7900,09/01/21,08/31/22,,Rockingham
04124,Laboratory,,CONVENIENTMD URGENT CARE-KEENE,351 WINCHESTER ST,KEENE,NH,03431,LAURIE M SZOGEDI,(603) 605-0654,12/01/20,11/30/21,,Cheshire
04483,Laboratory,,CONVENIENTMD URGENT CARE-LONDONDERRY LAB,42 NASHUA RD,Londonderry,NH,03053,DANIEL SHEA,(603) 413-6800,02/04/21,01/31/22,,Rockingham
04201,Laboratory,,CONVENIENTMD URGENT CARE-MERRIMACK,2 DOBSON WY,MERRIMACK,NH,03054,HALEY MOORE,(603) 471-6068,01/01/21,12/31/21,,Hillsborough
04127,Laboratory,,CONVENIENTMD URGENT CARE-NASHUA,565 AMHERST ST,NASHUA,NH,03063,TANIA ROSADO,(603) 578-3347,12/01/20,11/30/21,,Hillsborough
04167,Laboratory,,CONVENIENTMD URGENT CARE-PORTSMOUTH,599 LAFAYETTE RD,PORTSMOUTH,NH,03801,NORA CLARK,(603) 942-7900,08/01/21,07/31/22,,Belknap
04069,Laboratory,,CONVENIENTMD-DOVER,14 WEBB PLACE,DOVER,NH,03820,ANGELLA PUCILLO-DRISCOLL,(603) 742-7900,01/01/21,12/31/21,,Strafford
04430,Laboratory,,CORE OBSTETRICS AND GYNECOLOGY,3 ALUMNI DR STE 401,Exeter,NH,03833,CANDY GARDNER,(603) 580-8446,07/01/21,06/30/22,,Rockingham
03531,Laboratory,,CORE PHYSICIANS LAB SERVICES,"1 HAMPTON RD, BLDG B STE 108",EXETER,NH,03833,CANDICE GARDNER,(603) 580-8446,08/01/21,07/31/22,,ROCKINGHAM
04386,Laboratory,,CORE PRIMARY CARE OF PORTSMOUTH,605 LAFAYETTE RD,PORTSMOUTH,NH,03801,CANDICE GARDNER,(603) 580-8446,01/01/21,12/31/21,,Rockingham
04275,Laboratory,,"CROSSROADS RECOVERY CENTER, LLC",155 MAIN ST,SALEM,NH,03079,BARRY PIETRANTONIO,(603) 912-4490,06/01/21,05/31/22,,Rockingham
04332,Laboratory,,DARTMOUTH-HITCHCOCK CONCORD LAB,253 PLEASANT STREET,CONCORD,NH,03301,DAVEY PILCHER,(603) 226-2200,05/01/21,04/30/22,,Merrimack
03591,Laboratory,,DARTMOUTH-HITCHCOCK MANCHESTER LAB,100 HITCHCOCK WAY,MANCHESTER,NH,03104,DAVEY PILCHER,(603) 629-8074,04/01/21,03/31/22,,HILLSBOROUGH
03790,Laboratory,,DARTMOUTH-HITCHCOCK NASHUA LAB,2300 SOUTHWOOD DRIVE,NASHUA,NH,03063,DAVEY PILCHER,(603) 577-4338,01/01/21,12/31/21,,HILLSBOROUGH
04263,Laboratory,,DICK HALL'S HOUSE,5-7 ROPE FERRY RD,HANOVER,NH,03755,"MARK H REED, MD",(603) 646-9423,03/01/21,02/28/22,,Grafton
03053,Laboratory,,DIVISION OF PH AND CS - CITY OF NASHUA,18 MULBERRY STREET,NASHUA,NH,03060,KIMBERLY A BERNARD,(603) 589-4500,11/01/20,10/31/21,,HILLSBOROUGH
04325,Laboratory,,DIVISION OF PUBLIC HEALTH & COMMUNITY SERVICES-CITY OF NASHUA VAN,18 MULBERRY ST,Nashua,NH,03060,BOBBIE BAGLEY,(603) 589-4500,04/01/21,03/31/22,,Hillsborough
03720,Laboratory,,ELLIOT COUMADIN CLINIC @ 138 WEBSTER ST,138 WEBSTER STREET,MANCHESTER,NH,03104,ALEXANDRA MOREAU,(603) 663-2557,05/01/21,04/30/22,,HILLSBOROUGH
04252,Laboratory,,ELLIOT COUMADIN CLINIC @ 15 FREETOWN RD,15 FREETOWN RD #8,RAYMOND,NH,03077,ALEXANDRA MOREAU,(603) 663-2557,02/01/21,01/31/22,,Rockingham
03724,Laboratory,,ELLIOT COUMADIN CLINIC @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,03053,ALEXANDRA MOREAU,(603) 663-2557,05/01/21,04/30/22,,ROCKINGHAM
