License Number,TYPE,Facility Name,Address,City,State,Zip Code,Phone Number,Capacity,County
4316,Non-Emergency Walk-In Care Center,CHARLESTOWN HEALTH CENTER,250 CEDA ROAD,CHARLESTOWN,NH,3603,(603) 826-5711,,Sullivan
4320,Non-Emergency Walk-In Care Center,CLEARCHOICE MD-CMC URGENT CARE,558 MAST ROAD,GOFFSTOWN,NH,3045,(603) 232-1790,,Hillsborough
4326,Non-Emergency Walk-In Care Center,CLEARCHOICE MD-CMC URGENT CARE-HOOKSETT,7 CINEMAGIC WAY,HOOKSETT,NH,3106,(603) 782-5112,,Merrimack
4507,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE - ALTON,24 HOMESTEAD PLACE,Alton,NH,3809,(603) 822-4713,,Belknap
4508,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE - BELMONT,96 DANIEL WEBSTER HWY,Belmont,NH,3220,(603) 267-0656,,Belknap
4509,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE-EPPING,1 BEEHIVE DRIVE,Epping,NH,3042,(603) 734-9292,,Rockingham
4510,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE-LEBANON,410 MIRACLE MILE,Lebanon,NH,3766,(603) 267-3260,,Grafton
4511,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE-PLAISTOW,127 PLAISTOW ROAD,Plaistow,NH,3865,(603) 797-9289,,Rockingham
4512,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE-PORTSMOUTH,750 LAFAYETTE ROAD,Portsmouth,NH,3801,(603) 427-8539,,Rockingham
4513,Non-Emergency Walk-In Care Center,CLEARCHOICEMD URGENT CARE-TILTON,75 LACONIA ROAD,Tilton,NH,3276,(603) 729-0050,,Belknap
3561,Non-Emergency Walk-In Care Center,CONCENTRA URGENT CARE - CONCORD,1 PILLSBURY STREET,CONCORD,NH,3301,(603) 223-2300,,MERRIMACK
3560,Non-Emergency Walk-In Care Center,CONCENTRA URGENT CARE - NASHUA,14 A BROAD STREET,NASHUA,NH,3064,(603) 889-2354,,HILLSBOROUGH
4000,Non-Emergency Walk-In Care Center,CONCENTRA URGENT CARE-MANCHESTER,1279 S WILLOW ST,MANCHESTER,NH,3103,(603) 644-3330,,Hillsborough
3889,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE,125 INDIAN ROCK RD UNIT 1,WINDHAM,NH,3087,(603) 890-6330,,ROCKINGHAM
4377,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE - BELMONT,73 DANIEL WEBSTER HIGHWAY,Belmont,NH,3220,(603) 737-0550,,Belknap
3970,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE - CONCORD,8 LOUDON ROAD,CONCORD,NH,3301,(603) 226-9000,,MERRIMACK
4375,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE - LITTLETON,551 MEADOW STREET,Littleton,NH,3561,(603) 761-3660,,Grafton
4077,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE - MERRIMACK,2 DOBSON WAY,MERRIMACK,NH,3054,(603) 471-6069,,Hillsborough
4049,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-BEDFORD,3 NASHUA RD,BEDFORD,NH,3110,(603) 472-6700,,Hillsborough
4070,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-DOVER,14 WEBB PL,DOVER,NH,3820,(603) 742-7900,,Strafford
4036,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-EXETER,1 PORTSMOUTH AVE,STRATHAM,NH,3885,(603) 772-3600,,Rockingham
4125,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-KEENE,351 WINCHESTER ST,KEENE,NH,3431,(603) 605-0654,,Cheshire
4482,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-LONDONDERRY,42 NASHUA RD,Londonderry,NH,3053,(603) 413-6800,,Rockingham
4129,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-NASHUA,565 AMHERST ST,NASHUA,NH,3063,(603) 578-3347,,Hillsborough
4171,Non-Emergency Walk-In Care Center,CONVENIENTMD URGENT CARE-PORTSMOUTH,599 LAFAYETTE RD,PORTSMOUTH,NH,3801,(603) 942-7900,,Rockingham
2702,Non-Emergency Walk-In Care Center,CONWAY WALK-IN CARE,7 GREENWOOD AVENUE,CONWAY,NH,3818,(603) 447-3500,,CARROLL
3307,Non-Emergency Walk-In Care Center,ELLIOT URGENT CARE @ LONDONDERRY,40 BUTTRICK ROAD,LONDONDERRY,NH,3053,(603) 552-1550,,ROCKINGHAM
4276,Non-Emergency Walk-In Care Center,ELLIOT URGENT CARE AT BEDFORD,25 LEAVY DR,BEDFORD,NH,3110,(603) 472-1772,,Hillsborough
3713,Non-Emergency Walk-In Care Center,ELLIOT URGENT CARE AT RIVER'S EDGE,185 QUEEN CITY AVENUE,MANCHESTER,NH,3101,(603) 663-4211,,HILLSBOROUGH
4037,Non-Emergency Walk-In Care Center,EXPRESS MED AT SALEM LLC,159 NORTH BROADWAY,SALEM,NH,3079,(603) 898-0961,,Rockingham
4212,Non-Emergency Walk-In Care Center,EXPRESSMED LLC,39 KOSCIUZKO ST,MANCHESTER,NH,3101,(603) 627-8053,,Hillsborough
3866,Non-Emergency Walk-In Care Center,EXPRESSMED-MANCHESTER,1 HIGHLANDER WAY,MANCHESTER,NH,3103,(603) 625-2622,,HILLSBOROUGH
3270,Non-Emergency Walk-In Care Center,"HEALTH STOP, INC",228 DANIEL WEBSTER HWY,NASHUA,NH,3060,(603) 888-9200,,HILLSBOROUGH
3853,Non-Emergency Walk-In Care Center,IMMEDIATE CARE OF SO NH @ PELHAM,33 WINDHAM ROAD,PELHAM,NH,3076,(603) 577-2273,,HILLSBOROUGH
3955,Non-Emergency Walk-In Care Center,IMMEDIATE CARE OF SO NH-NASHUA,112 SPIT BROOK ROAD,NASHUA,NH,3062,(603) 577-2273,,HILLSBOROUGH
3519,Non-Emergency Walk-In Care Center,IMMEDIATE CARE OF SOUTHERN NH,29 NORTHWEST BLVD,NASHUA,NH,3063,(603) 577-2273,,Hillsborough
3764,Non-Emergency Walk-In Care Center,IMMEDIATE CARE OF SOUTHERN NH-HUDSON,300 DERRY ROAD,HUDSON,NH,3051,(603) 577-2273,,HILLSBOROUGH
4345,Non-Emergency Walk-In Care Center,LITTLETON URGENT CARE,600 ST JOHNSBURY RD,LITTLETON,NH,3561,(603) 444-9294,,Grafton
4223,Non-Emergency Walk-In Care Center,MED CHECK URGENT CARE,389 TENNEY MTN. HWY HATCH PLAZA,PLYMOUTH,NH,3264,(603) 536-1120,,Grafton
3991,Non-Emergency Walk-In Care Center,MINUTECLINIC DIAGNOSTIC OF NEW HAMPSHIRE LLC #6596,321A LAFAYETTE RD,Hampton,NH,3842,(866) 389-2727,,Rockingham
3997,Non-Emergency Walk-In Care Center,"MINUTECLINIC DIAGNOSTIC OF NEW HAMPSHIRE, LLC #2257",271 MAMMOTH RD,MANCHESTER,NH,3109,(866) 389-2727,,Hillsborough
3982,Non-Emergency Walk-In Care Center,MINUTECLINIC DIAGNOSTIC OF NH LLC #1004,512 SOUTH BROADWAY,SALEM,NH,3079,(866) 389-2727,,ROCKINGHAM
3986,Non-Emergency Walk-In Care Center,MINUTECLINIC DIAGNOSTIC OF NH LLC (#1003),214 DANIEL WEBSTER HIGHWAY,NASHUA,NH,3060,(866) 389-2727,,Hillsborough
3978,Non-Emergency Walk-In Care Center,MINUTECLINIC DIAGNSOTIC OF NH LLC #0841,4 HALL STREET,CONCORD,NH,3301,(603) 389-2727,,MERRIMACK
4411,Non-Emergency Walk-In Care Center,MOBILE HEALTH CLINIC,172 KINSLEY ST,Nashua,NH,3060,(603) 579-5665,,Hillsborough
2132,Non-Emergency Walk-In Care Center,NEWPORT HEALTH CENTER,11 JOHN STARK HIGHWAY,NEWPORT,NH,3773,(603) 863-4100,,SULLIVAN
3926,Non-Emergency Walk-In Care Center,PARKLAND URGENT CARE AT STILES RD,31 STILES ROAD STE 1100,SALEM,NH,3079,(603) 421-2100,,ROCKINGHAM
3953,Non-Emergency Walk-In Care Center,SACO RIVER MEDICAL GROUP-GLEN,15 US RTE 302 STE 1,GLEN,NH,3838,(603) 383-3005,,CARROLL
3992,Non-Emergency Walk-In Care Center,ST JOSEPH HOSPITAL MILFORD MEDICAL CENTER,442 NASHUA ST,MILFORD,NH,3055,(603) 673-5623,,Hillsborough
3739,Non-Emergency Walk-In Care Center,URGENT CARE AT BEDFORD MEDICAL PARK,5 WASHINGTON PLACE,BEDFORD,NH,3110,(603) 314-4567,,HILLSBOROUGH
4092,Non-Emergency Walk-In Care Center,URGENT CARE AT VALLEY REGIONAL,243 ELM ST,CLAREMONT,NH,3743,(603) 542-7771,,Sullivan
3197,Non-Emergency Walk-In Care Center,WALK - IN CARE AT MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-5461,,CARROLL
3056,Non-Emergency Walk-In Care Center,WALK-IN SERVICES,60 COMMERCIAL STREET,CONCORD,NH,3301,(603) 230-1200,,MERRIMACK
4487,Non-Emergency Walk-In Care Center,WENTWORTH DOUGLASS WENTWORTH HEALTH PARTNERS,67 CORPORTATE DR BLDG A,Portsmouth,NH,3801,(603) 610-8051,,Rockingham
3497,Non-Emergency Walk-In Care Center,WENTWORTH-DOUGLASS EXPRESS CARE,65 CALEF HIGHWAY,LEE,NH,3861,(603) 868-8500,,Belknap
4018,Non-Emergency Walk-In Care Center,WENTWORTH-DOUGLASS EXPRESS CARE,701 B CENTRAL AVE,DOVER,NH,3820,(603) 609-6700,,Strafford
4458,Nursing Home,ALPINE HEALTHCARE CENTER,298 MAIN ST,KEENE,NH,3431,(603) 352-7311,85,Cheshire
2282,Nursing Home,APPLEWOOD CENTER,8 SNOW RD,WINCHESTER,NH,3470,(603) 239-6355,72,CHESHIRE
2285,Nursing Home,BEDFORD HILLS CENTER,30 COLBY COURT,BEDFORD,NH,3110,(603) 625-6462,147,HILLSBOROUGH
4029,Nursing Home,BEDFORD NURSING AND REHABILITATION CENTER,480 DONALD ST,BEDFORD,NH,3110,(603) 627-4147,102,Hillsborough
3989,Nursing Home,BEL-AIR NURSING & REHAB CENTER,29 CENTER ST,GOFFSTOWN,NH,3045,(603) 497-4871,35,Hillsborough
89,Nursing Home,BELKNAP COUNTY NURSING HOME,30 COUNTY DRIVE,LACONIA,NH,3246,(603) 527-5410,94,BELKNAP
4459,Nursing Home,BIRCH HEALTHCARE CENTER,62 ROCHESTER HILL RD,ROCHESTER,NH,3867,(603) 335-3955,79,Strafford
4457,Nursing Home,CEDAR HEALTHCARE CENTER,188 JONES AVE,PORTSMOUTH,NH,3801,(603) 431-2530,102,Rockingham
84,Nursing Home,CHESHIRE COUNTY HOME,201 RIVER ROAD,WESTMORELAND,NH,3467,(603) 399-4912,150,CHESHIRE
2458,Nursing Home,COLONIAL HILL CENTER,62 ROCHESTER HILL RD,ROCHESTER,NH,3867,(603) 335-3955,79,STRAFFORD
2393,Nursing Home,COLONIAL POPLIN NURSING HOME,442 MAIN ST,FREMONT,NH,3044,(603) 895-3126,50,ROCKINGHAM
636,Nursing Home,COOS COUNTY NURSING HOME (BERLIN),364 CATES HILL ROAD,BERLIN,NH,3570,(603) 752-2343,100,COOS
49,Nursing Home,COOS COUNTY NURSING HOSPITAL,136 COUNTY FARM ROAD,WEST STEWARTSTOWN,NH,3597,(603) 246-3321,97,COOS
3707,Nursing Home,COUNTRY VILLAGE CENTER GENESIS HEALTHCAR,91 COUNTRY VILLAGE ROAD,LANCASTER,NH,3584,(603) 788-4735,86,Belknap
2263,Nursing Home,COURVILLE AT MANCHESTER (THE),44 WEST WEBSTER STREET,MANCHESTER,NH,3104,(603) 647-5900,76,HILLSBOROUGH
651,Nursing Home,COURVILLE AT NASHUA,22 HUNT ST,NASHUA,NH,3060,(603) 889-5450,94,Hillsborough
2283,Nursing Home,CRESTWOOD CENTER,40 CROSBY STREET,MILFORD,NH,3055,(603) 673-7061,82,HILLSBOROUGH
4367,Nursing Home,DERRY CENTER FOR REHABILITATION AND HEALTHCARE,20 CHESTER RD,Derry,NH,3038,(603) 432-3801,62,Rockingham
3933,Nursing Home,DOVER CENTER FOR HEALTH & REHABILITATION,307 PLAZA DRIVE,DOVER,NH,3820,(603) 742-2676,112,STRAFFORD
2913,Nursing Home,EDGEWOOD MANOR DBA EDGEWOOD CENTRE (THE),928 SOUTH STREET,PORTSMOUTH,NH,3801,(603) 436-0099,156,ROCKINGHAM
3404,Nursing Home,ELM WOOD CENTER AT CLAREMONT,290 HANOVER STREET,CLAREMONT,NH,3743,(603) 542-2606,68,SULLIVAN
3963,Nursing Home,EPSOM HEALTHCARE CENTER,901 SUNCOOK VALLEY HIGHWAY,EPSOM,NH,3234,(603) 736-4772,108,MERRIMACK
2448,Nursing Home,EXETER REHABILITATION CENTER,8 HAMPTON ROAD,EXETER,NH,3833,(603) 778-0531,81,ROCKINGHAM
3264,Nursing Home,FAIRVIEW NURSING HOME,203 LOWELL ROAD,HUDSON,NH,3051,(603) 882-5261,101,HILLSBOROUGH
2632,Nursing Home,GOLDEN VIEW HEALTH CARE CENTER,19 NH ROUTE 104,MEREDITH,NH,3253,(603) 279-8111,105,BELKNAP
214,Nursing Home,GRAFTON COUNTY NURSING HOME,3855 DARTMOUTH COLLEGE HIGHWAY,NORTH HAVERHILL,NH,3774,(603) 787-6971,135,GRAFTON
4450,Nursing Home,GREENBRIAR REHAB AND HEALTHCARE,55 HARRIS RD,Nashua,NH,30622145,(603) 888-1573,290,Hillsborough
4048,Nursing Home,HACKETT HILL CENTER,191 HACKETT HILL RD,MANCHESTER,NH,3102,(603) 668-8161,70,Hillsborough
3562,Nursing Home,HANOVER HILL HEALTH CARE CENTER,700 HANOVER STREET,MANCHESTER,NH,3104,(603) 627-3826,124,HILLSBOROUGH
4366,Nursing Home,HANOVER TERRACE HEALTH AND REHABILITATION CENTER,49 LYME RD,HANOVER,NH,3755,(603) 643-2854,100,Grafton
3708,Nursing Home,HARRIS HILL CENTER GENESIS HEALTHCARE,20 MAITLAND STREET,CONCORD,NH,3301,(603) 224-1319,85,MERRIMACK
577,Nursing Home,HAVENWOOD HERITAGE HEIGHTS,33 CHRISTIAN AVENUE,CONCORD,NH,3301,(603) 224-5363,115,MERRIMACK
534,Nursing Home,HILLSBORO HOUSE NURSING HOME,67 SCHOOL STREET,HILLSBORO,NH,3244,(603) 464-5561,33,HILLSBOROUGH
640,Nursing Home,HILLSBOROUGH COUNTY NURSING HOME,400 MAST ROAD,GOFFSTOWN,NH,3045,(603) 627-5540,300,HILLSBOROUGH
4350,Nursing Home,HILLSIDE VILLAGE,100 WYMAN RD,KEENE,NH,3431,(603) 283-5150,20,Cheshire
2324,Nursing Home,HOLY CROSS HEALTH CENTER,357 ISLAND POND RD,MANCHESTER,NH,3109,(603) 628-3550,40,HILLSBOROUGH
1689,Nursing Home,HUNT COMMUNITY,10 ALLDS STREET,NASHUA,NH,3060,(603) 882-6511,40,HILLSBOROUGH
4335,Nursing Home,JAFFREY REHABILITATION AND NURSING CENTER,20 PLANTATION DR,JAFFREY,NH,3452,(603) 532-8762,83,Cheshire
3706,Nursing Home,KEENE CENTER GENESIS HEALTHCARE,677 COURT STREET,KEENE,NH,3431,(603) 357-3800,106,CHESHIRE
3705,Nursing Home,LACONIA REHABILITATION CENTER,175 BLUEBERRY LANE,LACONIA,NH,3246,(603) 524-3340,120,BELKNAP
4521,Nursing Home,LAFAYETTE CENTER,93 MAIN STREET,Franconia,NH,3580,(603) 823-5502,72,Grafton
2695,Nursing Home,"LANGDON PLACE OF DOVER, A SR LIVING COMM",60 MIDDLE ROAD,DOVER,NH,3820,(603) 743-4110,30,STRAFFORD
2693,Nursing Home,LANGDON PLACE OF KEENE,136A ARCH STREET,KEENE,NH,3431,(603) 357-3902,25,CHESHIRE
3702,Nursing Home,LEBANON CENTER GENESIS HEALTHCARE,24 OLD ETNA ROAD,LEBANON,NH,3766,(603) 448-2234,110,Grafton
2122,Nursing Home,LEDGEVIEW,21 LEDGES DRIVE,LACONIA,NH,3246,(603) 366-1275,49,BELKNAP
3964,Nursing Home,MAPLE LEAF HEALTHCARE CENTER,198 PEARL STREET,MANCHESTER,NH,3104,(603) 669-1660,114,HILLSBOROUGH
3351,Nursing Home,MERRIMACK COUNTY NURSING HOME,325 DANIEL  WEBSTER HIGHWAY,BOSCAWEN,NH,3303,(603) 796-2165,290,MERRIMACK
0009A,Nursing Home,MERRIMAN HOUSE (MEMORIAL ELDER HEALTH SERVICES),3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-5461,45,CARROLL
2454,Nursing Home,MINERAL SPRINGS,1251 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-7294,87,Belknap
40,Nursing Home,MORRISON NURSING HOME,6 TERRACE STREET,WHITEFIELD,NH,3598,(603) 837-2541,57,COOS
580,Nursing Home,MOUNT CARMEL REHAB AND NURSING CENTER,235 MYRTLE ST,MANCHESTER,NH,3104,(603) 627-3811,120,HILLSBOROUGH
3701,Nursing Home,MOUNTAIN RIDGE CENTER GENESIS HEALTHCARE,7 BALDWIN STREET,FRANKLIN,NH,3235,(603) 934-2541,86,MERRIMACK
3752,Nursing Home,MOUNTAIN VIEW COMMUNITY,93 WATER VILLAGE ROAD,OSSIPEE,NH,3864,(603) 539-7511,103,Carroll
3405,Nursing Home,OCEANSIDE SKILLED NURSING & REHABILITATION,22 TUCK ROAD,HAMPTON,NH,3842,(603) 926-4551,117,ROCKINGHAM
363,Nursing Home,PEABODY HOME,24 PEABODY PLACE,FRANKLIN,NH,3235,(603) 934-3718,13,MERRIMACK
2287,Nursing Home,PHEASANT WOOD CENTER,50 PHEASANT ROAD,PETERBOROUGH,NH,3458,(603) 924-7267,99,HILLSBOROUGH
3990,Nursing Home,PLEASANT VALLEY NURSING CENTER,8 PEABODY RD,DERRY,NH,3038,(603) 434-1566,112,Rockingham
4520,Nursing Home,PLEASANT VIEW CENTER,239 PLEASANT ST,Concord,NH,3301,(603) 224-6561,174,Merrimack
1817,Nursing Home,PRESIDENTIAL OAKS,200 PLEASANT STREET,CONCORD,NH,3301,(603) 225-6644,85,MERRIMACK
3700,Nursing Home,RIDGEWOOD CENTER GENESIS HEALTHCARE,25 RIDGEWOOD ROAD,BEDFORD,NH,3110,(603) 623-8805,148,HILLSBOROUGH
2275,Nursing Home,RIVERMEAD,300 RIVERMEAD RD,PETERBOROUGH,NH,3458,(603) 924-0062,12,Belknap
185,Nursing Home,RIVERSIDE REST HOME,276 COUNTY FARM ROAD,DOVER,NH,3820,(603) 742-1348,215,Belknap
4098,Nursing Home,RIVERSIDE REST HOME-HYDER HOSPICE UNIT,285 COUNTY FARM RD,DOVER,NH,3820,(603) 742-1348,14,Strafford
2112,Nursing Home,RIVERWOODS AT EXETER,15 RIVERWOODS DRIVE,EXETER,NH,3833,(603) 772-4700,39,ROCKINGHAM
4434,Nursing Home,RIVERWOODS DURHAM,20 STONE QUARRY DR,Durham,NH,3824,(603) 590-4073,12,Strafford
3093,Nursing Home,RIVERWOODS MANCHESTER,100 ALLIANCE WAY,MANCHESTER,NH,3102,(603) 645-6500,9,HILLSBOROUGH
4123,Nursing Home,ROCHESTER MANOR,40 WHITEHALL RD,ROCHESTER,NH,3867,(603) 332-7711,108,Strafford
105,Nursing Home,ROCKINGHAM COUNTY NURSING HOME,117 NORTH ROAD,BRENTWOOD,NH,3833,(603) 679-5335,226,ROCKINGHAM
2630,Nursing Home,SALEMHAVEN NURSING HOME,23 GEREMONTY DRIVE,SALEM,NH,3079,(603) 893-5586,110,ROCKINGHAM
403,Nursing Home,ST ANN REHABILITATION AND NURSING CENTER,195 DOVER POINT ROAD,DOVER,NH,3820,(603) 742-2612,54,STRAFFORD
223,Nursing Home,ST FRANCIS REHAB AND NURSING CENTER,406 COURT ST,LACONIA,NH,3246,(603) 524-0466,51,BELKNAP
2470,Nursing Home,ST JOSEPH RESIDENCE,495 MAMMOTH ROAD,MANCHESTER,NH,3104,(603) 668-6011,22,HILLSBOROUGH
581,Nursing Home,ST TERESA REHAB AND NURSING CENTER,519 BRIDGE ST,MANCHESTER,NH,3104,(603) 668-2373,51,HILLSBOROUGH
503,Nursing Home,ST VINCENT DE PAUL REHAB & NURSING CTR,29 PROVIDENCE AVENUE,BERLIN,NH,3570,(603) 752-1820,80,COOS
88,Nursing Home,SULLIVAN COUNTY HEALTH CARE,5 NURSING HOME DRIVE,UNITY,NH,3743,(603) 542-9511,156,Sullivan
3620,Nursing Home,THE BOULDERS AT RIVERWOODS,6 TIMBER LANE,EXETER,NH,3833,(603) 772-4700,16,ROCKINGHAM
2284,Nursing Home,THE ELMS CENTER,71 ELM STREET,MILFORD,NH,3055,(603) 673-2907,52,HILLSBOROUGH
3045,Nursing Home,THE HUNTINGTON AT NASHUA,55 KENT LANE,NASHUA,NH,3062,(603) 598-1440,24,HILLSBOROUGH
3054,Nursing Home,THE RIDGE AT RIVERWOODS,6 WHITE OAK DRIVE,EXETER,NH,3833,(603) 772-4700,23,ROCKINGHAM
3965,Nursing Home,VILLA CREST NURSING & RETIREMENT,1276 HANOVER STREET,MANCHESTER,NH,3104,(603) 622-3262,126,HILLSBOROUGH
4086,Nursing Home,WARDE HEALTH CENTER,21 SEARLES RD,WINDHAM,NH,3087,(603) 890-1290,32,Rockingham
1237,Nursing Home,WEBSTER AT RYE,795 WASHINGTON RD,RYE,NH,3870,(603) 964-8144,61,ROCKINGHAM
2451,Nursing Home,WOLFEBORO BAY CENTER,39 CLIPPER DRIVE,WOLFEBORO,NH,3894,(603) 569-3950,104,CARROLL
699,Nursing Home,WOODLAWN CARE CENTER,84 PINE STREET,NEWPORT,NH,3773,(603) 863-1020,53,SULLIVAN
3194,Residential Treatment and Rehab,PETERBOROUGH PROGRAM,52 SUMMER STREET,PETERBOROUGH,NH,3458,(603) 464-3841,10,Hillsborough
2119,Residential Treatment and Rehab,ROBIN HILL FARM INC - MEREDITH HOUSE,93 PRESTON STREET,HILLSBOROUGH,NH,3244,(603) 464-5084,5,HILLSBOROUGH
1226,Residential Treatment and Rehab,ROBIN HILL FARM-BLUE HOUSE,55 DONOVAN ROAD,WEST DEERING,NH,3244,(603) 464-3841,14,Hillsborough
1226,Residential Treatment and Rehab,ROBIN HILL FARM-BLUE HOUSE,55 DONOVAN ROAD,WEST DEERING,NH,3244,(603) 464-3841,14,Hillsborough
3076,Residential Treatment and Rehab,WESTBRIDGE COMMONS,517 PINE STREET,MANCHESTER,NH,3104,(603) 606-3791,12,HILLSBOROUGH
2658,Residential Treatment and Rehab,WHITE HOUSE,63 DONOVAN ROAD,DEERING,NH,3244,(603) 464-3725,8,HILLSBOROUGH
3788,Residential Treatment and Rehab,WILTON HILL PROGRAM,165 WILTON ROAD,PETERBOROUGH,NH,3458,(603) 464-3841,5,HILLSBOROUGH
4497,Substance Use Disorder Res Treatment,BONFIRE BEHAVIORAL HEALTH,2957 MAIN STREET,Bethlehem,NH,3574,(833) 497-4457,,Grafton
4246,Substance Use Disorder Res Treatment,DISMAS HOME,102 FOURTH ST,MANCHESTER,NH,3102,(603) 782-3004,6,Hillsborough
3932,Substance Use Disorder Res Treatment,FARNUM CENTER,140 QUEEN CITY AVENUE,MANCHESTER,NH,3101,(603) 622-3020,80,HILLSBOROUGH
4133,Substance Use Disorder Res Treatment,GREEN MOUNTAIN TREATMENT CENTER,244 HIGHWATCH RD,EFFINGHAM,NH,3882,(603) 230-2448,83,Carroll
4113,Substance Use Disorder Res Treatment,HEADREST INC,14 CHURCH ST,LEBANON,NH,3766,(603) 448-4872,14,Grafton
4260,Substance Use Disorder Res Treatment,HOPE ON HAVEN HILL,326 ROCHESTER HILL RD,ROCHESTER,NH,3867,(603) 841-5353,8,Strafford
4260,Substance Use Disorder Res Treatment,HOPE ON HAVEN HILL,326 ROCHESTER HILL RD,ROCHESTER,NH,3867,(603) 841-5353,8,Strafford
3815,Substance Use Disorder Res Treatment,KEYSTONE HALL,615 AMHERST STREET,NASHUA,NH,3060,(603) 881-4848,54,HILLSBOROUGH
4517,Substance Use Disorder Res Treatment,LIBERTY HEALTH SERVICES,29 ASHLEIGH DR,Derry,NH,3038,(603) 216-0277,,Rockingham
4524,Substance Use Disorder Res Treatment,LIVE FREE RECOVERY SERVICES,881 MARLBORO RD,Keene,NH,3431,(603) 438-3276,,Cheshire
4102,Substance Use Disorder Res Treatment,NEW FREEDOM ACADEMY,367 SHAKER RD,CANTERBURY,NH,3224,(603) 505-4364,20,Merrimack
2724,Substance Use Disorder Res Treatment,PHOENIX HOUSE-DUBLIN,3 PIERCE ROAD,DUBLIN,NH,3444,(603) 563-8501,49,CHESHIRE
4139,Substance Use Disorder Res Treatment,RAY HOUSE,14 HOLY CROSS RD,FRANKLIN,NH,3235,(603) 622-3020,21,Merrimack
4192,Substance Use Disorder Res Treatment,SOBRIETY CENTERS OF NEW HAMPSHIRE,55 MAIN STREET,ANTRIM,NH,3440,(603) 808-0185,21,Hillsborough
4200,Substance Use Disorder Res Treatment,SOUTHEASTERN NH ALCOHOL AND DRUG ABUSE SERVICES,272 COUNTY FARM RD,DOVER,NH,3820,(603) 516-8160,28,Strafford
4504,Substance Use Disorder Res Treatment,THE GRANITE HOUSE 37 WEST BROADWAY,37 W BROADWAY,Derry,NH,3038,(866) 637-5288,,Rockingham
4413,Substance Use Disorder Res Treatment,THE GRANITE HOUSE SOBER LIVING LLC,35 W BROADWAY,Derry,NH,3038,(866) 453-5927,,Rockingham
4489,Substance Use Disorder Res Treatment,THE PLYMOUTH HOUSE,446 MAIN ST,PLYMOUTH,NH,3264,(603) 536-5500,,Grafton
4164,Substance Use Disorder Res Treatment,WEBSTER PLACE,27 HOLY CROSS RD,FRANKLIN,NH,3235,(603) 622-3020,42,Merrimack
4429,Substance Use Disorder Res Treatment,WESTBRIDGE COMMONS,517 PINE ST,Manchester,NH,3104,(603) 606-3791,,Hillsborough
4281,Substance Use Disorder Res Treatment,WILLOWS TRANSITIONAL LIVING PROGRAM,293 WILSON STREET 3RD FL,MANCHESTER,NH,3103,(603) 681-9441,25,Hillsborough
4282,Substance Use Disorder Res Treatment,WILLOWS TRANSITIONAL LIVING PROGRAM,15 BROOK ST,Manchester,NH,3104,(603) 641-9441,14,Hillsborough
4365,Supported Residential Care Facility,ALL AMERICAN ASSISTED LIVING AT KINGSTON,193 MAIN ST,KINGSTON,NH,3848,(603) 347-5522,112,Rockingham
4160,Supported Residential Care Facility,ALL AMERICAN ASSISTED LIVING AT LONDONDERRY,1 BUTTON DR,LONDONDERRY,NH,3053,(603) 537-9898,112,Rockingham
4484,Supported Residential Care Facility,ASSISTED LIVING@SUGARHILL,83 ROLLING WOOD DR,Wolfeboro,NH,3894,(603) 569-8485,25,Carroll
1526,Supported Residential Care Facility,AYNSLEY PLACE,80 LAKE STREET,NASHUA,NH,3060,(603) 881-4190,46,HILLSBOROUGH
4353,Supported Residential Care Facility,BEDFORD FALLS,5 CORPORATE DRIVE,BEDFORD,NH,3110,(603) 471-2555,114,Hillsborough
4354,Supported Residential Care Facility,BENCHMARK SENIOR LIVING AT NASHUA CROSSINGS,674 WEST HOLLIS ST,Nashua,NH,3062,(603) 882-2898,103,Hillsborough
4490,Supported Residential Care Facility,BOWMAN PLACE OF OLDE BEDFORD,24 OLD BEDFORD RD,Bedford,NH,3110,(603) 714-7003,150,Hillsborough
