Facility Name,License Number,Capacity,Licensee,Phone Number,Email Address,Address,City,Zip Code,Date Accessed,State Facility Type 1 Literal,State
Parker Too Alh,101259,2,FRANCES REID,301-3355,franwilliams1011@yahoo.com,8140 E. 6TH AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Parson Home,101072,5,JAMES AND BARBARA PARSON,250-5769,parson78@hotmail.com,9801 SPRING HILL DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Pathways, Llc.",101143,5,"PATHWAYS, LLC.",435-3938,pathwaysllc@outlook.com; bsherbondy@msn.com,45864 INLET BREEZE,Kenai,99611,8/2/21,ASSISTED LIVING HOME,AK
"Patricia Jane'S, Llc.",101232,5,"PATRICIA JANE'S, LLC.",903-5224,patriciajanesllc@gmail.com,8501 GORDON CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Peace & Harmony Alh,100909,4,JACQUELINE D. RAMOS,230-0502,somar@ak.net,107 MATTHEW PAUL WAY,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Peace And Harmony Alh #2,200000,5,"RAYMOND RAMOS, JACQUELINE RAMOS, RAYMOND MICHAEL RAMOS, RAYMOND MARCUS RAMOS AND DAYNA WILSON",310-6434,somar@ak.net,840 JAY CIRCLE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Perpetual Help Care Center,101029,4,"PERPETUAL CARE OF AK , LLC",677-1901,perpetualcare.ak@gci.net,2531 TRISHA AVENUE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Pine Creek,361510,16,PERSONALIZED ASSISTED LIVING INC.,646-0797,erinterry91@yahoo.com,341 N. BUNN STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Pioneers' Home-Anchorage,67,169,STATE OF ALASKA,276-3414,richard.saville@alaska.gov,923 W. 11TH AVENUE,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Pioneers' Home-Fairbanks,52,91,STATE OF ALASKA,456-4372,angie.howard@alaska.gov,2221 EAGAN AVENUE,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Pioneers' Home-Juneau,66,49,STATE OF ALASKA,780-6422 (ext 213),gina.delrosario@alaska.gov,4675 GLACIER HIGHWAY,Juneau,99801,8/2/21,ASSISTED LIVING HOME,AK
Pioneers' Home-Ketchikan,60,45,STATE OF ALASKA,225-4111,sue.mickelson@alaska.gov,141 BRYANT STREET,Ketchikan,99901,8/2/21,ASSISTED LIVING HOME,AK
Pioneers' Home-Sitka,64,65,STATE OF ALASKA,747-3213,dayna.arnold@alaska.gov,120 KATLIAN STREET,Sitka,99835,8/2/21,ASSISTED LIVING HOME,AK
"Precious Care Assisted Living Facility, Llc",101012,7,"PRECIOUS CARE ASSISTED LIVING FACILITY, LLC",227-5421,preciouscare@gci.net,3773 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Primrose Retirement Community Of Wasilla,101272,56,"PRIMROSE SENIOR HOLDINGS, LLC",373-5500,tnorman@primroseretirement.com,889 N. ELKHORN DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Providence Forest View Assisted Living Care Center,100899,10,PROVIDENCE HEALTH SYSTEMS,212-4700,karen.lefler@providenc.org,3831 PIPER STREET  STE. S333,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Providence Horizon House,3,65,PROVIDENCE HEALTH SYSTEMS,261-4140,theresa.gleason@providence.org,4140 FOLKER STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Providence Horizon House-Cottages,229,25,PROVIDENCE HEALTH SYSTEMS,261-4140,theresa.gleason@providence.org,4140 FOLKER STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Quality And Quantity Care Services,100368,4,"QUALITY AND QUANTITY CARE SERVICES, LLC",229-2056,ousmanfattyhydara@yahoo.com,848 ELAINE DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Queen Victoria,100254,2,JESSICA BRUNSTING,441-2105,houghtonhill@hotmail.com,20176 CONSTITUTION DRIVE,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
Rabe Assisted Living Home,100788,5,"RABE ASSISTED LIVING HOME, LLC",727-4723,balgenorth5@aol.com,4941 ALPHA CIRCLE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Rad Home,101418,5,"RESIDENTIAL ADULTS WITH DISABILITIES, LLC.",745-1171,cblakney@outlook.com,5411 N BONNIE DR,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Ramona'S Home,100241,4,RAMONA AND JIM GODSBY,357-6906,monag@gci.net,6921 WEST WERNER DRIVE,Wasilla,99687,8/2/21,ASSISTED LIVING HOME,AK
Randel Home Care I,100471,5,THERESA AND RODRIGO MALIJAN,743-0818,randelhomecare@yahoo.com,9290 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Randel Home Care Ii,100701,5,THERESA AND RODRIGO MALIJAN,743-0818,randelhomecare@yahoo.com,7637 WINCHESTER STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Randel Home Care Iii,100702,5,THERESA AND RODRIGO MALIJAN,743-0818,randelhomecare@yahoo.com,7655 WINCHESTER STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Raven,101227,4,GENACTA IN-HOME CARE,631-3078,jeanne.owen@genacta.com,5545 S IRWIN DRIVE #4,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Raven'S View,100699,3,ELLA SAVAGE,373-2581,sibonz@hotmail.com,1051 RAINBOW PARK DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Reach - Glacier Woods,100298,5,REACH INC.,796-7235,rdriscoll@reachak.org,3514 MENDENHALL LOOP ROAD,Juneau,99801,8/2/21,ASSISTED LIVING HOME,AK
Reach - Mark Alan Home,358367,5,REACH INC.,796-7235,rdriscoll@reachak.org,1814 MARK ALAN STREET,Juneau,99801,8/2/21,ASSISTED LIVING HOME,AK
Reach - Mendenhall Woods,101089,4,REACH INC.,796-7235,rdriscoll@reachak.org,3510 MENDENHALL LOOP ROAD,Juneau,99801,8/2/21,ASSISTED LIVING HOME,AK
Reach - Steelhead,101297,5,"REACH, INC",586-8228,rdriscoll@reachak.org,4934 STEELHEAD STREET,Juneau,99801,8/2/21,ASSISTED LIVING HOME,AK
Reflection Home Care,101343,2,FLORENCE LALIA ACHWIL,,pdlhf@yahoo.com,4423 E. 6TH AVE.,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Reflective Assisted Living Home,100815,5,SUSAN TAYLOR,332-2203,susant@gci.net,9113 JEWEL TERRACE STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
"Riverquest Group Home, Inc.",101365,20,"RIVERQUEST GROUP HOME, INC.",262-9600,dpeterson@riversideassistedliving.com,399 LOVERS LANE,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Riverside Assisted Living Soldotna,101025,60,RIVERSIDE ASSISTED LIVING SOLDOTNA INC,262-9600,dpederson@riversideassistedliving.com,390 LOVERS LANE,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Rjp Home Care Services,100574,5,HARRY & REBECCA PETRIE,646-1131,reedpetrie@hotmail.com,973 SHAKESPEARE CIRCLE,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
"Robert, Diana Alh",100306,3,DIANA ROBERT & GEORGE BENZEL,344-7729/227-4871,dianalioness@yahoo.com,6610 ROUND TREE DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Robin'S Nest Alh,100933,3,DAN & ROBIN MINGO,715-7284,rcazer@mtaonline.net,7750 W. GOLDEN DRIVE,Wasilla,99623,8/2/21,ASSISTED LIVING HOME,AK
Rocking Years One,54,5,NICOLE MASSON,451-4530,rockingyears@hotmail.com,1913 JACK STREET,Fairbanks,99709,8/2/21,ASSISTED LIVING HOME,AK
Rocking Years Two,100576,10,NICOLE MASSON,388-4605,rockingyears@hotmail.com,3291 JEFFERSON DRIVE,Fairbanks,99709,8/2/21,ASSISTED LIVING HOME,AK
Rose'S Care Alh,101200,5,ROSE'S CARE ALH INC.,,rdmissig@gci.net,7500 WADE CIRCLE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Rosewood Assisted Living,101236,16,HALLELUJAH ALH LLC,258-1141,sk@anchor-house.biz; jeremiahpasi@gmail.com,3722 PARSONS AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Ruth Mingo Manor,100575,4,DAN AND ROBIN MINGO,376-0389,rcazer@mtaonline.net,602 NORTH MORIAH CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Safe Haven Assisted Living Home,101411,2,JOSHUA AND STEPHEN SATTERFIELD,338-0373,satterfieldjoshua@hotmail.com,3431 EVERGREEN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Saint James Assisted Living,101420,5,"LOTY, LLC",317-8512,beh469@yahoo.com,2200 ROOSEVELT DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Saint Pio Assisted Living Home 2,101360,2,SAINT PIO ASSISTED LIVING HOME LLC,952-1079,saintpioalh@gmail.com,2730 BRITTANY DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Saint Pio Assisted Living Home Llc,101171,5,ROBIN PORTE,952-1079,robinpentecostes@gmail.com,7924 RESURRECTION DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Saint Timothy Home I,100271,5,"SAINT TIMOTHY HOME, LLC",337-6364,sttimothyhome@gmail.com,12363 DIVISION STREET,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Saint Timothy Home Ii,283,5,"SAINT TIMOTHY HOME, LLC",337-6364,sttimothyhome@gmail.com,12371 DIVISION STREET,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Saint Timothy Home Iii,100925,4,ROMEO AND IRENE ESCALANTE,337-6364,sttimothyhome@gmail.com,11621 NIX COURT,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Sally Marie'S Alh,100707,1,SALLY SWAFFORD,222-1743,,"1545 HOYT STREET, SPACE 44",Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Sanctuary Ii Alh,101252,5,GABRIEL B JONES,884-6274,gabriel_b_jones@outlook.com,8901 LAKEHURST DRIVE UNIT A,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Santo Nino Alh,264,4,NORA & RAMIRO RIVERA,646-1341,imeldasipin@yahoo.com,2900 E. 18TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Sauda'S Helping Hands Assisted Living Home,100382,4,"SAUDA'S HELPING HANDS ASSISTED LIVING HOME, LLC",332-0263,sauda3.sah@gmail.com,1735 KATRINA CIRCLE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Scenic Manor Alh Llc,101215,5,SCENIC MANOR ALH LLC,770-5777,rmrrwn@yahoo.com,4009 SCENIC VIEW DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
"Sck Caring Hearts Alh, Llc",101105,5,"SCK CARING HEARTS ALH, LLC.",201-218-6205,maricar_jordana@yahoo.com or sckcaringhearts@yahoo,1741 FLATWATER CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Seaview Community Services Alh,359407,7,SEAVIEW COMMUNITY SERVICES,224-5257,tglanton@seaviewseward.org,1400 CHAMBERLAIN ROAD,Seward,99664,8/2/21,ASSISTED LIVING HOME,AK
Second Chance Support Services,101392,8,"SECOND CHANCE SUPPORT SERVICES, LLC.",,moluae@hotmail.com,741 IRWIN STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Second Chances,101052,4,MICHAEL ROBINSON,727-4352,robinsonfamilyzoo@gmail.com,21342 TORKELSON CIRCLE,Chugiak,99567,8/2/21,ASSISTED LIVING HOME,AK
Serene Grace Assisted Living Home,101074,5,"SERENE GRACE ASSISTED LIVING HOME, LLC.",272-4073,serenegracealh@gmail.com,3639 E. 74TH AVENUE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Serene Grace Assisted Living Home Ii,101199,5,"SERENE GRACE ASSISTED LIVING HOME, LLC.",272-4073,serenegracealh@gmail.com,7810 ALPINE VIEW CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Serenity Care Alh, Llc.",101305,4,"SERENITY CARE, LLC.",201-891-1644,serenitycarealh@yahoo.com,321 THOMAS CIRCLE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Serenity Suites,100992,5,BENI & TROY ACTON,,serenitysuitesak@yahoo.com,1540 E. 17TH AVENUE,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Serenity Suites Too,101256,5,TROY AND BENEDICTA ACTON,764-7639,serenitysuitesak@yahoo.com,4210 GALACTICA DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Shaligo Homes,101224,2,SHARON POLLARD,205-9695,shaligohomes@gmail.com,4434 E. 5TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Shambala Alh,100467,2,KELLY WILSON,868-2655,kw_tsangba@yahoo.com,8848 GLORALEE STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Sharon'S Assisted Living,100256,2,SHARON D SCOTT,868-1056,mattscott718@gmail.com,1142 E. 13TH AVENUE,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Shepherd'S Home Care,101085,3,SHEPHERDS HOME CARE LLC,332-0627,ptyrell2@msn.com,245 FIREOVED DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Shepherd'S Home Care 2,101157,5,SHEPHERDS HOME CARE LLC,268-8148,ptyrell2@msn.com,321 RAY STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Sheyla'S Place,100474,5,SHEYLA M. ROOK,727-4504,sheylarook@aol.com,3724 E. 16TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Shine Bright Care, Llc",101279,2,"SHINE BRIGHT CARE, LLC",,bkeodouangdy@shinebrightcare.com,1573 MOSS CREEK AVE.,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Shine Bright Care, Llc 2",101369,5,"SHINE BRIGHT CARE, LLC",317-9657,bkeodouangdy@shinebrightcare.com,1718 NORTH FANCIFUL PLACE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Silver Lining Alh, Llc.",101424,2,"SILVER LINING ALH, LLC.",205-0696,silverliningalh@yahoo.com,310 E 46TH AVE,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Simply Blue,101131,5,"SIMPLY BLUE, ALH, LLC",770-1179,,7035 REDHAWK CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Skyline Assisted Living Home Llc,100620,4,SKYLINE ASSISTED LIVING HOME LLC,598-1993,tanashepard@hotmail.com; skyline-alh-llc@hotmail.c,63540 SKYLINE DRIVE,Homer,99603,8/2/21,ASSISTED LIVING HOME,AK
Smith Alh,100378,3,JACKIE SMITH,376-1096,jls907ak@gmail.com,2375 E. VISION VIEW DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Snow Circle Alh, Llc",100903,5,"SNOW CIRCLE ALH, LLC",677-8562,snowcirclealh@yahoo.com,"2634 CARROLL PLACE, UNIT 1",Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Snow City Assisted Living Home,101403,5,MARINELLE MANTOJAC,,snowcirclealh@yahoo.com,2634 CARROLL PLACE UNIT B,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Southern Living Assisted Living Home, Ltd",207,5,"SOUTHERN LIVING ASSISTED LIVING HOME, LTD",349-0999/351-0411 cell,nursemate43@yahoo.com,9639 MUSKET BALL CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
St. Anne Assisted Living Home,166,4,"ST. ANNE ASSISTED LIVING HOME, INC.",336-4010,saintannealh@yahoo.com,9140 SHADY BAY CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
St. Anne Ii Assisted Living Home,215,5,"ST. ANNE ASSISTED LIVING HOME, INC.",336-4010,saintannealh@yahoo.com,7452 NATHAN DRIVE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
"St. Bernadette Alh, Llc",101401,5,"ST. BERNADETTE ALH, LLC",,rallanfran@aol.com,8211 MAJESTIC DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
St. Joseph Assisted Living,101427,2,DEBAND GLOBAL LLC,313-9278,masslawal@yahoo.com,13900 SPECKING AVENUE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
St. Lawrence Assisted Living Home Ii,205,5,"ST. LAWRENCE ALH, INC.",244-9267,tessergio_alh88@hotmail.com,9310 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
St. Lawrence Assisted Living Home Iii,100772,5,"ST. LAWRENCE ALH, INC.",244-9267,tessergio_alh88@hotmail.com,600 E. 120TH AVENUE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
St. Mary'S Alh #2,100566,5,TERESA GAUTHIER,929-1588,tgauthier1014@aol.com,4001 E. 3RD AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
St. Mary'S Assisted Living Home,284,5,TERESA GAUTHIER,349-0446,tgauthier1014@aol.com,441 BONNIE JEAN COURT,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
St. Paul Home Care Services Alh,100929,2,JENNIE D. TIANGGO,,stpaulhomecare@yahoo.com,3505 E. 18TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
St. Thomas Ii Alh,100720,5,FLEDZ LASTIMOSO,727-1965,fledz1966@yahoo.com,6885 TOWN AND COUNTRY PLACE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Stearns Assisted Living,100098,2,BRUCE FARNSWORTH,333-6903,whenpoetsfly@hotmail.com,3802 DEBORAH LANE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Sterling Care Group Home,100860,4,"SOUTHERN HOME CARE SERVICES, INC. DBA ALL WAYS CARING HOMECARE",262-9400,marcella.livesay@rescare.com; wendy.stroman@allwayscaring.com,48390 MOOSE RUN AVENUE,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Sterling Silver Assisted Living Home,101336,12,"STERLING SILVER ASSISTED LIVING HOME, LLC.",262-5355,sterling.silver.cares@gmail.com,39355 DUDLEY AVE.,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Strong Care Castle,101017,4,SHARON STRONG,223-6377,strongs95@yahoo.com,1533 LATOUCHE STREET,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
"Sunrise Assisted Living Facility, Llc.",101344,15,ANDREA ABENA,481-1607,andrea.abena67@yahoo.com,309 ERKSINE AVENUE,Kodiak,99615,8/2/21,ASSISTED LIVING HOME,AK
Sunrise Assisted Living Home,101062,5,MARITTE ODRON,868-1229,sunrisealh@yahoo.com,8421 GREENHILL WAY,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Sunrise Assisted Living Home Ii,101125,5,MARITTE ODRON,868-1229,sunrisealh@yahoo.com,6261 COLLINS WAY,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
"Sunrise Community Living, Llc",101296,5,"SUNRISE COMMUNITY LIVING, LLC",644-0929,jamie@sunrisealaska.org,1707 SUNRISE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Sunrise Manor Alh,227,7,PAULETTE JIMENEZ,746-7230,sunrisemanor@icloud.com,3201 SPARROW COURT,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Sunrise Mountain,101347,2,"ALL GOOD HOMES, LLC",357-3046,jennifer@allgoodhomesllc.com,6052 WEST SUNRISE ROAD,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Sunshine Haven Assisted Living Home, Llc.",101134,2,"SUNSHINE HAVEN ASSISTED LIVING HOME, LLC.",887-4416,sunshinehavenalh@gmail.com,15944 SUNSET BEND CIRCLE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Sunview Care Assisted Living Home,101270,4,SACRED HEART CARE CENTER LLC,,sunviewcare@gmail.com,9331 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Supreme Home - Bryant Circle,101084,5,"SUPREME HOME, LLC",830-6959,olohima@yahoo.com,2600 BRYANT CIRCLE UNIT A,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Supreme Home, Llc",100466,5,"SUPREME HOME, LLC",830-6959,olohima@yahoo.com,1735 MINERVA WAY,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
"Susan'S Alh,  Llc",100546,2,"SUSAN'S ASSISTED LIVING HOME, LLC",229-0496,sdweaverak@gmail.com,1506 TURPIN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Susitna Gardens Alh Llc,101381,5,REBECA JACKSON,,rebeca_jackson@yahoo.com,7451 TYONE COURT,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Sweet Success,100939,7,"SWEET SUCCESS ALH, LLC.",444-8558,sweetsuccessalh@gmail.com,2517 WEST 67TH AVENUE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
"Symphony, Alh, Llc",101335,12,"SYMPHONY, ALH, LLC",444-7650,symphonyalh@gmail.com,3201 E. TUDOR RD.,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Tanana Native Council,44,9,TANANA NATIVE COUNCIL,,elders@tananatribe.org,100 FRONT STREET,Tanana,99777,8/2/21,ASSISTED LIVING HOME,AK
Tasi Assisted Living Home,101423,5,"TASI ASSISTED LIVING HOME, LLC",203-5768,paligutanlorraine@yahoo.com,2812 W. 29TH AVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
"Tc Alh, Corp",101366,5,"TC ALH, LLC",336-9220,mcerna@gci.net,9200 APHRODITED DR,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Tender Hearts Assisted Living,101339,2,KHADDY JOBARTEH,227-7384,thejobartehs@yahoo.com,7827 STANLEY DRIVE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
"Tendo Assisted Living Home, Llc",101214,11,"TENDO ASSISTED LIVING HOME, LLC",,carolpr907@gmail.com,3500 UPLAND DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Anchor Alh,101231,2,LUSEANE TAU,929-1337,theanchoralh@gmail.com,275 CREEKSIDE STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Angelus Alh,101309,5,ANGELUS ASSISTED LIVING HOME LLC,,angelusalh@gmail.com,2220 PAXSON DR.,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Ark Of Emmanuel,100678,5,ARK OF EMMANUEL ASSISTED LIVING LLC,677-9289,randyvous75@yahoo.com,5454 EMMANUEL AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
The Ark Of Emmanuel Ii,100898,5,ARK OF EMMANUEL ASSISTED LIVING LLC,830 - 5074,randyvous75@yahoo.com,8231 MAJESTIC DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Cozy Chalet,101310,5,THE COZY CHALET ASSISTED LIVING HOME LLC,441-2994,thecozychaletalh@gmail.com,3707 MT. BLANC CIRCLE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
The Four Angels Assisted Living,101415,5,GLADYS AND JORDAN STOEBNER,,gladysstoebner@gmail.com,3713 ROBIN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Joy Of Living,101368,2,PATRICK SULLIVAN,907-230-7215,joyofliving.alh@gmail.com,3314 DICKSON RD.,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
The Manor,100,12,DEE WRIGHT,247-8748,the.manor93@gmail.com,250 HECKMAN STREET,Ketchikan,99901,8/2/21,ASSISTED LIVING HOME,AK
The Marietta House,101094,5,BONNIE & ALEX LOMMEL,,themariettahouse@gmail.com,3832 YOUNG STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
The New Creation,100477,3,SOL C. DIMAPILES,744-2759,solbaltazar88@yahoo.com,4101 NORTHWOOD DRIVE UNIT B,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
The Terrace,53,40,HOMER SENIOR CITIZENS INC.,235-7655,keren@homerseniors.com,250 HERNDON AVENUE,Homer,99603,8/2/21,ASSISTED LIVING HOME,AK
Thrive Assisted Living,101311,16,"THRIVE ASSISTED LIVING, LLC.",952-2092,rgoodroe@hopealaska.org,9435 NICKELL CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Titus Assisted Living Home,100413,1,TED & CAROL TITUS,,ted.titus@acsalaska.net,49840 EIDER DRIVE,Kenai,99611,8/2/21,ASSISTED LIVING HOME,AK
Tlc Assisted Living Home,100561,6,STEFANIE HALL,317-3768,frugalicious68@yahoo.com,1023 STATE STREET UNIT A,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Tranquility Manor Estates,100954,17,TRANQUILITY MANOR LLC,746-4220,bckorman@mtaonline.net,1950 HEMMER ROAD,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Treasures Angels,101283,2,TREASURES ANGELS INC.,929-0919,treasuresangels@yahoo.com,3307 OREGON DRIVE UNIT B,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Treasures Angels 2,101400,2,TREASURES ANGELS INC.,764-2878,treasuresangels@yahoo.com,625 MUMFORD STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Trucare Alh, Llc",101437,5,"TRUCARE ALH, LLC",644-1005,trucare.alh@gmail.com,9300 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
True Love Assisted Living Home,100786,5,"TRUE LOVE ASSISTED LIVING HOME, LLC",306-2522,truelove@gci.net,8340 NORTHWOOD STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
True Love Too Alh,100876,5,"TRUE LOVE ASSISTED LIVING HOME, LLC",306-2522,truelove@gci.net,2729 BELUGA BAY CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
True North Assisted Living,101266,4,"TRUE NORTH ASSISTED LIVING, LLC",602-7142,tnalllc@gmail.com,9321 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Turnagain Assisted Living Llc,101355,5,TURNAGAIN ASSISTED LIVING LLC,884-5410,brhunte11119@gmail.com,3406 SEPPALA DRIVE UNIT B,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Twin Hearts Assisted Living For The Elderly,100593,5,ILUMINADA P AND EDUARDO FLORES,339-9328,ip_flores@yahoo.com,1331 VALLEY ST.,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Uba Alh,101290,4,SADIKU MOHAMMED,,dique75@yahoo.com,6730 E. 10TH,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Unique Assisted Living Home,101419,5,SARKU MBOGE,744-8081,sceesay16@gmail.com,1701 TAMMY AVENUE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
