Facility Name,Address,County,City,Zip Code,Phone Number,Facility ID,Licensee,License Number,Capacity,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,Ownership Type,State
Legacy At Maiden Park,749 MAIDEN LANE,Monroe,Rochester,14615,(585) 546-7275,AF0746B,"ROCHESTER OPERATING COMPANY, LLC",370-F-254,98,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Tappan Zee Manor,51 MOUNTAINVIEW AVENUE,Rockland,Nyack,10960,(845) 353-6100,AF0413B,"TZ MANOR, LLC",620-F-087,150,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Seneca Lake Terrace Assisted Living Center,3670 PRE-EMPTION ROAD COUNTY RD. #6,Ontario,Geneva,14456,(315) 789-4162,AF0550B,"SENECA LAKE TERRACE OPERATING, LLC",530-F-059,66,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Atria Bay Shore,53 OCEAN AVE.,Suffolk,Bay Shore,11706,(631) 206-1200,AF0359C,"ATR NEW YORK LH, INC.",700-S-305,116,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Sunrise At Sheepshead Bay,2211 EMMONS AVENUE,Kings,Brooklyn,11235,(718) 616-1850,AF0831A,"GWC-SHEEPSHEAD BAY, INC.",331-S-012,189,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Valley Vista Adult Home And Assisted Living Program,141 NORTH ROAD,Ulster,Highland,12528,(845) 691-7400,AF0429B,"NEW YORK SENIOR CARE IN THE VALLEY, LLC",740-F-076,89,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Faatz-Crofut Home For The Elderly,46 GRANT AVENUE,Cayuga,Auburn,13021,(315) 253-6141,AF0160A,FAATZ-CROFUT HOME FOR THE ELDERLY,050-E-006,53,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Plattduetsche Home Society,1150 HEMPSTEAD TURNPIKE,Nassau,Franklin Square,11010,(516) 352-4252,AF0362A,"PLATTDUETSCHE ALTENHEIM GESELLSCHAFT VON BROOKLYN UND UMGEGEND, INC.",400-E-028,91,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brookhaven Care Center,111 BEAVERDAM ROAD,Suffolk,Brookhaven,11719,(631) 286-2500,AF0325B,BROOKHAVEN CARE CENTER LLC,700-F-290,182,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Atria Glen Cove,146 GLEN STREET,Nassau,Glen Cove,11542,(516) 671-7008,AF0689B,"ATR NEW YORK LH, INC.",400-S-324,128,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
The Bristal At Mount Sinai,400 SUTTON COURT,Suffolk,Mount Sinai,11766,(631) 250-8989,AF0912A,"EB CARE AT MOUNT SINAI, LLC",700-S-315,157,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
St. Francis Park,5229 SOUTH PARK AVENUE,Erie,Hamburg,14075,(716) 649-1205,AF0911A,"ST. FRANCIS GERIATRIC AND HEALTHCARE SERVICES, INC.",240-S-129,36,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Park Inn Home,115-02 OCEAN PROMENADE,Queens,Rockaway Park,11694,(718) 634-3400,AF0352A,"KONIG, SAMUEL",590-F-104,181,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Sunrise Of Fleetwood,500 NORTH COLUMBUS AVENUE,Westchester,Mount Vernon,10552,(914) 667-5660,AF0815A,"SZR NEW YORK LH, INC.",800-F-995,136,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Canterbury Woods,725 RENAISSANCE DRIVE,Erie,Williamsville,14221,(716) 929-5150,AF0462A,"EPISCOPAL CHURCH HOME & AFFILIATES LIFE CARE COMMUNITY, INC.",240-S-106,32,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
The Bristal At Sayville,129 LAKELAND AVENUE,Suffolk,Sayville,11782,(631) 563-1160,AF0717A,SAYVILLE SENIOR CARE LLC,700-F-302,155,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Crimson Ridge Gardens,1 TREELINE DRIVE,Monroe,Rochester,14612,(585) 720-9310,AF0467B,"PEREGRINE PROPERTIES OF UPSTATE, LLC",370-F-226,52,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Ambassador At Scarsdale,9 SAXON WOODS ROAD,Westchester,White Plains,10605,(646) 528-0099,AF0721A,"KARP SCARSDALE, LLC",800-S-153,138,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
The New Village View Sp Llc,1 GROVE STREET,Ulster,Highland,12528,(845) 691-8399,AF0266C,THE NEW VILLAGE VIEW SP LLC,740-F-084,80,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Amber Court Of Westbury,3400 BRUSH HOLLOW ROAD,Nassau,Westbury,11590,(516) 334-3838,AF0723A,"AMBER COURT OF WESTBURY II, LLC",400-F-331,64,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Brookdale Williamsville,6076 MAIN STREET,Erie,Williamsville,14221,(716) 632-7123,AF0465A,"WILLIAMSVILLE CLARE BRIDGE OPERATOR, INC.",240-F-851,52,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
"The Eliot At Troy, Llc",2902 UPPER TIBBITS AVENUE,Rensselaer,Troy,12180,(518) 273-2040,AF0117C,"THE ELIOT AT TROY, LLC",600-F-252,155,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Willow Towers Ehp,355 PELHAM ROAD,Westchester,New Rochelle,10805,(914) 636-6565,AF0618A,"WILLOW TOWERS, INC.",800-S-131,150,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
"Glen Arden, Inc.",214 HARRIMAN DRIVE,Orange,Goshen,10924,(845) 291-7822,AF0631A,"GLEN ARDEN, INC.",540-S-003,28,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Field Of Dreams Senior Living,3260 N. 7TH STREET,Cattaraugus,Allegany,14706,(716) 543-4200,AF0906A,"OLEAN MANOR, INC.",040-F-030,140,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Inn At Menorah Park,4101 EAST GENESEE STREET,Onondaga,Syracuse,13214,(315) 446-9111,AF0838A,"JEWISH HOME OF CENTRAL NEW YORK SENIOR APARTMENTS, INC.",520-E-095,61,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brookdale Vestal West,421 PLAZA DRIVE,Broome,Vestal,13850,(607) 771-1700,AF0697A,"PAINTED POST, LLC",030-F-056,65,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
305 West End Assisted Living,305 WEST END AVENUE,New York,New York,10023,(212) 874-5000,AF0763A,305 WEST END AVENUE OPERATING LLC,420-S-393,145,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Signature Senior Living,631 FOSTER AVENUE,Kings,Brooklyn,11230,(718) 859-2400,AF0382B,"SMACF, INC.",331-F-022,199,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
River View Gardens Ny Foundation Ehp #8,4-12 49TH AVENUE,Queens,Long Island City,11101,(718) 361-8442,AF0654A,"NEW YORK FOUNDATION FOR SENIOR CITIZENS, INC.",590-S-303,46,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Green Hills Estate,1 SOUTH ROUTE 9W,Rockland,Haverstraw,10927,(845) 429-8411,AF0257B,"GREEN HILLS ESTATE, L.L.C",620-F-038,164,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Heathwood Assisted Living At Penfield,100 ELDERWOOD COURT,Monroe,Penfield,14526,(585) 425-9663,AF0676B,"HEATHWOOD ASSISTED LIVING AT PENFIELD, INC.",370-S-852,151,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
St. Columban'S On The Lake,"2546 LAKE ROAD, ROUTE 5",Chautauqua,Silver Creek,14136,(716) 934-4515,AF0555A,"ST COLUMBAN'S ON THE LAKE, HOME FOR WELL-AGED INC.",060-E-008,57,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Juniper Glen Alzheimer'S Special Care Center,8820 TRANSIT ROAD,Erie,East Amherst,14051,(716) 568-2099,AF0758A,"AMHERST CARE GROUP, LLC",240-F-894,66,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Home Of The Good Shepherd Saratoga,394-402 CHURCH STREET,Saratoga,Saratoga Springs,12866,(518) 450-7360,AF0738A,"THE CHURCH AID OF THE PROTESTANT EPISCOPAL CHURCH IN THE TOWN OF SARATOGA SPRINGS, INC.",640-E-042,105,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Elderwood Village At Fairport,7 CHARDONNAY DRIVE,Monroe,Fairport,14450,(585) 425-0210,AF0541D,"7 CHARDONNAY DRIVE OPERATING COMPANY, LLC",370-F-246,80,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Lodge At Ives Hill,1200 JEWELL DRIVE,Jefferson,Watertown,13601,(315) 681-4038,AF0694A,"THE LODGE AT IVES HILL, INC.",330-S-038,24,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Sue'S Rest,396 CANISTEO STREET,Steuben,Hornell,14843,(607) 324-3222,AF0560A,SUZANNE CODDINGTON  HUBERT CODDINGTON,690-F-019,14,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
St. Vincent De Paul Assisted Living Program,900 INTERVAL AVENUE,Bronx,Bronx,10459,(917) 645-9200,AF0699A,ST. VINCENT DE PAUL RESIDENCE,020-E-133,59,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Loudonville Assisted Living Residence,298 ALBANY SHAKER ROAD,Albany,Loudonville,12211,(518) 463-4398,AF0074B,"WESTMERE HOME FOR ADULTS, LLC",000-F-304,105,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Inn At Millbrook,560 FLINT ROAD,Dutchess,Millbrook,12545,(845) 677-8550,AF0420A,"THE FOUNTAINS OPERATING COMPANY (NY), INC.",230-F-066,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Loretto Village Apts. Enriched Housing Site #5,750 EAST BRIGHTON AVENUE,Onondaga,Syracuse,13205,(315) 492-1329,AF0178A,"LORETTO ADULT COMMUNITY, INC.",520-S-120,79,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Heathwood Assisted Living At Williamsville,815 HOPKINS ROAD,Erie,Williamsville,14221,(716) 688-0111,AF0686B,"HEATHWOOD ASSISTED LIVING AT WILLIAMSVILLE, INC.",240-F-881,115,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Woodbrook,1250 MAPLE AVENUE,Chemung,Elmira,14904,(607) 734-7741,AF0583A,"WOODBROOK ASSISTED LIVING, INC.",070-E-011,80,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brightview Lake Tappan,31 HUNT ROAD,Rockland,Orangeburg,10962,(845) 867-2333,AF0768A,"BV LAKE TAPPAN OPERATOR, LLC",620-F-097,85,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Somerset Gardens,150 SUNNYSIDE BOULEVARD,Nassau,Plainview,11803,(516) 576-3330,AF0217D,"SOMERSET GARDENS SENIOR CARE, LLC",400-S-318,160,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Harbor House,150 SOUTH STREET,Nassau,Oyster Bay,11771,(516) 624-8400,AF0808A,"OYSTER BAY SENIOR RESIDENCE, INC.",400-F-305,136,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Sunrise Of Smithtown,"30 HAUPPAUGE, ROUTE 111",Suffolk,Smithtown,11787,(631) 724-2299,AF0860A,"SZR NEW YORK LH, INC.",700-F-927,104,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Parkwood Heights Senior Living Community,1340 PARKWOOD DRIVE,Wayne,Macedon,14502,(315) 986-9100,AF0695A,PARKWOOD HEIGHTS LLC,770-S-039,49,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
"The Sentinel Of Amsterdam, Llc",10 MARKET STREET,Montgomery,Amsterdam,12010,(518) 896-0010,AF0754A,"THE SENTINEL OF AMSTERDAM, LLC",380-F-047,150,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Arbors At Islandia West,1515 VETERANS MEMORIAL HIGHWAY,Suffolk,Islandia,11749,(631) 582-3600,AF0278C,"ARCADIA MANAGEMENT, INC.",700-F-915,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Elderwood Assisted Living At Wheatfield,2600 NIAGARA FALLS BOULEVARD,Niagara,Niagara Falls,14304,(716) 731-2200,AF0691B,"2600 NIAGARA FALLS BOULEVARD AL OPERATING COMPANY, LLC",500-F-103,65,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Garnerville Home,216 RAMAPO ROAD ROUTE 202,Rockland,Garnerville,10923,(845) 241-5284,AF0252B,"GARNERVILLE HFA OPERATION & MANAGEMENT, LLC",620-F-093,39,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Madison York Home For Adults,61-80 WOODHAVEN BOULEVARD,Queens,Rego Park,11374,(718) 446-4300,AF0299B,"MADISON YORK REGO PARK, LLC",590-F-321,202,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Chelsea At Greenburgh,715 DOBBS FERRY ROAD,Westchester,Greenburgh,10607,(914) 275-0010,AF0917A,"CRP/CSH GREENBURGH OPERATOR, INC.",800-F-004,137,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Artis Senior Living Of Briarcliff Manor,553 NORTH STATE ROAD,Westchester,Briarcliff Manor,10510,(914) 800-9057,AF0915A,"ARTIS SENIOR LIVING OPERATOR OF BRIARCLIFF MANOR, LLC",800-F-002,64,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Landing Of Poughkeepsie,251 BOARDMAN ROAD,Dutchess,Poughkeepsie,12603,(845) 471-4044,AF0727B,"LANDING SENIOR CARE, LLC",230-S-005,121,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Atria Park Of Lynbrook,100 PENINSULA BOULEVARD,Nassau,Lynbrook,11563,(516) 596-2700,AF0395B,"ATR NEW YORK LH, INC.",400-F-326,140,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Loretto Ehp #1 Bernardine Apartments,417 CHURCHILL AVENUE,Onondaga,Syracuse,13205,(315) 469-7786,AF0174A,"LORETTO ADULT COMMUNITY, INC.",520-S-054,148,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Kings Adult Care Center,2255 CROPSEY AVENUE,Kings,Brooklyn,11214,(718) 266-5858,AF0205C,"KINGS ADULT CARE CENTER, LLC",331-F-281,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Peregrine Senior Living At Onondaga Hill,4701 PEREGRINE WAY,Onondaga,Syracuse,13207,(315) 469-8900,AF0761A,PEREGRINE SENIOR LIVING ONONDAGA HILL LLC,520-F-171,68,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Bristal At Holtsville,5535 EXPRESSWAY DRIVE NORTH,Suffolk,Holtsville,11742,(631) 732-2300,AF0740A,EB CARE AT FARMINGVILLE LLC,700-S-309,166,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
The Clark Manor House,318 FORT HILL AVENUE,Ontario,Canandaigua,14424,(585) 394-0965,AF0469A,THE CLARK MANOR HOUSE,530-E-002,17,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Sunrise Of East Setauket,1 SUNRISE DRIVE,Suffolk,East Setauket,11733,(631) 941-4455,AF0812B,"GWC - EAST SETAUKET, INC.",700-F-926,109,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Brookdale Niskayuna,1786 UNION STREET,Schenectady,Niskayuna,12309,(518) 346-6935,AF0869A,"WW NISKAYUNA OPERATOR, INC.",650-S-071,110,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
The Hearth At Castle Gardens,1715 CASTLE GARDENS ROAD,Broome,Vestal,13850,(607) 748-5700,AF0021A,"HEARTH MANAGEMENT, L.L.C.",030-S-044,58,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Sage Harbor At Baywinde,100 KIDD CASTLE WAY,Monroe,Webster,14580,(585) 670-7000,AF0549B,"SL SAGE HARBOR, LLC",370-F-236,88,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Inspir Carnegie Hill,1802 2ND AVENUE,New York,New York,10128,(646) 978-9040,AF0922A,"INSPIR CARNEGIE HILL, LLC",420-F-381,158,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Assisted Living At Jennings Hall,260 POWERS STREET,Kings,Brooklyn,11211,(718) 782-3390,AF0679A,ST. NICKS ALLIANCE CORP.,331-S-007,40,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Good Shepherd Village At Endwell,14 VILLAGE DRIVE,Broome,Endwell,13760,(607) 757-3100,AF0672A,"GOOD SHEPHERD VILLAGE AT ENDWELL, INC.",030-E-050,32,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Bergquist Memorial Assisted Living Residences,"4600 ROUTE 60, P.O. BOX 350",Chautauqua,Gerry,14740,(716) 985-6832,AF0448A,THE GERRY HOMES,060-E-036,32,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brookdale East Niskayuna,2861 TROY-SCHENECTADY ROAD,Schenectady,Niskayuna,12309,(518) 782-7381,AF0030A,"NISKAYUNA CLARE BRIDGE OPERATOR, INC.",650-F-101,52,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Rainier Grove At Cherry Ridge,900 CHERRY RIDGE ROAD,Monroe,Webster,14580,(585) 697-6700,AF0635A,"THE GLEN AT CHERRY RIDGE, LLC",370-F-229,87,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Glenmere At Cloverwood,ONE WHEATLEY TERRACE,Monroe,Pittsford,14534,(585) 248-1200,AF0626A,"CLOVERWOOD SENIOR LIVING, INC.",370-S-845,77,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
New Fordham Arms Assisted Living,2915 WILLIAMSBRIDGE ROAD,Bronx,Bronx,10467,(718) 655-3433,AF0248B,BRIDGEWOOD LLC,020-F-819,35,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Maryville Home For Adults,7678 COUNTY ROAD 70,Steuben,Avoca,14809,(607) 566-2368,AF0533A,SUZANNE CODDINGTON  HUBERT CODDINGTON,690-F-024,14,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Mount View Assisted Living,5465 UPPER MOUNTAIN ROAD,Niagara,Lockport,14094,(716) 433-0790,AF0726A,"MOUNT VIEW ASSISTED LIVING, INC.",500-F-105,156,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
New Broadview Home For Adults,70 FATHER CAPODANNO BOULEVARD,Richmond,Staten Island,10305,(718) 273-8900,AF0324C,"THE W GROUP AT NEW BROADVIEW, LLC",610-F-067,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Athenaeum Of Skaneateles,150 GENESEE STREET,Onondaga,Skaneateles,13152,(315) 685-1400,AF0661A,PEREGRINE PROPERTIES OF SKANEATELES LLC,520-F-159,16,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Bristal At North Woodmere,477 HUNGRY HARBOR ROAD,Nassau,North Woodmere,11581,(516) 336-2600,AF0621A,HUNGRY HARBOR CARE LLC,400-S-304,155,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
"Carlucci Homes, Inc.",516 MULLOCK ROAD,Orange,Port Jervis,12771,(914) 443-6835,AF0830A,"CARLUCCI HOMES, INC.",540-F-034,23,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Courtyards Llc,5285 SOUTH PARK AVENUE,Erie,Hamburg,14075,(716) 649-9111,AF0480B,THE COURTYARDS LLC,240-F-872,133,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Christian Fellowship House,369 SPLIT ROCK ROAD,Nassau,Syosset,11791,(516) 922-6040,AF0224A,CHRISTIAN FELLOWSHIP,400-E-264,45,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Helen Keller National Center,111 MIDDLE NECK ROAD,Nassau,Sands Point,11050,(516) 944-8900,AF0264A,HELEN KELLER SERVICES FOR THE BLIND,400-E-040,52,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Promenade At University Place,1228 WESTERN AVENUE,Albany,Albany,12203,(518) 514-9500,AF0903A,PROMENADE ALBANY LLC,000-F-315,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Park Terrace At Radisson,2981 TOWN CENTER ROAD,Onondaga,Baldwinsville,13027,(315) 638-9207,AF0596B,"PARK TERRACE OPERATING, LLC",520-F-169,65,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Willing Helpers' Home For Women,"226 WEST MADISON AVE, P.O. BOX O",Fulton,Johnstown,12095,(518) 762-7719,AF0136A,WILLING HELPERS,280-E-008,20,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
"Valley Residential Services, Inc.",161 VALLEY DRIVE,Herkimer,Herkimer,13350,(315) 219-5700,AF0719A,"VALLEY HEALTH SERVICES, INC.",320-S-001,76,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Castle Senior Living At Forest Hills,108-25 HORACE HARDING EXPRESSWAY,Queens,Forest Hills,11368,(718) 760-4600,AF0219D,"MIDWAY A.L., LLC",590-F-324,20,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Mansion At South Union,11 SOUTH UNION STREET,Washington,Cambridge,12816,(518) 677-3711,AF0081C,"ICC MANAGEMENT & CONSULTING, INC.",760-F-012,44,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Heritage Manor Of Lockport,41 LEXINGTON COURT,Niagara,Lockport,14094,(716) 433-7626,AF0587A,"HERITAGE MANAGEMENT ASSOCIATES, LLC",500-F-093,64,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Wavecrest Home For Adults,242 BEACH 20TH STREET,Queens,Far Rockaway,11691,(718) 471-5500,AF0432A,"WAVECREST HFA, INC.",590-F-301,120,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Crystal House Manor,"97 MILLS STREET, P.O. BOX 576",Dutchess,Dover Plains,12522,(845) 877-6400,AF0633A,"CRSYTAL HOUSE MANOR, INC.",230-F-272,39,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Westwood Commons Adult Home,50 UNION SQUARE BOULEVARD,Monroe,North Chili,14514,(585) 293-2060,AF0577A,"DEPAUL ADULT CARE COMMUNITIES, INC.",370-E-196,120,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
The Bristal At East Northport,760 LARKFIELD ROAD,Suffolk,East Northport,11731,(631) 858-0100,AF0682A,"ENGEL BURMAN SR. HOUSING AT EAST NORTHPORT, LLC",700-S-303,166,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
"Bayview Rest Home, Llc",143 EAST MAIN STREET,Suffolk,Babylon,11702,(631) 661-3292,AF0204B,"BAYVIEW REST HOME, LLC",700-F-908,75,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Home Of The Good Shepherd,390 CHURCH STREET,Saratoga,Saratoga Springs,12866,(518) 584-3317,AF0603B,"THE CHURCH AID OF THE PROTESTANT EPISCOPAL CHURCH IN THE TOWN OF SARATOGA SPRINGS, INC.",640-E-037,42,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
St. Michael'S Home,3 LEHMAN TERRACE,Westchester,Yonkers,10705,(914) 476-3374,AF0403A,"ST. MICHAEL'S HOME, INC.",800-E-038,60,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Elderwood Assisted Living At West Seneca,580 ORCHARD PARK ROAD,Erie,West Seneca,14224,(716) 677-4242,AF0578B,"580 ORCHARD PARK ROAD OPERATING COMPANY, LLC",240-S-119,128,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Focus Senior Living At Utica,1445 KEMBLE STREET,Oneida,Utica,13501,(315) 732-0100,AF0073B,"UTICA AH OPERATIONS ASSOCIATES, LLC",510-S-061,110,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
The Bixby Home,8342 NORTH MAIN STREET P.O. BOX 419,Seneca,Interlaken,14847,(607) 532-4488,AF0656A,"DEBORAH BIXBY, RICHARD BIXBY",680-F-010,24,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
New Monsey Park Home,15 MONSEY BOULEVARD,Rockland,Monsey,10952,(845) 356-3400,AF0330A,"ORZEL, ISRAEL",620-F-052,263,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Olsen Rest,P.O. BOX 256 366 GIBBS POND,Suffolk,Nesconset,11767,(631) 588-5676,AF0345A,"OLSEN, GEORGE JR.",700-F-223,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
