Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,4408080074,westlake.ed@sunriseseniorliving.com,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,CUYAHOGA,150,"HCP WESTLAKE OH OPCO, LLC",Residential Care Facility
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,4408080074,westlake.ed@sunriseseniorliving.com,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,CUYAHOGA,150,"SOLOMON HOLDINGS I - THE TRIANGLE, L.L.C.",Residential Care Facility
"BRIGHTSTAR SENIOR LIVING OF MASON, LLC",OHL42282,2901R,5137701778,beth.deupree@brightstarseniorliving.com,6491 READING ROAD,MASON,OH,45040,WARREN,50,"BRIGHTSTAR SENIOR LIVING OPERATIONS OF MASON, LLC",Residential Care Facility
BRISTOL PAVILLION,OHL5001289,1910R,7409472113,rbenner@nationalchurchresidences.org,444 CHERRY STREET,WAVERLY,OH,45690,PIKE,56,"WAVERLY CARE CENTER, INC.",Residential Care Facility
"BRISTOL, THE",OHL42296,2907R,6148862818,carrievelliquette@traditionsmgmt.net,7780 OLENTANGY RIVER ROAD,COLUMBUS,OH,43235,FRANKLIN,75,"WORTHINGTON HILLS SENIOR LIVING, LLC",Residential Care Facility
BROOKDALE ALLIANCE,OHL01493,2198R,3308290180,jtucker8@brookdale.com,1277 S. SAWBURG ROAD,ALLIANCE,OH,44601,STARK,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE AUSTINTOWN,OHL00405,2230R,3302701448,jgilliland3@brookdale.com,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,MAHONING,42,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE AUSTINTOWN,OHL00405,2230R,3302701448,jgilliland3@brookdale.com,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,MAHONING,42,ALTERRA HEALTHCARE CORPORATION - PARENT,Residential Care Facility
BROOKDALE AUSTINTOWN,OHL00405,2230R,3302701448,jgilliland3@brookdale.com,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,MAHONING,42,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE BARBERTON,OHL00384,2169R,3307457774,jdoyle5@brookdale.com,487 AUSTIN DRIVE,BARBERTON,OH,44203,SUMMIT,60,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE BARBERTON,OHL00384,2169R,3307457774,jdoyle5@brookdale.com,487 AUSTIN DRIVE,BARBERTON,OH,44203,SUMMIT,60,STERLING HOUSE OF CHANDLER,Residential Care Facility
BROOKDALE BARBERTON,OHL00384,2169R,3307457774,jdoyle5@brookdale.com,487 AUSTIN DRIVE,BARBERTON,OH,44203,SUMMIT,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE BARBERTON,OHL00384,2169R,3307457774,jdoyle5@brookdale.com,487 AUSTIN DRIVE,BARBERTON,OH,44203,SUMMIT,60,STERLING HOUSE OF MESA,Residential Care Facility
BROOKDALE BARBERTON,OHL00384,2169R,3307457774,jdoyle5@brookdale.com,487 AUSTIN DRIVE,BARBERTON,OH,44203,SUMMIT,60,FORTRESS OF NY,Residential Care Facility
BROOKDALE BATH,OHL00386,2181R,3306667011,oroberts@brookdale.com,101 N. CLEVELAND MASSILLON ROAD,AKRON,OH,44333,SUMMIT,80,"BROOKDALE PLACE OF BATH, LLC",Residential Care Facility
BROOKDALE BEAVERCREEK,OHL01946,2196R,9374310455,jvandijk1@brookdale.com,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,MONTGOMERY,60,PATRICK F. KENNEDY,Residential Care Facility
BROOKDALE BEAVERCREEK,OHL01946,2196R,9374310455,jvandijk1@brookdale.com,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,MONTGOMERY,60,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE BEAVERCREEK,OHL01946,2196R,9374310455,jvandijk1@brookdale.com,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,MONTGOMERY,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE BEAVERCREEK,OHL01946,2196R,9374310455,jvandijk1@brookdale.com,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,MONTGOMERY,60,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE BOWLING GREEN,OHL00858,2161R,4193545300,mruehl@brookdaleliving.com,121 NORTH WINTERGARDEN ROAD,BOWLING GREEN,OH,43402,WOOD,104,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE BUCK CREEK,OHL01924,2135R,9373900432,rdoran@brookdale.com,3270 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,CLARK,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE BUCK CREEK,OHL01924,2135R,9373900432,rdoran@brookdale.com,3270 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,CLARK,60,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE CAMELOT MEDINA,OHL40033,2357R,3307235825,jfreeman22@brookdale.com,49A LEISURE LANE,MEDINA,OH,44256,MEDINA,150,EMERITUS CORPORATION,Residential Care Facility
BROOKDALE CAMELOT MEDINA,OHL40033,2357R,3307235825,jfreeman22@brookdale.com,49A LEISURE LANE,MEDINA,OH,44256,MEDINA,150,"SUMMERVILLE AT CAMELOT PLACE, LLC",Residential Care Facility
BROOKDALE CANTON,OHL01494,2197R,3304791121,cadolph@brookdale.com,1119 PERRY DRIVE NW,CANTON,OH,44708,STARK,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE CANTON,OHL01494,2197R,3304791121,cadolph@brookdale.com,1119 PERRY DRIVE NW,CANTON,OH,44708,STARK,50,ALTERRA HEALTHCARE CORPORATION - PARENT,Residential Care Facility
BROOKDALE CENTENNIAL PARK,OHL01932,2154R,9378328500,cduckworth@brookdale.com,350 UNION BOULEVARD,ENGLEWOOD,OH,45322,MONTGOMERY,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE ENGLEWOOD,OHL01929,2145R,9378369617,sjackson1@brookdale.com,95 WEST WENGER ROAD,ENGLEWOOD,OH,45322,MONTGOMERY,75,"BROOKDALE OF ENGLEWOOD, LLC",Residential Care Facility
BROOKDALE FINDLAY,OHL00841,2104R,4194234440,ahess@brookdale.com,725 FOX RUN ROAD,FINDLAY,OH,45840,HANCOCK,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE FINNEYTOWN,OHL01970,2267R,5137295233,locull@brookdale.com,9101 WINTON ROAD,CINCINNATI,OH,45231,HAMILTON,121,BROOKDALE PLACE AT FINNEYTOWN LLC,Residential Care Facility
BROOKDALE GREENVILLE,OHL01925,2136R,9375486800,sbaker48@brookdale.com,1401 NORTH BROADWAY,GREENVILLE,OH,45331,DARKE,96,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE GREENVILLE,OHL01925,2136R,9375486800,sbaker48@brookdale.com,1401 NORTH BROADWAY,GREENVILLE,OH,45331,DARKE,96,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE GREENVILLE,OHL01925,2136R,9375486800,sbaker48@brookdale.com,1401 NORTH BROADWAY,GREENVILLE,OH,45331,DARKE,96,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE KENWOOD,OHL01927,2143R,5137459292,srieger@brookdale.com,9090 MONTGOMERY ROAD,CINCINNATI,OH,45242,HAMILTON,95,BROOKDALE PLACE AT KENWOOD LLC,Residential Care Facility
BROOKDALE KETTERING,OHL01899,2078R,9374270060,tbolin1@brookdaleliving.com,280 WALDEN WAY,DAYTON,OH,45440,MONTGOMERY,83,"GFB INVESTORS, LLC",Residential Care Facility
BROOKDALE KETTERING,OHL01899,2078R,9374270060,tbolin1@brookdaleliving.com,280 WALDEN WAY,DAYTON,OH,45440,MONTGOMERY,83,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE KETTERING,OHL01899,2078R,9374270060,tbolin1@brookdaleliving.com,280 WALDEN WAY,DAYTON,OH,45440,MONTGOMERY,83,"FIRST WINTHCOP, CORP.",Residential Care Facility
BROOKDALE KETTERING,OHL01899,2078R,9374270060,tbolin1@brookdaleliving.com,280 WALDEN WAY,DAYTON,OH,45440,MONTGOMERY,83,"TOM STAPLES, CEO",Residential Care Facility
BROOKDALE KETTERING,OHL01899,2078R,9374270060,tbolin1@brookdaleliving.com,280 WALDEN WAY,DAYTON,OH,45440,MONTGOMERY,83,BROOKSTEAD ASSOCIATES,Residential Care Facility
BROOKDALE LAKEVIEW CROSSING,OHL01186,2187R,6148365990,cdantonio@brookdale.com,4000 LAKEVIEW CROSSING,GROVEPORT,OH,43125,FRANKLIN,99,"BD LAKEVIEW CROSSING OPCO, LLC",Residential Care Facility
BROOKDALE LAKEVIEW CROSSING,OHL01186,2187R,6148365990,cdantonio@brookdale.com,4000 LAKEVIEW CROSSING,GROVEPORT,OH,43125,FRANKLIN,99,"SUMMERVILLE AT LAKEVIEW, LLC",Residential Care Facility
BROOKDALE MARYSVILLE,OHL41407,2569R,9377387342,katti.farmer@brookdale.com,1565 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,101,"THE HALCYON MANAGEMENT CO, LLC",Residential Care Facility
BROOKDALE MARYSVILLE,OHL41407,2569R,9377387342,katti.farmer@brookdale.com,1565 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,101,EMERITUS CORPORATION,Residential Care Facility
BROOKDALE MEDINA SOUTH,OHL03206,2319R,3307230110,barbara.berndt@brookdale.com,100 HIGH POINT DRIVE,MEDINA,OH,44256,MEDINA,110,"BD MEDINA SOUTH OPCO, LLC",Residential Care Facility
BROOKDALE MEDINA SOUTH,OHL03206,2319R,3307230110,barbara.berndt@brookdale.com,100 HIGH POINT DRIVE,MEDINA,OH,44256,MEDINA,110,"INN AT MEDINA LLC, THE",Residential Care Facility
BROOKDALE MENTOR,OHL00419,2252R,4403545499,mkegley@brookdale.com,5700 EMERALD COURT,MENTOR,OH,44060,LAKE,116,SUMMERVILLE SENIOR LIVING,Residential Care Facility
BROOKDALE MENTOR,OHL00419,2252R,4403545499,mkegley@brookdale.com,5700 EMERALD COURT,MENTOR,OH,44060,LAKE,116,"SUMMERVILLE AT MENTOR, LLC",Residential Care Facility
BROOKDALE MONTROSE,OHL499881,2370R,3306667373,andrea.baltes@brookdale.com,100 BROOKMONT ROAD,AKRON,OH,44333,SUMMIT,69,"CMCP-MONTROSE, LLC",Residential Care Facility
BROOKDALE MOUNT VERNON,OHL39981,2354R,7403928245,abranham@brookdale.com,1615 YAUGER ROAD,MOUNT VERNON,OH,43050,KNOX,110,"SUMMERVILLE AT HILLEN VALE, LLC",Residential Care Facility
BROOKDALE MOUNT VERNON,OHL39981,2354R,7403928245,abranham@brookdale.com,1615 YAUGER ROAD,MOUNT VERNON,OH,43050,KNOX,110,"BD MOUNT VERNON OPCO, LLC",Residential Care Facility
BROOKDALE MUIRFIELD,OHL01190,2208R,6143363677,khoover@brookdale.com,7220 MUIRFIELD DRIVE,DUBLIN,OH,43017,FRANKLIN,100,"BLC EMERALD CROSSINGS, LLC",Residential Care Facility
BROOKDALE OAKWOOD,OHL01884,2038R,9372941772,kpowell34@brookdale.com,1701 FAR HILLS AVENUE,DAYTON,OH,45419,MONTGOMERY,75,"BROOKDALE PLACE AT OAKWOOD, LLC",Residential Care Facility
BROOKDALE PINNACLE,OHL40832,2492R,6142771200,gary.sesco@brookdale.com,1305 LAMPLIGHTER DRIVE,GROVE CITY,OH,43123,FRANKLIN,135,"INN AT GROVE CITY LLC, THE",Residential Care Facility
BROOKDALE PIQUA,OHL01918,2132R,9377730500,sobringer@brookdale.com,1744 WEST HIGH STREET,PIQUA,OH,45356,MIAMI,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE PIQUA,OHL01918,2132R,9377730500,sobringer@brookdale.com,1744 WEST HIGH STREET,PIQUA,OH,45356,MIAMI,50,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE PIQUA,OHL01918,2132R,9377730500,sobringer@brookdale.com,1744 WEST HIGH STREET,PIQUA,OH,45356,MIAMI,50,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE SALEM,OHL01497,2214R,3303379096,kleslie@brookdale.com,1916 SOUTH LINCOLN AVENUE,SALEM,OH,44460,COLUMBIANA,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE SALEM,OHL01497,2214R,3303379096,kleslie@brookdale.com,1916 SOUTH LINCOLN AVENUE,SALEM,OH,44460,COLUMBIANA,50,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
BROOKDALE SPRINGDALE,OHL01933,2156R,5137727878,dcopeland1@brookdale.com,11320 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,HAMILTON,60,BROOKDALE SENIOR LIVING,Residential Care Facility
BROOKDALE SPRINGDALE,OHL01933,2156R,5137727878,dcopeland1@brookdale.com,11320 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,HAMILTON,60,ALTERRA HEALTHCARE CORPORATION - PARENT,Residential Care Facility
BROOKDALE SPRINGDALE,OHL01933,2156R,5137727878,dcopeland1@brookdale.com,11320 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,HAMILTON,60,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE TRILLIUM CROSSING,OHL39987,2355R,6147341000,rstonge@brookdale.com,3500 TRILLIUM CROSSING,COLUMBUS,OH,43235,FRANKLIN,120,"BROOKDALE LIVING COMMUNITIES OF OHIO-SP,LLC",Residential Care Facility
BROOKDALE TROY,OHL01909,2122R,9373355900,jfritts@brookdaleliving.com,81 SOUTH STANFIELD ROAD,TROY,OH,45373,MIAMI,75,ALTERRA HEALTHCARE CORPORATION - PARENT,Residential Care Facility
BROOKDALE TROY,OHL01909,2122R,9373355900,jfritts@brookdaleliving.com,81 SOUTH STANFIELD ROAD,TROY,OH,45373,MIAMI,75,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE WESTERVILLE,OHL01191,2215R,6149012100,jwhite9@brookdale.com,6377 COOPER ROAD,COLUMBUS,OH,43231,FRANKLIN,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
BROOKDALE WESTLAKE VILLAGE,OHL00067,1991R,4408924200,kdorsey3@brookdale.com,28460 WESTLAKE VILLAGE DRIVE,WESTLAKE,OH,44145,CUYAHOGA,60,AMERICAN RETIREMENT CORP,Residential Care Facility
BROOKDALE WESTLAKE VILLAGE,OHL00067,1991R,4408924200,kdorsey3@brookdale.com,28460 WESTLAKE VILLAGE DRIVE,WESTLAKE,OH,44145,CUYAHOGA,60,"ARC WESTLAKE VILLAGE, INC.",Residential Care Facility
BROOKDALE WESTLAKE VILLAGE,OHL41741,2649R,4408924200,kdorsey3@brookdale.com,28635 WESTLAKE VILLAGE DRIVE,WESTLAKE,OH,44145,CUYAHOGA,32,"ARC WESTLAKE VILLAGE, INC.",Residential Care Facility
BROOKDALE WICKLIFFE,OHL00396,2201R,4409432050,mchappell5@brookdale.com,30630 RIDGE ROAD,WICKLIFFE,OH,44092,LAKE,95,"BLC THE FAIRWAYS LH, LLC",Residential Care Facility
BROOKDALE WOOSTER,OHL00385,2174R,3302621615,amber.maier@brookdale.com,1615 CLEVELAND ROAD,WOOSTER,OH,44691,WAYNE,79,"BROOKDALE PLACE OF WOOSTER, LLC",Residential Care Facility
BROOKDALE WOOSTER,OHL41910,2720R,3302621615,amber.maier@brookdale.com,1613 CLEVELAND ROAD,WOOSTER,OH,44691,WAYNE,38,"BROOKDALE PLACE OF WOOSTER, LLC",Residential Care Facility
BROOKDALE ZANESVILLE,OHL01475,2091R,7404509999,sarah.vincenzo@brookdale.com,1575 BOWERS LANE,ZANESVILLE,OH,43701,MUSKINGUM,122,"BD ZANESVILLE OPCO, LLC",Residential Care Facility
BROOKDALE ZANESVILLE,OHL01475,2091R,7404509999,sarah.vincenzo@brookdale.com,1575 BOWERS LANE,ZANESVILLE,OH,43701,MUSKINGUM,122,"SUMMERVILLE AT NORTH HILLS, LLC",Residential Care Facility
BROOKLYN POINTE,OHL42138,2833R,2162305690,bpnt.adm@meridiansenior.com,4800 IDLEWOOD DRIVE,BROOKLYN,OH,44144,CUYAHOGA,100,"BROOKLYN POINTE, LLC",Residential Care Facility
BROOKWOOD PLACE,OHL00366,1516R,4192891585,kmiller@brethrencarevillage.org,1998 CENTER STREET,ASHLAND,OH,44805,ASHLAND,60,"BRETHREN CARE VILLAGE, LLC",Residential Care Facility
BROOKWOOD RETIREMENT COMMUNITY,OHL01632,1869R,5136052002,rachel.wirth@hcmg.com,12100 REED HARTMAN HIGHWAY,CINCINNATI,OH,45241,HAMILTON,120,"C. MICAH RAND, INC.",Residential Care Facility
BROOKWOOD RETIREMENT COMMUNITY,OHL01632,1869R,5136052002,rachel.wirth@hcmg.com,12100 REED HARTMAN HIGHWAY,CINCINNATI,OH,45241,HAMILTON,120,STEVEN BOYMEL,Residential Care Facility
"BROWN MEMORIAL HOME, INC",OHL50033,1058R,7404746238,ncarder@brownmemorialhome.com,158 EAST MOUND STREET,CIRCLEVILLE,OH,43113,PICKAWAY,15,BROWN MEMORIAL HOME INC,Residential Care Facility
"BROWNING MASONIC COMMUNITY, INC",OHL00886,2269R,4198784055,nfielder@ohiomasonichome.org,8883 BROWNING DRIVE,WATERVILLE,OH,43566,LUCAS,86,"BROWNING MASONIC COMMUNITY, INC.",Residential Care Facility
BUCKEYE REST HOME,OHL00670,0248R,4195479866,resthome@buckeyefamily.com,234 WEST BUCKEYE STREET,CLYDE,OH,43410,SANDUSKY,25,BUCKEYE FAMILY RESIDENTIAL CARE SERVICES INC,Residential Care Facility
BURBANK PARKE CARE CENTER,OHL41244,2544R,3306241030,amcadow@jaghealthcare.com,14976 BURBANK ROAD,BURBANK,OH,44214,WAYNE,5,"BURBANK PARKE CARE CENTER, INC.",Residential Care Facility
BURTON'S RIDGE,OHL00865,2185R,4192288412,jenna.poor@burtonsridge.com,2651 FORT AMANDA ROAD,LIMA,OH,45804,ALLEN,60,WAPAKONETA MANOR,Residential Care Facility
BURTON'S RIDGE,OHL00865,2185R,4192288412,jenna.poor@burtonsridge.com,2651 FORT AMANDA ROAD,LIMA,OH,45804,ALLEN,60,"HCF REALTY OF BURTON'S RIDGE, INC.",Residential Care Facility
BURTON'S RIDGE,OHL00865,2185R,4192288412,jenna.poor@burtonsridge.com,2651 FORT AMANDA ROAD,LIMA,OH,45804,ALLEN,60,VAN WERT MANOR,Residential Care Facility
CAMBRIDGE PLACE,OHL01347,1911R,7402555005,thitzel@cambridgeplaceal.com,1480 DEERPATH DRIVE,CAMBRIDGE,OH,43725,GUERNSEY,56,IPM CAMBRIDGE SENIOR LIVING LLC,Residential Care Facility
CAMBRIDGE PLACE,OHL01347,1911R,7402555005,thitzel@cambridgeplaceal.com,1480 DEERPATH DRIVE,CAMBRIDGE,OH,43725,GUERNSEY,56,"CAMBRIDGE ESTATES INVESTORS, LLC",Residential Care Facility
CAMPBELL PLACE,OHL01906,2106R,9375926089,pcusick@enlivant.com,356 KENT DRIVE,BELLEFONTAINE,OH,43311,LOGAN,41,CAMPBELL AID OPCO LLC,Residential Care Facility
CANAL WINCHESTER CARE CENTER,OHL42087,2805R,6148346800,craig.nelson@mmclp.com,6800 GENDER ROAD,CANAL WINCHESTER,OH,43110,FRANKLIN,40,"CANAL WINCHESTER CARE CENTER, LLC",Residential Care Facility
CANFIELD PLACE,OHL00394,2199R,3307930085,sgray1@enlivant.com,2300 CANFIELD ROAD,YOUNGSTOWN,OH,44511,MAHONING,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
CANFIELD PLACE,OHL00394,2199R,3307930085,sgray1@enlivant.com,2300 CANFIELD ROAD,YOUNGSTOWN,OH,44511,MAHONING,50,YOUNGSTOWN BG OPCO LLC,Residential Care Facility
CANFIELD PLACE,OHL00394,2199R,3307930085,sgray1@enlivant.com,2300 CANFIELD ROAD,YOUNGSTOWN,OH,44511,MAHONING,50,ALTERRA HEALTHCARE CORPORATION,Residential Care Facility
CANTON CHRISTIAN HOME,OHL01339,1618R,3304560004,mkerr@cantonchristianhome.org,"2550 CLEVELAND AVENUE, NW",CANTON,OH,44709,STARK,61,"CANTON CHRISTIAN HOME, INC.",Residential Care Facility
CANTON REGENCY,OHL02950,1875R,3304777664,kgraber@capitalseniorliving.net,4515 22ND STREET NW,CANTON,OH,44708,STARK,100,"CAPITAL SENIORLIVING-ILM-B, INC.",Residential Care Facility
CANTON REGENCY RESIDENTIAL CARE FACILITY,OHL01502,2300R,3304777664,kgraber@capitalseniorliving.net,4507 22ND STREET NW,CANTON,OH,44708,STARK,78,"CAPITAL SENIORLIVING-ILM-B, INC.",Residential Care Facility
CARDINAL COURT ALZHEIMER'S SPECIAL CARE CENTER,OHL42032,2779R,4402689180,kimberly.wilfong@sunshineret.com,18719 DRAKE ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,66,"STRONGSVILLE CARE GROUP, LLC",Residential Care Facility
CARDINAL PLACE,OHL01478,2130R,7404395710,rstephens@enlivant.com,163 MEADOW PARK DRIVE,CAMBRIDGE,OH,43725,GUERNSEY,45,CARDINAL AID OPCO LLC,Residential Care Facility
CARDINAL RETIREMENT VILLAGE,OHL00432,2273R,3309287888,eapplegate@cardinalretirement.com,171 GRAHAM RD,CUYAHOGA FALLS,OH,44223,SUMMIT,60,"CARDINAL TITAN HOLDINGS, LLC",Residential Care Facility
CARDINAL RETIREMENT VILLAGE,OHL00432,2273R,3309287888,eapplegate@cardinalretirement.com,171 GRAHAM RD,CUYAHOGA FALLS,OH,44223,SUMMIT,60,SCOT PHILLIPS,Residential Care Facility
CARDINAL RETIREMENT VILLAGE,OHL00432,2273R,3309287888,eapplegate@cardinalretirement.com,171 GRAHAM RD,CUYAHOGA FALLS,OH,44223,SUMMIT,60,DONNA PHILLIPS,Residential Care Facility
CARDINAL RETIREMENT VILLAGE,OHL00432,2273R,3309287888,eapplegate@cardinalretirement.com,171 GRAHAM RD,CUYAHOGA FALLS,OH,44223,SUMMIT,60,RV PROPERTIES LLC,Residential Care Facility
CARLIN HOUSE ASSISTED LIVING,OHL40199,2415R,7403806383,eriksten.llc@aol.com,12 CARLIN DRIVE,LOGAN,OH,43138,HOCKING,50,"ERIKSTEN, LLC",Residential Care Facility
CARLISLE PLACE,OHL00839,2099R,4195624927,carlislemail@alcco.com,1721 WHETSTONE STREET,BUCYRUS,OH,44820,CRAWFORD,41,CARLISLE AID OPCO LLC,Residential Care Facility
CARLYLE HOUSE THE,OHL41704,2634R,9372933490,bnelson@carlylehouseassistedliving.com,3490 FAR HILLS AVENUE,KETTERING,OH,45429,MONTGOMERY,111,"CARLYLE HOUSE, INC",Residential Care Facility
CARRIAGE COURT OF  WASHINGTON COURT HOUSE,OHL01153,2058R,7403333434,moliva@pathwaytoliving.com,500 NORTH GLENN AVENUE,WASHINGTON COURT HOU,OH,43160,FAYETTE,84,"WELL PATH TENANT, LLC",Residential Care Facility
CARRIAGE COURT OF  WASHINGTON COURT HOUSE,OHL01153,2058R,7403333434,moliva@pathwaytoliving.com,500 NORTH GLENN AVENUE,WASHINGTON COURT HOU,OH,43160,FAYETTE,84,"WC-WASHINGTON CH OPS, LLC",Residential Care Facility
CARRIAGE COURT OF GROVE CITY,OHL00985,1984R,6148718000,moliva@pathwaytoliving.com,2320 SONORA DRIVE,GROVE CITY,OH,43123,FRANKLIN,92,"WELL PATH TENANT, LLC",Residential Care Facility
CARRIAGE COURT OF GROVE CITY,OHL00985,1984R,6148718000,moliva@pathwaytoliving.com,2320 SONORA DRIVE,GROVE CITY,OH,43123,FRANKLIN,92,"WC-GROVE CITY OPS, LLC",Residential Care Facility
CARRIAGE COURT OF HILLIARD,OHL01196,2248R,6145297470,eohly@carriagecourthilliard.com,3570 HERITAGE CLUB DRIVE,HILLIARD,OH,43026,FRANKLIN,136,"HILLIARD SENIOR HOUSING I OPCO, LLC",Residential Care Facility
CARRIAGE COURT OF HILLIARD,OHL01196,2248R,6145297470,eohly@carriagecourthilliard.com,3570 HERITAGE CLUB DRIVE,HILLIARD,OH,43026,FRANKLIN,136,"HILLIARD ALF TRS, LLC",Residential Care Facility
CARRIAGE COURT OF KENWOOD,OHL01953,2218R,5137929697,moliva@pathwaytoliving.com,4650 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,128,"WELL PATH TENANT, LLC",Residential Care Facility
CARRIAGE COURT OF KENWOOD,OHL01953,2218R,5137929697,moliva@pathwaytoliving.com,4650 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,128,"WC-KENWOOD OPS, LLC",Residential Care Facility
CARRIAGE COURT OF LANCASTER,OHL01154,2061R,7406544422,moliva@pathwaytoliving.com,800 BECKS KNOB ROAD,LANCASTER,OH,43130,FAIRFIELD,104,"WELL PATH TENANT, LLC",Residential Care Facility
CARRIAGE COURT OF LANCASTER,OHL01154,2061R,7406544422,moliva@pathwaytoliving.com,800 BECKS KNOB ROAD,LANCASTER,OH,43130,FAIRFIELD,104,"WC-LANCASTER OPS, LLC",Residential Care Facility
CARRIAGE COURT OF MARYSVILLE,OHL01152,2054R,9376422202,moliva@pathwaytoliving.com,717 SOUTH WALNUT STREET,MARYSVILLE,OH,43040,UNION,70,"WELL PATH TENANT, LLC",Residential Care Facility
CARRIAGE COURT OF MARYSVILLE,OHL01152,2054R,9376422202,moliva@pathwaytoliving.com,717 SOUTH WALNUT STREET,MARYSVILLE,OH,43040,UNION,70,"WC-MARYSVILLE OPS, LLC",Residential Care Facility
CARRIAGE HOUSE ASSISTED LIVING,OHL01504,2283R,7402647667,jaime.herald@capitalhcn.com,3106 ST. CHARLES DRIVE,STEUBENVILLE,OH,43952,JEFFERSON,69,CAPITAL HEALTH SERVICES,Residential Care Facility
CARRIAGE HOUSE OF FISHER-TITUS,OHL00868,2191R,4196684228,crunkle@ftmc.com,175 SHADY LANE,NORWALK,OH,44857,HURON,92,FISHER-TITUS MEDICAL CENTER,Residential Care Facility
CARROLL PLACE,OHL01150,1709R,7406544529,award1@enlivant.com,"3682 DOLSON COURT, NW",CARROLL,OH,43112,FAIRFIELD,56,SPRINGS AT CARROLL AID OPCO LLC,Residential Care Facility
CEDAR LIVING AT MAYFIELD HEIGHTS,OHL42242,2881R,2162426928,derek@ariacares.com,30091 CEDAR ROAD,MAYFIELD HEIGHTS,OH,44124,CUYAHOGA,18,SONG ONE LLC,Residential Care Facility
CEDAR VILLAGE SENIOR LIVING,OHL500123,2109R,5137543100,cedarvillage-administrator@cardon.us,5467 CEDAR VILLAGE DRIVE,MASON,OH,45040,WARREN,172,"INDIANA SENIOR HOUSING HEALTH CARE PROPERTIES, INC",Residential Care Facility
CEDAR VILLAGE SENIOR LIVING,OHL500123,2109R,5137543100,cedarvillage-administrator@cardon.us,5467 CEDAR VILLAGE DRIVE,MASON,OH,45040,WARREN,172,CEDAR VILLAGE NON-PROFIT CORPORATION,Residential Care Facility
