NAME,FACID,STATEID,MCARE_ID,TELEPHONE,FAXPHONE,FACEMAIL,ABBREV,ADDRESS,FAC_CITY,FAC_ST,FAC_ZIP,FACTYPE,OPERSTDESC,CLOSEDDATE,CNTYNAME,LIC_BED_TOTAL,OPENDATE,BED_EFFECTIVE_DATE,CERT_BED_TOTAL,OWNCOMP,OWNPHONE,OWNADDR,OWNCITY,OWNST,OWNZIP,PRIMARYOWN,OWNEROFCODE
BETHANY,OHL01477,1433R,,3304927171,3304920779,jabaum@bethanynh.com,SL-R,"626 34TH STREET, NW",CANTON,OH,44709,L12,ACTIVE,,STARK,36,2/15/11,4/13/16,0,"BETHANY NURSING HOME, INC.",3304927171,626 34TH ST NW,CANTON,OH,44709,1,1
BETHANY PLACE,OHL41759,2656R,,4193345500,4193345011,bpeiffer@genacross.org,SL-R,916 NORTH STREET,FREMONT,OH,43420,L12,ACTIVE,,SANDUSKY,16,4/10/14,7/17/19,0,"LUTHERAN HOMES SOCIETY, INC.",,,,,,1,2
BETHANY VILLAGE,OHL500117,0632R,,9374366841,9374366916,lcoyle@graceworks.org,SL-R,6445 FAR HILLS AVENUE,CENTERVILLE,OH,45459,L12,ACTIVE,,MONTGOMERY,195,3/1/48,1/16/20,0,GRACEWORKS LUTHERAN SVS,9376126545,6445 FAR HILL AVENUE,DAYTON,OH,45459,1,
BICKFORD OF BEXLEY,OHL00983,1976R,,6142353900,6142351919,molly.britt@bickfordseniorliving.com,SL-R,2600 EAST MAIN STREET,BEXLEY,OH,43209,L12,ACTIVE,,FRANKLIN,75,10/1/92,10/8/02,0,SUNRISE SENIOR LIVING MANAGEMENT INC,,7902 WESTPARK DRIVE,MCLEAN,VA,22102,0,2
BICKFORD OF BEXLEY,OHL00983,1976R,,6142353900,6142351919,molly.britt@bickfordseniorliving.com,SL-R,2600 EAST MAIN STREET,BEXLEY,OH,43209,L12,ACTIVE,,FRANKLIN,75,10/1/92,10/8/02,0,"BICKFORD OF BEXLEY, LLC",,,,,,1,2
BICKFORD OF LANCASTER,OHL40602,2461R,,7406899944,9132544878,emily.lightbody@bickfordseniorliving.com,SL-R,1834 COUNTRY SIDE DRIVE,LANCASTER,OH,43130,L12,ACTIVE,,FAIRFIELD,113,11/20/06,11/20/06,0,"BICKFORD OF LANCASTER, LLC",,,,,,1,2
BICKFORD OF MIDDLETOWN,OHL41133,2534R,,9375504911,9375504920,kenetta.lawson@bickfordseniorliving.com,SL-R,4375 UNION ROAD,MIDDLETOWN,OH,45005,L12,ACTIVE,,WARREN,151,3/12/09,3/12/09,0,"BICKFORD OF MIDDLETOWN, LLC",,,,,,1,2
BICKFORD OF ROCKY RIVER,OHL00390,2190R,,4403569797,9132544878,cheyenne.wurm@bickfordseniorliving.com,SL-R,21600 DETROIT ROAD,ROCKY RIVER,OH,44116,L12,ACTIVE,,CUYAHOGA,72,5/6/98,10/8/02,0,"BICKFORD OF ROCKY RIVER, LLC",,,,,,1,2
BICKFORD OF ROCKY RIVER,OHL00390,2190R,,4403569797,9132544878,cheyenne.wurm@bickfordseniorliving.com,SL-R,21600 DETROIT ROAD,ROCKY RIVER,OH,44116,L12,ACTIVE,,CUYAHOGA,72,5/6/98,10/8/02,0,"KARRINGTON OPERATING COMPANY, INC.",6148466500,6525 NORTH HIGH ST,WORTHINGTON,OH,43085,0,2
BICKFORD OF SCIOTO,OHL00986,1994R,,6144573500,6148466549,susan.walker@bickfordseniorliving.com,SL-R,3500 RIVERSIDE DRIVE,UPPER ARLINGTON,OH,43221,L12,ACTIVE,,FRANKLIN,75,3/18/93,1/16/02,0,"BICKFORD OF SCIOTO, LLC",,,,,,1,2
BICKFORD OF SCIOTO,OHL00986,1994R,,6144573500,6148466549,susan.walker@bickfordseniorliving.com,SL-R,3500 RIVERSIDE DRIVE,UPPER ARLINGTON,OH,43221,L12,ACTIVE,,FRANKLIN,75,3/18/93,1/16/02,0,"KARRINGTON OPERATING COMPANY, INC.",6148466500,6525 NORTH HIGH ST,WORTHINGTON,OH,43085,0,2
BICKFORD OF WORTHINGTON,OHL00988,2013R,,6148466500,9132544878,matt.kelly@bickfordseniorliving.com,SL-R,6525 NORTH HIGH STREET,WORTHINGTON,OH,43085,L12,ACTIVE,,FRANKLIN,105,1/26/94,2/18/03,0,"BICKFORD OF WORTHINGTON, LLC",,,,,,1,2
BICKFORD OF WORTHINGTON,OHL00988,2013R,,6148466500,9132544878,matt.kelly@bickfordseniorliving.com,SL-R,6525 NORTH HIGH STREET,WORTHINGTON,OH,43085,L12,ACTIVE,,FRANKLIN,105,1/26/94,2/18/03,0,"KARRINGTON OPERATING COMPANY, INC.",6148466500,6525 NORTH HIGH ST,WORTHINGTON,OH,43085,0,1
BIRCH PLACE,OHL01891,1461R,,9373924318,9373924599,sandy.leedy@hcmg.com,SL-R,5280 US ROUTES 62 & 68,RIPLEY,OH,45167,L12,ACTIVE,,BROWN,32,12/15/95,10/6/13,0,"OVM INVESTMENT GROUP, LLC",,,,,,1,2
BIRCH PLACE,OHL01891,1461R,,9373924318,9373924599,sandy.leedy@hcmg.com,SL-R,5280 US ROUTES 62 & 68,RIPLEY,OH,45167,L12,ACTIVE,,BROWN,32,12/15/95,10/6/13,0,"OHIO VALLEY MANOR, INC.",9373924318,5280 STATE ROUTES 62 & 68,RIPLEY,OH,45167,0,2
BIRCHAVEN HEIGHTS,OHL50058,2383R,,4194253233,4194253070,bmundy@bvhealthsystem.org,SL-R,15100 BIRCHAVEN LANE,FINDLAY,OH,45840,L12,ACTIVE,,HANCOCK,169,5/1/03,5/25/16,0,BLANCHARD VALLEY CONTINUING CARE SERVICES,4194243000,15100 BIRCHAVEN LANE,FINDLAY,OH,45840,1,2
BLANCHARD PLACE,OHL00845,2119R,,4196739821,4196730229,bberger@enlivant.com,SL-R,825 RICHARD LANE,KENTON,OH,43326,L12,ACTIVE,,HARDIN,41,3/31/97,2/4/02,0,BLANCHARD AID OPCO LLC,,,,,,1,2
BLOOM AT LAKEWOOD,OHL00074,2014R,,2162282266,2162288811,admin@bloomatlakewood.com,SL-R,1341 MARLOWE AVENUE,LAKEWOOD,OH,44107,L12,ACTIVE,,CUYAHOGA,121,2/11/97,6/20/12,0,"BLOOMFIELD SENIOR LIVING OF LAKEWOOD, LLC",,,,,,1,2
BLUEBIRD RETIREMENT COMMUNITY,OHL41836,2682R,,7405060937,7404900599,fheckel@bluebirdretirement.com,SL-R,2260 ST RT 56 SW,LONDON,OH,43140,L12,ACTIVE,,MADISON,130,1/6/15,12/3/15,0,"BLUEBIRD RETIREMENT COMMUNITY, LLC",,,,,,1,2
BLUEBIRD RETIREMENT COMMUNITY,OHL42021,2773R,,9376456900,9376456999,fheckel@bluebirdretirement.com,SL-R,145 COLEMANS CROSSING BLVD,MARYSVILLE,OH,43040,L12,ACTIVE,,UNION,125,5/17/17,10/17/17,0,"BLUEBIRD MARYSVILLE, LLC",,,,,,1,2
BRETHREN RETIREMENT COMMUNITY,OHL500104,0543R,,9375478000,9375478096,john.warner@bhrc.org,SL-R,750 CHESTNUT STREET,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,210,10/1/48,1/1/04,0,BRETHREN'S HOME RETIREMENT COMMUNITY,9375478000,750 CHESTNUT ST,GREENVILLE,OH,45331,1,
BRIAR HILL HEALTH CAMPUS,OHL00854,1652R,,4192572421,4192572515,amber.morris@briarhillhc.com,SL-R,600 STERLING DRIVE,NORTH BALTIMORE,OH,45872,L12,ACTIVE,,WOOD,30,10/3/97,1/23/02,0,"TRILOGY HEALTHCARE OF NORTH BALTIMORE, LLC",,,,,,1,2
BRIARFIELD MANOR,OHL02955,0607R,,3302703468,3307994648,kmcguire@briarfield.net,SL-R,461 SOUTH CANFIELD-NILES ROAD,AUSTINTOWN,OH,44515,L12,ACTIVE,,MAHONING,36,3/10/94,1/30/02,0,"EDJ, LLC",,,,,,1,
BRIARWOOD THE,OHL00064,1963R,,3306881828,3306882071,licensing@providencehcm.com,SL-R,3700 ENGLEWOOD DRIVE,STOW,OH,44224,L12,ACTIVE,,SUMMIT,160,9/3/91,1/7/02,0,"BRIARWOOD LEASING, LLC",,,,,,1,2
BRIARWOOD THE,OHL00064,1963R,,3306881828,3306882071,licensing@providencehcm.com,SL-R,3700 ENGLEWOOD DRIVE,STOW,OH,44224,L12,ACTIVE,,SUMMIT,160,9/3/91,1/7/02,0,BRIARWOOD LIMITED PARTNERSHIP THE,3306881828,3700 ENLGEWOOD DR,STOW,OH,44224,0,2
BRIARWOOD VILLAGE,OHL41107,2526R,,4196782311,4196783491,administrator@briarwood-village.com,SL-R,100 DON DESCH DRIVE,COLDWATER,OH,45828,L12,ACTIVE,,MERCER,144,2/26/09,4/8/16,0,"HCF OF BRIARWOOD, INC.",,,,,,1,2
BRIDGEWAY POINTE,OHL39979,2306R,,5134184371,5134184379,amanda.dunford@uchealth.com,SL-R,165 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,L12,ACTIVE,,HAMILTON,114,7/1/00,8/1/02,0,"DRAKE DEVELOPMENT, INC.",,165 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,1,
BRIGHTON GARDENS OF WASHINGTON TOWNSHIP,OHL01954,2221R,,9374380054,9374385203,dayton.ed@sunriseseniorliving.com,SL-R,6800 PARAGON ROAD,DAYTON,OH,45459,L12,ACTIVE,,MONTGOMERY,144,11/18/98,4/3/02,0,"MARRIOTT SENIOR LIVING SERVICE, INC.",9374380054,6800 PARAGON RD,DAYTON,OH,45459,0,2
BRIGHTON GARDENS OF WASHINGTON TOWNSHIP,OHL01954,2221R,,9374380054,9374385203,dayton.ed@sunriseseniorliving.com,SL-R,6800 PARAGON ROAD,DAYTON,OH,45459,L12,ACTIVE,,MONTGOMERY,144,11/18/98,4/3/02,0,"SOLOMON HOLDINGS I- THE TRIANGLE, LLC",,,,,,0,
BRIGHTON GARDENS OF WASHINGTON TOWNSHIP,OHL01954,2221R,,9374380054,9374385203,dayton.ed@sunriseseniorliving.com,SL-R,6800 PARAGON ROAD,DAYTON,OH,45459,L12,ACTIVE,,MONTGOMERY,144,11/18/98,4/3/02,0,"HCP DAYTON OH OPCO, LLC",,,,,,0,2
BRIGHTON GARDENS OF WASHINGTON TOWNSHIP,OHL01954,2221R,,9374380054,9374385203,dayton.ed@sunriseseniorliving.com,SL-R,6800 PARAGON ROAD,DAYTON,OH,45459,L12,ACTIVE,,MONTGOMERY,144,11/18/98,4/3/02,0,"SJV 2 WASHINGTON TOWNSHIP OPCO, LLC",,250 VESEY ST,NEW YORK,NY,10281,1,2
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,,4408080074,4408080564,westlake.ed@sunriseseniorliving.com,SL-R,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,150,1/5/99,2/1/02,0,SENIOR CARE ASSOCIATES,4408080074,27819 CENTER RIDGE RD,WESTLAKE,OH,44145,0,2
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,,4408080074,4408080564,westlake.ed@sunriseseniorliving.com,SL-R,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,150,1/5/99,2/1/02,0,"SJV 2 WESTLAKE OPCO, LLC",2124172490,"BROOKFIELD PLACE, 250 VESEY ST",NEW YORK,NY,10281,1,2
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,,4408080074,4408080564,westlake.ed@sunriseseniorliving.com,SL-R,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,150,1/5/99,2/1/02,0,"HCP WESTLAKE OH OPCO, LLC",,,,,,0,2
BRIGHTON GARDENS OF WESTLAKE,OHL00403,2226R,,4408080074,4408080564,westlake.ed@sunriseseniorliving.com,SL-R,27819 CENTER RIDGE ROAD,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,150,1/5/99,2/1/02,0,"SOLOMON HOLDINGS I - THE TRIANGLE, L.L.C.",,,,,,0,
"BRIGHTSTAR SENIOR LIVING OF MASON, LLC",OHL42282,2901R,,5137701778,5137701779,beth.deupree@brightstarseniorliving.com,SL-R,6491 READING ROAD,MASON,OH,45040,L12,ACTIVE,,WARREN,50,10/8/20,10/8/20,0,"BRIGHTSTAR SENIOR LIVING OPERATIONS OF MASON, LLC",,1125 TRI-STATE PARKWAY STE 700,GURNEE,IL,60031,1,2
BRISTOL PAVILLION,OHL5001289,1910R,,7409472113,7409471854,rbenner@nationalchurchresidences.org,SL-R,444 CHERRY STREET,WAVERLY,OH,45690,L12,ACTIVE,,PIKE,56,4/6/89,11/20/06,0,"WAVERLY CARE CENTER, INC.",,,,,,1,
"BRISTOL, THE",OHL42296,2907R,,6148862818,6145058554,carrievelliquette@traditionsmgmt.net,SL-R,7780 OLENTANGY RIVER ROAD,COLUMBUS,OH,43235,L12,ACTIVE,,FRANKLIN,75,10/27/20,10/27/20,0,"WORTHINGTON HILLS SENIOR LIVING, LLC",,150 E BROAD STREET  SUITE 200,COLUMBUS,OH,43215,1,2
BROOKDALE ALLIANCE,OHL01493,2198R,,3308290180,3308215587,jtucker8@brookdale.com,SL-R,1277 S. SAWBURG ROAD,ALLIANCE,OH,44601,L12,ACTIVE,,STARK,50,6/18/98,1/14/02,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE AUSTINTOWN,OHL00405,2230R,,3302701448,3302708590,jgilliland3@brookdale.com,SL-R,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,L12,ACTIVE,,MAHONING,42,2/1/99,1/4/02,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,1,
BROOKDALE AUSTINTOWN,OHL00405,2230R,,3302701448,3302708590,jgilliland3@brookdale.com,SL-R,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,L12,ACTIVE,,MAHONING,42,2/1/99,1/4/02,0,ALTERRA HEALTHCARE CORPORATION - PARENT,,,,,,0,2
BROOKDALE AUSTINTOWN,OHL00405,2230R,,3302701448,3302708590,jgilliland3@brookdale.com,SL-R,1420 SOUH CANFIELD NILES ROAD,AUSTINTOWN,OH,44515,L12,ACTIVE,,MAHONING,42,2/1/99,1/4/02,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE BARBERTON,OHL00384,2169R,,3307457774,3308488799,jdoyle5@brookdale.com,SL-R,487 AUSTIN DRIVE,BARBERTON,OH,44203,L12,ACTIVE,,SUMMIT,60,12/11/97,2/11/03,0,ALTERRA HEALTHCARE CORPORATION,3307457774,487 AUSTIN DR,BARBERTON,OH,44203,0,2
BROOKDALE BARBERTON,OHL00384,2169R,,3307457774,3308488799,jdoyle5@brookdale.com,SL-R,487 AUSTIN DRIVE,BARBERTON,OH,44203,L12,ACTIVE,,SUMMIT,60,12/11/97,2/11/03,0,STERLING HOUSE OF CHANDLER,,2800 WEST RAY ROAD,CHANDLER,AZ,85224,0,
BROOKDALE BARBERTON,OHL00384,2169R,,3307457774,3308488799,jdoyle5@brookdale.com,SL-R,487 AUSTIN DRIVE,BARBERTON,OH,44203,L12,ACTIVE,,SUMMIT,60,12/11/97,2/11/03,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE BARBERTON,OHL00384,2169R,,3307457774,3308488799,jdoyle5@brookdale.com,SL-R,487 AUSTIN DRIVE,BARBERTON,OH,44203,L12,ACTIVE,,SUMMIT,60,12/11/97,2/11/03,0,STERLING HOUSE OF MESA,,6060 EAST ARBOR AVENUE,MESO,AZ,85206,0,
BROOKDALE BARBERTON,OHL00384,2169R,,3307457774,3308488799,jdoyle5@brookdale.com,SL-R,487 AUSTIN DRIVE,BARBERTON,OH,44203,L12,ACTIVE,,SUMMIT,60,12/11/97,2/11/03,0,FORTRESS OF NY,,,,,,0,
BROOKDALE BATH,OHL00386,2181R,,3306667011,3306651493,oroberts@brookdale.com,SL-R,101 N. CLEVELAND MASSILLON ROAD,AKRON,OH,44333,L12,ACTIVE,,SUMMIT,80,2/19/98,4/25/06,0,"BROOKDALE PLACE OF BATH, LLC",,,,,,1,2
BROOKDALE BEAVERCREEK,OHL01946,2196R,,9374310455,9374310435,jvandijk1@brookdale.com,SL-R,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,L12,ACTIVE,,MONTGOMERY,60,7/21/98,1/14/02,0,PATRICK F. KENNEDY,,,,,,0,2
BROOKDALE BEAVERCREEK,OHL01946,2196R,,9374310455,9374310435,jvandijk1@brookdale.com,SL-R,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,L12,ACTIVE,,MONTGOMERY,60,7/21/98,1/14/02,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,1,
BROOKDALE BEAVERCREEK,OHL01946,2196R,,9374310455,9374310435,jvandijk1@brookdale.com,SL-R,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,L12,ACTIVE,,MONTGOMERY,60,7/21/98,1/14/02,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE BEAVERCREEK,OHL01946,2196R,,9374310455,9374310435,jvandijk1@brookdale.com,SL-R,3839 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,L12,ACTIVE,,MONTGOMERY,60,7/21/98,1/14/02,0,ALTERRA HEALTHCARE CORPORATION,9374310455,3839 INDIAN RIPPLE RD,BEAVERCREEK,OH,45440,0,2
BROOKDALE BOWLING GREEN,OHL00858,2161R,,4193545300,4193541177,mruehl@brookdaleliving.com,SL-R,121 NORTH WINTERGARDEN ROAD,BOWLING GREEN,OH,43402,L12,ACTIVE,,WOOD,104,9/18/97,5/8/12,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE BUCK CREEK,OHL01924,2135R,,9373900432,9373902558,rdoran@brookdale.com,SL-R,3270 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,L12,ACTIVE,,CLARK,60,8/7/97,2/11/03,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE BUCK CREEK,OHL01924,2135R,,9373900432,9373902558,rdoran@brookdale.com,SL-R,3270 MIDDLE URBANA ROAD,SPRINGFIELD,OH,45502,L12,ACTIVE,,CLARK,60,8/7/97,2/11/03,0,ALTERRA HEALTHCARE CORPORATION,9373900432,3270 MIDDLE URBANA RD,SPRINGFIELD,OH,45502,0,2
BROOKDALE CAMELOT MEDINA,OHL40033,2357R,,3307235825,3307227039,jfreeman22@brookdale.com,SL-R,49A LEISURE LANE,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,150,1/3/03,1/3/03,0,EMERITUS CORPORATION,,,,,,1,
BROOKDALE CAMELOT MEDINA,OHL40033,2357R,,3307235825,3307227039,jfreeman22@brookdale.com,SL-R,49A LEISURE LANE,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,150,1/3/03,1/3/03,0,"SUMMERVILLE AT CAMELOT PLACE, LLC",,,,,,0,
BROOKDALE CANTON,OHL01494,2197R,,3304791121,3304791756,cadolph@brookdale.com,SL-R,1119 PERRY DRIVE NW,CANTON,OH,44708,L12,ACTIVE,,STARK,50,7/24/98,6/26/98,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE CANTON,OHL01494,2197R,,3304791121,3304791756,cadolph@brookdale.com,SL-R,1119 PERRY DRIVE NW,CANTON,OH,44708,L12,ACTIVE,,STARK,50,7/24/98,6/26/98,0,ALTERRA HEALTHCARE CORPORATION - PARENT,,,,,,0,2
BROOKDALE CENTENNIAL PARK,OHL01932,2154R,,9378328500,9378320056,cduckworth@brookdale.com,SL-R,350 UNION BOULEVARD,ENGLEWOOD,OH,45322,L12,ACTIVE,,MONTGOMERY,60,12/16/97,2/11/03,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE ENGLEWOOD,OHL01929,2145R,,9378369617,9378369616,sjackson1@brookdale.com,SL-R,95 WEST WENGER ROAD,ENGLEWOOD,OH,45322,L12,ACTIVE,,MONTGOMERY,75,9/29/97,4/12/02,0,"BROOKDALE OF ENGLEWOOD, LLC",,,,,,1,2
BROOKDALE FINDLAY,OHL00841,2104R,,4194234440,4194237471,ahess@brookdale.com,SL-R,725 FOX RUN ROAD,FINDLAY,OH,45840,L12,ACTIVE,,HANCOCK,50,6/15/99,1/23/02,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE FINNEYTOWN,OHL01970,2267R,,5137295233,5137295234,locull@brookdale.com,SL-R,9101 WINTON ROAD,CINCINNATI,OH,45231,L12,ACTIVE,,HAMILTON,121,11/20/00,2/1/02,0,BROOKDALE PLACE AT FINNEYTOWN LLC,,,,,,1,2
BROOKDALE GREENVILLE,OHL01925,2136R,,9375486800,9375486740,sbaker48@brookdale.com,SL-R,1401 NORTH BROADWAY,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,96,7/3/97,5/12/10,0,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",,,,,,1,2
BROOKDALE GREENVILLE,OHL01925,2136R,,9375486800,9375486740,sbaker48@brookdale.com,SL-R,1401 NORTH BROADWAY,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,96,7/3/97,5/12/10,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,1,
BROOKDALE GREENVILLE,OHL01925,2136R,,9375486800,9375486740,sbaker48@brookdale.com,SL-R,1401 NORTH BROADWAY,GREENVILLE,OH,45331,L12,ACTIVE,,DARKE,96,7/3/97,5/12/10,0,ALTERRA HEALTHCARE CORPORATION,9375486800,1401 NORTH BROADWAY,GREENVILLE,OH,45331,0,2
BROOKDALE KENWOOD,OHL01927,2143R,,5137459292,5137459666,srieger@brookdale.com,SL-R,9090 MONTGOMERY ROAD,CINCINNATI,OH,45242,L12,ACTIVE,,HAMILTON,95,6/27/97,1/28/02,0,BROOKDALE PLACE AT KENWOOD LLC,,,,,,1,2
BROOKDALE KETTERING,OHL01899,2078R,,9374270060,9374271536,tbolin1@brookdaleliving.com,SL-R,280 WALDEN WAY,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,83,4/17/97,10/8/02,0,"GFB INVESTORS, LLC",,,,,,0,2
BROOKDALE KETTERING,OHL01899,2078R,,9374270060,9374271536,tbolin1@brookdaleliving.com,SL-R,280 WALDEN WAY,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,83,4/17/97,10/8/02,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,1,2
BROOKDALE KETTERING,OHL01899,2078R,,9374270060,9374271536,tbolin1@brookdaleliving.com,SL-R,280 WALDEN WAY,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,83,4/17/97,10/8/02,0,"FIRST WINTHCOP, CORP.",,,,,,0,2
BROOKDALE KETTERING,OHL01899,2078R,,9374270060,9374271536,tbolin1@brookdaleliving.com,SL-R,280 WALDEN WAY,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,83,4/17/97,10/8/02,0,"TOM STAPLES, CEO",,,,,,0,2
BROOKDALE KETTERING,OHL01899,2078R,,9374270060,9374271536,tbolin1@brookdaleliving.com,SL-R,280 WALDEN WAY,DAYTON,OH,45440,L12,ACTIVE,,MONTGOMERY,83,4/17/97,10/8/02,0,BROOKSTEAD ASSOCIATES,9374270060,280 WALDEN WAY,DAYTON,OH,45440,0,2
BROOKDALE LAKEVIEW CROSSING,OHL01186,2187R,,6148365990,6148365978,cdantonio@brookdale.com,SL-R,4000 LAKEVIEW CROSSING,GROVEPORT,OH,43125,L12,ACTIVE,,FRANKLIN,99,5/7/98,2/18/05,0,"BD LAKEVIEW CROSSING OPCO, LLC",,"500 N HURSTBOURNE PKWY, STE 200",LOUISVILLE,KY,44002,1,2
BROOKDALE LAKEVIEW CROSSING,OHL01186,2187R,,6148365990,6148365978,cdantonio@brookdale.com,SL-R,4000 LAKEVIEW CROSSING,GROVEPORT,OH,43125,L12,ACTIVE,,FRANKLIN,99,5/7/98,2/18/05,0,"SUMMERVILLE AT LAKEVIEW, LLC",,,,,,0,2
BROOKDALE MARYSVILLE,OHL41407,2569R,,9377387342,9377387443,katti.farmer@brookdale.com,SL-R,1565 LONDON AVENUE,MARYSVILLE,OH,43040,L12,ACTIVE,,UNION,101,6/17/10,6/17/10,0,"THE HALCYON MANAGEMENT CO, LLC",,,,,,0,
BROOKDALE MARYSVILLE,OHL41407,2569R,,9377387342,9377387443,katti.farmer@brookdale.com,SL-R,1565 LONDON AVENUE,MARYSVILLE,OH,43040,L12,ACTIVE,,UNION,101,6/17/10,6/17/10,0,EMERITUS CORPORATION,,"3131 ELLIOTT AVENUE, SUITE 500",SEATTLE,WA,,1,2
BROOKDALE MEDINA SOUTH,OHL03206,2319R,,3307230110,3307231030,barbara.berndt@brookdale.com,SL-R,100 HIGH POINT DRIVE,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,110,12/5/00,11/27/13,0,"BD MEDINA SOUTH OPCO, LLC",5023579000,500 N HURSTBOURNE PKWY STE 200,LOUISVILLE,KY,40022,1,2
BROOKDALE MEDINA SOUTH,OHL03206,2319R,,3307230110,3307231030,barbara.berndt@brookdale.com,SL-R,100 HIGH POINT DRIVE,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,110,12/5/00,11/27/13,0,"INN AT MEDINA LLC, THE",,,,,,0,
BROOKDALE MENTOR,OHL00419,2252R,,4403545499,4403545422,mkegley@brookdale.com,SL-R,5700 EMERALD COURT,MENTOR,OH,44060,L12,ACTIVE,,LAKE,116,9/21/99,9/4/02,0,SUMMERVILLE SENIOR LIVING,,3000 EXECTIVE PWKY SUITE 530,SAN RAMON,CA,94583,0,
BROOKDALE MENTOR,OHL00419,2252R,,4403545499,4403545422,mkegley@brookdale.com,SL-R,5700 EMERALD COURT,MENTOR,OH,44060,L12,ACTIVE,,LAKE,116,9/21/99,9/4/02,0,"SUMMERVILLE AT MENTOR, LLC",,,,,,1,
BROOKDALE MONTROSE,OHL499881,2370R,,3306667373,3306661579,andrea.baltes@brookdale.com,SL-R,100 BROOKMONT ROAD,AKRON,OH,44333,L12,ACTIVE,,SUMMIT,69,5/1/02,6/3/14,0,"CMCP-MONTROSE, LLC",,,,,,0,
BROOKDALE MOUNT VERNON,OHL39981,2354R,,7403928245,7403928246,abranham@brookdale.com,SL-R,1615 YAUGER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,110,3/4/02,3/4/02,0,"SUMMERVILLE AT HILLEN VALE, LLC",,,,,,0,2
BROOKDALE MOUNT VERNON,OHL39981,2354R,,7403928245,7403928246,abranham@brookdale.com,SL-R,1615 YAUGER ROAD,MOUNT VERNON,OH,43050,L12,ACTIVE,,KNOX,110,3/4/02,3/4/02,0,"BD MOUNT VERNON OPCO, LLC",,500 N HURSTBOURNE PKWY STE 200,LOUISVILLE,KY,44002,1,2
BROOKDALE MUIRFIELD,OHL01190,2208R,,6143363677,6143363711,khoover@brookdale.com,SL-R,7220 MUIRFIELD DRIVE,DUBLIN,OH,43017,L12,ACTIVE,,FRANKLIN,100,3/25/99,5/8/02,0,"BLC EMERALD CROSSINGS, LLC",,,,,,1,2
