State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
ASSISTED LIVING CENTER-DIRECTED,AL7027,85940,BANNON SPRINGS ASSISTED LIVING,COUNTY ROAD 3398 LOT 30,AL7027C,VERNON,AZ,APACHE,(928)532-6649,24
ASSISTED LIVING CENTER-DIRECTED,AL5292,85253,BARTON HOUSE,7007 EAST MOUNTAIN VIEW ROAD,AL5292C,SCOTTSDALE,AZ,MARICOPA,(480)991-9912,20
ASSISTED LIVING CENTER-DIRECTED,AL7404,85253,BARTON HOUSE II,7001 EAST MOUNTAIN VIEW ROAD,AL7404C,SCOTTSDALE,AZ,MARICOPA,(480)991-9912,20
ASSISTED LIVING CENTER-DIRECTED,AL1527,85021,BEATITUDES CAMPUS OF CARE,1616  AND 1712 WEST GLENDALE AVENUE,AL1527C,PHOENIX,AZ,MARICOPA,(602)995-2611,129
ASSISTED LIVING CENTER-DIRECTED,AL11585,85364,BEE HIVE HOMES,1839 WEST 25TH STREET,AL11585C,YUMA,AZ,YUMA,(928)317-3086,13
ASSISTED LIVING CENTER-DIRECTED,AL11586,85364,BEE HIVE HOMES,1843 WEST 25TH STREET,AL11586C,YUMA,AZ,YUMA,(928)344-4932,17
ASSISTED LIVING CENTER-DIRECTED,AL6954,85925,BEE HIVE HOMES,324 EAST 1ST STREET,AL6954C,EAGAR,AZ,APACHE,(928)333-0151,16
ASSISTED LIVING CENTER-DIRECTED,AL11092,85308,BEE HIVE HOMES OF ARROWHEAD,17202 NORTH 69TH AVENUE,AL11092C,GLENDALE,AZ,MARICOPA,(623)215-7333,22
ASSISTED LIVING CENTER-DIRECTED,AL8740,85614,BEE HIVE HOMES OF GREEN VALLEY,3161 SOUTH PROSPEROUS PLACE,AL8740C,GREEN VALLEY,AZ,PIMA,(520)393-7233,40
ASSISTED LIVING CENTER-DIRECTED,AL11449,85937,BEEHIVE HOME OF SNOWFLAKE,33 NORTH PORTER STREET,AL11449C,SNOWFLAKE,AZ,NAVAJO,(928)457-0028,15
ASSISTED LIVING CENTER-DIRECTED,AL9332,85552,BEEHIVE HOMES OF  THE GILA VALLEY,3150 WEST MAIN STREET,AL9332C,THATCHER,AZ,GRAHAM,(928)792-2810,16
ASSISTED LIVING CENTER-DIRECTED,AL11558,85234,BEEHIVE HOMES OF GILBERT,4423 EAST GUADALUPE ROAD,AL11558C,GILBERT,AZ,MARICOPA,(801)368-9837,26
ASSISTED LIVING CENTER-DIRECTED,AL9819,85743,BEEHIVE HOMES OF MARANA,6180 WEST MAMIE KAI DRIVE,AL9819C,TUCSON,AZ,PIMA,(520)579-6788,20
ASSISTED LIVING CENTER-DIRECTED,AL8174,86040,"BEEHIVE HOMES OF PAGE, ELK RD",95 ELK ROAD,AL8174C,PAGE,AZ,COCONINO,(928)660-0681,16
ASSISTED LIVING CENTER-DIRECTED,AL9636,85650,BEEHIVE HOMES OF SIERRA VISTA,4110 EAST ANDERSON STREET,AL9636C,SIERRA VISTA,AZ,COCHISE,(520)335-6880,16
ASSISTED LIVING CENTER-DIRECTED,AL11737,86301,BEEHIVE LIFE,1113 EAST GURLEY STREET,AL11737C,PRESCOTT,AZ,YAVAPAI,(928)925-4576,42
ASSISTED LIVING CENTER-DIRECTED,AL10063,85260,BELMONT VILLAGE SCOTTSDALE,13850 NORTH FRANK LLOYD WRIGHT BLVD,AL10063C,SCOTTSDALE,AZ,MARICOPA,(480)945-3600,149
ASSISTED LIVING CENTER-DIRECTED,AL2432,85022,BETHESDA GARDENS,13825 NORTH CAVE CREEK ROAD,AL2432C,PHOENIX,AZ,MARICOPA,(602)765-4000,138
ASSISTED LIVING CENTER-DIRECTED,AL10387,85027,BRIDGEWATER ASSISTED LIVING,2641 WEST UNION HILLS DRIVE,AL10387C,PHOENIX,AZ,MARICOPA,(602)603-7480,220
ASSISTED LIVING CENTER-DIRECTED,AL10641,85013,BRIDGEWATER ASSISTED LIVING-MIDTOWN,4000 NORTH 3RD AVENUE,AL10641C,PHOENIX,AZ,MARICOPA,(480)653-9500,165
ASSISTED LIVING CENTER-DIRECTED,AL10996,85323,"BRIDGEWATER AVONDALE OPERATIONS, LLC",295 EAST VAN BUREN STREET,AL10996C,AVONDALE,AZ,MARICOPA,(602)603-8200,164
ASSISTED LIVING CENTER-DIRECTED,AL11318,85741,"BRIDGEWATER LA CHOLLA OPERATIONS, LLC",6505 NORTH LA CHOLLA BOULEVARD,AL11318C,TUCSON,AZ,PIMA,(520)742-3554,122
ASSISTED LIVING CENTER-DIRECTED,AL10879,85208,BROADWAY MESA VILLAGE,7231 EAST BROADWAY ROAD,AL10879C,MESA,AZ,MARICOPA,(480)807-4700,127
ASSISTED LIVING CENTER-DIRECTED,AL3332,85306,BROOKDALE ARROWHEAD RANCH,5861 WEST BEVERLY LANE,AL3332C,GLENDALE,AZ,MARICOPA,(602)938-7166,112
ASSISTED LIVING CENTER-DIRECTED,AL10980,85206,BROOKDALE BAYWOOD,310 SOUTH 63RD STREET,AL10980C,MESA,AZ,MARICOPA,(480)985-5778,145
ASSISTED LIVING CENTER-DIRECTED,AL2003,85375,BROOKDALE CAMINO DEL SOL,14001 WEST MEEKER BOULEVARD,AL2003C,SUN CITY WEST,AZ,MARICOPA,(623)975-4000,52
ASSISTED LIVING CENTER-DIRECTED,AL3331,85224,BROOKDALE CENTRAL CHANDLER,1919 WEST CARLA VISTA DRIVE,AL3331C,CHANDLER,AZ,MARICOPA,(480)855-6500,112
ASSISTED LIVING CENTER-DIRECTED,AL6708,85032,BROOKDALE CENTRAL PARADISE VALLEY,13240 NORTH TATUM BOULEVARD,AL6708C,PHOENIX,AZ,MARICOPA,(602)953-3600,141
ASSISTED LIVING CENTER-DIRECTED,AL1885,85224,BROOKDALE CHANDLER RAY ROAD,2800 WEST RAY ROAD,AL1885C,CHANDLER,AZ,MARICOPA,(480)855-7100,54
ASSISTED LIVING CENTER-DIRECTED,AL9101,85224,BROOKDALE CHANDLER REGIONAL,750 SOUTH PENNINGTON DRIVE,AL9101C,CHANDLER,AZ,MARICOPA,(480)814-8298,96
ASSISTED LIVING CENTER-DIRECTED,AL11160,85032,BROOKDALE DESERT RIDGE,4050 EAST BLUEFIELD AVENUE,AL11160C,PHOENIX,AZ,MARICOPA,(602)996-6268,120
ASSISTED LIVING CENTER-DIRECTED,AL2086,85206,BROOKDALE EAST ARBOR,6060 EAST ARBOR AVENUE,AL2086C,MESA,AZ,MARICOPA,(480)807-6600,72
ASSISTED LIVING CENTER-DIRECTED,AL6354,85206,BROOKDALE EAST MESA,6145 EAST ARBOR AVENUE,AL6354C,MESA,AZ,MARICOPA,(480)832-1300,56
ASSISTED LIVING CENTER-DIRECTED,AL2150,85710,BROOKDALE EAST TUCSON,8468 EAST SPEEDWAY BOULEVARD,AL2150C,TUCSON,AZ,PIMA,(520)722-8841,60
ASSISTED LIVING CENTER-DIRECTED,AL11161,86001,BROOKDALE FLAGSTAFF,2100 SOUTH WOODLANDS VILLAGE BOULEVARD,AL11161C,FLAGSTAFF,AZ,COCONINO,(928)779-7045,74
ASSISTED LIVING CENTER-DIRECTED,AL11371,85233,BROOKDALE NORTH GILBERT,845 NORTH EL DORADO DRIVE,AL11371C,GILBERT,AZ,MARICOPA,(480)539-0801,56
ASSISTED LIVING CENTER-DIRECTED,AL11372,85310,BROOKDALE NORTH GLENDALE,6735 WEST HILLCREST BOULEVARD,AL11372C,GLENDALE,AZ,MARICOPA,(623)572-7400,38
ASSISTED LIVING CENTER-DIRECTED,AL3333,85213,BROOKDALE NORTH MESA,2122 EAST BROWN,AL3333C,MESA,AZ,MARICOPA,(480)964-8788,103
ASSISTED LIVING CENTER-DIRECTED,AL7714,85254,BROOKDALE NORTH SCOTTSDALE,15436 NORTH 64TH STREET,AL7714C,SCOTTSDALE,AZ,MARICOPA,(480)948-6950,200
ASSISTED LIVING CENTER-DIRECTED,AL7866,85741,BROOKDALE NORTH TUCSON,2650 WEST INA ROAD,AL7866C,TUCSON,AZ,PIMA,(520)229-0232,60
ASSISTED LIVING CENTER-DIRECTED,AL1795,85737,BROOKDALE ORO VALLEY,10175 NORTH ORACLE ROAD,AL1795C,ORO VALLEY,AZ,PIMA,(520)544-4300,42
ASSISTED LIVING CENTER-DIRECTED,AL2054,85382,BROOKDALE PEORIA,8989 WEST GREENBRIAN DRIVE,AL2054C,PEORIA,AZ,MARICOPA,(623)583-1704,72
ASSISTED LIVING CENTER-DIRECTED,AL1742,85718,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,AL1742C,TUCSON,AZ,PIMA,(520)742-6242,155
ASSISTED LIVING CENTER-DIRECTED,AL11370,85749,BROOKDALE TANQUE VERDE,9050 EAST TANQUE VERDE ROAD,AL11370C,TUCSON,AZ,PIMA,(520)749-9200,42
ASSISTED LIVING CENTER-DIRECTED,AL1489,85283,BROOKDALE TEMPE,1610 EAST GUADALUPE ROAD,AL1489C,TEMPE,AZ,MARICOPA,(480)777-9334,52
ASSISTED LIVING CENTER-DIRECTED,AL6361,85375,BROOKDALE TRAIL RIDGE,21739 NORTH 151ST AVENUE,AL6361C,SUN CITY WEST,AZ,MARICOPA,(623)546-3650,56
ASSISTED LIVING CENTER-DIRECTED,AL6356,85382,BROOKDALE UNION HILLS,9296 WEST UNION HILLS DRIVE,AL6356C,PEORIA,AZ,MARICOPA,(623)362-2700,56
ASSISTED LIVING CENTER-DIRECTED,AL11004,85122,CALICHE SENIOR LIVING,1640 NORTH PEART ROAD,AL11004C,CASA GRANDE,AZ,PINAL,(520)316-8041,130
ASSISTED LIVING CENTER-DIRECTED,AL8226,85614,CANYON VALLEY MEMORY CARE RESIDENCE,2985 SOUTH CAMINO DEL SOL,AL8226C,GREEN VALLEY,AZ,PIMA,(520)393-0077,64
ASSISTED LIVING CENTER-DIRECTED,AL10769,85207,CANYON WINDS RETIREMENT LLC,7311 EAST OASIS STREET,AL10769C,MESA,AZ,MARICOPA,(480)948-0600,102
ASSISTED LIVING CENTER-DIRECTED,AL11262,86326,CAREFREE ASSISTED LIVING CENTER,22 SOUTH 7TH STREET,AL11262C,COTTONWOOD,AZ,YAVAPAI,(928)649-9624,20
ASSISTED LIVING CENTER-DIRECTED,AL1054,85937,CARRIAGE HOUSE ON WEST GARDEN LANE,395 WEST GARDEN LANE,AL1054C,SNOWFLAKE,AZ,NAVAJO,(928)536-7935,32
ASSISTED LIVING CENTER-DIRECTED,AL1362,85710,CASCADES OF TUCSON,201 NORTH JESSICA AVENUE,AL1362C,TUCSON,AZ,PIMA,(520)886-3171,217
ASSISTED LIVING CENTER-DIRECTED,AL9499,85704,CATALINA SPRINGS MEMORY CARE,9685 NORTH ORACLE ROAD,AL9499C,ORO VALLEY,AZ,PIMA,(520)297-2500,56
ASSISTED LIVING CENTER-DIRECTED,AL1937,85711,CATALINA VILLAGE ASSISTED LIVING,5324 EAST 1ST STREET,AL1937C,TUCSON,AZ,PIMA,(520)327-4010,107
ASSISTED LIVING CENTER-DIRECTED,AL2750,86401,CERBAT GUEST HOME,2364 CARVER AVENUE,AL2750C,KINGMAN,AZ,MOHAVE,(928)757-3989,35
ASSISTED LIVING CENTER-DIRECTED,AL9383,85224,CHANDLER MEMORY CARE,850 SOUTH PENNINGTON DRIVE,AL9383C,CHANDLER,AZ,MARICOPA,(480)718-9055,84
ASSISTED LIVING CENTER-DIRECTED,AL4226,85374,CHAPARRAL WINDS ASSISTED LIVING,16623 NORTH WEST POINT PARKWAY,AL4226C,SURPRISE,AZ,MARICOPA,(623)975-0880,96
ASSISTED LIVING CENTER-DIRECTED,AL1493,85029,"CHRISTIAN CARE ASSISTED LIVING, INC.",11818 NORTH 19TH AVENUE,AL1493C,PHOENIX,AZ,MARICOPA,(602)443-5464,55
ASSISTED LIVING CENTER-DIRECTED,AL6958,85029,"CHRISTIAN CARE MANOR II, INC.",11802 NORTH 19TH AVENUE,AL6958C,PHOENIX,AZ,MARICOPA,(602)443-5475,46
ASSISTED LIVING CENTER-DIRECTED,AL11263,85249,CLARENDALE OF CHANDLER,5900 SOUTH GILBERT ROAD,AL11263C,CHANDLER,AZ,MARICOPA,(480)630-1515,112
ASSISTED LIVING CENTER-DIRECTED,AL8894,85741,COPPER CANYON ALZHEIMER'S SPECIAL CARE CENTER,5901 NORTH LA CHOLLA BOULEVARD,AL8894C,TUCSON,AZ,PIMA,(520)293-3114,66
ASSISTED LIVING CENTER-DIRECTED,AL8609,85224,COPPER CREEK INN MEMORY CARE COMMUNITY,2200 WEST FAIRVIEW STREET,AL8609C,CHANDLER,AZ,MARICOPA,(480)634-4191,67
ASSISTED LIVING CENTER-DIRECTED,AL9065,85367,COPPER PLACE,12234 E NORTH FRONTAGE ROAD,AL9065C,YUMA,AZ,YUMA,(928)305-0892,53
ASSISTED LIVING CENTER-DIRECTED,AL11240,85122,COPPER SKY ASSISTED LIVING,1580 EAST VALERIE STREET,AL11240C,CASA GRANDE,AZ,PINAL,(520)858-0372,23
ASSISTED LIVING CENTER-DIRECTED,AL5962,85206,COPPER VILLAGE ASSISTED LIVING,"5037 EAST BROADWAY ROAD, BUILDING #7",AL5962C,MESA,AZ,MARICOPA,(480)924-4073,90
ASSISTED LIVING CENTER-DIRECTED,AL10262,86326,COTTONWOOD VILLAGE,201 EAST MINGUS AVENUE,AL10262C,COTTONWOOD,AZ,YAVAPAI,(928)634-4229,93
ASSISTED LIVING CENTER-DIRECTED,AL11483,85142,COUNTRYSIDE SENIOR LIVING,22773 EAST OCOTILLO ROAD,AL11483C,QUEEN CREEK,AZ,MARICOPA,(480)352-4530,50
ASSISTED LIVING CENTER-DIRECTED,AL9746,85201,COURTYARD TOWERS,22 NORTH ROBSON,AL9746C,MESA,AZ,MARICOPA,(480)649-3000,175
ASSISTED LIVING CENTER-DIRECTED,AL1138,85607,CYPRESS INN ASSISTED LIVING CENTER,757 12TH STREET,AL1138C,DOUGLAS,AZ,COCHISE,(520)364-7232,30
ASSISTED LIVING CENTER-DIRECTED,AL9756,86442,DAVIS PLACE,2943 DESERT SKY BLVD,AL9756C,BULLHEAD CITY,AZ,MOHAVE,(928)763-4570,47
ASSISTED LIVING CENTER-DIRECTED,AL10810,85027,DEER VALLEY SENIOR LIVING,20221 NORTH 29TH AVENUE,AL10810C,PHOENIX,AZ,MARICOPA,(623)233-5277,122
ASSISTED LIVING CENTER-DIRECTED,AL11565,85283,DESERT MARIGOLD SENIOR LIVING OF TEMPE,601 EAST WESTCHESTER DRIVE,AL11565C,TEMPE,AZ,MARICOPA,(480)831-8660,72
ASSISTED LIVING CENTER-DIRECTED,AL11726,85021,DESERT PALM AT THE PARK,10234 NORTH 7TH AVENUE,AL11726H,PHOENIX,AZ,MARICOPA,(480)331-8495,59
ASSISTED LIVING CENTER-DIRECTED,AL2539,85382,DESERT WINDS ASSISTED LIVING,20545 NORTH LAKE PLEASANT ROAD,AL2539C,PEORIA,AZ,MARICOPA,(623)322-0600,88
ASSISTED LIVING CENTER-DIRECTED,AL7537,85207,DOCTOR'S CHOICE ASSISTED LIVING,"9101 EAST BROWN ROAD, SUITE 107",AL7537C,MESA,AZ,MARICOPA,(480)830-3892,19
ASSISTED LIVING CENTER-DIRECTED,AL10653,85750,ELMCROFT OF RIVER CENTRE,5665 EAST RIVER ROAD,AL10653C,TUCSON,AZ,PIMA,(520)529-7100,112
ASSISTED LIVING CENTER-DIRECTED,AL10652,85283,ELMCROFT OF TEMPE,1875 EAST GUADALUPE ROAD,AL10652C,TEMPE,AZ,MARICOPA,(480)777-8466,115
ASSISTED LIVING CENTER-DIRECTED,AL10782,85213,EMERALD GLEN MEMORY CARE PLUS,3558 EAST MCDOWELL ROAD,AL10782C,MESA,AZ,MARICOPA,(480)234-0126,34
ASSISTED LIVING CENTER-DIRECTED,AL7648,85213,EMERALD GROVES CENTRAL,2759 NORTH VAL VISTA DRIVE,AL7648C,MESA,AZ,MARICOPA,(480)209-0930,31
ASSISTED LIVING CENTER-DIRECTED,AL11478,85364,EMERALD SPRINGS SENIOR LIVING,1475 SOUTH 46TH AVENUE,AL11478C,YUMA,AZ,YUMA,(928)329-7707,200
ASSISTED LIVING CENTER-DIRECTED,AL8830,85009,ENCANTO PALMS ASSISTED LIVING,3901 WEST ENCANTO BOULEVARD,AL8830C,PHOENIX,AZ,MARICOPA,(602)352-0000,97
ASSISTED LIVING CENTER-DIRECTED,AL11350,85295,ETERNAL SPRING OF GILBERT,940 EAST WILLIAMS FIELD ROAD,AL11350C,GILBERT,AZ,MARICOPA,(480)812-8100,128
ASSISTED LIVING CENTER-DIRECTED,AL11352,85345,FAIRMONT VILLAGE,10401 NORTH 79TH AVENUE,AL11352C,PEORIA,AZ,MARICOPA,(623)526-8600,90
ASSISTED LIVING CENTER-DIRECTED,AL8893,85712,"FAIRMOUNT ASSISTED LIVING, LLC",6161 EAST FAIRMOUNT STREET,AL8893C,TUCSON,AZ,PIMA,(520)344-8890,50
ASSISTED LIVING CENTER-DIRECTED,AL4344,85201,FELLOWSHIP SQUARE HISTORIC MESA,22 WEST 9TH PLACE,AL4344C,MESA,AZ,MARICOPA,(480)834-0600,106
ASSISTED LIVING CENTER-DIRECTED,AL1492,85207,FELLOWSHIP SQUARE-MESA,6945 EAST MAIN STREET,AL1492C,MESA,AZ,MARICOPA,(480)654-1800,59
ASSISTED LIVING CENTER-DIRECTED,AL10132,85718,FOOTHILLS PLACE,3701 NORTH SWAN ROAD,AL10132C,TUCSON,AZ,PIMA,(520)299-7755,96
ASSISTED LIVING CENTER-DIRECTED,AL5936,85268,FOUNTAIN VIEW VILLAGE,"16455 EAST AVENUE OF THE FOUNTAINS, BLDG C & E",AL5936C,FOUNTAIN HILLS,AZ,MARICOPA,(480)836-5000,125
ASSISTED LIVING CENTER-DIRECTED,AL11479,85382,GARDEN RIDGE,18170 NORTH 91ST AVENUE,AL11479C,PEORIA,AZ,MARICOPA,(952)361-8923,259
ASSISTED LIVING CENTER-DIRECTED,AL9681,85248,GARDENS AT OCOTILLO SENIOR LIVING,1601 WEST QUEEN CREEK ROAD,AL9681C,CHANDLER,AZ,MARICOPA,(480)917-0094,90
ASSISTED LIVING CENTER-DIRECTED,AL8809,85373,"GARDENS OF SUN CITY, THE",17225 NORTH BOSWELL BOULEVARD,AL8809C,SUN CITY,AZ,MARICOPA,(623)933-2222,83
ASSISTED LIVING CENTER-DIRECTED,AL9037,85122,GARNET OF CASA GRANDE ASSISTED LIVING COMMUNITY,510 EAST 8TH STREET,AL9037C,CASA GRANDE,AZ,PINAL,(520)876-4200,106
ASSISTED LIVING CENTER-DIRECTED,AL9431,85296,GENERATIONS AT AGRITOPIA,2811 & 2807 EAST AGRITOPIA LOOP S,AL9431C,GILBERT,AZ,MARICOPA,(480)485-2000,138
ASSISTED LIVING CENTER-DIRECTED,AL10487,85048,GENERATIONS AT AHWATUKEE,15815 SOUTH 50TH STREET,AL10487C,PHOENIX,AZ,MARICOPA,(480)485-3000,163
ASSISTED LIVING CENTER-DIRECTED,AL11015,85255,GENERATIONS AT PINNACLE PEAK,23733 NORTH SCOTTSDALE ROAD,AL11015C,SCOTTSDALE,AZ,MARICOPA,(480)485-4000,149
ASSISTED LIVING CENTER-DIRECTED,AL9067,86314,GLASSFORD PLACE,7509 EAST LONG LOOK DRIVE,AL9067C,PRESCOTT VALLEY,AZ,YAVAPAI,(928)772-3690,47
ASSISTED LIVING CENTER-DIRECTED,AL4168,85201,GRAND COURT OF MESA,262 EAST BROWN ROAD,AL4168C,MESA,AZ,MARICOPA,(480)844-7336,140
ASSISTED LIVING CENTER-DIRECTED,AL10558,86301,GRANITE GATE SENIOR LIVING,3850 NORTH HIGHWAY 89,AL10558C,PRESCOTT,AZ,YAVAPAI,(928)771-8200,124
ASSISTED LIVING CENTER-DIRECTED,AL10271,85718,HACIENDA AT  THE RIVER,2720 EAST RIVER ROAD,AL10271C,TUCSON,AZ,PIMA,(520)485-1060,84
ASSISTED LIVING CENTER-DIRECTED,AL11264,85750,HACIENDA AT THE CANYON,3900 NORTH SABINO CANYON ROAD #1 & #2,AL11264C,TUCSON,AZ,PIMA,(520)355-2200,108
ASSISTED LIVING CENTER-DIRECTED,AL11276,85340,HACIENDA DEL REY,12917 WEST LAS CRUCES DRIVE (#1-9 COTTAGES),AL11276C,LITCHFIELD PARK,AZ,MARICOPA,(623)498-8682,144
ASSISTED LIVING CENTER-DIRECTED,AL10034,86322,"HAVEN OF CAMP VERDE ALF, LLC",86 WEST SALT MINE ROAD,AL10034C,CAMP VERDE,AZ,YAVAPAI,(928)567-5253,32
ASSISTED LIVING CENTER-DIRECTED,AL10936,85901,"HAVEN OF SHOW LOW ALF, LLC",2401 EAST HUNT DRIVE,AL10936C,SHOW LOW,AZ,NAVAJO,(928)537-5333,36
ASSISTED LIVING CENTER-DIRECTED,AL10994,85044,HAWTHORN COURT AT AHWATUKEE,13822 SOUTH 46TH PLACE,AL10994C,PHOENIX,AZ,MARICOPA,(503)443-1818,55
ASSISTED LIVING CENTER-DIRECTED,AL9505,85377,HERITAGE AT CAREFREE SENIOR LIVING,36590 NORTH PIMA ROAD #3481,AL9505C,CAREFREE,AZ,MARICOPA,(480)488-1622,60
ASSISTED LIVING CENTER-DIRECTED,AL10589,85375,HERITAGE LEGACY,13813 WEST WOODSIDE DRIVE,AL10589C,SUN CITY WEST,AZ,MARICOPA,(623)546-9500,53
ASSISTED LIVING CENTER-DIRECTED,AL11644,85207,HERITAGE VILLAGE BLDG 1,8035 EAST BROWN ROAD,AL11644C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10534,85207,HERITAGE VILLAGE BLDG 2,"8035 EAST BROWN ROAD, BUILDING 2",AL10534C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10536,85207,HERITAGE VILLAGE BLDG 3,"8035 EAST BROWN ROAD, BUILDING 3",AL10536C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10535,85207,HERITAGE VILLAGE BLDG 5,"8035 EAST BROWN ROAD, BUILDING 5",AL10535C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10537,85207,HERITAGE VILLAGE BLDG 6,"8035 EAST BROWN ROAD, BUILDING 6",AL10537C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10753,85207,HERITAGE VILLAGE BLDG 7,"8035 EAST BROWN ROAD, BUILDING 7",AL10753C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL10754,85207,HERITAGE VILLAGE BLDG 8,"8035 EAST BROWN ROAD, BUILDING 8",AL10754C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL11645,85207,HERITAGE VILLAGE BLDG 9,8035 EAST BROWN ROAD,AL11645C,MESA,AZ,MARICOPA,(480)686-8540,24
ASSISTED LIVING CENTER-DIRECTED,AL8333,86301,HIGHGATE SENIOR LIVING OF PRESCOTT LAKES,1600 PETROGLYPH POINTE DRIVE,AL8333C,PRESCOTT,AZ,YAVAPAI,(928)541-1400,97
ASSISTED LIVING CENTER-DIRECTED,AL0962,85614,HOLMLUND ASSISTED LIVING SUITES AT LA POSADA,"700, 730 AND 750 SOUTH LA POSADA CIRCLE",AL0962C,GREEN VALLEY,AZ,PIMA,(520)648-8400,176
ASSISTED LIVING CENTER-DIRECTED,AL9305,86045,HOPI ASSISTED LIVING FACILITY,"21 SENIOR LANE, NE HOPI SUBDIVISION,",AL9305C,TUBA CITY,AZ,COCONINO,(928)283-8780,16
ASSISTED LIVING CENTER-DIRECTED,AL0227,85021,HUGER MERCY LIVING CENTER,2345 WEST ORANGEWOOD AVENUE,AL0227C,PHOENIX,AZ,MARICOPA,(602)406-5600,48
ASSISTED LIVING CENTER-DIRECTED,AL0976,85345,IMMANUEL CAMPUS OF CARE,11295 NORTH 99TH AVENUE,AL0976C,PEORIA,AZ,MARICOPA,(623)977-8373,210
ASSISTED LIVING CENTER-DIRECTED,AL11082,85308,INSPIRA ARROWHEAD,20240 NORTH 78TH AVENUE,AL11082C,GLENDALE,AZ,MARICOPA,(623)235-6400,200
ASSISTED LIVING CENTER-DIRECTED,AL9757,86406,JASMINE PLACE,3076 SHOSHONE DRIVE,AL9757C,LAKE HAVASU CITY,AZ,MOHAVE,(928)680-1701,43
ASSISTED LIVING CENTER-DIRECTED,AL11003,86442,JOSHUA SPRINGS SENIOR LIVING,2995 DESERT SKY BOULEVARD,AL11003C,BULLHEAD CITY,AZ,MOHAVE,(928)763-1212,120
ASSISTED LIVING CENTER-DIRECTED,AL6929,85260,JUNE AND FRANK SACKTON ASSISTED LIVING APARTMENTS AT WESTMINSTER VILLAGE,12000 NORTH 90TH STREET,AL6929C,SCOTTSDALE,AZ,MARICOPA,(480)451-2094,30
ASSISTED LIVING CENTER-DIRECTED,AL9069,85374,KINGSWOOD PLACE,15155 WEST MONDELL ROAD,AL9069C,SURPRISE,AZ,MARICOPA,(623)214-6109,62
ASSISTED LIVING CENTER-DIRECTED,AL5986,85018,KIVEL MANOR ASSISTED LIVING CENTER,3040 NORTH 36TH STREET,AL5986C,PHOENIX,AZ,MARICOPA,(602)443-8014,53
ASSISTED LIVING CENTER-DIRECTED,AL11734,86403,LAKE VIEW TERRACE MEMORY CARE RESIDENCE,320 NORTH LAKE HAVASU AVENUE,AL11734C,HAVASU CITY,AZ,MOHAVE,(928)855-8099,72
ASSISTED LIVING CENTER-DIRECTED,AL9771,86301,LAS FUENTES RESORT VILLAGE,1035 SCOTT DRIVE,AL9771C,PRESCOTT,AZ,YAVAPAI,(928)445-9300,84
ASSISTED LIVING CENTER-DIRECTED,AL11154,85207,LAS PALOMAS SENIOR LIVING,9050 EAST BROWN ROAD,AL11154C,MESA,AZ,MARICOPA,(480)586-3373,111
ASSISTED LIVING CENTER-DIRECTED,AL10586,85392,LEGACY HOUSE AVONDALE,2635 NORTH DYSART ROAD,AL10586C,AVONDALE,AZ,MARICOPA,(623)478-3800,195
ASSISTED LIVING CENTER-DIRECTED,AL7495,85215,LEGACY RETIREMENT RESIDENCE,5625 EAST MCKELLIPS,AL7495C,MESA,AZ,MARICOPA,(480)985-0300,170
ASSISTED LIVING CENTER-DIRECTED,AL11712,85258,LEGACY VILLAGE OF SALT RIVER,8170 NORTH 90TH STREET,AL11712,SCOTTSDALE,AZ,MARICOPA,(480)527-2000,235
ASSISTED LIVING CENTER-DIRECTED,AL9740,85363,LIFESTREAM COMPLETE SENIOR LIVING AT COOK HEALTH CARE ASSISTED LIVING,"11527 WEST PEORIA AVENUE, SUITE 500",AL9740C,YOUNGTOWN,AZ,MARICOPA,(623)933-4683,24
ASSISTED LIVING CENTER-DIRECTED,AL10638,85266,LONE MOUNTAIN MEMORY CARE,7171 EAST LONE MOUNTAIN ROAD,AL10638C,SCOTTSDALE,AZ,MARICOPA,(480)488-0309,56
ASSISTED LIVING CENTER-DIRECTED,AL1205,85302,"MANORS AT GLENCROFT, THE",8611 NORTH 67TH AVENUE,AL1205C,GLENDALE,AZ,MARICOPA,(623)939-9475,80
ASSISTED LIVING CENTER-DIRECTED,AL8636,85255,MARAVILLA SCOTTSDALE,7375 EAST PRINCESS BOULEVARD,AL8636C,SCOTTSDALE,AZ,MARICOPA,(480)538-5600,84
ASSISTED LIVING CENTER-DIRECTED,AL2349,86305,MARGARET T MORRIS CENTER,878 SUNSET AVENUE,AL2349C,PRESCOTT,AZ,YAVAPAI,(928)445-6633,57
