rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,Supp_Service_Provided,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK
44348,ADULTH BH THERAPEUTIC HOME,BH6102,1O1,85756,PRINCE AND GRACE ABBREY,6506 EAST BRUSHBACK LOOP,BH6102,43900,44620,TUCSON,AZ,PIMA,(520)838-4339,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5270,1O1,85741,PROVIDENCE CARE,3641 WEST BELLEWOOD,BH5270,44044,44408,TUCSON,AZ,PIMA,(520)351-9952,(520)296-8244,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH4511,1O1,85304,REHEMA HOME CARE,12236 NORTH 49TH DRIVE,BH4511,43800,44530,GLENDALE,AZ,MARICOPA,(602)441-4017,(602)441-4017,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6014,1O1,85704,REZA VAFAIE,1070 WEST SEA LION DRIVE,BH6014,43811,44530,TUCSON,AZ,PIMA,(520)971-5229,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6513,1O1,85379,RHEMA HAPPY HOME,15321 WEST EVANS DRIVE,BH6513,44144,44500,SURPRISE,AZ,MARICOPA,(520)912-1317,(   )   -,3,,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6175,1O1,85706,RHEMA HOME,5959 SOUTH ROWAN COURT,BH6175,43942,44651,TUCSON,AZ,PIMA,(520)369-0945,(520)344-8895,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6418,1O1,85748,RHONDA DODDS,2081 SOUTH HIDDEN PASTURE LANE,BH6418,44090,44439,TUCSON,AZ,PIMA,(949)929-4014,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5610,1O1,85379,ROBERT L NEAL JR,15151 WEST CAMERON DRIVE,BH5610,43922,44651,SURPRISE,AZ,MARICOPA,(773)430-7414,(   )   -,3,,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5502,1O1,85741,RUBEN URIAS FERNANDEZ,7397 NORTH CAMINO DE LA TIERRA,BH5502,44044,44408,TUCSON,AZ,PIMA,(520)358-0899,(520)296-8244,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5937,1O1,85209,SARAH KIMANI,10064 EAST NICHOLS AVENUE,BH5937,43760,44469,MESA,AZ,MARICOPA,(480)334-6524,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6304,1O1,85756,SARAH SHELLHOUSE,4035 EAST STONY MEADOW DRIVE,BH6304,44011,44712,TUCSON,AZ,PIMA,(520)870-0733,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5855,1O1,85713,TAMBOURA AND NICOLE DAVIS,3170 SOUTH THREE D COURT,BH5855,44075,44500,TUCSON,AZ,PIMA,(520)331-7609,(   )   -,2,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH4932,1O1,85715,THE JACKSON HOUSE,1866 NORTH MARBLE RIDGE PLACE,BH4932,43983,44347,TUCSON,AZ,PIMA,(520)240-3729,(520)296-8244,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6184,1O1,85730,TINA MESSAN,8325 EAST PENA BLANCA DRIVE,BH6184,43951,44651,TUCSON,AZ,PIMA,(520)344-1044,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH4917,1O1,85756,TOATE GANAGO,6781 SOUTH AQUILINE DRIVE,BH4917,43983,44347,TUCSON,AZ,PIMA,(520)319-0778,(520)296-8244,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6403,1O1,85756,TRINITY'S HOUSE,6692 EAST VIA BOCA CHICA,BH6403,44090,44439,TUCSON,AZ,PIMA,(520)820-7330,(520)344-8895,2,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH4913,1O1,85215,VIRGINIA MWAURA,3101 NORTH 64TH STREET,BH4913,44105,44469,MESA,AZ,MARICOPA,(602)300-5221,(480)283-7692,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH5922,1O1,85748,WENDY WILSON,9800 EAST GOLDEN CURRANT DRIVE,BH5922,44136,44500,TUCSON,AZ,PIMA,(520)310-9740,(   )   -,3,T,,,,,,
44348,ADULTH BH THERAPEUTIC HOME,BH6060,1O1,85756,ZONIA AGUILAR,6733 SOUTH CRAYCROFT ROAD,BH6060,43858,44561,TUCSON,AZ,PIMA,(520)900-2293,(   )   -,3,T,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8176,1J1,85050,ACACIA HEALTH CENTER,4555 EAST MAYO BOULEVARD,AL8176C,43891,44620,PHOENIX,AZ,MARICOPA,(480)384-5600,(480)458-2161,88,,,-111.982534,33.667708,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11212,1J1,85205,ACOYA MESA,6502 EAST BROWN ROAD,AL11212C,43747,44469,MESA,AZ,MARICOPA,(480)275-8300,(480)275-8301,188,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11651,1J1,85755,"ALL SEASONS OF ORO VALLEY, LLC",1734 EAST INNOVATION PARK DRIVE,AL11651C,44172,44530,ORO VALLEY,AZ,PIMA,(520)808-0006,(520)395-0450,75,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10047,1J1,85234,ALMOND CARE CONCEPTS AT AMERICAN ORCHARD,"765 NORTH LINDSAY, SAPWOOD BUILDING 2",AL10047C,44044,44408,GILBERT,AZ,MARICOPA,(480)887-0599,(480)427-2787,45,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8370,1J1,86301,ALTA VISTA,918 CANTERBURY LANE,AL8370C,43983,44712,PRESCOTT,AZ,YAVAPAI,(928)772-6000,(928)445-8571,59,,,-112.471422,34.558701,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11230,1J1,85301,AMARSI ASSISTED LIVING,5125 NORTH 58TH AVENUE,AL11230C,43739,44469,GLENDALE,AZ,MARICOPA,(623)915-5720,(   )   -,103,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9784,1J1,85260,AMBER CREEK MEMORY CARE COMMUNITY,11250 NORTH 92ND STREET,AL9784C,44136,44500,SCOTTSDALE,AZ,MARICOPA,(480)471-8265,(480)471-8266,65,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9378,1J1,85704,AMBER LIGHTS,6231 NORTH MONTEBELLA ROAD,AL9378C,43891,44620,TUCSON,AZ,PIMA,(520)498-0668,(520)498-0428,120,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11476,1J1,85382,ARBOR RIDGE,9257 WEST UNION HILLS DRIVE,AL11476C,43941,44651,PEORIA,AZ,MARICOPA,(952)361-8935,(952)361-8060,130,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2589,1J1,85206,ARBOR ROSE SENIOR CARE,6063 EAST ARBOR AVE,AL2589C,43831,44561,MESA,AZ,MARICOPA,(480)654-8200,(480)981-9379,89,T,,-111.699871,33.413594,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7509,1J1,85032,ARIZONA DESERT FALLS,2802 EAST JUNIPER AVENUE,AL7509C,44044,44408,PHOENIX,AZ,MARICOPA,(480)307-6161,(480)307-6162,30,T,,-112.021465,33.639376,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11177,1J1,86303,ARIZONA PIONEERS' HOME,300 SOUTH MCCORMICK STREET,AL11177C,43756,44469,PRESCOTT,AZ,YAVAPAI,(928)445-2181,(   )   -,125,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10790,1J1,85614,ARROYO GARDENS INDEPENDENT AND ASSISTED LIVING,160 NORTH LA CANADA,AL10790C,43952,44681,GREEN VALLEY,AZ,PIMA,(520)625-7737,(520)867-8450,91,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8344,1J1,85718,ATRIA CAMPANA DEL RIO,1550 AND 1580 EAST RIVER ROAD,AL8344C,43952,44681,TUCSON,AZ,PIMA,(520)299-1941,(520)529-2572,100,,,-110.948704,32.290609,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9474,1J1,85260,ATRIA PARK OF SIERRA POINTE,14500 NORTH FRANK LLOYD WRIGHT BOULEVARD,AL9474C,44013,44742,SCOTTSDALE,AZ,MARICOPA,(480)767-9800,(480)699-7909,250,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9064,1J1,85120,AURORA PLACE,675 WEST BROADWAY AVENUE,AL9064C,44013,44742,APACHE JUNCTION,AZ,PINAL,(480)288-1791,(480)671-9660,48,,,-111.553622,33.407688,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9291,1J1,86326,AUSTIN HOUSE ASSISTED LIVING,195 SOUTH WILLARD STREET,AL9291C,43862,44592,COTTONWOOD,AZ,YAVAPAI,(928)634-4278,(928)649-3583,90,,BEHAVIORAL HEALTH SERVICE,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11039,1J1,85021,AVAMERE AT THE STRATFORD,1739 WEST MYRTLE AVENUE,AL11039C,43952,44681,PHOENIX,AZ,MARICOPA,(602)841-2500,(   )   -,170,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11394,1J1,85383,AVANTI SENIOR LIVING AT PEORIA,26850 NORTH LAKE PLEASANT PARKWAY,AL11394C,44007,44712,PEORIA,AZ,MARICOPA,(281)907-9561,(   )   -,94,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10432,1J1,85375,AVISTA SUN CITY WEST MEMORY CARE,12820 WEST BEARDSLEY ROAD,AL10432C,44075,44439,SUN CITY WEST,AZ,MARICOPA,(623)552-2200,(623)546-5815,60,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11377,1J1,85225,"AZALEA VILLA ASSISTED LIVING CENTER, LLC",217 NORTH WASHINGTON STREET,AL11377H,43902,44620,CHANDLER,AZ,MARICOPA,(480)410-9697,(   )   -,23,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7027,1J1,85940,BANNON SPRINGS ASSISTED LIVING,COUNTY ROAD 3398 LOT 30,AL7027C,43831,44561,VERNON,AZ,APACHE,(928)532-6649,(877)570-9277,24,,,-109.6922,34.2575,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL5292,1J1,85253,BARTON HOUSE,7007 EAST MOUNTAIN VIEW ROAD,AL5292C,43952,44681,SCOTTSDALE,AZ,MARICOPA,(480)991-9912,(480)991-0057,20,,,-111.92987,33.575363,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7404,1J1,85253,BARTON HOUSE II,7001 EAST MOUNTAIN VIEW ROAD,AL7404C,43831,44561,SCOTTSDALE,AZ,MARICOPA,(480)991-9912,(480)991-0057,20,,,-111.930037,33.575523,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1527,1J1,85021,BEATITUDES CAMPUS OF CARE,1616  AND 1712 WEST GLENDALE AVENUE,AL1527C,43983,44712,PHOENIX,AZ,MARICOPA,(602)995-2611,(602)335-8479,129,T,,-112.096309,33.538618,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11585,1J1,85364,BEE HIVE HOMES,1839 WEST 25TH STREET,AL11585C,44044,44408,YUMA,AZ,YUMA,(928)317-3086,(928)317-3091,13,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11586,1J1,85364,BEE HIVE HOMES,1843 WEST 25TH STREET,AL11586C,44044,44408,YUMA,AZ,YUMA,(928)344-4932,(928)344-0392,17,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6954,1J1,85925,BEE HIVE HOMES,324 EAST 1ST STREET,AL6954C,43891,44620,EAGAR,AZ,APACHE,(928)333-0151,(928)333-0154,16,,,-109.283543,34.109446,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11092,1J1,85308,BEE HIVE HOMES OF ARROWHEAD,17202 NORTH 69TH AVENUE,AL11092C,44013,44377,GLENDALE,AZ,MARICOPA,(623)215-7333,(   )   -,22,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8740,1J1,85614,BEE HIVE HOMES OF GREEN VALLEY,3161 SOUTH PROSPEROUS PLACE,AL8740C,44044,44408,GREEN VALLEY,AZ,PIMA,(520)393-7233,(520)393-7234,40,,,-111.000996,31.824511,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11449,1J1,85937,BEEHIVE HOME OF SNOWFLAKE,33 NORTH PORTER STREET,AL11449C,43965,44681,SNOWFLAKE,AZ,NAVAJO,(928)457-0028,(   )   -,15,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9332,1J1,85552,BEEHIVE HOMES OF  THE GILA VALLEY,3150 WEST MAIN STREET,AL9332C,43891,44620,THATCHER,AZ,GRAHAM,(928)792-2810,(928)792-2815,16,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11558,1J1,85234,BEEHIVE HOMES OF GILBERT,4423 EAST GUADALUPE ROAD,AL11558C,44071,44408,GILBERT,AZ,MARICOPA,(801)368-9837,(   )   -,26,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9819,1J1,85743,BEEHIVE HOMES OF MARANA,6180 WEST MAMIE KAI DRIVE,AL9819C,44136,44500,TUCSON,AZ,PIMA,(520)579-6788,(520)579-6790,20,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8174,1J1,86040,"BEEHIVE HOMES OF PAGE, ELK RD",95 ELK ROAD,AL8174C,44105,44469,PAGE,AZ,COCONINO,(928)660-0681,(928)300-9276,16,T,,-111.47162,36.905968,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9636,1J1,85650,BEEHIVE HOMES OF SIERRA VISTA,4110 EAST ANDERSON STREET,AL9636C,43831,44561,SIERRA VISTA,AZ,COCHISE,(520)335-6880,(520)335-6881,16,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11737,1J1,86301,BEEHIVE LIFE,1113 EAST GURLEY STREET,AL11737C,44263,44620,PRESCOTT,AZ,YAVAPAI,(928)925-4576,(   )   -,42,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10063,1J1,85260,BELMONT VILLAGE SCOTTSDALE,13850 NORTH FRANK LLOYD WRIGHT BLVD,AL10063C,43983,44712,SCOTTSDALE,AZ,MARICOPA,(480)945-3600,(480)945-3676,149,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2432,1J1,85022,BETHESDA GARDENS,13825 NORTH CAVE CREEK ROAD,AL2432C,43922,44651,PHOENIX,AZ,MARICOPA,(602)765-4000,(602)765-4005,138,,,-112.03504,33.612991,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10387,1J1,85027,BRIDGEWATER ASSISTED LIVING,2641 WEST UNION HILLS DRIVE,AL10387C,43983,44712,PHOENIX,AZ,MARICOPA,(602)603-7480,(602)602-7485,220,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10641,1J1,85013,BRIDGEWATER ASSISTED LIVING-MIDTOWN,4000 NORTH 3RD AVENUE,AL10641C,43891,44620,PHOENIX,AZ,MARICOPA,(480)653-9500,(602)553-7574,165,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10996,1J1,85323,"BRIDGEWATER AVONDALE OPERATIONS, LLC",295 EAST VAN BUREN STREET,AL10996C,43983,44712,AVONDALE,AZ,MARICOPA,(602)603-8200,(602)603-8150,164,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11318,1J1,85741,"BRIDGEWATER LA CHOLLA OPERATIONS, LLC",6505 NORTH LA CHOLLA BOULEVARD,AL11318C,43839,44561,TUCSON,AZ,PIMA,(520)742-3554,(520)742-3094,122,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10879,1J1,85208,BROADWAY MESA VILLAGE,7231 EAST BROADWAY ROAD,AL10879C,44136,44500,MESA,AZ,MARICOPA,(480)807-4700,(480)807-0076,127,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL3332,1J1,85306,BROOKDALE ARROWHEAD RANCH,5861 WEST BEVERLY LANE,AL3332C,44105,44469,GLENDALE,AZ,MARICOPA,(602)938-7166,(602)938-7164,112,T,,-112.185089,33.633514,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10980,1J1,85206,BROOKDALE BAYWOOD,310 SOUTH 63RD STREET,AL10980C,43831,44561,MESA,AZ,MARICOPA,(480)985-5778,(480)854-4603,145,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2003,1J1,85375,BROOKDALE CAMINO DEL SOL,14001 WEST MEEKER BOULEVARD,AL2003C,43952,44681,SUN CITY WEST,AZ,MARICOPA,(623)975-4000,(623)975-0000,52,,,-112.362457,33.658748,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL3331,1J1,85224,BROOKDALE CENTRAL CHANDLER,1919 WEST CARLA VISTA DRIVE,AL3331C,44105,44469,CHANDLER,AZ,MARICOPA,(480)855-6500,(480)726-3690,112,,,-111.875719,33.310534,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6708,1J1,85032,BROOKDALE CENTRAL PARADISE VALLEY,13240 NORTH TATUM BOULEVARD,AL6708C,43983,44712,PHOENIX,AZ,MARICOPA,(602)953-3600,(602)953-3952,141,,,-111.978144,33.607173,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1885,1J1,85224,BROOKDALE CHANDLER RAY ROAD,2800 WEST RAY ROAD,AL1885C,44105,44469,CHANDLER,AZ,MARICOPA,(480)855-7100,(480)855-0471,54,,,-111.890411,33.320593,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9101,1J1,85224,BROOKDALE CHANDLER REGIONAL,750 SOUTH PENNINGTON DRIVE,AL9101C,44105,44469,CHANDLER,AZ,MARICOPA,(480)814-8298,(480)814-8860,96,,,-111.872077,33.294103,S80,AS0,040135231034013
44348,ASSISTED LIVING CENTER-DIRECTED,AL11160,1J1,85032,BROOKDALE DESERT RIDGE,4050 EAST BLUEFIELD AVENUE,AL11160C,43983,44712,PHOENIX,AZ,MARICOPA,(602)996-6268,(602)923-0999,120,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2086,1J1,85206,BROOKDALE EAST ARBOR,6060 EAST ARBOR AVENUE,AL2086C,44105,44469,MESA,AZ,MARICOPA,(480)807-6600,(480)807-2734,72,,,-111.699916,33.41387,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6354,1J1,85206,BROOKDALE EAST MESA,6145 EAST ARBOR AVENUE,AL6354C,44105,44469,MESA,AZ,MARICOPA,(480)832-1300,(480)832-1370,56,,,-111.697316,33.412712,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2150,1J1,85710,BROOKDALE EAST TUCSON,8468 EAST SPEEDWAY BOULEVARD,AL2150C,44013,44742,TUCSON,AZ,PIMA,(520)722-8841,(520)722-0689,60,,,-110.812144,32.235302,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11161,1J1,86001,BROOKDALE FLAGSTAFF,2100 SOUTH WOODLANDS VILLAGE BOULEVARD,AL11161C,43983,44712,FLAGSTAFF,AZ,COCONINO,(928)779-7045,(928)779-0098,74,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11371,1J1,85233,BROOKDALE NORTH GILBERT,845 NORTH EL DORADO DRIVE,AL11371C,43852,44561,GILBERT,AZ,MARICOPA,(480)539-0801,(480)539-9692,56,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11372,1J1,85310,BROOKDALE NORTH GLENDALE,6735 WEST HILLCREST BOULEVARD,AL11372C,43853,44561,GLENDALE,AZ,MARICOPA,(623)572-7400,(623)572-7900,38,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL3333,1J1,85213,BROOKDALE NORTH MESA,2122 EAST BROWN,AL3333C,44105,44469,MESA,AZ,MARICOPA,(480)964-8788,(480)964-8780,103,,,-111.784714,33.437357,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7714,1J1,85254,BROOKDALE NORTH SCOTTSDALE,15436 NORTH 64TH STREET,AL7714C,43983,44712,SCOTTSDALE,AZ,MARICOPA,(480)948-6950,(480)948-6930,200,,,-111.943113,33.62636,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7866,1J1,85741,BROOKDALE NORTH TUCSON,2650 WEST INA ROAD,AL7866C,43831,44561,TUCSON,AZ,PIMA,(520)229-0232,(520)229-0259,60,,,-111.024053,32.337549,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1795,1J1,85737,BROOKDALE ORO VALLEY,10175 NORTH ORACLE ROAD,AL1795C,43831,44561,ORO VALLEY,AZ,PIMA,(520)544-4300,(520)544-7300,42,,,-110.963976,32.390745,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2054,1J1,85382,BROOKDALE PEORIA,8989 WEST GREENBRIAN DRIVE,AL2054C,44105,44469,PEORIA,AZ,MARICOPA,(623)583-1704,(623)583-7903,72,,,-112.253548,33.643402,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1742,1J1,85718,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,AL1742C,43983,44712,TUCSON,AZ,PIMA,(520)742-6242,(520)742-4105,155,,,-110.935714,32.342678,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11370,1J1,85749,BROOKDALE TANQUE VERDE,9050 EAST TANQUE VERDE ROAD,AL11370C,43852,44561,TUCSON,AZ,PIMA,(520)749-9200,(520)749-9600,42,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1489,1J1,85283,BROOKDALE TEMPE,1610 EAST GUADALUPE ROAD,AL1489C,43831,44561,TEMPE,AZ,MARICOPA,(480)777-9334,(480)777-7658,52,,,-111.913449,33.363901,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6361,1J1,85375,BROOKDALE TRAIL RIDGE,21739 NORTH 151ST AVENUE,AL6361C,44136,44500,SUN CITY WEST,AZ,MARICOPA,(623)546-3650,(623)546-3740,56,T,,-112.381314,33.681794,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6356,1J1,85382,BROOKDALE UNION HILLS,9296 WEST UNION HILLS DRIVE,AL6356C,44136,44500,PEORIA,AZ,MARICOPA,(623)362-2700,(623)362-2990,56,,,-112.259142,33.652769,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11004,1J1,85122,CALICHE SENIOR LIVING,1640 NORTH PEART ROAD,AL11004C,43862,44592,CASA GRANDE,AZ,PINAL,(520)316-8041,(520)797-7757,130,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8226,1J1,85614,CANYON VALLEY MEMORY CARE RESIDENCE,2985 SOUTH CAMINO DEL SOL,AL8226C,43922,44651,GREEN VALLEY,AZ,PIMA,(520)393-0077,(520)393-3376,64,,,-111.012129,31.827924,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10769,1J1,85207,CANYON WINDS RETIREMENT LLC,7311 EAST OASIS STREET,AL10769C,44013,44742,MESA,AZ,MARICOPA,(480)948-0600,(480)219-7218,102,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11262,1J1,86326,CAREFREE ASSISTED LIVING CENTER,22 SOUTH 7TH STREET,AL11262C,43742,44469,COTTONWOOD,AZ,YAVAPAI,(928)649-9624,(928)445-7766,20,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1054,1J1,85937,CARRIAGE HOUSE ON WEST GARDEN LANE,395 WEST GARDEN LANE,AL1054C,44136,44500,SNOWFLAKE,AZ,NAVAJO,(928)536-7935,(928)536-5444,32,T,,-110.119624,34.514335,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1362,1J1,85710,CASCADES OF TUCSON,201 NORTH JESSICA AVENUE,AL1362C,44075,44439,TUCSON,AZ,PIMA,(520)886-3171,(520)886-7396,217,,,-110.847667,32.222613,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9499,1J1,85704,CATALINA SPRINGS MEMORY CARE,9685 NORTH ORACLE ROAD,AL9499C,44166,44530,ORO VALLEY,AZ,PIMA,(520)297-2500,(520)297-2552,56,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1937,1J1,85711,CATALINA VILLAGE ASSISTED LIVING,5324 EAST 1ST STREET,AL1937C,43831,44561,TUCSON,AZ,PIMA,(520)327-4010,(520)327-9954,107,,,-110.879156,32.23511,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2750,1J1,86401,CERBAT GUEST HOME,2364 CARVER AVENUE,AL2750C,44013,44742,KINGMAN,AZ,MOHAVE,(928)757-3989,(928)692-0398,35,T,,-114.022745,35.267566,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9383,1J1,85224,CHANDLER MEMORY CARE,850 SOUTH PENNINGTON DRIVE,AL9383C,44013,44742,CHANDLER,AZ,MARICOPA,(480)718-9055,(480)718-9037,84,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL4226,1J1,85374,CHAPARRAL WINDS ASSISTED LIVING,16623 NORTH WEST POINT PARKWAY,AL4226C,43891,44620,SURPRISE,AZ,MARICOPA,(623)975-0880,(623)975-6031,96,T,,-112.354562,33.633679,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL1493,1J1,85029,"CHRISTIAN CARE ASSISTED LIVING, INC.",11818 NORTH 19TH AVENUE,AL1493C,43891,44620,PHOENIX,AZ,MARICOPA,(602)443-5464,(602)443-5489,55,T,,-112.099798,33.594093,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6958,1J1,85029,"CHRISTIAN CARE MANOR II, INC.",11802 NORTH 19TH AVENUE,AL6958C,44136,44500,PHOENIX,AZ,MARICOPA,(602)443-5475,(602)443-5450,46,T,,-112.099801,33.593637,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11263,1J1,85249,CLARENDALE OF CHANDLER,5900 SOUTH GILBERT ROAD,AL11263C,43812,44530,CHANDLER,AZ,MARICOPA,(480)630-1515,(480)534-8578,112,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8894,1J1,85741,COPPER CANYON ALZHEIMER'S SPECIAL CARE CENTER,5901 NORTH LA CHOLLA BOULEVARD,AL8894C,43891,44620,TUCSON,AZ,PIMA,(520)293-3114,(520)293-3121,66,,,-111.012381,32.314019,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8609,1J1,85224,COPPER CREEK INN MEMORY CARE COMMUNITY,2200 WEST FAIRVIEW STREET,AL8609C,44166,44530,CHANDLER,AZ,MARICOPA,(480)634-4191,(480)634-4192,67,,,-111.881805,33.295168,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9065,1J1,85367,COPPER PLACE,12234 E NORTH FRONTAGE ROAD,AL9065C,44013,44742,YUMA,AZ,YUMA,(928)305-0892,(928)314-4847,53,,,-114.423558,32.671024,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11240,1J1,85122,COPPER SKY ASSISTED LIVING,1580 EAST VALERIE STREET,AL11240C,44075,44439,CASA GRANDE,AZ,PINAL,(520)858-0372,(   )   -,23,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL5962,1J1,85206,COPPER VILLAGE ASSISTED LIVING,"5037 EAST BROADWAY ROAD, BUILDING #7",AL5962C,43922,44651,MESA,AZ,MARICOPA,(480)924-4073,(480)396-0191,90,T,,-111.722784,33.408227,,,
