State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity,Date Accessed
ASSISTED LIVING CENTER-DIRECTED,AL0976,85345,Immanuel Campus Of Care,11295 NORTH 99TH AVENUE,AL0976C,Peoria,AZ,Maricopa,(623)977-8373,210,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11082,85308,Inspira Arrowhead,20240 NORTH 78TH AVENUE,AL11082C,Glendale,AZ,Maricopa,(623)235-6400,200,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9757,86406,Jasmine Place,3076 SHOSHONE DRIVE,AL9757C,Lake Havasu City,AZ,Mohave,(928)680-1701,43,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11003,86442,Joshua Springs Senior Living,2995 DESERT SKY BOULEVARD,AL11003C,Bullhead City,AZ,Mohave,(928)763-1212,120,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL6929,85260,June And Frank Sackton Assisted Living Apartments At Westminster Village,12000 NORTH 90TH STREET,AL6929C,Scottsdale,AZ,Maricopa,(480)451-2094,30,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9069,85374,Kingswood Place,15155 WEST MONDELL ROAD,AL9069C,Surprise,AZ,Maricopa,(623)214-6109,62,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL5986,85018,Kivel Manor Assisted Living Center,3040 NORTH 36TH STREET,AL5986C,Phoenix,AZ,Maricopa,(602)443-8014,53,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11734,86403,Lake View Terrace Memory Care Residence,320 NORTH LAKE HAVASU AVENUE,AL11734C,Havasu City,AZ,Mohave,(928)855-8099,72,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9771,86301,Las Fuentes Resort Village,1035 SCOTT DRIVE,AL9771C,Prescott,AZ,Yavapai,(928)445-9300,84,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11154,85207,Las Palomas Senior Living,9050 EAST BROWN ROAD,AL11154C,Mesa,AZ,Maricopa,(480)586-3373,111,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10586,85392,Legacy House Avondale,2635 NORTH DYSART ROAD,AL10586C,Avondale,AZ,Maricopa,(623)478-3800,195,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL7495,85215,Legacy Retirement Residence,5625 EAST MCKELLIPS,AL7495C,Mesa,AZ,Maricopa,(480)985-0300,170,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11712,85258,Legacy Village Of Salt River,8170 NORTH 90TH STREET,AL11712,Scottsdale,AZ,Maricopa,(480)527-2000,235,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9740,85363,Lifestream Complete Senior Living At Cook Health Care Assisted Living,"11527 WEST PEORIA AVENUE, SUITE 500",AL9740C,Youngtown,AZ,Maricopa,(623)933-4683,24,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10638,85266,Lone Mountain Memory Care,7171 EAST LONE MOUNTAIN ROAD,AL10638C,Scottsdale,AZ,Maricopa,(480)488-0309,56,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL1205,85302,"Manors At Glencroft, The",8611 NORTH 67TH AVENUE,AL1205C,Glendale,AZ,Maricopa,(623)939-9475,80,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8636,85255,Maravilla Scottsdale,7375 EAST PRINCESS BOULEVARD,AL8636C,Scottsdale,AZ,Maricopa,(480)538-5600,84,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL2349,86305,Margaret T Morris Center,878 SUNSET AVENUE,AL2349C,Prescott,AZ,Yavapai,(928)445-6633,57,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10795,85037,Mariposa Point At Algodon Center,3100 NORTH 91ST AVENUE,AL10795C,Phoenix,AZ,Maricopa,(469)619-5372,124,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10307,85297,Mariposa Point Of Gilbert,1445 EAST WILLIS ROAD,AL10307C,Gilbert,AZ,Maricopa,(480)545-8900,121,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10525,85209,Mariposa Point Of Mesa,1248 SOUTH CRISMON ROAD,AL10525C,Mesa,AZ,Maricopa,(480)331-9957,121,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10314,85374,Mariposa Point Of Surprise,16650 NORTH STADIUM WAY,AL10314C,Surprise,AZ,Maricopa,(623)561-7728,90,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8829,85013,Maryland Gardens Care Center,31 WEST MARYLAND AVENUE,AL8829C,Phoenix,AZ,Maricopa,(602)265-7484,40,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL4769,85282,Memory Care Assisted Living At Friendship Village Tempe,2525 EAST SOUTHERN AVENUE,AL4769C,Tempe,AZ,Maricopa,(480)756-5800,24,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10298,85086,Merrill Gardens At Anthem,2800 WEST ROSE CANYON CIRCLE,AL10298C,Anthem,AZ,Maricopa,(623)344-7800,149,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10865,85201,Mesa Christian Residential Care Center,215 WEST BROWN ROAD,AL10865C,Mesa,AZ,Maricopa,(480)668-6118,60,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8850,85257,Mimosa Springs,8435 EAST MCDOWELL ROAD,AL8850C,Scottsdale,AZ,Maricopa,(480)874-5300,42,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9308,85382,Montecito Assisted Living,17271 NORTH 87TH AVENUE,AL9308C,Peoria,AZ,Maricopa,(623)972-1400,141,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9167,85018,Morningstar At Arcadia,3200 EAST GLENROSA,AL9167C,Phoenix,AZ,Maricopa,(480)300-4700,135,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10966,85308,Morningstar At Arrowhead,21432 NORTH 75TH AVENUE,AL10966C,Glendale,AZ,Maricopa,(623)227-2582,105,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11067,85345,Morningstar At Golden Ridge,6735 WEST GOLDEN LANE,AL11067C,Peoria,AZ,Maricopa,(623)500-4300,124,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10506,85268,Morningstar Of Fountain Hills,16800 EAST PAUL NORDIN PARKWAY,AL10506C,Fountain Hills,AZ,Maricopa,(480)327-6797,91,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11012,85937,"Mountain Care Of Snowflake, Llc",48 EAST 1ST STREET,AL11012C,Snowflake,AZ,Navajo,(928)536-2726,20,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11243,85044,Mountain Park Senior Living,4475 EAST KNOX ROAD,AL11243C,Phoenix,AZ,Maricopa,(480)893-1200,86,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9760,85704,Mountain View Retirement Village,7900 NORTH LA CANADA DRIVE,AL9760C,Tucson,AZ,Pima,(520)229-3350,99,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL1133,85390,My Father'S Retirement Ranch,400 NORTH JEFFERSON STREET,AL1133C,Wickenburg,AZ,Maricopa,(928)684-5925,42,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11247,86404,Neighbors Assisted Living North,2845 HAVASUPAI BOULEVARD,AL11247C,Lake Havasu City,AZ,Mohave,(928)855-5558,16,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11246,86406,Neighbors Assisted Living South,2731 JAMAICA BOULEVARD SOUTH,AL11246C,Lake Havasu City,AZ,Mohave,(928)733-3048,16,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11189,85224,North Chandler Place - A Continuum Of Care Community,2555 NORTH PRICE ROAD,AL11189C,Chandler,AZ,Maricopa,(480)345-7171,50,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL1874,85282,Nunnenkamp Center Friendship Village Tempe,2635 EAST SOUTHERN AVENUE,AL1874C,Tempe,AZ,Maricopa,(480)831-3265,72,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL5276,85705,Oasis At El Corral Assisted Living Center,2721 NORTH ORACLE ROAD,AL5276C,Tucson,AZ,Pima,(520)624-1771,59,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9164,85016,"Olive Grove Real Estate, Llc",3014 EAST INDIAN SCHOOL ROAD,AL9164C,Phoenix,AZ,Maricopa,(602)957-7021,115,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10380,85308,Orchard Pointe At Arrowhead,17200 NORTH 67TH AVENUE,AL10380C,Glendale,AZ,Maricopa,(402)933-2561,120,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10472,85374,Orchard Pointe At Surprise,"15048 & 15086 WEST YOUNG STREET, BLDG-B AND BLDG-A",AL10472C,Surprise,AZ,Maricopa,(420)400-8392,130,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11151,85383,Orchard Pointe At Terrazza Operating Llc,6775 WEST HAPPY VALLEY ROAD,AL11151C,Peoria,AZ,Maricopa,(402)933-2561,135,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL6981,85032,Pacifica Senior Living Paradise Valley,16621 NORTH 38TH STREET,AL6981C,Phoenix,AZ,Maricopa,(602)787-0800,118,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9322,85382,Pacifica Senior Living Peoria,9045 WEST ATHENS STREET,AL9322C,Peoria,AZ,Maricopa,(623)876-8300,98,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL6987,85712,Pacifica Senior Living Tucson,2675 NORTH WYATT DRIVE,AL6987C,Tucson,AZ,Pima,(520)320-7505,70,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8268,85382,Palos Verdes Senior Living,18441 NORTH 87TH AVENUE,AL8268C,Peoria,AZ,Maricopa,(623)878-0087,80,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11510,85249,Park Senior Villas - Chandler,"4950 SOUTH LINDSAY ROAD, (VILLA A, B, F & G)",AL11510C,Chandler,AZ,Maricopa,(602)944-1177,80,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10650,85395,Park Senior Villas At Goodyear,"4211 NORTH PEBBLE CREEK PARKWAY BUILDING #7, 8 & 9",AL10650C,Goodyear,AZ,Maricopa,(602)218-7627,60,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10760,85248,Parkland Memory Care,3500 SOUTH ARIZONA AVENUE,AL10760C,Chandler,AZ,Maricopa,(480)857-4984,72,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9926,85345,Paseo Village,10420 NORTH 89TH AVENUE,AL9926C,Peoria,AZ,Maricopa,(623)878-5115,115,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10048,85234,Pecan Care Concepts At American Orchards,"765 NORTH LINDSAY ROAD, SAPWOOD BUILDING 1",AL10048C,Gilbert,AZ,Maricopa,(480)877-0599,53,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10431,85224,Pennington Gardens,977 SOUTH PENNINGTON DRIVE,AL10431H,Chandler,AZ,Maricopa,(480)814-9046,90,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9070,85541,Powell Place,806 WEST LONGHORN ROAD,AL9070C,Payson,AZ,Gila,(928)474-6249,47,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL0574,86406,Prestige Assisted Living At Claremont,1221 CLAREMONT DRIVE,AL0574C,Lake Havasu City,AZ,Mohave,(928)855-4843,40,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL2267,85614,Prestige Assisted Living At Green Valley,1175 SOUTH ABREGO DRIVE,AL2267C,Green Valley,AZ,Pima,(520)648-5583,75,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL1768,86406,Prestige Assisted Living At Lake Havasu,90 SOUTH SMOKETREE AVENUE,AL1768C,Lake Havasu City,AZ,Mohave,(928)680-1818,67,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL2266,85635,Prestige Assisted Living At Sierra Vista,4400 AVENIDA COCHISE,AL2266C,Sierra Vista,AZ,Cochise,(520)452-1402,67,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8638,85020,Project  Avista Senior Living North Mountain,350 EAST EVA STREET,AL8638C,Phoenix,AZ,Maricopa,(602)997-6224,149,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11086,85296,Quail Park At Morrison Ranch,3333 EAST MORRISON RANCH PARKWAY,AL11086C,Gilbert,AZ,Maricopa,(480)793-7000,124,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11080,85704,Quail Park Of Oro Valley,9005 NORTH ORACLE ROAD,AL11080C,Oro Valley,AZ,Pima,(520)989-3807,103,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9865,85206,Reflections At Fellowship Square Mesa,159 SOUTH POWER ROAD,AL9865C,Mesa,AZ,Maricopa,(480)654-1800,32,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9867,85248,Renaissance Luxury Retirement Living,9504 EAST RIGGS ROAD,AL9867C,Sun Lakes,AZ,Maricopa,(480)802-6400,149,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10648,85365,River Valley Estates,7053 EAST 31ST PLACE,AL10648C,Yuma,AZ,Yuma,(928)433-6958,88,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10578,85374,Rock Creek Alzheimer'S Special Care Center,14552 WEST PARKWOOD DRIVE,AL10578C,Surprise,AZ,Maricopa,(623)214-0100,66,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8634,85016,Rose Court Senior Living,2935 NORTH 18TH PLACE,AL8634C,Phoenix,AZ,Maricopa,(602)265-9813,92,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL4590,85351,Royal Oaks Assisted Living Center,"9965(A), 9925(B) AND 10025(C) WEST ROYAL OAK ROAD",AL4590C,Sun City,AZ,Maricopa,(623)815-4209,183,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8862,85302,Sarah'S Place At Glencroft,6670 WEST BUTLER DRIVE,AL8862C,Glendale,AZ,Maricopa,(623)847-3025,48,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10284,85234,Savanna House Assisted Living & Memory Care,1415 NORTH SAN BENITO DRIVE,AL10284C,Gilbert,AZ,Maricopa,(480)900-6815,135,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8856,85258,Scottsdale Memory Care,9450 EAST MOUNTAIN VIEW ROAD,AL8856C,Scottsdale,AZ,Maricopa,(480)656-4084,86,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10612,85257,Scottsdale Village Square,2620 NORTH 68TH STREET,AL10612C,Scottsdale,AZ,Maricopa,(480)946-6571,140,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL3108,86351,Sedona Winds,475 JACKS CANYON ROAD,AL3108C,Sedona,AZ,Coconino,(928)284-9077,92,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11477,85382,Senita Ridge,18172 NORTH 91ST AVENUE,AL11477C,Peoria,AZ,Maricopa,(952)361-8935,88,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11632,85028,Shadow Mountain Memory Care,10030 NORTH 32ND STREET,AL11632C,Phoenix,AZ,Maricopa,(480)923-7979,72,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9495,85710,Sherwood Village Assisted Living And Memory Care,102 SOUTH SHERWOOD VILLAGE DRIVE,AL9495C,Tucson,AZ,Pima,(520)298-9242,160,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11334,85901,Show Low Assisted Living Llc,965 FULL HOUSE LANE,AL11334C,Show Low,AZ,Navajo,(928)251-0771,24,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9830,85710,Sierra Del Sol,8151 EAST SPEEDWAY BOULEVARD,AL9830C,Tucson,AZ,Pima,(520)722-8400,140,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8814,85206,Silver Creek Inn Memory Care Community,6345 EAST BASELINE ROAD,AL8814C,Mesa,AZ,Maricopa,(480)636-1222,67,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL0881,86442,Silver Creek Leisure Living,1670 HIGHWAY 95,AL0881C,Bullhead City,AZ,Mohave,(928)704-7000,62,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9379,85614,Silver Springs,500 WEST CAMINO ENCANTO,AL9379C,Green Valley,AZ,Pima,(520)399-3620,107,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11659,85929,"Solterra At White Mountains Two, Llc",5408 ARIZONA HIGHWAY 260,AL11659C,Lakeside,AZ,Navajo,(928)532-4600,78,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL7016,85224,Solterra Senior Living,350 SOUTH ALMA SCHOOL ROAD,AL7016C,Chandler,AZ,Maricopa,(480)214-6700,110,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL6963,85755,Splendido At Rancho Vistoso,13500 NORTH RANCHO VISTOSO BOULEVARD,AL6963C,Tucson,AZ,Pima,(520)878-2600,48,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8944,85209,"Summit At Sunland Springs, The",2415 SOUTH SIGNAL BUTTE ROAD,AL8944C,Mesa,AZ,Maricopa,(480)907-5588,176,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10877,85375,"Sun City West, Assisted Living & Memory Care",13810 WEST SANDRIDGE DRIVE,AL10877C,Sun City,AZ,Maricopa,(623)584-2338,99,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11146,85374,Sun Health Assisted Living At The Colonnade,14900 WEST GOLDWATER RIDGE DRIVE,AL11146C,Surprise,AZ,Maricopa,(623)236-3767,64,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10962,85375,Sun Health Grandview Assisted Living Services,14505 WEST GRANITE VALLEY DRIVE,AL10962C,Sun City West,AZ,Maricopa,(623)975-8100,54,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9281,85340,Sun Health La Loma Assisted Living,14260 DENNY BOULEVARD,AL9281C,Litchfield Park,AZ,Maricopa,(623)537-7403,27,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL4424,86429,Sunridge Village,839 LANDON DRIVE,AL4424C,Bullhead City,AZ,Mohave,(928)754-0700,149,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8741,85718,Sunrise At River Road,4975 NORTH 1ST AVENUE,AL8741C,Tucson,AZ,Pima,(520)888-8400,110,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8754,85226,Sunrise Of Chandler,5757 WEST CHANDLER BOULEVARD,AL8754C,Chandler,AZ,Maricopa,(480)786-4998,100,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL7113,85296,Sunrise Of Gilbert,580 SOUTH GILBERT ROAD,AL7113C,Gilbert,AZ,Maricopa,(480)632-9400,102,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL6287,85258,Sunrise Of Scottsdale,7370 EAST GOLD DUST AVENUE,AL6287C,Scottsdale,AZ,Maricopa,(480)609-5115,110,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9046,85032,Sunshine Village,2606 EAST GREENWAY PARKWAY,AL9046C,Phoenix,AZ,Maricopa,(602)765-7400,98,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9995,85374,"Surprise Memory Care, Llp",16465 NORTH PARKVIEW PLACE,AL9995C,Surprise,AZ,Maricopa,(623)266-4999,86,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10415,85308,Terra Pointe Memory Care,5330 WEST UNION HILLS DRIVE,AL10415C,Glendale,AZ,Maricopa,(602)899-5330,84,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11194,85381,The Auberge At Peoria - A Memory Care Company,13391 NORTH 94TH DRIVE,AL11194C,Peoria,AZ,Maricopa,(623)977-1431,90,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11195,85260,The Auberge At Scottsdale - A Memory Care Community,9410 EAST THUNDERBIRD ROAD,AL11195C,Scottsdale,AZ,Maricopa,(480)614-9100,80,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9770,85206,The Citadel Assisted Living Facility,520 SOUTH HIGLEY ROAD,AL9770C,Mesa,AZ,Maricopa,(480)832-7600,150,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10439,85086,The Enclave At Anthem Senior Living,42015 NORTH VENTURE DRIVE,AL10439C,Phoenix,AZ,Maricopa,(480)550-3000,90,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10888,85226,The Enclave At Chandler Senior Living,4950 WEST CHANDLER BOULEVARD,AL10888C,Chandler,AZ,Maricopa,(480)940-3383,115,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10935,85298,The Enclave At Gilbert Senior Living,4929 SOUTH VAL VISTA DRIVE,AL10935C,Gilbert,AZ,Maricopa,(480)795-4000,133,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11254,85712,The Forum At Tucson,2500 NORTH ROSEMONT BOULEVARD,AL11254C,Tucson,AZ,Pima,(520)325-4800,130,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9714,85704,The Gardens At La Cholla,5830 NORTH FOUNTAINS AVENUE,AL9714C,Tucson,AZ,Pima,(520)797-2001,17,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8808,85251,The Gardens Of Scottsdale,6001 EAST THOMAS ROAD,AL8808C,Scottsdale,AZ,Maricopa,(480)941-2222,86,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10080,85395,The Groves,2655 NORTH PEBBLECREEK PARKWAY,AL10080C,Goodyear,AZ,Maricopa,(623)208-5655,142,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11094,85205,The Groves Assisted And Independent Senior Living Community,5848 EAST UNIVERSITY DRIVE,AL11094C,Mesa,AZ,Maricopa,(480)981-0098,24,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10590,85381,The Inn At Freedom Plaza,13725 NORTH 93RD AVENUE,AL10590C,Peoria,AZ,Maricopa,(623)815-6160,102,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9715,85704,The Inn At The Fountains,5830 NORTH FOUNTAINS AVENUE,AL9715C,Tucson,AZ,Pima,(520)797-2001,91,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11695,86314,The Landings Of Prescott Valley,3500 NORTH WINDSONG DRIVE,AL11695C,Prescott Valley,AZ,Yavapai,(928)445-3669,125,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL0021,85014,The Lodge At 14Th Street,2941 NORTH 14TH STREET,AL0021C,Phoenix,AZ,Maricopa,(602)279-1033,40,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10709,85345,The Mission At Agua Fria,8880 NORTH 107TH AVENUE,AL10709C,Peoria,AZ,Maricopa,(623)266-0999,111,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10081,85297,The Oaks,3675 SOUTH ROME STREET,AL10081C,Gilbert,AZ,Maricopa,(480)899-0002,142,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10834,85388,The Oasis At Fellowship Square Surprise,"16640 NORTH SARIVAL AVENUE, BLDG B",AL10834C,Surprise,AZ,Maricopa,(623)300-9401,88,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10014,85015,The Palazzo,6246 NORTH 19TH AVENUE,AL10014C,Phoenix,AZ,Maricopa,(602)433-6300,236,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL2532,86001,"The Peaks, A Senior Living Community",3150 NORTH WINDING BROOK ROAD,AL2532C,Flagstaff,AZ,Coconino,(928)774-7106,92,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11845,85741,The Ranch Estates Of Tucson,2365 WEST ORANGE GROVE ROAD,AL11845C,Tucson,AZ,Pima,(520)328-8509,155,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11776,85085,The Retreat At Alameda,1920 WEST ALAMEDA ROAD,AL11776C,Phoenix,AZ,Maricopa,(602)320-0437,104,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL3061,85712,The Rubin Community For Senior Living,2221 NORTH ROSEMONT BOULEVARD,AL3061C,Tucson,AZ,Pima,(520)881-2323,96,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL5218,85020,The Terraces Assisted Living,7550 NORTH 16TH STREET,AL5218C,Phoenix,AZ,Maricopa,(602)371-4139,98,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8926,85202,The Villa At Bella Vista,1825 WEST EMELITA AVENUE,AL8926C,Mesa,AZ,Maricopa,(480)878-4778,36,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9368,85248,The Village At Ocotillo,990 WEST OCOTILLO ROAD,AL9368C,Chandler,AZ,Maricopa,(480)895-7795,152,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8020,85747,The Villas At Academy Village,13775 EAST LANGTRY LANE & 7700 SOUTH VIVALDI COURT,AL8020C,Tucson,AZ,Pima,(520)647-7500,34,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11305,85373,The Woodmark At Sun City,17207 NORTH BOSWELL BOULEVARD,AL11305,Sun City,AZ,Maricopa,(623)583-7600,138,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10301,85306,Thunderbird Senior Living,5401 WEST DAILEY STREET,AL10301C,Glendale,AZ,Maricopa,(602)938-0414,84,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11059,86301,"Touchmark At The Ranch, L L C",3180 TOUCHMARK BOULEVARD,AL11059C,Prescott,AZ,Yavapai,(928)632-7800,70,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11354,85260,"Truewood By Merrill, Scottsdale",9185 EAST DESERT COVE,AL11354C,Scottsdale,AZ,Maricopa,(480)657-9000,118,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11125,85748,Tucson Assisted Living Retreat,250 SOUTH VOZACK LANE,AL11125C,Tucson,AZ,Pima,(714)458-1385,16,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10878,85750,"Tucson Place, Assisted Living & Memory Care",5660 NORTH KOLB ROAD,AL10878C,Tucson,AZ,Pima,(520)577-6940,99,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8153,85363,Ventana Winds Llc,12322 NORTH 113TH AVENUE,AL8153C,Youngtown,AZ,Maricopa,(623)583-2460,140,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL2627,85255,"Vi At Grayhawk, A Vi And Plaza Companies Community",7501 EAST THOMPSON PEAK PARKWAY,AL2627C,Scottsdale,AZ,Maricopa,(480)361-3221,84,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL8222,85255,"Vi At Silverstone, A Vi & Plaza Companies Community",22605 NORTH 74TH STREET,AL8222C,Scottsdale,AZ,Maricopa,(480)478-6200,40,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9480,85615,"Via Elegante, Sierra Vista",4120 EAST RAMSEY ROAD,AL9480C,Hereford,AZ,Cochise,(520)398-4748,61,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL11800,85635,"Via Elegante, Sierra Vista Highlands",4255 CALLE VISTA,AL11800C,Sierra Vista,AZ,Cochise,(520)306-8776,42,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL10997,85745,"Via Elegante, Tucson Mountains",2797 NORTH CERRADA DE BETO,AL10997C,Tucson,AZ,Pima,(520)429-8544,98,7/13/21
ASSISTED LIVING CENTER-DIRECTED,AL9221,85251,"Villa Ocotillo Management Co, Llc",3327 NORTH CIVIC CENTER PLAZA,AL9221C,Scottsdale,AZ,Maricopa,(480)946-7111,120,7/13/21
