Entity Name,Entity Type,Status,City,Address,Email,Renewal Cycle,Entity Type Renewal Cycle(months),Initial License Date,Expiration Date,Current License Date,Entity Type Survey Cycle(months),Medicaid #,CNN #,Classification #,Occupancy Type,Max Occupancy,County,State,Zip,Administrator / License,Phone,Fax,Url,Closed Date,Months since last survey,Accreditation,Accredited / Deemed,LSC Waiver,Licensure Rule Variance
Reed Place,Assisted Living Programs,Active,Denison,2506 3rd Ave N,,730,24,5/29/98,5/26/22,5/26/20,24,,,S0013,Units,43,Crawford,Iowa,51442-1730,David Sherer /,(712) 263-8657,(712) 263-2371,,,31,FALSE,FALSE,FALSE,FALSE
Regency Assisted Living,Assisted Living Programs,Active,Norwalk,815 High Road,,730,24,4/14/06,4/13/22,4/13/20,24,,,S0232,Units,60,Warren,Iowa,50211-1462,Glenn Williams /,(515) 981-4576,(515) 981-5348,,,6,FALSE,FALSE,FALSE,FALSE
Ridge Senior Living,Assisted Living Programs,Active,Holstein,801 Benning Drive,manager@holsteinseniorliving.com,720,24,11/18/19,11/17/20,11/28/18,24,,,S0420,Units,28,Ida,Iowa,51025,Amanda Smith /,(712) 368-4893,(712) 368-4949,,,18,FALSE,FALSE,FALSE,FALSE
Ridgeview Assisted Living,Assisted Living Programs,Active,Burlington,4925 West Ave,,730,24,3/7/00,3/26/22,3/26/20,24,,,S0067,Units,72,Des Moines,Iowa,52601-0000,Destiny Hellyer / Administrator,(319) 752-1200,(319) 752-5800,,,9,FALSE,FALSE,FALSE,FALSE
Ridgeview Assisted Living,Assisted Living Programs,Active,Cedar Rapids,2975 F Avenue Nw,,730,24,1/18/05,1/17/23,1/17/21,24,,,S0205,Units,88,Linn,Iowa,52405-2949,Mary McDaniel / Director,(319) 362-1050,(319) 396-4642,,,29,FALSE,FALSE,FALSE,FALSE
Ridgeview Assisted Living - Marion,Assisted Living Programs,Active,Marion,720 Oakbrook Drive,,730,24,6/5/19,6/4/23,6/4/21,24,,,S0408,Units,60,Linn,Iowa,52302,Morgan Brunscheen /,(319) 390-8439,(319) 449-5128,,,18,FALSE,FALSE,FALSE,FALSE
Ridgeway Place,Assisted Living Programs,Closed,Waterloo,155 East Ridgeway Ave,lwikle@fm-inc.org,365,24,11/20/01,11/19/17,11/19/16,24,,,S0130,Units,169,Black Hawk,Iowa,50702-5000,Lynne Wikle /,(319) 272-2622,(319) 272-2633,,2/14/17,67,FALSE,FALSE,FALSE,FALSE
Ringgold County Group Home,Residential Care Facilities,Active,Mount Ayr,111 Ringgold Street,,365,12,9/25/87,9/25/21,9/25/20,30,894196,,800387,Beds,8,Ringgold,Iowa,50854-9574,Tonya Briggs /,(641) 464-2871,(641) 464-3137,,,3,FALSE,FALSE,FALSE,FALSE
Rise Ltd Group Home,Residential Care Facilities,Active,Elkader,107 Maxie Avenue,jpensel@riseltd.net,365,12,4/1/87,4/1/22,4/1/21,30,894048,,220379,Beds,10,Clayton,Iowa,52043-0696,JESSIE PENSEL /,(563) 245-1868,(563) 245-2859,,,29,FALSE,FALSE,FALSE,FALSE
Risen Son Christian Village,Residential Care Facilities,Active,Council Bluffs,3000 Risen Son Boulevard,mromshek@chliving.org,365,12,10/15/90,10/15/21,10/15/20,30,895557,,780641,Beds,36,Pottawattamie,Iowa,51503-1900,Matthew Romshek /,(712) 366-9655,(712) 366-4748,,,3,FALSE,FALSE,FALSE,FALSE
River Bend Retirement Community,Assisted Living Programs,Active,Cascade,813 Tyler Street Ne,,730,24,7/25/06,7/24/22,7/24/20,24,,,S0237,Units,83,Dubuque,Iowa,52033,Jill Koopmann / Manager,(563) 852-5001,(563) 852-5154,,,1,FALSE,FALSE,FALSE,FALSE
River Hills Village,Assisted Living Programs,Active,Keokuk,20 Village Circle,,730,24,7/12/99,1/10/23,1/10/21,24,,,S0053,Units,64,Lee,Iowa,52632-2040,HEATHER  MCCORMICK / 002919,(319) 524-5772,(319) 524-3001,,,3,FALSE,FALSE,FALSE,FALSE
River Living Center,Assisted Living Programs,Active,Guttenberg,831 South Hwy 52,,730,24,7/14/08,7/13/22,7/13/20,24,,,S0279,Units,11,Clayton,Iowa,52052,Mary Eulberg / Owner,(563) 252-3070,,,,33,FALSE,FALSE,FALSE,FALSE
River Ridge and Gardens AL,Assisted Living Programs,Active,Fort Dodge,420 Kenyon Road,,730,24,10/1/18,9/30/22,9/30/20,24,,,S0394,Units,133,Webster,Iowa,50501,Denise  Wiederin /,(515) 573-2121,(515) 576-6976,,,28,FALSE,FALSE,FALSE,FALSE
River Valley Residential Services Inc,Residential Care Facilities,Closed,Boone,388 Nature Road,,365,12,,,,30,,,80028,Beds,0,Boone,Iowa,50036-7283,TERRY  JOHNSON /,(515) 432-1822,() -,,9/1/98,,FALSE,FALSE,FALSE,FALSE
Riverside Senior Living,Assisted Living Programs,Active,Charles City,209 Park Drive,,730,24,7/8/04,7/7/22,7/7/20,24,,,S0194,Units,40,Floyd,Iowa,50616-1619,David Ayers /,(641) 228-2800,(641) 228-3886,,,32,FALSE,FALSE,FALSE,FALSE
Riverview Ridge,Assisted Living Programs,Active,Rock Valley,712 Westview Drive,,720,24,10/26/20,10/25/21,11/5/19,24,,,S0438,Units,76,Sioux,Iowa,51247,Denise Temple /,(712) 476-4001,,,,3,FALSE,FALSE,FALSE,FALSE
Riverview Terrace,Assisted Living Programs,Active,Spencer,1501 St. Luke Drive,,730,24,4/2/99,4/1/23,4/1/21,24,,,S0040,Units,117,Clay,Iowa,51301-6073,Kerri Kofoot / Director,(712) 262-5932,(712) 580-5932,,,19,FALSE,FALSE,FALSE,FALSE
"Rock Rapids PE, LLC",Assisted Living Programs,Active,Rock Rapids,1510 S Carroll,,730,24,6/7/99,6/10/23,6/10/21,24,,,S0047,Units,39,Lyon,Iowa,51246-2078,Tara Menno /,(712) 472-4100,(712) 472-4231,,,19,FALSE,FALSE,FALSE,FALSE
Rock Ridge Assisted Living,Assisted Living Programs,Active,Shellsburg,400 Canton Street Nw,,730,24,5/11/06,5/10/22,5/10/20,24,,,S0235,Units,24,Benton,Iowa,52332-9645,Jodie Bevans / Administrator,(319) 436-5570,(319) 436-5571,,,6,FALSE,FALSE,FALSE,FALSE
Rock Ridge Residential Care Center,Residential Care Facilities,Active,Shellsburg,401 Canton Street Nw,rockridgecarecenter@aol.com,365,12,1/5/98,1/5/22,1/5/21,30,,,60996,Beds,30,Benton,Iowa,52332-0000,JODIE BEVANS /,(319) 436-5570,(319) 436-5571,,,6,FALSE,FALSE,FALSE,FALSE
Rockwell Residential Care,Residential Care Facilities,Closed,Delmar,302 Center Street,,365,12,3/1/77,,,30,,,230510,Beds,10,Clinton,Iowa,52037-0298,DIANNE  ROCKWELL / 502,(563) 674-4646,() -,,9/1/98,,FALSE,FALSE,FALSE,FALSE
Rose Haven Nursing Home,Residential Care Facilities,Active,Marengo,1500 Franklyn Avenue,jwinn@rosehavennursinghome.com,365,12,12/1/00,1/1/22,1/1/21,30,,,480183,Beds,2,Iowa,Iowa,52301-1399,JALISSA WINN /,(319) 642-5533,(319) 642-3822,,,15,FALSE,FALSE,FALSE,FALSE
Rose of Ames,Assisted Living Programs,Active,Ames,1315 Coconino Road,,730,24,2/25/05,2/24/23,2/24/21,24,,,S0209,Units,112,Story,Iowa,50014-8035,Jami Kaufman / Administrator,(515) 268-8828,(515) 292-9696,http://www.evergreenredc.com/,,1,FALSE,FALSE,FALSE,FALSE
Rose of Council Bluffs,Assisted Living Programs,Active,Council Bluffs,2306 Sherwood Drive,,730,24,5/26/11,5/25/23,5/25/21,24,,,S0318,Units,152,Pottawattamie,Iowa,51503,Robin Dyer /,(712) 322-1000,(712) 352-1790,,,20,FALSE,FALSE,FALSE,FALSE
Rose of Des Moines,Assisted Living Programs,Active,Des Moines,1330 19th Street,,730,24,12/5/05,12/4/21,12/5/19,24,,,S0223,Units,104,Polk,Iowa,50314-5000,Courtney Crist /,(515) 244-3300,(515) 271-7453,http://www.evergreenredc.com/roseofdesmoines.php,,19,FALSE,FALSE,FALSE,FALSE
Rose of Dubuque,Assisted Living Programs,Active,Dubuque,3390 Lake Ridge Drive,,730,24,10/3/12,10/3/22,10/3/20,24,,,S0331,Units,140,Dubuque,Iowa,52003,Carol Sheets /,(563) 556-1977,(563) 845-7200,,,31,FALSE,FALSE,FALSE,FALSE
Rose Of East Des Moines,Assisted Living Programs,Active,Des Moines,1331 Idaho Street,,730,24,9/9/08,9/18/22,9/18/20,24,,,S0282,Units,128,Polk,Iowa,50316-2463,Taylor  Beaman / Administrator,(515) 883-1000,(515) 244-3460,http://www.evergreenredc.com/roseofeastdesmoines.p,,3,FALSE,FALSE,FALSE,FALSE
Rose Of Waterloo,Assisted Living Programs,Active,Waterloo,421 Oak Avenue,,730,24,1/2/10,12/31/22,12/31/20,24,,,S0266,Units,128,Black Hawk,Iowa,50703-3401,Gladys Rainey / Administrator,(319) 232-6061,(319) 232-6571,http://www.evergreenredc.com/roseofwaterloo.php,,16,FALSE,FALSE,FALSE,FALSE
Rotary Senior Living,Residential Care Facilities,Active,Eagle Grove,620 Se Fifth Street,Tara.Behrendsen@rotaryseniorliving.com; financial@rotaryseniorliving.com,365,12,,11/5/21,11/5/20,30,891549,,990615,Beds,16,Wright,Iowa,50533-0000,TARA BEHRENDSEN /,(515) 448-5124,(515) 448-5167,,,17,FALSE,FALSE,FALSE,FALSE
Ruthven Community Care Center,Assisted Living Programs,Active,Ruthven,2701 Mitchell Street,,730,24,6/20/02,6/19/22,6/19/20,24,,,S0147,Units,30,Palo Alto,Iowa,51358-7741,Caroline Hauge /,(712) 837-5411,(712) 837-5550,,,29,FALSE,FALSE,FALSE,FALSE
Scenic Acres,Residential Care Facilities,Active,St Olaf,23105 Granite Avenue,shirleyc961@hotmail.com,365,12,1/1/90,1/1/22,1/1/21,30,895078,,220378,Beds,15,Clayton,Iowa,52072-8049,SHIRLEY CHRISTIANSON /,(563) 245-2640,(563) 245-1945,,,39,FALSE,FALSE,FALSE,FALSE
Scottish Rite Park-rcf,Residential Care Facilities,Active,Des Moines,2909 Woodland Avenue,dboor@scottishritepark.org,365,12,,4/24/21,4/24/20,30,,,771117,Beds,25,Polk,Iowa,50312-3822,DANIEL BOOR /,(515) 274-4614,(515) 274-6049,,,28,FALSE,FALSE,FALSE,FALSE
Senior Living Center,Residential Care Facilities,Closed,Pocahontas,313 Ne Fifth Street,,365,12,11/1/96,,,30,896373,,760762,Beds,43,Pocahontas,Iowa,50574-1733,CORDELL  POLDBERG / 1299,(712) 335-3375,() -,,12/1/98,,FALSE,FALSE,FALSE,FALSE
Senior Star At Elmore Place Assisted Living,Assisted Living Programs,Active,Davenport,4500 Elmore Avenue,abuchholz@seniorstar.com,1095,24,7/15/09,7/14/22,7/15/19,24,,,S0295,Units,270,Scott,Iowa,52807-2597,Amanda Buchholz / Director,(563) 359-0100,(563) 359-0444,,,49,FALSE,TRUE,FALSE,FALSE
Senior Suites Of Urbandale,Assisted Living Programs,Active,Urbandale,4700 84th St,,730,24,11/2/00,11/1/22,11/1/20,24,,,S0098,Units,100,Polk,Iowa,50322-7352,Dee  Luttenegger /,(515) 270-9700,(515) 270-9582,,,22,FALSE,FALSE,FALSE,FALSE
Senior Suites of Urbandale,Residential Care Facilities,Active,Urbandale,4700 84th Street,,365,12,5/3/96,5/3/22,5/3/21,30,,,770702,Beds,35,Polk,Iowa,50322-1091,DEMARIS  LUTTENEGGER /,(515) 270-9700,(515) 270-9582,,,1,FALSE,FALSE,FALSE,FALSE
Seventh Heaven,Residential Care Facilities,Closed,Dubuque,1321 Tomahawk,iahst@earthlink.net,365,12,,,,30,,,310945,Beds,0,Dubuque,Iowa,52003-0000,MARY  ELLIOTT /,(563) 557-9110,() -,,2/2/01,,FALSE,FALSE,FALSE,FALSE
Sheffield Care Center,Residential Care Facilities,Closed,Sheffield,100 Bennett Drive,admin@sheffieldcarecenter.com,365,12,10/23/04,10/23/16,10/24/15,30,892471,,350857,Beds,4,Franklin,Iowa,50475-0400,CHRISTINE  RUGER / 02231,(641) 892-4691,(641) 892-4451,,12/31/15,94,FALSE,FALSE,FALSE,FALSE
Shirlees Retirement Home,Residential Care Facilities,Active,Indianola,1302 East Second Avenue,,365,12,,11/11/21,11/11/20,30,891481,,910597,Beds,14,Warren,Iowa,50125-2804,SHIRLEY  BAKER / 0597,(515) 961-6673,(515) 961-2737,,,2,FALSE,FALSE,FALSE,FALSE
Shores at Pleasant Hill,Assisted Living Programs,Active,Pleasant Hill,1500 Edgewater Drive,,730,24,10/1/18,6/25/22,6/25/20,24,,,S0382,Units,210,Polk,Iowa,50327,Debby Cooper /,(515) 262-4444,(515) 262-3840,,,31,FALSE,FALSE,FALSE,FALSE
Sigourney AL,Assisted Living Programs,Active,Sigourney,810 South Stone Street,,730,24,6/13/02,6/13/22,6/13/20,24,,,S0144,Units,18,Keokuk,Iowa,52591-1244,Sarah Dietze /,(641) 622-2971,(641) 622-3165,,,9,FALSE,FALSE,FALSE,FALSE
Silver Palms,Assisted Living Programs,Active,Mt. Pleasant,126 W. Stonebrook Drive,,730,24,5/21/18,5/20/22,5/20/20,24,,,S0373,Units,38,Henry,Iowa,52641,Sheila Matheney /,(319) 931-6901,(319) 385-2385,,,31,FALSE,FALSE,FALSE,FALSE
Silver Pond Assisted Living,Assisted Living Programs,Active,Wellman,1400 6th Ave N.,,730,24,10/24/02,10/23/22,10/23/20,24,,,S0160,Units,20,Washington,Iowa,52356-9232,Ryan Larmore / Administrator,(319) 646-5802,(319) 646-5809,,,2,FALSE,FALSE,FALSE,FALSE
"Silveridge, An Eventide Community, LLC",Assisted Living Programs,Active,Denison,222 South 20th Street,,730,24,12/30/10,12/29/22,12/29/20,24,,,S0315,Units,72,Crawford,Iowa,51442,Kara Webb /,(712) 263-2639,(712) 263-8819,,,21,FALSE,FALSE,FALSE,FALSE
Siouxland Residential Services,Residential Care Facilities,Closed,Sioux City,1600 County Home Road,,365,12,7/1/94,,,30,896217,,970530,Beds,120,Woodbury,Iowa,51106-6932,CLARA  EGBADON /,(712) 943-5093,(712) 943-6104,,11/18/99,,FALSE,FALSE,FALSE,FALSE
Sitler Center For Helpful Living,Assisted Living Programs,Closed,Washington,1015 South Iowa Avenue,cmarshall@wesleylife.org,720,24,9/28/18,9/27/19,10/7/17,24,,,S0392,Units,18,Washington,Iowa,52353,Chris Marshall /,(319) 653-7264,(319) 653-8383,,9/28/18,,FALSE,FALSE,FALSE,FALSE
Skiff Med Center Al,Assisted Living Programs,Closed,Newton,204 N 4th Ave E,,365,24,5/10/01,,,24,,,S0114,Beds,9,Jasper,Iowa,50208-0000,Patti  Hayes /,(641) 791-4328,(641) 792-4603,,7/27/05,,FALSE,FALSE,FALSE,FALSE
Solon Assisted Living Village,Assisted Living Programs,Active,Solon,623 E. 5th Street,,730,24,12/28/09,12/27/21,12/28/19,24,,,S0306,Units,36,Johnson,Iowa,52333,Angela Lurth / Manager,(319) 624-5353,(319) 624-5363,,,16,FALSE,FALSE,FALSE,FALSE
Southcrest Manor Ii,Assisted Living Programs,Active,Waukon,602 2nd St Sw,,730,24,11/16/05,11/15/21,11/16/19,24,,,S0221,Units,32,Allamakee,Iowa,52172-2242,Michelle Greff /,(563) 568-4207,(563) 568-4209,,,17,FALSE,FALSE,FALSE,FALSE
Southfield Wellness Community AL,Assisted Living Programs,Active,Webster City,2414 Des Moines Street,,730,24,5/16/02,5/16/22,5/16/20,24,,,S0141,Units,50,Hamilton,Iowa,50595-3514,Reid Giovanine / Administrator,(515) 832-3715,(515) 832-3241,,,35,FALSE,FALSE,FALSE,FALSE
Spectra Health Care,Residential Care Facilities,Closed,Storm Lake,5726 120th Avenue,spectra1@alta-tec.net,365,12,11/19/86,11/19/08,11/20/07,30,893875,,110175,Beds,46,Buena Vista,Iowa,50588-7568,SUZANNE  MORROW /,(712) 732-4118,(712) 732-4119,,2/6/09,159,FALSE,FALSE,FALSE,FALSE
Spring Creek Independent And Assisted Living,Assisted Living Programs,Active,Armstrong,110 2nd Avenue,,730,24,11/23/09,11/22/21,11/23/19,24,,,S0302,Units,24,Emmet,Iowa,50514,Dawn Runksmeier /,(712) 868-5567,(712) 868-5566,,,16,FALSE,FALSE,FALSE,FALSE
Springvale Assisted Living,Assisted Living Programs,Active,Humboldt,1050 15th Street North,,730,24,12/13/04,12/12/22,12/12/20,24,,,S0203,Units,32,Humboldt,Iowa,50548-1076,Tamela Kuehnast /,(515) 332-7660,(515) 332-7646,,,28,FALSE,FALSE,FALSE,FALSE
Spurgeon Manor,Residential Care Facilities,Active,Dallas Center,1204 Linden Street,mcahill@spurgeonmanor.com,365,12,,5/28/21,5/28/20,30,,,250199,Beds,30,Dallas,Iowa,50063-1052,Maureen Cahill / 01945,(515) 992-3735,(515) 992-3098,,,30,FALSE,FALSE,FALSE,FALSE
St Katharines Living Center,Residential Care Facilities,Closed,Davenport,901 Tremont Avenue,,365,12,12/10/92,,,30,,,820795,Beds,110,Scott,Iowa,52803-5638,ROBERT  EVANS /,(563) 324-1601,(563) 324-9459,,7/31/01,250,FALSE,FALSE,FALSE,FALSE
Stacyville Community Nursing Home,Residential Care Facilities,Active,Stacyville,413 South Broad Street,scnh.kfravel@gmail.com,365,12,,1/6/22,1/6/21,30,,,660408,Beds,15,Mitchell,Iowa,50476-5003,KAY FRAVEL /,(641) 710-2215,(641) 710-2158,,,15,FALSE,FALSE,FALSE,FALSE
Stanard Family Assisted Living Center,Assisted Living Programs,Active,Cedar Falls,420 E 11th St,,730,24,3/22/00,3/21/23,3/21/21,24,,,S0036,Units,109,Black Hawk,Iowa,50613-3364,Brett Ingersoll / Administrator,(319) 277-2141,(319) 277-5158,,,38,FALSE,FALSE,FALSE,FALSE
Stirlingshire Of Coralville Al,Assisted Living Programs,Active,Coralville,1140 Kennedy Parkway,JACKIE.SCOTT@FAIRVIEW.ORG,720,24,4/9/21,4/8/22,4/18/20,24,,,S0444,Units,112,Johnson,Iowa,52241,JACKIE SCOTT /,(319) 338-8100,() -,,,,FALSE,FALSE,FALSE,FALSE
Stonebridge Suites,Assisted Living Programs,Active,Cherokee,921 Riverview Drive,,730,24,10/9/02,10/8/22,10/8/20,24,,,S0158,Units,24,Cherokee,Iowa,51012-1578,Jessica Greene /,(712) 225-5724,(712) 225-3917,,,24,FALSE,FALSE,FALSE,FALSE
Stonebridge Suites Of Bancroft,Assisted Living Programs,Active,Bancroft,548 East Ramsey,,730,24,7/9/09,7/8/21,7/9/19,24,,,S0294,Units,18,Kossuth,Iowa,50517,Jeanne Kinney /,(515) 885-2463,(515) 885-2759,,,20,FALSE,FALSE,FALSE,FALSE
Stonebridge Suites Of Milford,Assisted Living Programs,Active,Milford,1401 H Avenue,,730,24,10/9/09,10/8/21,10/9/19,24,,,S0298,Units,44,Dickinson,Iowa,51351,Daren Butcher /,(712) 338-4742,(712) 338-2281,,,16,FALSE,FALSE,FALSE,FALSE
Stonehill Care Center Rcf,Residential Care Facilities,Closed,Dubuque,3485 Windsor Avenue,pstockel@stonehilldbq.com,365,12,,6/18/15,6/18/14,30,890558,,310824,Beds,41,Dubuque,Iowa,52001-1312,Peggy Stockel / 02346,(563) 557-7180,(563) 557-8934,,12/2/14,94,FALSE,FALSE,FALSE,FALSE
Stoney Brook Village,Assisted Living Programs,Active,West Union,705 South Pine Street,,730,24,8/4/06,8/3/22,8/3/20,24,,,S0238,Units,72,Fayette,Iowa,52175-1548,Kathryn Moser / Manager,(563) 422-7145,(563) 422-5714,,,34,FALSE,FALSE,FALSE,FALSE
Storm Residential Home,Residential Care Facilities,Closed,Knoxville,1721 Highway 14,,365,12,11/8/97,,,30,,,630585,Beds,8,Marion,Iowa,50138-8703,CLEO  STORM /,(641) 828-7766,() -,,9/1/98,,FALSE,FALSE,FALSE,FALSE
Suites of Ankeny,Assisted Living Programs,Active,Ankeny,420 NW Ash Drive,,730,24,8/5/16,8/5/22,8/5/20,24,,,S0357,Units,68,Polk,Iowa,50021,Mike Anderson /,(515) 635-0936,(515) 635-0967,,,3,FALSE,FALSE,FALSE,FALSE
Summit Heights,Assisted Living Programs,Active,Nora Springs,8 S Summit Ave,,730,24,11/10/99,2/13/22,2/14/20,24,,,S0060,Units,16,Floyd,Iowa,50458-8638,Kersten Fisher /,(641) 749-2411,(641) 749-5874,,,38,FALSE,FALSE,FALSE,FALSE
Summit House Assisted Living,Assisted Living Programs,Active,Britt,600 1st Street Nw,,730,24,7/3/13,7/2/21,7/3/19,24,,,S0336,Units,90,Hancock,Iowa,50423,Jody Seelhammer /,(641) 843-3333,(641) 843-3434,,,23,FALSE,FALSE,FALSE,FALSE
Summit Pointe Senior Living,Assisted Living Programs,Active,Marion,3505 English Glen Avenue,,730,24,12/4/18,12/3/22,12/3/20,24,,,S0398,Units,178,Linn,Iowa,52302,Janet Degenford /,(319) 373-4242,(319) 373-3013,,,29,FALSE,FALSE,FALSE,FALSE
Sunnybrook AL,Assisted Living Programs,Closed,Fairfield,3000 West Madison Avenue,,730,24,1/17/01,2/18/23,2/18/21,24,,,S0104,Beds,8,Jefferson,Iowa,52556-0000,Betty  Howell /,(641) 469-5778,(641) 469-5778,,7/27/05,,FALSE,FALSE,FALSE,FALSE
Sunnybrook Living Care Center,Residential Care Facilities,Closed,Fairfield,400 Highland Street,"telston@sunnybrooklivingcarecenter.com; 
 lhanson@sunnybrooklivingcarecenter.com",365,12,9/23/15,,,30,,,510236,Beds,8,Jefferson,Iowa,52556,LISA Hanson /,(641) 209-1600,(641) 209-1606,,6/27/18,44,FALSE,FALSE,FALSE,FALSE
Sunnycrest Manor,Residential Care Facilities,Closed,Dubuque,2375 Roosevelt Street,cris.kirsch@dubuquecounty.us,365,12,,4/8/17,4/8/16,30,896464,,310304,Beds,16,Dubuque,Iowa,52001-1392,Cris Kirsch / 002465,(563) 583-1781,(563) 583-1705,,5/30/17,51,FALSE,FALSE,FALSE,FALSE
Sunnycrest Residential Care,Residential Care Facilities,Closed,Des Moines,1039 M L King Jr Parkway,,365,12,12/16/99,,,30,891184,,770570,Beds,22,Polk,Iowa,50314-1202,JEAN  ERICKSON / 1331,(515) 243-4102,(515) 243-2371,,8/25/99,,FALSE,FALSE,FALSE,FALSE
Sunrise Assisted Living Suites,Assisted Living Programs,Active,Traer,599 Taylor Street,,730,24,9/28/09,9/27/21,9/28/19,24,,,S0297,Units,30,Tama,Iowa,50675,Marcy Martin /,(319) 478-2730,(319) 478-2728,,,18,FALSE,FALSE,FALSE,FALSE
Sunrise Villa,Assisted Living Programs,Active,Bellevue,308 North 12th Street,,730,24,9/20/99,2/7/22,2/8/20,24,,,S0030,Units,36,Jackson,Iowa,52031-1944,Brandy Dierks / Administrator,(563) 872-5521,(563) 872-5609,,,39,FALSE,FALSE,FALSE,FALSE
Sunset Knoll Inc,Residential Care Facilities,Closed,Aurelia,401 West 5th Street,sunknoll@newwmtel.net,365,12,,7/18/09,7/18/08,30,,,180325,Beds,13,Cherokee,Iowa,51005-0067,KAREN  BENTSEN / 02031,(712) 434-2294,(712) 434-2153,,12/1/08,156,FALSE,FALSE,FALSE,FALSE
Swales Assisted Living,Assisted Living Programs,Closed,Strawberry Point,313 Elkader St.,cleachman@splh.org,720,24,12/1/09,11/30/19,12/10/17,24,,,S0303,Units,17,Clayton,Iowa,52076,Cheri Leachman / Administrator,(563) 933-6037,(563) 933-2204,,11/30/19,41,FALSE,FALSE,FALSE,FALSE
Swan House,Assisted Living Programs,Closed,Carroll,1024 E 12th St,cmasching@alcco.com,365,24,5/1/99,4/30/11,4/30/10,24,,,S0031,Units,83,Carroll,Iowa,51401-3913,Cindy Masching /,(712) 792-6974,(712) 792-9811,,7/6/10,,FALSE,FALSE,FALSE,FALSE
Swan Place,Assisted Living Programs,Active,Carroll,1024 E. 12th Street,,730,24,4/13/15,4/12/23,4/12/21,24,,,S0349,Units,83,Carroll,Iowa,51401,Rob Jensen /,(712) 792-6974,(712) 792-9811,,,20,FALSE,FALSE,FALSE,FALSE
Sykora'S Managed Care,Residential Care Facilities,Closed,Cedar Rapids,1330 First Avenue Nw,,365,12,5/1/00,,,30,,,570247,Beds,15,Linn,Iowa,52405-0000,DOREEN  ANDERSON /,(319) 365-8421,(319) 365-8421,,11/4/02,227,FALSE,FALSE,FALSE,FALSE
Sylvan Woods,Residential Care Facilities,Closed,Ottumwa,Two Pennsylvania Place,,365,12,,,,30,,,900730,Beds,0,Wapello,Iowa,52501-0000,PAM  WARD /,(641) 684-4000,() -,,9/1/98,,FALSE,FALSE,FALSE,FALSE
Systems Unlimited #11,Residential Care Facilities,Active,Iowa City,1801 High Street,"Chris.Alexander@sui.org,Jen.Simmering@sui.org",365,12,10/1/86,10/1/21,10/1/20,30,,,520288,Beds,6,Johnson,Iowa,52245-6099,CHRISTOPHER ALEXANDER /,(319) 338-9212,(319) 401-3665,,,20,FALSE,FALSE,FALSE,FALSE
Taylor Ridge Estates,Residential Care Facilities,Closed,Lenox,805 N Home Avenue,bmarxen@taylorridgeestates.org,365,12,10/1/91,10/1/12,10/2/11,30,895680,,870320,Beds,50,Taylor,Iowa,50851-0010,BETTY MARXEN / 1572,(641) 333-2221,(641) 333-2732,,7/1/12,134,FALSE,FALSE,FALSE,FALSE
"Terrace AL of Hillcrest Home, Inc.",Assisted Living Programs,Active,Sumner,915 West 1st Street,deanna.kahler@westernhome.org,730,24,1/9/17,1/8/23,1/8/21,24,,,S0363,Units,32,Bremer,Iowa,50674,Deanna Kahler / 2699,(563) 578-8591,(563) 578-8091,,,23,FALSE,FALSE,FALSE,FALSE
Terrace Glen Village,Assisted Living Programs,Active,Marion,3400 Alburnett Road,,730,24,9/4/18,9/3/22,9/3/20,24,,,S0386,Units,68,Linn,Iowa,52302,Steve Tressel /,(319) 377-9000,,,,28,FALSE,FALSE,FALSE,FALSE
Terrace Park Sr Living,Assisted Living Programs,Active,Leon,201sw Lorraine,,730,24,2/5/01,2/4/23,2/4/21,24,,,S0109,Units,32,Decatur,Iowa,50144-1182,Jonda  Mericle /,(641) 446-8396,(641) 446-8398,http://terracepark.leoncarecenters.com,,20,FALSE,FALSE,FALSE,FALSE
Terrace View Residential,Residential Care Facilities,Closed,Clarinda,1040 West State Street,terraceview@clarinda.heartland.net,365,12,9/1/02,,,30,894675,,730242,Beds,44,Page,Iowa,51632-0000,BECKY  MARXEN /,(712) 542-3530,(712) 542-2779,,2/24/03,190,FALSE,FALSE,FALSE,FALSE
Terrace View Residential,Residential Care Facilities,Closed,Clarinda,1020 West State Street,l.matheny@gendeviowa.com,365,12,10/31/01,10/27/20,10/28/19,30,,,730943,Beds,15,Page,Iowa,51632-0000,LONNIE MATHENY /,(712) 542-3530,(712) 542-2779,,4/9/20,35,FALSE,FALSE,FALSE,FALSE
The Abbey Of Lemars Rcf,Residential Care Facilities,Closed,Lemars,320 First Avenue Se,dderoch99@yahoo.com,365,12,,11/21/17,11/21/16,30,891010,,750489,Beds,52,Plymouth,Iowa,51031-2099,DON BUTCHER /,(712) 546-7844,(712) 546-9318,,1/31/17,67,FALSE,FALSE,FALSE,FALSE
The Alverno Senior Living Community,Residential Care Facilities,Active,Clinton,849 13th Avenue North,nielsetm@mercyhealth.com,365,12,5/1/19,5/1/22,5/1/21,30,,,230199,Beds,41,Clinton,Iowa,52732,Theresa Nielsen / 94129,(563) 242-1521,(563) 243-3016,,,18,FALSE,FALSE,FALSE,FALSE
The Larabee Center,Residential Care Facilities,Closed,Waverly,1951 Larrabee Avenue,,365,12,1/1/90,,,30,895052,,90619,Beds,37,Bremer,Iowa,50677-9803,CLARK  WILHARM /,(319) 352-2234,(319) 882-3534,,11/15/99,,FALSE,FALSE,FALSE,FALSE
